ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
4380;Total male and female;Total;Peruvian;1996;545.0
4381;Total male and female;Total;Peruvian;1997;503.0
4382;Total male and female;Total;Peruvian;1998;475.0
4383;Total male and female;Total;Peruvian;1999;501.0
4384;Total male and female;Total;Peruvian;2000;467.0
4385;Total male and female;Total;Peruvian;2001;496.0
4386;Total male and female;Total;Peruvian;2002;588.0
4387;Total male and female;Total;Peruvian;2003;655.0
4388;Total male and female;Total;Peruvian;2004;769.0
4389;Total male and female;Total;Peruvian;2005;892.0
4390;Total male and female;Total;Peruvian;2006;924.0
4391;Total male and female;Total;Peruvian;2007;986.0
4392;Total male and female;Total;Peruvian;2008;1005.0
4393;Total male and female;Total;Peruvian;2009;1032.0
4394;Total male and female;Total;Peruvian;2010;1049.0
4395;Total male and female;Total;Peruvian;2011;1091.0
4396;Total male and female;Total;Peruvian;2012;1117.0
4397;Total male and female;Total;Peruvian;2013;1089.0
4398;Total male and female;Total;Peruvian;2014;1052.0
4399;Total male and female;Total;Peruvian;2015;979.0
4400;Total male and female;Total;Peruvian;2016;953.0
4401;Total male and female;Total;Peruvian;2017;916.0
4402;Total male and female;Total;Peruvian;2018;958.0
4403;Total male and female;Total;Peruvian;2019;1112.0
4404;Total male and female;Total;Peruvian;2020;1235.0
4405;Total male and female;Total;Peruvian;2021;1225.0
4406;Total male and female;Total;Peruvian;2022;1396.0
4407;Total male and female;Total;Peruvian;2023;1648.0
4408;Total male and female;Total;Philippine;1995;2282.0
4409;Total male and female;Total;Philippine;1996;2363.0
4410;Total male and female;Total;Philippine;1997;2318.0
4411;Total male and female;Total;Philippine;1998;2428.0
4412;Total male and female;Total;Philippine;1999;2398.0
4413;Total male and female;Total;Philippine;2000;2351.0
4414;Total male and female;Total;Philippine;2001;2417.0
4415;Total male and female;Total;Philippine;2002;2427.0
4416;Total male and female;Total;Philippine;2003;2597.0
4417;Total male and female;Total;Philippine;2004;2841.0
4418;Total male and female;Total;Philippine;2005;3041.0
4419;Total male and female;Total;Philippine;2006;3147.0
4420;Total male and female;Total;Philippine;2007;3280.0
4421;Total male and female;Total;Philippine;2008;3354.0
4422;Total male and female;Total;Philippine;2009;3773.0
4423;Total male and female;Total;Philippine;2010;3915.0
4424;Total male and female;Total;Philippine;2011;4065.0
4425;Total male and female;Total;Philippine;2012;4013.0
4426;Total male and female;Total;Philippine;2013;4048.0
4427;Total male and female;Total;Philippine;2014;4217.0
4428;Total male and female;Total;Philippine;2015;4219.0
4429;Total male and female;Total;Philippine;2016;4339.0
4430;Total male and female;Total;Philippine;2017;4560.0
4431;Total male and female;Total;Philippine;2018;4896.0
4432;Total male and female;Total;Philippine;2019;5296.0
4433;Total male and female;Total;Philippine;2020;5801.0
4434;Total male and female;Total;Philippine;2021;5716.0
4435;Total male and female;Total;Philippine;2022;6034.0
4436;Total male and female;Total;Philippine;2023;6587.0
4437;Total male and female;Total;Polish;1995;5798.0
4438;Total male and female;Total;Polish;1996;5910.0
4439;Total male and female;Total;Polish;1997;5642.0
4440;Total male and female;Total;Polish;1998;5680.0
4441;Total male and female;Total;Polish;1999;5906.0
4442;Total male and female;Total;Polish;2000;5645.0
4443;Total male and female;Total;Polish;2001;5944.0
4444;Total male and female;Total;Polish;2002;6312.0
4445;Total male and female;Total;Polish;2003;6912.0
4446;Total male and female;Total;Polish;2004;7431.0
4447;Total male and female;Total;Polish;2005;10968.0
4448;Total male and female;Total;Polish;2006;15202.0
4449;Total male and female;Total;Polish;2007;19645.0
4450;Total male and female;Total;Polish;2008;26189.0
4451;Total male and female;Total;Polish;2009;35499.0
4452;Total male and female;Total;Polish;2010;43083.0
4453;Total male and female;Total;Polish;2011;52473.0
4454;Total male and female;Total;Polish;2012;65086.0
4455;Total male and female;Total;Polish;2013;74629.0
4456;Total male and female;Total;Polish;2014;85785.0
4457;Total male and female;Total;Polish;2015;99566.0
4458;Total male and female;Total;Polish;2016;110860.0
4459;Total male and female;Total;Polish;2017;121422.0
4460;Total male and female;Total;Polish;2018;132378.0
4461;Total male and female;Total;Polish;2019;144001.0
4462;Total male and female;Total;Polish;2020;155902.0
4463;Total male and female;Total;Polish;2021;164918.0
4464;Total male and female;Total;Polish;2022;176074.0
4465;Total male and female;Total;Polish;2023;186755.0
4466;Total male and female;Total;Portuguese;1995;9230.0
4467;Total male and female;Total;Portuguese;1996;9101.0
4468;Total male and female;Total;Portuguese;1997;8788.0
4469;Total male and female;Total;Portuguese;1998;8690.0
4470;Total male and female;Total;Portuguese;1999;8762.0
4471;Total male and female;Total;Portuguese;2000;9220.0
4472;Total male and female;Total;Portuguese;2001;9765.0
4473;Total male and female;Total;Portuguese;2002;10585.0
4474;Total male and female;Total;Portuguese;2003;11257.0
4475;Total male and female;Total;Portuguese;2004;11844.0
4476;Total male and female;Total;Portuguese;2005;12026.0
4477;Total male and female;Total;Portuguese;2006;12083.0
4478;Total male and female;Total;Portuguese;2007;12234.0
4479;Total male and female;Total;Portuguese;2008;12939.0
4480;Total male and female;Total;Portuguese;2009;14179.0
4481;Total male and female;Total;Portuguese;2010;15364.0
4482;Total male and female;Total;Portuguese;2011;15740.0
4483;Total male and female;Total;Portuguese;2012;16430.0
4484;Total male and female;Total;Portuguese;2013;17266.0
4485;Total male and female;Total;Portuguese;2014;18060.0
4486;Total male and female;Total;Portuguese;2015;18704.0
4487;Total male and female;Total;Portuguese;2016;19384.0
4488;Total male and female;Total;Portuguese;2017;20166.0
4489;Total male and female;Total;Portuguese;2018;21051.0
4490;Total male and female;Total;Portuguese;2019;22398.0
4491;Total male and female;Total;Portuguese;2020;24193.0
4492;Total male and female;Total;Portuguese;2021;25401.0
4493;Total male and female;Total;Portuguese;2022;28002.0
4494;Total male and female;Total;Portuguese;2023;31226.0
4495;Total male and female;Total;Qatari;1995;0.0
4496;Total male and female;Total;Qatari;1996;0.0
4497;Total male and female;Total;Qatari;1997;1.0
4498;Total male and female;Total;Qatari;1998;1.0
4499;Total male and female;Total;Qatari;1999;0.0
4500;Total male and female;Total;Qatari;2000;0.0
4501;Total male and female;Total;Qatari;2001;0.0
4502;Total male and female;Total;Qatari;2002;0.0
4503;Total male and female;Total;Qatari;2003;0.0
4504;Total male and female;Total;Qatari;2004;0.0
4505;Total male and female;Total;Qatari;2005;0.0
4506;Total male and female;Total;Qatari;2006;2.0
4507;Total male and female;Total;Qatari;2007;2.0
4508;Total male and female;Total;Qatari;2008;0.0
4509;Total male and female;Total;Qatari;2009;2.0
4510;Total male and female;Total;Qatari;2010;1.0
4511;Total male and female;Total;Qatari;2011;3.0
4512;Total male and female;Total;Qatari;2012;5.0
4513;Total male and female;Total;Qatari;2013;7.0
4514;Total male and female;Total;Qatari;2014;13.0
4515;Total male and female;Total;Qatari;2015;16.0
4516;Total male and female;Total;Qatari;2016;30.0
4517;Total male and female;Total;Qatari;2017;20.0
4518;Total male and female;Total;Qatari;2018;9.0
4519;Total male and female;Total;Qatari;2019;9.0
4520;Total male and female;Total;Qatari;2020;14.0
4521;Total male and female;Total;Qatari;2021;6.0
4522;Total male and female;Total;Qatari;2022;8.0
4523;Total male and female;Total;Qatari;2023;7.0
4524;Total male and female;Total;Romanian;1995;1594.0
4525;Total male and female;Total;Romanian;1996;1466.0
4526;Total male and female;Total;Romanian;1997;1073.0
4527;Total male and female;Total;Romanian;1998;1144.0
4528;Total male and female;Total;Romanian;1999;1288.0
4529;Total male and female;Total;Romanian;2000;1397.0
4530;Total male and female;Total;Romanian;2001;1694.0
4531;Total male and female;Total;Romanian;2002;2094.0
4532;Total male and female;Total;Romanian;2003;2360.0
4533;Total male and female;Total;Romanian;2004;2735.0
4534;Total male and female;Total;Romanian;2005;3020.0
4535;Total male and female;Total;Romanian;2006;3006.0
4536;Total male and female;Total;Romanian;2007;3225.0
4537;Total male and female;Total;Romanian;2008;4894.0
4538;Total male and female;Total;Romanian;2009;6256.0
4539;Total male and female;Total;Romanian;2010;7118.0
4540;Total male and female;Total;Romanian;2011;8289.0
4541;Total male and female;Total;Romanian;2012;9114.0
4542;Total male and female;Total;Romanian;2013;9496.0
4543;Total male and female;Total;Romanian;2014;9986.0
4544;Total male and female;Total;Romanian;2015;11941.0
4545;Total male and female;Total;Romanian;2016;13659.0
4546;Total male and female;Total;Romanian;2017;16077.0
4547;Total male and female;Total;Romanian;2018;20042.0
4548;Total male and female;Total;Romanian;2019;24878.0
4549;Total male and female;Total;Romanian;2020;30683.0
4550;Total male and female;Total;Romanian;2021;34600.0
4551;Total male and female;Total;Romanian;2022;40603.0
4552;Total male and female;Total;Romanian;2023;47769.0
4553;Total male and female;Total;Russian;1995;1347.0
4554;Total male and female;Total;Russian;1996;1898.0
4555;Total male and female;Total;Russian;1997;2318.0
4556;Total male and female;Total;Russian;1998;2578.0
4557;Total male and female;Total;Russian;1999;2840.0
4558;Total male and female;Total;Russian;2000;3070.0
4559;Total male and female;Total;Russian;2001;3348.0
4560;Total male and female;Total;Russian;2002;3791.0
4561;Total male and female;Total;Russian;2003;4052.0
4562;Total male and female;Total;Russian;2004;4450.0
4563;Total male and female;Total;Russian;2005;4689.0
4564;Total male and female;Total;Russian;2006;4606.0
4565;Total male and female;Total;Russian;2007;4501.0
4566;Total male and female;Total;Russian;2008;4468.0
4567;Total male and female;Total;Russian;2009;4626.0
4568;Total male and female;Total;Russian;2010;4776.0
4569;Total male and female;Total;Russian;2011;5094.0
4570;Total male and female;Total;Russian;2012;5609.0
4571;Total male and female;Total;Russian;2013;6016.0
4572;Total male and female;Total;Russian;2014;6492.0
4573;Total male and female;Total;Russian;2015;7030.0
4574;Total male and female;Total;Russian;2016;7794.0
4575;Total male and female;Total;Russian;2017;8541.0
4576;Total male and female;Total;Russian;2018;9527.0
4577;Total male and female;Total;Russian;2019;10767.0
4578;Total male and female;Total;Russian;2020;12185.0
4579;Total male and female;Total;Russian;2021;12513.0
4580;Total male and female;Total;Russian;2022;13670.0
4581;Total male and female;Total;Russian;2023;18211.0
4582;Total male and female;Total;Rwandan;1995;44.0
4583;Total male and female;Total;Rwandan;1996;82.0
4584;Total male and female;Total;Rwandan;1997;91.0
4585;Total male and female;Total;Rwandan;1998;118.0
4586;Total male and female;Total;Rwandan;1999;144.0
4587;Total male and female;Total;Rwandan;2000;145.0
4588;Total male and female;Total;Rwandan;2001;179.0
4589;Total male and female;Total;Rwandan;2002;210.0
4590;Total male and female;Total;Rwandan;2003;214.0
4591;Total male and female;Total;Rwandan;2004;201.0
4592;Total male and female;Total;Rwandan;2005;179.0
4593;Total male and female;Total;Rwandan;2006;203.0
4594;Total male and female;Total;Rwandan;2007;213.0
4595;Total male and female;Total;Rwandan;2008;203.0
4596;Total male and female;Total;Rwandan;2009;225.0
4597;Total male and female;Total;Rwandan;2010;244.0
4598;Total male and female;Total;Rwandan;2011;261.0
4599;Total male and female;Total;Rwandan;2012;228.0
4600;Total male and female;Total;Rwandan;2013;258.0
4601;Total male and female;Total;Rwandan;2014;239.0
4602;Total male and female;Total;Rwandan;2015;232.0
4603;Total male and female;Total;Rwandan;2016;216.0
4604;Total male and female;Total;Rwandan;2017;200.0
4605;Total male and female;Total;Rwandan;2018;211.0
4606;Total male and female;Total;Rwandan;2019;222.0
4607;Total male and female;Total;Rwandan;2020;276.0
4608;Total male and female;Total;Rwandan;2021;276.0
4609;Total male and female;Total;Rwandan;2022;284.0
4610;Total male and female;Total;Rwandan;2023;316.0
4611;Total male and female;Total;Citizen of Saint Kitts-Nevis;1995;1.0
4612;Total male and female;Total;Citizen of Saint Kitts-Nevis;1996;2.0
4613;Total male and female;Total;Citizen of Saint Kitts-Nevis;1997;1.0
4614;Total male and female;Total;Citizen of Saint Kitts-Nevis;1998;3.0
4615;Total male and female;Total;Citizen of Saint Kitts-Nevis;1999;1.0
4616;Total male and female;Total;Citizen of Saint Kitts-Nevis;2000;1.0
4617;Total male and female;Total;Citizen of Saint Kitts-Nevis;2001;1.0
4618;Total male and female;Total;Citizen of Saint Kitts-Nevis;2002;3.0
4619;Total male and female;Total;Citizen of Saint Kitts-Nevis;2003;3.0
4620;Total male and female;Total;Citizen of Saint Kitts-Nevis;2004;3.0
4621;Total male and female;Total;Citizen of Saint Kitts-Nevis;2005;4.0
4622;Total male and female;Total;Citizen of Saint Kitts-Nevis;2006;3.0
4623;Total male and female;Total;Citizen of Saint Kitts-Nevis;2007;5.0
4624;Total male and female;Total;Citizen of Saint Kitts-Nevis;2008;2.0
4625;Total male and female;Total;Citizen of Saint Kitts-Nevis;2009;2.0
4626;Total male and female;Total;Citizen of Saint Kitts-Nevis;2010;3.0
4627;Total male and female;Total;Citizen of Saint Kitts-Nevis;2011;4.0
4628;Total male and female;Total;Citizen of Saint Kitts-Nevis;2012;3.0
4629;Total male and female;Total;Citizen of Saint Kitts-Nevis;2013;3.0
4630;Total male and female;Total;Citizen of Saint Kitts-Nevis;2014;4.0
4631;Total male and female;Total;Citizen of Saint Kitts-Nevis;2015;3.0
4632;Total male and female;Total;Citizen of Saint Kitts-Nevis;2016;1.0
4633;Total male and female;Total;Citizen of Saint Kitts-Nevis;2017;3.0
4634;Total male and female;Total;Citizen of Saint Kitts-Nevis;2018;5.0
4635;Total male and female;Total;Citizen of Saint Kitts-Nevis;2019;5.0
4636;Total male and female;Total;Citizen of Saint Kitts-Nevis;2020;8.0
4637;Total male and female;Total;Citizen of Saint Kitts-Nevis;2021;11.0
4638;Total male and female;Total;Citizen of Saint Kitts-Nevis;2022;15.0
4639;Total male and female;Total;Citizen of Saint Kitts-Nevis;2023;19.0
4640;Total male and female;Total;Saint Lucian;1995;11.0
4641;Total male and female;Total;Saint Lucian;1996;9.0
4642;Total male and female;Total;Saint Lucian;1997;7.0
4643;Total male and female;Total;Saint Lucian;1998;8.0
4644;Total male and female;Total;Saint Lucian;1999;8.0
4645;Total male and female;Total;Saint Lucian;2000;10.0
4646;Total male and female;Total;Saint Lucian;2001;11.0
4647;Total male and female;Total;Saint Lucian;2002;12.0
4648;Total male and female;Total;Saint Lucian;2003;15.0
4649;Total male and female;Total;Saint Lucian;2004;15.0
4650;Total male and female;Total;Saint Lucian;2005;15.0
4651;Total male and female;Total;Saint Lucian;2006;15.0
4652;Total male and female;Total;Saint Lucian;2007;8.0
4653;Total male and female;Total;Saint Lucian;2008;7.0
4654;Total male and female;Total;Saint Lucian;2009;8.0
4655;Total male and female;Total;Saint Lucian;2010;11.0
4656;Total male and female;Total;Saint Lucian;2011;10.0
4657;Total male and female;Total;Saint Lucian;2012;9.0
4658;Total male and female;Total;Saint Lucian;2013;7.0
4659;Total male and female;Total;Saint Lucian;2014;7.0
4660;Total male and female;Total;Saint Lucian;2015;7.0
4661;Total male and female;Total;Saint Lucian;2016;10.0
4662;Total male and female;Total;Saint Lucian;2017;13.0
4663;Total male and female;Total;Saint Lucian;2018;10.0
4664;Total male and female;Total;Saint Lucian;2019;11.0
4665;Total male and female;Total;Saint Lucian;2020;17.0
4666;Total male and female;Total;Saint Lucian;2021;14.0
4667;Total male and female;Total;Saint Lucian;2022;18.0
4668;Total male and female;Total;Saint Lucian;2023;26.0
4669;Total male and female;Total;Salvadorean;1995;123.0
4670;Total male and female;Total;Salvadorean;1996;106.0
4671;Total male and female;Total;Salvadorean;1997;94.0
4672;Total male and female;Total;Salvadorean;1998;92.0
4673;Total male and female;Total;Salvadorean;1999;95.0
4674;Total male and female;Total;Salvadorean;2000;73.0
4675;Total male and female;Total;Salvadorean;2001;60.0
4676;Total male and female;Total;Salvadorean;2002;56.0
4677;Total male and female;Total;Salvadorean;2003;55.0
4678;Total male and female;Total;Salvadorean;2004;59.0
4679;Total male and female;Total;Salvadorean;2005;61.0
4680;Total male and female;Total;Salvadorean;2006;56.0
4681;Total male and female;Total;Salvadorean;2007;58.0
4682;Total male and female;Total;Salvadorean;2008;59.0
4683;Total male and female;Total;Salvadorean;2009;63.0
4684;Total male and female;Total;Salvadorean;2010;61.0
4685;Total male and female;Total;Salvadorean;2011;64.0
4686;Total male and female;Total;Salvadorean;2012;79.0
4687;Total male and female;Total;Salvadorean;2013;77.0
4688;Total male and female;Total;Salvadorean;2014;77.0
4689;Total male and female;Total;Salvadorean;2015;78.0
4690;Total male and female;Total;Salvadorean;2016;81.0
4691;Total male and female;Total;Salvadorean;2017;72.0
4692;Total male and female;Total;Salvadorean;2018;85.0
4693;Total male and female;Total;Salvadorean;2019;129.0
4694;Total male and female;Total;Salvadorean;2020;174.0
4695;Total male and female;Total;Salvadorean;2021;184.0
4696;Total male and female;Total;Salvadorean;2022;246.0
4697;Total male and female;Total;Salvadorean;2023;280.0
4698;Total male and female;Total;Samoan;1995;1.0
4699;Total male and female;Total;Samoan;1996;2.0
4700;Total male and female;Total;Samoan;1997;3.0
4701;Total male and female;Total;Samoan;1998;3.0
4702;Total male and female;Total;Samoan;1999;2.0
4703;Total male and female;Total;Samoan;2000;2.0
4704;Total male and female;Total;Samoan;2001;1.0
4705;Total male and female;Total;Samoan;2002;2.0
4706;Total male and female;Total;Samoan;2003;1.0
4707;Total male and female;Total;Samoan;2004;1.0
4708;Total male and female;Total;Samoan;2005;1.0
4709;Total male and female;Total;Samoan;2006;4.0
4710;Total male and female;Total;Samoan;2007;3.0
4711;Total male and female;Total;Samoan;2008;1.0
4712;Total male and female;Total;Samoan;2009;1.0
4713;Total male and female;Total;Samoan;2010;1.0
4714;Total male and female;Total;Samoan;2011;2.0
4715;Total male and female;Total;Samoan;2012;7.0
4716;Total male and female;Total;Samoan;2013;12.0
4717;Total male and female;Total;Samoan;2014;13.0
4718;Total male and female;Total;Samoan;2015;13.0
4719;Total male and female;Total;Samoan;2016;9.0
4720;Total male and female;Total;Samoan;2017;0.0
4721;Total male and female;Total;Samoan;2018;0.0
4722;Total male and female;Total;Samoan;2019;0.0
4723;Total male and female;Total;Samoan;2020;0.0
4724;Total male and female;Total;Samoan;2021;0.0
4725;Total male and female;Total;Samoan;2022;5.0
4726;Total male and female;Total;Samoan;2023;7.0
4727;Total male and female;Total;San Marinese;1995;0.0
4728;Total male and female;Total;San Marinese;1996;0.0
4729;Total male and female;Total;San Marinese;1997;0.0
4730;Total male and female;Total;San Marinese;1998;0.0
4731;Total male and female;Total;San Marinese;1999;0.0
4732;Total male and female;Total;San Marinese;2000;0.0
4733;Total male and female;Total;San Marinese;2001;0.0
4734;Total male and female;Total;San Marinese;2002;0.0
4735;Total male and female;Total;San Marinese;2003;0.0
4736;Total male and female;Total;San Marinese;2004;0.0
4737;Total male and female;Total;San Marinese;2005;0.0
4738;Total male and female;Total;San Marinese;2006;0.0
4739;Total male and female;Total;San Marinese;2007;0.0
4740;Total male and female;Total;San Marinese;2008;0.0
4741;Total male and female;Total;San Marinese;2009;1.0
4742;Total male and female;Total;San Marinese;2010;1.0
4743;Total male and female;Total;San Marinese;2011;1.0
4744;Total male and female;Total;San Marinese;2012;1.0
4745;Total male and female;Total;San Marinese;2013;1.0
4746;Total male and female;Total;San Marinese;2014;1.0
4747;Total male and female;Total;San Marinese;2015;2.0
4748;Total male and female;Total;San Marinese;2016;1.0
4749;Total male and female;Total;San Marinese;2017;1.0
4750;Total male and female;Total;San Marinese;2018;1.0
4751;Total male and female;Total;San Marinese;2019;2.0
4752;Total male and female;Total;San Marinese;2020;2.0
4753;Total male and female;Total;San Marinese;2021;2.0
4754;Total male and female;Total;San Marinese;2022;2.0
4755;Total male and female;Total;San Marinese;2023;2.0
4756;Total male and female;Total;Citizen of Sao Tomé and Principe;1995;4.0
4757;Total male and female;Total;Citizen of Sao Tomé and Principe;1996;4.0
4758;Total male and female;Total;Citizen of Sao Tomé and Principe;1997;7.0
4759;Total male and female;Total;Citizen of Sao Tomé and Principe;1998;4.0
4760;Total male and female;Total;Citizen of Sao Tomé and Principe;1999;6.0
4761;Total male and female;Total;Citizen of Sao Tomé and Principe;2000;5.0
4762;Total male and female;Total;Citizen of Sao Tomé and Principe;2001;4.0
4763;Total male and female;Total;Citizen of Sao Tomé and Principe;2002;3.0
4764;Total male and female;Total;Citizen of Sao Tomé and Principe;2003;3.0
4765;Total male and female;Total;Citizen of Sao Tomé and Principe;2004;2.0
4766;Total male and female;Total;Citizen of Sao Tomé and Principe;2005;3.0
4767;Total male and female;Total;Citizen of Sao Tomé and Principe;2006;3.0
4768;Total male and female;Total;Citizen of Sao Tomé and Principe;2007;3.0
4769;Total male and female;Total;Citizen of Sao Tomé and Principe;2008;5.0
4770;Total male and female;Total;Citizen of Sao Tomé and Principe;2009;6.0
4771;Total male and female;Total;Citizen of Sao Tomé and Principe;2010;7.0
4772;Total male and female;Total;Citizen of Sao Tomé and Principe;2011;7.0
4773;Total male and female;Total;Citizen of Sao Tomé and Principe;2012;7.0
4774;Total male and female;Total;Citizen of Sao Tomé and Principe;2013;6.0
4775;Total male and female;Total;Citizen of Sao Tomé and Principe;2014;8.0
4776;Total male and female;Total;Citizen of Sao Tomé and Principe;2015;9.0
4777;Total male and female;Total;Citizen of Sao Tomé and Principe;2016;6.0
4778;Total male and female;Total;Citizen of Sao Tomé and Principe;2017;6.0
4779;Total male and female;Total;Citizen of Sao Tomé and Principe;2018;7.0
4780;Total male and female;Total;Citizen of Sao Tomé and Principe;2019;7.0
4781;Total male and female;Total;Citizen of Sao Tomé and Principe;2020;7.0
4782;Total male and female;Total;Citizen of Sao Tomé and Principe;2021;6.0
4783;Total male and female;Total;Citizen of Sao Tomé and Principe;2022;6.0
4784;Total male and female;Total;Citizen of Sao Tomé and Principe;2023;8.0
4785;Total male and female;Total;Saudi Arabian;1995;37.0
4786;Total male and female;Total;Saudi Arabian;1996;53.0
4787;Total male and female;Total;Saudi Arabian;1997;75.0
4788;Total male and female;Total;Saudi Arabian;1998;54.0
4789;Total male and female;Total;Saudi Arabian;1999;41.0
4790;Total male and female;Total;Saudi Arabian;2000;35.0
4791;Total male and female;Total;Saudi Arabian;2001;46.0
4792;Total male and female;Total;Saudi Arabian;2002;64.0
4793;Total male and female;Total;Saudi Arabian;2003;79.0
4794;Total male and female;Total;Saudi Arabian;2004;80.0
4795;Total male and female;Total;Saudi Arabian;2005;106.0
4796;Total male and female;Total;Saudi Arabian;2006;93.0
4797;Total male and female;Total;Saudi Arabian;2007;102.0
4798;Total male and female;Total;Saudi Arabian;2008;185.0
4799;Total male and female;Total;Saudi Arabian;2009;239.0
4800;Total male and female;Total;Saudi Arabian;2010;376.0
4801;Total male and female;Total;Saudi Arabian;2011;547.0
4802;Total male and female;Total;Saudi Arabian;2012;554.0
4803;Total male and female;Total;Saudi Arabian;2013;549.0
4804;Total male and female;Total;Saudi Arabian;2014;579.0
4805;Total male and female;Total;Saudi Arabian;2015;572.0
4806;Total male and female;Total;Saudi Arabian;2016;596.0
4807;Total male and female;Total;Saudi Arabian;2017;669.0
4808;Total male and female;Total;Saudi Arabian;2018;669.0
4809;Total male and female;Total;Saudi Arabian;2019;617.0
4810;Total male and female;Total;Saudi Arabian;2020;657.0
4811;Total male and female;Total;Saudi Arabian;2021;565.0
4812;Total male and female;Total;Saudi Arabian;2022;554.0
4813;Total male and female;Total;Saudi Arabian;2023;612.0
4814;Total male and female;Total;Senegalese;1995;152.0
4815;Total male and female;Total;Senegalese;1996;144.0
4816;Total male and female;Total;Senegalese;1997;143.0
4817;Total male and female;Total;Senegalese;1998;165.0
4818;Total male and female;Total;Senegalese;1999;173.0
4819;Total male and female;Total;Senegalese;2000;167.0
4820;Total male and female;Total;Senegalese;2001;178.0
4821;Total male and female;Total;Senegalese;2002;192.0
4822;Total male and female;Total;Senegalese;2003;202.0
4823;Total male and female;Total;Senegalese;2004;237.0
4824;Total male and female;Total;Senegalese;2005;285.0
4825;Total male and female;Total;Senegalese;2006;295.0
4826;Total male and female;Total;Senegalese;2007;282.0
4827;Total male and female;Total;Senegalese;2008;278.0
4828;Total male and female;Total;Senegalese;2009;256.0
4829;Total male and female;Total;Senegalese;2010;251.0
4830;Total male and female;Total;Senegalese;2011;234.0
4831;Total male and female;Total;Senegalese;2012;220.0
4832;Total male and female;Total;Senegalese;2013;200.0
4833;Total male and female;Total;Senegalese;2014;218.0
4834;Total male and female;Total;Senegalese;2015;215.0
4835;Total male and female;Total;Senegalese;2016;221.0
4836;Total male and female;Total;Senegalese;2017;230.0
4837;Total male and female;Total;Senegalese;2018;229.0
4838;Total male and female;Total;Senegalese;2019;262.0
4839;Total male and female;Total;Senegalese;2020;299.0
4840;Total male and female;Total;Senegalese;2021;303.0
4841;Total male and female;Total;Senegalese;2022;315.0
4842;Total male and female;Total;Senegalese;2023;354.0
4843;Total male and female;Total;Citizen of Serbia;1995;
4844;Total male and female;Total;Citizen of Serbia;1996;
4845;Total male and female;Total;Citizen of Serbia;1997;
4846;Total male and female;Total;Citizen of Serbia;1998;
4847;Total male and female;Total;Citizen of Serbia;1999;
4848;Total male and female;Total;Citizen of Serbia;2000;
4849;Total male and female;Total;Citizen of Serbia;2001;
4850;Total male and female;Total;Citizen of Serbia;2002;
4851;Total male and female;Total;Citizen of Serbia;2003;
4852;Total male and female;Total;Citizen of Serbia;2004;
4853;Total male and female;Total;Citizen of Serbia;2005;
4854;Total male and female;Total;Citizen of Serbia;2006;
4855;Total male and female;Total;Citizen of Serbia;2007;0.0
4856;Total male and female;Total;Citizen of Serbia;2008;122.0
4857;Total male and female;Total;Citizen of Serbia;2009;272.0
4858;Total male and female;Total;Citizen of Serbia;2010;785.0
4859;Total male and female;Total;Citizen of Serbia;2011;1214.0
4860;Total male and female;Total;Citizen of Serbia;2012;1673.0
4861;Total male and female;Total;Citizen of Serbia;2013;2116.0
4862;Total male and female;Total;Citizen of Serbia;2014;2170.0
4863;Total male and female;Total;Citizen of Serbia;2015;2232.0
4864;Total male and female;Total;Citizen of Serbia;2016;2333.0
4865;Total male and female;Total;Citizen of Serbia;2017;2492.0
4866;Total male and female;Total;Citizen of Serbia;2018;2621.0
4867;Total male and female;Total;Citizen of Serbia;2019;2796.0
4868;Total male and female;Total;Citizen of Serbia;2020;3084.0
4869;Total male and female;Total;Citizen of Serbia;2021;3139.0
4870;Total male and female;Total;Citizen of Serbia;2022;3268.0
4871;Total male and female;Total;Citizen of Serbia;2023;3329.0
4872;Total male and female;Total;Citizen of Serbia and Montenegro;1995;
4873;Total male and female;Total;Citizen of Serbia and Montenegro;1996;
4874;Total male and female;Total;Citizen of Serbia and Montenegro;1997;
4875;Total male and female;Total;Citizen of Serbia and Montenegro;1998;
4876;Total male and female;Total;Citizen of Serbia and Montenegro;1999;
4877;Total male and female;Total;Citizen of Serbia and Montenegro;2000;
4878;Total male and female;Total;Citizen of Serbia and Montenegro;2001;
4879;Total male and female;Total;Citizen of Serbia and Montenegro;2002;
4880;Total male and female;Total;Citizen of Serbia and Montenegro;2003;
4881;Total male and female;Total;Citizen of Serbia and Montenegro;2004;1.0
4882;Total male and female;Total;Citizen of Serbia and Montenegro;2005;104.0
4883;Total male and female;Total;Citizen of Serbia and Montenegro;2006;215.0
4884;Total male and female;Total;Citizen of Serbia and Montenegro;2007;413.0
4885;Total male and female;Total;Citizen of Serbia and Montenegro;2008;393.0
4886;Total male and female;Total;Citizen of Serbia and Montenegro;2009;362.0
4887;Total male and female;Total;Citizen of Serbia and Montenegro;2010;483.0
4888;Total male and female;Total;Citizen of Serbia and Montenegro;2011;257.0
4889;Total male and female;Total;Citizen of Serbia and Montenegro;2012;141.0
4890;Total male and female;Total;Citizen of Serbia and Montenegro;2013;96.0
4891;Total male and female;Total;Citizen of Serbia and Montenegro;2014;90.0
4892;Total male and female;Total;Citizen of Serbia and Montenegro;2015;56.0
4893;Total male and female;Total;Citizen of Serbia and Montenegro;2016;44.0
4894;Total male and female;Total;Citizen of Serbia and Montenegro;2017;38.0
