ID;PeriodeVanBouwvergunningVerlening;RegioS;Perioden;NogGereedTeKomenNieuwbouwwoningen_1;NogGereedTeKomenNieuwbouwwooneenheid_2;NogGereedTeKomenRecreatiewoningen_3
113;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2005 2e kwartaal;30489.0;373.0;2579.0
114;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2005 3e kwartaal;31754.0;373.0;2603.0
115;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2005 4e kwartaal;33700.0;464.0;2286.0
116;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2006 1e kwartaal;34994.0;438.0;2262.0
117;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2006 2e kwartaal;35716.0;433.0;2284.0
118;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2006 3e kwartaal;36722.0;482.0;2280.0
119;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2006 4e kwartaal;34705.0;438.0;2307.0
120;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2007 1e kwartaal;36788.0;424.0;2318.0
121;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2007 2e kwartaal;37128.0;424.0;2324.0
122;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2007 3e kwartaal;38802.0;520.0;2376.0
123;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2007 4e kwartaal;38088.0;518.0;2485.0
124;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2008 1e kwartaal;39325.0;488.0;2637.0
125;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2008 2e kwartaal;40024.0;447.0;2697.0
126;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2008 3e kwartaal;41566.0;337.0;2657.0
127;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2008 4e kwartaal;42194.0;337.0;2576.0
128;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2009 1e kwartaal;42596.0;337.0;2420.0
129;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2009 2e kwartaal;43640.0;331.0;2441.0
130;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2009 3e kwartaal;43506.0;331.0;2498.0
131;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2009 4e kwartaal;39667.0;331.0;2703.0
132;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2010 1e kwartaal;40185.0;331.0;2933.0
133;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2010 2e kwartaal;40304.0;331.0;2946.0
134;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2010 3e kwartaal;41156.0;331.0;2924.0
135;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2010 4e kwartaal;38145.0;435.0;2704.0
136;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2011 1e kwartaal;38918.0;682.0;2709.0
137;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2011 2e kwartaal;39467.0;523.0;2709.0
138;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2011 3e kwartaal;40083.0;523.0;2702.0
139;Totaal alle perioden bouwvergunning;Zuid-Nederland (LD);2011 4e kwartaal;36955.0;523.0;2481.0
140;Totaal alle perioden bouwvergunning;Groningen (PV);2005 1e kwartaal;3135.0;3.0;132.0
141;Totaal alle perioden bouwvergunning;Groningen (PV);2005 2e kwartaal;3450.0;3.0;130.0
142;Totaal alle perioden bouwvergunning;Groningen (PV);2005 3e kwartaal;3545.0;3.0;146.0
143;Totaal alle perioden bouwvergunning;Groningen (PV);2005 4e kwartaal;3932.0;3.0;146.0
144;Totaal alle perioden bouwvergunning;Groningen (PV);2006 1e kwartaal;4181.0;0.0;130.0
145;Totaal alle perioden bouwvergunning;Groningen (PV);2006 2e kwartaal;4389.0;0.0;129.0
146;Totaal alle perioden bouwvergunning;Groningen (PV);2006 3e kwartaal;5202.0;0.0;129.0
147;Totaal alle perioden bouwvergunning;Groningen (PV);2006 4e kwartaal;4884.0;0.0;159.0
148;Totaal alle perioden bouwvergunning;Groningen (PV);2007 1e kwartaal;5542.0;0.0;161.0
149;Totaal alle perioden bouwvergunning;Groningen (PV);2007 2e kwartaal;5579.0;0.0;164.0
150;Totaal alle perioden bouwvergunning;Groningen (PV);2007 3e kwartaal;5441.0;0.0;181.0
151;Totaal alle perioden bouwvergunning;Groningen (PV);2007 4e kwartaal;5919.0;0.0;189.0
152;Totaal alle perioden bouwvergunning;Groningen (PV);2008 1e kwartaal;5873.0;0.0;190.0
153;Totaal alle perioden bouwvergunning;Groningen (PV);2008 2e kwartaal;5708.0;0.0;188.0
154;Totaal alle perioden bouwvergunning;Groningen (PV);2008 3e kwartaal;5663.0;0.0;174.0
155;Totaal alle perioden bouwvergunning;Groningen (PV);2008 4e kwartaal;5043.0;0.0;183.0
156;Totaal alle perioden bouwvergunning;Groningen (PV);2009 1e kwartaal;4858.0;0.0;171.0
157;Totaal alle perioden bouwvergunning;Groningen (PV);2009 2e kwartaal;4716.0;0.0;172.0
158;Totaal alle perioden bouwvergunning;Groningen (PV);2009 3e kwartaal;4332.0;0.0;180.0
159;Totaal alle perioden bouwvergunning;Groningen (PV);2009 4e kwartaal;3891.0;0.0;180.0
160;Totaal alle perioden bouwvergunning;Groningen (PV);2010 1e kwartaal;4210.0;72.0;184.0
161;Totaal alle perioden bouwvergunning;Groningen (PV);2010 2e kwartaal;4207.0;72.0;184.0
162;Totaal alle perioden bouwvergunning;Groningen (PV);2010 3e kwartaal;4236.0;72.0;181.0
163;Totaal alle perioden bouwvergunning;Groningen (PV);2010 4e kwartaal;3919.0;431.0;178.0
164;Totaal alle perioden bouwvergunning;Groningen (PV);2011 1e kwartaal;4520.0;86.0;178.0
165;Totaal alle perioden bouwvergunning;Groningen (PV);2011 2e kwartaal;4192.0;86.0;179.0
166;Totaal alle perioden bouwvergunning;Groningen (PV);2011 3e kwartaal;4096.0;86.0;179.0
167;Totaal alle perioden bouwvergunning;Groningen (PV);2011 4e kwartaal;4205.0;86.0;180.0
168;Totaal alle perioden bouwvergunning;Friesland (PV);2005 1e kwartaal;4704.0;12.0;1046.0
169;Totaal alle perioden bouwvergunning;Friesland (PV);2005 2e kwartaal;5048.0;12.0;999.0
170;Totaal alle perioden bouwvergunning;Friesland (PV);2005 3e kwartaal;5108.0;12.0;1029.0
171;Totaal alle perioden bouwvergunning;Friesland (PV);2005 4e kwartaal;4845.0;12.0;977.0
172;Totaal alle perioden bouwvergunning;Friesland (PV);2006 1e kwartaal;5300.0;12.0;944.0
173;Totaal alle perioden bouwvergunning;Friesland (PV);2006 2e kwartaal;6033.0;12.0;1069.0
174;Totaal alle perioden bouwvergunning;Friesland (PV);2006 3e kwartaal;6095.0;12.0;1082.0
175;Totaal alle perioden bouwvergunning;Friesland (PV);2006 4e kwartaal;5659.0;12.0;1242.0
176;Totaal alle perioden bouwvergunning;Friesland (PV);2007 1e kwartaal;5898.0;12.0;1266.0
177;Totaal alle perioden bouwvergunning;Friesland (PV);2007 2e kwartaal;5933.0;12.0;1250.0
178;Totaal alle perioden bouwvergunning;Friesland (PV);2007 3e kwartaal;6145.0;12.0;1264.0
179;Totaal alle perioden bouwvergunning;Friesland (PV);2007 4e kwartaal;5288.0;12.0;1126.0
180;Totaal alle perioden bouwvergunning;Friesland (PV);2008 1e kwartaal;5424.0;12.0;992.0
181;Totaal alle perioden bouwvergunning;Friesland (PV);2008 2e kwartaal;5615.0;12.0;1172.0
182;Totaal alle perioden bouwvergunning;Friesland (PV);2008 3e kwartaal;5212.0;12.0;1112.0
183;Totaal alle perioden bouwvergunning;Friesland (PV);2008 4e kwartaal;5086.0;12.0;1079.0
184;Totaal alle perioden bouwvergunning;Friesland (PV);2009 1e kwartaal;5115.0;12.0;1142.0
185;Totaal alle perioden bouwvergunning;Friesland (PV);2009 2e kwartaal;5075.0;12.0;1128.0
186;Totaal alle perioden bouwvergunning;Friesland (PV);2009 3e kwartaal;5257.0;12.0;1177.0
187;Totaal alle perioden bouwvergunning;Friesland (PV);2009 4e kwartaal;4897.0;12.0;1154.0
188;Totaal alle perioden bouwvergunning;Friesland (PV);2010 1e kwartaal;4874.0;12.0;1142.0
189;Totaal alle perioden bouwvergunning;Friesland (PV);2010 2e kwartaal;5075.0;12.0;1171.0
190;Totaal alle perioden bouwvergunning;Friesland (PV);2010 3e kwartaal;5176.0;12.0;1172.0
191;Totaal alle perioden bouwvergunning;Friesland (PV);2010 4e kwartaal;4646.0;12.0;1148.0
192;Totaal alle perioden bouwvergunning;Friesland (PV);2011 1e kwartaal;5035.0;12.0;1152.0
193;Totaal alle perioden bouwvergunning;Friesland (PV);2011 2e kwartaal;5132.0;12.0;1138.0
194;Totaal alle perioden bouwvergunning;Friesland (PV);2011 3e kwartaal;5124.0;12.0;1238.0
195;Totaal alle perioden bouwvergunning;Friesland (PV);2011 4e kwartaal;4884.0;12.0;1203.0
196;Totaal alle perioden bouwvergunning;Drenthe (PV);2005 1e kwartaal;3912.0;122.0;1165.0
197;Totaal alle perioden bouwvergunning;Drenthe (PV);2005 2e kwartaal;4172.0;122.0;1404.0
198;Totaal alle perioden bouwvergunning;Drenthe (PV);2005 3e kwartaal;4799.0;122.0;1496.0
199;Totaal alle perioden bouwvergunning;Drenthe (PV);2005 4e kwartaal;4452.0;122.0;1251.0
200;Totaal alle perioden bouwvergunning;Drenthe (PV);2006 1e kwartaal;4731.0;122.0;1262.0
201;Totaal alle perioden bouwvergunning;Drenthe (PV);2006 2e kwartaal;5472.0;122.0;1238.0
202;Totaal alle perioden bouwvergunning;Drenthe (PV);2006 3e kwartaal;5510.0;122.0;983.0
203;Totaal alle perioden bouwvergunning;Drenthe (PV);2006 4e kwartaal;5291.0;122.0;1078.0
204;Totaal alle perioden bouwvergunning;Drenthe (PV);2007 1e kwartaal;5391.0;122.0;1081.0
205;Totaal alle perioden bouwvergunning;Drenthe (PV);2007 2e kwartaal;5200.0;122.0;926.0
206;Totaal alle perioden bouwvergunning;Drenthe (PV);2007 3e kwartaal;5258.0;122.0;1009.0
207;Totaal alle perioden bouwvergunning;Drenthe (PV);2007 4e kwartaal;4213.0;0.0;1013.0
208;Totaal alle perioden bouwvergunning;Drenthe (PV);2008 1e kwartaal;4766.0;0.0;1054.0
209;Totaal alle perioden bouwvergunning;Drenthe (PV);2008 2e kwartaal;4711.0;0.0;1010.0
210;Totaal alle perioden bouwvergunning;Drenthe (PV);2008 3e kwartaal;4720.0;0.0;1024.0
211;Totaal alle perioden bouwvergunning;Drenthe (PV);2008 4e kwartaal;4368.0;90.0;1006.0
212;Totaal alle perioden bouwvergunning;Drenthe (PV);2009 1e kwartaal;4383.0;90.0;1197.0
213;Totaal alle perioden bouwvergunning;Drenthe (PV);2009 2e kwartaal;4312.0;90.0;1271.0
214;Totaal alle perioden bouwvergunning;Drenthe (PV);2009 3e kwartaal;4647.0;90.0;1327.0
215;Totaal alle perioden bouwvergunning;Drenthe (PV);2009 4e kwartaal;4133.0;90.0;1267.0
216;Totaal alle perioden bouwvergunning;Drenthe (PV);2010 1e kwartaal;4301.0;90.0;1224.0
217;Totaal alle perioden bouwvergunning;Drenthe (PV);2010 2e kwartaal;4526.0;90.0;1176.0
218;Totaal alle perioden bouwvergunning;Drenthe (PV);2010 3e kwartaal;4432.0;90.0;1096.0
219;Totaal alle perioden bouwvergunning;Drenthe (PV);2010 4e kwartaal;4447.0;90.0;1105.0
220;Totaal alle perioden bouwvergunning;Drenthe (PV);2011 1e kwartaal;4617.0;90.0;1172.0
221;Totaal alle perioden bouwvergunning;Drenthe (PV);2011 2e kwartaal;4692.0;90.0;1159.0
222;Totaal alle perioden bouwvergunning;Drenthe (PV);2011 3e kwartaal;4665.0;90.0;1108.0
223;Totaal alle perioden bouwvergunning;Drenthe (PV);2011 4e kwartaal;5063.0;90.0;1117.0
224;Totaal alle perioden bouwvergunning;Overijssel (PV);2005 1e kwartaal;8603.0;22.0;1620.0
225;Totaal alle perioden bouwvergunning;Overijssel (PV);2005 2e kwartaal;9132.0;22.0;1591.0
226;Totaal alle perioden bouwvergunning;Overijssel (PV);2005 3e kwartaal;9595.0;22.0;1639.0
227;Totaal alle perioden bouwvergunning;Overijssel (PV);2005 4e kwartaal;10244.0;22.0;1658.0
228;Totaal alle perioden bouwvergunning;Overijssel (PV);2006 1e kwartaal;11653.0;22.0;1707.0
229;Totaal alle perioden bouwvergunning;Overijssel (PV);2006 2e kwartaal;13346.0;22.0;1717.0
230;Totaal alle perioden bouwvergunning;Overijssel (PV);2006 3e kwartaal;13799.0;22.0;1735.0
231;Totaal alle perioden bouwvergunning;Overijssel (PV);2006 4e kwartaal;12648.0;22.0;1640.0
232;Totaal alle perioden bouwvergunning;Overijssel (PV);2007 1e kwartaal;13408.0;13.0;1650.0
233;Totaal alle perioden bouwvergunning;Overijssel (PV);2007 2e kwartaal;13370.0;13.0;1581.0
234;Totaal alle perioden bouwvergunning;Overijssel (PV);2007 3e kwartaal;13323.0;13.0;1579.0
235;Totaal alle perioden bouwvergunning;Overijssel (PV);2007 4e kwartaal;12060.0;13.0;1506.0
236;Totaal alle perioden bouwvergunning;Overijssel (PV);2008 1e kwartaal;11796.0;13.0;1428.0
237;Totaal alle perioden bouwvergunning;Overijssel (PV);2008 2e kwartaal;11422.0;13.0;1123.0
238;Totaal alle perioden bouwvergunning;Overijssel (PV);2008 3e kwartaal;11985.0;13.0;1122.0
239;Totaal alle perioden bouwvergunning;Overijssel (PV);2008 4e kwartaal;10728.0;13.0;1103.0
240;Totaal alle perioden bouwvergunning;Overijssel (PV);2009 1e kwartaal;10863.0;13.0;1162.0
241;Totaal alle perioden bouwvergunning;Overijssel (PV);2009 2e kwartaal;10840.0;13.0;1162.0
242;Totaal alle perioden bouwvergunning;Overijssel (PV);2009 3e kwartaal;10719.0;13.0;1151.0
243;Totaal alle perioden bouwvergunning;Overijssel (PV);2009 4e kwartaal;9970.0;13.0;1166.0
244;Totaal alle perioden bouwvergunning;Overijssel (PV);2010 1e kwartaal;9911.0;13.0;1181.0
245;Totaal alle perioden bouwvergunning;Overijssel (PV);2010 2e kwartaal;10136.0;13.0;1214.0
246;Totaal alle perioden bouwvergunning;Overijssel (PV);2010 3e kwartaal;11089.0;29.0;1208.0
247;Totaal alle perioden bouwvergunning;Overijssel (PV);2010 4e kwartaal;10660.0;29.0;1547.0
248;Totaal alle perioden bouwvergunning;Overijssel (PV);2011 1e kwartaal;11157.0;29.0;1558.0
249;Totaal alle perioden bouwvergunning;Overijssel (PV);2011 2e kwartaal;10279.0;29.0;1575.0
250;Totaal alle perioden bouwvergunning;Overijssel (PV);2011 3e kwartaal;9917.0;37.0;1561.0
251;Totaal alle perioden bouwvergunning;Overijssel (PV);2011 4e kwartaal;8917.0;37.0;1540.0
252;Totaal alle perioden bouwvergunning;Flevoland (PV);2005 1e kwartaal;4476.0;0.0;407.0
253;Totaal alle perioden bouwvergunning;Flevoland (PV);2005 2e kwartaal;4637.0;0.0;410.0
254;Totaal alle perioden bouwvergunning;Flevoland (PV);2005 3e kwartaal;5045.0;0.0;413.0
255;Totaal alle perioden bouwvergunning;Flevoland (PV);2005 4e kwartaal;4402.0;0.0;435.0
256;Totaal alle perioden bouwvergunning;Flevoland (PV);2006 1e kwartaal;4625.0;0.0;441.0
