ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
756;Hoogeveen;Eenpersoonshuishoudens;5.8;5.6;11.0;9.0
757;Hoogeveen;Paar zonder kinderen;6.7;6.6;4.0;4.0
758;Hoogeveen;Paar met kinderen;7.1;6.8;7.0;4.0
759;Hoogeveen;Eenoudergezin;1.1;1.1;26.0;28.0
760;Meppel;Totaal particulier huishouden;12.6;12.2;7.0;7.0
761;Meppel;Eenpersoonshuishoudens;3.9;3.7;11.0;12.0
762;Meppel;Paar zonder kinderen;3.9;3.9;3.0;4.0
763;Meppel;Paar met kinderen;3.8;3.7;5.0;2.0
764;Meppel;Eenoudergezin;0.7;0.6;28.0;28.0
765;Littenseradiel;Totaal particulier huishouden;4.0;3.9;7.0;6.0
766;Littenseradiel;Eenpersoonshuishoudens;0.9;0.9;8.0;8.0
767;Littenseradiel;Paar zonder kinderen;1.3;1.2;;
768;Littenseradiel;Paar met kinderen;1.6;1.6;6.0;5.0
769;Littenseradiel;Eenoudergezin;0.2;0.2;;
770;Almelo;Totaal particulier huishouden;28.9;28.1;11.0;10.0
771;Almelo;Eenpersoonshuishoudens;8.3;8.1;16.0;15.0
772;Almelo;Paar zonder kinderen;9.0;8.7;6.0;6.0
773;Almelo;Paar met kinderen;8.9;8.6;9.0;5.0
774;Almelo;Eenoudergezin;1.8;1.7;32.0;31.0
775;Bathmen;Totaal particulier huishouden;2.1;2.0;4.0;
776;Bathmen;Eenpersoonshuishoudens;0.4;0.4;;
777;Bathmen;Paar zonder kinderen;0.8;0.8;;
778;Bathmen;Paar met kinderen;0.8;0.7;;
779;Bathmen;Eenoudergezin;;;;
780;Borne;Totaal particulier huishouden;8.1;7.9;6.0;5.0
781;Borne;Eenpersoonshuishoudens;1.9;1.9;9.0;9.0
782;Borne;Paar zonder kinderen;2.7;2.6;3.0;3.0
783;Borne;Paar met kinderen;2.9;2.8;4.0;
784;Borne;Eenoudergezin;0.4;0.3;29.0;24.0
785;Dalfsen;Totaal particulier huishouden;9.4;9.2;6.0;6.0
786;Dalfsen;Eenpersoonshuishoudens;1.9;1.8;10.0;11.0
787;Dalfsen;Paar zonder kinderen;3.0;2.9;4.0;5.0
788;Dalfsen;Paar met kinderen;3.9;3.8;5.0;4.0
789;Dalfsen;Eenoudergezin;0.4;0.3;;
790;Denekamp;Totaal particulier huishouden;9.2;8.9;5.0;4.0
791;Denekamp;Eenpersoonshuishoudens;1.8;1.7;11.0;9.0
792;Denekamp;Paar zonder kinderen;2.7;2.6;3.0;4.0
793;Denekamp;Paar met kinderen;3.9;3.8;3.0;2.0
794;Denekamp;Eenoudergezin;0.4;0.4;;
795;Deventer;Totaal particulier huishouden;36.1;34.8;10.0;8.0
796;Deventer;Eenpersoonshuishoudens;11.8;11.2;13.0;12.0
797;Deventer;Paar zonder kinderen;11.1;10.8;4.0;5.0
798;Deventer;Paar met kinderen;10.0;9.8;8.0;4.0
799;Deventer;Eenoudergezin;1.9;1.9;28.0;27.0
800;Enschede;Totaal particulier huishouden;62.9;60.0;13.0;12.0
801;Enschede;Eenpersoonshuishoudens;21.1;20.0;18.0;17.0
802;Enschede;Paar zonder kinderen;19.3;18.5;7.0;7.0
803;Enschede;Paar met kinderen;16.6;15.9;10.0;6.0
804;Enschede;Eenoudergezin;3.8;3.6;34.0;33.0
805;Haaksbergen;Totaal particulier huishouden;9.1;8.9;7.0;6.0
806;Haaksbergen;Eenpersoonshuishoudens;1.9;1.9;14.0;11.0
807;Haaksbergen;Paar zonder kinderen;3.0;3.0;3.0;4.0
808;Haaksbergen;Paar met kinderen;3.4;3.3;6.0;3.0
809;Haaksbergen;Eenoudergezin;0.4;0.4;;
810;Hardenberg;Totaal particulier huishouden;20.7;20.1;6.0;5.0
811;Hardenberg;Eenpersoonshuishoudens;4.5;4.3;10.0;9.0
812;Hardenberg;Paar zonder kinderen;6.3;6.1;3.0;4.0
813;Hardenberg;Paar met kinderen;8.2;8.0;6.0;3.0
814;Hardenberg;Eenoudergezin;0.9;0.9;14.0;14.0
815;Hellendoorn;Totaal particulier huishouden;13.4;13.1;5.0;4.0
816;Hellendoorn;Eenpersoonshuishoudens;2.9;2.9;9.0;8.0
817;Hellendoorn;Paar zonder kinderen;4.3;4.2;3.0;4.0
818;Hellendoorn;Paar met kinderen;5.2;5.1;3.0;2.0
819;Hellendoorn;Eenoudergezin;0.5;0.5;15.0;16.0
820;Hengelo;Totaal particulier huishouden;34.5;33.2;8.0;7.0
821;Hengelo;Eenpersoonshuishoudens;11.2;10.6;11.0;10.0
822;Hengelo;Paar zonder kinderen;10.8;10.6;3.0;4.0
823;Hengelo;Paar met kinderen;9.8;9.5;6.0;3.0
824;Hengelo;Eenoudergezin;1.7;1.6;23.0;23.0
825;Kampen;Totaal particulier huishouden;18.2;17.6;8.0;7.0
826;Kampen;Eenpersoonshuishoudens;5.0;4.7;13.0;12.0
827;Kampen;Paar zonder kinderen;5.3;5.2;5.0;6.0
828;Kampen;Paar met kinderen;6.8;6.6;5.0;3.0
829;Kampen;Eenoudergezin;0.7;0.7;22.0;21.0
830;Losser;Totaal particulier huishouden;8.4;8.1;7.0;7.0
831;Losser;Eenpersoonshuishoudens;1.8;1.7;14.0;14.0
832;Losser;Paar zonder kinderen;2.7;2.6;3.0;4.0
833;Losser;Paar met kinderen;3.1;3.0;5.0;3.0
834;Losser;Eenoudergezin;0.4;0.4;29.0;30.0
835;Noordoostpolder;Totaal particulier huishouden;17.0;16.3;9.0;8.0
836;Noordoostpolder;Eenpersoonshuishoudens;4.3;4.1;10.0;10.0
837;Noordoostpolder;Paar zonder kinderen;5.4;5.3;5.0;6.0
838;Noordoostpolder;Paar met kinderen;6.1;5.8;8.0;5.0
839;Noordoostpolder;Eenoudergezin;0.8;0.7;34.0;32.0
840;Oldenzaal;Totaal particulier huishouden;12.5;12.2;7.0;6.0
841;Oldenzaal;Eenpersoonshuishoudens;3.3;3.2;10.0;10.0
842;Oldenzaal;Paar zonder kinderen;4.1;4.0;4.0;4.0
843;Oldenzaal;Paar met kinderen;4.2;4.1;5.0;3.0
844;Oldenzaal;Eenoudergezin;0.6;0.5;22.0;21.0
845;Olst;Totaal particulier huishouden;6.4;6.2;7.0;6.0
846;Olst;Eenpersoonshuishoudens;1.4;1.4;15.0;12.0
847;Olst;Paar zonder kinderen;2.0;2.0;;4.0
848;Olst;Paar met kinderen;2.5;2.4;4.0;
849;Olst;Eenoudergezin;0.3;0.3;;
850;Ommen;Totaal particulier huishouden;6.2;6.1;7.0;7.0
851;Ommen;Eenpersoonshuishoudens;1.5;1.4;9.0;10.0
852;Ommen;Paar zonder kinderen;1.9;1.9;5.0;5.0
853;Ommen;Paar met kinderen;2.4;2.3;7.0;5.0
854;Ommen;Eenoudergezin;0.2;0.2;;
855;Raalte;Totaal particulier huishouden;13.4;13.1;6.0;7.0
856;Raalte;Eenpersoonshuishoudens;3.0;2.9;12.0;12.0
857;Raalte;Paar zonder kinderen;4.1;4.1;4.0;5.0
858;Raalte;Paar met kinderen;5.3;5.2;5.0;4.0
859;Raalte;Eenoudergezin;0.6;0.5;15.0;18.0
860;Rijssen;Totaal particulier huishouden;12.3;11.9;5.0;4.0
861;Rijssen;Eenpersoonshuishoudens;2.5;2.5;6.0;6.0
862;Rijssen;Paar zonder kinderen;3.6;3.5;3.0;4.0
863;Rijssen;Paar met kinderen;5.2;5.1;5.0;2.0
864;Rijssen;Eenoudergezin;0.5;0.5;15.0;
865;Staphorst;Totaal particulier huishouden;4.8;4.7;7.0;6.0
866;Staphorst;Eenpersoonshuishoudens;0.8;0.8;;
867;Staphorst;Paar zonder kinderen;1.2;1.2;6.0;6.0
868;Staphorst;Paar met kinderen;2.4;2.3;6.0;
869;Staphorst;Eenoudergezin;0.2;0.2;;
870;Steenwijk;Totaal particulier huishouden;17.0;16.6;8.0;8.0
871;Steenwijk;Eenpersoonshuishoudens;4.8;4.6;13.0;14.0
872;Steenwijk;Paar zonder kinderen;5.5;5.5;5.0;6.0
873;Steenwijk;Paar met kinderen;5.5;5.4;7.0;5.0
874;Steenwijk;Eenoudergezin;0.8;0.7;22.0;22.0
875;Tubbergen;Totaal particulier huishouden;6.7;6.6;5.0;5.0
876;Tubbergen;Eenpersoonshuishoudens;1.2;1.1;10.0;11.0
877;Tubbergen;Paar zonder kinderen;1.7;1.7;;
878;Tubbergen;Paar met kinderen;2.9;2.9;5.0;3.0
879;Tubbergen;Eenoudergezin;0.3;0.3;;
880;Urk;Totaal particulier huishouden;4.5;4.3;9.0;8.0
881;Urk;Eenpersoonshuishoudens;0.8;0.8;14.0;15.0
882;Urk;Paar zonder kinderen;0.7;0.7;;
883;Urk;Paar met kinderen;2.6;2.5;6.0;3.0
884;Urk;Eenoudergezin;0.2;0.2;;
885;Vriezenveen;Totaal particulier huishouden;11.7;11.3;7.0;6.0
886;Vriezenveen;Eenpersoonshuishoudens;2.2;2.1;14.0;13.0
887;Vriezenveen;Paar zonder kinderen;3.4;3.3;4.0;4.0
888;Vriezenveen;Paar met kinderen;5.1;4.9;6.0;3.0
889;Vriezenveen;Eenoudergezin;0.6;0.5;;
890;Wierden;Totaal particulier huishouden;8.2;8.0;6.0;5.0
891;Wierden;Eenpersoonshuishoudens;1.5;1.4;7.0;8.0
892;Wierden;Paar zonder kinderen;2.5;2.5;4.0;4.0
893;Wierden;Paar met kinderen;3.5;3.4;6.0;4.0
894;Wierden;Eenoudergezin;0.4;0.3;20.0;
895;Zwolle;Totaal particulier huishouden;45.7;44.1;9.0;9.0
896;Zwolle;Eenpersoonshuishoudens;15.6;15.0;14.0;13.0
897;Zwolle;Paar zonder kinderen;13.8;13.4;4.0;4.0
898;Zwolle;Paar met kinderen;12.5;12.2;6.0;4.0
899;Zwolle;Eenoudergezin;2.6;2.4;29.0;29.0
900;Rijnwaarden;Totaal particulier huishouden;4.3;4.1;6.0;6.0
901;Rijnwaarden;Eenpersoonshuishoudens;0.8;0.8;13.0;14.0
902;Rijnwaarden;Paar zonder kinderen;1.5;1.4;;
903;Rijnwaarden;Paar met kinderen;1.6;1.6;4.0;
904;Rijnwaarden;Eenoudergezin;0.2;0.2;;
905;Aalten;Totaal particulier huishouden;7.2;7.0;6.0;5.0
906;Aalten;Eenpersoonshuishoudens;1.9;1.9;6.0;7.0
907;Aalten;Paar zonder kinderen;2.2;2.1;4.0;4.0
908;Aalten;Paar met kinderen;2.5;2.4;5.0;
909;Aalten;Eenoudergezin;0.3;0.3;;
910;Angerlo;Totaal particulier huishouden;1.9;1.8;;
911;Angerlo;Eenpersoonshuishoudens;0.3;0.3;;
912;Angerlo;Paar zonder kinderen;0.6;0.6;;
913;Angerlo;Paar met kinderen;0.8;0.8;;
914;Angerlo;Eenoudergezin;0.1;0.1;;
915;Apeldoorn;Totaal particulier huishouden;63.8;61.8;7.0;6.0
916;Apeldoorn;Eenpersoonshuishoudens;19.6;18.8;10.0;10.0
917;Apeldoorn;Paar zonder kinderen;20.0;19.6;3.0;4.0
918;Apeldoorn;Paar met kinderen;19.0;18.5;5.0;3.0
919;Apeldoorn;Eenoudergezin;3.3;3.1;23.0;23.0
920;Arnhem;Totaal particulier huishouden;64.1;60.8;13.0;12.0
921;Arnhem;Eenpersoonshuishoudens;26.1;24.6;17.0;17.0
922;Arnhem;Paar zonder kinderen;17.4;16.7;6.0;6.0
923;Arnhem;Paar met kinderen;13.9;13.3;9.0;6.0
924;Arnhem;Eenoudergezin;4.5;4.3;33.0;33.0
925;Barneveld;Totaal particulier huishouden;16.7;16.1;6.0;5.0
926;Barneveld;Eenpersoonshuishoudens;3.8;3.7;9.0;9.0
927;Barneveld;Paar zonder kinderen;4.5;4.4;3.0;3.0
928;Barneveld;Paar met kinderen;6.9;6.7;5.0;3.0
929;Barneveld;Eenoudergezin;0.8;0.7;17.0;14.0
930;Bemmel;Totaal particulier huishouden;16.0;15.7;6.0;5.0
931;Bemmel;Eenpersoonshuishoudens;3.3;3.2;9.0;10.0
932;Bemmel;Paar zonder kinderen;5.2;5.1;3.0;3.0
933;Bemmel;Paar met kinderen;6.2;6.1;5.0;3.0
934;Bemmel;Eenoudergezin;0.9;0.8;19.0;18.0
935;Bergh;Totaal particulier huishouden;7.2;6.8;7.0;7.0
936;Bergh;Eenpersoonshuishoudens;1.6;1.5;14.0;14.0
937;Bergh;Paar zonder kinderen;2.4;2.3;5.0;5.0
938;Bergh;Paar met kinderen;2.4;2.3;5.0;
939;Bergh;Eenoudergezin;0.4;0.3;;
940;Beuningen;Totaal particulier huishouden;9.6;9.3;6.0;6.0
941;Beuningen;Eenpersoonshuishoudens;2.1;2.0;12.0;14.0
942;Beuningen;Paar zonder kinderen;3.0;2.9;3.0;3.0
943;Beuningen;Paar met kinderen;3.9;3.8;3.0;3.0
944;Beuningen;Eenoudergezin;0.4;0.4;;
945;Borculo;Totaal particulier huishouden;4.0;3.9;6.0;6.0
946;Borculo;Eenpersoonshuishoudens;0.9;0.9;;9.0
947;Borculo;Paar zonder kinderen;1.4;1.4;;
948;Borculo;Paar met kinderen;1.4;1.4;7.0;
949;Borculo;Eenoudergezin;0.1;0.1;;
950;Brummen;Totaal particulier huishouden;8.4;8.1;6.0;5.0
951;Brummen;Eenpersoonshuishoudens;1.9;1.8;11.0;11.0
952;Brummen;Paar zonder kinderen;3.0;2.9;3.0;3.0
953;Brummen;Paar met kinderen;2.9;2.7;3.0;
954;Brummen;Eenoudergezin;0.4;0.3;27.0;23.0
955;Buren;Totaal particulier huishouden;9.6;9.3;5.0;5.0
956;Buren;Eenpersoonshuishoudens;2.0;1.9;8.0;9.0
957;Buren;Paar zonder kinderen;3.2;3.1;2.0;3.0
958;Buren;Paar met kinderen;3.8;3.7;5.0;3.0
959;Buren;Eenoudergezin;0.4;0.3;;
960;Culemborg;Totaal particulier huishouden;10.3;10.0;6.0;6.0
961;Culemborg;Eenpersoonshuishoudens;2.8;2.8;9.0;9.0
962;Culemborg;Paar zonder kinderen;2.9;2.8;3.0;3.0
963;Culemborg;Paar met kinderen;3.6;3.5;5.0;4.0
964;Culemborg;Eenoudergezin;0.6;0.5;16.0;
965;Didam;Totaal particulier huishouden;6.2;6.1;6.0;5.0
966;Didam;Eenpersoonshuishoudens;1.2;1.1;13.0;11.0
967;Didam;Paar zonder kinderen;2.0;1.9;;
968;Didam;Paar met kinderen;2.5;2.4;3.0;
969;Didam;Eenoudergezin;0.3;0.3;;21.0
970;Dinxperlo;Totaal particulier huishouden;3.4;3.1;8.0;8.0
971;Dinxperlo;Eenpersoonshuishoudens;0.8;0.8;12.0;15.0
972;Dinxperlo;Paar zonder kinderen;1.1;1.1;;
973;Dinxperlo;Paar met kinderen;1.2;1.1;;
974;Dinxperlo;Eenoudergezin;0.2;0.1;;
975;Doesburg;Totaal particulier huishouden;4.7;4.5;8.0;8.0
976;Doesburg;Eenpersoonshuishoudens;1.2;1.2;13.0;13.0
977;Doesburg;Paar zonder kinderen;1.5;1.4;;
978;Doesburg;Paar met kinderen;1.6;1.5;6.0;
979;Doesburg;Eenoudergezin;0.2;0.2;31.0;31.0
980;Doetinchem;Totaal particulier huishouden;20.2;19.4;8.0;8.0
981;Doetinchem;Eenpersoonshuishoudens;5.8;5.6;13.0;13.0
982;Doetinchem;Paar zonder kinderen;6.5;6.3;4.0;4.0
983;Doetinchem;Paar met kinderen;6.1;6.0;5.0;3.0
984;Doetinchem;Eenoudergezin;1.1;1.0;32.0;32.0
985;Druten;Totaal particulier huishouden;6.6;6.3;7.0;6.0
986;Druten;Eenpersoonshuishoudens;1.4;1.3;15.0;12.0
987;Druten;Paar zonder kinderen;2.1;2.0;4.0;4.0
988;Druten;Paar met kinderen;2.6;2.5;6.0;3.0
989;Druten;Eenoudergezin;0.3;0.3;;
990;Duiven;Totaal particulier huishouden;9.8;9.5;5.0;5.0
991;Duiven;Eenpersoonshuishoudens;2.0;1.9;10.0;9.0
992;Duiven;Paar zonder kinderen;3.1;3.0;;3.0
993;Duiven;Paar met kinderen;4.0;4.0;4.0;2.0
994;Duiven;Eenoudergezin;0.5;0.4;22.0;24.0
995;Ede;Totaal particulier huishouden;39.3;38.0;7.0;6.0
996;Ede;Eenpersoonshuishoudens;10.7;10.2;12.0;11.0
997;Ede;Paar zonder kinderen;11.6;11.3;3.0;3.0
998;Ede;Paar met kinderen;13.7;13.3;6.0;3.0
999;Ede;Eenoudergezin;1.9;1.8;22.0;21.0
1000;Eibergen;Totaal particulier huishouden;6.3;6.1;7.0;7.0
1001;Eibergen;Eenpersoonshuishoudens;1.5;1.4;12.0;12.0
1002;Eibergen;Paar zonder kinderen;1.9;1.9;;4.0
1003;Eibergen;Paar met kinderen;2.3;2.2;5.0;3.0
1004;Eibergen;Eenoudergezin;0.3;0.3;;
1005;Elburg;Totaal particulier huishouden;7.7;7.5;5.0;5.0
1006;Elburg;Eenpersoonshuishoudens;1.6;1.5;13.0;14.0
1007;Elburg;Paar zonder kinderen;2.3;2.3;;
1008;Elburg;Paar met kinderen;3.2;3.1;3.0;
1009;Elburg;Eenoudergezin;0.4;0.3;;
1010;Epe;Totaal particulier huishouden;13.1;12.7;6.0;5.0
1011;Epe;Eenpersoonshuishoudens;3.3;3.2;8.0;8.0
1012;Epe;Paar zonder kinderen;4.3;4.3;3.0;4.0
1013;Epe;Paar met kinderen;4.3;4.2;5.0;3.0
1014;Epe;Eenoudergezin;0.6;0.5;20.0;20.0
1015;Ermelo;Totaal particulier huishouden;9.8;9.5;7.0;6.0
1016;Ermelo;Eenpersoonshuishoudens;2.7;2.6;13.0;11.0
1017;Ermelo;Paar zonder kinderen;3.1;3.0;;3.0
1018;Ermelo;Paar met kinderen;3.3;3.2;4.0;3.0
1019;Ermelo;Eenoudergezin;0.5;0.4;;
1020;Geldermalsen;Totaal particulier huishouden;9.5;9.2;5.0;4.0
1021;Geldermalsen;Eenpersoonshuishoudens;2.1;2.0;11.0;8.0
1022;Geldermalsen;Paar zonder kinderen;3.0;2.9;3.0;3.0
1023;Geldermalsen;Paar met kinderen;3.7;3.6;4.0;2.0
1024;Geldermalsen;Eenoudergezin;0.4;0.4;;
1025;Gendringen;Totaal particulier huishouden;8.0;7.7;7.0;7.0
1026;Gendringen;Eenpersoonshuishoudens;1.7;1.7;13.0;13.0
1027;Gendringen;Paar zonder kinderen;2.5;2.4;;3.0
1028;Gendringen;Paar met kinderen;3.0;2.9;6.0;4.0
1029;Gendringen;Eenoudergezin;0.4;0.4;24.0;25.0
1030;Gorssel;Totaal particulier huishouden;5.4;5.3;5.0;5.0
1031;Gorssel;Eenpersoonshuishoudens;1.4;1.3;8.0;9.0
1032;Gorssel;Paar zonder kinderen;2.1;2.0;;3.0
1033;Gorssel;Paar met kinderen;1.6;1.6;6.0;
1034;Gorssel;Eenoudergezin;0.2;0.2;;
1035;Groenlo;Totaal particulier huishouden;3.8;3.7;5.0;5.0
1036;Groenlo;Eenpersoonshuishoudens;1.0;1.0;9.0;9.0
1037;Groenlo;Paar zonder kinderen;1.3;1.2;;
1038;Groenlo;Paar met kinderen;1.2;1.2;;
1039;Groenlo;Eenoudergezin;0.2;0.2;;
1040;Groesbeek;Totaal particulier huishouden;7.2;7.0;6.0;6.0
1041;Groesbeek;Eenpersoonshuishoudens;1.7;1.6;11.0;10.0
1042;Groesbeek;Paar zonder kinderen;2.3;2.3;6.0;6.0
1043;Groesbeek;Paar met kinderen;2.5;2.4;3.0;
1044;Groesbeek;Eenoudergezin;0.4;0.4;;
1045;Harderwijk;Totaal particulier huishouden;15.7;15.2;7.0;6.0
1046;Harderwijk;Eenpersoonshuishoudens;4.3;4.1;10.0;10.0
1047;Harderwijk;Paar zonder kinderen;4.5;4.4;4.0;4.0
1048;Harderwijk;Paar met kinderen;5.4;5.3;5.0;3.0
1049;Harderwijk;Eenoudergezin;0.9;0.8;24.0;24.0
1050;Hattem;Totaal particulier huishouden;4.5;4.4;5.0;5.0
1051;Hattem;Eenpersoonshuishoudens;1.1;1.0;9.0;11.0
1052;Hattem;Paar zonder kinderen;1.7;1.7;;
1053;Hattem;Paar met kinderen;1.6;1.6;;
1054;Hattem;Eenoudergezin;0.1;0.1;;
1055;Heerde;Totaal particulier huishouden;6.9;6.7;4.0;4.0
1056;Heerde;Eenpersoonshuishoudens;1.5;1.5;6.0;6.0
1057;Heerde;Paar zonder kinderen;2.3;2.3;;3.0
1058;Heerde;Paar met kinderen;2.5;2.5;4.0;
1059;Heerde;Eenoudergezin;0.3;0.3;;
1060;Hengelo;Totaal particulier huishouden;3.2;3.1;5.0;5.0
1061;Hengelo;Eenpersoonshuishoudens;0.7;0.6;;
1062;Hengelo;Paar zonder kinderen;1.0;1.0;;
1063;Hengelo;Paar met kinderen;1.3;1.2;;
1064;Hengelo;Eenoudergezin;0.2;0.2;;
1065;Heumen;Totaal particulier huishouden;6.3;6.1;7.0;6.0
1066;Heumen;Eenpersoonshuishoudens;1.3;1.3;14.0;14.0
1067;Heumen;Paar zonder kinderen;2.0;1.9;;4.0
1068;Heumen;Paar met kinderen;2.4;2.4;4.0;
1069;Heumen;Eenoudergezin;0.4;0.3;21.0;
1070;Hummelo en Keppel;Totaal particulier huishouden;1.9;1.8;7.0;5.0
1071;Hummelo en Keppel;Eenpersoonshuishoudens;0.5;0.5;;
1072;Hummelo en Keppel;Paar zonder kinderen;0.6;0.6;;
1073;Hummelo en Keppel;Paar met kinderen;0.6;0.6;;
1074;Hummelo en Keppel;Eenoudergezin;;;;
1075;Kesteren;Totaal particulier huishouden;7.5;7.3;6.0;5.0
1076;Kesteren;Eenpersoonshuishoudens;1.4;1.4;11.0;11.0
1077;Kesteren;Paar zonder kinderen;2.1;2.1;;
1078;Kesteren;Paar met kinderen;3.3;3.2;5.0;2.0
1079;Kesteren;Eenoudergezin;0.3;0.3;;
1080;Lichtenvoorde;Totaal particulier huishouden;7.0;6.7;6.0;5.0
1081;Lichtenvoorde;Eenpersoonshuishoudens;1.4;1.4;12.0;14.0
1082;Lichtenvoorde;Paar zonder kinderen;2.2;2.1;;
1083;Lichtenvoorde;Paar met kinderen;2.8;2.8;5.0;
1084;Lichtenvoorde;Eenoudergezin;0.3;0.3;;
1085;Lochem;Totaal particulier huishouden;7.7;7.5;6.0;6.0
1086;Lochem;Eenpersoonshuishoudens;2.0;1.9;11.0;11.0
1087;Lochem;Paar zonder kinderen;2.6;2.5;3.0;5.0
1088;Lochem;Paar met kinderen;2.4;2.3;5.0;
1089;Lochem;Eenoudergezin;0.3;0.3;;
1090;Maasdriel;Totaal particulier huishouden;8.7;8.5;6.0;5.0
1091;Maasdriel;Eenpersoonshuishoudens;1.8;1.7;9.0;9.0
1092;Maasdriel;Paar zonder kinderen;2.5;2.5;3.0;4.0
1093;Maasdriel;Paar met kinderen;3.6;3.5;5.0;3.0
1094;Maasdriel;Eenoudergezin;0.5;0.5;21.0;21.0
1095;Millingen aan de Rijn;Totaal particulier huishouden;2.3;2.2;4.0;4.0
1096;Millingen aan de Rijn;Eenpersoonshuishoudens;0.5;0.5;;
1097;Millingen aan de Rijn;Paar zonder kinderen;0.7;0.7;;
1098;Millingen aan de Rijn;Paar met kinderen;0.9;0.8;;
1099;Millingen aan de Rijn;Eenoudergezin;0.1;0.1;;
1100;Neede;Totaal particulier huishouden;4.3;4.2;6.0;6.0
1101;Neede;Eenpersoonshuishoudens;1.0;1.0;13.0;13.0
1102;Neede;Paar zonder kinderen;1.6;1.5;;
1103;Neede;Paar met kinderen;1.4;1.4;;
1104;Neede;Eenoudergezin;0.2;0.2;;
1105;Nijkerk;Totaal particulier huishouden;13.9;13.5;5.0;5.0
1106;Nijkerk;Eenpersoonshuishoudens;3.1;3.0;9.0;10.0
1107;Nijkerk;Paar zonder kinderen;4.4;4.3;2.0;2.0
1108;Nijkerk;Paar met kinderen;5.4;5.2;4.0;2.0
1109;Nijkerk;Eenoudergezin;0.6;0.6;19.0;20.0
1110;Nijmegen;Totaal particulier huishouden;68.5;65.2;13.0;12.0
1111;Nijmegen;Eenpersoonshuishoudens;28.5;26.8;17.0;16.0
1112;Nijmegen;Paar zonder kinderen;18.5;17.8;6.0;6.0
1113;Nijmegen;Paar met kinderen;14.8;14.2;9.0;6.0
1114;Nijmegen;Eenoudergezin;4.9;4.6;31.0;31.0
1115;Oldebroek;Totaal particulier huishouden;7.6;7.4;4.0;3.0
1116;Oldebroek;Eenpersoonshuishoudens;1.4;1.3;;
1117;Oldebroek;Paar zonder kinderen;2.1;2.1;;
1118;Oldebroek;Paar met kinderen;3.3;3.2;5.0;2.0
1119;Oldebroek;Eenoudergezin;0.3;0.3;;
1120;Putten;Totaal particulier huishouden;8.5;8.2;6.0;5.0
1121;Putten;Eenpersoonshuishoudens;2.0;1.9;9.0;9.0
1122;Putten;Paar zonder kinderen;2.5;2.5;;
1123;Putten;Paar met kinderen;3.3;3.2;5.0;2.0
1124;Putten;Eenoudergezin;0.4;0.4;20.0;
1125;Renkum;Totaal particulier huishouden;13.8;13.5;6.0;5.0
1126;Renkum;Eenpersoonshuishoudens;4.6;4.5;7.0;7.0
1127;Renkum;Paar zonder kinderen;4.6;4.5;3.0;4.0
1128;Renkum;Paar met kinderen;3.6;3.5;4.0;3.0
1129;Renkum;Eenoudergezin;0.7;0.7;20.0;20.0
1130;Rheden;Totaal particulier huishouden;19.3;18.7;7.0;7.0
1131;Rheden;Eenpersoonshuishoudens;6.3;6.1;11.0;10.0
1132;Rheden;Paar zonder kinderen;6.7;6.6;3.0;4.0
1133;Rheden;Paar met kinderen;5.0;4.8;5.0;3.0
1134;Rheden;Eenoudergezin;0.9;0.8;23.0;23.0
1135;Rozendaal;Totaal particulier huishouden;0.6;0.6;;
1136;Rozendaal;Eenpersoonshuishoudens;0.1;0.1;;
1137;Rozendaal;Paar zonder kinderen;0.3;0.3;;
1138;Rozendaal;Paar met kinderen;0.2;0.2;;
1139;Rozendaal;Eenoudergezin;;;;0.0
1140;Ruurlo;Totaal particulier huishouden;3.2;3.2;6.0;5.0
1141;Ruurlo;Eenpersoonshuishoudens;0.7;0.6;;
1142;Ruurlo;Paar zonder kinderen;1.2;1.2;;
1143;Ruurlo;Paar met kinderen;1.2;1.2;;
1144;Ruurlo;Eenoudergezin;0.1;0.1;;
1145;Scherpenzeel;Totaal particulier huishouden;3.2;3.1;4.0;3.0
1146;Scherpenzeel;Eenpersoonshuishoudens;0.7;0.7;;
1147;Scherpenzeel;Paar zonder kinderen;1.0;1.0;;
1148;Scherpenzeel;Paar met kinderen;1.3;1.3;;
1149;Scherpenzeel;Eenoudergezin;0.1;0.1;;
1150;Steenderen;Totaal particulier huishouden;1.9;1.8;6.0;6.0
1151;Steenderen;Eenpersoonshuishoudens;0.4;0.4;;
1152;Steenderen;Paar zonder kinderen;0.6;0.6;;
1153;Steenderen;Paar met kinderen;0.7;0.7;;
1154;Steenderen;Eenoudergezin;;;;
1155;Tiel;Totaal particulier huishouden;16.1;15.5;8.0;7.0
1156;Tiel;Eenpersoonshuishoudens;4.4;4.2;14.0;10.0
1157;Tiel;Paar zonder kinderen;4.8;4.6;4.0;5.0
1158;Tiel;Paar met kinderen;5.4;5.2;5.0;3.0
1159;Tiel;Eenoudergezin;0.9;0.9;26.0;27.0
1160;Ubbergen;Totaal particulier huishouden;3.8;3.7;7.0;7.0
1161;Ubbergen;Eenpersoonshuishoudens;1.1;1.1;12.0;12.0
1162;Ubbergen;Paar zonder kinderen;1.3;1.3;6.0;7.0
1163;Ubbergen;Paar met kinderen;1.2;1.1;;
1164;Ubbergen;Eenoudergezin;0.2;0.2;;
1165;Voorst;Totaal particulier huishouden;8.6;8.3;3.0;3.0
