ID;Leeftijd;BrutoHuishoudinkomen;RegioS;Perioden;GemeentelijkeInkomstenEigenBijdrage_1
3218;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Borne;2022;
3219;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Borne;2023;
3220;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Borsele;2017;
3221;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Borsele;2018;
3222;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Borsele;2019;
3223;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Borsele;2020;
3224;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Borsele;2021;
3225;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Borsele;2022;
3226;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Borsele;2023;
3227;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxmeer;2017;
3228;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxmeer;2018;
3229;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxmeer;2019;
3230;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxmeer;2020;
3231;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxmeer;2021;
3232;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxmeer;2022;
3233;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxmeer;2023;
3234;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxtel;2017;
3235;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxtel;2018;
3236;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxtel;2019;
3237;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxtel;2020;
3238;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxtel;2021;
3239;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxtel;2022;
3240;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Boxtel;2023;
3241;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Breda;2017;16.0
3242;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Breda;2018;19.0
3243;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Breda;2019;20.0
3244;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Breda;2020;17.0
3245;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Breda;2021;17.0
3246;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Breda;2022;20.0
3247;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Breda;2023;20.0
3248;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brielle;2017;
3249;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brielle;2018;
3250;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brielle;2019;
3251;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brielle;2020;
3252;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brielle;2021;
3253;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brielle;2022;
3254;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brielle;2023;
3255;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bronckhorst;2017;
3256;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bronckhorst;2018;
3257;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bronckhorst;2019;
3258;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bronckhorst;2020;
3259;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bronckhorst;2021;
3260;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bronckhorst;2022;
3261;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bronckhorst;2023;
3262;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brummen;2017;
3263;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brummen;2018;
3264;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brummen;2019;
3265;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brummen;2020;
3266;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brummen;2021;
3267;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brummen;2022;
3268;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brummen;2023;
3269;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brunssum;2017;
3270;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brunssum;2018;
3271;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brunssum;2019;
3272;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brunssum;2020;
3273;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brunssum;2021;
3274;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brunssum;2022;
3275;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Brunssum;2023;
3276;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunnik;2017;
3277;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunnik;2018;
3278;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunnik;2019;
3279;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunnik;2020;
3280;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunnik;2021;
3281;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunnik;2022;
3282;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunnik;2023;
3283;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunschoten;2017;
3284;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunschoten;2018;
3285;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunschoten;2019;
3286;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunschoten;2020;
3287;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunschoten;2021;
3288;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunschoten;2022;
3289;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Bunschoten;2023;
3290;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Buren;2017;
3291;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Buren;2018;
3292;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Buren;2019;
3293;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Buren;2020;
3294;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Buren;2021;
3295;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Buren;2022;
3296;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Buren;2023;
3297;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Capelle aan den IJssel;2017;
3298;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Capelle aan den IJssel;2018;
3299;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Capelle aan den IJssel;2019;
3300;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Capelle aan den IJssel;2020;
3301;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Capelle aan den IJssel;2021;
3302;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Capelle aan den IJssel;2022;
3303;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Capelle aan den IJssel;2023;
3304;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Castricum;2017;
3305;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Castricum;2018;
3306;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Castricum;2019;
3307;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Castricum;2020;
3308;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Castricum;2021;
3309;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Castricum;2022;
3310;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Castricum;2023;
3311;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Coevorden;2017;
3312;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Coevorden;2018;
3313;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Coevorden;2019;
3314;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Coevorden;2020;
3315;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Coevorden;2021;
3316;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Coevorden;2022;
3317;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Coevorden;2023;
3318;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cranendonck;2017;
3319;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cranendonck;2018;
3320;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cranendonck;2019;
3321;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cranendonck;2020;
3322;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cranendonck;2021;
3323;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cranendonck;2022;
3324;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cranendonck;2023;
3325;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cromstrijen;2017;
3326;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cromstrijen;2018;
3327;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cromstrijen;2019;
3328;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cromstrijen;2020;
3329;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cromstrijen;2021;
3330;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cromstrijen;2022;
3331;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cromstrijen;2023;
3332;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cuijk;2017;
3333;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cuijk;2018;
3334;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cuijk;2019;
3335;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cuijk;2020;
3336;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cuijk;2021;
3337;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cuijk;2022;
3338;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Cuijk;2023;
3339;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Culemborg;2017;
3340;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Culemborg;2018;
3341;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Culemborg;2019;
3342;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Culemborg;2020;
3343;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Culemborg;2021;
3344;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Culemborg;2022;
3345;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Culemborg;2023;
3346;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dalfsen;2017;
3347;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dalfsen;2018;
3348;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dalfsen;2019;
3349;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dalfsen;2020;
3350;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dalfsen;2021;
3351;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dalfsen;2022;
3352;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dalfsen;2023;
3353;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dantumadiel;2017;
3354;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dantumadiel;2018;
3355;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dantumadiel;2019;
3356;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dantumadiel;2020;
3357;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dantumadiel;2021;
3358;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dantumadiel;2022;
3359;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dantumadiel;2023;
3360;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delft;2017;14.0
3361;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delft;2018;20.0
3362;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delft;2019;18.0
3363;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delft;2020;15.0
3364;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delft;2021;22.0
3365;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delft;2022;27.0
3366;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delft;2023;23.0
3367;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delfzijl;2017;
3368;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delfzijl;2018;
3369;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delfzijl;2019;
3370;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delfzijl;2020;
3371;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delfzijl;2021;
3372;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delfzijl;2022;
3373;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Delfzijl;2023;
3374;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deurne;2017;
3375;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deurne;2018;
3376;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deurne;2019;
3377;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deurne;2020;
3378;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deurne;2021;
3379;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deurne;2022;
3380;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deurne;2023;
3381;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deventer;2017;8.0
3382;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deventer;2018;9.0
3383;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deventer;2019;9.0
3384;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deventer;2020;9.0
3385;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deventer;2021;8.0
3386;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deventer;2022;
3387;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Deventer;2023;
3388;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Diemen;2017;
3389;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Diemen;2018;
3390;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Diemen;2019;
3391;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Diemen;2020;
3392;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Diemen;2021;
3393;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Diemen;2022;
3394;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Diemen;2023;
3395;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dijk en Waard;2017;
3396;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dijk en Waard;2018;
3397;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dijk en Waard;2019;
3398;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dijk en Waard;2020;
3399;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dijk en Waard;2021;
3400;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dijk en Waard;2022;
3401;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dijk en Waard;2023;
3402;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dinkelland;2017;
3403;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dinkelland;2018;
3404;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dinkelland;2019;
3405;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dinkelland;2020;
3406;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dinkelland;2021;
3407;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dinkelland;2022;
3408;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dinkelland;2023;
3409;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doesburg;2017;
3410;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doesburg;2018;
3411;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doesburg;2019;
3412;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doesburg;2020;
3413;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doesburg;2021;
3414;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doesburg;2022;
3415;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doesburg;2023;
3416;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doetinchem;2017;9.0
3417;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doetinchem;2018;
3418;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doetinchem;2019;
3419;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doetinchem;2020;9.0
3420;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doetinchem;2021;10.0
3421;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doetinchem;2022;8.0
3422;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Doetinchem;2023;
3423;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongen;2017;
3424;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongen;2018;
3425;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongen;2019;
3426;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongen;2020;
3427;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongen;2021;
3428;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongen;2022;
3429;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongen;2023;
3430;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongeradeel;2017;
3431;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongeradeel;2018;
3432;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongeradeel;2019;
3433;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongeradeel;2020;
3434;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongeradeel;2021;
3435;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongeradeel;2022;
3436;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dongeradeel;2023;
3437;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dordrecht;2017;
3438;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dordrecht;2018;
3439;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dordrecht;2019;
3440;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dordrecht;2020;3.0
3441;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dordrecht;2021;11.0
3442;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dordrecht;2022;14.0
3443;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dordrecht;2023;15.0
3444;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drechterland;2017;
3445;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drechterland;2018;
3446;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drechterland;2019;
3447;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drechterland;2020;
3448;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drechterland;2021;
3449;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drechterland;2022;
3450;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drechterland;2023;
3451;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drimmelen;2017;
3452;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drimmelen;2018;
3453;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drimmelen;2019;
3454;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drimmelen;2020;
3455;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drimmelen;2021;
3456;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drimmelen;2022;
3457;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Drimmelen;2023;
3458;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dronten;2017;
3459;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dronten;2018;
3460;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dronten;2019;
3461;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dronten;2020;
3462;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dronten;2021;
3463;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dronten;2022;
3464;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Dronten;2023;
3465;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Druten;2017;
3466;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Druten;2018;
3467;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Druten;2019;
3468;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Druten;2020;
3469;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Druten;2021;
3470;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Druten;2022;
3471;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Druten;2023;
3472;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Duiven;2017;
3473;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Duiven;2018;
3474;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Duiven;2019;
3475;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Duiven;2020;
3476;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Duiven;2021;
3477;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Duiven;2022;
3478;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Duiven;2023;
3479;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Echt-Susteren;2017;
3480;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Echt-Susteren;2018;
3481;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Echt-Susteren;2019;
3482;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Echt-Susteren;2020;
3483;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Echt-Susteren;2021;
3484;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Echt-Susteren;2022;
3485;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Echt-Susteren;2023;
3486;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Edam-Volendam;2017;
3487;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Edam-Volendam;2018;
3488;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Edam-Volendam;2019;
3489;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Edam-Volendam;2020;
3490;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Edam-Volendam;2021;
3491;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Edam-Volendam;2022;
3492;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Edam-Volendam;2023;
3493;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Ede;2017;
3494;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Ede;2018;
3495;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Ede;2019;
3496;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Ede;2020;9.0
3497;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Ede;2021;10.0
3498;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Ede;2022;11.0
3499;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Ede;2023;12.0
3500;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemnes;2017;
3501;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemnes;2018;
3502;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemnes;2019;
3503;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemnes;2020;
3504;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemnes;2021;
3505;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemnes;2022;
3506;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemnes;2023;
3507;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsdelta;2017;
3508;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsdelta;2018;
3509;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsdelta;2019;
3510;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsdelta;2020;
3511;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsdelta;2021;
3512;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsdelta;2022;
3513;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsdelta;2023;
3514;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsmond;2017;
3515;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsmond;2018;
3516;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsmond;2019;
3517;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsmond;2020;
3518;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsmond;2021;
3519;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsmond;2022;
3520;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eemsmond;2023;
3521;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eersel;2017;
3522;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eersel;2018;
3523;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eersel;2019;
3524;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eersel;2020;
3525;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eersel;2021;
3526;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eersel;2022;
3527;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eersel;2023;
3528;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eijsden-Margraten;2017;
3529;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eijsden-Margraten;2018;
3530;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eijsden-Margraten;2019;
3531;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eijsden-Margraten;2020;
3532;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eijsden-Margraten;2021;
3533;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eijsden-Margraten;2022;
3534;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eijsden-Margraten;2023;
3535;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eindhoven;2017;33.0
3536;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eindhoven;2018;32.0
3537;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eindhoven;2019;28.0
3538;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eindhoven;2020;27.0
3539;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eindhoven;2021;28.0
3540;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eindhoven;2022;32.0
3541;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Eindhoven;2023;31.0
3542;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Elburg;2017;
3543;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Elburg;2018;
3544;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Elburg;2019;
3545;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Elburg;2020;
3546;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Elburg;2021;
3547;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Elburg;2022;
3548;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Elburg;2023;
3549;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Emmen;2017;
3550;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Emmen;2018;
3551;Totaal 18 jaar of ouder;Minder dan 10 000 euro;Emmen;2019;1.0
