ID;RegioS;Perioden;VoorzieningenBeginVerslagperiode_1;NieuweVoorzieningen_2;BeeindigdeVoorzieningen_3;VoorzieningenEindVerslagperiode_4;AdministratiefVerschil_5;VoorzieningenBeginVerslagperiode_6;NieuweVoorzieningen_7;BeeindigdeVoorzieningen_8;VoorzieningenEindVerslagperiode_9;AdministratiefVerschil_10;VoorzieningenBeginVerslagperiode_11;NieuweVoorzieningen_12;BeeindigdeVoorzieningen_13;VoorzieningenEindVerslagperiode_14;AdministratiefVerschil_15;VoorzieningenBeginVerslagperiode_16;NieuweVoorzieningen_17;BeeindigdeVoorzieningen_18;VoorzieningenEindVerslagperiode_19;AdministratiefVerschil_20;VoorzieningenBeginVerslagperiode_21;NieuweVoorzieningen_22;BeeindigdeVoorzieningen_23;VoorzieningenEindVerslagperiode_24;AdministratiefVerschil_25
253;Nijmegen (SG);2013 2e halfjaar;1600.0;1720.0;1300.0;2030.0;-190.0;110.0;90.0;10.0;190.0;20.0;100.0;0.0;40.0;60.0;0.0;260.0;260.0;190.0;340.0;-30.0;1140.0;1370.0;1060.0;1450.0;0.0
254;Nijmegen (SG);2014 1e halfjaar;2420.0;1820.0;1500.0;2730.0;390.0;180.0;70.0;20.0;240.0;0.0;50.0;0.0;10.0;40.0;-10.0;330.0;330.0;250.0;410.0;-10.0;1850.0;1410.0;1220.0;2040.0;410.0
255;Nijmegen (SG);2014 2e halfjaar;2600.0;1500.0;1530.0;2570.0;-130.0;230.0;90.0;40.0;280.0;-10.0;40.0;0.0;10.0;40.0;0.0;400.0;280.0;280.0;400.0;-20.0;1930.0;1120.0;1210.0;1840.0;-110.0
256;Amersfoort (SG);2013 1e halfjaar;3090.0;2290.0;1790.0;3590.0;;10.0;0.0;0.0;10.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;3080.0;2290.0;1790.0;3580.0;
257;Amersfoort (SG);2013 2e halfjaar;3550.0;1910.0;1910.0;3550.0;-30.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3540.0;1910.0;1910.0;3540.0;0.0
258;Amersfoort (SG);2014 1e halfjaar;3510.0;2290.0;2090.0;3720.0;-40.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3500.0;2290.0;2080.0;3710.0;-40.0
259;Amersfoort (SG);2014 2e halfjaar;3700.0;1910.0;1870.0;3740.0;-20.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3700.0;1900.0;1870.0;3730.0;-20.0
260;Utrecht (SG);2013 1e halfjaar;3750.0;2790.0;2990.0;3560.0;;160.0;140.0;70.0;220.0;;0.0;0.0;0.0;0.0;;260.0;120.0;150.0;220.0;;3340.0;2540.0;2770.0;3110.0;
261;Utrecht (SG);2013 2e halfjaar;2970.0;2260.0;1700.0;3530.0;-580.0;190.0;110.0;90.0;210.0;40.0;0.0;0.0;0.0;0.0;0.0;220.0;50.0;60.0;210.0;10.0;2570.0;2100.0;1550.0;3120.0;0.0
262;Utrecht (SG);2014 1e halfjaar;3740.0;2450.0;2170.0;4030.0;220.0;170.0;140.0;90.0;210.0;-40.0;0.0;0.0;0.0;0.0;0.0;220.0;0.0;100.0;130.0;20.0;3350.0;2310.0;1980.0;3690.0;240.0
263;Utrecht (SG);2014 2e halfjaar;3870.0;2200.0;1980.0;4100.0;-150.0;220.0;120.0;90.0;250.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;0.0;50.0;50.0;-30.0;3570.0;2080.0;1840.0;3800.0;-120.0
264;Amsterdam (SG);2013 1e halfjaar;26110.0;19790.0;17620.0;28290.0;;750.0;350.0;280.0;810.0;;490.0;0.0;80.0;400.0;;1840.0;1510.0;1370.0;1970.0;;23040.0;17930.0;15890.0;25090.0;
265;Amsterdam (SG);2013 2e halfjaar;28920.0;19300.0;20080.0;28140.0;630.0;790.0;350.0;300.0;830.0;30.0;400.0;0.0;60.0;340.0;0.0;1930.0;1370.0;1230.0;2070.0;50.0;25800.0;17580.0;18490.0;24890.0;0.0
266;Amsterdam (SG);2014 1e halfjaar;28870.0;22890.0;21230.0;30530.0;730.0;680.0;450.0;240.0;890.0;-160.0;320.0;0.0;70.0;250.0;-30.0;2050.0;1730.0;1410.0;2370.0;-20.0;25820.0;20710.0;19510.0;27020.0;930.0
267;Amsterdam (SG);2014 2e halfjaar;26700.0;12750.0;13610.0;25850.0;-3830.0;820.0;470.0;280.0;1010.0;-70.0;240.0;0.0;30.0;210.0;-10.0;1150.0;280.0;470.0;960.0;-1220.0;24490.0;12000.0;12820.0;23670.0;-2530.0
268;Haarlem (SG);2013 1e halfjaar;2520.0;850.0;600.0;2780.0;;10.0;0.0;0.0;10.0;;40.0;0.0;10.0;30.0;;260.0;70.0;50.0;270.0;;2220.0;780.0;540.0;2470.0;
269;Haarlem (SG);2013 2e halfjaar;2810.0;980.0;850.0;2940.0;30.0;10.0;0.0;0.0;10.0;0.0;20.0;0.0;0.0;20.0;10.0;270.0;150.0;90.0;330.0;0.0;2510.0;830.0;760.0;2580.0;0.0
270;Haarlem (SG);2014 1e halfjaar;2530.0;1150.0;790.0;2880.0;-410.0;10.0;0.0;0.0;10.0;0.0;20.0;0.0;0.0;10.0;0.0;100.0;20.0;30.0;90.0;-230.0;2410.0;1120.0;760.0;2760.0;-180.0
271;Haarlem (SG);2014 2e halfjaar;2950.0;1060.0;1060.0;2950.0;70.0;10.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;10.0;0.0;70.0;10.0;20.0;50.0;-20.0;2860.0;1050.0;1030.0;2880.0;90.0
272;Leiden (SG);2013 1e halfjaar;2000.0;1030.0;1030.0;1990.0;;100.0;40.0;40.0;100.0;;60.0;0.0;0.0;60.0;;90.0;40.0;30.0;100.0;;1750.0;960.0;960.0;1750.0;
273;Leiden (SG);2013 2e halfjaar;2120.0;930.0;970.0;2090.0;130.0;90.0;20.0;20.0;90.0;10.0;60.0;0.0;0.0;60.0;0.0;50.0;20.0;10.0;60.0;50.0;1930.0;900.0;940.0;1890.0;0.0
274;Leiden (SG);2014 1e halfjaar;2030.0;1140.0;840.0;2330.0;-50.0;80.0;50.0;10.0;110.0;-10.0;50.0;0.0;0.0;50.0;0.0;40.0;30.0;20.0;50.0;-10.0;1860.0;1070.0;810.0;2120.0;-30.0
275;Leiden (SG);2014 2e halfjaar;2430.0;1010.0;1020.0;2420.0;100.0;110.0;30.0;10.0;130.0;0.0;50.0;0.0;0.0;50.0;0.0;50.0;10.0;20.0;40.0;0.0;2210.0;970.0;980.0;2200.0;90.0
276;'s-Gravenhage (SG);2013 1e halfjaar;13260.0;14060.0;12290.0;15040.0;;640.0;210.0;370.0;480.0;;550.0;0.0;40.0;510.0;;4070.0;3220.0;3290.0;4000.0;;8010.0;10630.0;8590.0;10060.0;
277;'s-Gravenhage (SG);2013 2e halfjaar;15880.0;15930.0;17430.0;14370.0;840.0;480.0;790.0;300.0;970.0;0.0;560.0;0.0;30.0;520.0;-40.0;3460.0;2740.0;2990.0;3210.0;550.0;11380.0;12400.0;14110.0;9670.0;0.0
278;'s-Gravenhage (SG);2014 1e halfjaar;12400.0;16480.0;14590.0;14290.0;-1970.0;900.0;500.0;290.0;1110.0;-70.0;530.0;0.0;50.0;480.0;0.0;2370.0;3320.0;2670.0;3020.0;-840.0;8610.0;12660.0;11590.0;9680.0;-1060.0
279;'s-Gravenhage (SG);2014 2e halfjaar;15900.0;15640.0;14850.0;16690.0;1610.0;790.0;330.0;310.0;810.0;-320.0;480.0;0.0;70.0;410.0;0.0;4740.0;2330.0;2810.0;4260.0;1710.0;9900.0;12980.0;11660.0;11220.0;220.0
280;Rotterdam (SG);2013 1e halfjaar;19710.0;9640.0;10340.0;19010.0;;880.0;270.0;290.0;860.0;;1610.0;0.0;890.0;710.0;;610.0;70.0;180.0;510.0;;16610.0;9300.0;8980.0;16930.0;
281;Rotterdam (SG);2013 2e halfjaar;18930.0;9100.0;8800.0;19240.0;-70.0;510.0;170.0;330.0;350.0;350.0;690.0;0.0;120.0;570.0;20.0;470.0;10.0;50.0;420.0;40.0;17270.0;8920.0;8290.0;17900.0;0.0
282;Rotterdam (SG);2014 1e halfjaar;21230.0;11770.0;8630.0;24360.0;1990.0;410.0;420.0;430.0;410.0;60.0;560.0;0.0;540.0;20.0;-10.0;380.0;190.0;50.0;510.0;-50.0;19880.0;11160.0;7610.0;23430.0;1990.0
283;Rotterdam (SG);2014 2e halfjaar;19650.0;10030.0;5780.0;23890.0;-4720.0;430.0;160.0;440.0;150.0;20.0;20.0;0.0;0.0;20.0;0.0;270.0;500.0;320.0;440.0;-250.0;18940.0;9370.0;5020.0;23290.0;-4490.0
284;Dordrecht (SG);2013 1e halfjaar;760.0;760.0;720.0;800.0;;80.0;150.0;150.0;80.0;;100.0;0.0;0.0;100.0;;0.0;0.0;0.0;0.0;;580.0;610.0;570.0;630.0;
285;Dordrecht (SG);2013 2e halfjaar;760.0;670.0;770.0;660.0;-40.0;70.0;140.0;120.0;100.0;0.0;20.0;0.0;0.0;20.0;80.0;0.0;0.0;0.0;0.0;0.0;670.0;530.0;650.0;550.0;0.0
286;Dordrecht (SG);2014 1e halfjaar;690.0;750.0;690.0;750.0;30.0;100.0;70.0;100.0;70.0;0.0;20.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;570.0;690.0;590.0;670.0;30.0
287;Dordrecht (SG);2014 2e halfjaar;720.0;760.0;750.0;740.0;-30.0;0.0;0.0;0.0;0.0;-70.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;710.0;760.0;750.0;720.0;40.0
288;Breda (SG);2013 1e halfjaar;2640.0;2020.0;1340.0;3330.0;;180.0;20.0;30.0;180.0;;20.0;0.0;0.0;20.0;;140.0;110.0;20.0;230.0;;2300.0;1890.0;1290.0;2900.0;
289;Breda (SG);2013 2e halfjaar;3150.0;1980.0;1600.0;3530.0;-170.0;150.0;10.0;10.0;150.0;30.0;20.0;0.0;0.0;20.0;0.0;240.0;150.0;30.0;360.0;0.0;2740.0;1820.0;1550.0;3000.0;0.0
290;Breda (SG);2014 1e halfjaar;3270.0;2040.0;1430.0;3890.0;-250.0;130.0;10.0;20.0;120.0;-20.0;20.0;0.0;0.0;20.0;0.0;410.0;150.0;60.0;490.0;50.0;2720.0;1880.0;1350.0;3260.0;-280.0
291;Breda (SG);2014 2e halfjaar;3620.0;1970.0;1520.0;4070.0;-260.0;90.0;30.0;10.0;110.0;-30.0;10.0;0.0;10.0;0.0;-10.0;460.0;310.0;280.0;490.0;-40.0;3070.0;1630.0;1240.0;3470.0;-180.0
292;Tilburg (SG);2013 1e halfjaar;2210.0;1310.0;860.0;2660.0;;160.0;50.0;40.0;170.0;;160.0;0.0;30.0;140.0;;50.0;130.0;70.0;110.0;;1830.0;1140.0;720.0;2240.0;
293;Tilburg (SG);2013 2e halfjaar;2430.0;1130.0;1110.0;2450.0;-220.0;160.0;60.0;60.0;160.0;0.0;130.0;0.0;10.0;110.0;10.0;100.0;160.0;120.0;140.0;10.0;2040.0;920.0;920.0;2040.0;0.0
294;Tilburg (SG);2014 1e halfjaar;2120.0;1120.0;930.0;2310.0;-330.0;110.0;40.0;10.0;140.0;-50.0;50.0;0.0;10.0;50.0;-60.0;140.0;150.0;130.0;160.0;0.0;1820.0;930.0;770.0;1970.0;-220.0
295;Tilburg (SG);2014 2e halfjaar;2230.0;800.0;820.0;2200.0;-90.0;100.0;50.0;30.0;120.0;-40.0;40.0;0.0;10.0;30.0;0.0;140.0;90.0;140.0;100.0;-10.0;1940.0;660.0;650.0;1950.0;-30.0
296;'s-Hertogenbosch (SG);2013 1e halfjaar;1680.0;2680.0;1990.0;2370.0;;10.0;10.0;10.0;20.0;;0.0;0.0;0.0;0.0;;90.0;270.0;230.0;130.0;;1580.0;2400.0;1760.0;2220.0;
297;'s-Hertogenbosch (SG);2013 2e halfjaar;2380.0;2680.0;2350.0;2710.0;20.0;20.0;40.0;20.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;210.0;220.0;120.0;0.0;2230.0;2430.0;2110.0;2560.0;0.0
298;'s-Hertogenbosch (SG);2014 1e halfjaar;2680.0;2070.0;2690.0;2050.0;-30.0;30.0;30.0;30.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;200.0;170.0;140.0;0.0;2530.0;1830.0;2500.0;1870.0;-30.0
299;'s-Hertogenbosch (SG);2014 2e halfjaar;2070.0;1420.0;1560.0;1940.0;20.0;40.0;10.0;30.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;160.0;120.0;160.0;-20.0;1910.0;1250.0;1410.0;1750.0;40.0
300;Eindhoven (SG);2013 1e halfjaar;2610.0;3450.0;2620.0;3440.0;;30.0;10.0;10.0;30.0;;50.0;0.0;0.0;50.0;;80.0;70.0;40.0;110.0;;2450.0;3370.0;2570.0;3250.0;
301;Eindhoven (SG);2013 2e halfjaar;3530.0;3650.0;2770.0;4420.0;90.0;30.0;10.0;10.0;30.0;0.0;50.0;0.0;10.0;40.0;0.0;110.0;140.0;60.0;190.0;0.0;3340.0;3490.0;2690.0;4150.0;0.0
302;Eindhoven (SG);2014 1e halfjaar;4070.0;3700.0;3260.0;4510.0;-340.0;30.0;30.0;30.0;30.0;0.0;40.0;0.0;0.0;40.0;0.0;160.0;120.0;70.0;200.0;-40.0;3850.0;3550.0;3160.0;4250.0;-300.0
303;Eindhoven (SG);2014 2e halfjaar;3990.0;3060.0;2440.0;4620.0;-530.0;70.0;50.0;60.0;60.0;40.0;40.0;0.0;0.0;40.0;0.0;160.0;130.0;80.0;210.0;-30.0;3720.0;2890.0;2290.0;4310.0;-530.0
304;Geleen/Sittard (SG);2013 1e halfjaar;2010.0;290.0;330.0;1970.0;;180.0;0.0;40.0;140.0;;0.0;0.0;0.0;0.0;;30.0;0.0;0.0;30.0;;1800.0;290.0;290.0;1800.0;
305;Geleen/Sittard (SG);2013 2e halfjaar;1910.0;230.0;310.0;1830.0;-50.0;100.0;0.0;50.0;60.0;40.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;30.0;0.0;1780.0;230.0;270.0;1740.0;0.0
306;Geleen/Sittard (SG);2014 1e halfjaar;1240.0;540.0;420.0;1360.0;-590.0;30.0;0.0;10.0;30.0;-30.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;30.0;0.0;1190.0;530.0;410.0;1310.0;-550.0
307;Geleen/Sittard (SG);2014 2e halfjaar;1370.0;470.0;340.0;1500.0;10.0;20.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;20.0;0.0;1320.0;460.0;330.0;1450.0;20.0
308;Heerlen (SG);2013 1e halfjaar;5560.0;3350.0;3030.0;5880.0;;20.0;30.0;20.0;30.0;;60.0;0.0;10.0;50.0;;400.0;290.0;190.0;500.0;;5080.0;3040.0;2820.0;5300.0;
309;Heerlen (SG);2013 2e halfjaar;5320.0;2760.0;3030.0;5050.0;-540.0;30.0;10.0;10.0;30.0;0.0;60.0;0.0;40.0;20.0;0.0;490.0;190.0;180.0;500.0;10.0;4750.0;2560.0;2800.0;4510.0;0.0
310;Heerlen (SG);2014 1e halfjaar;4560.0;3460.0;2880.0;5140.0;-500.0;30.0;20.0;0.0;50.0;0.0;20.0;0.0;0.0;20.0;0.0;520.0;320.0;220.0;620.0;20.0;3990.0;3120.0;2660.0;4450.0;-520.0
311;Heerlen (SG);2014 2e halfjaar;4990.0;2670.0;2260.0;5400.0;-140.0;50.0;30.0;0.0;70.0;0.0;20.0;0.0;0.0;20.0;0.0;570.0;240.0;180.0;640.0;-50.0;4360.0;2400.0;2080.0;4680.0;-90.0
312;Maastricht (SG);2013 1e halfjaar;1760.0;830.0;590.0;2000.0;;0.0;0.0;0.0;0.0;;10.0;0.0;0.0;10.0;;90.0;40.0;30.0;100.0;;1660.0;790.0;550.0;1900.0;
313;Maastricht (SG);2013 2e halfjaar;1990.0;630.0;550.0;2070.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;30.0;30.0;90.0;0.0;1890.0;590.0;520.0;1960.0;0.0
314;Maastricht (SG);2014 1e halfjaar;2010.0;710.0;470.0;2250.0;-60.0;0.0;10.0;0.0;10.0;-10.0;10.0;0.0;0.0;10.0;0.0;90.0;50.0;30.0;100.0;0.0;1920.0;660.0;440.0;2140.0;-50.0
315;Maastricht (SG);2014 2e halfjaar;2130.0;630.0;500.0;2270.0;-120.0;10.0;10.0;10.0;10.0;0.0;10.0;0.0;0.0;10.0;0.0;100.0;30.0;30.0;110.0;0.0;2020.0;590.0;470.0;2150.0;-120.0
316;Groningen (GA);2013 1e halfjaar;3590.0;1960.0;1810.0;3730.0;;470.0;0.0;50.0;420.0;;0.0;0.0;0.0;0.0;;220.0;250.0;120.0;360.0;;2890.0;1700.0;1640.0;2950.0;
317;Groningen (GA);2013 2e halfjaar;3790.0;1880.0;1920.0;3750.0;70.0;420.0;0.0;60.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0;350.0;160.0;80.0;430.0;-10.0;3020.0;1720.0;1780.0;2960.0;80.0
318;Groningen (GA);2014 1e halfjaar;3690.0;1670.0;1890.0;3470.0;-60.0;350.0;0.0;60.0;300.0;-10.0;0.0;0.0;0.0;0.0;0.0;400.0;190.0;100.0;490.0;-40.0;2940.0;1470.0;1730.0;2680.0;-20.0
319;Groningen (GA);2014 2e halfjaar;3350.0;1060.0;1540.0;2870.0;-120.0;300.0;0.0;30.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0;460.0;90.0;110.0;450.0;-30.0;2590.0;970.0;1410.0;2150.0;-90.0
320;Leeuwarden (GA);2013 1e halfjaar;400.0;630.0;440.0;590.0;;0.0;0.0;0.0;0.0;;10.0;0.0;0.0;10.0;;0.0;0.0;0.0;0.0;;400.0;630.0;440.0;580.0;
321;Leeuwarden (GA);2013 2e halfjaar;560.0;780.0;620.0;720.0;-20.0;60.0;0.0;0.0;60.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500.0;780.0;620.0;650.0;-90.0
322;Leeuwarden (GA);2014 1e halfjaar;680.0;1070.0;830.0;920.0;-360.0;60.0;0.0;0.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;620.0;1070.0;830.0;860.0;-360.0
323;Leeuwarden (GA);2014 2e halfjaar;790.0;1030.0;860.0;960.0;-130.0;60.0;0.0;0.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;730.0;1030.0;860.0;900.0;-130.0
324;Zwolle (GA);2013 1e halfjaar;850.0;1860.0;1510.0;1210.0;;30.0;20.0;10.0;50.0;;50.0;0.0;10.0;40.0;;70.0;140.0;150.0;60.0;;700.0;1700.0;1340.0;1060.0;
325;Zwolle (GA);2013 2e halfjaar;1210.0;1720.0;1620.0;1300.0;0.0;50.0;20.0;20.0;50.0;0.0;40.0;0.0;0.0;40.0;0.0;60.0;100.0;120.0;50.0;0.0;1050.0;1590.0;1480.0;1170.0;0.0
326;Zwolle (GA);2014 1e halfjaar;1310.0;2500.0;2230.0;1580.0;10.0;60.0;50.0;40.0;70.0;10.0;30.0;0.0;0.0;30.0;0.0;30.0;20.0;50.0;10.0;-20.0;1180.0;2430.0;2140.0;1470.0;20.0
327;Zwolle (GA);2014 2e halfjaar;1540.0;1600.0;1660.0;1480.0;-40.0;70.0;20.0;40.0;60.0;0.0;30.0;0.0;0.0;30.0;0.0;10.0;0.0;0.0;10.0;0.0;1430.0;1580.0;1620.0;1380.0;-40.0
328;Enschede (GA);2013 1e halfjaar;2790.0;1310.0;880.0;3220.0;;70.0;20.0;0.0;90.0;;70.0;0.0;10.0;60.0;;1480.0;590.0;360.0;1710.0;;1160.0;710.0;500.0;1370.0;
329;Enschede (GA);2013 2e halfjaar;3250.0;1060.0;810.0;3500.0;30.0;70.0;20.0;10.0;80.0;-10.0;60.0;0.0;10.0;50.0;0.0;1780.0;380.0;370.0;1790.0;70.0;1340.0;670.0;420.0;1590.0;-30.0
330;Enschede (GA);2014 1e halfjaar;3240.0;1330.0;900.0;3670.0;-270.0;60.0;20.0;10.0;70.0;-30.0;50.0;0.0;0.0;40.0;0.0;1690.0;310.0;280.0;1710.0;-100.0;1450.0;1010.0;610.0;1850.0;-140.0
331;Enschede (GA);2014 2e halfjaar;3540.0;1090.0;840.0;3800.0;-130.0;60.0;0.0;0.0;60.0;-10.0;40.0;0.0;0.0;40.0;0.0;1000.0;320.0;360.0;960.0;-720.0;2440.0;770.0;470.0;2740.0;600.0
332;Apeldoorn (GA);2013 1e halfjaar;5060.0;2080.0;1410.0;5740.0;;40.0;20.0;20.0;40.0;;0.0;0.0;0.0;0.0;;120.0;60.0;40.0;140.0;;4890.0;2010.0;1350.0;5560.0;
333;Apeldoorn (GA);2013 2e halfjaar;5820.0;3120.0;2500.0;6440.0;80.0;40.0;150.0;30.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;100.0;50.0;200.0;20.0;5620.0;2880.0;2410.0;6080.0;60.0
334;Apeldoorn (GA);2014 1e halfjaar;6300.0;2690.0;2150.0;6840.0;-140.0;150.0;50.0;30.0;170.0;-10.0;0.0;0.0;0.0;0.0;0.0;200.0;100.0;50.0;250.0;-10.0;5960.0;2540.0;2080.0;6420.0;-130.0
335;Apeldoorn (GA);2014 2e halfjaar;6740.0;2330.0;2010.0;7050.0;-110.0;130.0;0.0;40.0;90.0;-40.0;0.0;0.0;0.0;0.0;0.0;260.0;90.0;100.0;250.0;10.0;6350.0;2230.0;1870.0;6710.0;-70.0
336;Arnhem (GA);2013 1e halfjaar;2240.0;1240.0;1040.0;2440.0;;200.0;60.0;60.0;210.0;;250.0;0.0;30.0;230.0;;40.0;110.0;70.0;80.0;;1740.0;1070.0;890.0;1930.0;
337;Arnhem (GA);2013 2e halfjaar;1940.0;1160.0;1040.0;2050.0;-510.0;210.0;90.0;80.0;220.0;0.0;120.0;0.0;10.0;120.0;-100.0;80.0;140.0;110.0;110.0;0.0;1530.0;940.0;850.0;1610.0;-400.0
338;Arnhem (GA);2014 1e halfjaar;1970.0;1250.0;990.0;2230.0;-80.0;190.0;80.0;80.0;190.0;-30.0;120.0;0.0;0.0;110.0;0.0;110.0;140.0;100.0;150.0;10.0;1550.0;1030.0;800.0;1780.0;-60.0
339;Arnhem (GA);2014 2e halfjaar;1790.0;850.0;1290.0;1350.0;-440.0;170.0;40.0;20.0;190.0;-20.0;90.0;0.0;0.0;90.0;-20.0;130.0;130.0;160.0;100.0;-20.0;1390.0;690.0;1110.0;970.0;-380.0
340;Nijmegen (GA);2013 1e halfjaar;1090.0;740.0;870.0;960.0;;120.0;0.0;20.0;90.0;;190.0;0.0;130.0;60.0;;200.0;150.0;140.0;210.0;;590.0;590.0;580.0;590.0;
341;Nijmegen (GA);2013 2e halfjaar;770.0;1230.0;930.0;1070.0;-180.0;90.0;80.0;10.0;160.0;-10.0;60.0;0.0;30.0;30.0;0.0;250.0;260.0;180.0;320.0;40.0;380.0;890.0;710.0;560.0;-210.0
342;Nijmegen (GA);2014 1e halfjaar;1500.0;1360.0;1140.0;1720.0;430.0;160.0;60.0;10.0;210.0;0.0;20.0;0.0;10.0;10.0;-10.0;320.0;330.0;250.0;400.0;-10.0;1000.0;970.0;870.0;1100.0;440.0
343;Nijmegen (GA);2014 2e halfjaar;1600.0;1140.0;1180.0;1560.0;-120.0;210.0;90.0;40.0;260.0;-10.0;10.0;0.0;0.0;10.0;0.0;380.0;280.0;270.0;390.0;-20.0;1000.0;770.0;870.0;910.0;-100.0
344;Amersfoort (GA);2013 1e halfjaar;2250.0;2000.0;1500.0;2740.0;;10.0;0.0;0.0;10.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;2240.0;2000.0;1500.0;2740.0;
345;Amersfoort (GA);2013 2e halfjaar;2740.0;1670.0;1700.0;2720.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2740.0;1670.0;1690.0;2710.0;0.0
346;Amersfoort (GA);2014 1e halfjaar;2710.0;1990.0;1860.0;2840.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2710.0;1990.0;1860.0;2840.0;0.0
347;Amersfoort (GA);2014 2e halfjaar;2820.0;1680.0;1680.0;2820.0;-30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2810.0;1680.0;1680.0;2820.0;-30.0
348;Utrecht (GA);2013 1e halfjaar;3030.0;2160.0;2380.0;2800.0;;160.0;140.0;70.0;220.0;;0.0;0.0;0.0;0.0;;210.0;70.0;60.0;220.0;;2660.0;1950.0;2250.0;2360.0;
349;Utrecht (GA);2013 2e halfjaar;2150.0;1900.0;1300.0;2750.0;-650.0;190.0;110.0;90.0;210.0;-40.0;0.0;0.0;0.0;0.0;0.0;210.0;50.0;60.0;200.0;0.0;1750.0;1740.0;1140.0;2350.0;-610.0
350;Utrecht (GA);2014 1e halfjaar;2990.0;2020.0;1880.0;3130.0;240.0;170.0;140.0;90.0;210.0;-40.0;0.0;0.0;0.0;0.0;0.0;220.0;0.0;90.0;130.0;20.0;2610.0;1880.0;1690.0;2790.0;260.0
351;Utrecht (GA);2014 2e halfjaar;2980.0;1910.0;1690.0;3200.0;-150.0;210.0;120.0;90.0;250.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;0.0;50.0;50.0;-30.0;2680.0;1790.0;1550.0;2910.0;-120.0
352;Amsterdam (GA);2013 1e halfjaar;22280.0;16010.0;14660.0;23640.0;;520.0;320.0;260.0;580.0;;490.0;0.0;80.0;400.0;;1830.0;1500.0;1370.0;1970.0;;19440.0;14200.0;12950.0;20690.0;
353;Amsterdam (GA);2013 2e halfjaar;24620.0;16160.0;17270.0;23500.0;980.0;570.0;330.0;280.0;620.0;-10.0;400.0;0.0;60.0;340.0;0.0;1920.0;1360.0;1230.0;2050.0;-50.0;21720.0;14470.0;15710.0;20480.0;1040.0
354;Amsterdam (GA);2014 1e halfjaar;24620.0;19800.0;19160.0;25260.0;1120.0;520.0;430.0;220.0;730.0;-100.0;320.0;0.0;70.0;250.0;-30.0;2040.0;1720.0;1400.0;2360.0;-10.0;21750.0;17650.0;17470.0;21920.0;1260.0
355;Amsterdam (GA);2014 2e halfjaar;21680.0;10350.0;11790.0;20240.0;-3580.0;680.0;450.0;270.0;860.0;-50.0;240.0;0.0;30.0;210.0;-10.0;1140.0;270.0;470.0;940.0;-1220.0;19630.0;9630.0;11030.0;18230.0;-2300.0
356;Haarlem (GA);2013 1e halfjaar;1290.0;520.0;340.0;1460.0;;0.0;0.0;0.0;0.0;;10.0;0.0;10.0;10.0;;0.0;0.0;0.0;0.0;;1270.0;520.0;330.0;1450.0;
357;Haarlem (GA);2013 2e halfjaar;1480.0;380.0;430.0;1430.0;20.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1480.0;380.0;430.0;1420.0;20.0
358;Haarlem (GA);2014 1e halfjaar;1400.0;370.0;220.0;1540.0;-30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1390.0;370.0;220.0;1540.0;-30.0
