ID;BedrijfstakkenBranchesSBI2008;Perioden;OutputBasisprijzen_1;IntermediairVerbruik_2;BrutoToegevoegdeWaardeBasisprijzen_3;OutputBasisprijzen_4;IntermediairVerbruik_5;BrutoToegevoegdeWaardeBasisprijzen_6;OutputBasisprijzen_7;IntermediairVerbruik_8;BrutoToegevoegdeWaardeBasisprijzen_9;OutputBasisprijzen_10;IntermediairVerbruik_11;BrutoToegevoegdeWaardeBasisprijzen_12;Totaal_13;Lonen_14;SocialePremiesTLVWerkgevers_15;Bruto_16;VerbruikVanVasteActiva_17;Netto_18;Saldo_19;NietProductgebondenBelastingen_20;NietProductgebondenSubsidies_21;BrutoToegevoegdeWaardeBasisprijzen_22
2819;79 Reisbureaus, reisorganisatie en -info;2001;4793.0;4017.0;776.0;7205.0;5186.0;1904.0;0.8;1.0;-0.8;66.5;77.5;40.7;584.0;483.0;101.0;212.0;66.0;146.0;-20.0;13.0;33.0;776.0
2820;79 Reisbureaus, reisorganisatie en -info;2002;4918.0;4132.0;786.0;7173.0;5159.0;1904.0;-0.4;-0.5;0.0;68.6;80.1;41.3;627.0;513.0;114.0;182.0;72.0;110.0;-23.0;13.0;36.0;786.0
2821;79 Reisbureaus, reisorganisatie en -info;2003;4868.0;4033.0;835.0;6947.0;4988.0;1861.0;-3.2;-3.3;-2.3;70.1;80.9;44.9;626.0;512.0;114.0;228.0;77.0;151.0;-19.0;13.0;32.0;835.0
2822;79 Reisbureaus, reisorganisatie en -info;2004;5009.0;4171.0;838.0;7163.0;5152.0;1901.0;3.1;3.3;2.2;69.9;81.0;44.1;626.0;513.0;113.0;231.0;83.0;148.0;-19.0;15.0;34.0;838.0
2823;79 Reisbureaus, reisorganisatie en -info;2005;5205.0;4342.0;863.0;7216.0;5221.0;1858.0;0.7;1.3;-2.3;72.1;83.2;46.5;632.0;520.0;112.0;247.0;91.0;156.0;-16.0;17.0;33.0;863.0
2824;79 Reisbureaus, reisorganisatie en -info;2006;5375.0;4477.0;898.0;7271.0;5267.0;1862.0;0.8;0.9;0.2;73.9;85.0;48.2;640.0;532.0;108.0;273.0;103.0;170.0;-15.0;18.0;33.0;898.0
2825;79 Reisbureaus, reisorganisatie en -info;2007;5681.0;4694.0;987.0;7525.0;5427.0;1970.0;3.5;3.0;5.8;75.5;86.5;50.1;662.0;552.0;110.0;339.0;119.0;220.0;-14.0;19.0;33.0;987.0
2826;79 Reisbureaus, reisorganisatie en -info;2008;5862.0;4865.0;997.0;7584.0;5439.0;2038.0;0.8;0.2;3.4;77.3;89.5;48.9;713.0;588.0;125.0;299.0;130.0;169.0;-15.0;19.0;34.0;997.0
2827;79 Reisbureaus, reisorganisatie en -info;2009;5811.0;4600.0;1211.0;7184.0;5197.0;1848.0;-5.3;-4.4;-9.3;80.9;88.5;65.5;670.0;560.0;110.0;556.0;135.0;421.0;-15.0;21.0;36.0;1211.0
2828;79 Reisbureaus, reisorganisatie en -info;2010;6661.0;5241.0;1420.0;8084.0;5806.0;2136.0;12.5;11.7;15.6;82.4;90.3;66.5;675.0;558.0;117.0;761.0;138.0;623.0;-16.0;22.0;38.0;1420.0
2829;79 Reisbureaus, reisorganisatie en -info;2011;7454.0;5823.0;1631.0;8920.0;6401.0;2365.0;10.3;10.2;10.7;83.6;91.0;69.0;833.0;713.0;120.0;803.0;136.0;667.0;-5.0;30.0;35.0;1631.0
2830;79 Reisbureaus, reisorganisatie en -info;2012;8439.0;6172.0;2267.0;9727.0;6635.0;3033.0;9.0;3.7;28.3;86.8;93.0;74.7;761.0;635.0;126.0;1501.0;136.0;1365.0;5.0;37.0;32.0;2267.0
2831;79 Reisbureaus, reisorganisatie en -info;2013;8239.0;5681.0;2558.0;9246.0;6058.0;3194.0;-4.9;-8.7;5.3;89.1;93.8;80.1;744.0;618.0;126.0;1806.0;136.0;1670.0;8.0;45.0;37.0;2558.0
2832;79 Reisbureaus, reisorganisatie en -info;2014;9459.0;6362.0;3097.0;10499.0;6763.0;3763.0;13.6;11.6;17.8;90.1;94.1;82.3;782.0;649.0;133.0;2299.0;137.0;2162.0;16.0;51.0;35.0;3097.0
2833;79 Reisbureaus, reisorganisatie en -info;2015;11225.0;7578.0;3647.0;12343.0;7992.0;4376.0;17.6;18.2;16.3;90.9;94.8;83.3;810.0;673.0;137.0;2815.0;145.0;2670.0;22.0;59.0;37.0;3647.0
2834;79 Reisbureaus, reisorganisatie en -info;2016;12964.0;8616.0;4348.0;14314.0;9133.0;5228.0;16.0;14.3;19.5;90.6;94.3;83.2;916.0;763.0;153.0;3433.0;159.0;3274.0;-1.0;35.0;36.0;4348.0
2835;79 Reisbureaus, reisorganisatie en -info;2017;14639.0;9609.0;5030.0;15792.0;9975.0;5883.0;10.3;9.2;12.5;92.7;96.3;85.5;1012.0;834.0;178.0;4016.0;177.0;3839.0;2.0;44.0;42.0;5030.0
2836;79 Reisbureaus, reisorganisatie en -info;2018;15818.0;10027.0;5791.0;16779.0;10289.0;6600.0;6.3;3.1;12.2;94.3;97.5;87.7;1162.0;962.0;200.0;4617.0;199.0;4418.0;12.0;56.0;44.0;5791.0
2837;79 Reisbureaus, reisorganisatie en -info;2019;16112.0;9917.0;6195.0;16705.0;10038.0;6799.0;-0.4;-2.4;3.0;96.5;98.8;91.1;1282.0;1057.0;225.0;4900.0;218.0;4682.0;13.0;57.0;44.0;6195.0
2838;79 Reisbureaus, reisorganisatie en -info;2020;6365.0;4480.0;1885.0;6538.0;4587.0;1947.0;-60.9;-54.3;-71.4;97.4;97.7;96.8;1240.0;1024.0;216.0;990.0;232.0;758.0;-345.0;67.0;412.0;1885.0
2839;79 Reisbureaus, reisorganisatie en -info;2021;9485.0;5997.0;3488.0;9485.0;5997.0;3488.0;45.1;30.7;79.2;100.0;100.0;100.0;1103.0;926.0;177.0;2644.0;235.0;2409.0;-259.0;104.0;363.0;3488.0
2840;79 Reisbureaus, reisorganisatie en -info;2022;18093.0;11087.0;7006.0;16864.0;10332.0;6532.0;77.8;72.3;87.3;107.3;107.3;107.3;1286.0;1078.0;208.0;5757.0;240.0;5517.0;-37.0;119.0;156.0;7006.0
2841;79 Reisbureaus, reisorganisatie en -info;2023;22375.0;13280.0;9095.0;19449.0;11780.0;7669.0;15.3;14.0;17.4;115.0;112.7;118.6;1620.0;1365.0;255.0;7511.0;;;-36.0;146.0;182.0;9095.0
2842;80-82 Overige zakelijke dienstverlening;1995;5689.0;1985.0;3704.0;9712.0;3021.0;6784.0;;;;58.6;65.7;54.6;2548.0;2163.0;385.0;1165.0;256.0;909.0;-9.0;17.0;26.0;3704.0
2843;80-82 Overige zakelijke dienstverlening;1996;6353.0;2255.0;4098.0;10658.0;3397.0;7346.0;9.7;12.4;8.3;59.6;66.4;55.8;2683.0;2308.0;375.0;1446.0;258.0;1188.0;-31.0;15.0;46.0;4098.0
2844;80-82 Overige zakelijke dienstverlening;1997;6877.0;2562.0;4315.0;11308.0;3823.0;7535.0;6.1;12.5;2.6;60.8;67.0;57.3;2798.0;2426.0;372.0;1578.0;270.0;1308.0;-61.0;15.0;76.0;4315.0
2845;80-82 Overige zakelijke dienstverlening;1998;7622.0;2840.0;4782.0;12226.0;4168.0;8106.0;8.1;9.0;7.6;62.3;68.1;59.0;3050.0;2416.0;634.0;1833.0;285.0;1548.0;-101.0;17.0;118.0;4782.0
2846;80-82 Overige zakelijke dienstverlening;1999;8407.0;3170.0;5237.0;13091.0;4559.0;8568.0;7.1;9.4;5.7;64.2;69.5;61.1;3328.0;2624.0;704.0;2027.0;306.0;1721.0;-118.0;16.0;134.0;5237.0
2847;80-82 Overige zakelijke dienstverlening;2000;9320.0;3623.0;5697.0;14044.0;5063.0;8995.0;7.3;11.1;5.0;66.4;71.6;63.3;3689.0;2859.0;830.0;2124.0;336.0;1788.0;-116.0;19.0;135.0;5697.0
2848;80-82 Overige zakelijke dienstverlening;2001;10398.0;3916.0;6482.0;14940.0;5304.0;9663.0;6.4;4.7;7.4;69.6;73.8;67.1;3892.0;3064.0;828.0;2710.0;369.0;2341.0;-120.0;19.0;139.0;6482.0
2849;80-82 Overige zakelijke dienstverlening;2002;10845.0;4006.0;6839.0;14977.0;5277.0;9732.0;0.3;-0.5;0.7;72.4;75.9;70.3;4100.0;3227.0;873.0;2866.0;404.0;2462.0;-127.0;18.0;145.0;6839.0
2850;80-82 Overige zakelijke dienstverlening;2003;10909.0;3959.0;6950.0;14681.0;5121.0;9594.0;-2.0;-2.9;-1.4;74.3;77.3;72.4;4260.0;3342.0;918.0;2812.0;428.0;2384.0;-122.0;18.0;140.0;6950.0
2851;80-82 Overige zakelijke dienstverlening;2004;11264.0;4159.0;7105.0;14942.0;5329.0;9639.0;1.8;4.1;0.5;75.4;78.0;73.7;4377.0;3434.0;943.0;2868.0;450.0;2418.0;-140.0;17.0;157.0;7105.0
2852;80-82 Overige zakelijke dienstverlening;2005;11515.0;4327.0;7188.0;15211.0;5436.0;9802.0;1.8;2.0;1.7;75.7;79.6;73.3;4431.0;3512.0;919.0;2883.0;471.0;2412.0;-126.0;20.0;146.0;7188.0
2853;80-82 Overige zakelijke dienstverlening;2006;12224.0;4620.0;7604.0;16058.0;5725.0;10363.0;5.6;5.3;5.7;76.1;80.7;73.4;4639.0;3720.0;919.0;3083.0;492.0;2591.0;-118.0;25.0;143.0;7604.0
2854;80-82 Overige zakelijke dienstverlening;2007;12972.0;4920.0;8052.0;16640.0;5948.0;10721.0;3.6;3.9;3.5;78.0;82.7;75.1;4957.0;3988.0;969.0;3214.0;517.0;2697.0;-119.0;24.0;143.0;8052.0
2855;80-82 Overige zakelijke dienstverlening;2008;13919.0;5252.0;8667.0;17389.0;6209.0;11211.0;4.5;4.4;4.6;80.0;84.6;77.3;5359.0;4265.0;1094.0;3428.0;542.0;2886.0;-120.0;32.0;152.0;8667.0
2856;80-82 Overige zakelijke dienstverlening;2009;14071.0;5123.0;8948.0;17169.0;6082.0;11122.0;-1.3;-2.0;-0.8;82.0;84.2;80.5;5434.0;4356.0;1078.0;3646.0;567.0;3079.0;-132.0;40.0;172.0;8948.0
2857;80-82 Overige zakelijke dienstverlening;2010;14030.0;5145.0;8885.0;16921.0;6034.0;10921.0;-1.4;-0.8;-1.8;82.9;85.3;81.4;5547.0;4411.0;1136.0;3461.0;587.0;2874.0;-123.0;40.0;163.0;8885.0
2858;80-82 Overige zakelijke dienstverlening;2011;14491.0;5347.0;9144.0;17221.0;6149.0;11106.0;1.8;1.9;1.7;84.1;87.0;82.3;5657.0;4478.0;1179.0;3588.0;591.0;2997.0;-101.0;42.0;143.0;9144.0
2859;80-82 Overige zakelijke dienstverlening;2012;14688.0;5502.0;9186.0;17220.0;6261.0;10986.0;0.0;1.8;-1.1;85.3;87.9;83.6;5819.0;4581.0;1238.0;3435.0;605.0;2830.0;-68.0;41.0;109.0;9186.0
2860;80-82 Overige zakelijke dienstverlening;2013;15333.0;5905.0;9428.0;17740.0;6598.0;11162.0;3.0;5.4;1.6;86.4;89.5;84.5;5922.0;4662.0;1260.0;3566.0;616.0;2950.0;-60.0;34.0;94.0;9428.0
2861;80-82 Overige zakelijke dienstverlening;2014;15688.0;6222.0;9466.0;17959.0;6941.0;11023.0;1.2;5.2;-1.2;87.4;89.6;85.9;5949.0;4645.0;1304.0;3536.0;617.0;2919.0;-19.0;37.0;56.0;9466.0
2862;80-82 Overige zakelijke dienstverlening;2015;16759.0;6785.0;9974.0;18977.0;7573.0;11399.0;5.7;9.1;3.4;88.3;89.6;87.5;6127.0;4818.0;1309.0;3859.0;615.0;3244.0;-12.0;39.0;51.0;9974.0
2863;80-82 Overige zakelijke dienstverlening;2016;17360.0;7044.0;10316.0;19364.0;7845.0;11511.0;2.0;3.6;1.0;89.6;89.8;89.6;6331.0;4966.0;1365.0;4008.0;610.0;3398.0;-23.0;33.0;56.0;10316.0
2864;80-82 Overige zakelijke dienstverlening;2017;18555.0;7703.0;10852.0;20279.0;8480.0;11790.0;4.7;8.1;2.4;91.5;90.8;92.0;6577.0;5162.0;1415.0;4310.0;618.0;3692.0;-35.0;38.0;73.0;10852.0
2865;80-82 Overige zakelijke dienstverlening;2018;19704.0;8332.0;11372.0;21121.0;8974.0;12139.0;4.1;5.8;3.0;93.3;92.8;93.7;6983.0;5430.0;1553.0;4413.0;640.0;3773.0;-24.0;41.0;65.0;11372.0
2866;80-82 Overige zakelijke dienstverlening;2019;20928.0;9082.0;11846.0;21850.0;9536.0;12308.0;3.5;6.3;1.4;95.8;95.2;96.2;7362.0;5703.0;1659.0;4506.0;664.0;3842.0;-22.0;42.0;64.0;11846.0
2867;80-82 Overige zakelijke dienstverlening;2020;21335.0;9243.0;12092.0;21766.0;9596.0;12165.0;-0.4;0.6;-1.2;98.0;96.3;99.4;7413.0;5711.0;1702.0;5030.0;689.0;4341.0;-351.0;43.0;394.0;12092.0
2868;80-82 Overige zakelijke dienstverlening;2021;23734.0;10626.0;13108.0;23734.0;10626.0;13108.0;9.0;10.7;7.7;100.0;100.0;100.0;7745.0;6016.0;1729.0;5701.0;718.0;4983.0;-338.0;48.0;386.0;13108.0
2869;80-82 Overige zakelijke dienstverlening;2022;26709.0;12380.0;14329.0;25628.0;11343.0;14285.0;8.0;6.7;9.0;104.2;109.1;100.3;8298.0;6383.0;1915.0;6149.0;775.0;5374.0;-118.0;54.0;172.0;14329.0
2870;80-82 Overige zakelijke dienstverlening;2023;29290.0;13154.0;16136.0;25917.0;11425.0;14495.0;1.1;0.7;1.5;113.0;115.1;111.3;8805.0;6771.0;2034.0;7461.0;;;-130.0;55.0;185.0;16136.0
2871;80 Beveiligings- en opsporingsdiensten;1995;;;;;;;;;;;;;;;;;;;;;;
2872;80 Beveiligings- en opsporingsdiensten;1996;;;;;;;;;;;;;;;;;;;;;;
2873;80 Beveiligings- en opsporingsdiensten;1997;;;;;;;;;;;;;;;;;;;;;;
2874;80 Beveiligings- en opsporingsdiensten;1998;;;;;;;;;;;;;;;;;;;;;;
2875;80 Beveiligings- en opsporingsdiensten;1999;;;;;;;;;;;;;;;;;;;;;;
2876;80 Beveiligings- en opsporingsdiensten;2000;;;;;;;;;;;;;;;;;;;;;;
2877;80 Beveiligings- en opsporingsdiensten;2001;;;;;;;;;;;;;;;;;;;;;;
2878;80 Beveiligings- en opsporingsdiensten;2002;;;;;;;;;;;;;;;;;;;;;;
2879;80 Beveiligings- en opsporingsdiensten;2003;;;;;;;;;;;;;;;;;;;;;;
2880;80 Beveiligings- en opsporingsdiensten;2004;;;;;;;;;;;;;;;;;;;;;;
2881;80 Beveiligings- en opsporingsdiensten;2005;;;;;;;;;;;;;;;;;;;;;;
2882;80 Beveiligings- en opsporingsdiensten;2006;;;;;;;;;;;;;;;;;;;;;;
2883;80 Beveiligings- en opsporingsdiensten;2007;;;;;;;;;;;;;;;;;;;;;;
2884;80 Beveiligings- en opsporingsdiensten;2008;;;;;;;;;;;;;;;;;;;;;;
2885;80 Beveiligings- en opsporingsdiensten;2009;;;;;;;;;;;;;;;;;;;;;;
2886;80 Beveiligings- en opsporingsdiensten;2010;;;;;;;;;;;;;;;;;;;;;;
2887;80 Beveiligings- en opsporingsdiensten;2011;;;;;;;;;;;;;;;;;;;;;;
2888;80 Beveiligings- en opsporingsdiensten;2012;;;;;;;;;;;;;;;;;;;;;;
2889;80 Beveiligings- en opsporingsdiensten;2013;;;;;;;;;;;;;;;;;;;;;;
2890;80 Beveiligings- en opsporingsdiensten;2014;;;;;;;;;;;;;;;;;;;;;;
2891;80 Beveiligings- en opsporingsdiensten;2015;;;;;;;;;;;;;;;;;;;;;;
2892;80 Beveiligings- en opsporingsdiensten;2016;;;;;;;;;;;;;;;;;;;;;;
2893;80 Beveiligings- en opsporingsdiensten;2017;;;;;;;;;;;;;;;;;;;;;;
2894;80 Beveiligings- en opsporingsdiensten;2018;;;;;;;;;;;;;;;;;;;;;;
2895;80 Beveiligings- en opsporingsdiensten;2019;;;;;;;;;;;;;;;;;;;;;;
2896;80 Beveiligings- en opsporingsdiensten;2020;;;;;;;;;;;;;;;;;;;;;;
2897;80 Beveiligings- en opsporingsdiensten;2021;2732.0;1121.0;1611.0;2732.0;1121.0;1611.0;;;;100.0;100.0;100.0;1336.0;1042.0;294.0;342.0;82.0;260.0;-67.0;4.0;71.0;1611.0
2898;80 Beveiligings- en opsporingsdiensten;2022;3384.0;1522.0;1862.0;3286.0;1440.0;1846.0;20.3;28.5;14.6;103.0;105.7;100.9;1452.0;1126.0;326.0;432.0;82.0;350.0;-22.0;6.0;28.0;1862.0
2899;80 Beveiligings- en opsporingsdiensten;2023;4188.0;1754.0;2434.0;3607.0;1550.0;2059.0;9.8;7.6;11.5;116.1;113.2;118.2;1607.0;1251.0;356.0;848.0;;;-21.0;5.0;26.0;2434.0
2900;81 Schoonmaakbedrijven, hoveniers e.d.;1995;;;;;;;;;;;;;;;;;;;;;;
2901;81 Schoonmaakbedrijven, hoveniers e.d.;1996;;;;;;;;;;;;;;;;;;;;;;
2902;81 Schoonmaakbedrijven, hoveniers e.d.;1997;;;;;;;;;;;;;;;;;;;;;;
2903;81 Schoonmaakbedrijven, hoveniers e.d.;1998;;;;;;;;;;;;;;;;;;;;;;
2904;81 Schoonmaakbedrijven, hoveniers e.d.;1999;;;;;;;;;;;;;;;;;;;;;;
2905;81 Schoonmaakbedrijven, hoveniers e.d.;2000;;;;;;;;;;;;;;;;;;;;;;
2906;81 Schoonmaakbedrijven, hoveniers e.d.;2001;;;;;;;;;;;;;;;;;;;;;;
2907;81 Schoonmaakbedrijven, hoveniers e.d.;2002;;;;;;;;;;;;;;;;;;;;;;
2908;81 Schoonmaakbedrijven, hoveniers e.d.;2003;;;;;;;;;;;;;;;;;;;;;;
2909;81 Schoonmaakbedrijven, hoveniers e.d.;2004;;;;;;;;;;;;;;;;;;;;;;
2910;81 Schoonmaakbedrijven, hoveniers e.d.;2005;;;;;;;;;;;;;;;;;;;;;;
2911;81 Schoonmaakbedrijven, hoveniers e.d.;2006;;;;;;;;;;;;;;;;;;;;;;
2912;81 Schoonmaakbedrijven, hoveniers e.d.;2007;;;;;;;;;;;;;;;;;;;;;;
2913;81 Schoonmaakbedrijven, hoveniers e.d.;2008;;;;;;;;;;;;;;;;;;;;;;
2914;81 Schoonmaakbedrijven, hoveniers e.d.;2009;;;;;;;;;;;;;;;;;;;;;;
2915;81 Schoonmaakbedrijven, hoveniers e.d.;2010;;;;;;;;;;;;;;;;;;;;;;
2916;81 Schoonmaakbedrijven, hoveniers e.d.;2011;;;;;;;;;;;;;;;;;;;;;;
2917;81 Schoonmaakbedrijven, hoveniers e.d.;2012;;;;;;;;;;;;;;;;;;;;;;
2918;81 Schoonmaakbedrijven, hoveniers e.d.;2013;;;;;;;;;;;;;;;;;;;;;;
2919;81 Schoonmaakbedrijven, hoveniers e.d.;2014;;;;;;;;;;;;;;;;;;;;;;
2920;81 Schoonmaakbedrijven, hoveniers e.d.;2015;;;;;;;;;;;;;;;;;;;;;;
2921;81 Schoonmaakbedrijven, hoveniers e.d.;2016;;;;;;;;;;;;;;;;;;;;;;
2922;81 Schoonmaakbedrijven, hoveniers e.d.;2017;;;;;;;;;;;;;;;;;;;;;;
2923;81 Schoonmaakbedrijven, hoveniers e.d.;2018;;;;;;;;;;;;;;;;;;;;;;
2924;81 Schoonmaakbedrijven, hoveniers e.d.;2019;;;;;;;;;;;;;;;;;;;;;;
2925;81 Schoonmaakbedrijven, hoveniers e.d.;2020;;;;;;;;;;;;;;;;;;;;;;
2926;81 Schoonmaakbedrijven, hoveniers e.d.;2021;13878.0;5620.0;8258.0;13878.0;5620.0;8258.0;;;;100.0;100.0;100.0;4524.0;3439.0;1085.0;3843.0;306.0;3537.0;-109.0;23.0;132.0;8258.0
2927;81 Schoonmaakbedrijven, hoveniers e.d.;2022;15416.0;6443.0;8973.0;14745.0;5909.0;8836.0;6.2;5.1;7.0;104.6;109.0;101.6;4845.0;3648.0;1197.0;4159.0;341.0;3818.0;-31.0;27.0;58.0;8973.0
2928;81 Schoonmaakbedrijven, hoveniers e.d.;2023;16832.0;6917.0;9915.0;14993.0;5986.0;9008.0;1.7;1.3;2.0;112.3;115.6;110.1;5115.0;3851.0;1264.0;4834.0;;;-34.0;28.0;62.0;9915.0
2929;82 Overige zakelijke dienstverlening;1995;;;;;;;;;;;;;;;;;;;;;;
2930;82 Overige zakelijke dienstverlening;1996;;;;;;;;;;;;;;;;;;;;;;
2931;82 Overige zakelijke dienstverlening;1997;;;;;;;;;;;;;;;;;;;;;;
2932;82 Overige zakelijke dienstverlening;1998;;;;;;;;;;;;;;;;;;;;;;
2933;82 Overige zakelijke dienstverlening;1999;;;;;;;;;;;;;;;;;;;;;;
2934;82 Overige zakelijke dienstverlening;2000;;;;;;;;;;;;;;;;;;;;;;
2935;82 Overige zakelijke dienstverlening;2001;;;;;;;;;;;;;;;;;;;;;;
2936;82 Overige zakelijke dienstverlening;2002;;;;;;;;;;;;;;;;;;;;;;
2937;82 Overige zakelijke dienstverlening;2003;;;;;;;;;;;;;;;;;;;;;;
2938;82 Overige zakelijke dienstverlening;2004;;;;;;;;;;;;;;;;;;;;;;
2939;82 Overige zakelijke dienstverlening;2005;;;;;;;;;;;;;;;;;;;;;;
2940;82 Overige zakelijke dienstverlening;2006;;;;;;;;;;;;;;;;;;;;;;
2941;82 Overige zakelijke dienstverlening;2007;;;;;;;;;;;;;;;;;;;;;;
2942;82 Overige zakelijke dienstverlening;2008;;;;;;;;;;;;;;;;;;;;;;
2943;82 Overige zakelijke dienstverlening;2009;;;;;;;;;;;;;;;;;;;;;;
2944;82 Overige zakelijke dienstverlening;2010;;;;;;;;;;;;;;;;;;;;;;
2945;82 Overige zakelijke dienstverlening;2011;;;;;;;;;;;;;;;;;;;;;;
2946;82 Overige zakelijke dienstverlening;2012;;;;;;;;;;;;;;;;;;;;;;
2947;82 Overige zakelijke dienstverlening;2013;;;;;;;;;;;;;;;;;;;;;;
2948;82 Overige zakelijke dienstverlening;2014;;;;;;;;;;;;;;;;;;;;;;
2949;82 Overige zakelijke dienstverlening;2015;;;;;;;;;;;;;;;;;;;;;;
2950;82 Overige zakelijke dienstverlening;2016;;;;;;;;;;;;;;;;;;;;;;
2951;82 Overige zakelijke dienstverlening;2017;;;;;;;;;;;;;;;;;;;;;;
2952;82 Overige zakelijke dienstverlening;2018;;;;;;;;;;;;;;;;;;;;;;
2953;82 Overige zakelijke dienstverlening;2019;;;;;;;;;;;;;;;;;;;;;;
2954;82 Overige zakelijke dienstverlening;2020;;;;;;;;;;;;;;;;;;;;;;
2955;82 Overige zakelijke dienstverlening;2021;7124.0;3885.0;3239.0;7124.0;3885.0;3239.0;;;;100.0;100.0;100.0;1885.0;1535.0;350.0;1516.0;330.0;1186.0;-162.0;21.0;183.0;3239.0
2956;82 Overige zakelijke dienstverlening;2022;7909.0;4415.0;3494.0;7597.0;3994.0;3603.0;6.6;2.8;11.2;104.1;110.5;97.0;2001.0;1609.0;392.0;1558.0;352.0;1206.0;-65.0;21.0;86.0;3494.0
2957;82 Overige zakelijke dienstverlening;2023;8270.0;4483.0;3787.0;7319.0;3894.0;3418.0;-3.7;-2.5;-5.1;113.0;115.1;110.8;2083.0;1669.0;414.0;1779.0;;;-75.0;22.0;97.0;3787.0
2958;O-Q Overheid en zorg;1995;84466.0;24431.0;60035.0;153051.0;38432.0;116335.0;;;;55.2;63.6;51.6;46062.0;37712.0;8350.0;13725.0;11546.0;2179.0;248.0;448.0;200.0;60035.0
2959;O-Q Overheid en zorg;1996;86261.0;25367.0;60894.0;154110.0;39261.0;116445.0;0.7;2.2;0.1;56.0;64.6;52.3;47016.0;38224.0;8792.0;13744.0;11828.0;1916.0;134.0;471.0;337.0;60894.0
2960;O-Q Overheid en zorg;1997;89932.0;26400.0;63532.0;157211.0;40316.0;118461.0;2.0;2.7;1.7;57.2;65.5;53.6;48882.0;40039.0;8843.0;14594.0;12211.0;2383.0;56.0;522.0;466.0;63532.0
2961;O-Q Overheid en zorg;1998;95033.0;28574.0;66459.0;162158.0;43172.0;120251.0;3.1;7.1;1.5;58.6;66.2;55.3;51887.0;40633.0;11254.0;14578.0;12560.0;2018.0;-6.0;573.0;579.0;66459.0
2962;O-Q Overheid en zorg;1999;100715.0;30823.0;69892.0;166707.0;45550.0;122227.0;2.8;5.5;1.6;60.4;67.7;57.2;54842.0;43074.0;11768.0;15055.0;13116.0;1939.0;-5.0;683.0;688.0;69892.0
2963;O-Q Overheid en zorg;2000;108069.0;33885.0;74184.0;171615.0;48016.0;124493.0;2.9;5.4;1.9;63.0;70.6;59.6;58180.0;45723.0;12457.0;16047.0;13991.0;2056.0;-43.0;725.0;768.0;74184.0
2964;O-Q Overheid en zorg;2001;118464.0;37810.0;80654.0;179296.0;51952.0;127950.0;4.5;8.2;2.8;66.1;72.8;63.0;63151.0;49638.0;13513.0;17589.0;14935.0;2654.0;-86.0;783.0;869.0;80654.0
2965;O-Q Overheid en zorg;2002;129921.0;41123.0;88798.0;186483.0;54404.0;132651.0;4.0;4.7;3.7;69.7;75.6;66.9;68876.0;53725.0;15151.0;20012.0;15936.0;4076.0;-90.0;841.0;931.0;88798.0
2966;O-Q Overheid en zorg;2003;138565.0;44354.0;94211.0;192356.0;57013.0;135818.0;3.1;4.8;2.4;72.0;77.8;69.4;73883.0;57283.0;16600.0;20406.0;16796.0;3610.0;-78.0;863.0;941.0;94211.0
2967;O-Q Overheid en zorg;2004;142077.0;44696.0;97381.0;193814.0;56800.0;137571.0;0.8;-0.4;1.3;73.3;78.7;70.8;76153.0;57957.0;18196.0;21594.0;17610.0;3984.0;-366.0;901.0;1267.0;97381.0
2968;O-Q Overheid en zorg;2005;146564.0;46508.0;100056.0;196370.0;57980.0;138906.0;1.3;2.1;1.0;74.6;80.2;72.0;77950.0;59065.0;18885.0;22191.0;18367.0;3824.0;-85.0;955.0;1040.0;100056.0
2969;O-Q Overheid en zorg;2006;152796.0;48992.0;103804.0;200637.0;60283.0;140763.0;2.2;4.0;1.3;76.2;81.3;73.7;80311.0;61603.0;18708.0;23614.0;19248.0;4366.0;-121.0;972.0;1093.0;103804.0
2970;O-Q Overheid en zorg;2007;161418.0;53472.0;107946.0;205836.0;63630.0;142443.0;2.6;5.6;1.2;78.4;84.0;75.8;83776.0;64632.0;19144.0;24887.0;20211.0;4676.0;-717.0;995.0;1712.0;107946.0
2971;O-Q Overheid en zorg;2008;171147.0;56332.0;114815.0;212566.0;66599.0;146116.0;3.3;4.7;2.6;80.5;84.6;78.6;89051.0;67949.0;21102.0;26739.0;21232.0;5507.0;-975.0;1068.0;2043.0;114815.0
2972;O-Q Overheid en zorg;2009;182149.0;59938.0;122211.0;221236.0;70434.0;150870.0;4.1;5.8;3.3;82.3;85.1;81.0;93912.0;71896.0;22016.0;29622.0;22061.0;7561.0;-1323.0;1108.0;2431.0;122211.0
2973;O-Q Overheid en zorg;2010;188201.0;61719.0;126482.0;223835.0;69542.0;154449.0;1.2;-1.3;2.4;84.1;88.8;81.9;97206.0;74691.0;22515.0;30674.0;23007.0;7667.0;-1398.0;1129.0;2527.0;126482.0
2974;O-Q Overheid en zorg;2011;190330.0;61981.0;128349.0;225017.0;67819.0;157530.0;0.5;-2.5;2.0;84.6;91.4;81.5;98981.0;75705.0;23276.0;30437.0;23641.0;6796.0;-1069.0;1197.0;2266.0;128349.0
2975;O-Q Overheid en zorg;2012;194097.0;62895.0;131202.0;223784.0;67114.0;157042.0;-0.5;-1.0;-0.3;86.7;93.7;83.5;100736.0;76537.0;24199.0;31486.0;24241.0;7245.0;-1020.0;1076.0;2096.0;131202.0
