ID;Leeftijd;Geslacht;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
20;Totaal over alle leeftijden;Mannen en vrouwen;2027;13031013;3895193;1881479;2013713;1082708;931012;2203573;1691611
21;Totaal over alle leeftijden;Mannen en vrouwen;2028;13012955;3932104;1898589;2033517;1091573;941944;2225659;1706452
22;Totaal over alle leeftijden;Mannen en vrouwen;2029;12992494;3969153;1915792;2053360;1100531;952825;2247677;1721480
23;Totaal over alle leeftijden;Mannen en vrouwen;2030;12969510;4006365;1933083;2073279;1109601;963674;2269650;1736718
24;Totaal over alle leeftijden;Mannen en vrouwen;2031;12943713;4043791;1950475;2093322;1118796;974526;2291625;1752174
25;Totaal over alle leeftijden;Mannen en vrouwen;2032;12914984;4081440;1967939;2113503;1128136;985370;2313570;1767868
26;Totaal over alle leeftijden;Mannen en vrouwen;2033;12883160;4119306;1985464;2133848;1137619;996228;2335490;1783816
27;Totaal over alle leeftijden;Mannen en vrouwen;2034;12848025;4157435;2003046;2154390;1147279;1007110;2357407;1800028
28;Totaal over alle leeftijden;Mannen en vrouwen;2035;12809559;4195831;2020679;2175153;1157122;1018030;2379304;1816534
29;Totaal over alle leeftijden;Mannen en vrouwen;2036;12767801;4234488;2038352;2196141;1167159;1028983;2401165;1833319
30;Totaal over alle leeftijden;Mannen en vrouwen;2037;12722807;4273409;2056040;2217369;1177402;1039961;2422991;1850412
31;Totaal over alle leeftijden;Mannen en vrouwen;2038;12674872;4312603;2073752;2238859;1187898;1050961;2444771;1867829
32;Totaal over alle leeftijden;Mannen en vrouwen;2039;12624263;4352037;2091465;2260574;1198590;1061990;2466457;1885581
33;Totaal over alle leeftijden;Mannen en vrouwen;2040;12571363;4391720;2109175;2282549;1209539;1073014;2488042;1903684
34;Totaal over alle leeftijden;Mannen en vrouwen;2041;12516534;4431636;2126869;2304764;1220722;1084045;2509500;1922140
35;Totaal over alle leeftijden;Mannen en vrouwen;2042;12460194;4471779;2144553;2327223;1232150;1095070;2530789;1940983
36;Totaal over alle leeftijden;Mannen en vrouwen;2043;12402790;4512113;2162208;2349912;1243837;1106063;2551899;1960219
37;Totaal over alle leeftijden;Mannen en vrouwen;2044;12344716;4552598;2179827;2372772;1255736;1117041;2572765;1979830
38;Totaal over alle leeftijden;Mannen en vrouwen;2045;12286291;4593224;2197374;2395848;1267875;1127974;2593400;1999834
39;Totaal over alle leeftijden;Mannen en vrouwen;2046;12227910;4633936;2214852;2419083;1280233;1138855;2613726;2020210
40;Totaal over alle leeftijden;Mannen en vrouwen;2047;12169854;4674698;2232246;2442446;1292771;1149679;2633728;2040973
41;Totaal over alle leeftijden;Mannen en vrouwen;2048;12112464;4715437;2249528;2465910;1305499;1160411;2653349;2062090
42;Totaal over alle leeftijden;Mannen en vrouwen;2049;12055915;4756116;2266680;2489440;1318381;1171061;2672560;2083554
43;Totaal over alle leeftijden;Mannen en vrouwen;2050;12000422;4796673;2283679;2512994;1331404;1181595;2691342;2105338
44;Totaal over alle leeftijden;Mannen;2007;6523960;1560962;769627;791332;455967;335366;877072;683882
45;Totaal over alle leeftijden;Mannen;2008;6524529;1570131;766804;803323;459854;343465;883452;686681
46;Totaal over alle leeftijden;Mannen;2009;6524639;1582138;766700;815433;463882;351551;891397;690736
47;Totaal over alle leeftijden;Mannen;2010;6525102;1596238;768805;827431;467941;359487;900406;695827
48;Totaal over alle leeftijden;Mannen;2011;6525698;1612039;772391;839645;472213;367437;910114;701925
49;Totaal over alle leeftijden;Mannen;2012;6526389;1628863;776931;851934;476572;375361;920199;708657
50;Totaal over alle leeftijden;Mannen;2013;6527176;1645900;782042;863859;480867;382993;930246;715655
51;Totaal over alle leeftijden;Mannen;2014;6527826;1662905;787445;875453;485103;390344;940243;722666
52;Totaal over alle leeftijden;Mannen;2015;6528208;1679816;793061;886761;489320;397449;950186;729640
53;Totaal over alle leeftijden;Mannen;2016;6528286;1696665;798863;897802;493509;404293;960074;736592
54;Totaal over alle leeftijden;Mannen;2017;6527970;1713477;804869;908602;497674;410928;969911;743558
55;Totaal over alle leeftijden;Mannen;2018;6527379;1730246;811084;919163;501829;417329;979702;750540
56;Totaal over alle leeftijden;Mannen;2019;6526504;1747007;817498;929522;505975;423541;989436;757566
57;Totaal over alle leeftijden;Mannen;2020;6525257;1763748;824098;939653;510105;429550;999114;764631
58;Totaal over alle leeftijden;Mannen;2021;6523514;1780481;830859;949625;514224;435393;1008753;771736
59;Totaal over alle leeftijden;Mannen;2022;6521134;1797237;837787;959446;518362;441088;1018343;778893
60;Totaal over alle leeftijden;Mannen;2023;6517970;1814002;844837;969165;522516;446651;1027921;786085
61;Totaal over alle leeftijden;Mannen;2024;6513855;1830821;852005;978819;526708;452112;1037495;793341
62;Totaal over alle leeftijden;Mannen;2025;6508702;1847704;859279;988424;530933;457482;1047060;800649
63;Totaal over alle leeftijden;Mannen;2026;6502381;1864639;866635;998005;535209;462801;1056625;808014
64;Totaal over alle leeftijden;Mannen;2027;6494799;1881620;874052;1007568;539510;468057;1066171;815448
65;Totaal over alle leeftijden;Mannen;2028;6485893;1898653;881523;1017129;543856;473274;1075719;822935
66;Totaal over alle leeftijden;Mannen;2029;6475564;1915765;889036;1026733;548269;478463;1085246;830522
67;Totaal over alle leeftijden;Mannen;2030;6463809;1932960;896592;1036358;552729;483639;1094771;838192
68;Totaal over alle leeftijden;Mannen;2031;6450525;1950269;904200;1046072;557256;488816;1104318;845955
69;Totaal over alle leeftijden;Mannen;2032;6435709;1967699;911841;1055856;561875;493987;1113866;853833
70;Totaal over alle leeftijden;Mannen;2033;6419277;1985259;919529;1065728;566568;499159;1123428;861830
71;Totaal over alle leeftijden;Mannen;2034;6401142;2002955;927252;1075711;571353;504354;1133017;869951
72;Totaal over alle leeftijden;Mannen;2035;6381321;2020819;935005;1085812;576239;509577;1142603;878214
73;Totaal over alle leeftijden;Mannen;2036;6359862;2038832;942793;1096041;581226;514812;1152208;886627
74;Totaal over alle leeftijden;Mannen;2037;6336830;2056993;950599;1106395;586333;520063;1161822;895171
75;Totaal over alle leeftijden;Mannen;2038;6312414;2075318;958428;1116882;591546;525339;1171437;903881
76;Totaal over alle leeftijden;Mannen;2039;6286768;2093775;966280;1127497;596876;530625;1181041;912739
77;Totaal over alle leeftijden;Mannen;2040;6260096;2112418;974159;1138255;602343;535913;1190619;921796
78;Totaal over alle leeftijden;Mannen;2041;6232603;2131203;982049;1149150;607930;541219;1200187;931021
79;Totaal over alle leeftijden;Mannen;2042;6204507;2150142;989972;1160159;613638;546530;1209695;940442
80;Totaal over alle leeftijden;Mannen;2043;6176018;2169225;997910;1171315;619485;551821;1219153;950066
81;Totaal over alle leeftijden;Mannen;2044;6147342;2188425;1005872;1182562;625450;557109;1228541;959883
82;Totaal over alle leeftijden;Mannen;2045;6118631;2207756;1013839;1193915;631535;562379;1237856;969902
83;Totaal over alle leeftijden;Mannen;2046;6090093;2227170;1021805;1205361;637732;567633;1247064;980112
84;Totaal over alle leeftijden;Mannen;2047;6061830;2246674;1029798;1216876;644019;572858;1256148;990523
85;Totaal over alle leeftijden;Mannen;2048;6034021;2266218;1037783;1228446;650403;578034;1265109;1001108
86;Totaal over alle leeftijden;Mannen;2049;6006749;2285801;1045759;1240049;656873;583173;1273921;1011891
87;Totaal over alle leeftijden;Mannen;2050;5980147;2305407;1053727;1251675;663413;588254;1282576;1022834
88;Totaal over alle leeftijden;Vrouwen;2007;6659895;1609161;832112;777040;453484;323551;861032;748123
89;Totaal over alle leeftijden;Vrouwen;2008;6654301;1627939;838284;789662;457895;331771;875536;752412
90;Totaal over alle leeftijden;Vrouwen;2009;6648050;1648211;845829;802381;462386;339994;890737;757479
91;Totaal over alle leeftijden;Vrouwen;2010;6641967;1669209;854195;815016;466892;348130;906138;763078
92;Totaal over alle leeftijden;Vrouwen;2011;6635868;1690702;862824;827874;471572;356310;921497;769209
93;Totaal over alle leeftijden;Vrouwen;2012;6629846;1712162;871435;840726;476281;364441;936525;775631
94;Totaal over alle leeftijden;Vrouwen;2013;6624042;1733316;880088;853230;480924;372300;951174;782150
95;Totaal over alle leeftijden;Vrouwen;2014;6618286;1754235;888806;865424;485513;379906;965581;788663
96;Totaal over alle leeftijden;Vrouwen;2015;6612494;1774883;897540;877333;490045;387292;979748;795132
97;Totaal over alle leeftijden;Vrouwen;2016;6606717;1795319;906317;888993;494539;394464;993718;801606
98;Totaal over alle leeftijden;Vrouwen;2017;6600923;1815559;915133;900425;498994;401429;1007482;808077
99;Totaal over alle leeftijden;Vrouwen;2018;6595090;1835627;924005;911619;503433;408192;1021056;814569
100;Totaal over alle leeftijden;Vrouwen;2019;6589287;1855562;932942;922620;507848;414773;1034461;821101
101;Totaal over alle leeftijden;Vrouwen;2020;6583494;1875395;941964;933435;512236;421193;1047706;827686
102;Totaal over alle leeftijden;Vrouwen;2021;6577682;1895147;951071;944078;516625;427457;1060802;834343
103;Totaal over alle leeftijden;Vrouwen;2022;6571751;1914862;960269;954591;521012;433583;1073775;841085
104;Totaal over alle leeftijden;Vrouwen;2023;6565581;1934553;969547;965008;525401;439609;1086648;847905
105;Totaal over alle leeftijden;Vrouwen;2024;6559059;1954245;978903;975354;529813;445537;1099433;854824
106;Totaal over alle leeftijden;Vrouwen;2025;6552075;1973977;988342;985639;534235;451405;1112150;861835
107;Totaal over alle leeftijden;Vrouwen;2026;6544493;1993747;997848;995903;538697;457205;1124799;868948
108;Totaal over alle leeftijden;Vrouwen;2027;6536207;2013576;1007428;1006141;543190;462949;1137406;876173
109;Totaal over alle leeftijden;Vrouwen;2028;6527071;2033448;1017070;1016385;547717;468670;1149942;883503
110;Totaal over alle leeftijden;Vrouwen;2029;6516937;2053388;1026756;1026627;552271;474368;1162431;890954
111;Totaal over alle leeftijden;Vrouwen;2030;6505706;2073411;1036490;1036914;556877;480039;1174884;898527
112;Totaal over alle leeftijden;Vrouwen;2031;6493191;2093528;1046277;1047255;561540;485709;1187307;906222
113;Totaal over alle leeftijden;Vrouwen;2032;6479270;2113737;1056085;1057650;566267;491382;1199706;914034
114;Totaal over alle leeftijden;Vrouwen;2033;6463877;2134045;1065924;1068115;571045;497065;1212065;921983
115;Totaal over alle leeftijden;Vrouwen;2034;6446880;2154478;1075799;1078678;575928;502757;1224396;930082
116;Totaal over alle leeftijden;Vrouwen;2035;6428233;2175013;1085671;1089338;580885;508460;1236696;938316
117;Totaal over alle leeftijden;Vrouwen;2036;6407944;2195662;1095561;1100101;585930;514170;1248957;946708
118;Totaal over alle leeftijden;Vrouwen;2037;6385974;2216420;1105441;1110975;591076;519901;1261175;955247
119;Totaal over alle leeftijden;Vrouwen;2038;6362460;2237299;1115321;1121973;596346;525630;1273331;963957
120;Totaal over alle leeftijden;Vrouwen;2039;6337501;2258254;1125187;1133077;601719;531359;1285423;972842
121;Totaal over alle leeftijden;Vrouwen;2040;6311268;2279304;1135016;1144295;607194;537093;1297417;981892
122;Totaal over alle leeftijden;Vrouwen;2041;6283921;2300438;1144814;1155617;612790;542829;1309313;991118
123;Totaal over alle leeftijden;Vrouwen;2042;6255685;2321632;1154576;1167051;618515;548549;1321092;1000541
124;Totaal over alle leeftijden;Vrouwen;2043;6226769;2342896;1164297;1178602;624348;554245;1332745;1010154
125;Totaal over alle leeftijden;Vrouwen;2044;6197375;2364170;1173962;1190216;630286;559930;1344226;1019948
126;Totaal over alle leeftijden;Vrouwen;2045;6167661;2385479;1183545;1201927;636340;565596;1355544;1029934
127;Totaal over alle leeftijden;Vrouwen;2046;6137816;2406765;1193043;1213727;642501;571225;1366672;1040094
128;Totaal over alle leeftijden;Vrouwen;2047;6108024;2428028;1202455;1225573;648756;576822;1377580;1050453
129;Totaal over alle leeftijden;Vrouwen;2048;6078440;2449218;1211752;1237457;655090;582379;1388243;1060974
130;Totaal over alle leeftijden;Vrouwen;2049;6049167;2470310;1220927;1249387;661512;587885;1398644;1071667
131;Totaal over alle leeftijden;Vrouwen;2050;6020278;2491275;1229949;1261329;667990;593342;1408773;1082500
132;0 jaar;Mannen en vrouwen;2007;140053;44358;632;43726;19951;23775;31632;12726
133;0 jaar;Mannen en vrouwen;2008;138133;43630;666;42964;19779;23186;30757;12873
134;0 jaar;Mannen en vrouwen;2009;136744;43098;692;42406;19730;22676;30003;13095
135;0 jaar;Mannen en vrouwen;2010;135886;42595;708;41887;19720;22167;29231;13365
136;0 jaar;Mannen en vrouwen;2011;135109;42194;714;41479;19777;21702;28501;13693
137;0 jaar;Mannen en vrouwen;2012;134502;41792;719;41072;19848;21225;27752;14040
138;0 jaar;Mannen en vrouwen;2013;134372;41325;721;40605;19913;20692;26940;14386
139;0 jaar;Mannen en vrouwen;2014;134602;40907;723;40184;20000;20184;26172;14735
140;0 jaar;Mannen en vrouwen;2015;135184;40541;725;39817;20106;19711;25462;15080
141;0 jaar;Mannen en vrouwen;2016;136025;40216;726;39490;20224;19266;24801;15415
142;0 jaar;Mannen en vrouwen;2017;137056;39937;727;39210;20355;18855;24194;15743
143;0 jaar;Mannen en vrouwen;2018;138173;39698;728;38970;20494;18476;23639;16060
144;0 jaar;Mannen en vrouwen;2019;139478;39497;728;38768;20639;18129;23137;16360
145;0 jaar;Mannen en vrouwen;2020;140758;39329;730;38599;20782;17818;22684;16645
146;0 jaar;Mannen en vrouwen;2021;141957;39204;731;38473;20939;17534;22282;16921
147;0 jaar;Mannen en vrouwen;2022;143032;39119;732;38387;21097;17291;21934;17185
148;0 jaar;Mannen en vrouwen;2023;143924;39071;732;38338;21259;17080;21634;17436
149;0 jaar;Mannen en vrouwen;2024;144641;39062;733;38329;21427;16902;21388;17674
150;0 jaar;Mannen en vrouwen;2025;145225;39093;734;38359;21599;16760;21190;17904
151;0 jaar;Mannen en vrouwen;2026;145621;39158;735;38423;21774;16649;21034;18124
152;0 jaar;Mannen en vrouwen;2027;145855;39251;736;38515;21955;16561;20911;18340
153;0 jaar;Mannen en vrouwen;2028;145955;39382;737;38645;22132;16513;20829;18553
154;0 jaar;Mannen en vrouwen;2029;145856;39545;737;38808;22322;16487;20782;18763
155;0 jaar;Mannen en vrouwen;2030;145670;39730;739;38991;22506;16486;20763;18967
156;0 jaar;Mannen en vrouwen;2031;145222;39947;739;39207;22697;16510;20768;19179
157;0 jaar;Mannen en vrouwen;2032;144631;40183;740;39443;22887;16557;20798;19385
158;0 jaar;Mannen en vrouwen;2033;143817;40451;742;39709;23095;16614;20847;19603
159;0 jaar;Mannen en vrouwen;2034;142785;40736;742;39994;23307;16687;20917;19819
160;0 jaar;Mannen en vrouwen;2035;141603;41047;742;40305;23535;16771;21003;20044
161;0 jaar;Mannen en vrouwen;2036;140314;41375;744;40631;23762;16869;21103;20272
162;0 jaar;Mannen en vrouwen;2037;138914;41709;744;40965;23997;16968;21210;20499
163;0 jaar;Mannen en vrouwen;2038;137546;42060;744;41316;24239;17077;21328;20732
164;0 jaar;Mannen en vrouwen;2039;136191;42418;746;41671;24483;17189;21452;20966
165;0 jaar;Mannen en vrouwen;2040;134965;42781;747;42034;24727;17307;21580;21201
166;0 jaar;Mannen en vrouwen;2041;133874;43149;748;42402;24975;17427;21707;21443
167;0 jaar;Mannen en vrouwen;2042;132942;43513;749;42764;25222;17542;21837;21675
168;0 jaar;Mannen en vrouwen;2043;132222;43876;749;43127;25464;17663;21968;21908
169;0 jaar;Mannen en vrouwen;2044;131689;44231;750;43481;25701;17780;22095;22136
170;0 jaar;Mannen en vrouwen;2045;131310;44593;751;43842;25944;17898;22221;22372
171;0 jaar;Mannen en vrouwen;2046;131163;44939;751;44188;26178;18011;22340;22599
172;0 jaar;Mannen en vrouwen;2047;131111;45282;752;44530;26405;18125;22457;22825
173;0 jaar;Mannen en vrouwen;2048;131241;45611;753;44858;26631;18226;22567;23044
174;0 jaar;Mannen en vrouwen;2049;131454;45933;753;45180;26847;18333;22670;23263
175;0 jaar;Mannen en vrouwen;2050;131760;46247;755;45492;27060;18432;22770;23477
176;0 jaar;Mannen;2007;71733;22686;279;22407;10225;12182;16177;6509
177;0 jaar;Mannen;2008;70750;22312;295;22017;10136;11881;15729;6583
178;0 jaar;Mannen;2009;70035;22045;310;21734;10112;11622;15346;6698
179;0 jaar;Mannen;2010;69594;21791;321;21469;10108;11361;14953;6838
180;0 jaar;Mannen;2011;69191;21587;326;21261;10137;11125;14581;7006
181;0 jaar;Mannen;2012;68873;21394;332;21062;10177;10885;14209;7185
182;0 jaar;Mannen;2013;68803;21159;333;20825;10211;10615;13797;7362
183;0 jaar;Mannen;2014;68920;20946;335;20610;10254;10356;13405;7541
184;0 jaar;Mannen;2015;69215;20761;336;20425;10312;10114;13044;7717
185;0 jaar;Mannen;2016;69644;20597;337;20260;10373;9887;12707;7890
186;0 jaar;Mannen;2017;70171;20456;338;20119;10441;9678;12398;8059
187;0 jaar;Mannen;2018;70744;20334;338;19996;10510;9486;12114;8219
188;0 jaar;Mannen;2019;71410;20234;338;19896;10586;9310;11861;8373
189;0 jaar;Mannen;2020;72065;20150;339;19811;10661;9150;11630;8521
190;0 jaar;Mannen;2021;72680;20086;339;19747;10741;9006;11425;8661
191;0 jaar;Mannen;2022;73229;20046;340;19705;10823;8883;11249;8797
192;0 jaar;Mannen;2023;73684;20023;340;19683;10906;8776;11098;8925
193;0 jaar;Mannen;2024;74052;20019;340;19679;10993;8685;10973;9046
194;0 jaar;Mannen;2025;74349;20038;341;19697;11083;8614;10873;9165
195;0 jaar;Mannen;2026;74553;20072;341;19730;11171;8559;10795;9277
196;0 jaar;Mannen;2027;74672;20120;342;19779;11264;8515;10733;9388
197;0 jaar;Mannen;2028;74723;20189;343;19846;11355;8492;10692;9497
198;0 jaar;Mannen;2029;74671;20274;343;19932;11454;8478;10669;9605
199;0 jaar;Mannen;2030;74575;20370;344;20027;11548;8479;10661;9710
200;0 jaar;Mannen;2031;74346;20481;344;20137;11646;8491;10663;9818
201;0 jaar;Mannen;2032;74044;20603;344;20259;11743;8516;10679;9923
202;0 jaar;Mannen;2033;73628;20740;345;20395;11850;8545;10705;10035
203;0 jaar;Mannen;2034;73100;20885;345;20540;11957;8583;10740;10145
204;0 jaar;Mannen;2035;72495;21045;345;20700;12076;8624;10784;10261
205;0 jaar;Mannen;2036;71836;21212;346;20866;12191;8675;10834;10378
206;0 jaar;Mannen;2037;71118;21383;346;21037;12311;8726;10890;10494
207;0 jaar;Mannen;2038;70419;21563;346;21216;12434;8783;10949;10613
208;0 jaar;Mannen;2039;69725;21745;347;21398;12561;8838;11012;10733
209;0 jaar;Mannen;2040;69097;21932;347;21584;12687;8897;11078;10854
210;0 jaar;Mannen;2041;68541;22119;348;21771;12811;8960;11141;10978
211;0 jaar;Mannen;2042;68065;22304;348;21955;12938;9018;11208;11096
212;0 jaar;Mannen;2043;67696;22491;348;22142;13062;9080;11274;11217
213;0 jaar;Mannen;2044;67423;22673;350;22324;13184;9139;11339;11334
214;0 jaar;Mannen;2045;67230;22858;350;22508;13308;9200;11403;11455
215;0 jaar;Mannen;2046;67156;23034;350;22685;13428;9257;11463;11571
216;0 jaar;Mannen;2047;67132;23209;351;22858;13544;9314;11522;11687
217;0 jaar;Mannen;2048;67197;23378;351;23027;13661;9367;11579;11799
218;0 jaar;Mannen;2049;67309;23541;351;23190;13770;9421;11630;11911
219;0 jaar;Mannen;2050;67467;23702;352;23350;13880;9471;11681;12021
220;0 jaar;Vrouwen;2007;68321;21671;353;21319;9726;11592;15455;6217
221;0 jaar;Vrouwen;2008;67383;21318;371;20947;9643;11305;15029;6290
222;0 jaar;Vrouwen;2009;66709;21053;381;20672;9618;11054;14657;6396
223;0 jaar;Vrouwen;2010;66292;20805;387;20418;9612;10805;14278;6527
224;0 jaar;Vrouwen;2011;65918;20606;388;20218;9641;10577;13919;6687
225;0 jaar;Vrouwen;2012;65628;20398;387;20011;9671;10339;13542;6855
226;0 jaar;Vrouwen;2013;65569;20166;387;19779;9703;10077;13142;7024
227;0 jaar;Vrouwen;2014;65682;19961;387;19574;9745;9828;12767;7194
228;0 jaar;Vrouwen;2015;65969;19780;389;19391;9794;9597;12418;7363
229;0 jaar;Vrouwen;2016;66381;19619;389;19230;9851;9379;12094;7525
230;0 jaar;Vrouwen;2017;66885;19481;389;19092;9914;9177;11797;7685
231;0 jaar;Vrouwen;2018;67429;19364;391;18974;9984;8990;11524;7840
232;0 jaar;Vrouwen;2019;68067;19263;391;18873;10053;8820;11277;7987
233;0 jaar;Vrouwen;2020;68693;19179;391;18788;10121;8667;11054;8125
234;0 jaar;Vrouwen;2021;69277;19117;392;18726;10198;8528;10857;8260
235;0 jaar;Vrouwen;2022;69803;19074;392;18682;10274;8408;10685;8388
236;0 jaar;Vrouwen;2023;70240;19048;392;18656;10353;8303;10536;8511
237;0 jaar;Vrouwen;2024;70589;19043;393;18650;10434;8217;10415;8628
238;0 jaar;Vrouwen;2025;70876;19055;393;18662;10517;8146;10317;8739
239;0 jaar;Vrouwen;2026;71068;19086;393;18693;10603;8089;10239;8847
240;0 jaar;Vrouwen;2027;71183;19131;394;18737;10691;8046;10179;8952
241;0 jaar;Vrouwen;2028;71232;19193;394;18799;10778;8021;10137;9056
242;0 jaar;Vrouwen;2029;71185;19271;394;18877;10868;8009;10113;9158
243;0 jaar;Vrouwen;2030;71095;19360;396;18965;10958;8007;10102;9258
244;0 jaar;Vrouwen;2031;70876;19466;396;19070;11051;8019;10105;9361
245;0 jaar;Vrouwen;2032;70587;19580;396;19185;11144;8041;10119;9462
246;0 jaar;Vrouwen;2033;70190;19711;397;19314;11245;8069;10142;9568
247;0 jaar;Vrouwen;2034;69685;19851;397;19454;11350;8104;10177;9674
248;0 jaar;Vrouwen;2035;69108;20002;397;19605;11459;8146;10219;9783
249;0 jaar;Vrouwen;2036;68478;20163;398;19765;11570;8195;10269;9895
250;0 jaar;Vrouwen;2037;67796;20326;398;19928;11686;8242;10321;10005
251;0 jaar;Vrouwen;2038;67127;20498;398;20100;11805;8295;10379;10119
252;0 jaar;Vrouwen;2039;66466;20672;399;20273;11922;8351;10439;10233
253;0 jaar;Vrouwen;2040;65868;20849;399;20450;12040;8409;10502;10347
254;0 jaar;Vrouwen;2041;65333;21030;399;20631;12163;8467;10565;10465
255;0 jaar;Vrouwen;2042;64877;21209;400;20809;12284;8525;10630;10579
256;0 jaar;Vrouwen;2043;64526;21385;400;20985;12402;8583;10694;10692
257;0 jaar;Vrouwen;2044;64266;21558;401;21158;12517;8641;10756;10802
258;0 jaar;Vrouwen;2045;64080;21735;402;21334;12635;8699;10818;10918
259;0 jaar;Vrouwen;2046;64007;21905;402;21503;12750;8754;10877;11028
260;0 jaar;Vrouwen;2047;63979;22073;402;21671;12860;8811;10935;11138
261;0 jaar;Vrouwen;2048;64044;22233;403;21830;12971;8860;10988;11245
262;0 jaar;Vrouwen;2049;64145;22392;403;21989;13077;8912;11040;11352
263;0 jaar;Vrouwen;2050;64294;22545;403;22142;13181;8961;11089;11456
264;1 jaar;Mannen en vrouwen;2007;142389;44487;1853;42633;19240;23393;32218;12268
265;1 jaar;Mannen en vrouwen;2008;139954;44294;1606;42688;19442;23246;31508;12786
266;1 jaar;Mannen en vrouwen;2009;137993;43702;1674;42028;19309;22719;30745;12957
267;1 jaar;Mannen en vrouwen;2010;136598;43260;1720;41540;19286;22254;30066;13194
268;1 jaar;Mannen en vrouwen;2011;135711;42855;1743;41112;19304;21808;29372;13483
269;1 jaar;Mannen en vrouwen;2012;134925;42521;1749;40771;19377;21395;28703;13818
270;1 jaar;Mannen en vrouwen;2013;134336;42150;1759;40391;19452;20939;27988;14162
271;1 jaar;Mannen en vrouwen;2014;134209;41718;1765;39952;19523;20429;27213;14505
272;1 jaar;Mannen en vrouwen;2015;134436;41326;1770;39556;19615;19942;26476;14850
273;1 jaar;Mannen en vrouwen;2016;135002;40992;1775;39217;19727;19489;25800;15192
274;1 jaar;Mannen en vrouwen;2017;135826;40691;1778;38913;19849;19064;25167;15524
275;1 jaar;Mannen en vrouwen;2018;136840;40433;1782;38652;19984;18667;24585;15848
276;1 jaar;Mannen en vrouwen;2019;137932;40220;1785;38435;20128;18307;24056;16164
277;1 jaar;Mannen en vrouwen;2020;139218;40038;1788;38250;20276;17974;23577;16462
278;1 jaar;Mannen en vrouwen;2021;140478;39891;1792;38099;20422;17677;23143;16748
279;1 jaar;Mannen en vrouwen;2022;141658;39786;1794;37992;20587;17405;22761;17025
280;1 jaar;Mannen en vrouwen;2023;142715;39720;1798;37922;20749;17174;22430;17290
281;1 jaar;Mannen en vrouwen;2024;143589;39692;1800;37892;20916;16976;22147;17544
282;1 jaar;Mannen en vrouwen;2025;144291;39703;1804;37898;21089;16809;21916;17787
283;1 jaar;Mannen en vrouwen;2026;144861;39752;1807;37945;21269;16676;21733;18019
284;1 jaar;Mannen en vrouwen;2027;145251;39829;1810;38020;21446;16574;21586;18244
285;1 jaar;Mannen en vrouwen;2028;145477;39936;1814;38123;21629;16494;21472;18464
