ID;Brandstofsoort;LeeftijdVoertuig;Eigendomssituatie;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandsePersonenautoSInGebruik_10
194;Totaal;Voertuig 9 jaar of ouder;Bedrijf;2020;946.3;911.9;34.4;1028.1;911.9;116.2;10471;9288;1183;98185
195;Totaal;Voertuig 9 jaar of ouder;Bedrijf;2021;1098.2;1060.5;37.7;1193.8;1060.5;133.2;11180;9932;1248;106774
196;Totaal;Voertuig 9 jaar of ouder;Bedrijf;2022;1269.3;1208.5;60.8;1416.8;1208.5;208.3;12275;10470;1805;115424
197;Totaal;Voertuig 9 jaar of ouder;Bedrijf;2023;1405.3;1333.5;71.9;1568.1;1333.5;234.6;12768;10858;1911;122812
198;Benzine/overige;Totaal leeftijd voertuig;Totaal;2018;76603.8;72714.1;3889.7;84311.5;72714.1;11597.4;11170;9633;1536;7548173
199;Benzine/overige;Totaal leeftijd voertuig;Totaal;2019;79015.2;74963.5;4051.7;87812.1;74963.5;12848.6;11264;9616;1648;7795575
200;Benzine/overige;Totaal leeftijd voertuig;Totaal;2020;69885.2;67346.1;2539.1;75925.3;67346.1;8579.2;9504;8430;1074;7988971
201;Benzine/overige;Totaal leeftijd voertuig;Totaal;2021;76940.7;74297.8;2642.9;83633.0;74297.8;9335.2;10138;9006;1132;8249714
202;Benzine/overige;Totaal leeftijd voertuig;Totaal;2022;83985.6;79964.4;4021.2;93749.4;79964.4;13785.0;11141;9503;1638;8414993
203;Benzine/overige;Totaal leeftijd voertuig;Totaal;2023;91065.5;86407.3;4658.2;101612.0;86407.3;15204.7;11707;9955;1752;8679774
204;Benzine/overige;Totaal leeftijd voertuig;Particulier;2018;65530.7;62203.3;3327.4;72124.3;62203.3;9921.0;10474;9033;1441;6885851
205;Benzine/overige;Totaal leeftijd voertuig;Particulier;2019;65864.0;62486.6;3377.4;73196.7;62486.6;10710.1;10436;8909;1527;7013963
206;Benzine/overige;Totaal leeftijd voertuig;Particulier;2020;58270.7;56153.6;2117.1;63307.0;56153.6;7153.4;8842;7843;999;7160109
207;Benzine/overige;Totaal leeftijd voertuig;Particulier;2021;63070.8;60904.3;2166.5;68556.6;60904.3;7652.3;9322;8282;1041;7354173
208;Benzine/overige;Totaal leeftijd voertuig;Particulier;2022;66963.1;63756.9;3206.2;74747.9;63756.9;10991.0;10073;8592;1481;7420524
209;Benzine/overige;Totaal leeftijd voertuig;Particulier;2023;71355.5;67705.5;3650.0;79619.3;67705.5;11913.8;10509;8936;1573;7576304
210;Benzine/overige;Totaal leeftijd voertuig;Bedrijf;2018;11073.0;10510.8;562.3;12187.2;10510.8;1676.4;18401;15870;2531;662322
211;Benzine/overige;Totaal leeftijd voertuig;Bedrijf;2019;13151.2;12476.9;674.4;14615.4;12476.9;2138.5;18699;15963;2736;781612
212;Benzine/overige;Totaal leeftijd voertuig;Bedrijf;2020;11614.5;11192.5;422.0;12618.4;11192.5;1425.8;15224;13504;1720;828862
213;Benzine/overige;Totaal leeftijd voertuig;Bedrijf;2021;13869.9;13393.5;476.4;15076.3;13393.5;1682.8;16835;14956;1879;895541
214;Benzine/overige;Totaal leeftijd voertuig;Bedrijf;2022;17022.5;16207.5;815.0;19001.5;16207.5;2794.0;19107;16298;2810;994469
215;Benzine/overige;Totaal leeftijd voertuig;Bedrijf;2023;19710.0;18701.8;1008.2;21992.7;18701.8;3290.9;19931;16948;2982;1103469
216;Benzine/overige;Voertuig 0 jaar oud;Totaal;2018;3691.8;3504.3;187.5;4063.3;3504.3;558.9;10565;9112;1453;384587
217;Benzine/overige;Voertuig 0 jaar oud;Totaal;2019;4080.8;3871.5;209.3;4535.1;3871.5;663.6;10979;9372;1606;413080
218;Benzine/overige;Voertuig 0 jaar oud;Totaal;2020;2366.8;2280.8;86.0;2571.3;2280.8;290.5;7638;6775;863;336663
219;Benzine/overige;Voertuig 0 jaar oud;Totaal;2021;2741.8;2647.7;94.2;2980.3;2647.7;332.7;9407;8357;1050;316817
220;Benzine/overige;Voertuig 0 jaar oud;Totaal;2022;2751.8;2620.1;131.8;3071.8;2620.1;451.7;10003;8532;1471;307094
221;Benzine/overige;Voertuig 0 jaar oud;Totaal;2023;3782.6;3589.1;193.5;4220.6;3589.1;631.6;11643;9901;1742;362508
222;Benzine/overige;Voertuig 0 jaar oud;Particulier;2018;1487.2;1411.7;75.5;1636.9;1411.7;225.2;8337;7191;1147;196328
223;Benzine/overige;Voertuig 0 jaar oud;Particulier;2019;1270.0;1204.9;65.1;1411.4;1204.9;206.5;8080;6898;1182;174686
224;Benzine/overige;Voertuig 0 jaar oud;Particulier;2020;799.9;770.8;29.1;869.0;770.8;98.2;5965;5291;674;145689
225;Benzine/overige;Voertuig 0 jaar oud;Particulier;2021;863.5;833.9;29.7;938.6;833.9;104.8;7108;6314;793;132061
226;Benzine/overige;Voertuig 0 jaar oud;Particulier;2022;856.2;815.2;41.0;955.7;815.2;140.5;7671;6543;1128;124580
227;Benzine/overige;Voertuig 0 jaar oud;Particulier;2023;963.3;914.0;49.3;1074.9;914.0;160.8;8424;7163;1260;127601
228;Benzine/overige;Voertuig 0 jaar oud;Bedrijf;2018;2204.6;2092.6;111.9;2426.4;2092.6;333.8;12888;11116;1773;188259
229;Benzine/overige;Voertuig 0 jaar oud;Bedrijf;2019;2810.7;2666.6;144.1;3123.6;2666.6;457.0;13103;11186;1917;238394
230;Benzine/overige;Voertuig 0 jaar oud;Bedrijf;2020;1566.9;1509.9;56.9;1702.3;1509.9;192.4;8914;7907;1007;190974
231;Benzine/overige;Voertuig 0 jaar oud;Bedrijf;2021;1878.3;1813.8;64.5;2041.7;1813.8;227.9;11051;9817;1233;184756
232;Benzine/overige;Voertuig 0 jaar oud;Bedrijf;2022;1895.7;1804.9;90.8;2116.1;1804.9;311.1;11594;9889;1705;182514
233;Benzine/overige;Voertuig 0 jaar oud;Bedrijf;2023;2819.3;2675.1;144.2;3145.8;2675.1;470.7;13392;11388;2004;234907
234;Benzine/overige;Voertuig 1 jaar oud;Totaal;2018;5431.6;5155.8;275.8;5978.1;5155.8;822.3;16271;14033;2238;367408
235;Benzine/overige;Voertuig 1 jaar oud;Totaal;2019;6637.4;6297.0;340.4;7376.3;6297.0;1079.3;17390;14846;2545;424165
236;Benzine/overige;Voertuig 1 jaar oud;Totaal;2020;6165.7;5941.7;224.0;6698.6;5941.7;756.9;14711;13048;1662;455360
237;Benzine/overige;Voertuig 1 jaar oud;Totaal;2021;5604.0;5411.5;192.5;6091.5;5411.5;679.9;15831;14064;1767;384788
238;Benzine/overige;Voertuig 1 jaar oud;Totaal;2022;5997.9;5710.7;287.2;6695.2;5710.7;984.5;18306;15614;2692;365740
239;Benzine/overige;Voertuig 1 jaar oud;Totaal;2023;5986.2;5680.0;306.2;6679.5;5680.0;999.5;18957;16121;2837;352347
240;Benzine/overige;Voertuig 1 jaar oud;Particulier;2018;2899.3;2752.1;147.2;3191.0;2752.1;438.9;12932;11153;1779;246754
241;Benzine/overige;Voertuig 1 jaar oud;Particulier;2019;3085.5;2927.3;158.2;3429.0;2927.3;501.7;12999;11097;1902;263799
242;Benzine/overige;Voertuig 1 jaar oud;Particulier;2020;2392.4;2305.5;86.9;2599.2;2305.5;293.7;10557;9364;1193;246197
243;Benzine/overige;Voertuig 1 jaar oud;Particulier;2021;2141.5;2067.9;73.6;2327.8;2067.9;259.8;11435;10159;1276;203564
244;Benzine/overige;Voertuig 1 jaar oud;Particulier;2022;2087.2;1987.3;99.9;2329.9;1987.3;342.6;12789;10908;1880;182187
245;Benzine/overige;Voertuig 1 jaar oud;Particulier;2023;2122.7;2014.1;108.6;2368.5;2014.1;354.4;13332;11337;1995;177659
246;Benzine/overige;Voertuig 1 jaar oud;Bedrijf;2018;2532.4;2403.8;128.6;2787.2;2403.8;383.4;23100;19923;3178;120654
247;Benzine/overige;Voertuig 1 jaar oud;Bedrijf;2019;3551.9;3369.7;182.1;3947.3;3369.7;577.6;24614;21013;3602;160366
248;Benzine/overige;Voertuig 1 jaar oud;Bedrijf;2020;3773.3;3636.2;137.1;4099.4;3636.2;463.2;19599;17385;2215;209163
249;Benzine/overige;Voertuig 1 jaar oud;Bedrijf;2021;3462.5;3343.6;118.9;3763.7;3343.6;420.1;20768;18450;2318;181224
250;Benzine/overige;Voertuig 1 jaar oud;Bedrijf;2022;3910.6;3723.4;187.2;4365.3;3723.4;641.9;23782;20285;3497;183553
251;Benzine/overige;Voertuig 1 jaar oud;Bedrijf;2023;3863.6;3665.9;197.6;4311.0;3665.9;645.1;24678;20986;3693;174688
252;Benzine/overige;Voertuig 2 jaar oud;Totaal;2018;4738.0;4497.4;240.6;5214.7;4497.4;717.3;15278;13176;2102;341324
253;Benzine/overige;Voertuig 2 jaar oud;Totaal;2019;5382.2;5106.2;276.0;5981.4;5106.2;875.2;15657;13366;2291;382026
254;Benzine/overige;Voertuig 2 jaar oud;Totaal;2020;5398.2;5202.1;196.1;5864.8;5202.1;662.7;13269;11769;1499;442001
255;Benzine/overige;Voertuig 2 jaar oud;Totaal;2021;6830.5;6595.9;234.6;7424.6;6595.9;828.7;15348;13635;1713;483761
256;Benzine/overige;Voertuig 2 jaar oud;Totaal;2022;6377.0;6071.7;305.3;7118.4;6071.7;1046.7;17433;14870;2563;408324
257;Benzine/overige;Voertuig 2 jaar oud;Totaal;2023;6552.6;6217.4;335.2;7311.5;6217.4;1094.1;18218;15492;2726;401328
258;Benzine/overige;Voertuig 2 jaar oud;Particulier;2018;2916.5;2768.4;148.1;3209.9;2768.4;441.5;12707;10959;1748;252610
259;Benzine/overige;Voertuig 2 jaar oud;Particulier;2019;3212.7;3047.9;164.7;3570.3;3047.9;522.4;12806;10932;1874;278807
260;Benzine/overige;Voertuig 2 jaar oud;Particulier;2020;2963.3;2855.6;107.7;3219.4;2855.6;363.8;10664;9459;1205;301893
261;Benzine/overige;Voertuig 2 jaar oud;Particulier;2021;3094.2;2987.9;106.3;3363.4;2987.9;375.4;11551;10262;1289;291171
262;Benzine/overige;Voertuig 2 jaar oud;Particulier;2022;2685.0;2556.5;128.6;2997.2;2556.5;440.7;12875;10982;1893;232791
263;Benzine/overige;Voertuig 2 jaar oud;Particulier;2023;2699.0;2561.0;138.1;3011.6;2561.0;450.6;13108;11147;1961;229748
264;Benzine/overige;Voertuig 2 jaar oud;Bedrijf;2018;1821.5;1729.0;92.5;2004.8;1729.0;275.8;22598;19490;3109;88715
265;Benzine/overige;Voertuig 2 jaar oud;Bedrijf;2019;2169.6;2058.3;111.3;2411.1;2058.3;352.8;23359;19941;3418;103219
266;Benzine/overige;Voertuig 2 jaar oud;Bedrijf;2020;2434.9;2346.5;88.5;2645.4;2346.5;298.9;18881;16748;2133;140108
267;Benzine/overige;Voertuig 2 jaar oud;Bedrijf;2021;3736.3;3608.0;128.3;4061.3;3608.0;453.3;21088;18734;2354;192590
268;Benzine/overige;Voertuig 2 jaar oud;Bedrijf;2022;3692.0;3515.2;176.8;4121.2;3515.2;606.0;23478;20026;3452;175533
269;Benzine/overige;Voertuig 2 jaar oud;Bedrijf;2023;3853.5;3656.4;197.1;4299.8;3656.4;643.4;25060;21310;3750;171580
270;Benzine/overige;Voertuig 3 jaar oud;Totaal;2018;5078.2;4820.3;257.9;5589.1;4820.3;768.8;15426;13304;2122;362324
271;Benzine/overige;Voertuig 3 jaar oud;Totaal;2019;4593.2;4357.7;235.5;5104.6;4357.7;746.9;14412;12303;2109;354201
272;Benzine/overige;Voertuig 3 jaar oud;Totaal;2020;4375.4;4216.4;159.0;4753.6;4216.4;537.1;11918;10571;1347;398866
273;Benzine/overige;Voertuig 3 jaar oud;Totaal;2021;5669.2;5474.4;194.7;6162.3;5474.4;687.8;13162;11693;1469;468198
274;Benzine/overige;Voertuig 3 jaar oud;Totaal;2022;7294.5;6945.3;349.3;8142.6;6945.3;1197.3;16175;13797;2378;503406
275;Benzine/overige;Voertuig 3 jaar oud;Totaal;2023;6683.1;6341.3;341.9;7457.1;6341.3;1115.9;17159;14591;2568;434602
276;Benzine/overige;Voertuig 3 jaar oud;Particulier;2018;2947.9;2798.2;149.7;3244.5;2798.2;446.3;12264;10577;1687;264564
277;Benzine/overige;Voertuig 3 jaar oud;Particulier;2019;3079.4;2921.5;157.9;3422.3;2921.5;500.7;12311;10509;1801;277992
278;Benzine/overige;Voertuig 3 jaar oud;Particulier;2020;2983.0;2874.6;108.4;3240.8;2874.6;366.2;10365;9194;1171;312670
279;Benzine/overige;Voertuig 3 jaar oud;Particulier;2021;3502.2;3381.9;120.3;3806.8;3381.9;424.9;11064;9829;1235;344076
280;Benzine/overige;Voertuig 3 jaar oud;Particulier;2022;3586.3;3414.6;171.7;4003.3;3414.6;588.6;12445;10615;1830;321677
281;Benzine/overige;Voertuig 3 jaar oud;Particulier;2023;3167.8;3005.7;162.0;3534.6;3005.7;528.9;13060;11106;1954;270650
282;Benzine/overige;Voertuig 3 jaar oud;Bedrijf;2018;2130.3;2022.1;108.2;2344.6;2022.1;322.5;23984;20685;3299;97760
283;Benzine/overige;Voertuig 3 jaar oud;Bedrijf;2019;1513.8;1436.2;77.6;1682.3;1436.2;246.2;22075;18845;3230;76209
284;Benzine/overige;Voertuig 3 jaar oud;Bedrijf;2020;1392.4;1341.9;50.6;1512.8;1341.9;170.9;17550;15567;1983;86197
285;Benzine/overige;Voertuig 3 jaar oud;Bedrijf;2021;2167.0;2092.6;74.4;2355.5;2092.6;262.9;18977;16859;2118;124122
286;Benzine/overige;Voertuig 3 jaar oud;Bedrijf;2022;3708.2;3530.6;177.5;4139.3;3530.6;608.6;22777;19428;3349;181729
287;Benzine/overige;Voertuig 3 jaar oud;Bedrijf;2023;3515.4;3335.6;179.8;3922.5;3335.6;586.9;23925;20345;3580;163952
288;Benzine/overige;Voertuig 4 jaar oud;Totaal;2018;3933.0;3733.3;199.7;4328.8;3733.3;595.4;13282;11455;1827;325913
289;Benzine/overige;Voertuig 4 jaar oud;Totaal;2019;4812.0;4565.2;246.7;5347.7;4565.2;782.5;14279;12190;2089;374507
290;Benzine/overige;Voertuig 4 jaar oud;Totaal;2020;3678.5;3544.9;133.6;3996.4;3544.9;451.6;10801;9581;1220;370002
291;Benzine/overige;Voertuig 4 jaar oud;Totaal;2021;4573.6;4416.5;157.1;4971.4;4416.5;554.9;11707;10400;1307;424656
292;Benzine/overige;Voertuig 4 jaar oud;Totaal;2022;5935.6;5651.4;284.2;6625.6;5651.4;974.2;13560;11567;1994;488599
293;Benzine/overige;Voertuig 4 jaar oud;Totaal;2023;7156.9;6790.8;366.1;7985.7;6790.8;1194.9;15277;12991;2286;522713
294;Benzine/overige;Voertuig 4 jaar oud;Particulier;2018;3044.7;2890.1;154.6;3351.1;2890.1;461.0;11995;10345;1650;279381
295;Benzine/overige;Voertuig 4 jaar oud;Particulier;2019;3151.6;2990.0;161.6;3502.5;2990.0;512.5;11918;10174;1744;293894
296;Benzine/overige;Voertuig 4 jaar oud;Particulier;2020;2802.1;2700.3;101.8;3044.3;2700.3;344.0;9758;8655;1103;311984
297;Benzine/overige;Voertuig 4 jaar oud;Particulier;2021;3533.0;3411.6;121.4;3840.3;3411.6;428.7;10705;9510;1195;358725
298;Benzine/overige;Voertuig 4 jaar oud;Particulier;2022;4089.3;3893.5;195.8;4564.7;3893.5;671.2;11883;10136;1747;384125
299;Benzine/overige;Voertuig 4 jaar oud;Particulier;2023;4151.0;3938.7;212.3;4631.8;3938.7;693.1;12493;10624;1869;370741
300;Benzine/overige;Voertuig 4 jaar oud;Bedrijf;2018;888.3;843.2;45.1;977.7;843.2;134.5;21011;18121;2890;46532
301;Benzine/overige;Voertuig 4 jaar oud;Bedrijf;2019;1660.3;1575.2;85.1;1845.2;1575.2;270.0;22890;19540;3349;80613
302;Benzine/overige;Voertuig 4 jaar oud;Bedrijf;2020;876.4;844.6;31.8;952.2;844.6;107.6;16412;14557;1854;58018
303;Benzine/overige;Voertuig 4 jaar oud;Bedrijf;2021;1040.6;1004.8;35.7;1131.1;1004.8;126.3;17155;15240;1915;65931
304;Benzine/overige;Voertuig 4 jaar oud;Bedrijf;2022;1846.3;1757.9;88.4;2061.0;1757.9;303.0;19727;16826;2901;104475
305;Benzine/overige;Voertuig 4 jaar oud;Bedrijf;2023;3005.8;2852.1;153.8;3354.0;2852.1;501.9;22070;18767;3302;151972
306;Benzine/overige;Voertuig 5 jaar oud;Totaal;2018;4079.1;3872.0;207.1;4489.6;3872.0;617.6;12733;10982;1752;352584
307;Benzine/overige;Voertuig 5 jaar oud;Totaal;2019;3713.0;3522.6;190.4;4126.3;3522.6;603.8;12341;10535;1806;334357
308;Benzine/overige;Voertuig 5 jaar oud;Totaal;2020;3831.2;3692.0;139.2;4162.3;3692.0;470.3;10847;9621;1226;383730
309;Benzine/overige;Voertuig 5 jaar oud;Totaal;2021;3860.6;3728.0;132.6;4196.4;3728.0;468.4;10851;9640;1211;386739
310;Benzine/overige;Voertuig 5 jaar oud;Totaal;2022;4797.6;4567.8;229.7;5355.3;4567.8;787.4;12212;10416;1796;438529
311;Benzine/overige;Voertuig 5 jaar oud;Totaal;2023;5881.4;5580.6;300.8;6562.5;5580.6;982.0;13102;11142;1961;500871
312;Benzine/overige;Voertuig 5 jaar oud;Particulier;2018;3539.1;3359.4;179.7;3895.2;3359.4;535.8;12166;10493;1674;320162
313;Benzine/overige;Voertuig 5 jaar oud;Particulier;2019;3299.5;3130.3;169.2;3666.8;3130.3;536.5;11915;10171;1743;307758
314;Benzine/overige;Voertuig 5 jaar oud;Particulier;2020;3164.3;3049.4;115.0;3437.8;3049.4;388.5;10180;9030;1150;337711
315;Benzine/overige;Voertuig 5 jaar oud;Particulier;2021;3361.4;3246.0;115.5;3653.8;3246.0;407.8;10413;9250;1162;350904
316;Benzine/overige;Voertuig 5 jaar oud;Particulier;2022;4126.3;3928.8;197.6;4606.0;3928.8;677.3;11674;9957;1717;394562
317;Benzine/overige;Voertuig 5 jaar oud;Particulier;2023;4798.8;4553.3;245.5;5354.5;4553.3;801.2;12366;10515;1850;433020
318;Benzine/overige;Voertuig 5 jaar oud;Bedrijf;2018;540.1;512.6;27.4;594.4;512.6;81.8;18334;15812;2522;32422
319;Benzine/overige;Voertuig 5 jaar oud;Bedrijf;2019;413.5;392.3;21.2;459.5;392.3;67.2;17275;14748;2528;26599
320;Benzine/overige;Voertuig 5 jaar oud;Bedrijf;2020;666.8;642.6;24.2;724.5;642.6;81.9;15743;13964;1779;46019
321;Benzine/overige;Voertuig 5 jaar oud;Bedrijf;2021;499.2;482.1;17.1;542.6;482.1;60.6;15143;13452;1690;35835
322;Benzine/overige;Voertuig 5 jaar oud;Bedrijf;2022;671.2;639.1;32.1;749.2;639.1;110.2;17041;14535;2506;43967
323;Benzine/overige;Voertuig 5 jaar oud;Bedrijf;2023;1082.6;1027.2;55.4;1208.0;1027.2;180.8;17804;15140;2664;67851
324;Benzine/overige;Voertuig 6 jaar oud;Totaal;2018;4145.4;3934.9;210.5;4562.5;3934.9;627.6;11739;10124;1615;388661
325;Benzine/overige;Voertuig 6 jaar oud;Totaal;2019;3852.3;3654.7;197.5;4281.2;3654.7;626.4;12060;10295;1765;354990
326;Benzine/overige;Voertuig 6 jaar oud;Totaal;2020;3110.7;2997.7;113.0;3379.6;2997.7;381.9;9917;8796;1121;340791
327;Benzine/overige;Voertuig 6 jaar oud;Totaal;2021;3920.0;3785.4;134.7;4261.0;3785.4;475.6;10928;9708;1220;389920
328;Benzine/overige;Voertuig 6 jaar oud;Totaal;2022;4115.9;3918.8;197.1;4594.4;3918.8;675.6;11680;9963;1717;393350
329;Benzine/overige;Voertuig 6 jaar oud;Totaal;2023;4871.5;4622.3;249.2;5435.6;4622.3;813.4;12208;10381;1827;445269
330;Benzine/overige;Voertuig 6 jaar oud;Particulier;2018;3945.0;3744.7;200.3;4341.9;3744.7;597.2;11593;9999;1595;374515
331;Benzine/overige;Voertuig 6 jaar oud;Particulier;2019;3641.9;3455.2;186.8;4047.4;3455.2;592.2;11929;10184;1745;339284
332;Benzine/overige;Voertuig 6 jaar oud;Particulier;2020;2953.3;2846.0;107.3;3208.5;2846.0;362.6;9805;8697;1108;327246
333;Benzine/overige;Voertuig 6 jaar oud;Particulier;2021;3675.4;3549.2;126.2;3995.1;3549.2;445.9;10790;9586;1204;370255
334;Benzine/overige;Voertuig 6 jaar oud;Particulier;2022;3835.1;3651.5;183.6;4281.0;3651.5;629.5;11485;9797;1689;372732
335;Benzine/overige;Voertuig 6 jaar oud;Particulier;2023;4486.2;4256.7;229.5;5005.7;4256.7;749.0;11955;10166;1789;418718
336;Benzine/overige;Voertuig 6 jaar oud;Bedrijf;2018;200.4;190.3;10.2;220.6;190.3;30.3;15594;13449;2145;14146
337;Benzine/overige;Voertuig 6 jaar oud;Bedrijf;2019;210.3;199.6;10.8;233.8;199.6;34.2;14884;12706;2178;15706
338;Benzine/overige;Voertuig 6 jaar oud;Bedrijf;2020;157.4;151.7;5.7;171.0;151.7;19.3;12627;11200;1427;13545
339;Benzine/overige;Voertuig 6 jaar oud;Bedrijf;2021;244.6;236.2;8.4;265.9;236.2;29.7;13520;12011;1509;19665
340;Benzine/overige;Voertuig 6 jaar oud;Bedrijf;2022;280.7;267.3;13.4;313.4;267.3;46.1;15199;12964;2235;20618
341;Benzine/overige;Voertuig 6 jaar oud;Bedrijf;2023;385.3;365.6;19.7;429.9;365.6;64.3;16192;13769;2423;26551
342;Benzine/overige;Voertuig 7 jaar oud;Totaal;2018;4446.2;4220.4;225.8;4893.6;4220.4;673.1;11340;9780;1560;431542
343;Benzine/overige;Voertuig 7 jaar oud;Totaal;2019;4122.6;3911.2;211.4;4581.6;3911.2;670.4;11565;9873;1692;396151
344;Benzine/overige;Voertuig 7 jaar oud;Totaal;2020;3326.9;3206.0;120.9;3614.4;3206.0;408.4;9970;8844;1127;362510
345;Benzine/overige;Voertuig 7 jaar oud;Totaal;2021;3320.3;3206.3;114.1;3609.1;3206.3;402.9;10258;9113;1145;351828
346;Benzine/overige;Voertuig 7 jaar oud;Totaal;2022;4133.0;3935.1;197.9;4613.5;3935.1;678.4;11713;9990;1722;393893
347;Benzine/overige;Voertuig 7 jaar oud;Totaal;2023;4287.9;4068.5;219.3;4784.4;4068.5;715.9;12033;10232;1801;397617
348;Benzine/overige;Voertuig 7 jaar oud;Particulier;2018;4317.8;4098.6;219.2;4752.3;4098.6;653.7;11271;9721;1550;421625
349;Benzine/overige;Voertuig 7 jaar oud;Particulier;2019;3981.9;3777.7;204.2;4425.2;3777.7;647.5;11464;9787;1677;386014
350;Benzine/overige;Voertuig 7 jaar oud;Particulier;2020;3205.8;3089.3;116.5;3482.9;3089.3;393.5;9892;8774;1118;352084
351;Benzine/overige;Voertuig 7 jaar oud;Particulier;2021;3201.1;3091.1;110.0;3479.5;3091.1;388.4;10179;9043;1136;341817
352;Benzine/overige;Voertuig 7 jaar oud;Particulier;2022;3951.2;3762.1;189.2;4410.6;3762.1;648.5;11592;9887;1704;380501
353;Benzine/overige;Voertuig 7 jaar oud;Particulier;2023;4078.4;3869.8;208.6;4550.7;3869.8;680.9;11889;10110;1779;382752
354;Benzine/overige;Voertuig 7 jaar oud;Bedrijf;2018;128.4;121.8;6.5;141.3;121.8;19.4;14245;12285;1959;9917
355;Benzine/overige;Voertuig 7 jaar oud;Bedrijf;2019;140.7;133.5;7.2;156.4;133.5;22.9;15427;13169;2257;10137
356;Benzine/overige;Voertuig 7 jaar oud;Bedrijf;2020;121.1;116.7;4.4;131.5;116.7;14.9;12617;11191;1426;10426
357;Benzine/overige;Voertuig 7 jaar oud;Bedrijf;2021;119.3;115.2;4.1;129.6;115.2;14.5;12950;11505;1446;10011
358;Benzine/overige;Voertuig 7 jaar oud;Bedrijf;2022;181.8;173.1;8.7;202.9;173.1;29.8;15153;12925;2228;13392
359;Benzine/overige;Voertuig 7 jaar oud;Bedrijf;2023;209.5;198.8;10.7;233.7;198.8;35.0;15724;13371;2353;14865
360;Benzine/overige;Voertuig 8 jaar oud;Totaal;2018;4238.1;4022.9;215.2;4664.6;4022.9;641.6;11240;9694;1546;414984
361;Benzine/overige;Voertuig 8 jaar oud;Totaal;2019;4419.0;4192.4;226.6;4910.9;4192.4;718.6;11187;9550;1637;438994
362;Benzine/overige;Voertuig 8 jaar oud;Totaal;2020;3525.7;3397.6;128.1;3830.4;3397.6;432.8;9473;8402;1070;404370
363;Benzine/overige;Voertuig 8 jaar oud;Totaal;2021;3521.9;3401.0;121.0;3828.3;3401.0;427.3;10281;9133;1148;372376
364;Benzine/overige;Voertuig 8 jaar oud;Totaal;2022;3539.1;3369.6;169.4;3950.5;3369.6;580.9;11050;9425;1625;357526
365;Benzine/overige;Voertuig 8 jaar oud;Totaal;2023;4251.5;4034.1;217.5;4743.9;4034.1;709.9;11952;10164;1788;396909
366;Benzine/overige;Voertuig 8 jaar oud;Particulier;2018;4145.7;3935.2;210.5;4562.8;3935.2;627.6;11188;9649;1539;407847
367;Benzine/overige;Voertuig 8 jaar oud;Particulier;2019;4321.0;4099.4;221.6;4802.1;4099.4;702.6;11140;9510;1630;431077
368;Benzine/overige;Voertuig 8 jaar oud;Particulier;2020;3440.2;3315.3;125.0;3737.6;3315.3;422.3;9431;8365;1066;396311
369;Benzine/overige;Voertuig 8 jaar oud;Particulier;2021;3424.6;3307.0;117.6;3722.5;3307.0;415.5;10232;9090;1142;363820
370;Benzine/overige;Voertuig 8 jaar oud;Particulier;2022;3435.0;3270.5;164.5;3834.3;3270.5;563.8;10985;9370;1615;349044
371;Benzine/overige;Voertuig 8 jaar oud;Particulier;2023;4105.4;3895.4;210.0;4580.9;3895.4;685.5;11869;10093;1776;385963
372;Benzine/overige;Voertuig 8 jaar oud;Bedrijf;2018;92.4;87.7;4.7;101.7;87.7;14.0;14255;12294;1961;7137
373;Benzine/overige;Voertuig 8 jaar oud;Bedrijf;2019;98.0;93.0;5.0;108.9;93.0;15.9;13755;11742;2013;7917
374;Benzine/overige;Voertuig 8 jaar oud;Bedrijf;2020;85.4;82.3;3.1;92.8;82.3;10.5;11519;10218;1302;8059
375;Benzine/overige;Voertuig 8 jaar oud;Bedrijf;2021;97.3;94.0;3.3;105.8;94.0;11.8;12364;10984;1380;8556
376;Benzine/overige;Voertuig 8 jaar oud;Bedrijf;2022;104.1;99.1;5.0;116.2;99.1;17.1;13699;11684;2014;8482
377;Benzine/overige;Voertuig 8 jaar oud;Bedrijf;2023;146.1;138.6;7.5;163.0;138.6;24.4;14892;12664;2228;10946
378;Benzine/overige;Voertuig 9 jaar of ouder;Totaal;2018;36822.3;34952.6;1869.7;40527.3;34952.6;5574.7;9698;8364;1334;4178846
379;Benzine/overige;Voertuig 9 jaar of ouder;Totaal;2019;37402.7;35484.8;1917.9;41566.8;35484.8;6082.0;9615;8208;1407;4323105
380;Benzine/overige;Voertuig 9 jaar of ouder;Totaal;2020;34106.2;32867.0;1239.2;37053.9;32867.0;4186.9;8244;7312;932;4494677
381;Benzine/overige;Voertuig 9 jaar of ouder;Totaal;2021;36898.7;35631.2;1267.5;40108.1;35631.2;4476.9;8587;7629;959;4670630
382;Benzine/overige;Voertuig 9 jaar of ouder;Totaal;2022;39043.2;37173.8;1869.4;43582.2;37173.8;6408.4;9159;7812;1347;4758532
383;Benzine/overige;Voertuig 9 jaar of ouder;Totaal;2023;41611.8;39483.3;2128.5;46431.0;39483.3;6947.7;9543;8115;1428;4865609
