ID;BuitenlandsBelang;BedrijfstakkenBranchesSBI2008;Perioden;Ondernemingengroep_1;AantalWerknemersFTE_2;BalanstotaalEindstand_3;ImmaterieleVasteActiva_4;MaterieleVasteActiva_5;DeelnemingenTotaal_6;DeelnemingenBinnenland_7;DeelnemingenBuitenland_8;LanglVorderingenEnBeleggingenTotaal_9;LanglVorderingenOpDeelnBinnenland_10;LanglVorderingenOpDeelnBuitenland_11;VorderingenOpFinancieleInstellingen_12;OverigeLanglVorderingenEnBeleggingen_13;Voorraden_14;KortlVorderingenEnBeleggingenTotaal_15;KortlVorderingenOpDeelnBinnenland_16;KortlVorderingenOpDeelnBuitenland_17;Handelsdebiteuren_18;Belastingen_19;OverigeVorderingen_20;BeleggingenOpKorteTermijn_21;LiquideMiddelenTotaal_22;Kasmiddelen_23;TermijndepositoS_24;VorderingenOpFinancieleInstellingen_25;EigenVermogenTotaal_26;Aandelenkapitaal_27;Agioreserve_28;Herwaarderingsreserve_29;NietVerdeeldeWinstEnOverigeReserves_30;LanglopendeSchuldenTotaalGeenRente_31;BelangVanDerden_32;Egalisatierekening_33;Voorzieningen_34;LanglopendeSchuldenTotaalWelRente_35;LanglSchuldenOpDeelnBinnenland_36;LanglSchuldenOpDeelnBuitenland_37;Obligatieleningen_38;SchuldenAanFinancieleInstellingen_39;OverigeLanglopendeSchulden_40;KortlopendeSchuldenTotaal_41;KortlSchuldenOpDeelnBinnenland_42;KortlSchuldenOpDeelnBuitenland_43;Handelscrediteuren_44;SchuldenAanFinancieleInstellingen_45;Belastingen_46;OverigeKortlopendeSchulden_47;BalanstotaalBeginstand_48;ImmaterieleVasteActiva_49;MaterieleVasteActiva_50;DeelnemingenTotaal_51;DeelnemingenBinnenland_52;DeelnemingenBuitenland_53;LanglVorderingenEnBeleggingenTotaal_54;LanglVorderingenOpDeelnBinnenland_55;LanglVorderingenOpDeelnBuitenland_56;VorderingenOpFinancieleInstellingen_57;OverigeLanglVorderingenEnBeleggingen_58;Voorraden_59;KortlVorderingenEnBeleggingenTotaal_60;KortlVorderingenOpDeelnBinnenland_61;KortlVorderingenOpDeelnBuitenland_62;Handelsdebiteuren_63;Belastingen_64;OverigeKortlopendeVorderingen_65;BeleggingenOpKorteTermijn_66;LiquideMiddelenTotaal_67;Kasmiddelen_68;TermijndepositoS_69;VorderingenOpFinancieleInstellingen_70;EigenVermogenTotaal_71;Aandelenkapitaal_72;Agioreserve_73;Herwaarderingsreserve_74;NietVerdeeldeWinstEnOverigeReserves_75;LanglopendeSchuldenTotaalGeenRente_76;BelangVanDerden_77;Egalisatierekening_78;Voorzieningen_79;LanglopendeSchuldenTotaalWelRente_80;LanglSchuldenOpDeelnBinnenland_81;LanglSchuldenOpDeelnBuitenland_82;Obligatieleningen_83;SchuldenAanFinancieleInstellingen_84;OverigeLanglopendeSchulden_85;KortlopendeSchuldenTotaal_86;KortlSchuldenOpDeelnBinnenland_87;KortlSchuldenOpDeelnBuitenland_88;Handelscrediteuren_89;Belastingen_90;SchuldenAanFinancieleInstellingen_91;OverigeKortlopendeSchulden_92;TotaleNettoOmzet_93;NettoOmzetUitBuitenland_94;LoonSalarisEnSocialePremies_95;Afschrijvingen_96;TotaleKostenVanDeOmzet_97;KostenVanDeOmzetUitBuitenland_98;Investeringspremies_99;Bedrijfsresultaat_100;ResultaatUitDeelnemingenTotaal_101;ResultatenUitDeelnemingenBinnenland_102;ResultatenUitDeelnemingenBuitenland_103;Rentebaten_104;Rentelasten_105;OverigeFinancieleResultaten_106;BuitengewoneBaten_107;BuitengewoneLasten_108;ResultaatVoorBelastingen_109;Vennootschapsbelasting_110;AandeelVanDerden_111;Nettoresultaat_112
21;Totaal;L Verhuur en handel van onroerend goed;2020;102.0;2.4;76223.9;993.4;33067.2;30916.4;3027.7;27888.7;4982.6;644.0;2603.5;61.5;1673.6;587.9;2949.9;465.1;470.7;202.2;166.2;526.6;1119.1;2726.2;0.4;1.3;2724.5;46280.7;4516.4;11580.5;6595.2;23588.6;2271.4;387.2;0.0;1884.2;22454.3;494.3;3383.4;2794.4;8321.7;7460.5;5217.5;328.6;2709.1;316.9;433.2;207.1;1222.6;74503.1;1016.8;31234.0;31271.8;2450.2;28821.6;4376.1;666.4;1995.3;61.6;1652.8;603.6;3540.8;640.8;796.9;211.8;158.7;581.2;1151.4;2460.2;0.3;66.8;2393.1;47141.3;4459.7;11483.6;5875.2;25322.8;2077.6;409.9;0.0;1667.7;20363.7;394.6;2767.4;1619.5;8197.0;7385.2;4920.7;283.1;2402.7;369.7;175.7;407.5;1282.0;2790.5;200.8;241.8;230.1;455.8;143.7;2.4;1865.2;-655.9;366.4;-1022.3;341.6;788.3;4.7;2.4;0.0;769.7;244.9;-92.5;617.3
22;Totaal;L Verhuur en handel van onroerend goed;2021;177.0;8.3;79818.1;366.0;35802.1;29500.6;2537.1;26963.5;4828.7;1288.3;1708.8;61.3;1770.3;699.2;5006.8;725.2;1315.6;293.8;151.2;1182.8;1338.2;3614.8;5.9;2.0;3606.9;46020.0;5133.4;10432.9;7053.5;23400.2;2621.3;447.4;0.0;2173.9;25549.3;1925.9;3096.9;2590.4;8992.6;8943.5;5627.5;611.3;2306.5;209.6;346.5;272.8;1880.8;77579.7;416.6;32649.0;30606.1;2747.8;27858.3;5702.9;1232.2;2480.4;62.3;1928.0;807.0;4109.3;256.4;1471.6;292.6;174.9;736.6;1177.2;3288.9;6.5;3.0;3279.4;44214.5;3655.1;11748.8;6198.7;22611.9;2450.9;384.7;0.0;2066.2;25954.4;1203.0;3734.0;2634.5;8798.8;9584.1;4960.0;378.8;1731.4;250.0;317.8;463.0;1819.0;4303.8;286.1;497.4;410.7;1117.9;135.3;1.5;2279.4;561.8;-130.7;692.5;329.9;900.3;665.0;70.0;5.8;3000.1;394.8;87.2;2518.1
23;Totaal;L Verhuur en handel van onroerend goed;2022;188.0;4.9;68110.5;303.7;40174.6;15339.2;3805.6;11533.6;4565.3;963.9;1364.1;61.4;2175.9;664.9;4703.4;1180.9;895.7;339.8;164.3;907.4;1215.3;2359.4;6.3;71.3;2281.8;39112.2;3441.9;11869.6;6805.7;16995.0;2946.9;207.8;0.0;2739.1;21400.7;648.6;3329.9;1045.4;10209.3;6167.5;4650.9;664.0;750.6;279.6;414.3;238.6;2303.8;67850.8;348.5;39089.2;15380.9;3510.0;11870.9;4246.0;887.0;1256.4;61.3;2041.3;798.8;5196.1;727.4;1399.6;308.7;135.4;1187.5;1437.5;2791.4;7.7;18.7;2765.0;38539.9;3088.0;12114.7;7876.0;15461.2;2893.2;207.4;0.0;2685.8;21793.5;877.7;3507.1;1016.9;9987.6;6404.2;4624.4;570.3;1018.4;233.8;256.0;372.3;2173.6;4961.8;808.0;431.2;259.3;2245.0;142.0;10.9;2037.2;708.4;633.4;75.0;261.4;683.2;-198.2;20.1;10.9;2134.6;259.8;11.2;1863.6
24;Totaal;M-U Zakelijke en persoonlijke diensten;2019;398.0;547.9;249325.8;39087.0;36544.5;95110.0;29344.3;65765.7;22322.2;6600.9;7018.2;328.8;8374.3;6241.3;37529.2;5265.7;11605.8;14630.2;778.7;4655.8;593.0;12491.8;128.9;635.0;11727.9;126567.7;9092.8;123612.2;2140.2;-8277.5;3813.4;209.8;27.9;3575.7;58447.6;11169.0;14249.5;10656.7;8582.8;13789.6;60497.2;5358.7;19422.7;9895.7;4007.0;2730.5;19082.6;265737.4;38951.7;32535.4;109952.4;26460.0;83492.4;22132.9;4545.7;6487.3;489.5;10610.4;8265.9;39301.2;6057.1;12438.4;14281.5;787.5;5146.6;590.1;14598.0;166.5;691.3;13740.2;143989.7;6812.5;120261.4;1956.5;14959.3;4084.1;242.1;32.6;3809.4;53269.6;8763.0;13284.7;10513.3;8206.4;12502.2;64393.9;6231.7;21023.9;10368.1;3099.6;6767.9;16902.7;115628.9;44513.2;32018.9;7729.7;66785.1;32611.8;222.8;9318.0;-12672.9;-955.5;-11717.4;1235.3;1975.7;-381.5;48.6;29.5;-4457.9;1817.5;16.6;-6291.9
25;Totaal;M-U Zakelijke en persoonlijke diensten;2020;399.0;476.8;352969.4;42007.3;38243.3;157771.2;28653.5;129117.7;35256.7;6917.0;10678.4;451.4;17209.9;10509.6;55259.8;6291.1;30419.4;11854.2;799.6;5346.1;549.4;13921.6;93.9;409.9;13417.8;190922.3;19422.5;159924.3;1368.4;10207.1;4540.9;221.3;23.4;4296.2;82873.7;10785.3;19640.3;13193.1;10808.5;28446.5;74632.5;4551.4;35405.7;8809.3;3715.0;3039.8;19111.3;349938.3;41388.7;37179.3;158960.4;37116.9;121843.5;34935.1;7176.1;10668.2;351.8;16739.0;13064.5;51938.3;5324.0;26292.9;14236.9;897.6;4716.1;470.8;12472.0;111.9;852.9;11507.2;179430.1;12194.7;157786.5;1438.8;8010.1;3825.5;258.7;28.2;3538.6;89561.4;10469.0;27710.8;11179.5;9597.1;30605.0;77121.2;5280.2;36919.6;9517.3;3068.4;3772.1;18563.6;94912.5;29429.2;31506.7;7414.4;53661.9;13694.8;608.7;2938.3;13028.6;4618.0;8410.6;1438.4;3508.8;-89.8;142.8;4.9;13944.5;1132.9;119.6;12692.1
26;Totaal;M-U Zakelijke en persoonlijke diensten;2021;392.0;411.3;385421.3;38705.9;46998.1;166836.4;16490.3;150346.1;39301.3;5052.2;13505.6;528.2;20215.3;10889.3;59311.2;7982.2;31734.9;12098.2;1207.9;5779.7;508.3;23379.2;193.6;4008.9;19176.7;221229.7;45280.7;142286.9;4927.4;28734.7;4266.8;443.5;39.6;3783.7;77020.2;7734.6;19931.0;9918.2;12106.5;27329.9;82904.4;4155.0;37925.0;10215.2;9210.7;3101.6;18296.9;398395.4;72628.8;45068.8;155493.5;13407.6;142085.9;37645.1;6845.5;13223.9;410.4;17165.3;10135.4;57668.8;8277.4;31185.0;10896.1;1005.6;5816.3;488.4;19755.0;234.4;1838.7;17681.9;231293.5;44193.0;131587.8;3703.8;51808.9;4080.0;282.2;21.8;3776.0;69058.1;9345.6;19537.8;5245.1;11154.5;23775.1;93963.7;4507.6;51376.8;8506.6;2989.6;9537.1;17046.0;96811.7;36013.6;28688.1;9127.3;57307.0;17662.6;479.8;2169.0;9353.0;2000.3;7352.7;1336.1;2157.3;-356.0;77.9;0.0;10422.6;1469.6;46.3;8906.7
27;Totaal;M-U Zakelijke en persoonlijke diensten;2022;400.0;590.8;461821.2;42893.0;50403.7;203733.2;17570.0;186163.2;48427.3;4832.4;17164.3;1103.3;25327.3;12472.6;77797.1;10620.0;39277.3;16188.2;1089.1;8817.7;1804.8;26094.4;198.3;7688.1;18208.0;270658.6;49158.1;159757.5;946.0;60797.0;4959.9;358.8;62.3;4538.8;93468.0;8519.3;19513.9;13962.3;13180.8;38291.7;92734.9;4706.2;39217.0;13345.7;8249.1;4534.0;22682.9;425614.4;39857.3;47688.4;186821.2;16939.9;169881.3;47856.6;5129.1;17662.2;824.9;24240.4;10920.2;64334.9;8233.5;31292.4;13687.2;1608.6;7209.8;2303.4;28135.5;125.1;4013.3;23997.1;239901.4;46994.8;151216.6;1412.8;40277.2;4548.4;431.9;40.6;4075.9;93655.0;7663.1;23227.7;14080.1;12974.2;35709.9;87509.7;4199.3;37908.3;10354.7;4193.5;9670.0;21183.9;136767.8;38171.9;41027.7;9854.2;72226.9;19338.6;248.9;13907.9;15792.4;7360.3;8432.1;2981.7;3787.7;187.4;505.0;503.6;29083.2;2735.6;-59.0;26406.5
28;Nederlandse onderneming;Totaal, ex. financiële sector, vastgoed;2019;892.0;528.0;208251.2;29089.5;83753.5;10543.1;6152.6;4390.5;11271.8;2004.4;1127.8;617.9;7521.7;16847.4;36578.8;2605.2;5946.9;17453.6;1008.9;6213.0;3351.2;20167.1;301.2;5864.8;14001.1;83412.8;2904.2;28180.5;5140.8;47187.3;14145.0;1072.1;1460.8;11612.1;58529.6;3428.1;6220.4;9800.7;24073.9;15006.5;52164.0;3792.3;5591.5;15451.9;4858.6;4362.5;18107.2;195029.4;25830.7;80420.5;10395.9;5919.1;4476.8;10269.5;2010.9;842.2;686.7;6729.7;16178.5;33911.1;3212.3;2451.0;18326.0;876.2;6012.3;3033.3;18023.3;393.0;4293.5;13336.8;76763.8;2875.5;28527.0;5524.8;39836.5;13256.7;1071.3;1349.4;10836.0;57098.4;2406.0;6567.9;8924.4;23032.6;16167.5;47910.4;2859.1;2798.6;16328.8;4113.9;4950.2;16859.8;205628.9;54403.8;33155.8;9118.7;151221.3;33190.5;167.6;12300.6;1498.0;1220.2;277.8;484.6;2031.8;-69.4;103.4;4.2;12281.2;2010.6;56.7;10213.8
29;Nederlandse onderneming;Totaal, ex. financiële sector, vastgoed;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Nederlandse onderneming;Totaal, ex. financiële sector, vastgoed;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Nederlandse onderneming;Totaal, ex. financiële sector, vastgoed;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Nederlandse onderneming;Totaal, exclusief financiële sector;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Nederlandse onderneming;Totaal, exclusief financiële sector;2020;864.0;515.1;247011.4;35597.2;115697.6;13746.4;8009.2;5737.2;13431.3;2668.2;473.8;700.7;9588.6;14315.4;31681.4;2772.0;2884.7;15512.8;1307.6;7114.6;2089.7;22542.0;195.1;5165.9;17181.0;102305.5;4170.1;41933.2;9827.7;46374.5;16422.3;1114.0;1593.7;13714.6;73802.5;3450.5;2107.2;12544.6;30403.0;25297.2;54481.2;3293.8;3491.7;16238.8;4229.3;4636.3;22591.3;242655.9;35792.7;112651.9;13525.9;7251.4;6274.5;12760.3;2327.9;431.6;640.6;9360.2;14544.0;33632.4;3041.9;3341.6;17070.9;1015.1;7185.9;1977.0;19748.4;304.0;4343.9;15100.5;100680.2;3915.1;42806.8;9484.9;44473.4;16001.1;1146.8;1458.0;13396.3;72621.5;3248.7;2051.7;12989.0;31263.2;23068.9;53352.8;3868.3;3490.2;16456.0;4429.8;5048.9;20059.6;181366.8;39868.6;33108.7;10083.4;130164.9;24205.5;449.3;8459.2;1510.7;1160.4;350.3;490.6;2338.7;-287.4;5.6;0.1;7839.9;1388.5;98.3;6353.1
34;Nederlandse onderneming;Totaal, exclusief financiële sector;2021;870.0;456.6;246578.4;21435.4;116017.3;12316.0;8532.1;3783.9;14527.4;3760.3;326.0;678.2;9762.9;15017.6;37490.7;3385.3;1652.3;19175.1;1348.7;9200.1;2729.2;29774.0;148.6;7182.3;22443.1;105541.0;4035.2;36552.6;12860.8;52092.4;17450.2;1329.3;1771.9;14349.0;69343.9;3696.3;1128.9;13390.4;31111.7;20016.6;54243.2;3380.8;1256.0;18280.9;3943.6;4815.5;22566.4;220626.3;21309.5;109198.2;11468.3;7944.1;3524.2;13281.7;3211.1;399.3;625.2;9046.1;13082.0;28475.6;2409.1;1599.0;13331.1;1130.1;7740.6;2265.7;23811.0;147.9;5128.2;18534.9;94135.8;3886.4;34646.9;10360.2;45242.3;15598.8;1156.4;1571.5;12870.9;65287.6;3370.4;1103.2;11975.5;29671.8;19166.7;45604.0;2323.1;1388.7;14080.7;4198.5;3682.6;19930.4;179453.6;34544.0;29386.8;9443.0;128649.5;17872.7;591.7;12566.0;2155.0;2059.8;95.2;489.7;2033.2;866.2;80.2;4.7;14119.2;2581.4;117.8;11420.0
35;Nederlandse onderneming;Totaal, exclusief financiële sector;2022;870.0;552.8;321069.8;36540.0;126477.5;20181.8;15197.7;4984.1;18027.9;3696.2;1205.2;873.0;12253.5;25341.3;57809.7;5464.0;1795.1;23268.5;1526.3;22084.0;3671.8;36691.5;187.6;13083.9;23420.0;132315.9;6762.1;47635.8;9693.5;68224.5;18456.6;1592.9;1954.8;14908.9;83883.3;7174.9;493.2;13711.4;32805.0;29698.8;86414.0;4420.5;1309.6;25477.3;5163.3;10118.8;39924.5;286121.3;33613.4;122516.2;18437.9;14059.4;4378.5;16923.7;3638.2;1084.3;601.8;11599.4;17327.8;44661.2;3777.4;2641.5;21199.7;1808.5;10969.6;4264.5;32641.1;118.7;7081.1;25441.3;121825.2;6515.8;43972.5;9986.3;61350.6;18433.7;1503.7;1801.3;15128.7;82257.4;3369.0;2290.0;14384.8;32257.5;29956.1;63605.1;3759.3;1696.6;20193.8;5941.0;4529.9;27484.5;261781.2;51370.9;36301.3;11948.1;191693.6;24042.8;276.9;22115.2;3963.6;3447.3;516.3;984.6;2649.5;-695.5;181.1;316.4;23582.9;8467.4;164.9;14950.5
36;Nederlandse onderneming;A-F Landbouw en nijverheid;2019;356.0;136.0;108309.0;8167.0;45672.9;6967.2;2750.8;4216.4;7370.6;1670.5;1036.9;185.3;4477.9;9279.8;19738.7;2285.7;3877.2;7942.5;541.6;2670.7;2421.0;11112.7;48.7;5589.5;5474.5;45977.7;1566.2;13078.7;3937.8;27395.0;10759.4;168.6;1401.4;9189.4;26987.7;2068.7;365.0;9596.2;10315.8;4642.0;24584.4;3369.9;4815.9;6921.6;1937.6;1956.5;5582.9;97733.4;5533.5;43142.5;6932.3;2617.1;4315.2;6981.5;1709.7;736.9;236.2;4298.7;9041.8;17150.1;1688.5;1438.3;8849.9;389.7;2620.6;2163.1;8951.9;48.6;3855.5;5047.8;40422.0;1571.2;12832.9;4451.9;21566.0;9923.3;178.6;1283.4;8461.3;26079.2;1654.3;642.4;8794.1;10124.2;4864.2;21308.9;2461.0;2100.2;7748.4;1879.6;2052.5;5067.2;86923.0;39302.6;9954.8;4044.5;65760.9;21950.5;23.3;7186.2;641.1;379.6;261.5;285.3;835.9;107.4;97.9;0.0;7481.9;1042.1;20.4;6419.4
37;Nederlandse onderneming;A-F Landbouw en nijverheid;2020;324.0;122.9;114005.1;19230.3;46727.7;8377.9;2793.6;5584.3;6747.0;1988.5;259.1;196.0;4303.4;7502.6;14604.7;2240.3;1767.1;6956.4;797.9;2423.3;419.7;10814.9;24.2;4618.0;6172.7;49634.2;2040.4;17323.8;2930.7;27339.3;11524.3;173.8;1532.5;9818.0;30041.4;2251.0;960.0;6426.5;10195.9;10208.0;22805.1;2777.6;3129.0;7755.2;1334.6;1656.1;6152.6;114888.2;19727.1;46709.8;8968.7;2825.2;6143.5;6401.3;1706.0;254.2;172.7;4268.4;7543.6;15951.7;2387.7;2023.8;7851.1;534.9;2771.9;382.3;9586.1;19.8;4107.6;5458.7;50334.2;1966.6;18465.1;3199.2;26703.3;11280.4;205.6;1400.8;9674.0;29956.3;2052.7;828.5;6567.7;11211.7;9295.7;23317.2;3391.1;3010.7;7776.7;1845.3;1673.1;5620.3;70151.2;26589.2;9210.4;3790.2;54129.7;15079.4;86.7;3107.6;802.5;469.3;333.2;322.6;957.4;70.8;0.0;0.0;3346.3;516.4;25.4;2804.6
38;Nederlandse onderneming;A-F Landbouw en nijverheid;2021;301.0;103.2;103628.1;6212.2;43215.3;5853.4;2429.7;3423.7;6796.9;2279.5;159.5;199.6;4158.3;7299.1;17690.2;2671.3;950.7;9730.8;742.2;3092.1;503.1;16561.0;25.5;6415.3;10120.2;44973.5;1996.5;10116.4;3186.6;29674.0;12084.9;313.8;1692.9;10078.2;23364.9;2170.5;274.5;6412.1;9239.0;5268.8;23204.7;2475.0;944.6;9508.1;1441.8;1555.1;7280.1;88140.6;5716.2;40380.2;6046.0;2648.2;3397.8;6148.1;1941.3;226.6;163.1;3817.1;6086.1;11310.8;1845.8;852.2;5199.0;608.5;2371.1;434.2;12453.2;22.2;4534.9;7896.1;39374.9;1859.5;9083.9;2692.8;25738.7;10592.5;259.0;1511.2;8822.3;21769.2;1984.0;294.1;6030.3;8681.8;4779.0;16404.0;1713.9;1006.3;5855.0;1238.2;1266.5;5324.1;67822.4;18626.1;7951.0;3317.2;52060.7;7319.8;79.2;4572.6;661.6;547.2;114.4;248.0;694.4;299.2;0.2;4.1;5083.2;1296.2;45.7;3741.3
39;Nederlandse onderneming;A-F Landbouw en nijverheid;2022;299.0;123.1;135348.3;7449.6;47313.2;6720.0;3068.2;3651.8;6733.4;2244.6;159.0;474.2;3855.6;14650.2;29692.9;3083.7;892.7;10977.7;448.5;13779.5;510.8;22789.2;33.2;12352.2;10403.8;50486.5;2193.5;11116.1;3049.9;34127.0;12335.1;521.9;1854.5;9958.7;25643.2;2385.0;262.2;6678.1;10170.8;6147.1;46883.8;2919.4;896.4;13873.1;1709.3;6016.6;21469.0;109910.5;6917.9;45644.0;6525.4;3016.0;3509.4;6218.1;2121.7;196.8;213.0;3686.6;7959.8;18987.5;2725.2;933.0;10198.4;775.9;3745.3;609.7;17657.8;20.9;6423.5;11213.4;46807.3;2134.3;10544.6;3047.6;31080.8;12459.9;449.5;1727.3;10283.1;24583.0;2442.9;292.1;6450.2;9881.1;5516.7;26060.4;2485.2;938.2;9911.4;1812.0;1462.4;9451.2;115387.5;32918.1;9684.3;3554.5;88967.7;12607.0;104.1;13285.1;1919.9;1672.8;247.1;561.6;707.9;-66.2;66.3;26.1;15032.7;7064.6;49.7;7918.4
40;Nederlandse onderneming;G+I Handel en horeca;2019;271.0;131.6;52218.7;15725.2;17287.3;1040.5;1022.2;18.3;1381.1;221.0;13.1;106.4;1040.6;6352.1;7868.9;100.8;1579.0;4504.4;226.7;1278.9;179.1;2563.7;74.6;37.3;2451.8;21156.9;529.9;9421.3;827.9;10377.8;1330.4;207.0;3.3;1120.1;16752.3;398.0;5662.0;125.8;4463.3;6103.2;12979.2;218.1;627.8;5932.8;2319.0;1168.3;2713.2;52138.3;15589.0;17638.9;1007.0;995.9;11.1;1159.3;181.9;3.0;94.7;879.7;5928.4;8183.1;1360.8;608.1;4455.7;274.9;1329.7;153.9;2632.3;99.2;37.5;2495.6;20969.0;442.1;10808.8;697.4;9020.7;1189.0;222.0;2.6;964.4;17596.4;387.4;5779.8;119.4;4309.2;7000.6;12383.8;150.9;481.2;5961.3;988.7;2275.2;2526.5;75928.8;12280.0;6060.3;2207.3;64646.3;9395.2;0.6;3015.5;165.4;165.4;0.0;112.2;710.1;7.4;1.9;2.6;2589.7;659.2;30.0;1900.5
41;Nederlandse onderneming;G+I Handel en horeca;2020;223.0;115.9;40607.6;6491.7;17862.5;1189.5;1147.3;42.2;1362.1;285.9;30.4;100.0;945.8;5237.9;5817.6;150.4;314.7;3703.8;256.2;1165.2;227.3;2646.2;50.3;29.3;2566.6;15389.4;815.6;5916.1;1030.6;7627.1;1122.4;100.3;2.3;1019.8;12152.4;151.6;334.1;10.6;4858.9;6797.2;11943.4;180.5;194.0;5591.0;1961.7;1206.7;2809.5;38919.0;6442.4;16969.5;1025.2;984.3;40.9;1155.0;234.8;37.9;100.6;781.7;5291.9;5792.1;130.1;293.1;3834.8;223.7;1117.6;192.8;2242.7;62.4;22.0;2158.3;14755.5;633.0;5881.0;1116.7;7124.8;1227.6;106.6;2.7;1118.3;11321.6;168.0;398.7;86.9;4514.5;6153.5;11614.3;179.4;279.8;5465.6;1053.0;2130.5;2506.0;63593.6;8654.4;5420.9;1867.2;54989.7;6954.2;86.4;1402.2;78.7;81.8;-3.1;48.4;382.0;-50.0;0.4;0.1;1097.7;417.3;28.7;651.7
42;Nederlandse onderneming;G+I Handel en horeca;2021;222.0;114.9;39988.3;6940.3;15011.1;972.8;873.9;98.9;1338.6;294.6;2.7;62.4;978.9;6061.9;6500.2;227.3;235.3;4160.5;271.5;1325.4;280.2;3163.5;46.5;35.0;3082.0;15750.1;492.4;6897.8;647.8;7712.1;1320.6;184.9;2.7;1133.0;10993.1;116.6;216.7;196.1;4652.8;5810.9;11924.4;278.4;208.6;5745.9;1492.0;1334.1;2865.4;37321.1;7059.9;14399.0;849.3;816.6;32.7;1185.7;279.9;4.3;59.0;842.5;5345.9;5695.6;165.9;318.0;3661.3;219.8;1087.8;242.8;2785.8;46.8;44.6;2694.4;14758.3;481.7;6798.0;613.8;6864.8;1169.7;115.3;2.4;1052.0;10508.1;124.8;146.4;11.3;4555.4;5670.2;10884.9;170.0;281.9;5455.6;1158.3;1447.7;2371.4;66564.8;11172.9;5333.5;1995.8;57104.1;8189.8;114.6;2245.9;23.2;2.9;20.3;48.8;336.5;23.4;3.2;0.4;2007.4;429.5;41.7;1536.2
43;Nederlandse onderneming;G+I Handel en horeca;2022;215.0;134.0;52686.4;8769.8;19676.6;1728.4;1597.1;131.3;1944.8;286.7;5.6;67.2;1585.3;8411.0;8632.0;331.1;320.2;5386.7;253.2;2036.9;303.9;3523.7;72.9;132.8;3318.0;20841.3;1583.4;7113.7;1036.2;11108.0;1493.8;256.1;8.7;1229.0;14905.2;123.2;161.7;1566.7;5666.2;7387.4;15446.3;260.7;180.4;7063.9;2307.1;1693.6;3940.6;49726.5;8205.5;19365.3;1423.0;1287.4;135.6;1812.1;331.3;6.3;45.6;1428.9;7202.6;8065.3;244.5;800.1;4782.5;304.5;1628.4;305.3;3652.7;50.9;27.5;3574.3;19160.4;1530.1;6820.7;1073.8;9735.8;1494.0;217.0;0.0;1277.0;14790.2;113.2;265.3;1570.3;5807.2;7034.2;14281.9;273.5;560.4;6510.0;1630.1;1793.0;3514.9;83112.8;11648.7;6675.0;2311.3;71669.6;7548.4;16.6;2473.5;238.1;245.9;-7.8;100.0;543.1;-47.2;33.1;4.8;2249.6;536.4;79.0;1634.2
44;Nederlandse onderneming;H+J Vervoer, informatie en communicatie;2019;86.0;31.1;15880.5;1919.3;8222.6;684.7;684.0;0.7;1274.4;31.5;63.6;91.5;1087.8;171.5;2274.1;107.3;48.2;1008.7;82.0;728.9;299.0;1334.2;133.2;136.0;1065.0;5878.9;210.5;2056.3;82.9;3529.2;971.7;590.8;34.8;346.1;6258.9;623.8;63.6;0.0;3978.4;1593.1;2771.0;37.8;126.7;714.9;184.6;279.2;1427.8;14587.5;1664.7;7565.7;770.6;749.7;20.9;999.1;45.4;83.3;62.6;807.8;160.9;1992.2;84.4;39.3;937.3;75.5;583.3;272.4;1434.2;146.4;270.9;1016.9;5983.5;239.2;1814.8;85.2;3844.3;998.2;570.1;38.8;389.3;5167.6;29.2;70.8;0.0;3584.1;1483.5;2438.1;23.7;164.7;754.9;259.0;168.6;1067.2;8574.8;1533.9;2243.8;959.6;4858.0;1423.3;8.9;522.3;231.4;231.1;0.3;30.9;198.1;21.3;0.0;0.4;607.4;91.0;4.5;511.8
