ID;SectorEnVermogensklasse;RegioS;Perioden;Installaties_1;OpgesteldVermogenVanZonnepanelen_2;OpgesteldVermogenOmvormers_3;ProductieVanZonnestroom_4
1772;Alle economische activiteit en woningen;Stede Broec;2021 ;3041.0;17830.0;;
1773;Alle economische activiteit en woningen;Stede Broec;2022;3882.0;21673.0;20202.0;
1774;Alle economische activiteit en woningen;Stede Broec;2023 ;4658.0;26827.0;24634.0;
1775;Alle economische activiteit en woningen;Stede Broec;2024 eerste helft;4923.0;27847.0;25552.0;
1776;Alle economische activiteit en woningen;Steenbergen;2019;1987.0;12975.0;;
1777;Alle economische activiteit en woningen;Steenbergen;2020;2550.0;19727.0;;
1778;Alle economische activiteit en woningen;Steenbergen;2021 ;3139.0;27627.0;;
1779;Alle economische activiteit en woningen;Steenbergen;2022;4017.0;33961.0;31501.0;
1780;Alle economische activiteit en woningen;Steenbergen;2023 ;5047.0;43693.0;39365.0;
1781;Alle economische activiteit en woningen;Steenbergen;2024 eerste helft;5228.0;44643.0;40205.0;
1782;Alle economische activiteit en woningen;Steenwijkerland;2019;3395.0;18764.0;;
1783;Alle economische activiteit en woningen;Steenwijkerland;2020;4312.0;29443.0;;
1784;Alle economische activiteit en woningen;Steenwijkerland;2021 ;5159.0;35938.0;;
1785;Alle economische activiteit en woningen;Steenwijkerland;2022;6609.0;44732.0;41192.0;
1786;Alle economische activiteit en woningen;Steenwijkerland;2023 ;8359.0;56300.0;51232.0;
1787;Alle economische activiteit en woningen;Steenwijkerland;2024 eerste helft;9148.0;60166.0;54604.0;
1788;Alle economische activiteit en woningen;Stein (L.);2019;3169.0;13610.0;;
1789;Alle economische activiteit en woningen;Stein (L.);2020;3775.0;18063.0;;
1790;Alle economische activiteit en woningen;Stein (L.);2021 ;4344.0;20591.0;;
1791;Alle economische activiteit en woningen;Stein (L.);2022;5112.0;26965.0;25477.0;
1792;Alle economische activiteit en woningen;Stein (L.);2023 ;6032.0;32367.0;30147.0;
1793;Alle economische activiteit en woningen;Stein (L.);2024 eerste helft;6267.0;33434.0;31120.0;
1794;Alle economische activiteit en woningen;Stichtse Vecht;2019;3389.0;13434.0;;
1795;Alle economische activiteit en woningen;Stichtse Vecht;2020;4429.0;19142.0;;
1796;Alle economische activiteit en woningen;Stichtse Vecht;2021 ;5829.0;27483.0;;
1797;Alle economische activiteit en woningen;Stichtse Vecht;2022;8060.0;38526.0;35257.0;
1798;Alle economische activiteit en woningen;Stichtse Vecht;2023 ;10222.0;52706.0;47027.0;
1799;Alle economische activiteit en woningen;Stichtse Vecht;2024 eerste helft;10749.0;58271.0;51279.0;
1800;Alle economische activiteit en woningen;Súdwest-Fryslân;2019;7764.0;49342.0;;
1801;Alle economische activiteit en woningen;Súdwest-Fryslân;2020;9963.0;67217.0;;
1802;Alle economische activiteit en woningen;Súdwest-Fryslân;2021 ;11944.0;88091.0;;
1803;Alle economische activiteit en woningen;Súdwest-Fryslân;2022;15142.0;110726.0;102678.0;
1804;Alle economische activiteit en woningen;Súdwest-Fryslân;2023 ;18716.0;134268.0;122913.0;
1805;Alle economische activiteit en woningen;Súdwest-Fryslân;2024 eerste helft;19926.0;140725.0;128568.0;
1806;Alle economische activiteit en woningen;Terneuzen;2019;4785.0;28331.0;;
1807;Alle economische activiteit en woningen;Terneuzen;2020;5765.0;37619.0;;
1808;Alle economische activiteit en woningen;Terneuzen;2021 ;7231.0;76976.0;;
1809;Alle economische activiteit en woningen;Terneuzen;2022;11169.0;157369.0;137363.0;
1810;Alle economische activiteit en woningen;Terneuzen;2023 ;12930.0;255292.0;223246.0;
1811;Alle economische activiteit en woningen;Terneuzen;2024 eerste helft;13409.0;257713.0;225459.0;
1812;Alle economische activiteit en woningen;Terschelling;2019;394.0;3033.0;;
1813;Alle economische activiteit en woningen;Terschelling;2020;454.0;3536.0;;
1814;Alle economische activiteit en woningen;Terschelling;2021 ;535.0;4437.0;;
1815;Alle economische activiteit en woningen;Terschelling;2022;650.0;5254.0;4858.0;
1816;Alle economische activiteit en woningen;Terschelling;2023 ;1087.0;7572.0;6802.0;
1817;Alle economische activiteit en woningen;Terschelling;2024 eerste helft;1141.0;7862.0;7042.0;
1818;Alle economische activiteit en woningen;Texel;2019;1459.0;10156.0;;
1819;Alle economische activiteit en woningen;Texel;2020;1818.0;13454.0;;
1820;Alle economische activiteit en woningen;Texel;2021 ;2172.0;16156.0;;
1821;Alle economische activiteit en woningen;Texel;2022;2699.0;19006.0;17908.0;
1822;Alle economische activiteit en woningen;Texel;2023 ;3305.0;24386.0;22273.0;
1823;Alle economische activiteit en woningen;Texel;2024 eerste helft;3469.0;25463.0;23216.0;
1824;Alle economische activiteit en woningen;Teylingen;2019;2629.0;15135.0;;
1825;Alle economische activiteit en woningen;Teylingen;2020;3547.0;21219.0;;
1826;Alle economische activiteit en woningen;Teylingen;2021 ;4502.0;26680.0;;
1827;Alle economische activiteit en woningen;Teylingen;2022;5854.0;33598.0;32187.0;
1828;Alle economische activiteit en woningen;Teylingen;2023 ;7234.0;40762.0;38430.0;
1829;Alle economische activiteit en woningen;Teylingen;2024 eerste helft;7574.0;42706.0;40123.0;
1830;Alle economische activiteit en woningen;Tholen;2019;2598.0;13950.0;;
1831;Alle economische activiteit en woningen;Tholen;2020;2995.0;42097.0;;
1832;Alle economische activiteit en woningen;Tholen;2021 ;3502.0;45911.0;;
1833;Alle economische activiteit en woningen;Tholen;2022;5657.0;57816.0;52152.0;
1834;Alle economische activiteit en woningen;Tholen;2023 ;6500.0;62740.0;56434.0;
1835;Alle economische activiteit en woningen;Tholen;2024 eerste helft;6652.0;63703.0;57232.0;
1836;Alle economische activiteit en woningen;Tiel;2019;2028.0;14422.0;;
1837;Alle economische activiteit en woningen;Tiel;2020;2729.0;18958.0;;
1838;Alle economische activiteit en woningen;Tiel;2021 ;3640.0;29154.0;;
1839;Alle economische activiteit en woningen;Tiel;2022;5521.0;40784.0;36225.0;
1840;Alle economische activiteit en woningen;Tiel;2023 ;7028.0;49187.0;43444.0;
1841;Alle economische activiteit en woningen;Tiel;2024 eerste helft;7552.0;52788.0;46396.0;
1842;Alle economische activiteit en woningen;Tilburg;2019;9648.0;76774.0;;
1843;Alle economische activiteit en woningen;Tilburg;2020;13269.0;106323.0;;
1844;Alle economische activiteit en woningen;Tilburg;2021 ;17576.0;136306.0;;
1845;Alle economische activiteit en woningen;Tilburg;2022;24283.0;219231.0;186885.0;
1846;Alle economische activiteit en woningen;Tilburg;2023 ;32426.0;275853.0;233008.0;
1847;Alle economische activiteit en woningen;Tilburg;2024 eerste helft;34353.0;283972.0;239765.0;
1848;Alle economische activiteit en woningen;Tubbergen;2019;1370.0;12162.0;;
1849;Alle economische activiteit en woningen;Tubbergen;2020;1918.0;19595.0;;
1850;Alle economische activiteit en woningen;Tubbergen;2021 ;2489.0;27436.0;;
1851;Alle economische activiteit en woningen;Tubbergen;2022;3386.0;38634.0;34535.0;
1852;Alle economische activiteit en woningen;Tubbergen;2023 ;4397.0;49013.0;43353.0;
1853;Alle economische activiteit en woningen;Tubbergen;2024 eerste helft;4645.0;50962.0;45017.0;
1854;Alle economische activiteit en woningen;Twenterand;2019;2378.0;26661.0;;
1855;Alle economische activiteit en woningen;Twenterand;2020;2920.0;41476.0;;
1856;Alle economische activiteit en woningen;Twenterand;2021 ;3530.0;54948.0;;
1857;Alle economische activiteit en woningen;Twenterand;2022;4801.0;63543.0;54097.0;
1858;Alle economische activiteit en woningen;Twenterand;2023 ;6419.0;74487.0;63612.0;
1859;Alle economische activiteit en woningen;Twenterand;2024 eerste helft;6893.0;77257.0;66044.0;
1860;Alle economische activiteit en woningen;Tynaarlo;2019;3831.0;48947.0;;
1861;Alle economische activiteit en woningen;Tynaarlo;2020;4869.0;60335.0;;
1862;Alle economische activiteit en woningen;Tynaarlo;2021 ;6032.0;74263.0;;
1863;Alle economische activiteit en woningen;Tynaarlo;2022;7653.0;83685.0;72633.0;
1864;Alle economische activiteit en woningen;Tynaarlo;2023 ;9425.0;93561.0;81387.0;
1865;Alle economische activiteit en woningen;Tynaarlo;2024 eerste helft;9741.0;95955.0;83493.0;
1866;Alle economische activiteit en woningen;Tytsjerksteradiel;2019;3305.0;27567.0;;
1867;Alle economische activiteit en woningen;Tytsjerksteradiel;2020;4181.0;36370.0;;
1868;Alle economische activiteit en woningen;Tytsjerksteradiel;2021 ;5029.0;41721.0;;
1869;Alle economische activiteit en woningen;Tytsjerksteradiel;2022;6380.0;48221.0;43605.0;
1870;Alle economische activiteit en woningen;Tytsjerksteradiel;2023 ;7692.0;56472.0;50706.0;
1871;Alle economische activiteit en woningen;Tytsjerksteradiel;2024 eerste helft;7970.0;58265.0;52228.0;
1872;Alle economische activiteit en woningen;Uden;2019;4170.0;37706.0;;
1873;Alle economische activiteit en woningen;Uden;2020;5815.0;52141.0;;
1874;Alle economische activiteit en woningen;Uden;2021 ;6974.0;59657.0;;
1875;Alle economische activiteit en woningen;Uden;2022;;;;
1876;Alle economische activiteit en woningen;Uden;2023 ;;;;
1877;Alle economische activiteit en woningen;Uden;2024 eerste helft;;;;
1878;Alle economische activiteit en woningen;Uitgeest;2019;1360.0;4389.0;;
1879;Alle economische activiteit en woningen;Uitgeest;2020;1711.0;5731.0;;
1880;Alle economische activiteit en woningen;Uitgeest;2021 ;2327.0;9127.0;;
1881;Alle economische activiteit en woningen;Uitgeest;2022;2859.0;11944.0;11234.0;
1882;Alle economische activiteit en woningen;Uitgeest;2023 ;3291.0;14310.0;13241.0;
1883;Alle economische activiteit en woningen;Uitgeest;2024 eerste helft;3511.0;15233.0;14011.0;
1884;Alle economische activiteit en woningen;Uithoorn;2019;1563.0;10723.0;;
1885;Alle economische activiteit en woningen;Uithoorn;2020;2317.0;17311.0;;
1886;Alle economische activiteit en woningen;Uithoorn;2021 ;3286.0;22881.0;;
1887;Alle economische activiteit en woningen;Uithoorn;2022;4356.0;28051.0;25611.0;
1888;Alle economische activiteit en woningen;Uithoorn;2023 ;5114.0;32011.0;29001.0;
1889;Alle economische activiteit en woningen;Uithoorn;2024 eerste helft;5355.0;33224.0;30001.0;
1890;Alle economische activiteit en woningen;Urk;2019;956.0;7978.0;;
1891;Alle economische activiteit en woningen;Urk;2020;1353.0;10892.0;;
1892;Alle economische activiteit en woningen;Urk;2021 ;1731.0;12461.0;;
1893;Alle economische activiteit en woningen;Urk;2022;2576.0;17721.0;17177.0;
1894;Alle economische activiteit en woningen;Urk;2023 ;3429.0;24739.0;23637.0;
1895;Alle economische activiteit en woningen;Urk;2024 eerste helft;3565.0;25875.0;24705.0;
1896;Alle economische activiteit en woningen;Utrecht (gemeente);2019;15177.0;74434.0;;
1897;Alle economische activiteit en woningen;Utrecht (gemeente);2020;20311.0;99684.0;;
1898;Alle economische activiteit en woningen;Utrecht (gemeente);2021 ;25451.0;128928.0;;
1899;Alle economische activiteit en woningen;Utrecht (gemeente);2022;35411.0;167052.0;152078.0;
1900;Alle economische activiteit en woningen;Utrecht (gemeente);2023 ;43101.0;210518.0;187821.0;
1901;Alle economische activiteit en woningen;Utrecht (gemeente);2024 eerste helft;45640.0;221846.0;197543.0;
1902;Alle economische activiteit en woningen;Utrechtse Heuvelrug;2019;3386.0;13869.0;;
1903;Alle economische activiteit en woningen;Utrechtse Heuvelrug;2020;4364.0;21334.0;;
1904;Alle economische activiteit en woningen;Utrechtse Heuvelrug;2021 ;5992.0;28576.0;;
1905;Alle economische activiteit en woningen;Utrechtse Heuvelrug;2022;8155.0;38648.0;35558.0;
1906;Alle economische activiteit en woningen;Utrechtse Heuvelrug;2023 ;9970.0;49075.0;44443.0;
1907;Alle economische activiteit en woningen;Utrechtse Heuvelrug;2024 eerste helft;10386.0;51349.0;46394.0;
1908;Alle economische activiteit en woningen;Vaals;2019;805.0;2950.0;;
1909;Alle economische activiteit en woningen;Vaals;2020;990.0;3700.0;;
1910;Alle economische activiteit en woningen;Vaals;2021 ;1114.0;4283.0;;
1911;Alle economische activiteit en woningen;Vaals;2022;1274.0;5321.0;5119.0;
1912;Alle economische activiteit en woningen;Vaals;2023 ;1544.0;6884.0;6505.0;
1913;Alle economische activiteit en woningen;Vaals;2024 eerste helft;1621.0;7200.0;6792.0;
1914;Alle economische activiteit en woningen;Valkenburg aan de Geul;2019;1232.0;6141.0;;
1915;Alle economische activiteit en woningen;Valkenburg aan de Geul;2020;1499.0;8004.0;;
1916;Alle economische activiteit en woningen;Valkenburg aan de Geul;2021 ;1838.0;10450.0;;
1917;Alle economische activiteit en woningen;Valkenburg aan de Geul;2022;2301.0;13239.0;12531.0;
1918;Alle economische activiteit en woningen;Valkenburg aan de Geul;2023 ;2887.0;17393.0;16032.0;
1919;Alle economische activiteit en woningen;Valkenburg aan de Geul;2024 eerste helft;3080.0;18846.0;17251.0;
1920;Alle economische activiteit en woningen;Valkenswaard;2019;2471.0;10630.0;;
1921;Alle economische activiteit en woningen;Valkenswaard;2020;3597.0;20292.0;;
1922;Alle economische activiteit en woningen;Valkenswaard;2021 ;4304.0;26683.0;;
1923;Alle economische activiteit en woningen;Valkenswaard;2022;5266.0;34004.0;30847.0;
1924;Alle economische activiteit en woningen;Valkenswaard;2023 ;6695.0;42467.0;37957.0;
1925;Alle economische activiteit en woningen;Valkenswaard;2024 eerste helft;6992.0;44037.0;39273.0;
1926;Alle economische activiteit en woningen;Veendam;2019;1421.0;32531.0;;
1927;Alle economische activiteit en woningen;Veendam;2020;2794.0;40316.0;;
1928;Alle economische activiteit en woningen;Veendam;2021 ;4194.0;51816.0;;
1929;Alle economische activiteit en woningen;Veendam;2022;5282.0;63109.0;55644.0;
1930;Alle economische activiteit en woningen;Veendam;2023 ;6214.0;68014.0;59998.0;
1931;Alle economische activiteit en woningen;Veendam;2024 eerste helft;6683.0;71424.0;63242.0;
1932;Alle economische activiteit en woningen;Veenendaal;2019;4149.0;18862.0;;
1933;Alle economische activiteit en woningen;Veenendaal;2020;5873.0;27435.0;;
1934;Alle economische activiteit en woningen;Veenendaal;2021 ;7380.0;38059.0;;
1935;Alle economische activiteit en woningen;Veenendaal;2022;10229.0;51483.0;47156.0;
1936;Alle economische activiteit en woningen;Veenendaal;2023 ;12787.0;63756.0;57533.0;
1937;Alle economische activiteit en woningen;Veenendaal;2024 eerste helft;13333.0;66557.0;59855.0;
1938;Alle economische activiteit en woningen;Veere;2019;3195.0;15208.0;;
1939;Alle economische activiteit en woningen;Veere;2020;3619.0;22430.0;;
1940;Alle economische activiteit en woningen;Veere;2021 ;3977.0;25551.0;;
1941;Alle economische activiteit en woningen;Veere;2022;5728.0;34251.0;32494.0;
1942;Alle economische activiteit en woningen;Veere;2023 ;6652.0;40749.0;38009.0;
1943;Alle economische activiteit en woningen;Veere;2024 eerste helft;6901.0;42324.0;39329.0;
1944;Alle economische activiteit en woningen;Veldhoven;2019;3170.0;18516.0;;
1945;Alle economische activiteit en woningen;Veldhoven;2020;4318.0;26390.0;;
1946;Alle economische activiteit en woningen;Veldhoven;2021 ;5710.0;37255.0;;
1947;Alle economische activiteit en woningen;Veldhoven;2022;7319.0;46770.0;42864.0;
1948;Alle economische activiteit en woningen;Veldhoven;2023 ;9355.0;58345.0;52749.0;
1949;Alle economische activiteit en woningen;Veldhoven;2024 eerste helft;9848.0;60545.0;54521.0;
1950;Alle economische activiteit en woningen;Velsen;2019;2542.0;15511.0;;
1951;Alle economische activiteit en woningen;Velsen;2020;3420.0;18845.0;;
1952;Alle economische activiteit en woningen;Velsen;2021 ;4390.0;24003.0;;
1953;Alle economische activiteit en woningen;Velsen;2022;5999.0;34392.0;30880.0;
1954;Alle economische activiteit en woningen;Velsen;2023 ;7714.0;41728.0;37364.0;
1955;Alle economische activiteit en woningen;Velsen;2024 eerste helft;8235.0;46776.0;40635.0;
1956;Alle economische activiteit en woningen;Venlo;2019;7935.0;55615.0;;
1957;Alle economische activiteit en woningen;Venlo;2020;10524.0;111267.0;;
1958;Alle economische activiteit en woningen;Venlo;2021 ;13511.0;146172.0;;
1959;Alle economische activiteit en woningen;Venlo;2022;17497.0;206570.0;171976.0;
1960;Alle economische activiteit en woningen;Venlo;2023 ;21625.0;271692.0;215946.0;
1961;Alle economische activiteit en woningen;Venlo;2024 eerste helft;22623.0;278447.0;221584.0;
1962;Alle economische activiteit en woningen;Venray;2019;4912.0;38070.0;;
1963;Alle economische activiteit en woningen;Venray;2020;6176.0;69070.0;;
1964;Alle economische activiteit en woningen;Venray;2021 ;7270.0;91638.0;;
1965;Alle economische activiteit en woningen;Venray;2022;8756.0;108985.0;94347.0;
1966;Alle economische activiteit en woningen;Venray;2023 ;10369.0;126271.0;107416.0;
1967;Alle economische activiteit en woningen;Venray;2024 eerste helft;10725.0;129555.0;110217.0;
1968;Alle economische activiteit en woningen;Vijfheerenlanden;2019;4194.0;25402.0;;
1969;Alle economische activiteit en woningen;Vijfheerenlanden;2020;5580.0;35058.0;;
1970;Alle economische activiteit en woningen;Vijfheerenlanden;2021 ;7235.0;46409.0;;
1971;Alle economische activiteit en woningen;Vijfheerenlanden;2022;11013.0;66158.0;60347.0;
1972;Alle economische activiteit en woningen;Vijfheerenlanden;2023 ;13461.0;81332.0;73067.0;
1973;Alle economische activiteit en woningen;Vijfheerenlanden;2024 eerste helft;13980.0;85601.0;76255.0;
1974;Alle economische activiteit en woningen;Vlaardingen;2019;2142.0;7625.0;;
1975;Alle economische activiteit en woningen;Vlaardingen;2020;2727.0;12635.0;;
1976;Alle economische activiteit en woningen;Vlaardingen;2021 ;3587.0;15813.0;;
1977;Alle economische activiteit en woningen;Vlaardingen;2022;5320.0;22719.0;20829.0;
1978;Alle economische activiteit en woningen;Vlaardingen;2023 ;6952.0;30583.0;27629.0;
1979;Alle economische activiteit en woningen;Vlaardingen;2024 eerste helft;7233.0;32791.0;29456.0;
1980;Alle economische activiteit en woningen;Vlieland;2019;130.0;1755.0;;
1981;Alle economische activiteit en woningen;Vlieland;2020;187.0;2002.0;;
1982;Alle economische activiteit en woningen;Vlieland;2021 ;221.0;2228.0;;
1983;Alle economische activiteit en woningen;Vlieland;2022;331.0;3098.0;2786.0;
1984;Alle economische activiteit en woningen;Vlieland;2023 ;380.0;3375.0;3028.0;
1985;Alle economische activiteit en woningen;Vlieland;2024 eerste helft;387.0;3406.0;3056.0;
1986;Alle economische activiteit en woningen;Vlissingen;2019;5127.0;17937.0;;
1987;Alle economische activiteit en woningen;Vlissingen;2020;5883.0;44293.0;;
1988;Alle economische activiteit en woningen;Vlissingen;2021 ;6425.0;47309.0;;
1989;Alle economische activiteit en woningen;Vlissingen;2022;8695.0;77078.0;68743.0;
1990;Alle economische activiteit en woningen;Vlissingen;2023 ;9986.0;82917.0;73925.0;
1991;Alle economische activiteit en woningen;Vlissingen;2024 eerste helft;10309.0;85739.0;76303.0;
1992;Alle economische activiteit en woningen;Voerendaal;2019;1291.0;5851.0;;
1993;Alle economische activiteit en woningen;Voerendaal;2020;1532.0;7123.0;;
1994;Alle economische activiteit en woningen;Voerendaal;2021 ;1759.0;8361.0;;
1995;Alle economische activiteit en woningen;Voerendaal;2022;2151.0;10940.0;10386.0;
1996;Alle economische activiteit en woningen;Voerendaal;2023 ;2618.0;13891.0;12939.0;
1997;Alle economische activiteit en woningen;Voerendaal;2024 eerste helft;2699.0;14617.0;13538.0;
1998;Alle economische activiteit en woningen;Voorne aan Zee;2019;;;;
1999;Alle economische activiteit en woningen;Voorne aan Zee;2020;;;;
2000;Alle economische activiteit en woningen;Voorne aan Zee;2021 ;;;;
2001;Alle economische activiteit en woningen;Voorne aan Zee;2022;;;;
2002;Alle economische activiteit en woningen;Voorne aan Zee;2023 ;14573.0;86286.0;76482.0;
2003;Alle economische activiteit en woningen;Voorne aan Zee;2024 eerste helft;15163.0;92233.0;80876.0;
2004;Alle economische activiteit en woningen;Voorschoten;2019;1027.0;3851.0;;
2005;Alle economische activiteit en woningen;Voorschoten;2020;1328.0;5251.0;;
2006;Alle economische activiteit en woningen;Voorschoten;2021 ;1887.0;7742.0;;
2007;Alle economische activiteit en woningen;Voorschoten;2022;2678.0;11072.0;10381.0;
2008;Alle economische activiteit en woningen;Voorschoten;2023 ;3425.0;15029.0;13744.0;
2009;Alle economische activiteit en woningen;Voorschoten;2024 eerste helft;3814.0;16524.0;15130.0;
2010;Alle economische activiteit en woningen;Voorst;2019;1854.0;10554.0;;
2011;Alle economische activiteit en woningen;Voorst;2020;2358.0;61312.0;;
2012;Alle economische activiteit en woningen;Voorst;2021 ;2910.0;86000.0;;
2013;Alle economische activiteit en woningen;Voorst;2022;3834.0;94146.0;75863.0;
2014;Alle economische activiteit en woningen;Voorst;2023 ;4950.0;101739.0;82147.0;
2015;Alle economische activiteit en woningen;Voorst;2024 eerste helft;5335.0;103750.0;83891.0;
2016;Alle economische activiteit en woningen;Vught;2019;1184.0;5646.0;;
2017;Alle economische activiteit en woningen;Vught;2020;1655.0;9841.0;;
2018;Alle economische activiteit en woningen;Vught;2021 ;2903.0;17019.0;;
2019;Alle economische activiteit en woningen;Vught;2022;3662.0;22962.0;21573.0;
2020;Alle economische activiteit en woningen;Vught;2023 ;4850.0;30384.0;28102.0;
2021;Alle economische activiteit en woningen;Vught;2024 eerste helft;5092.0;31694.0;29252.0;
2022;Alle economische activiteit en woningen;Waadhoeke;2019;3639.0;39969.0;;
2023;Alle economische activiteit en woningen;Waadhoeke;2020;4948.0;50719.0;;
2024;Alle economische activiteit en woningen;Waadhoeke;2021 ;6237.0;58380.0;;
2025;Alle economische activiteit en woningen;Waadhoeke;2022;8284.0;69446.0;66686.0;
2026;Alle economische activiteit en woningen;Waadhoeke;2023 ;10450.0;82030.0;77768.0;
2027;Alle economische activiteit en woningen;Waadhoeke;2024 eerste helft;10999.0;84895.0;80283.0;
2028;Alle economische activiteit en woningen;Waalre;2019;1362.0;6282.0;;
2029;Alle economische activiteit en woningen;Waalre;2020;1769.0;10376.0;;
2030;Alle economische activiteit en woningen;Waalre;2021 ;2275.0;13200.0;;
2031;Alle economische activiteit en woningen;Waalre;2022;2906.0;16817.0;15570.0;
2032;Alle economische activiteit en woningen;Waalre;2023 ;3638.0;21048.0;19183.0;
2033;Alle economische activiteit en woningen;Waalre;2024 eerste helft;3868.0;22143.0;20108.0;
2034;Alle economische activiteit en woningen;Waalwijk;2019;2173.0;21872.0;;
2035;Alle economische activiteit en woningen;Waalwijk;2020;3002.0;40351.0;;
2036;Alle economische activiteit en woningen;Waalwijk;2021 ;3993.0;56007.0;;
2037;Alle economische activiteit en woningen;Waalwijk;2022;5527.0;79318.0;68130.0;
2038;Alle economische activiteit en woningen;Waalwijk;2023 ;7283.0;96476.0;81810.0;
2039;Alle economische activiteit en woningen;Waalwijk;2024 eerste helft;7792.0;102716.0;86892.0;
2040;Alle economische activiteit en woningen;Waddinxveen;2019;1774.0;12268.0;;
2041;Alle economische activiteit en woningen;Waddinxveen;2020;2313.0;19866.0;;
2042;Alle economische activiteit en woningen;Waddinxveen;2021 ;2975.0;26486.0;;
2043;Alle economische activiteit en woningen;Waddinxveen;2022;4708.0;34078.0;30246.0;
2044;Alle economische activiteit en woningen;Waddinxveen;2023 ;5851.0;40219.0;35485.0;
2045;Alle economische activiteit en woningen;Waddinxveen;2024 eerste helft;6293.0;41842.0;36909.0;
2046;Alle economische activiteit en woningen;Wageningen;2019;2884.0;12508.0;;
2047;Alle economische activiteit en woningen;Wageningen;2020;3454.0;16046.0;;
2048;Alle economische activiteit en woningen;Wageningen;2021 ;4031.0;27454.0;;
2049;Alle economische activiteit en woningen;Wageningen;2022;5129.0;33122.0;31367.0;
2050;Alle economische activiteit en woningen;Wageningen;2023 ;6261.0;37990.0;35529.0;
2051;Alle economische activiteit en woningen;Wageningen;2024 eerste helft;6452.0;38873.0;36267.0;
2052;Alle economische activiteit en woningen;Wassenaar;2019;878.0;3335.0;;
2053;Alle economische activiteit en woningen;Wassenaar;2020;1316.0;4950.0;;
2054;Alle economische activiteit en woningen;Wassenaar;2021 ;1586.0;6824.0;;
2055;Alle economische activiteit en woningen;Wassenaar;2022;2390.0;10840.0;9827.0;
2056;Alle economische activiteit en woningen;Wassenaar;2023 ;3331.0;15000.0;13439.0;
2057;Alle economische activiteit en woningen;Wassenaar;2024 eerste helft;3479.0;15807.0;14126.0;
2058;Alle economische activiteit en woningen;Waterland;2019;976.0;4169.0;;
2059;Alle economische activiteit en woningen;Waterland;2020;1309.0;6128.0;;
2060;Alle economische activiteit en woningen;Waterland;2021 ;1652.0;7510.0;;
2061;Alle economische activiteit en woningen;Waterland;2022;2217.0;9692.0;9141.0;
2062;Alle economische activiteit en woningen;Waterland;2023 ;2797.0;13427.0;12261.0;
2063;Alle economische activiteit en woningen;Waterland;2024 eerste helft;2899.0;14089.0;12785.0;
2064;Alle economische activiteit en woningen;Weert;2019;4275.0;32706.0;;
2065;Alle economische activiteit en woningen;Weert;2020;5593.0;44611.0;;
2066;Alle economische activiteit en woningen;Weert;2021 ;6753.0;68255.0;;
2067;Alle economische activiteit en woningen;Weert;2022;8429.0;81316.0;72474.0;
2068;Alle economische activiteit en woningen;Weert;2023 ;10288.0;108489.0;93300.0;
2069;Alle economische activiteit en woningen;Weert;2024 eerste helft;10654.0;110698.0;95232.0;
2070;Alle economische activiteit en woningen;Weesp;2019;1117.0;5786.0;;
2071;Alle economische activiteit en woningen;Weesp;2020;1462.0;7489.0;;
2072;Alle economische activiteit en woningen;Weesp;2021 ;1752.0;9597.0;;
2073;Alle economische activiteit en woningen;Weesp;2022;2390.0;12328.0;11488.0;
2074;Alle economische activiteit en woningen;Weesp;2023 ;;;;
2075;Alle economische activiteit en woningen;Weesp;2024 eerste helft;;;;
2076;Alle economische activiteit en woningen;West Betuwe;2019;4031.0;43576.0;;
2077;Alle economische activiteit en woningen;West Betuwe;2020;5357.0;57557.0;;
2078;Alle economische activiteit en woningen;West Betuwe;2021 ;6759.0;76253.0;;
2079;Alle economische activiteit en woningen;West Betuwe;2022;9248.0;93176.0;85511.0;
2080;Alle economische activiteit en woningen;West Betuwe;2023 ;11615.0;112589.0;101701.0;
2081;Alle economische activiteit en woningen;West Betuwe;2024 eerste helft;12182.0;118474.0;106454.0;
2082;Alle economische activiteit en woningen;West Maas en Waal;2019;2451.0;18956.0;;
2083;Alle economische activiteit en woningen;West Maas en Waal;2020;3004.0;26759.0;;
2084;Alle economische activiteit en woningen;West Maas en Waal;2021 ;3502.0;31949.0;;
2085;Alle economische activiteit en woningen;West Maas en Waal;2022;4371.0;40055.0;36923.0;
2086;Alle economische activiteit en woningen;West Maas en Waal;2023 ;5248.0;45889.0;41967.0;
2087;Alle economische activiteit en woningen;West Maas en Waal;2024 eerste helft;5430.0;48538.0;44277.0;
2088;Alle economische activiteit en woningen;Westerkwartier;2019;5696.0;55837.0;;
2089;Alle economische activiteit en woningen;Westerkwartier;2020;7361.0;69971.0;;
2090;Alle economische activiteit en woningen;Westerkwartier;2021 ;9390.0;110278.0;;
2091;Alle economische activiteit en woningen;Westerkwartier;2022;12318.0;132671.0;119118.0;
2092;Alle economische activiteit en woningen;Westerkwartier;2023 ;15817.0;153008.0;136755.0;
2093;Alle economische activiteit en woningen;Westerkwartier;2024 eerste helft;16594.0;156916.0;140281.0;
2094;Alle economische activiteit en woningen;Westerveld;2019;3029.0;14118.0;;
2095;Alle economische activiteit en woningen;Westerveld;2020;3409.0;17335.0;;
2096;Alle economische activiteit en woningen;Westerveld;2021 ;3813.0;20209.0;;
2097;Alle economische activiteit en woningen;Westerveld;2022;4414.0;24826.0;23403.0;
2098;Alle economische activiteit en woningen;Westerveld;2023 ;5209.0;31344.0;28887.0;
2099;Alle economische activiteit en woningen;Westerveld;2024 eerste helft;5393.0;32833.0;30158.0;
