ID;Persoonskenmerken;Perioden;PersonenMetEenWerkloosheidsuitkering_1
555;Leeftijd: jonger dan 27 jaar;2023 januari;10870.0
556;Leeftijd: jonger dan 27 jaar;2023 februari;10700.0
557;Leeftijd: jonger dan 27 jaar;2023 maart;10340.0
558;Leeftijd: jonger dan 27 jaar;2023 april;10200.0
559;Leeftijd: jonger dan 27 jaar;2023 mei;8760.0
560;Leeftijd: jonger dan 27 jaar;2023 juni;8910.0
561;Leeftijd: jonger dan 27 jaar;2023 juli;10240.0
562;Leeftijd: jonger dan 27 jaar;2023 augustus;10840.0
563;Leeftijd: jonger dan 27 jaar;2023 september;10780.0
564;Leeftijd: jonger dan 27 jaar;2023 oktober;11310.0
565;Leeftijd: jonger dan 27 jaar;2023 november;11710.0
566;Leeftijd: jonger dan 27 jaar;2023 december;11850.0
567;Leeftijd: jonger dan 27 jaar;2024 januari;12940.0
568;Leeftijd: jonger dan 27 jaar;2024 februari;12730.0
569;Leeftijd: jonger dan 27 jaar;2024 maart;12480.0
570;Leeftijd: jonger dan 27 jaar;2024 april;12140.0
571;Leeftijd: jonger dan 27 jaar;2024 mei;10400.0
572;Leeftijd: jonger dan 27 jaar;2024 juni;10540.0
573;Leeftijd: jonger dan 27 jaar;2024 juli;11920.0
574;Leeftijd: jonger dan 27 jaar;2024 augustus;12410.0
575;Leeftijd: jonger dan 27 jaar;2024 september;12480.0
576;Leeftijd: jonger dan 27 jaar;2024 oktober;12890.0
577;Leeftijd: jonger dan 27 jaar;2024 november;13000.0
578;Leeftijd: jonger dan 27 jaar;2024 december;13200.0
579;Leeftijd: jonger dan 27 jaar;2025 januari;14200.0
580;Leeftijd: 27 tot 45 jaar;2013 januari;137910.0
581;Leeftijd: 27 tot 45 jaar;2013 februari;139230.0
582;Leeftijd: 27 tot 45 jaar;2013 maart;138560.0
583;Leeftijd: 27 tot 45 jaar;2013 april;137060.0
584;Leeftijd: 27 tot 45 jaar;2013 mei;136230.0
585;Leeftijd: 27 tot 45 jaar;2013 juni;136940.0
586;Leeftijd: 27 tot 45 jaar;2013 juli;141460.0
587;Leeftijd: 27 tot 45 jaar;2013 augustus;139730.0
588;Leeftijd: 27 tot 45 jaar;2013 september;138260.0
589;Leeftijd: 27 tot 45 jaar;2013 oktober;142290.0
590;Leeftijd: 27 tot 45 jaar;2013 november;146740.0
591;Leeftijd: 27 tot 45 jaar;2013 december;159140.0
592;Leeftijd: 27 tot 45 jaar;2014 januari;160480.0
593;Leeftijd: 27 tot 45 jaar;2014 februari;157850.0
594;Leeftijd: 27 tot 45 jaar;2014 maart;148950.0
595;Leeftijd: 27 tot 45 jaar;2014 april;145320.0
596;Leeftijd: 27 tot 45 jaar;2014 mei;141800.0
597;Leeftijd: 27 tot 45 jaar;2014 juni;141350.0
598;Leeftijd: 27 tot 45 jaar;2014 juli;140670.0
599;Leeftijd: 27 tot 45 jaar;2014 augustus;134810.0
600;Leeftijd: 27 tot 45 jaar;2014 september;128770.0
601;Leeftijd: 27 tot 45 jaar;2014 oktober;129450.0
602;Leeftijd: 27 tot 45 jaar;2014 november;131520.0
603;Leeftijd: 27 tot 45 jaar;2014 december;143350.0
604;Leeftijd: 27 tot 45 jaar;2015 januari;142320.0
605;Leeftijd: 27 tot 45 jaar;2015 februari;139180.0
606;Leeftijd: 27 tot 45 jaar;2015 maart;130350.0
607;Leeftijd: 27 tot 45 jaar;2015 april;125470.0
608;Leeftijd: 27 tot 45 jaar;2015 mei;121290.0
609;Leeftijd: 27 tot 45 jaar;2015 juni;122910.0
610;Leeftijd: 27 tot 45 jaar;2015 juli;122810.0
611;Leeftijd: 27 tot 45 jaar;2015 augustus;117900.0
612;Leeftijd: 27 tot 45 jaar;2015 september;115790.0
613;Leeftijd: 27 tot 45 jaar;2015 oktober;117230.0
614;Leeftijd: 27 tot 45 jaar;2015 november;121080.0
615;Leeftijd: 27 tot 45 jaar;2015 december;129060.0
616;Leeftijd: 27 tot 45 jaar;2016 januari;130760.0
617;Leeftijd: 27 tot 45 jaar;2016 februari;130700.0
618;Leeftijd: 27 tot 45 jaar;2016 maart;127270.0
619;Leeftijd: 27 tot 45 jaar;2016 april;125540.0
620;Leeftijd: 27 tot 45 jaar;2016 mei;116130.0
621;Leeftijd: 27 tot 45 jaar;2016 juni;115630.0
622;Leeftijd: 27 tot 45 jaar;2016 juli;114240.0
623;Leeftijd: 27 tot 45 jaar;2016 augustus;116210.0
624;Leeftijd: 27 tot 45 jaar;2016 september;113430.0
625;Leeftijd: 27 tot 45 jaar;2016 oktober;114830.0
626;Leeftijd: 27 tot 45 jaar;2016 november;116050.0
627;Leeftijd: 27 tot 45 jaar;2016 december;118850.0
628;Leeftijd: 27 tot 45 jaar;2017 januari;118360.0
629;Leeftijd: 27 tot 45 jaar;2017 februari;117030.0
630;Leeftijd: 27 tot 45 jaar;2017 maart;111990.0
631;Leeftijd: 27 tot 45 jaar;2017 april;109200.0
632;Leeftijd: 27 tot 45 jaar;2017 mei;100500.0
633;Leeftijd: 27 tot 45 jaar;2017 juni;99870.0
634;Leeftijd: 27 tot 45 jaar;2017 juli;98680.0
635;Leeftijd: 27 tot 45 jaar;2017 augustus;99010.0
636;Leeftijd: 27 tot 45 jaar;2017 september;95060.0
637;Leeftijd: 27 tot 45 jaar;2017 oktober;95840.0
638;Leeftijd: 27 tot 45 jaar;2017 november;95290.0
639;Leeftijd: 27 tot 45 jaar;2017 december;98570.0
640;Leeftijd: 27 tot 45 jaar;2018 januari;96060.0
641;Leeftijd: 27 tot 45 jaar;2018 februari;94360.0
642;Leeftijd: 27 tot 45 jaar;2018 maart;89520.0
643;Leeftijd: 27 tot 45 jaar;2018 april;86990.0
644;Leeftijd: 27 tot 45 jaar;2018 mei;79250.0
645;Leeftijd: 27 tot 45 jaar;2018 juni;79710.0
646;Leeftijd: 27 tot 45 jaar;2018 juli;78110.0
647;Leeftijd: 27 tot 45 jaar;2018 augustus;78470.0
648;Leeftijd: 27 tot 45 jaar;2018 september;76520.0
649;Leeftijd: 27 tot 45 jaar;2018 oktober;77730.0
650;Leeftijd: 27 tot 45 jaar;2018 november;78690.0
651;Leeftijd: 27 tot 45 jaar;2018 december;83950.0
652;Leeftijd: 27 tot 45 jaar;2019 januari;82100.0
653;Leeftijd: 27 tot 45 jaar;2019 februari;80460.0
654;Leeftijd: 27 tot 45 jaar;2019 maart;77460.0
655;Leeftijd: 27 tot 45 jaar;2019 april;76880.0
656;Leeftijd: 27 tot 45 jaar;2019 mei;71720.0
657;Leeftijd: 27 tot 45 jaar;2019 juni;73120.0
658;Leeftijd: 27 tot 45 jaar;2019 juli;72220.0
659;Leeftijd: 27 tot 45 jaar;2019 augustus;72350.0
660;Leeftijd: 27 tot 45 jaar;2019 september;71290.0
661;Leeftijd: 27 tot 45 jaar;2019 oktober;72490.0
662;Leeftijd: 27 tot 45 jaar;2019 november;74190.0
663;Leeftijd: 27 tot 45 jaar;2019 december;79250.0
664;Leeftijd: 27 tot 45 jaar;2020 januari;77820.0
665;Leeftijd: 27 tot 45 jaar;2020 februari;78740.0
666;Leeftijd: 27 tot 45 jaar;2020 maart;86880.0
667;Leeftijd: 27 tot 45 jaar;2020 april;96590.0
668;Leeftijd: 27 tot 45 jaar;2020 mei;96030.0
669;Leeftijd: 27 tot 45 jaar;2020 juni;98300.0
670;Leeftijd: 27 tot 45 jaar;2020 juli;96380.0
671;Leeftijd: 27 tot 45 jaar;2020 augustus;99430.0
672;Leeftijd: 27 tot 45 jaar;2020 september;95600.0
673;Leeftijd: 27 tot 45 jaar;2020 oktober;92670.0
674;Leeftijd: 27 tot 45 jaar;2020 november;90330.0
675;Leeftijd: 27 tot 45 jaar;2020 december;93120.0
676;Leeftijd: 27 tot 45 jaar;2021 januari;94840.0
677;Leeftijd: 27 tot 45 jaar;2021 februari;92850.0
678;Leeftijd: 27 tot 45 jaar;2021 maart;86870.0
679;Leeftijd: 27 tot 45 jaar;2021 april;83680.0
680;Leeftijd: 27 tot 45 jaar;2021 mei;69440.0
681;Leeftijd: 27 tot 45 jaar;2021 juni;65870.0
682;Leeftijd: 27 tot 45 jaar;2021 juli;68150.0
683;Leeftijd: 27 tot 45 jaar;2021 augustus;66360.0
684;Leeftijd: 27 tot 45 jaar;2021 september;61550.0
685;Leeftijd: 27 tot 45 jaar;2021 oktober;60480.0
686;Leeftijd: 27 tot 45 jaar;2021 november;58060.0
687;Leeftijd: 27 tot 45 jaar;2021 december;57360.0
688;Leeftijd: 27 tot 45 jaar;2022 januari;59190.0
689;Leeftijd: 27 tot 45 jaar;2022 februari;56350.0
690;Leeftijd: 27 tot 45 jaar;2022 maart;53420.0
691;Leeftijd: 27 tot 45 jaar;2022 april;51520.0
692;Leeftijd: 27 tot 45 jaar;2022 mei;44710.0
693;Leeftijd: 27 tot 45 jaar;2022 juni;45150.0
694;Leeftijd: 27 tot 45 jaar;2022 juli;47920.0
695;Leeftijd: 27 tot 45 jaar;2022 augustus;48790.0
696;Leeftijd: 27 tot 45 jaar;2022 september;47110.0
697;Leeftijd: 27 tot 45 jaar;2022 oktober;48080.0
698;Leeftijd: 27 tot 45 jaar;2022 november;47890.0
699;Leeftijd: 27 tot 45 jaar;2022 december;48840.0
700;Leeftijd: 27 tot 45 jaar;2023 januari;52930.0
701;Leeftijd: 27 tot 45 jaar;2023 februari;52940.0
702;Leeftijd: 27 tot 45 jaar;2023 maart;52490.0
703;Leeftijd: 27 tot 45 jaar;2023 april;52290.0
704;Leeftijd: 27 tot 45 jaar;2023 mei;47900.0
705;Leeftijd: 27 tot 45 jaar;2023 juni;49130.0
706;Leeftijd: 27 tot 45 jaar;2023 juli;53090.0
707;Leeftijd: 27 tot 45 jaar;2023 augustus;55200.0
708;Leeftijd: 27 tot 45 jaar;2023 september;54440.0
709;Leeftijd: 27 tot 45 jaar;2023 oktober;55990.0
710;Leeftijd: 27 tot 45 jaar;2023 november;56270.0
711;Leeftijd: 27 tot 45 jaar;2023 december;57260.0
712;Leeftijd: 27 tot 45 jaar;2024 januari;61170.0
713;Leeftijd: 27 tot 45 jaar;2024 februari;61060.0
714;Leeftijd: 27 tot 45 jaar;2024 maart;60800.0
715;Leeftijd: 27 tot 45 jaar;2024 april;60550.0
716;Leeftijd: 27 tot 45 jaar;2024 mei;54940.0
717;Leeftijd: 27 tot 45 jaar;2024 juni;55550.0
718;Leeftijd: 27 tot 45 jaar;2024 juli;59600.0
719;Leeftijd: 27 tot 45 jaar;2024 augustus;61150.0
720;Leeftijd: 27 tot 45 jaar;2024 september;61520.0
721;Leeftijd: 27 tot 45 jaar;2024 oktober;63230.0
722;Leeftijd: 27 tot 45 jaar;2024 november;63000.0
723;Leeftijd: 27 tot 45 jaar;2024 december;63500.0
724;Leeftijd: 27 tot 45 jaar;2025 januari;67000.0
725;Leeftijd: 45 jaar tot AOW-leeftijd;2013 januari;183880.0
726;Leeftijd: 45 jaar tot AOW-leeftijd;2013 februari;186690.0
727;Leeftijd: 45 jaar tot AOW-leeftijd;2013 maart;188040.0
728;Leeftijd: 45 jaar tot AOW-leeftijd;2013 april;189190.0
729;Leeftijd: 45 jaar tot AOW-leeftijd;2013 mei;191330.0
730;Leeftijd: 45 jaar tot AOW-leeftijd;2013 juni;193840.0
731;Leeftijd: 45 jaar tot AOW-leeftijd;2013 juli;198850.0
732;Leeftijd: 45 jaar tot AOW-leeftijd;2013 augustus;200530.0
733;Leeftijd: 45 jaar tot AOW-leeftijd;2013 september;201600.0
734;Leeftijd: 45 jaar tot AOW-leeftijd;2013 oktober;206710.0
735;Leeftijd: 45 jaar tot AOW-leeftijd;2013 november;212010.0
736;Leeftijd: 45 jaar tot AOW-leeftijd;2013 december;223550.0
737;Leeftijd: 45 jaar tot AOW-leeftijd;2014 januari;228630.0
738;Leeftijd: 45 jaar tot AOW-leeftijd;2014 februari;230070.0
739;Leeftijd: 45 jaar tot AOW-leeftijd;2014 maart;226450.0
740;Leeftijd: 45 jaar tot AOW-leeftijd;2014 april;226910.0
741;Leeftijd: 45 jaar tot AOW-leeftijd;2014 mei;227580.0
742;Leeftijd: 45 jaar tot AOW-leeftijd;2014 juni;228800.0
743;Leeftijd: 45 jaar tot AOW-leeftijd;2014 juli;229010.0
744;Leeftijd: 45 jaar tot AOW-leeftijd;2014 augustus;226930.0
745;Leeftijd: 45 jaar tot AOW-leeftijd;2014 september;223490.0
746;Leeftijd: 45 jaar tot AOW-leeftijd;2014 oktober;225070.0
747;Leeftijd: 45 jaar tot AOW-leeftijd;2014 november;227410.0
748;Leeftijd: 45 jaar tot AOW-leeftijd;2014 december;237490.0
749;Leeftijd: 45 jaar tot AOW-leeftijd;2015 januari;238920.0
750;Leeftijd: 45 jaar tot AOW-leeftijd;2015 februari;238400.0
751;Leeftijd: 45 jaar tot AOW-leeftijd;2015 maart;232760.0
752;Leeftijd: 45 jaar tot AOW-leeftijd;2015 april;230140.0
753;Leeftijd: 45 jaar tot AOW-leeftijd;2015 mei;228470.0
754;Leeftijd: 45 jaar tot AOW-leeftijd;2015 juni;231170.0
755;Leeftijd: 45 jaar tot AOW-leeftijd;2015 juli;230520.0
756;Leeftijd: 45 jaar tot AOW-leeftijd;2015 augustus;226350.0
757;Leeftijd: 45 jaar tot AOW-leeftijd;2015 september;224530.0
758;Leeftijd: 45 jaar tot AOW-leeftijd;2015 oktober;225070.0
759;Leeftijd: 45 jaar tot AOW-leeftijd;2015 november;227540.0
760;Leeftijd: 45 jaar tot AOW-leeftijd;2015 december;235170.0
761;Leeftijd: 45 jaar tot AOW-leeftijd;2016 januari;236030.0
762;Leeftijd: 45 jaar tot AOW-leeftijd;2016 februari;236100.0
763;Leeftijd: 45 jaar tot AOW-leeftijd;2016 maart;233690.0
764;Leeftijd: 45 jaar tot AOW-leeftijd;2016 april;231740.0
765;Leeftijd: 45 jaar tot AOW-leeftijd;2016 mei;225210.0
766;Leeftijd: 45 jaar tot AOW-leeftijd;2016 juni;224490.0
767;Leeftijd: 45 jaar tot AOW-leeftijd;2016 juli;220940.0
768;Leeftijd: 45 jaar tot AOW-leeftijd;2016 augustus;220920.0
769;Leeftijd: 45 jaar tot AOW-leeftijd;2016 september;217450.0
770;Leeftijd: 45 jaar tot AOW-leeftijd;2016 oktober;216580.0
771;Leeftijd: 45 jaar tot AOW-leeftijd;2016 november;216280.0
772;Leeftijd: 45 jaar tot AOW-leeftijd;2016 december;218610.0
773;Leeftijd: 45 jaar tot AOW-leeftijd;2017 januari;217270.0
774;Leeftijd: 45 jaar tot AOW-leeftijd;2017 februari;216480.0
775;Leeftijd: 45 jaar tot AOW-leeftijd;2017 maart;212200.0
776;Leeftijd: 45 jaar tot AOW-leeftijd;2017 april;208820.0
777;Leeftijd: 45 jaar tot AOW-leeftijd;2017 mei;201600.0
778;Leeftijd: 45 jaar tot AOW-leeftijd;2017 juni;199770.0
779;Leeftijd: 45 jaar tot AOW-leeftijd;2017 juli;195210.0
780;Leeftijd: 45 jaar tot AOW-leeftijd;2017 augustus;194490.0
781;Leeftijd: 45 jaar tot AOW-leeftijd;2017 september;190380.0
782;Leeftijd: 45 jaar tot AOW-leeftijd;2017 oktober;189290.0
783;Leeftijd: 45 jaar tot AOW-leeftijd;2017 november;187770.0
784;Leeftijd: 45 jaar tot AOW-leeftijd;2017 december;189520.0
785;Leeftijd: 45 jaar tot AOW-leeftijd;2018 januari;186540.0
786;Leeftijd: 45 jaar tot AOW-leeftijd;2018 februari;184410.0
787;Leeftijd: 45 jaar tot AOW-leeftijd;2018 maart;179220.0
788;Leeftijd: 45 jaar tot AOW-leeftijd;2018 april;174640.0
789;Leeftijd: 45 jaar tot AOW-leeftijd;2018 mei;166160.0
790;Leeftijd: 45 jaar tot AOW-leeftijd;2018 juni;164140.0
791;Leeftijd: 45 jaar tot AOW-leeftijd;2018 juli;158670.0
792;Leeftijd: 45 jaar tot AOW-leeftijd;2018 augustus;156310.0
793;Leeftijd: 45 jaar tot AOW-leeftijd;2018 september;151970.0
794;Leeftijd: 45 jaar tot AOW-leeftijd;2018 oktober;150750.0
795;Leeftijd: 45 jaar tot AOW-leeftijd;2018 november;149710.0
796;Leeftijd: 45 jaar tot AOW-leeftijd;2018 december;152880.0
797;Leeftijd: 45 jaar tot AOW-leeftijd;2019 januari;149780.0
798;Leeftijd: 45 jaar tot AOW-leeftijd;2019 februari;146310.0
799;Leeftijd: 45 jaar tot AOW-leeftijd;2019 maart;141870.0
800;Leeftijd: 45 jaar tot AOW-leeftijd;2019 april;138810.0
801;Leeftijd: 45 jaar tot AOW-leeftijd;2019 mei;132390.0
802;Leeftijd: 45 jaar tot AOW-leeftijd;2019 juni;131000.0
803;Leeftijd: 45 jaar tot AOW-leeftijd;2019 juli;127010.0
804;Leeftijd: 45 jaar tot AOW-leeftijd;2019 augustus;124800.0
805;Leeftijd: 45 jaar tot AOW-leeftijd;2019 september;122610.0
806;Leeftijd: 45 jaar tot AOW-leeftijd;2019 oktober;120840.0
807;Leeftijd: 45 jaar tot AOW-leeftijd;2019 november;121810.0
808;Leeftijd: 45 jaar tot AOW-leeftijd;2019 december;126070.0
809;Leeftijd: 45 jaar tot AOW-leeftijd;2020 januari;123790.0
810;Leeftijd: 45 jaar tot AOW-leeftijd;2020 februari;122500.0
811;Leeftijd: 45 jaar tot AOW-leeftijd;2020 maart;126350.0
812;Leeftijd: 45 jaar tot AOW-leeftijd;2020 april;130730.0
813;Leeftijd: 45 jaar tot AOW-leeftijd;2020 mei;129560.0
814;Leeftijd: 45 jaar tot AOW-leeftijd;2020 juni;130780.0
815;Leeftijd: 45 jaar tot AOW-leeftijd;2020 juli;129510.0
816;Leeftijd: 45 jaar tot AOW-leeftijd;2020 augustus;131480.0
817;Leeftijd: 45 jaar tot AOW-leeftijd;2020 september;129160.0
818;Leeftijd: 45 jaar tot AOW-leeftijd;2020 oktober;126940.0
819;Leeftijd: 45 jaar tot AOW-leeftijd;2020 november;126180.0
820;Leeftijd: 45 jaar tot AOW-leeftijd;2020 december;130240.0
821;Leeftijd: 45 jaar tot AOW-leeftijd;2021 januari;134310.0
822;Leeftijd: 45 jaar tot AOW-leeftijd;2021 februari;133280.0
823;Leeftijd: 45 jaar tot AOW-leeftijd;2021 maart;129850.0
824;Leeftijd: 45 jaar tot AOW-leeftijd;2021 april;127500.0
825;Leeftijd: 45 jaar tot AOW-leeftijd;2021 mei;116710.0
826;Leeftijd: 45 jaar tot AOW-leeftijd;2021 juni;113290.0
827;Leeftijd: 45 jaar tot AOW-leeftijd;2021 juli;114540.0
828;Leeftijd: 45 jaar tot AOW-leeftijd;2021 augustus;112100.0
829;Leeftijd: 45 jaar tot AOW-leeftijd;2021 september;107060.0
830;Leeftijd: 45 jaar tot AOW-leeftijd;2021 oktober;105210.0
831;Leeftijd: 45 jaar tot AOW-leeftijd;2021 november;102120.0
832;Leeftijd: 45 jaar tot AOW-leeftijd;2021 december;99990.0
833;Leeftijd: 45 jaar tot AOW-leeftijd;2022 januari;101300.0
834;Leeftijd: 45 jaar tot AOW-leeftijd;2022 februari;97550.0
835;Leeftijd: 45 jaar tot AOW-leeftijd;2022 maart;93600.0
836;Leeftijd: 45 jaar tot AOW-leeftijd;2022 april;89700.0
837;Leeftijd: 45 jaar tot AOW-leeftijd;2022 mei;80740.0
838;Leeftijd: 45 jaar tot AOW-leeftijd;2022 juni;79460.0
839;Leeftijd: 45 jaar tot AOW-leeftijd;2022 juli;79840.0
840;Leeftijd: 45 jaar tot AOW-leeftijd;2022 augustus;79170.0
841;Leeftijd: 45 jaar tot AOW-leeftijd;2022 september;76220.0
842;Leeftijd: 45 jaar tot AOW-leeftijd;2022 oktober;75580.0
843;Leeftijd: 45 jaar tot AOW-leeftijd;2022 november;74760.0
844;Leeftijd: 45 jaar tot AOW-leeftijd;2022 december;74110.0
845;Leeftijd: 45 jaar tot AOW-leeftijd;2023 januari;77580.0
846;Leeftijd: 45 jaar tot AOW-leeftijd;2023 februari;76800.0
847;Leeftijd: 45 jaar tot AOW-leeftijd;2023 maart;75700.0
848;Leeftijd: 45 jaar tot AOW-leeftijd;2023 april;74610.0
849;Leeftijd: 45 jaar tot AOW-leeftijd;2023 mei;69980.0
850;Leeftijd: 45 jaar tot AOW-leeftijd;2023 juni;70340.0
851;Leeftijd: 45 jaar tot AOW-leeftijd;2023 juli;72420.0
852;Leeftijd: 45 jaar tot AOW-leeftijd;2023 augustus;73080.0
853;Leeftijd: 45 jaar tot AOW-leeftijd;2023 september;72590.0
854;Leeftijd: 45 jaar tot AOW-leeftijd;2023 oktober;73410.0
855;Leeftijd: 45 jaar tot AOW-leeftijd;2023 november;74120.0
856;Leeftijd: 45 jaar tot AOW-leeftijd;2023 december;75710.0
857;Leeftijd: 45 jaar tot AOW-leeftijd;2024 januari;79920.0
858;Leeftijd: 45 jaar tot AOW-leeftijd;2024 februari;80020.0
859;Leeftijd: 45 jaar tot AOW-leeftijd;2024 maart;79770.0
860;Leeftijd: 45 jaar tot AOW-leeftijd;2024 april;79120.0
861;Leeftijd: 45 jaar tot AOW-leeftijd;2024 mei;74560.0
862;Leeftijd: 45 jaar tot AOW-leeftijd;2024 juni;75220.0
863;Leeftijd: 45 jaar tot AOW-leeftijd;2024 juli;78180.0
864;Leeftijd: 45 jaar tot AOW-leeftijd;2024 augustus;79530.0
865;Leeftijd: 45 jaar tot AOW-leeftijd;2024 september;80210.0
866;Leeftijd: 45 jaar tot AOW-leeftijd;2024 oktober;81410.0
867;Leeftijd: 45 jaar tot AOW-leeftijd;2024 november;82000.0
868;Leeftijd: 45 jaar tot AOW-leeftijd;2024 december;83000.0
869;Leeftijd: 45 jaar tot AOW-leeftijd;2025 januari;87500.0
870;Migratieachtergrond: Nederland;2013 januari;262510.0
871;Migratieachtergrond: Nederland;2013 februari;266210.0
872;Migratieachtergrond: Nederland;2013 maart;266330.0
873;Migratieachtergrond: Nederland;2013 april;263890.0
874;Migratieachtergrond: Nederland;2013 mei;263620.0
875;Migratieachtergrond: Nederland;2013 juni;265670.0
876;Migratieachtergrond: Nederland;2013 juli;275670.0
877;Migratieachtergrond: Nederland;2013 augustus;275190.0
878;Migratieachtergrond: Nederland;2013 september;274200.0
879;Migratieachtergrond: Nederland;2013 oktober;281380.0
880;Migratieachtergrond: Nederland;2013 november;289370.0
881;Migratieachtergrond: Nederland;2013 december;310810.0
882;Migratieachtergrond: Nederland;2014 januari;317450.0
883;Migratieachtergrond: Nederland;2014 februari;315930.0
884;Migratieachtergrond: Nederland;2014 maart;303430.0
885;Migratieachtergrond: Nederland;2014 april;299530.0
886;Migratieachtergrond: Nederland;2014 mei;296080.0
887;Migratieachtergrond: Nederland;2014 juni;295950.0
888;Migratieachtergrond: Nederland;2014 juli;297600.0
889;Migratieachtergrond: Nederland;2014 augustus;290690.0
890;Migratieachtergrond: Nederland;2014 september;282450.0
891;Migratieachtergrond: Nederland;2014 oktober;283770.0
892;Migratieachtergrond: Nederland;2014 november;287050.0
893;Migratieachtergrond: Nederland;2014 december;306700.0
894;Migratieachtergrond: Nederland;2015 januari;308710.0
895;Migratieachtergrond: Nederland;2015 februari;305510.0
896;Migratieachtergrond: Nederland;2015 maart;291710.0
897;Migratieachtergrond: Nederland;2015 april;284430.0
898;Migratieachtergrond: Nederland;2015 mei;278850.0
899;Migratieachtergrond: Nederland;2015 juni;281550.0
900;Migratieachtergrond: Nederland;2015 juli;282500.0
901;Migratieachtergrond: Nederland;2015 augustus;275340.0
902;Migratieachtergrond: Nederland;2015 september;272520.0
903;Migratieachtergrond: Nederland;2015 oktober;273910.0
904;Migratieachtergrond: Nederland;2015 november;278970.0
905;Migratieachtergrond: Nederland;2015 december;291960.0
906;Migratieachtergrond: Nederland;2016 januari;295310.0
907;Migratieachtergrond: Nederland;2016 februari;295700.0
908;Migratieachtergrond: Nederland;2016 maart;290770.0
909;Migratieachtergrond: Nederland;2016 april;287120.0
910;Migratieachtergrond: Nederland;2016 mei;271940.0
911;Migratieachtergrond: Nederland;2016 juni;270580.0
912;Migratieachtergrond: Nederland;2016 juli;267430.0
913;Migratieachtergrond: Nederland;2016 augustus;269820.0
914;Migratieachtergrond: Nederland;2016 september;264290.0
915;Migratieachtergrond: Nederland;2016 oktober;264170.0
916;Migratieachtergrond: Nederland;2016 november;264280.0
917;Migratieachtergrond: Nederland;2016 december;268230.0
918;Migratieachtergrond: Nederland;2017 januari;266980.0
919;Migratieachtergrond: Nederland;2017 februari;265120.0
920;Migratieachtergrond: Nederland;2017 maart;257250.0
921;Migratieachtergrond: Nederland;2017 april;252140.0
922;Migratieachtergrond: Nederland;2017 mei;237790.0
923;Migratieachtergrond: Nederland;2017 juni;235680.0
924;Migratieachtergrond: Nederland;2017 juli;231070.0
925;Migratieachtergrond: Nederland;2017 augustus;231160.0
926;Migratieachtergrond: Nederland;2017 september;224340.0
927;Migratieachtergrond: Nederland;2017 oktober;223440.0
928;Migratieachtergrond: Nederland;2017 november;220610.0
929;Migratieachtergrond: Nederland;2017 december;224020.0
930;Migratieachtergrond: Nederland;2018 januari;220030.0
931;Migratieachtergrond: Nederland;2018 februari;217350.0
932;Migratieachtergrond: Nederland;2018 maart;209650.0
933;Migratieachtergrond: Nederland;2018 april;203550.0
934;Migratieachtergrond: Nederland;2018 mei;189870.0
935;Migratieachtergrond: Nederland;2018 juni;188540.0
936;Migratieachtergrond: Nederland;2018 juli;182670.0
937;Migratieachtergrond: Nederland;2018 augustus;181210.0
938;Migratieachtergrond: Nederland;2018 september;175990.0
939;Migratieachtergrond: Nederland;2018 oktober;176210.0
940;Migratieachtergrond: Nederland;2018 november;175320.0
941;Migratieachtergrond: Nederland;2018 december;181450.0
942;Migratieachtergrond: Nederland;2019 januari;177980.0
943;Migratieachtergrond: Nederland;2019 februari;174040.0
944;Migratieachtergrond: Nederland;2019 maart;168080.0
945;Migratieachtergrond: Nederland;2019 april;164890.0
946;Migratieachtergrond: Nederland;2019 mei;155660.0
947;Migratieachtergrond: Nederland;2019 juni;155760.0
948;Migratieachtergrond: Nederland;2019 juli;151690.0
949;Migratieachtergrond: Nederland;2019 augustus;150190.0
950;Migratieachtergrond: Nederland;2019 september;147270.0
951;Migratieachtergrond: Nederland;2019 oktober;146450.0
952;Migratieachtergrond: Nederland;2019 november;148230.0
953;Migratieachtergrond: Nederland;2019 december;154620.0
954;Migratieachtergrond: Nederland;2020 januari;152130.0
955;Migratieachtergrond: Nederland;2020 februari;151910.0
956;Migratieachtergrond: Nederland;2020 maart;164110.0
957;Migratieachtergrond: Nederland;2020 april;176530.0
958;Migratieachtergrond: Nederland;2020 mei;175750.0
959;Migratieachtergrond: Nederland;2020 juni;177710.0
960;Migratieachtergrond: Nederland;2020 juli;173800.0
961;Migratieachtergrond: Nederland;2020 augustus;177230.0
962;Migratieachtergrond: Nederland;2020 september;171060.0
963;Migratieachtergrond: Nederland;2020 oktober;167050.0
964;Migratieachtergrond: Nederland;2020 november;163710.0
965;Migratieachtergrond: Nederland;2020 december;169110.0
966;Migratieachtergrond: Nederland;2021 januari;173130.0
967;Migratieachtergrond: Nederland;2021 februari;170650.0
968;Migratieachtergrond: Nederland;2021 maart;162040.0
969;Migratieachtergrond: Nederland;2021 april;157430.0
970;Migratieachtergrond: Nederland;2021 mei;136770.0
971;Migratieachtergrond: Nederland;2021 juni;131350.0
972;Migratieachtergrond: Nederland;2021 juli;134460.0
973;Migratieachtergrond: Nederland;2021 augustus;131220.0
974;Migratieachtergrond: Nederland;2021 september;123820.0
975;Migratieachtergrond: Nederland;2021 oktober;121510.0
976;Migratieachtergrond: Nederland;2021 november;117460.0
977;Migratieachtergrond: Nederland;2021 december;115900.0
978;Migratieachtergrond: Nederland;2022 januari;118440.0
