ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;NettoOmzet_1
1003;26-28 Elektrotechn. en machine-industrie;Groot-Rijnmond (CR);2017;1806.0
1004;26-28 Elektrotechn. en machine-industrie;Zuidoost-Zuid-Holland (CR);2016;905.0
1005;26-28 Elektrotechn. en machine-industrie;Zuidoost-Zuid-Holland (CR);2017;1021.0
1006;26-28 Elektrotechn. en machine-industrie;Zeeuwsch-Vlaanderen (CR);2016;
1007;26-28 Elektrotechn. en machine-industrie;Zeeuwsch-Vlaanderen (CR);2017;
1008;26-28 Elektrotechn. en machine-industrie;Overig Zeeland (CR);2016;
1009;26-28 Elektrotechn. en machine-industrie;Overig Zeeland (CR);2017;
1010;26-28 Elektrotechn. en machine-industrie;West-Noord-Brabant (CR);2016;1200.0
1011;26-28 Elektrotechn. en machine-industrie;West-Noord-Brabant (CR);2017;1294.0
1012;26-28 Elektrotechn. en machine-industrie;Midden-Noord-Brabant (CR);2016;464.0
1013;26-28 Elektrotechn. en machine-industrie;Midden-Noord-Brabant (CR);2017;515.0
1014;26-28 Elektrotechn. en machine-industrie;Noordoost-Noord-Brabant (CR);2016;2348.0
1015;26-28 Elektrotechn. en machine-industrie;Noordoost-Noord-Brabant (CR);2017;2235.0
1016;26-28 Elektrotechn. en machine-industrie;Zuidoost-Noord-Brabant (CR);2016;16113.0
1017;26-28 Elektrotechn. en machine-industrie;Zuidoost-Noord-Brabant (CR);2017;19081.0
1018;26-28 Elektrotechn. en machine-industrie;Noord-Limburg (CR);2016;1687.0
1019;26-28 Elektrotechn. en machine-industrie;Noord-Limburg (CR);2017;1962.0
1020;26-28 Elektrotechn. en machine-industrie;Midden-Limburg (CR);2016;
1021;26-28 Elektrotechn. en machine-industrie;Midden-Limburg (CR);2017;
1022;26-28 Elektrotechn. en machine-industrie;Zuid-Limburg (CR);2016;
1023;26-28 Elektrotechn. en machine-industrie;Zuid-Limburg (CR);2017;
1024;26-28 Elektrotechn. en machine-industrie;Flevoland (CR);2016;1210.0
1025;26-28 Elektrotechn. en machine-industrie;Flevoland (CR);2017;1374.0
1026;29-30 Transportmiddelenindustrie;Nederland;2016;18136.0
1027;29-30 Transportmiddelenindustrie;Nederland;2017;21174.0
1028;29-30 Transportmiddelenindustrie;Noord-Nederland (LD);2016;1310.0
1029;29-30 Transportmiddelenindustrie;Noord-Nederland (LD);2017;1391.0
1030;29-30 Transportmiddelenindustrie;Oost-Nederland (LD);2016;2428.0
1031;29-30 Transportmiddelenindustrie;Oost-Nederland (LD);2017;2505.0
1032;29-30 Transportmiddelenindustrie;West-Nederland (LD);2016;5558.0
1033;29-30 Transportmiddelenindustrie;West-Nederland (LD);2017;6262.0
1034;29-30 Transportmiddelenindustrie;Zuid-Nederland (LD);2016;8841.0
1035;29-30 Transportmiddelenindustrie;Zuid-Nederland (LD);2017;11016.0
1036;29-30 Transportmiddelenindustrie;Groningen (PV);2016;297.0
1037;29-30 Transportmiddelenindustrie;Groningen (PV);2017;279.0
1038;29-30 Transportmiddelenindustrie;Friesland (PV);2016;705.0
1039;29-30 Transportmiddelenindustrie;Friesland (PV);2017;790.0
1040;29-30 Transportmiddelenindustrie;Drenthe (PV);2016;307.0
1041;29-30 Transportmiddelenindustrie;Drenthe (PV);2017;322.0
1042;29-30 Transportmiddelenindustrie;Overijssel (PV);2016;874.0
1043;29-30 Transportmiddelenindustrie;Overijssel (PV);2017;958.0
1044;29-30 Transportmiddelenindustrie;Flevoland (PV);2016;345.0
1045;29-30 Transportmiddelenindustrie;Flevoland (PV);2017;367.0
1046;29-30 Transportmiddelenindustrie;Gelderland (PV);2016;1208.0
1047;29-30 Transportmiddelenindustrie;Gelderland (PV);2017;1180.0
1048;29-30 Transportmiddelenindustrie;Utrecht (PV);2016;209.0
1049;29-30 Transportmiddelenindustrie;Utrecht (PV);2017;176.0
1050;29-30 Transportmiddelenindustrie;Noord-Holland (PV);2016;1870.0
1051;29-30 Transportmiddelenindustrie;Noord-Holland (PV);2017;2234.0
1052;29-30 Transportmiddelenindustrie;Zuid-Holland (PV);2016;3064.0
1053;29-30 Transportmiddelenindustrie;Zuid-Holland (PV);2017;3123.0
1054;29-30 Transportmiddelenindustrie;Zeeland (PV);2016;414.0
1055;29-30 Transportmiddelenindustrie;Zeeland (PV);2017;729.0
1056;29-30 Transportmiddelenindustrie;Noord-Brabant (PV);2016;6838.0
1057;29-30 Transportmiddelenindustrie;Noord-Brabant (PV);2017;7386.0
1058;29-30 Transportmiddelenindustrie;Limburg (PV);2016;2003.0
1059;29-30 Transportmiddelenindustrie;Limburg (PV);2017;3630.0
1060;29-30 Transportmiddelenindustrie;Oost-Groningen (CR);2016;
1061;29-30 Transportmiddelenindustrie;Oost-Groningen (CR);2017;
1062;29-30 Transportmiddelenindustrie;Delfzijl en omgeving (CR);2016;
1063;29-30 Transportmiddelenindustrie;Delfzijl en omgeving (CR);2017;
1064;29-30 Transportmiddelenindustrie;Overig Groningen (CR);2016;244.0
1065;29-30 Transportmiddelenindustrie;Overig Groningen (CR);2017;214.0
1066;29-30 Transportmiddelenindustrie;Noord-Friesland (CR);2016;96.0
1067;29-30 Transportmiddelenindustrie;Noord-Friesland (CR);2017;169.0
1068;29-30 Transportmiddelenindustrie;Zuidwest-Friesland (CR);2016;298.0
1069;29-30 Transportmiddelenindustrie;Zuidwest-Friesland (CR);2017;348.0
1070;29-30 Transportmiddelenindustrie;Zuidoost-Friesland (CR);2016;311.0
1071;29-30 Transportmiddelenindustrie;Zuidoost-Friesland (CR);2017;272.0
1072;29-30 Transportmiddelenindustrie;Noord-Drenthe (CR);2016;22.0
1073;29-30 Transportmiddelenindustrie;Noord-Drenthe (CR);2017;27.0
1074;29-30 Transportmiddelenindustrie;Zuidoost-Drenthe (CR);2016;12.0
1075;29-30 Transportmiddelenindustrie;Zuidoost-Drenthe (CR);2017;
1076;29-30 Transportmiddelenindustrie;Zuidwest-Drenthe (CR);2016;273.0
1077;29-30 Transportmiddelenindustrie;Zuidwest-Drenthe (CR);2017;
1078;29-30 Transportmiddelenindustrie;Noord-Overijssel (CR);2016;534.0
1079;29-30 Transportmiddelenindustrie;Noord-Overijssel (CR);2017;617.0
1080;29-30 Transportmiddelenindustrie;Zuidwest-Overijssel (CR);2016;32.0
1081;29-30 Transportmiddelenindustrie;Zuidwest-Overijssel (CR);2017;33.0
1082;29-30 Transportmiddelenindustrie;Twente (CR);2016;309.0
1083;29-30 Transportmiddelenindustrie;Twente (CR);2017;308.0
1084;29-30 Transportmiddelenindustrie;Veluwe (CR);2016;384.0
1085;29-30 Transportmiddelenindustrie;Veluwe (CR);2017;316.0
1086;29-30 Transportmiddelenindustrie;Achterhoek (CR);2016;172.0
1087;29-30 Transportmiddelenindustrie;Achterhoek (CR);2017;201.0
1088;29-30 Transportmiddelenindustrie;Arnhem/Nijmegen (CR);2016;429.0
1089;29-30 Transportmiddelenindustrie;Arnhem/Nijmegen (CR);2017;450.0
1090;29-30 Transportmiddelenindustrie;Zuidwest-Gelderland (CR);2016;223.0
1091;29-30 Transportmiddelenindustrie;Zuidwest-Gelderland (CR);2017;213.0
1092;29-30 Transportmiddelenindustrie;Utrecht (CR);2016;209.0
1093;29-30 Transportmiddelenindustrie;Utrecht (CR);2017;176.0
1094;29-30 Transportmiddelenindustrie;Kop van Noord-Holland (CR);2016;87.0
1095;29-30 Transportmiddelenindustrie;Kop van Noord-Holland (CR);2017;58.0
1096;29-30 Transportmiddelenindustrie;Alkmaar en omgeving (CR);2016;
1097;29-30 Transportmiddelenindustrie;Alkmaar en omgeving (CR);2017;
1098;29-30 Transportmiddelenindustrie;IJmond (CR);2016;10.0
1099;29-30 Transportmiddelenindustrie;IJmond (CR);2017;
1100;29-30 Transportmiddelenindustrie;Agglomeratie Haarlem (CR);2016;8.0
1101;29-30 Transportmiddelenindustrie;Agglomeratie Haarlem (CR);2017;2.0
1102;29-30 Transportmiddelenindustrie;Zaanstreek (CR);2016;
1103;29-30 Transportmiddelenindustrie;Zaanstreek (CR);2017;14.0
1104;29-30 Transportmiddelenindustrie;Groot-Amsterdam (CR);2016;
1105;29-30 Transportmiddelenindustrie;Groot-Amsterdam (CR);2017;
1106;29-30 Transportmiddelenindustrie;Het Gooi en Vechtstreek (CR);2016;16.0
1107;29-30 Transportmiddelenindustrie;Het Gooi en Vechtstreek (CR);2017;22.0
1108;29-30 Transportmiddelenindustrie;Agglomeratie Leiden en Bollenstreek (CR);2016;304.0
1109;29-30 Transportmiddelenindustrie;Agglomeratie Leiden en Bollenstreek (CR);2017;417.0
1110;29-30 Transportmiddelenindustrie;Agglomeratie 's-Gravenhage (CR);2016;128.0
1111;29-30 Transportmiddelenindustrie;Agglomeratie 's-Gravenhage (CR);2017;137.0
1112;29-30 Transportmiddelenindustrie;Delft en Westland (CR);2016;21.0
1113;29-30 Transportmiddelenindustrie;Delft en Westland (CR);2017;21.0
1114;29-30 Transportmiddelenindustrie;Oost-Zuid-Holland (CR);2016;39.0
1115;29-30 Transportmiddelenindustrie;Oost-Zuid-Holland (CR);2017;42.0
1116;29-30 Transportmiddelenindustrie;Groot-Rijnmond (CR);2016;514.0
1117;29-30 Transportmiddelenindustrie;Groot-Rijnmond (CR);2017;353.0
1118;29-30 Transportmiddelenindustrie;Zuidoost-Zuid-Holland (CR);2016;2058.0
1119;29-30 Transportmiddelenindustrie;Zuidoost-Zuid-Holland (CR);2017;2153.0
1120;29-30 Transportmiddelenindustrie;Zeeuwsch-Vlaanderen (CR);2016;
1121;29-30 Transportmiddelenindustrie;Zeeuwsch-Vlaanderen (CR);2017;
1122;29-30 Transportmiddelenindustrie;Overig Zeeland (CR);2016;
1123;29-30 Transportmiddelenindustrie;Overig Zeeland (CR);2017;
1124;29-30 Transportmiddelenindustrie;West-Noord-Brabant (CR);2016;
1125;29-30 Transportmiddelenindustrie;West-Noord-Brabant (CR);2017;
1126;29-30 Transportmiddelenindustrie;Midden-Noord-Brabant (CR);2016;689.0
1127;29-30 Transportmiddelenindustrie;Midden-Noord-Brabant (CR);2017;798.0
1128;29-30 Transportmiddelenindustrie;Noordoost-Noord-Brabant (CR);2016;252.0
1129;29-30 Transportmiddelenindustrie;Noordoost-Noord-Brabant (CR);2017;310.0
1130;29-30 Transportmiddelenindustrie;Zuidoost-Noord-Brabant (CR);2016;
1131;29-30 Transportmiddelenindustrie;Zuidoost-Noord-Brabant (CR);2017;
1132;29-30 Transportmiddelenindustrie;Noord-Limburg (CR);2016;302.0
1133;29-30 Transportmiddelenindustrie;Noord-Limburg (CR);2017;
1134;29-30 Transportmiddelenindustrie;Midden-Limburg (CR);2016;
1135;29-30 Transportmiddelenindustrie;Midden-Limburg (CR);2017;
1136;29-30 Transportmiddelenindustrie;Zuid-Limburg (CR);2016;
1137;29-30 Transportmiddelenindustrie;Zuid-Limburg (CR);2017;
1138;29-30 Transportmiddelenindustrie;Flevoland (CR);2016;345.0
1139;29-30 Transportmiddelenindustrie;Flevoland (CR);2017;367.0
1140;D Energievoorziening;Nederland;2016;27909.0
1141;D Energievoorziening;Nederland;2017;27815.0
1142;D Energievoorziening;Noord-Nederland (LD);2016;1768.0
1143;D Energievoorziening;Noord-Nederland (LD);2017;1569.0
1144;D Energievoorziening;Oost-Nederland (LD);2016;5259.0
1145;D Energievoorziening;Oost-Nederland (LD);2017;4374.0
1146;D Energievoorziening;West-Nederland (LD);2016;16093.0
1147;D Energievoorziening;West-Nederland (LD);2017;15599.0
1148;D Energievoorziening;Zuid-Nederland (LD);2016;4789.0
1149;D Energievoorziening;Zuid-Nederland (LD);2017;6273.0
1150;D Energievoorziening;Groningen (PV);2016;
1151;D Energievoorziening;Groningen (PV);2017;
1152;D Energievoorziening;Friesland (PV);2016;259.0
1153;D Energievoorziening;Friesland (PV);2017;391.0
1154;D Energievoorziening;Drenthe (PV);2016;
1155;D Energievoorziening;Drenthe (PV);2017;
1156;D Energievoorziening;Overijssel (PV);2016;2394.0
1157;D Energievoorziening;Overijssel (PV);2017;1950.0
1158;D Energievoorziening;Flevoland (PV);2016;350.0
1159;D Energievoorziening;Flevoland (PV);2017;210.0
1160;D Energievoorziening;Gelderland (PV);2016;2515.0
1161;D Energievoorziening;Gelderland (PV);2017;2214.0
1162;D Energievoorziening;Utrecht (PV);2016;306.0
1163;D Energievoorziening;Utrecht (PV);2017;
1164;D Energievoorziening;Noord-Holland (PV);2016;6237.0
1165;D Energievoorziening;Noord-Holland (PV);2017;6132.0
1166;D Energievoorziening;Zuid-Holland (PV);2016;8035.0
1167;D Energievoorziening;Zuid-Holland (PV);2017;7830.0
1168;D Energievoorziening;Zeeland (PV);2016;1516.0
1169;D Energievoorziening;Zeeland (PV);2017;
1170;D Energievoorziening;Noord-Brabant (PV);2016;4094.0
1171;D Energievoorziening;Noord-Brabant (PV);2017;5230.0
1172;D Energievoorziening;Limburg (PV);2016;695.0
1173;D Energievoorziening;Limburg (PV);2017;1043.0
1174;D Energievoorziening;Oost-Groningen (CR);2016;
1175;D Energievoorziening;Oost-Groningen (CR);2017;
1176;D Energievoorziening;Delfzijl en omgeving (CR);2016;1.0
1177;D Energievoorziening;Delfzijl en omgeving (CR);2017;1.0
1178;D Energievoorziening;Overig Groningen (CR);2016;
1179;D Energievoorziening;Overig Groningen (CR);2017;994.0
1180;D Energievoorziening;Noord-Friesland (CR);2016;
1181;D Energievoorziening;Noord-Friesland (CR);2017;323.0
1182;D Energievoorziening;Zuidwest-Friesland (CR);2016;6.0
1183;D Energievoorziening;Zuidwest-Friesland (CR);2017;13.0
1184;D Energievoorziening;Zuidoost-Friesland (CR);2016;
1185;D Energievoorziening;Zuidoost-Friesland (CR);2017;54.0
1186;D Energievoorziening;Noord-Drenthe (CR);2016;
1187;D Energievoorziening;Noord-Drenthe (CR);2017;
1188;D Energievoorziening;Zuidoost-Drenthe (CR);2016;
1189;D Energievoorziening;Zuidoost-Drenthe (CR);2017;
1190;D Energievoorziening;Zuidwest-Drenthe (CR);2016;
1191;D Energievoorziening;Zuidwest-Drenthe (CR);2017;
1192;D Energievoorziening;Noord-Overijssel (CR);2016;
1193;D Energievoorziening;Noord-Overijssel (CR);2017;
1194;D Energievoorziening;Zuidwest-Overijssel (CR);2016;
1195;D Energievoorziening;Zuidwest-Overijssel (CR);2017;
1196;D Energievoorziening;Twente (CR);2016;392.0
1197;D Energievoorziening;Twente (CR);2017;
1198;D Energievoorziening;Veluwe (CR);2016;199.0
1199;D Energievoorziening;Veluwe (CR);2017;
1200;D Energievoorziening;Achterhoek (CR);2016;
1201;D Energievoorziening;Achterhoek (CR);2017;
1202;D Energievoorziening;Arnhem/Nijmegen (CR);2016;2203.0
1203;D Energievoorziening;Arnhem/Nijmegen (CR);2017;1948.0
1204;D Energievoorziening;Zuidwest-Gelderland (CR);2016;
1205;D Energievoorziening;Zuidwest-Gelderland (CR);2017;10.0
1206;D Energievoorziening;Utrecht (CR);2016;306.0
1207;D Energievoorziening;Utrecht (CR);2017;
1208;D Energievoorziening;Kop van Noord-Holland (CR);2016;55.0
1209;D Energievoorziening;Kop van Noord-Holland (CR);2017;76.0
1210;D Energievoorziening;Alkmaar en omgeving (CR);2016;
1211;D Energievoorziening;Alkmaar en omgeving (CR);2017;
1212;D Energievoorziening;IJmond (CR);2016;
1213;D Energievoorziening;IJmond (CR);2017;
1214;D Energievoorziening;Agglomeratie Haarlem (CR);2016;
1215;D Energievoorziening;Agglomeratie Haarlem (CR);2017;
1216;D Energievoorziening;Zaanstreek (CR);2016;
1217;D Energievoorziening;Zaanstreek (CR);2017;
1218;D Energievoorziening;Groot-Amsterdam (CR);2016;5796.0
1219;D Energievoorziening;Groot-Amsterdam (CR);2017;5765.0
1220;D Energievoorziening;Het Gooi en Vechtstreek (CR);2016;
1221;D Energievoorziening;Het Gooi en Vechtstreek (CR);2017;
1222;D Energievoorziening;Agglomeratie Leiden en Bollenstreek (CR);2016;
1223;D Energievoorziening;Agglomeratie Leiden en Bollenstreek (CR);2017;
1224;D Energievoorziening;Agglomeratie 's-Gravenhage (CR);2016;144.0
1225;D Energievoorziening;Agglomeratie 's-Gravenhage (CR);2017;138.0
1226;D Energievoorziening;Delft en Westland (CR);2016;
1227;D Energievoorziening;Delft en Westland (CR);2017;
1228;D Energievoorziening;Oost-Zuid-Holland (CR);2016;
1229;D Energievoorziening;Oost-Zuid-Holland (CR);2017;159.0
1230;D Energievoorziening;Groot-Rijnmond (CR);2016;7330.0
1231;D Energievoorziening;Groot-Rijnmond (CR);2017;6972.0
1232;D Energievoorziening;Zuidoost-Zuid-Holland (CR);2016;26.0
1233;D Energievoorziening;Zuidoost-Zuid-Holland (CR);2017;22.0
1234;D Energievoorziening;Zeeuwsch-Vlaanderen (CR);2016;
1235;D Energievoorziening;Zeeuwsch-Vlaanderen (CR);2017;
1236;D Energievoorziening;Overig Zeeland (CR);2016;
1237;D Energievoorziening;Overig Zeeland (CR);2017;
1238;D Energievoorziening;West-Noord-Brabant (CR);2016;726.0
1239;D Energievoorziening;West-Noord-Brabant (CR);2017;
1240;D Energievoorziening;Midden-Noord-Brabant (CR);2016;
1241;D Energievoorziening;Midden-Noord-Brabant (CR);2017;
1242;D Energievoorziening;Noordoost-Noord-Brabant (CR);2016;
1243;D Energievoorziening;Noordoost-Noord-Brabant (CR);2017;
1244;D Energievoorziening;Zuidoost-Noord-Brabant (CR);2016;
1245;D Energievoorziening;Zuidoost-Noord-Brabant (CR);2017;998.0
1246;D Energievoorziening;Noord-Limburg (CR);2016;
1247;D Energievoorziening;Noord-Limburg (CR);2017;
1248;D Energievoorziening;Midden-Limburg (CR);2016;
1249;D Energievoorziening;Midden-Limburg (CR);2017;
1250;D Energievoorziening;Zuid-Limburg (CR);2016;280.0
1251;D Energievoorziening;Zuid-Limburg (CR);2017;663.0
1252;D Energievoorziening;Flevoland (CR);2016;350.0
1253;D Energievoorziening;Flevoland (CR);2017;210.0
1254;E Waterbedrijven en afvalbeheer;Nederland;2016;10221.0
1255;E Waterbedrijven en afvalbeheer;Nederland;2017;9184.0
1256;E Waterbedrijven en afvalbeheer;Noord-Nederland (LD);2016;
1257;E Waterbedrijven en afvalbeheer;Noord-Nederland (LD);2017;
1258;E Waterbedrijven en afvalbeheer;Oost-Nederland (LD);2016;2553.0
1259;E Waterbedrijven en afvalbeheer;Oost-Nederland (LD);2017;2259.0
1260;E Waterbedrijven en afvalbeheer;West-Nederland (LD);2016;4529.0
1261;E Waterbedrijven en afvalbeheer;West-Nederland (LD);2017;4239.0
1262;E Waterbedrijven en afvalbeheer;Zuid-Nederland (LD);2016;
1263;E Waterbedrijven en afvalbeheer;Zuid-Nederland (LD);2017;
1264;E Waterbedrijven en afvalbeheer;Groningen (PV);2016;
1265;E Waterbedrijven en afvalbeheer;Groningen (PV);2017;233.0
1266;E Waterbedrijven en afvalbeheer;Friesland (PV);2016;351.0
1267;E Waterbedrijven en afvalbeheer;Friesland (PV);2017;
1268;E Waterbedrijven en afvalbeheer;Drenthe (PV);2016;276.0
1269;E Waterbedrijven en afvalbeheer;Drenthe (PV);2017;
1270;E Waterbedrijven en afvalbeheer;Overijssel (PV);2016;
1271;E Waterbedrijven en afvalbeheer;Overijssel (PV);2017;
1272;E Waterbedrijven en afvalbeheer;Flevoland (PV);2016;
1273;E Waterbedrijven en afvalbeheer;Flevoland (PV);2017;
1274;E Waterbedrijven en afvalbeheer;Gelderland (PV);2016;
1275;E Waterbedrijven en afvalbeheer;Gelderland (PV);2017;
1276;E Waterbedrijven en afvalbeheer;Utrecht (PV);2016;
1277;E Waterbedrijven en afvalbeheer;Utrecht (PV);2017;
1278;E Waterbedrijven en afvalbeheer;Noord-Holland (PV);2016;
1279;E Waterbedrijven en afvalbeheer;Noord-Holland (PV);2017;
1280;E Waterbedrijven en afvalbeheer;Zuid-Holland (PV);2016;2241.0
1281;E Waterbedrijven en afvalbeheer;Zuid-Holland (PV);2017;2226.0
1282;E Waterbedrijven en afvalbeheer;Zeeland (PV);2016;216.0
1283;E Waterbedrijven en afvalbeheer;Zeeland (PV);2017;
1284;E Waterbedrijven en afvalbeheer;Noord-Brabant (PV);2016;1475.0
1285;E Waterbedrijven en afvalbeheer;Noord-Brabant (PV);2017;1324.0
1286;E Waterbedrijven en afvalbeheer;Limburg (PV);2016;
1287;E Waterbedrijven en afvalbeheer;Limburg (PV);2017;
1288;E Waterbedrijven en afvalbeheer;Oost-Groningen (CR);2016;71.0
1289;E Waterbedrijven en afvalbeheer;Oost-Groningen (CR);2017;
1290;E Waterbedrijven en afvalbeheer;Delfzijl en omgeving (CR);2016;
1291;E Waterbedrijven en afvalbeheer;Delfzijl en omgeving (CR);2017;
1292;E Waterbedrijven en afvalbeheer;Overig Groningen (CR);2016;172.0
1293;E Waterbedrijven en afvalbeheer;Overig Groningen (CR);2017;147.0
1294;E Waterbedrijven en afvalbeheer;Noord-Friesland (CR);2016;142.0
1295;E Waterbedrijven en afvalbeheer;Noord-Friesland (CR);2017;90.0
1296;E Waterbedrijven en afvalbeheer;Zuidwest-Friesland (CR);2016;27.0
1297;E Waterbedrijven en afvalbeheer;Zuidwest-Friesland (CR);2017;34.0
1298;E Waterbedrijven en afvalbeheer;Zuidoost-Friesland (CR);2016;182.0
1299;E Waterbedrijven en afvalbeheer;Zuidoost-Friesland (CR);2017;
1300;E Waterbedrijven en afvalbeheer;Noord-Drenthe (CR);2016;172.0
1301;E Waterbedrijven en afvalbeheer;Noord-Drenthe (CR);2017;151.0
1302;E Waterbedrijven en afvalbeheer;Zuidoost-Drenthe (CR);2016;57.0
1303;E Waterbedrijven en afvalbeheer;Zuidoost-Drenthe (CR);2017;51.0
1304;E Waterbedrijven en afvalbeheer;Zuidwest-Drenthe (CR);2016;46.0
1305;E Waterbedrijven en afvalbeheer;Zuidwest-Drenthe (CR);2017;
1306;E Waterbedrijven en afvalbeheer;Noord-Overijssel (CR);2016;
1307;E Waterbedrijven en afvalbeheer;Noord-Overijssel (CR);2017;
1308;E Waterbedrijven en afvalbeheer;Zuidwest-Overijssel (CR);2016;
1309;E Waterbedrijven en afvalbeheer;Zuidwest-Overijssel (CR);2017;2.0
1310;E Waterbedrijven en afvalbeheer;Twente (CR);2016;333.0
1311;E Waterbedrijven en afvalbeheer;Twente (CR);2017;246.0
1312;E Waterbedrijven en afvalbeheer;Veluwe (CR);2016;297.0
1313;E Waterbedrijven en afvalbeheer;Veluwe (CR);2017;193.0
1314;E Waterbedrijven en afvalbeheer;Achterhoek (CR);2016;
1315;E Waterbedrijven en afvalbeheer;Achterhoek (CR);2017;220.0
1316;E Waterbedrijven en afvalbeheer;Arnhem/Nijmegen (CR);2016;461.0
1317;E Waterbedrijven en afvalbeheer;Arnhem/Nijmegen (CR);2017;406.0
1318;E Waterbedrijven en afvalbeheer;Zuidwest-Gelderland (CR);2016;132.0
1319;E Waterbedrijven en afvalbeheer;Zuidwest-Gelderland (CR);2017;
1320;E Waterbedrijven en afvalbeheer;Utrecht (CR);2016;
1321;E Waterbedrijven en afvalbeheer;Utrecht (CR);2017;
1322;E Waterbedrijven en afvalbeheer;Kop van Noord-Holland (CR);2016;124.0
1323;E Waterbedrijven en afvalbeheer;Kop van Noord-Holland (CR);2017;106.0
1324;E Waterbedrijven en afvalbeheer;Alkmaar en omgeving (CR);2016;209.0
1325;E Waterbedrijven en afvalbeheer;Alkmaar en omgeving (CR);2017;
1326;E Waterbedrijven en afvalbeheer;IJmond (CR);2016;266.0
1327;E Waterbedrijven en afvalbeheer;IJmond (CR);2017;280.0
1328;E Waterbedrijven en afvalbeheer;Agglomeratie Haarlem (CR);2016;
1329;E Waterbedrijven en afvalbeheer;Agglomeratie Haarlem (CR);2017;
1330;E Waterbedrijven en afvalbeheer;Zaanstreek (CR);2016;74.0
1331;E Waterbedrijven en afvalbeheer;Zaanstreek (CR);2017;61.0
1332;E Waterbedrijven en afvalbeheer;Groot-Amsterdam (CR);2016;840.0
1333;E Waterbedrijven en afvalbeheer;Groot-Amsterdam (CR);2017;813.0
1334;E Waterbedrijven en afvalbeheer;Het Gooi en Vechtstreek (CR);2016;86.0
1335;E Waterbedrijven en afvalbeheer;Het Gooi en Vechtstreek (CR);2017;42.0
1336;E Waterbedrijven en afvalbeheer;Agglomeratie Leiden en Bollenstreek (CR);2016;82.0
1337;E Waterbedrijven en afvalbeheer;Agglomeratie Leiden en Bollenstreek (CR);2017;
1338;E Waterbedrijven en afvalbeheer;Agglomeratie 's-Gravenhage (CR);2016;367.0
1339;E Waterbedrijven en afvalbeheer;Agglomeratie 's-Gravenhage (CR);2017;328.0
1340;E Waterbedrijven en afvalbeheer;Delft en Westland (CR);2016;114.0
1341;E Waterbedrijven en afvalbeheer;Delft en Westland (CR);2017;
1342;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2016;147.0
1343;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2017;163.0
1344;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2016;1174.0
1345;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2017;1067.0
1346;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2016;357.0
1347;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2017;423.0
1348;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2016;
1349;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2017;
1350;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2016;
1351;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2017;93.0
1352;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2016;490.0
1353;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2017;
1354;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2016;
1355;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2017;
1356;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2016;
1357;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2017;
1358;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2016;
1359;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2017;508.0
1360;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2016;
1361;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2017;
1362;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2016;143.0
1363;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2017;128.0
1364;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2016;353.0
1365;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2017;304.0
1366;E Waterbedrijven en afvalbeheer;Flevoland (CR);2016;
1367;E Waterbedrijven en afvalbeheer;Flevoland (CR);2017;
1368;F Bouwnijverheid;Nederland;2016;88530.0
1369;F Bouwnijverheid;Nederland;2017;94629.0
1370;F Bouwnijverheid;Noord-Nederland (LD);2016;6660.0
1371;F Bouwnijverheid;Noord-Nederland (LD);2017;6859.0
1372;F Bouwnijverheid;Oost-Nederland (LD);2016;19357.0
1373;F Bouwnijverheid;Oost-Nederland (LD);2017;20720.0
1374;F Bouwnijverheid;West-Nederland (LD);2016;43661.0
1375;F Bouwnijverheid;West-Nederland (LD);2017;46241.0
1376;F Bouwnijverheid;Zuid-Nederland (LD);2016;18851.0
1377;F Bouwnijverheid;Zuid-Nederland (LD);2017;20808.0
1378;F Bouwnijverheid;Groningen (PV);2016;2154.0
1379;F Bouwnijverheid;Groningen (PV);2017;1996.0
1380;F Bouwnijverheid;Friesland (PV);2016;2616.0
1381;F Bouwnijverheid;Friesland (PV);2017;2951.0
