ID;LeeftijdReferentiepersoon;Perioden;TotaalHuishoudensMetKinderen_1;HuishoudensJongsteKind0Tot3Jaar_2;HuishoudensJongsteKind3Tot6Jaar_3;HuishoudensJongsteKind6Tot12Jaar_4;HuishoudensJongsteKind12Tot18Jaar_5;HuishoudensJongsteKind18Jaar_6
0;18;2013;2564017;471479;327374;571637;547547;645980
1;18;2014;2561553;467937;325089;562397;558072;648058
2;18;2015;2554747;469077;316575;554225;565150;649720
3;18;2016;2545296;470856;306829;549976;565035;652600
4;18;2017;2537691;473928;301163;545082;561591;655927
5;18;2018;2531760;477295;301136;537851;551764;663714
6;18;2019;2526607;480673;302506;532486;540906;670036
7;18;2020;2521734;483487;305236;524578;531789;676644
8;18;2021;2517816;486357;307919;516203;525022;682315
9;18;2022;2513498;488872;310409;507888;522685;683644
10;18;2023;2509687;491196;312417;504935;519361;681778
11;18;2024;2505617;493100;314492;507425;512852;677748
12;18;2025;2502458;494839;316613;511253;507992;671761
13;18;2026;2499299;496230;318659;515842;500262;668306
14;18;2027;2496610;497428;320511;520562;491737;666372
15;18;2028;2494429;498531;322139;525242;483255;665262
16;18;2029;2492852;499526;323382;529342;480083;660519
17;18;2030;2491860;500086;324237;533158;482548;651831
18;18;2031;2491901;500262;324920;536670;486248;643801
19;18;2032;2492227;499821;325484;539632;490627;636663
20;18;2033;2493042;498869;325891;542024;495009;631249
21;18;2034;2494405;497446;326135;544058;499313;627453
22;18;2035;2496066;495600;326140;545734;503065;625527
23;18;2036;2498551;493538;325977;547159;506817;625060
24;18;2037;2500786;491182;325472;548218;510246;625668
25;18;2038;2503330;488840;324693;549130;513330;627337
26;18;2039;2505766;486609;323603;549730;515884;629940
27;18;2040;2508047;484596;322288;549959;518106;633098
28;18;2041;2509754;482850;320793;549650;519939;636522
29;18;2042;2510921;481480;319242;548804;521368;640027
30;18;2043;2511527;480536;317699;547384;522495;643413
31;18;2044;2511695;480102;316273;545470;523389;646461
32;18;2045;2511381;480131;315024;543072;523940;649214
33;18;2046;2510715;480638;314026;540350;524044;651657
34;18;2047;2509815;481591;313318;537491;523613;653802
35;18;2048;2508739;482909;312915;534642;522627;655646
36;18;2049;2507599;484528;312839;531990;521072;657170
37;18;2050;2506459;486352;313082;529632;519011;658382
38;18;2051;2505370;488276;313634;527715;516510;659235
39;18;2052;2504292;490217;314439;526295;513692;659649
40;18;2053;2503264;492127;315430;525423;510716;659568
41;18;2054;2502279;493927;316548;525106;507749;658949
42;18;2055;2501397;495587;317740;525341;504943;657786
43;18;2056;2500617;497036;318969;526071;502430;656111
44;18;2057;2499957;498253;320180;527231;500316;653977
45;18;2058;2499383;499215;321315;528724;498674;651455
46;18;2059;2498968;499916;322340;530458;497576;648678
47;18;2060;2498765;500321;323257;532367;497043;645777
48;19;2013;20395;17558;2604;233;0;0
49;19;2014;20956;18207;2525;224;0;0
50;19;2015;21308;18534;2540;234;0;0
51;19;2016;21491;18665;2601;225;0;0
52;19;2017;21446;18619;2610;217;0;0
53;19;2018;21443;18630;2595;218;0;0
54;19;2019;21447;18657;2575;215;0;0
55;19;2020;21443;18663;2566;214;0;0
56;19;2021;21561;18731;2614;216;0;0
57;19;2022;21756;18877;2659;220;0;0
58;19;2023;21934;19014;2695;225;0;0
59;19;2024;21975;19030;2716;229;0;0
60;19;2025;21941;18991;2717;233;0;0
61;19;2026;21719;18787;2701;231;0;0
62;19;2027;21478;18580;2670;228;0;0
63;19;2028;21210;18352;2632;226;0;0
64;19;2029;20901;18088;2589;224;0;0
65;19;2030;20679;17901;2558;220;0;0
66;19;2031;20556;17790;2549;217;0;0
67;19;2032;20489;17721;2546;222;0;0
68;19;2033;20464;17695;2547;222;0;0
69;19;2034;20357;17607;2529;221;0;0
70;19;2035;20229;17501;2508;220;0;0
71;19;2036;20102;17402;2485;215;0;0
72;19;2037;20079;17387;2477;215;0;0
73;19;2038;20150;17447;2488;215;0;0
74;19;2039;20252;17535;2498;219;0;0
75;19;2040;20378;17641;2517;220;0;0
76;19;2041;20497;17752;2528;217;0;0
77;19;2042;20618;17867;2531;220;0;0
78;19;2043;20721;17951;2548;222;0;0
79;19;2044;20814;18032;2559;223;0;0
80;19;2045;20901;18113;2566;222;0;0
81;19;2046;20978;18184;2570;224;0;0
82;19;2047;21043;18244;2575;224;0;0
83;19;2048;21104;18302;2585;217;0;0
84;19;2049;21153;18342;2591;220;0;0
85;19;2050;21191;18376;2595;220;0;0
86;19;2051;21221;18403;2596;222;0;0
87;19;2052;21241;18425;2596;220;0;0
88;19;2053;21248;18428;2600;220;0;0
89;19;2054;21242;18420;2601;221;0;0
90;19;2055;21218;18397;2599;222;0;0
91;19;2056;21180;18363;2595;222;0;0
92;19;2057;21127;18313;2595;219;0;0
93;19;2058;21058;18251;2588;219;0;0
94;19;2059;20983;18181;2583;219;0;0
95;19;2060;20897;18107;2572;218;0;0
96;20;2013;325671;220596;73609;29477;1985;4
97;20;2014;328134;223026;73628;29235;2243;2
98;20;2015;331289;227236;72373;29345;2333;2
99;20;2016;334023;230746;71610;29451;2212;4
100;20;2017;337815;234728;72551;28509;2019;8
101;20;2018;342681;238724;74669;27571;1710;7
102;20;2019;347461;242218;76664;27196;1363;20
103;20;2020;351598;244473;78759;27132;1211;23
104;20;2021;354918;246137;80317;27350;1089;25
105;20;2022;357309;247208;81312;27723;1051;15
106;20;2023;359133;247950;81819;28668;689;7
107;20;2024;360790;248617;82283;29320;561;9
108;20;2025;362022;249242;82629;29545;598;8
109;20;2026;362778;249735;82778;29676;574;15
110;20;2027;363473;250312;82856;29736;551;18
111;20;2028;364420;251068;83017;29801;521;13
112;20;2029;365490;251780;83311;29893;497;9
113;20;2030;366250;251940;83650;30184;466;10
114;20;2031;366839;251749;84036;30566;479;9
115;20;2032;366845;251130;84298;30907;501;9
116;20;2033;365938;249989;84317;31109;514;9
117;20;2034;363984;248270;84000;31192;513;9
118;20;2035;361411;246490;83395;31008;509;9
119;20;2036;358185;244467;82545;30657;508;8
120;20;2037;355019;242531;81693;30286;501;8
121;20;2038;352024;240786;80872;29867;492;7
122;20;2039;349306;239270;80087;29467;475;7
123;20;2040;347321;238120;79510;29211;473;7
124;20;2041;345996;237437;79086;28995;471;7
125;20;2042;345032;236977;78738;28843;467;7
126;20;2043;344536;236880;78483;28697;469;7
127;20;2044;344113;237024;78183;28434;465;7
128;20;2045;344071;237493;77979;28141;451;7
129;20;2046;344510;238223;77913;27930;437;7
130;20;2047;345600;239264;78049;27839;441;7
131;20;2048;347193;240478;78362;27904;442;7
132;20;2049;348919;241734;78751;27983;444;7
133;20;2050;350668;242969;79159;28090;443;7
134;20;2051;352344;244178;79555;28162;442;7
135;20;2052;353884;245287;79926;28227;437;7
136;20;2053;355263;246215;80271;28335;435;7
137;20;2054;356493;247015;80599;28431;441;7
138;20;2055;357564;247693;80890;28531;442;8
139;20;2056;358467;248257;81147;28611;444;8
140;20;2057;359184;248673;81363;28697;443;8
141;20;2058;359723;248942;81541;28787;445;8
142;20;2059;360078;249077;81679;28866;448;8
143;20;2060;360226;249057;81761;28952;448;8
144;21;2013;836611;216700;205458;294735;106906;12812
145;21;2014;813385;210951;202927;284439;103532;11536
146;21;2015;786406;207832;196101;274177;97965;10331
147;21;2016;763991;206042;188620;268214;91576;9539
148;21;2017;745939;205358;183366;262865;85298;9052
149;21;2018;733008;204715;181576;257073;80529;9115
150;21;2019;727542;204747;181513;254733;77294;9255
151;21;2020;726062;205578;182953;252247;75799;9485
152;21;2021;729171;207114;185023;251185;76218;9631
153;21;2022;734223;208829;187449;251030;77521;9394
154;21;2023;740703;210587;189783;254067;77360;8906
155;21;2024;746953;211713;191989;258820;75872;8559
156;21;2025;753887;212838;194100;264201;74709;8039
157;21;2026;760077;213784;195784;269163;73653;7693
158;21;2027;766868;214579;197266;273928;73546;7549
159;21;2028;774274;215229;198496;278450;74713;7386
160;21;2029;781340;215769;199442;282154;77484;6491
161;21;2030;787440;216298;199919;284941;80479;5803
162;21;2031;792316;216763;200300;286929;82739;5585
163;21;2032;796054;217074;200642;288465;84283;5590
164;21;2033;799368;217385;201098;289622;85459;5804
165;21;2034;802903;217820;201751;290901;86437;5994
166;21;2035;805770;217954;202548;292191;86955;6122
167;21;2036;807432;217985;203218;293035;87000;6194
168;21;2037;808218;217547;203486;293881;87080;6224
169;21;2038;808547;216813;203415;294767;87337;6215
170;21;2039;808297;215910;202928;295413;87816;6230
171;21;2040;806793;214763;201860;295322;88528;6320
172;21;2041;804839;213504;200605;294872;89368;6490
173;21;2042;802207;212446;199311;293854;89972;6624
174;21;2043;798616;211542;198020;292237;90120;6697
175;21;2044;794037;210916;196877;289835;89676;6733
176;21;2045;789046;210497;195981;287288;88616;6664
177;21;2046;783403;210227;195070;284330;87217;6559
178;21;2047;778095;210068;194240;281522;85833;6432
179;21;2048;773236;210064;193503;278958;84436;6275
180;21;2049;769102;210314;192983;276619;83060;6126
181;21;2050;766516;210811;192748;274850;82069;6038
182;21;2051;765385;211516;192963;273745;81196;5965
183;21;2052;765141;212359;193422;272995;80454;5911
184;21;2053;765930;213354;194115;272792;79819;5850
185;21;2054;766800;214353;194910;272776;79022;5739
186;21;2055;768202;215324;195797;273162;78316;5603
187;21;2056;770151;216178;196662;273884;77905;5522
188;21;2057;772955;216978;197541;275079;77879;5478
189;21;2058;776332;217680;198402;276562;78202;5486
190;21;2059;779714;218269;199190;278121;78642;5492
191;21;2060;782993;218729;199932;279657;79155;5520
192;22;2013;915518;16605;45552;239217;366134;248010
193;22;2014;919974;15730;45840;240122;375670;242612
194;22;2015;925314;15455;45376;241762;384556;238165
195;22;2016;926355;15382;43804;243219;387944;236006
196;22;2017;922991;15202;42451;244204;387783;233351
197;22;2018;914793;15203;42115;243282;380794;233399
198;22;2019;899035;15027;41561;240067;371103;231277
199;22;2020;879664;14749;40760;234123;360953;229079
200;22;2021;858278;14353;39765;226367;351850;225943
201;22;2022;837741;13937;38796;217978;346686;220344
202;22;2023;817246;13625;37933;211344;342115;212229
203;22;2024;797255;13721;37324;208654;335467;202089
204;22;2025;775487;13750;36994;206895;328882;188966
205;22;2026;758328;13905;37222;206350;320964;179887
206;22;2027;744567;13938;37546;206239;313163;173681
207;22;2028;734484;13864;37818;206214;305665;170923
208;22;2029;729965;13872;37846;206545;303007;168695
209;22;2030;729010;13929;37878;207469;304274;165460
210;22;2031;731928;13944;37815;208818;307585;163766
211;22;2032;736764;13880;37785;210151;312294;162654
212;22;2033;743024;13784;37724;211369;317315;162832
213;22;2034;749011;13733;37648;212033;321806;163791
214;22;2035;755690;13639;37478;212590;325983;166000
215;22;2036;762388;13667;37514;213434;329547;168226
216;22;2037;769587;13700;37606;214117;332792;171372
217;22;2038;777017;13777;37712;214587;335580;175361
218;22;2039;783844;13877;37882;214995;337748;179342
219;22;2040;789571;14056;38190;215528;339008;182789
220;22;2041;793584;14141;38357;215886;339755;185445
221;22;2042;796342;14174;38453;216217;340415;187083
222;22;2043;798707;14147;38441;216590;341268;188261
223;22;2044;801658;14114;38447;217315;342424;189358
224;22;2045;804042;14011;38294;217782;343913;190042
225;22;2046;805625;13987;38263;218177;344999;190199
226;22;2047;806305;13998;38237;218137;345589;190344
227;22;2048;806495;14048;38244;217702;345718;190783
228;22;2049;806209;14121;38292;217204;345179;191413
229;22;2050;804474;14177;38354;216353;343566;192024
230;22;2051;802085;14160;38297;215397;341627;192604
231;22;2052;799047;14126;38269;214628;339388;192636
232;22;2053;795058;14112;38218;213847;336931;191950
233;22;2054;790560;14120;38213;213441;334462;190324
234;22;2055;785838;14154;38231;213225;332261;187967
235;22;2056;780660;14219;38343;213133;329887;185078
236;22;2057;775701;14269;38456;212982;327667;182327
237;22;2058;771060;14322;38558;212842;325612;179726
238;22;2059;767211;14369;38657;212877;323984;177324
239;22;2060;764887;14408;38761;213139;323014;175565
240;23;2013;353036;20;151;7974;71906;272985
241;23;2014;364325;23;169;8375;76011;279747
242;23;2015;374474;20;185;8705;79658;285906
243;23;2016;382650;21;194;8862;82603;290970
244;23;2017;391895;21;185;9284;85750;296655
245;23;2018;400764;23;181;9705;88012;302843
246;23;2019;410395;24;193;10271;90477;309430
247;23;2020;420342;24;198;10857;93052;316211
248;23;2021;429028;22;200;11079;95054;322673
249;23;2022;435489;21;193;10926;96555;327794
250;23;2023;441146;20;187;10623;98253;332063
251;23;2024;446371;19;180;10393;99974;335805
252;23;2025;453669;18;173;10370;102750;340358
253;23;2026;457792;19;174;10413;103929;343257
254;23;2027;458351;19;173;10421;103268;344470
255;23;2028;454937;18;176;10542;101117;343084
256;23;2029;446812;17;194;10516;97866;338219
257;23;2030;436981;18;232;10335;96108;330288
258;23;2031;426013;16;220;10131;94153;321493
259;23;2032;416015;16;213;9878;92307;313601
260;23;2033;406574;16;205;9694;90533;306126
261;23;2034;398836;16;207;9703;89378;299532
262;23;2035;391680;16;211;9718;88463;293272
263;23;2036;387326;17;215;9811;88597;288686
264;23;2037;384273;17;210;9711;88715;285620
265;23;2038;382230;17;206;9686;88757;283564
266;23;2039;381733;17;208;9628;88539;283341
267;23;2040;382831;16;211;9670;88740;284194
268;23;2041;385115;16;217;9672;88955;286255
269;23;2042;388167;16;209;9663;89144;289135
270;23;2043;391446;16;207;9631;89327;292265
271;23;2044;394287;16;207;9656;89492;294916
272;23;2045;397116;17;204;9631;89629;297635
273;23;2046;400238;17;210;9681;90043;300287
274;23;2047;403123;17;217;9761;90409;302719
275;23;2048;405515;17;221;9853;90699;304725
276;23;2049;407421;17;222;9956;91065;306161
277;23;2050;408997;19;226;10111;91601;307040
278;23;2051;409751;19;223;10181;91901;307427
279;23;2052;410212;20;226;10217;92065;307684
280;23;2053;410775;18;226;10221;92184;308126
281;23;2054;412034;19;225;10229;92469;309092
282;23;2055;413225;19;223;10193;92564;310226
283;23;2056;414426;19;222;10213;92817;311155
284;23;2057;414959;20;225;10246;92935;311533
285;23;2058;415016;20;226;10306;93000;311464
286;23;2059;414689;20;231;10367;93071;311000
287;23;2060;413337;20;231;10393;92978;309715
288;24;2013;72826;0;0;1;616;72209
289;24;2014;74806;0;0;2;616;74188
290;24;2015;76108;0;0;2;638;75468
291;24;2016;76932;0;0;5;700;76227
292;24;2017;77885;0;0;3;741;77141
293;24;2018;79240;0;0;2;719;78519
294;24;2019;80677;0;0;4;669;80004
295;24;2020;82276;0;0;5;774;81497
296;24;2021;84226;0;0;6;811;83409
297;24;2022;85336;0;0;11;872;84453
298;24;2023;86907;0;0;8;944;85955
299;24;2024;88794;0;0;9;978;87807
300;24;2025;91158;0;0;9;1053;90096
301;24;2026;93491;0;0;9;1142;92340
302;24;2027;95931;0;0;10;1209;94712
303;24;2028;98220;0;0;9;1239;96972
304;24;2029;100492;0;0;10;1229;99253
305;24;2030;102654;0;0;9;1221;101424
306;24;2031;104378;0;0;9;1292;103077
307;24;2032;105198;0;0;9;1242;103947
308;24;2033;105824;0;0;8;1188;104628
309;24;2034;106492;0;0;8;1179;105305
310;24;2035;107466;0;0;7;1155;106304
311;24;2036;108274;0;0;7;1165;107102
312;24;2037;107815;0;0;8;1158;106649
313;24;2038;106626;0;0;8;1164;105454
314;24;2039;104703;0;0;8;1306;103389
315;24;2040;102623;0;0;8;1357;101258
316;24;2041;100435;0;0;8;1390;99037
317;24;2042;98605;0;0;7;1370;97228
318;24;2043;96953;0;0;7;1311;95635
319;24;2044;95670;0;0;7;1332;94331
320;24;2045;94482;0;0;8;1331;93143
321;24;2046;93792;0;0;8;1348;92436
322;24;2047;93219;0;0;8;1341;91870
323;24;2048;92706;0;0;8;1332;91366
324;24;2049;92456;0;0;8;1324;91124
325;24;2050;92525;0;0;8;1332;91185
326;24;2051;92846;0;0;8;1344;91494
327;24;2052;93361;0;0;8;1348;92005
328;24;2053;93937;0;0;8;1347;92582
329;24;2054;94426;0;0;8;1355;93063
330;24;2055;94951;0;0;8;1360;93583
331;24;2056;95597;0;0;8;1377;94212
332;24;2057;96171;0;0;8;1392;94771
333;24;2058;96664;0;0;8;1415;95241
334;24;2059;97076;0;0;8;1431;95637
335;24;2060;97445;0;0;8;1448;95989
336;25;2013;29207;0;0;0;0;29207
337;25;2014;28947;0;0;0;0;28947
338;25;2015;28633;0;0;0;0;28633
339;25;2016;28343;0;0;0;0;28343
340;25;2017;28038;0;0;0;0;28038
341;25;2018;27949;0;0;0;0;27949
342;25;2019;28070;0;0;0;0;28070
343;25;2020;28266;0;0;0;0;28266
344;25;2021;28453;0;0;0;0;28453
345;25;2022;29331;0;0;0;0;29331
346;25;2023;30218;0;0;0;0;30218
347;25;2024;30877;0;0;0;0;30877
348;25;2025;31495;0;0;0;0;31495
349;25;2026;32048;0;0;0;0;32048
350;25;2027;32659;0;0;0;0;32659
351;25;2028;33306;0;0;0;0;33306
352;25;2029;33897;0;0;0;0;33897
353;25;2030;34463;0;0;0;0;34463
354;25;2031;35120;0;0;0;0;35120
355;25;2032;35253;0;0;0;0;35253
356;25;2033;35470;0;0;0;0;35470
357;25;2034;35811;0;0;0;0;35811
358;25;2035;36259;0;0;0;0;36259
359;25;2036;36804;0;0;0;0;36804
360;25;2037;37331;0;0;0;0;37331
361;25;2038;37810;0;0;0;0;37810
362;25;2039;38291;0;0;0;0;38291
363;25;2040;38767;0;0;0;0;38767
364;25;2041;39115;0;0;0;0;39115
365;25;2042;39339;0;0;0;0;39339
366;25;2043;39485;0;0;0;0;39485
367;25;2044;39582;0;0;0;0;39582
368;25;2045;39701;0;0;0;0;39701
369;25;2046;39690;0;0;0;0;39690
370;25;2047;39453;0;0;0;0;39453
371;25;2048;39029;0;0;0;0;39029
372;25;2049;38393;0;0;0;0;38393
373;25;2050;37659;0;0;0;0;37659
374;25;2051;36898;0;0;0;0;36898
375;25;2052;36223;0;0;0;0;36223
376;25;2053;35577;0;0;0;0;35577
377;25;2054;34978;0;0;0;0;34978
378;25;2055;34343;0;0;0;0;34343
379;25;2056;33859;0;0;0;0;33859
380;25;2057;33473;0;0;0;0;33473
381;25;2058;33166;0;0;0;0;33166
382;25;2059;33013;0;0;0;0;33013
383;25;2060;33003;0;0;0;0;33003
384;26;2013;10074;0;0;0;0;10074
385;26;2014;10323;0;0;0;0;10323
386;26;2015;10464;0;0;0;0;10464
387;26;2016;10696;0;0;0;0;10696
388;26;2017;10808;0;0;0;0;10808
389;26;2018;10962;0;0;0;0;10962
390;26;2019;11019;0;0;0;0;11019
391;26;2020;11087;0;0;0;0;11087
392;26;2021;11165;0;0;0;0;11165
393;26;2022;11259;0;0;0;0;11259
394;26;2023;11321;0;0;0;0;11321
395;26;2024;11484;0;0;0;0;11484
396;26;2025;11642;0;0;0;0;11642
397;26;2026;11853;0;0;0;0;11853
398;26;2027;12031;0;0;0;0;12031
399;26;2028;12283;0;0;0;0;12283
400;26;2029;12636;0;0;0;0;12636
401;26;2030;13032;0;0;0;0;13032
402;26;2031;13364;0;0;0;0;13364
403;26;2032;14179;0;0;0;0;14179
404;26;2033;14912;0;0;0;0;14912
405;26;2034;15480;0;0;0;0;15480
406;26;2035;15965;0;0;0;0;15965
407;26;2036;16373;0;0;0;0;16373
408;26;2037;16743;0;0;0;0;16743
409;26;2038;17126;0;0;0;0;17126
410;26;2039;17441;0;0;0;0;17441
411;26;2040;17744;0;0;0;0;17744
412;26;2041;18068;0;0;0;0;18068
413;26;2042;18258;0;0;0;0;18258
414;26;2043;18508;0;0;0;0;18508
415;26;2044;18828;0;0;0;0;18828
416;26;2045;19210;0;0;0;0;19210
417;26;2046;19583;0;0;0;0;19583
418;26;2047;20000;0;0;0;0;20000
419;26;2048;20381;0;0;0;0;20381
420;26;2049;20768;0;0;0;0;20768
421;26;2050;21142;0;0;0;0;21142
422;26;2051;21439;0;0;0;0;21439
423;26;2052;21655;0;0;0;0;21655
424;26;2053;21818;0;0;0;0;21818
425;26;2054;21951;0;0;0;0;21951
426;26;2055;22104;0;0;0;0;22104
427;26;2056;22178;0;0;0;0;22178
428;26;2057;22121;0;0;0;0;22121
429;26;2058;21943;0;0;0;0;21943
430;26;2059;21622;0;0;0;0;21622
431;26;2060;21237;0;0;0;0;21237
432;27;2013;679;0;0;0;0;679
433;27;2014;703;0;0;0;0;703
434;27;2015;751;0;0;0;0;751
435;27;2016;815;0;0;0;0;815
436;27;2017;874;0;0;0;0;874
437;27;2018;920;0;0;0;0;920
438;27;2019;961;0;0;0;0;961
439;27;2020;996;0;0;0;0;996
440;27;2021;1016;0;0;0;0;1016
441;27;2022;1054;0;0;0;0;1054
442;27;2023;1079;0;0;0;0;1079
443;27;2024;1118;0;0;0;0;1118
444;27;2025;1157;0;0;0;0;1157
445;27;2026;1213;0;0;0;0;1213
446;27;2027;1252;0;0;0;0;1252
447;27;2028;1295;0;0;0;0;1295
448;27;2029;1319;0;0;0;0;1319
449;27;2030;1351;0;0;0;0;1351
450;27;2031;1387;0;0;0;0;1387
451;27;2032;1430;0;0;0;0;1430
452;27;2033;1468;0;0;0;0;1468
453;27;2034;1531;0;0;0;0;1531
454;27;2035;1596;0;0;0;0;1596
455;27;2036;1667;0;0;0;0;1667
456;27;2037;1721;0;0;0;0;1721
457;27;2038;1800;0;0;0;0;1800
458;27;2039;1899;0;0;0;0;1899
459;27;2040;2019;0;0;0;0;2019
460;27;2041;2105;0;0;0;0;2105
461;27;2042;2353;0;0;0;0;2353
462;27;2043;2555;0;0;0;0;2555
463;27;2044;2706;0;0;0;0;2706
464;27;2045;2812;0;0;0;0;2812
465;27;2046;2896;0;0;0;0;2896
466;27;2047;2977;0;0;0;0;2977
467;27;2048;3080;0;0;0;0;3080
468;27;2049;3178;0;0;0;0;3178
469;27;2050;3287;0;0;0;0;3287
470;27;2051;3401;0;0;0;0;3401
471;27;2052;3528;0;0;0;0;3528
472;27;2053;3658;0;0;0;0;3658
473;27;2054;3795;0;0;0;0;3795
474;27;2055;3952;0;0;0;0;3952
475;27;2056;4099;0;0;0;0;4099
476;27;2057;4266;0;0;0;0;4266
477;27;2058;4421;0;0;0;0;4421
478;27;2059;4582;0;0;0;0;4582
479;27;2060;4740;0;0;0;0;4740
480;1;2013;1378;1329;49;0;0;0
481;1;2014;1507;1456;51;0;0;0
482;1;2015;1530;1478;52;0;0;0
483;1;2016;1498;1448;50;0;0;0
484;1;2017;1497;1447;50;0;0;0
485;1;2018;1523;1473;50;0;0;0
486;1;2019;1537;1486;51;0;0;0
487;1;2020;1550;1498;52;0;0;0
488;1;2021;1530;1479;51;0;0;0
489;1;2022;1514;1462;52;0;0;0
490;1;2023;1495;1443;52;0;0;0
491;1;2024;1460;1410;50;0;0;0
492;1;2025;1435;1387;48;0;0;0
493;1;2026;1423;1374;49;0;0;0
494;1;2027;1416;1367;49;0;0;0
495;1;2028;1425;1376;49;0;0;0
496;1;2029;1423;1372;51;0;0;0
497;1;2030;1411;1363;48;0;0;0
498;1;2031;1388;1340;48;0;0;0
499;1;2032;1379;1332;47;0;0;0
500;1;2033;1383;1334;49;0;0;0
501;1;2034;1390;1343;47;0;0;0
502;1;2035;1400;1351;49;0;0;0
503;1;2036;1409;1361;48;0;0;0
504;1;2037;1418;1370;48;0;0;0
505;1;2038;1425;1376;49;0;0;0
506;1;2039;1430;1380;50;0;0;0
507;1;2040;1440;1389;51;0;0;0
508;1;2041;1446;1395;51;0;0;0
509;1;2042;1452;1402;50;0;0;0
510;1;2043;1455;1404;51;0;0;0
511;1;2044;1457;1407;50;0;0;0
512;1;2045;1459;1409;50;0;0;0
513;1;2046;1461;1411;50;0;0;0
514;1;2047;1464;1414;50;0;0;0
515;1;2048;1463;1413;50;0;0;0
516;1;2049;1464;1414;50;0;0;0
517;1;2050;1464;1414;50;0;0;0
518;1;2051;1463;1415;48;0;0;0
519;1;2052;1459;1411;48;0;0;0
520;1;2053;1455;1406;49;0;0;0
521;1;2054;1451;1401;50;0;0;0
522;1;2055;1442;1393;49;0;0;0
523;1;2056;1437;1388;49;0;0;0
524;1;2057;1433;1384;49;0;0;0
525;1;2058;1427;1378;49;0;0;0
526;1;2059;1421;1372;49;0;0;0
527;1;2060;1416;1367;49;0;0;0
528;2;2013;19017;16229;2555;233;0;0
529;2;2014;19449;16751;2474;224;0;0
530;2;2015;19778;17056;2488;234;0;0
531;2;2016;19993;17217;2551;225;0;0
532;2;2017;19949;17172;2560;217;0;0
533;2;2018;19920;17157;2545;218;0;0
534;2;2019;19910;17171;2524;215;0;0
535;2;2020;19893;17165;2514;214;0;0
536;2;2021;20031;17252;2563;216;0;0
537;2;2022;20242;17415;2607;220;0;0
538;2;2023;20439;17571;2643;225;0;0
539;2;2024;20515;17620;2666;229;0;0
540;2;2025;20506;17604;2669;233;0;0
541;2;2026;20296;17413;2652;231;0;0
542;2;2027;20062;17213;2621;228;0;0
543;2;2028;19785;16976;2583;226;0;0
544;2;2029;19478;16716;2538;224;0;0
545;2;2030;19268;16538;2510;220;0;0
546;2;2031;19168;16450;2501;217;0;0
547;2;2032;19110;16389;2499;222;0;0
548;2;2033;19081;16361;2498;222;0;0
549;2;2034;18967;16264;2482;221;0;0
550;2;2035;18829;16150;2459;220;0;0
551;2;2036;18693;16041;2437;215;0;0
552;2;2037;18661;16017;2429;215;0;0
553;2;2038;18725;16071;2439;215;0;0
554;2;2039;18822;16155;2448;219;0;0
555;2;2040;18938;16252;2466;220;0;0
556;2;2041;19051;16357;2477;217;0;0
557;2;2042;19166;16465;2481;220;0;0
558;2;2043;19266;16547;2497;222;0;0
559;2;2044;19357;16625;2509;223;0;0
560;2;2045;19442;16704;2516;222;0;0
561;2;2046;19517;16773;2520;224;0;0
562;2;2047;19579;16830;2525;224;0;0
563;2;2048;19641;16889;2535;217;0;0
564;2;2049;19689;16928;2541;220;0;0
565;2;2050;19727;16962;2545;220;0;0
566;2;2051;19758;16988;2548;222;0;0
567;2;2052;19782;17014;2548;220;0;0
568;2;2053;19793;17022;2551;220;0;0
569;2;2054;19791;17019;2551;221;0;0
570;2;2055;19776;17004;2550;222;0;0
571;2;2056;19743;16975;2546;222;0;0
572;2;2057;19694;16929;2546;219;0;0
573;2;2058;19631;16873;2539;219;0;0
574;2;2059;19562;16809;2534;219;0;0
575;2;2060;19481;16740;2523;218;0;0
576;3;2013;92662;71730;16609;4270;53;0
577;3;2014;93741;73461;16210;4003;67;0
578;3;2015;95030;75307;15717;3928;78;0
579;3;2016;96538;76933;15812;3746;47;0
580;3;2017;97819;78124;16219;3434;42;0
581;3;2018;99047;79076;16719;3230;22;0
582;3;2019;100077;79793;16971;3293;20;0
583;3;2020;100635;80089;17162;3364;20;0
584;3;2021;100579;79960;17250;3343;26;0
585;3;2022;100321;79712;17260;3327;22;0
586;3;2023;100241;79652;17229;3340;20;0
587;3;2024;100456;79824;17273;3345;14;0
588;3;2025;100829;80063;17405;3345;16;0
