ID;SectorBranchesSIC2008;Periods;Value_1;Price_2;Volume_3;Value_4;Price_5;Volume_6
40;Retail trade, no dispensing chemists;2007 June;109.2;97.4;112.1;4.9;0.1;4.8
41;Retail trade, no dispensing chemists;2007 2nd quarter;105.9;98.5;107.6;3.5;0.3;3.2
42;Retail trade, no dispensing chemists;2007 July;99.8;95.8;104.2;3.6;0.6;3.0
43;Retail trade, no dispensing chemists;2007 August;100.2;96.2;104.2;2.2;-0.4;2.5
44;Retail trade, no dispensing chemists;2007 September;101.7;97.9;103.9;2.0;0.0;2.0
45;Retail trade, no dispensing chemists;2007 3rd quarter;100.6;96.6;104.1;2.6;0.1;2.5
46;Retail trade, no dispensing chemists;2007 October;105.6;98.3;107.4;6.0;0.7;5.3
47;Retail trade, no dispensing chemists;2007 November;106.2;98.6;107.7;4.2;1.2;3.0
48;Retail trade, no dispensing chemists;2007 December;118.9;97.3;122.2;3.1;1.1;1.9
49;Retail trade, no dispensing chemists;2007 4th quarter;110.2;98.1;112.4;4.4;1.0;3.3
50;Retail trade, no dispensing chemists;2007;102.8;97.3;105.6;3.8;0.3;3.5
51;Retail trade, no dispensing chemists;2008 January;95.4;96.1;99.3;4.9;1.7;3.2
52;Retail trade, no dispensing chemists;2008 February;95.2;97.7;97.5;9.7;2.2;7.3
53;Retail trade, no dispensing chemists;2008 March;102.9;100.3;102.6;-2.6;2.1;-4.7
54;Retail trade, no dispensing chemists;2008 1st quarter;97.9;98.0;99.8;3.6;2.0;1.5
55;Retail trade, no dispensing chemists;2008 April;106.3;100.7;105.6;3.8;1.6;2.2
56;Retail trade, no dispensing chemists;2008 May;114.6;101.1;113.4;7.9;2.3;5.5
57;Retail trade, no dispensing chemists;2008 June;106.3;100.0;106.2;-2.7;2.7;-5.2
58;Retail trade, no dispensing chemists;2008 2nd quarter;109.1;100.6;108.4;3.0;2.2;0.8
59;Retail trade, no dispensing chemists;2008 July;105.1;98.2;107.1;5.3;2.5;2.8
60;Retail trade, no dispensing chemists;2008 August;102.3;98.7;103.6;2.1;2.6;-0.6
61;Retail trade, no dispensing chemists;2008 September;103.9;100.4;103.5;2.2;2.5;-0.4
62;Retail trade, no dispensing chemists;2008 3rd quarter;103.8;99.1;104.7;3.2;2.6;0.6
63;Retail trade, no dispensing chemists;2008 October;110.2;100.0;110.2;4.4;1.8;2.6
64;Retail trade, no dispensing chemists;2008 November;103.6;99.4;104.2;-2.5;0.8;-3.3
65;Retail trade, no dispensing chemists;2008 December;120.2;97.8;122.9;1.0;0.4;0.6
66;Retail trade, no dispensing chemists;2008 4th quarter;111.3;99.1;112.4;1.0;1.0;0.0
67;Retail trade, no dispensing chemists;2008;105.5;99.2;106.4;2.6;1.9;0.7
68;Retail trade, no dispensing chemists;2009 January;95.2;96.1;99.1;-0.2;0.0;-0.2
69;Retail trade, no dispensing chemists;2009 February;87.5;97.7;89.5;-8.1;0.1;-8.2
70;Retail trade, no dispensing chemists;2009 March;97.3;100.7;96.7;-5.4;0.3;-5.8
71;Retail trade, no dispensing chemists;2009 1st quarter;93.3;98.2;95.1;-4.6;0.1;-4.7
72;Retail trade, no dispensing chemists;2009 April;103.2;100.9;102.3;-2.9;0.2;-3.1
73;Retail trade, no dispensing chemists;2009 May;104.6;100.9;103.6;-8.8;-0.2;-8.6
74;Retail trade, no dispensing chemists;2009 June;101.5;99.6;101.9;-4.5;-0.4;-4.1
75;Retail trade, no dispensing chemists;2009 2nd quarter;103.1;100.5;102.6;-5.5;-0.1;-5.4
76;Retail trade, no dispensing chemists;2009 July;101.7;97.1;104.7;-3.3;-1.1;-2.2
77;Retail trade, no dispensing chemists;2009 August;93.3;98.0;95.3;-8.7;-0.8;-8.0
78;Retail trade, no dispensing chemists;2009 September;98.2;99.7;98.5;-5.5;-0.7;-4.8
79;Retail trade, no dispensing chemists;2009 3rd quarter;97.7;98.3;99.5;-5.8;-0.9;-5.0
80;Retail trade, no dispensing chemists;2009 October;105.2;100.0;105.2;-4.5;0.0;-4.6
81;Retail trade, no dispensing chemists;2009 November;96.8;99.9;96.8;-6.6;0.5;-7.1
82;Retail trade, no dispensing chemists;2009 December;116.4;98.4;118.3;-3.2;0.6;-3.7
83;Retail trade, no dispensing chemists;2009 4th quarter;106.1;99.4;106.7;-4.7;0.4;-5.0
84;Retail trade, no dispensing chemists;2009;100.1;99.1;101.0;-5.2;-0.1;-5.0
85;Retail trade, no dispensing chemists;2010 January;90.7;97.1;93.5;-4.7;1.0;-5.7
86;Retail trade, no dispensing chemists;2010 February;84.4;98.4;85.7;-3.5;0.7;-4.2
87;Retail trade, no dispensing chemists;2010 March;100.0;101.7;98.4;2.7;1.0;1.7
88;Retail trade, no dispensing chemists;2010 1st quarter;91.7;99.1;92.6;-1.8;0.9;-2.6
89;Retail trade, no dispensing chemists;2010 April;102.3;101.9;100.4;-0.9;1.0;-1.9
90;Retail trade, no dispensing chemists;2010 May;102.1;101.7;100.4;-2.4;0.7;-3.1
91;Retail trade, no dispensing chemists;2010 June;103.0;100.1;103.0;1.5;0.4;1.1
92;Retail trade, no dispensing chemists;2010 2nd quarter;102.5;101.2;101.2;-0.6;0.7;-1.3
93;Retail trade, no dispensing chemists;2010 July;102.0;98.3;103.8;0.3;1.2;-0.9
94;Retail trade, no dispensing chemists;2010 August;94.2;98.7;95.4;0.9;0.8;0.1
95;Retail trade, no dispensing chemists;2010 September;100.8;100.5;100.3;2.6;0.8;1.8
96;Retail trade, no dispensing chemists;2010 3rd quarter;99.0;99.2;99.8;1.3;0.9;0.3
97;Retail trade, no dispensing chemists;2010 October;103.0;101.0;102.1;-2.1;0.9;-3.0
98;Retail trade, no dispensing chemists;2010 November;101.0;100.9;100.2;4.4;0.9;3.5
99;Retail trade, no dispensing chemists;2010 December;116.6;99.9;116.7;0.2;1.6;-1.4
100;Retail trade, no dispensing chemists;2010 4th quarter;106.9;100.6;106.3;0.7;1.1;-0.4
101;Retail trade, no dispensing chemists;2010;100.0;100.0;100.0;-0.1;0.9;-1.0
102;Retail trade, no dispensing chemists;2011 January;91.0;98.5;92.4;0.4;1.5;-1.1
103;Retail trade, no dispensing chemists;2011 February;86.9;100.0;86.9;3.0;1.6;1.3
104;Retail trade, no dispensing chemists;2011 March;101.0;103.2;97.9;1.1;1.5;-0.4
105;Retail trade, no dispensing chemists;2011 1st quarter;93.0;100.6;92.5;1.4;1.5;-0.1
106;Retail trade, no dispensing chemists;2011 April;105.4;103.9;101.5;3.0;2.0;1.0
107;Retail trade, no dispensing chemists;2011 May;102.6;103.9;98.8;0.6;2.2;-1.6
108;Retail trade, no dispensing chemists;2011 June;102.6;102.1;100.5;-0.4;2.1;-2.4
109;Retail trade, no dispensing chemists;2011 2nd quarter;103.6;103.3;100.3;1.1;2.1;-1.0
110;Retail trade, no dispensing chemists;2011 July;101.3;100.5;100.8;-0.7;2.3;-2.9
111;Retail trade, no dispensing chemists;2011 August;96.4;100.9;95.5;2.3;2.2;0.1
112;Retail trade, no dispensing chemists;2011 September;99.2;103.3;96.0;-1.6;2.7;-4.2
113;Retail trade, no dispensing chemists;2011 3rd quarter;98.9;101.6;97.4;0.0;2.4;-2.4
114;Retail trade, no dispensing chemists;2011 October;101.0;103.4;97.6;-2.0;2.4;-4.4
115;Retail trade, no dispensing chemists;2011 November;101.8;103.3;98.6;0.8;2.4;-1.5
116;Retail trade, no dispensing chemists;2011 December;117.7;101.9;115.5;1.0;2.0;-1.0
117;Retail trade, no dispensing chemists;2011 4th quarter;106.8;102.9;103.9;0.0;2.3;-2.3
118;Retail trade, no dispensing chemists;2011;100.6;102.1;98.5;0.6;2.1;-1.5
119;Retail trade, no dispensing chemists;2012 January;91.7;100.6;91.2;0.7;2.1;-1.4
120;Retail trade, no dispensing chemists;2012 February;87.4;102.2;85.5;0.6;2.2;-1.6
121;Retail trade, no dispensing chemists;2012 March;103.3;105.6;97.8;2.2;2.3;-0.1
122;Retail trade, no dispensing chemists;2012 1st quarter;94.1;102.8;91.6;1.2;2.2;-1.0
123;Retail trade, no dispensing chemists;2012 April;96.0;105.8;90.8;-8.9;1.8;-10.6
124;Retail trade, no dispensing chemists;2012 May;104.1;105.3;98.8;1.4;1.4;0.0
125;Retail trade, no dispensing chemists;2012 June;103.7;103.8;99.9;1.1;1.7;-0.6
126;Retail trade, no dispensing chemists;2012 2nd quarter;101.3;105.0;96.5;-2.2;1.6;-3.8
127;Retail trade, no dispensing chemists;2012 July;97.0;102.1;95.0;-4.2;1.6;-5.7
128;Retail trade, no dispensing chemists;2012 August;96.4;102.5;94.0;0.0;1.6;-1.5
129;Retail trade, no dispensing chemists;2012 September;99.1;104.8;94.6;0.0;1.5;-1.5
130;Retail trade, no dispensing chemists;2012 3rd quarter;97.5;103.2;94.5;-1.5;1.6;-3.0
131;Retail trade, no dispensing chemists;2012 October;100.6;106.0;94.9;-0.4;2.4;-2.8
132;Retail trade, no dispensing chemists;2012 November;99.7;105.7;94.4;-2.0;2.4;-4.3
133;Retail trade, no dispensing chemists;2012 December;112.9;104.6;107.9;-4.1;2.6;-6.6
134;Retail trade, no dispensing chemists;2012 4th quarter;104.4;105.4;99.0;-2.3;2.5;-4.6
135;Retail trade, no dispensing chemists;2012;99.3;104.1;95.4;-1.3;2.0;-3.2
136;Retail trade, no dispensing chemists;2013 January;91.3;103.2;88.5;-0.4;2.6;-3.0
137;Retail trade, no dispensing chemists;2013 February;83.2;104.9;79.4;-4.8;2.6;-7.2
138;Retail trade, no dispensing chemists;2013 March;97.7;108.4;90.2;-5.4;2.6;-7.8
139;Retail trade, no dispensing chemists;2013 1st quarter;90.7;105.5;86.0;-3.6;2.6;-6.0
140;Retail trade, no dispensing chemists;2013 April;95.5;108.1;88.4;-0.5;2.1;-2.6
141;Retail trade, no dispensing chemists;2013 May;103.3;107.9;95.7;-0.8;2.5;-3.1
142;Retail trade, no dispensing chemists;2013 June;99.6;106.6;93.4;-4.0;2.7;-6.4
143;Retail trade, no dispensing chemists;2013 2nd quarter;99.5;107.5;92.5;-1.8;2.4;-4.1
144;Retail trade, no dispensing chemists;2013 July;98.0;105.0;93.3;1.0;2.8;-1.8
145;Retail trade, no dispensing chemists;2013 August;96.0;105.0;91.5;-0.4;2.4;-2.7
146;Retail trade, no dispensing chemists;2013 September;93.5;106.3;88.0;-5.7;1.4;-7.0
147;Retail trade, no dispensing chemists;2013 3rd quarter;95.8;105.4;90.9;-1.7;2.2;-3.8
148;Retail trade, no dispensing chemists;2013 October;99.2;106.1;93.6;-1.3;0.1;-1.4
149;Retail trade, no dispensing chemists;2013 November ;99.0;105.7;93.7;-0.8;0.0;-0.7
150;Retail trade, no dispensing chemists;2013 December ;110.2;105.0;105.0;-2.4;0.4;-2.7
151;Retail trade, no dispensing chemists;2013 4th quarter;102.8;105.6;97.4;-1.5;0.1;-1.7
152;Retail trade, no dispensing chemists;2013;97.2;106.0;91.7;-2.1;1.8;-3.9
153;Retail trade, no dispensing chemists;2014 January;92.4;103.7;89.1;1.2;0.5;0.7
154;Retail trade, no dispensing chemists;2014 February;83.6;104.5;80.0;0.5;-0.3;0.8
155;Retail trade, no dispensing chemists;2014 March;95.9;107.7;89.0;-1.9;-0.6;-1.3
156;Retail trade, no dispensing chemists;2014 1st quarter;90.6;105.3;86.1;-0.1;-0.2;0.0
157;Retail trade, no dispensing chemists;2014 April;98.6;107.7;91.6;3.3;-0.3;3.6
158;Retail trade, no dispensing chemists;2014 May;104.2;107.4;97.1;0.9;-0.5;1.4
159;Retail trade, no dispensing chemists;2014 June;97.7;106.2;92.0;-1.9;-0.4;-1.5
160;Retail trade, no dispensing chemists;2014 2nd quarter;100.2;107.1;93.6;0.7;-0.4;1.1
161;Retail trade, no dispensing chemists;2014 July;98.6;104.2;94.6;0.6;-0.8;1.4
162;Retail trade, no dispensing chemists;2014 August;95.6;104.1;91.8;-0.4;-0.8;0.4
163;Retail trade, no dispensing chemists;2014 September;93.2;105.8;88.0;-0.4;-0.5;0.1
164;Retail trade, no dispensing chemists;2014 3rd quarter;95.8;104.7;91.5;0.0;-0.7;0.6
165;Retail trade, no dispensing chemists;2014 October;101.5;105.6;96.1;2.3;-0.5;2.7
166;Retail trade, no dispensing chemists;2014 November;98.4;105.1;93.6;-0.6;-0.5;0.0
167;Retail trade, no dispensing chemists;2014 December;113.2;103.7;109.2;2.7;-1.2;4.0
168;Retail trade, no dispensing chemists;2014 4th quarter;104.4;104.8;99.6;1.5;-0.7;2.3
169;Retail trade, no dispensing chemists;2014;97.7;105.5;92.7;0.5;-0.5;1.0
170;Retail trade, no dispensing chemists;2015 January;93.4;101.4;92.1;1.1;-2.2;3.4
171;Retail trade, no dispensing chemists;2015 February;84.7;102.7;82.5;1.3;-1.8;3.1
172;Retail trade, no dispensing chemists;2015 March;95.2;106.1;89.8;-0.6;-1.4;0.8
173;Retail trade, no dispensing chemists;2015 1st quarter;91.1;103.4;88.1;0.5;-1.8;2.4
174;Retail trade, no dispensing chemists;2015 April;100.0;106.5;94.0;1.4;-1.2;2.6
175;Retail trade, no dispensing chemists;2015 May;102.6;106.4;96.4;-1.6;-0.9;-0.7
176;Retail trade, no dispensing chemists;2015 June;102.5;105.7;96.9;4.9;-0.4;5.4
177;Retail trade, no dispensing chemists;2015 2nd quarter;101.7;106.2;95.8;1.5;-0.8;2.4
178;Retail trade, no dispensing chemists;2015 July;101.7;103.9;97.9;3.2;-0.2;3.4
179;Retail trade, no dispensing chemists;2015 August;94.5;103.4;91.4;-1.2;-0.7;-0.5
180;Retail trade, no dispensing chemists;2015 September;97.3;105.0;92.8;4.5;-0.8;5.4
181;Retail trade, no dispensing chemists;2015 3rd quarter;97.8;104.1;94.0;2.2;-0.6;2.8
182;Retail trade, no dispensing chemists;2015 October;103.7;105.1;98.7;2.2;-0.5;2.7
183;Retail trade, no dispensing chemists;2015 November;96.8;105.0;92.2;-1.7;-0.1;-1.6
184;Retail trade, no dispensing chemists;2015 December;116.8;103.6;112.8;3.2;-0.1;3.3
185;Retail trade, no dispensing chemists;2015 4th quarter;105.8;104.6;101.2;1.3;-0.2;1.6
186;Retail trade, no dispensing chemists;2015;99.1;104.6;94.8;1.4;-0.9;2.3
187;Retail trade, no dispensing chemists;2016 January;92.0;102.2;90.0;-1.5;0.8;-2.2
188;Retail trade, no dispensing chemists;2016 February;87.1;103.2;84.4;2.8;0.5;2.3
189;Retail trade, no dispensing chemists;2016 March;99.1;106.2;93.4;4.1;0.1;4.0
190;Retail trade, no dispensing chemists;2016 1st quarter;92.7;103.8;89.3;1.8;0.4;1.3
191;Retail trade, no dispensing chemists;2016 April;100.3;106.5;94.2;0.2;0.0;0.2
192;Retail trade, no dispensing chemists;2016 May;102.3;106.7;95.8;-0.3;0.3;-0.6
193;Retail trade, no dispensing chemists;2016 June;104.5;105.7;98.9;2.0;0.0;2.0
194;Retail trade, no dispensing chemists;2016 2nd quarter;102.3;106.3;96.3;0.6;0.1;0.5
195;Retail trade, no dispensing chemists;2016 July;102.5;103.8;98.8;0.8;-0.1;0.9
196;Retail trade, no dispensing chemists;2016 August;96.0;104.0;92.4;1.6;0.5;1.1
197;Retail trade, no dispensing chemists;2016 September;98.6;105.3;93.6;1.3;0.4;0.9
198;Retail trade, no dispensing chemists;2016 3rd quarter;99.0;104.4;94.9;1.2;0.3;0.9
199;Retail trade, no dispensing chemists;2016 October;104.9;106.0;99.0;1.1;0.9;0.2
200;Retail trade, no dispensing chemists;2016 November;103.5;105.9;97.8;7.0;0.8;6.1
201;Retail trade, no dispensing chemists;2016 December;121.2;105.4;115.1;3.8;1.7;2.1
202;Retail trade, no dispensing chemists;2016 4th quarter;109.9;105.7;103.9;3.9;1.1;2.7
203;Retail trade, no dispensing chemists;2016;101.0;105.1;96.1;1.9;0.5;1.4
204;Retail trade, no dispensing chemists;2017 January;95.0;104.2;91.2;3.3;2.0;1.3
205;Retail trade, no dispensing chemists;2017 February;88.4;105.8;83.5;1.5;2.6;-1.0
206;Retail trade, no dispensing chemists;2017 March;104.1;107.2;97.1;5.0;1.0;4.0
207;Retail trade, no dispensing chemists;2017 1st quarter;95.8;105.7;90.6;3.4;1.8;1.5
208;Retail trade, no dispensing chemists;2017 April;103.0;107.2;96.1;2.7;0.6;2.1
209;Retail trade, no dispensing chemists;2017 May;108.1;107.2;100.9;5.7;0.4;5.2
210;Retail trade, no dispensing chemists;2017 June;109.1;106.4;102.6;4.4;0.6;3.7
211;Retail trade, no dispensing chemists;2017 2nd quarter;106.7;106.9;99.8;4.3;0.6;3.7
212;Retail trade, no dispensing chemists;2017 July;105.2;104.8;100.4;2.6;0.9;1.7
213;Retail trade, no dispensing chemists;2017 August;101.1;105.4;95.9;5.3;1.4;3.8
214;Retail trade, no dispensing chemists;2017 September;104.8;106.8;98.2;6.4;1.4;4.9
215;Retail trade, no dispensing chemists;2017 3rd quarter;103.7;105.6;98.2;4.7;1.2;3.4
216;Retail trade, no dispensing chemists;2017 October;104.9;107.0;98.0;0.0;0.9;-0.9
217;Retail trade, no dispensing chemists;2017 November;109.6;107.5;101.9;5.9;1.6;4.2
218;Retail trade, no dispensing chemists;2017 December;122.9;106.6;115.2;1.3;1.2;0.1
219;Retail trade, no dispensing chemists;2017 4th quarter;112.4;107.0;105.0;2.3;1.2;1.1
220;Retail trade, no dispensing chemists;2017;104.7;106.3;98.4;3.6;1.2;2.4
221;Retail trade, no dispensing chemists;2018 January;99.7;105.3;94.7;4.9;1.1;3.8
222;Shops selling food;2005 January;79.0;91.0;86.8;-9.2;-2.1;-7.3
223;Shops selling food;2005 February;77.3;91.7;84.3;-1.2;-1.1;-0.1
224;Shops selling food;2005 March;89.7;92.2;97.3;4.8;-0.6;5.4
225;Shops selling food;2005 1st quarter;82.0;91.6;89.5;-2.0;-1.3;-0.7
226;Shops selling food;2005 April;86.3;91.3;94.6;-3.6;-1.9;-1.7
227;Shops selling food;2005 May;84.9;91.8;92.6;-3.0;-1.3;-1.8
228;Shops selling food;2005 June;89.0;91.8;97.0;2.3;-1.1;3.4
229;Shops selling food;2005 2nd quarter;86.8;91.6;94.7;-1.4;-1.4;0.0
230;Shops selling food;2005 July;87.9;91.3;96.2;-3.0;-1.3;-1.7
231;Shops selling food;2005 August;83.4;91.6;91.1;1.8;-0.3;2.2
232;Shops selling food;2005 September;86.9;90.5;96.0;3.6;-1.5;5.2
233;Shops selling food;2005 3rd quarter;86.0;91.1;94.4;0.7;-1.1;1.8
234;Shops selling food;2005 October;84.9;90.8;93.5;-1.8;-0.8;-1.0
235;Shops selling food;2005 November;86.0;91.1;94.4;2.8;0.3;2.5
236;Shops selling food;2005 December;104.8;91.3;114.7;1.0;0.3;0.7
237;Shops selling food;2005 4th quarter;91.9;91.1;100.9;0.7;0.0;0.7
238;Shops selling food;2005;86.7;91.4;94.9;-0.5;-1.0;0.5
239;Shops selling food;2006 January;81.3;91.8;88.6;2.9;0.9;2.0
240;Shops selling food;2006 February;79.5;92.0;86.4;2.8;0.3;2.4
241;Shops selling food;2006 March;92.5;92.2;100.3;3.1;0.0;3.1
242;Shops selling food;2006 1st quarter;84.4;92.0;91.8;2.9;0.4;2.5
243;Shops selling food;2006 April;88.5;92.6;95.6;2.5;1.4;1.0
244;Shops selling food;2006 May;90.8;92.4;98.3;6.9;0.7;6.2
245;Shops selling food;2006 June;95.1;92.8;102.5;6.8;1.0;5.7
246;Shops selling food;2006 2nd quarter;91.5;92.6;98.8;5.4;1.1;4.3
247;Shops selling food;2006 July;89.0;92.3;96.4;1.3;1.1;0.2
248;Shops selling food;2006 August;88.8;92.9;95.6;6.5;1.4;5.0
249;Shops selling food;2006 September;91.8;92.9;98.8;5.7;2.7;2.9
250;Shops selling food;2006 3rd quarter;89.9;92.7;96.9;4.4;1.7;2.7
251;Shops selling food;2006 October;86.2;92.2;93.5;1.6;1.5;0.0
252;Shops selling food;2006 November;89.7;92.4;97.1;4.3;1.5;2.8
253;Shops selling food;2006 December;104.7;92.5;113.2;0.0;1.3;-1.3
254;Shops selling food;2006 4th quarter;93.5;92.4;101.3;1.8;1.4;0.4
255;Shops selling food;2006;89.8;92.4;97.2;3.6;1.2;2.5
256;Shops selling food;2007 January;85.4;92.8;92.0;5.0;1.1;3.9
257;Shops selling food;2007 February;83.1;93.0;89.4;4.6;1.1;3.5
258;Shops selling food;2007 March;98.2;92.9;105.7;6.1;0.7;5.4
259;Shops selling food;2007 1st quarter;88.9;92.9;95.7;5.3;1.0;4.3
260;Shops selling food;2007 April;89.3;93.2;95.8;0.9;0.7;0.2
261;Shops selling food;2007 May;95.5;92.8;102.9;5.1;0.4;4.7
262;Shops selling food;2007 June;98.2;93.0;105.6;3.3;0.3;3.0
263;Shops selling food;2007 2nd quarter;94.3;93.0;101.4;3.1;0.4;2.7
264;Shops selling food;2007 July;88.2;93.1;94.8;-0.9;0.8;-1.6
265;Shops selling food;2007 August;94.4;92.9;101.6;6.3;0.0;6.3
266;Shops selling food;2007 September;90.5;93.1;97.3;-1.4;0.2;-1.6
267;Shops selling food;2007 3rd quarter;91.0;93.0;97.9;1.3;0.3;1.0
268;Shops selling food;2007 October;92.5;93.7;98.7;7.3;1.6;5.6
269;Shops selling food;2007 November;96.9;94.5;102.5;8.0;2.3;5.6
270;Shops selling food;2007 December;109.5;94.9;115.4;4.6;2.6;1.9
271;Shops selling food;2007 4th quarter;99.6;94.4;105.6;6.5;2.2;4.2
272;Shops selling food;2007;93.5;93.3;100.2;4.1;1.0;3.1
273;Shops selling food;2008 January;90.8;95.6;95.0;6.3;3.0;3.2
274;Shops selling food;2008 February;94.3;96.1;98.2;13.5;3.4;9.8
275;Shops selling food;2008 March;99.7;96.9;102.9;1.6;4.3;-2.6
276;Shops selling food;2008 1st quarter;95.0;96.2;98.7;6.8;3.6;3.1
277;Shops selling food;2008 April;95.2;97.3;97.9;6.7;4.3;2.3
278;Shops selling food;2008 May;107.1;97.6;109.7;12.2;5.2;6.7
279;Shops selling food;2008 June;95.7;98.0;97.7;-2.6;5.4;-7.5
280;Shops selling food;2008 2nd quarter;99.4;97.6;101.8;5.3;5.0;0.4
281;Shops selling food;2008 July;97.4;98.2;99.1;10.4;5.6;4.5
282;Shops selling food;2008 August;98.6;98.0;100.6;4.5;5.5;-1.0
283;Shops selling food;2008 September;94.2;98.3;95.9;4.1;5.6;-1.5
284;Shops selling food;2008 3rd quarter;96.7;98.2;98.5;6.3;5.6;0.6
285;Shops selling food;2008 October;101.9;98.6;103.3;10.2;5.2;4.7
286;Shops selling food;2008 November;96.7;99.3;97.3;-0.2;5.1;-5.1
287;Shops selling food;2008 December;114.6;99.7;114.9;4.6;5.0;-0.4
288;Shops selling food;2008 4th quarter;104.4;99.2;105.2;4.8;5.1;-0.4
289;Shops selling food;2008;98.9;97.8;101.1;5.8;4.8;0.9
290;Shops selling food;2009 January;98.5;100.0;98.4;8.4;4.6;3.6
291;Shops selling food;2009 February;90.0;100.6;89.5;-4.6;4.6;-8.8
292;Shops selling food;2009 March;97.3;100.8;96.5;-2.5;4.1;-6.3
293;Shops selling food;2009 1st quarter;95.2;100.5;94.8;0.3;4.4;-4.0
294;Shops selling food;2009 April;100.7;100.9;99.8;5.8;3.7;2.0
295;Shops selling food;2009 May;103.4;100.6;102.8;-3.5;3.0;-6.3
296;Shops selling food;2009 June;99.0;100.2;98.8;3.5;2.3;1.1
297;Shops selling food;2009 2nd quarter;101.0;100.6;100.5;1.7;3.0;-1.3
298;Shops selling food;2009 July;99.7;99.6;100.1;2.4;1.3;1.0
299;Shops selling food;2009 August;95.8;99.1;96.7;-2.8;1.1;-3.9
300;Shops selling food;2009 September;94.6;98.8;95.8;0.4;0.5;-0.1
301;Shops selling food;2009 3rd quarter;96.7;99.1;97.5;-0.1;1.0;-1.0
302;Shops selling food;2009 October;101.1;98.9;102.2;-0.7;0.3;-1.0
