ID;Bedrijfsgroepen;WarmtekrachtkoppelingWKK;TypenInstallatie;Perioden;InzetTotaal_1;InzetVanAardgas_2;InzetVanStookolie_3;InzetVanSteenkool_4;InzetVanOverigeBrandstoffen_5;InzetTotaal_6;InzetVanAardgas_7;InzetVanStookolie_8;InzetVanSteenkool_9;InzetVanOverigeBrandstoffen_10;ProductieTotaal_11;ProductieVanElektriciteit_12;ProductieVanWarmte_13;ProductieTotaal_14;ProductieVanElektriciteit_15;ProductieVanWarmte_16;ElektrischVermogen_17;ThermischVermogen_18;Installaties_19
761;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2005;;;;;;;;;;;919.0;255247.0;;919.0;919.0;;54.0;;13.0
762;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2006;;;;;;;;;;;506.0;140441.0;;506.0;506.0;;54.0;;13.0
763;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2007;;;;;;;;;;;636.0;176728.0;;636.0;636.0;;55.0;;14.0
764;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2008;;;;;;;;;;;502.0;139387.0;;502.0;502.0;;55.0;;14.0
765;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2009;;;;;;;;;;;438.0;121546.0;;438.0;438.0;;47.0;;11.0
766;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2010;;;;;;;;;;;517.0;143480.0;;517.0;517.0;;47.0;;11.0
767;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2011;;;;;;;;;;;434.0;120637.0;;434.0;434.0;;46.0;;10.0
768;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2012;;;;;;;;;;;417.0;115752.0;;417.0;417.0;;35.0;;5.0
769;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2013;;;;;;;;;;;444.0;123347.0;;444.0;444.0;;38.0;;6.0
770;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2014;;;;;;;;;;;406.0;112728.0;;406.0;406.0;;36.0;;5.0
771;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2015;9.0;;218.0;;;9.0;;9.0;;;430.0;119563.0;;430.0;430.0;;25.0;1800.0;4.0
772;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2016;3.0;;60.0;;;3.0;;3.0;;;498.0;138201.0;;498.0;498.0;;25.0;1800.0;4.0
773;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2017;3.0;;60.0;;;3.0;;3.0;;;439.0;121965.0;;439.0;439.0;;25.0;1800.0;4.0
774;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2018;23.0;645.0;60.0;;;23.0;20.0;3.0;;;350.0;97167.0;;350.0;350.0;;25.0;1800.0;5.0
775;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2019;23.0;645.0;60.0;;;23.0;20.0;3.0;;;338.0;93922.0;;338.0;338.0;;25.0;1800.0;5.0
776;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2020;17.0;450.0;61.0;;;17.0;14.0;3.0;;;423.0;117552.0;;423.0;423.0;;25.0;1800.0;5.0
777;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2021;3.0;;66.0;;;3.0;;3.0;;;463.0;128700.0;;463.0;463.0;;25.0;1800.0;5.0
778;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2022;288.0;;76.0;;285.0;288.0;;3.0;;285.0;723.0;200857.0;;723.0;723.0;;159.0;1800.0;29.0
779;Totaal centrale/decentrale productie;Installaties zonder WKK;Overige installaties;2023;367.0;;102.0;;363.0;367.0;;4.0;;363.0;699.0;194221.0;;699.0;699.0;;258.0;;46.0
780;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;1998;518988.0;7025597.0;3653.0;9279196.0;70835.0;518988.0;222360.0;153.0;225639.0;70835.0;250308.0;62254411.0;26192.0;250308.0;224116.0;26192.0;14126.0;10168102.0;42.0
781;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;1999;459323.0;6346633.0;3820.0;7480738.0;71747.0;459323.0;200871.0;160.0;186545.0;71747.0;222434.0;55125987.0;23980.0;222434.0;198454.0;23980.0;14126.0;10168102.0;42.0
782;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2000;479735.0;6254739.0;1393.0;8650888.0;70954.0;479735.0;197962.0;59.0;210759.0;70954.0;236202.0;56545363.0;32638.0;236202.0;203563.0;32638.0;14391.0;11302102.0;43.0
783;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2001;535691.0;7448250.0;21308.0;9189188.0;74335.0;535691.0;235737.0;879.0;224740.0;74335.0;256720.0;62373818.0;32174.0;256720.0;224546.0;32174.0;14126.0;11016612.0;42.0
784;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2002;549080.0;7678970.0;18000.0;9180651.0;77719.0;549080.0;243039.0;738.0;227583.0;77719.0;263024.0;64008232.0;32594.0;263024.0;230430.0;32594.0;14126.0;11016612.0;42.0
785;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2003;572064.0;8185537.0;37512.0;9211691.0;80862.0;572064.0;259072.0;1549.0;230580.0;80862.0;274083.0;66524178.0;34596.0;274083.0;239487.0;34596.0;14169.0;11228782.0;43.0
786;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2004;600631.0;9259005.0;13833.0;8821853.0;85779.0;600631.0;293048.0;567.0;221237.0;85779.0;295750.0;70428790.0;42206.0;295750.0;253544.0;42206.0;14555.0;12828682.0;45.0
787;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2005;592663.0;8815767.0;16718.0;8247598.0;105874.0;592663.0;279019.0;707.0;207063.0;105874.0;292292.0;69237110.0;43038.0;292292.0;249254.0;43038.0;14662.0;12828682.0;45.0
788;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2006;563187.0;8319811.0;11710.0;8236830.0;94576.0;563187.0;263322.0;494.0;204795.0;94576.0;284117.0;67128659.0;42453.0;284117.0;241663.0;42453.0;14723.0;12828682.0;45.0
789;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2007;586109.0;8843000.0;5192.0;8669089.0;91536.0;586109.0;279881.0;222.0;214470.0;91536.0;292668.0;70394116.0;39249.0;292668.0;253419.0;39249.0;14723.0;12828682.0;45.0
790;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2008;568986.0;8618336.0;4768.0;8223912.0;93154.0;568986.0;272770.0;194.0;202868.0;93154.0;281870.0;67570925.0;38614.0;281870.0;243255.0;38614.0;14723.0;12828682.0;45.0
791;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2009;593506.0;9371463.0;5023.0;8405034.0;88204.0;593506.0;296607.0;214.0;208481.0;88204.0;295728.0;72071934.0;36269.0;295728.0;259459.0;36269.0;14953.0;12849035.0;46.0
792;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2010;619075.0;10244290.0;3910.0;7874980.0;99236.0;619075.0;324232.0;167.0;195440.0;99236.0;317305.0;75823123.0;44342.0;317305.0;272963.0;44342.0;16223.0;12849035.0;49.0
793;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2011;563489.0;8796147.0;1699.0;7398919.0;102890.0;563489.0;278398.0;73.0;182128.0;102890.0;293706.0;70554654.0;39709.0;293706.0;253997.0;39709.0;17427.0;12453035.0;50.0
794;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2012;530688.0;6888725.0;1846.0;8567717.0;101159.0;530688.0;218028.0;79.0;211422.0;101159.0;269332.0;64030993.0;38820.0;269332.0;230512.0;38820.0;19025.0;13389035.0;48.0
795;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2013;514365.0;6842563.0;18735.0;8834289.0;76288.0;514365.0;216567.0;800.0;220710.0;76288.0;264915.0;63063994.0;37884.0;264915.0;227030.0;37884.0;20132.0;13389035.0;50.0
796;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2014;555357.0;6752401.0;75562.0;10194188.0;83311.0;555357.0;213713.0;3226.0;255106.0;83311.0;280698.0;67534143.0;37575.0;280698.0;243123.0;37575.0;21515.0;13389035.0;49.0
797;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2015;597238.0;5712516.0;16241.0;13476002.0;79107.0;597238.0;180801.0;698.0;336632.0;79107.0;294097.0;72359637.0;33602.0;294097.0;260495.0;33602.0;19597.0;11671705.0;42.0
798;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2016;608978.0;7202495.0;9431.0;12084748.0;75951.0;608978.0;227959.0;406.0;304662.0;75951.0;308260.0;76645222.0;32337.0;308260.0;275923.0;32337.0;19681.0;11671705.0;42.0
799;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2017;593181.0;8294491.0;8579.0;10239549.0;73795.0;593181.0;262521.0;369.0;256496.0;73795.0;305072.0;76102543.0;31103.0;305072.0;273969.0;31103.0;18389.0;10538065.0;39.0
800;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2018;539103.0;7976337.0;6580.0;8741438.0;64904.0;539103.0;252451.0;283.0;221465.0;64904.0;282755.0;71129176.0;26690.0;282755.0;256065.0;26690.0;18389.0;10538065.0;39.0
801;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2019;545055.0;10155646.0;12530.0;5876467.0;76462.0;545055.0;321426.0;536.0;146631.0;76462.0;290422.0;74735323.0;21375.0;290422.0;269047.0;21375.0;17759.0;11124865.0;38.0
802;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2020;498210.0;10486820.0;3714.0;2546388.0;102282.0;498210.0;331908.0;159.0;63862.0;102282.0;269840.0;69619816.0;19209.0;269840.0;250631.0;19209.0;17762.0;10071466.0;37.0
803;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2021;467916.0;7295281.0;6262.0;4750766.0;118288.0;467916.0;230896.0;268.0;118464.0;118288.0;242897.0;62447730.0;18085.0;242897.0;224812.0;18085.0;17762.0;10071468.0;41.0
804;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2022;434236.0;6427156.0;4550.0;4855978.0;110179.0;434236.0;203419.0;195.0;120442.0;110179.0;222113.0;56999205.0;16916.0;222113.0;205197.0;16916.0;17762.0;10071468.0;41.0
805;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Totaal installaties;2023;350669.0;6017369.0;4188.0;2893188.0;88709.0;350669.0;190450.0;180.0;71330.0;88709.0;180665.0;46374210.0;13718.0;180665.0;166947.0;13718.0;17820.0;10071468.0;41.0
806;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;1998;;;;;;;;;;;;;;;;;;;
807;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;1999;;;;;;;;;;;;;;;;;;;
808;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2000;;;;;;;;;;;;;;;;;;;
809;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2001;;;;;;;;;;;;;;;;;;;
810;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2002;;;;;;;;;;;;;;;;;;;
811;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2003;;;;;;;;;;;;;;;;;;;
812;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2004;;;;;;;;;;;;;;;;;;;
813;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2005;;;;;;;;;;;;;;;;;;;
814;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2006;;;;;;;;;;;;;;;;;;;
815;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2007;;;;;;;;;;;;;;;;;;;
816;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2008;;;;;;;;;;;;;;;;;;;
817;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2009;;;;;;;;;;;;;;;;;;;
818;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2010;;;;;;;;;;;;;;;;;;;
819;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2011;;;;;;;;;;;;;;;;;;;
820;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2012;;;;;;;;;;;;;;;;;;;
821;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2013;;;;;;;;;;;;;;;;;;;
822;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2014;;;;;;;;;;;;;;;;;;;
823;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2015;;;;;;;;;;;;;;;;;;;
824;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2016;;;;;;;;;;;;;;;;;;;
825;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2017;;;;;;;;;;;;;;;;;;;
826;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2018;;;;;;;;;;;;;;;;;;;
827;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2019;;;;;;;;;;;;;;;;;;;
828;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2020;;;;;;;;;;;;;;;;;;;
829;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2021;;;;;;;;;;;;;;;;;;;
830;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2022;;;;;;;;;;;;;;;;;;;
831;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Gasmotor;2023;;;;;;;;;;;;;;;;;;;
832;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;1998;316699.0;2306343.0;1705.0;9279196.0;17994.0;316699.0;72996.0;70.0;225639.0;17994.0;135687.0;36327572.0;4908.0;135687.0;130779.0;4908.0;9511.0;2607490.0;15.0
833;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;1999;252408.0;1444076.0;2232.0;7480738.0;20066.0;252408.0;45705.0;92.0;186545.0;20066.0;107199.0;28416383.0;4900.0;107199.0;102299.0;4900.0;9511.0;2607490.0;15.0
834;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2000;264756.0;1163555.0;476.0;8650888.0;17151.0;264756.0;36827.0;20.0;210759.0;17151.0;111568.0;29460679.0;5510.0;111568.0;106058.0;5510.0;9511.0;2607490.0;15.0
835;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2001;326305.0;2446900.0;18574.0;9189188.0;23359.0;326305.0;77444.0;762.0;224740.0;23359.0;136601.0;36458071.0;5352.0;136601.0;131249.0;5352.0;9246.0;2322000.0;14.0
836;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2002;334084.0;2571966.0;18000.0;9180651.0;24360.0;334084.0;81403.0;738.0;227583.0;24360.0;138950.0;37202229.0;5022.0;138950.0;133928.0;5022.0;9246.0;2322000.0;14.0
837;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2003;350893.0;3015750.0;31031.0;9211691.0;23592.0;350893.0;95448.0;1272.0;230580.0;23592.0;147093.0;39517958.0;4828.0;147093.0;142265.0;4828.0;9246.0;2322000.0;14.0
838;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2004;345823.0;2898390.0;13833.0;8821853.0;32284.0;345823.0;91734.0;567.0;221237.0;32284.0;144786.0;38845489.0;4943.0;144786.0;139844.0;4943.0;8755.0;2322000.0;13.0
839;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2005;319297.0;2299719.0;16626.0;7871633.0;48183.0;319297.0;72786.0;703.0;197624.0;48183.0;133437.0;35752456.0;4729.0;133437.0;128709.0;4729.0;8492.0;2322000.0;12.0
840;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2006;306496.0;2157849.0;11680.0;7789571.0;44032.0;306496.0;68296.0;494.0;193674.0;44032.0;128681.0;34401214.0;4837.0;128681.0;123844.0;4837.0;8492.0;2322000.0;12.0
841;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2007;321831.0;2709573.0;5152.0;8195249.0;33106.0;321831.0;85758.0;220.0;202748.0;33106.0;137711.0;36885788.0;4922.0;137711.0;132789.0;4922.0;8492.0;2322000.0;12.0
842;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2008;310825.0;2615469.0;4746.0;7723831.0;37320.0;310825.0;82780.0;193.0;190532.0;37320.0;130201.0;35075670.0;3929.0;130201.0;126272.0;3929.0;8492.0;2322000.0;12.0
843;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2009;319282.0;2633322.0;4997.0;7887163.0;40089.0;319282.0;83345.0;213.0;195635.0;40089.0;134914.0;36314159.0;4183.0;134914.0;130731.0;4183.0;7852.0;2322000.0;12.0
844;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2010;281667.0;1645813.0;3872.0;7462030.0;44221.0;281667.0;52090.0;165.0;185191.0;44221.0;119272.0;31849925.0;4612.0;119272.0;114660.0;4612.0;7852.0;2322000.0;12.0
845;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2011;235272.0;511051.0;1644.0;7023962.0;46129.0;235272.0;16175.0;70.0;172898.0;46129.0;99766.0;26632119.0;3891.0;99766.0;95876.0;3891.0;7852.0;2322000.0;12.0
846;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2012;258468.0;338719.0;1787.0;8244660.0;44221.0;258468.0;10720.0;76.0;203450.0;44221.0;110016.0;29457042.0;3970.0;110016.0;106045.0;3970.0;7253.0;2322000.0;11.0
847;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2013;259319.0;290831.0;18729.0;8712851.0;31639.0;259319.0;9205.0;800.0;217676.0;31639.0;107423.0;28940358.0;3238.0;107423.0;104185.0;3238.0;7253.0;2322000.0;12.0
848;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2014;289494.0;192785.0;75562.0;10194188.0;25060.0;289494.0;6102.0;3226.0;255106.0;25060.0;120760.0;32572572.0;3499.0;120760.0;117261.0;3499.0;8908.0;2322000.0;13.0
849;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2015;364930.0;177270.0;15998.0;13476002.0;22000.0;364930.0;5611.0;688.0;336632.0;22000.0;156371.0;42429424.0;3625.0;156371.0;152746.0;3625.0;7271.0;1260000.0;10.0
850;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2016;327307.0;99243.0;8774.0;12084748.0;19126.0;327307.0;3141.0;377.0;304662.0;19126.0;145096.0;39309907.0;3580.0;145096.0;141516.0;3580.0;7271.0;1260000.0;10.0
851;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2017;282857.0;123638.0;7342.0;10239549.0;22132.0;282857.0;3913.0;316.0;256496.0;22132.0;126491.0;34176927.0;3454.0;126491.0;123037.0;3454.0;6231.0;1260000.0;9.0
852;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2018;245035.0;100916.0;5418.0;8741438.0;20143.0;245035.0;3194.0;233.0;221465.0;20143.0;112282.0;30443093.0;2686.0;112282.0;109595.0;2686.0;6231.0;1260000.0;9.0
853;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2019;181176.0;113799.0;12445.0;5876467.0;30410.0;181176.0;3602.0;533.0;146631.0;30410.0;81752.0;21582050.0;4057.0;81752.0;77695.0;4057.0;5601.0;1846800.0;8.0
854;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2020;128917.0;350986.0;3714.0;2546388.0;53787.0;128917.0;11109.0;159.0;63862.0;53787.0;60323.0;15557102.0;4317.0;60323.0;56006.0;4317.0;5631.0;1846800.0;8.0
855;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2021;197108.0;132640.0;6262.0;4750766.0;74178.0;197108.0;4198.0;268.0;118464.0;74178.0;91035.0;23840006.0;5211.0;91035.0;85824.0;5211.0;5631.0;1846800.0;10.0
856;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2022;188533.0;136909.0;4550.0;4855978.0;63563.0;188533.0;4333.0;195.0;120442.0;63563.0;85586.0;22689421.0;3904.0;85586.0;81682.0;3904.0;5631.0;1846800.0;10.0
857;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Stoomturbine;2023;124141.0;144026.0;4188.0;2893188.0;48073.0;124141.0;4558.0;180.0;71330.0;48073.0;55786.0;14746765.0;2698.0;55786.0;53088.0;2698.0;5631.0;1846800.0;10.0
858;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;1998;160289.0;4634812.0;1948.0;;13514.0;160289.0;146692.0;83.0;;13514.0;99272.0;21888099.0;20475.0;99272.0;78797.0;20475.0;4002.0;6948612.0;19.0
859;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;1999;165490.0;4849280.0;1588.0;;11942.0;165490.0;153480.0;68.0;;11942.0;100238.0;22717538.0;18455.0;100238.0;81783.0;18455.0;4002.0;6948612.0;19.0
860;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2000;173996.0;5075965.0;917.0;;13303.0;173996.0;160654.0;39.0;;13303.0;110245.0;23127912.0;26984.0;110245.0;83260.0;26984.0;4267.0;8082612.0;20.0
861;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2001;166312.0;4931581.0;2734.0;;10111.0;166312.0;156085.0;117.0;;10111.0;104397.0;21773579.0;26013.0;104397.0;78385.0;26013.0;4267.0;8082612.0;20.0
862;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2002;172906.0;5050966.0;;;13043.0;172906.0;159863.0;;;13043.0;108829.0;22762913.0;26883.0;108829.0;81946.0;26883.0;4267.0;8082612.0;20.0
863;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2003;175630.0;5034657.0;6481.0;;16006.0;175630.0;159347.0;277.0;;16006.0;109572.0;22680930.0;27921.0;109572.0;81651.0;27921.0;4267.0;8082612.0;20.0
864;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2004;199726.0;5865771.0;;;14074.0;199726.0;185652.0;;;14074.0;125249.0;26685027.0;29183.0;125249.0;96066.0;29183.0;5057.0;8470112.0;21.0
865;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2005;215236.0;5996360.0;92.0;375965.0;16009.0;215236.0;189785.0;4.0;9439.0;16009.0;131233.0;28407013.0;28968.0;131233.0;102265.0;28968.0;5330.0;8470112.0;22.0
866;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2006;207533.0;5755694.0;30.0;447259.0;14245.0;207533.0;182168.0;;11120.0;14245.0;131891.0;28360592.0;29793.0;131891.0;102098.0;29793.0;5330.0;8470112.0;22.0
867;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2007;211677.0;5779128.0;40.0;473839.0;17043.0;211677.0;182909.0;2.0;11723.0;17043.0;129670.0;28600033.0;26709.0;129670.0;102960.0;26709.0;5330.0;8470112.0;22.0
868;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2008;205852.0;5624903.0;22.0;500081.0;15487.0;205852.0;178028.0;1.0;12336.0;15487.0;126573.0;27426165.0;27839.0;126573.0;98734.0;27839.0;5330.0;8470112.0;22.0
869;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2009;221651.0;6380488.0;26.0;517871.0;6862.0;221651.0;201942.0;1.0;12845.0;6862.0;137011.0;30580758.0;26920.0;137011.0;110091.0;26920.0;6200.0;8490465.0;23.0
870;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2010;284354.0;8147796.0;38.0;412950.0;16227.0;284354.0;257878.0;2.0;10249.0;16227.0;171212.0;38951511.0;30986.0;171212.0;140225.0;30986.0;7470.0;8490465.0;26.0
871;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2011;273664.0;7843535.0;55.0;374957.0;16184.0;273664.0;248248.0;2.0;9230.0;16184.0;166804.0;38781369.0;27192.0;166804.0;139613.0;27192.0;8674.0;8094465.0;27.0
872;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2012;217788.0;6067242.0;59.0;323057.0;17785.0;217788.0;192028.0;3.0;7972.0;17785.0;130974.0;29657356.0;24208.0;130974.0;106766.0;24208.0;10726.0;9030465.0;26.0
873;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2013;216089.0;6201886.0;6.0;121438.0;16765.0;216089.0;196290.0;0.0;3034.0;16765.0;137091.0;30508068.0;27262.0;137091.0;109829.0;27262.0;11926.0;9030465.0;30.0
874;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2014;213561.0;6162625.0;;;18513.0;213561.0;195047.0;;;18513.0;133676.0;30016106.0;25618.0;133676.0;108058.0;25618.0;11799.0;9030465.0;29.0
875;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2015;175989.0;5037642.0;243.0;;16538.0;175989.0;159441.0;10.0;;16538.0;109125.0;24578971.0;20641.0;109125.0;88484.0;20641.0;11644.0;8375265.0;27.0
876;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2016;225648.0;6584912.0;657.0;;17208.0;225648.0;208412.0;28.0;;17208.0;135664.0;32184377.0;19800.0;135664.0;115864.0;19800.0;11728.0;8375265.0;27.0
877;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2017;265136.0;7841025.0;113.0;;16962.0;265136.0;248168.0;5.0;;16962.0;157482.0;37948010.0;20869.0;157482.0;136613.0;20869.0;11519.0;7453665.0;26.0
878;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2018;250174.0;7620312.0;139.0;;8986.0;250174.0;241183.0;6.0;;8986.0;149876.0;36861290.0;17175.0;149876.0;132701.0;17175.0;11519.0;7453665.0;26.0
879;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2019;321952.0;9922066.0;85.0;;7915.0;321952.0;314033.0;4.0;;7915.0;191290.0;48904114.0;15235.0;191290.0;176055.0;15235.0;11519.0;7453665.0;26.0
880;Centrale elektriciteitsproductie;Totaal installaties met en zonder WKK;Steg-eenheid;2020;326170.0;10037850.0;;;8472.0;326170.0;317698.0;;;8472.0;192372.0;49709668.0;13417.0;192372.0;178955.0;13417.0;11494.0;7090065.0;25.0
