ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;TotaalBevolkingsgroep_1;k_0Tot5_2;k_5Tot15_3;k_15Tot50_4;MeerDan50_5;Eenpersoonshuishouden_6;PaarZonderKinderen_7;PaarMetKinderen_8;Eenouderhuishouden_9;InstitutioneelHuishouden_10;OverigeTypenHuishouden_11;OnbekendTypeHuishouden_12;HeeftGeenWerk_13;HeeftWelWerk_14;HeeftGeenUitkering_15;HeeftWelUitkering_16;TotaalBevolkingsgroep_17;k_0Tot5_18;k_5Tot15_19;k_15Tot50_20;MeerDan50_21;Eenpersoonshuishouden_22;PaarZonderKinderen_23;PaarMetKinderen_24;Eenouderhuishouden_25;InstitutioneelHuishouden_26;OverigeTypenHuishouden_27;OnbekendTypeHuishouden_28;HeeftGeenWerk_29;HeeftWelWerk_30;HeeftGeenUitkering_31;HeeftWelUitkering_32
5736;Nigeria;12 tot 25 jaar;Totaal mannen en vrouwen;1999;3.8;;;;;;;;;;;;3.9;;3.7;;3.8;;;;;;;;;;;;3.9;;3.7;
5737;Nigeria;12 tot 25 jaar;Totaal mannen en vrouwen;2000;3.4;;;;;;;;;;;;2.5;5.5;3.5;;3.4;;;;;;;;;;;;2.6;5.6;3.5;
5738;Nigeria;12 tot 25 jaar;Totaal mannen en vrouwen;2001;4.3;;;7.4;;;;;;;;;3.9;5.4;4.2;;4.4;;;7.6;;;;;;;;;3.9;5.5;4.3;
5739;Nigeria;12 tot 25 jaar;Totaal mannen en vrouwen;2002;5.1;;4.5;6.6;13.2;7.4;;;8.5;;;;4.7;6.3;4.8;;5.1;;4.6;6.6;;7.5;;;8.5;;;;4.7;6.4;4.9;
5740;Nigeria;12 tot 25 jaar;Totaal mannen en vrouwen;2003;4.6;;3.3;5.9;;5.7;;2.7;5.9;;;;4.4;5.3;4.6;;4.7;;3.4;5.9;;5.7;;;5.8;;;;4.4;5.3;4.7;
5741;Nigeria;12 tot 25 jaar;Totaal mannen en vrouwen;2004;4.8;;3.9;5.1;9.6;8.3;;2.7;4.6;;;;4.4;6.6;4.4;;5.0;;3.9;5.3;;8.4;;;;;;;4.5;6.8;4.5;
5742;Nigeria;12 tot 25 jaar;Totaal mannen en vrouwen;2005;5.1;;3.3;6.7;10.8;7.7;;2.9;6.6;;;;4.4;7.6;4.8;;5.5;;3.5;7.1;;8.0;;3.3;7.2;;;;4.8;7.9;5.2;
5743;Nigeria;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;3.6;;;;;;;;;;;;;;;;3.8;;;;;;;;;;;;;;;
5744;Nigeria;12 tot 25 jaar;Mannen;1999;5.0;;;;;;;;;;;;5.6;;4.9;;4.9;;;;;;;;;;;;5.5;;4.8;
5745;Nigeria;12 tot 25 jaar;Mannen;2000;4.8;;;;;;;;;;;;;;4.8;;4.8;;;;;;;;;;;;;;4.7;
5746;Nigeria;12 tot 25 jaar;Mannen;2001;6.3;;;;;;;;;;;;5.1;8.6;6.1;;6.3;;;;;;;;;;;;5.1;8.7;6.2;
5747;Nigeria;12 tot 25 jaar;Mannen;2002;7.3;;6.6;;;10.3;;;;;;;6.3;10.0;7.0;;7.3;;;;;10.3;;;;;;;6.3;10.0;7.0;
5748;Nigeria;12 tot 25 jaar;Mannen;2003;6.8;;;8.0;;8.4;;;;;;;6.3;;7.0;;6.9;;;;;;;;;;;;6.4;;7.0;
5749;Nigeria;12 tot 25 jaar;Mannen;2004;7.2;;;8.5;18.2;11.6;;;;;;;6.8;;6.3;;7.4;;;8.7;;11.7;;;;;;;7.1;;6.5;
5750;Nigeria;12 tot 25 jaar;Mannen;2005;6.7;;;9.5;;10.1;;3.9;;;;;5.3;11.8;6.0;;7.2;;;9.8;;10.2;;;;;;;5.8;11.8;6.4;
5751;Nigeria;12 tot 25 jaar;Mannen;2006*;4.8;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;
5752;Nigeria;12 tot 25 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5753;Nigeria;12 tot 25 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5754;Nigeria;12 tot 25 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5755;Nigeria;12 tot 25 jaar;Vrouwen;2002;2.9;;;;;;;;;;;;;;;;2.8;;;;;;;;;;;;;;;
5756;Nigeria;12 tot 25 jaar;Vrouwen;2003;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5757;Nigeria;12 tot 25 jaar;Vrouwen;2004;2.4;;;;;;;;;;;;;;2.4;;2.5;;;;;;;;;;;;;;;
5758;Nigeria;12 tot 25 jaar;Vrouwen;2005;3.5;;;;;;;;;;;;3.5;;3.6;;3.7;;;;;;;;;;;;3.8;;3.8;
5759;Nigeria;12 tot 25 jaar;Vrouwen;2006*;2.4;;;;;;;;;;;;;;;;2.5;;;;;;;;;;;;;;;
5760;Oostenrijk;12 tot 18 jaar;Totaal mannen en vrouwen;1999;2.0;;;;;;;;;;;;;;1.9;;2.0;2.2;;;;;;1.6;;;;;1.2;4.8;1.9;
5761;Oostenrijk;12 tot 18 jaar;Totaal mannen en vrouwen;2000;2.3;;;;;;;;;;;;1.9;;2.1;;2.3;2.0;;;;;;1.5;4.5;;;;2.0;;2.1;
5762;Oostenrijk;12 tot 18 jaar;Totaal mannen en vrouwen;2001;1.8;;;;;;;;;;;;;;1.7;;1.8;;;;;;;1.4;;;;;1.3;;1.7;
5763;Oostenrijk;12 tot 18 jaar;Totaal mannen en vrouwen;2002;2.4;;3.9;;;;;;;;;;2.5;;2.1;;2.4;;3.9;;;;;1.3;5.4;;;;2.5;;2.1;
5764;Oostenrijk;12 tot 18 jaar;Totaal mannen en vrouwen;2003;2.1;;;;;;;;;;;;2.3;;2.2;;2.2;;3.3;;;;;;5.3;;;;2.4;;2.3;
5765;Oostenrijk;12 tot 18 jaar;Totaal mannen en vrouwen;2004;1.9;;;;;;;;;;;;;;1.9;;1.9;;2.9;;;;;1.3;;;;;1.5;;1.9;
5766;Oostenrijk;12 tot 18 jaar;Totaal mannen en vrouwen;2005;2.4;;;;;;;;;;;;2.1;;2.4;;2.4;1.9;;;;;;1.4;5.2;;;;2.1;;2.4;
5767;Oostenrijk;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;2.1;;;;;;;;;;;;;;;;2.1;;;;;;;;;;;;;;;
5768;Oostenrijk;12 tot 18 jaar;Mannen;1999;;;;;;;;;;;;;;;;;2.1;;;;;;;;;;;;;;1.9;
5769;Oostenrijk;12 tot 18 jaar;Mannen;2000;4.0;;;;;;;;;;;;;;3.6;;4.0;3.9;;;;;;2.4;8.6;;;;3.2;;3.6;
5770;Oostenrijk;12 tot 18 jaar;Mannen;2001;3.0;;;;;;;;;;;;;;2.8;;3.0;;;;;;;2.6;;;;;;;2.8;
5771;Oostenrijk;12 tot 18 jaar;Mannen;2002;3.1;;;;;;;;;;;;;;;;3.1;;;;;;;;9.1;;;;3.0;;2.6;
5772;Oostenrijk;12 tot 18 jaar;Mannen;2003;3.9;;;;;;;;;;;;4.1;;4.0;;3.9;;5.5;;;;;;8.2;;;;4.1;;4.0;
5773;Oostenrijk;12 tot 18 jaar;Mannen;2004;2.9;;;;;;;;;;;;;;3.0;;2.9;;;;;;;;;;;;;;3.0;
5774;Oostenrijk;12 tot 18 jaar;Mannen;2005;3.6;;;;;;;;;;;;;;3.7;;3.6;3.6;;;;;;2.8;;;;;2.8;;3.7;
5775;Oostenrijk;12 tot 18 jaar;Mannen;2006*;3.4;;;;;;;;;;;;;;;;3.4;;;;;;;;;;;;;;;
5776;Oostenrijk;12 tot 18 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;1.9;;;;;;;;;;;;;;2.0;
5777;Oostenrijk;12 tot 18 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5778;Oostenrijk;12 tot 18 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5779;Oostenrijk;12 tot 18 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5780;Oostenrijk;12 tot 18 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5781;Oostenrijk;12 tot 18 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5782;Oostenrijk;12 tot 18 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5783;Oostenrijk;12 tot 18 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5784;Oostenrijk;18 tot 25 jaar;Totaal mannen en vrouwen;1999;2.7;3.1;;;;4.3;;2.1;;;;;4.3;2.0;2.4;;2.9;3.2;;;;4.5;;2.1;;;;;4.5;2.1;2.5;
5785;Oostenrijk;18 tot 25 jaar;Totaal mannen en vrouwen;2000;2.6;2.8;2.4;;;;;2.1;;;;;;3.0;2.2;;2.6;2.8;2.4;;;3.3;;2.1;;;;;;3.0;2.2;
5786;Oostenrijk;18 tot 25 jaar;Totaal mannen en vrouwen;2001;2.9;2.4;3.4;;;;;2.8;;;;;2.9;2.9;2.5;;2.9;2.4;3.4;;;;;2.8;;;;;2.9;2.9;2.5;
5787;Oostenrijk;18 tot 25 jaar;Totaal mannen en vrouwen;2002;3.2;;3.4;;;4.0;;3.0;;;;;3.0;3.4;2.9;;3.3;2.4;3.4;4.2;;4.1;;3.0;;;;;3.0;3.4;3.0;
5788;Oostenrijk;18 tot 25 jaar;Totaal mannen en vrouwen;2003;3.1;2.8;2.7;3.9;;;;3.0;;;;;3.9;2.7;2.7;;3.2;2.8;2.8;4.0;;;;3.0;;;;;3.9;2.8;2.7;
5789;Oostenrijk;18 tot 25 jaar;Totaal mannen en vrouwen;2004;3.5;3.6;2.6;4.6;;;;3.5;7.4;;;;4.4;3.0;2.9;;3.6;3.6;2.7;4.6;;;;3.6;7.5;;;;4.5;3.1;3.0;11.2
5790;Oostenrijk;18 tot 25 jaar;Totaal mannen en vrouwen;2005;3.4;4.7;3.3;;;3.5;;4.0;;;;;2.9;3.6;3.2;;3.6;5.0;3.5;;;3.8;;4.1;;;;;3.2;3.8;3.4;
5791;Oostenrijk;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;5.0;;;;;;;;;;;;;;;;5.3;;;;;;;;;;;;;;;
5792;Oostenrijk;18 tot 25 jaar;Mannen;1999;5.3;5.6;;;;9.3;;;;;;;8.3;3.9;4.7;;5.3;5.6;;;;9.3;;3.3;;;;;8.3;3.9;4.7;
5793;Oostenrijk;18 tot 25 jaar;Mannen;2000;4.6;4.8;;;;;;;;;;;;4.8;3.7;;4.6;4.8;4.5;;;;;3.4;;;;;;4.8;3.7;
5794;Oostenrijk;18 tot 25 jaar;Mannen;2001;4.9;4.3;6.2;;;;;4.1;;;;;;4.9;4.3;;4.9;4.3;6.2;;;;;4.1;;;;;;4.9;4.3;
5795;Oostenrijk;18 tot 25 jaar;Mannen;2002;4.8;;5.0;;;;;;;;;;;5.1;4.3;;4.8;;5.0;;;;;;;;;;;5.1;4.3;
5796;Oostenrijk;18 tot 25 jaar;Mannen;2003;5.4;;5.7;;;;;4.3;;;;;7.0;4.6;4.6;;5.4;4.7;5.7;;;;;4.3;;;;;7.0;4.6;4.6;
5797;Oostenrijk;18 tot 25 jaar;Mannen;2004;5.5;;5.2;;;;;4.9;;;;;7.4;4.5;4.6;;5.5;5.1;5.2;;;;;4.9;11.3;;;;7.4;4.5;4.6;
5798;Oostenrijk;18 tot 25 jaar;Mannen;2005;6.1;8.8;5.9;;;7.6;;5.7;;;;;6.5;6.0;6.1;;6.1;8.8;5.9;;;7.6;;5.7;;;;;6.5;6.0;6.1;
5799;Oostenrijk;18 tot 25 jaar;Mannen;2006*;8.5;;;;;;;;;;;;;;;;8.5;;;;;;;;;;;;;;;
5800;Oostenrijk;18 tot 25 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5801;Oostenrijk;18 tot 25 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5802;Oostenrijk;18 tot 25 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5803;Oostenrijk;18 tot 25 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;1.7;;;;;;;;;;;;;;;
5804;Oostenrijk;18 tot 25 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5805;Oostenrijk;18 tot 25 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;1.7;;;;;;;;;;;;;;;
5806;Oostenrijk;18 tot 25 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5807;Oostenrijk;18 tot 25 jaar;Vrouwen;2006*;2.0;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
5808;Oostenrijk;25 tot 45 jaar;Totaal mannen en vrouwen;1999;1.3;1.0;1.0;2.4;;2.4;1.4;0.7;;;;;2.0;1.1;1.1;2.7;1.4;1.1;1.0;2.5;;2.5;1.4;0.7;;;;;2.2;1.1;1.2;2.9
5809;Oostenrijk;25 tot 45 jaar;Totaal mannen en vrouwen;2000;1.5;1.0;1.8;1.5;;2.9;1.3;0.8;;;;;2.6;1.1;1.2;4.3;1.6;1.1;1.9;1.6;;3.0;1.4;0.8;;;;;2.8;1.2;1.2;4.5
5810;Oostenrijk;25 tot 45 jaar;Totaal mannen en vrouwen;2001;1.3;0.8;1.5;1.6;;2.3;;0.8;;;;;2.1;1.1;1.0;4.4;1.4;0.9;1.5;1.8;;2.4;;0.9;;;;;2.2;1.1;1.0;4.7
5811;Oostenrijk;25 tot 45 jaar;Totaal mannen en vrouwen;2002;1.7;1.1;1.6;2.6;;3.3;;1.1;;;;;3.5;1.1;1.2;5.9;1.8;1.2;1.7;2.7;;3.4;;1.2;;;;;3.7;1.2;1.3;6.2
5812;Oostenrijk;25 tot 45 jaar;Totaal mannen en vrouwen;2003;1.7;1.3;1.5;2.5;;3.6;;1.1;;;;;3.0;1.2;1.4;4.3;1.8;1.4;1.6;2.6;;3.8;;1.2;;;;;3.2;1.3;1.4;4.4
5813;Oostenrijk;25 tot 45 jaar;Totaal mannen en vrouwen;2004;1.5;1.0;1.5;2.3;;2.9;1.1;1.0;;;;;2.8;1.1;1.1;4.6;1.6;1.0;1.6;2.4;;3.1;1.1;1.0;;;;;3.0;1.1;1.2;5.0
5814;Oostenrijk;25 tot 45 jaar;Totaal mannen en vrouwen;2005;1.7;1.3;1.7;2.5;;2.8;;1.4;;;;;3.8;1.1;1.2;6.1;1.8;1.3;1.8;2.6;;2.9;1.0;1.5;;;;;4.0;1.1;1.2;6.4
5815;Oostenrijk;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;1.7;;;;;;;;;;;;;;;;1.8;;;;;;;;;;;;;;;
5816;Oostenrijk;25 tot 45 jaar;Mannen;1999;2.0;1.5;1.6;3.5;;3.8;;;;;;;4.4;1.5;1.7;5.1;2.0;1.5;1.6;3.5;;3.8;;;;;;;4.4;1.5;1.7;5.1
5817;Oostenrijk;25 tot 45 jaar;Mannen;2000;2.7;1.8;3.4;2.6;;4.2;2.8;1.2;;;;;6.4;1.9;2.2;8.2;2.7;1.8;3.4;2.6;;4.2;2.8;1.2;;;;;6.4;1.9;2.2;8.2
5818;Oostenrijk;25 tot 45 jaar;Mannen;2001;2.4;1.2;2.6;3.4;;3.4;;1.5;;;;;4.5;1.9;1.7;9.6;2.4;1.2;2.6;3.4;;3.4;;1.5;;;;;4.5;1.9;1.7;9.6
5819;Oostenrijk;25 tot 45 jaar;Mannen;2002;3.1;2.2;2.9;4.5;;4.6;;2.1;;;;;7.7;2.0;2.2;11.3;3.1;2.2;2.9;4.5;;4.6;;2.1;;;;;7.7;2.0;2.2;11.3
5820;Oostenrijk;25 tot 45 jaar;Mannen;2003;2.9;2.4;2.6;4.4;;5.6;;2.1;;;;;5.9;2.2;2.5;6.5;2.9;2.4;2.6;4.4;;5.6;;2.1;;;;;5.9;2.2;2.5;6.5
5821;Oostenrijk;25 tot 45 jaar;Mannen;2004;2.5;1.5;2.7;3.5;;4.5;;1.7;;;;;6.4;1.6;1.6;10.1;2.5;1.5;2.7;3.5;;4.5;;1.7;;;;;6.4;1.6;1.6;10.1
5822;Oostenrijk;25 tot 45 jaar;Mannen;2005;3.0;2.4;3.1;4.1;;4.0;;2.7;;;;;7.8;1.9;2.2;10.6;3.0;2.4;3.1;4.1;;4.0;;2.7;;;;;7.8;1.9;2.2;10.6
5823;Oostenrijk;25 tot 45 jaar;Mannen;2006*;2.8;;;;;;;;;;;;;;;;2.8;;;;;;;;;;;;;;;
5824;Oostenrijk;25 tot 45 jaar;Vrouwen;1999;0.7;;;;;;;;;;;;;0.6;0.6;;0.7;;;;;;;;;;;;;0.6;0.6;
5825;Oostenrijk;25 tot 45 jaar;Vrouwen;2000;0.4;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;
5826;Oostenrijk;25 tot 45 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5827;Oostenrijk;25 tot 45 jaar;Vrouwen;2002;0.5;;;;;;;;;;;;;;;;0.5;;;;;;;;;;;;;;;
5828;Oostenrijk;25 tot 45 jaar;Vrouwen;2003;0.6;;;;;;;;;;;;1.4;;;;0.6;;;;;;;;;;;;;;;
5829;Oostenrijk;25 tot 45 jaar;Vrouwen;2004;0.7;;;;;;;;;;;;;0.6;0.6;;0.7;;;;;;;;;;;;;;0.6;
5830;Oostenrijk;25 tot 45 jaar;Vrouwen;2005;0.6;;;;;;;;;;;;1.6;;;3.2;0.6;;;;;;;;;;;;1.6;;;
5831;Oostenrijk;25 tot 45 jaar;Vrouwen;2006*;0.7;;;;;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;
5832;Oostenrijk;45 tot 80 jaar;Totaal mannen en vrouwen;1999;0.6;0.5;0.7;;;0.9;0.3;0.6;;;;;0.5;0.8;0.5;0.9;0.6;0.5;0.8;;;0.9;;;;;;;0.5;0.8;0.5;0.9
5833;Oostenrijk;45 tot 80 jaar;Totaal mannen en vrouwen;2000;0.6;0.4;0.6;0.9;;0.9;0.4;;;;;;0.7;0.5;0.4;1.4;0.6;0.4;0.6;;;1.0;0.4;;;;;;0.7;0.5;0.4;1.4
5834;Oostenrijk;45 tot 80 jaar;Totaal mannen en vrouwen;2001;0.5;0.5;;;;0.8;0.4;;;;;;0.3;0.7;0.4;0.7;0.5;0.5;;;;0.9;0.4;;;;;;0.3;0.7;0.4;
5835;Oostenrijk;45 tot 80 jaar;Totaal mannen en vrouwen;2002;0.6;0.4;0.7;0.8;;1.3;;;;;;;0.6;0.6;0.5;1.0;0.6;0.4;0.7;;;1.3;;;;;;;0.6;0.6;0.5;1.0
5836;Oostenrijk;45 tot 80 jaar;Totaal mannen en vrouwen;2003;0.6;0.4;0.7;;;0.8;0.3;0.9;;;;;0.5;0.7;0.4;1.2;0.6;0.5;0.7;;;0.8;;0.9;;;;;0.5;0.7;0.4;1.2
5837;Oostenrijk;45 tot 80 jaar;Totaal mannen en vrouwen;2004;0.5;0.4;0.8;;;1.0;;;;;;;0.4;0.6;0.4;1.1;0.5;0.4;0.8;;;1.0;;;;;;;0.5;0.6;0.4;1.1
5838;Oostenrijk;45 tot 80 jaar;Totaal mannen en vrouwen;2005;0.6;0.7;0.4;0.8;;0.8;0.5;;;;;;0.5;0.7;0.6;0.7;0.6;0.7;;;;0.8;0.6;;;;;;0.5;0.7;0.6;
5839;Oostenrijk;45 tot 80 jaar;Totaal mannen en vrouwen;2006*;0.7;;;;;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;
5840;Oostenrijk;45 tot 80 jaar;Mannen;1999;0.8;0.6;1.1;;;;;;;;;;0.9;0.8;0.7;1.2;0.8;;1.1;;;;;;;;;;0.9;0.8;0.7;
5841;Oostenrijk;45 tot 80 jaar;Mannen;2000;1.0;0.8;;;;2.1;0.6;;;;;;1.4;0.8;0.7;2.0;1.0;0.8;;;;2.1;;;;;;;1.4;0.8;0.7;2.0
5842;Oostenrijk;45 tot 80 jaar;Mannen;2001;0.8;0.8;;;;1.7;0.7;;;;;;0.7;0.8;0.8;;0.8;0.8;;;;;0.7;;;;;;;0.8;0.8;
5843;Oostenrijk;45 tot 80 jaar;Mannen;2002;0.8;;0.9;;;2.5;;;;;;;0.9;0.7;0.7;;0.8;;;;;2.5;;;;;;;0.9;0.7;0.7;
5844;Oostenrijk;45 tot 80 jaar;Mannen;2003;0.9;;1.3;;;;;1.4;;;;;0.8;1.0;0.7;1.8;0.9;;1.3;;;;;1.4;;;;;0.8;1.0;0.7;1.8
5845;Oostenrijk;45 tot 80 jaar;Mannen;2004;0.8;;1.2;;;2.0;;;;;;;0.7;0.8;0.5;1.6;0.8;;1.2;;;2.0;;;;;;;0.7;0.8;0.5;1.6
5846;Oostenrijk;45 tot 80 jaar;Mannen;2005;1.0;1.0;0.8;;;;1.1;;;;;;1.1;0.9;1.0;;1.0;1.0;;;;;1.1;;;;;;1.1;0.9;1.0;
5847;Oostenrijk;45 tot 80 jaar;Mannen;2006*;1.2;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;
5848;Oostenrijk;45 tot 80 jaar;Vrouwen;1999;0.4;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;
5849;Oostenrijk;45 tot 80 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5850;Oostenrijk;45 tot 80 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5851;Oostenrijk;45 tot 80 jaar;Vrouwen;2002;0.4;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;
5852;Oostenrijk;45 tot 80 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5853;Oostenrijk;45 tot 80 jaar;Vrouwen;2004;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5854;Oostenrijk;45 tot 80 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5855;Oostenrijk;45 tot 80 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5856;Oostenrijk;12 tot 80 jaar;Totaal mannen en vrouwen;1999;1.1;1.0;1.0;1.7;;1.8;0.6;0.9;1.8;;;;1.1;1.1;1.0;1.6;1.2;1.1;1.0;1.9;;2.0;0.7;1.0;1.9;;;;1.2;1.2;1.1;1.8
5857;Oostenrijk;12 tot 80 jaar;Totaal mannen en vrouwen;2000;1.2;0.9;1.3;1.5;;1.9;0.6;0.9;2.6;;;;1.2;1.1;0.9;2.4;1.3;1.0;1.4;1.6;;2.1;0.7;1.0;3.0;;;;1.4;1.2;1.1;2.7
5858;Oostenrijk;12 tot 80 jaar;Totaal mannen en vrouwen;2001;1.0;0.8;1.1;1.3;;1.5;0.5;0.9;2.5;;;;0.9;1.1;0.9;1.9;1.2;0.9;1.2;1.5;;1.7;0.5;1.0;2.8;;;;1.0;1.2;1.0;2.2
5859;Oostenrijk;12 tot 80 jaar;Totaal mannen en vrouwen;2002;1.3;0.8;1.4;1.8;;2.3;0.4;1.1;2.8;;;;1.4;1.1;1.0;2.5;1.4;0.9;1.6;2.0;3.6;2.5;0.4;1.2;3.2;;;;1.6;1.3;1.2;2.9
5860;Oostenrijk;12 tot 80 jaar;Totaal mannen en vrouwen;2003;1.2;0.9;1.3;1.7;;1.9;0.5;1.2;3.0;;;;1.3;1.1;1.1;2.2;1.4;1.1;1.5;1.8;;2.1;0.5;1.3;3.5;;;;1.6;1.3;1.2;2.4
5861;Oostenrijk;12 tot 80 jaar;Totaal mannen en vrouwen;2004;1.2;0.8;1.3;1.4;;1.8;0.4;1.1;2.9;;;;1.2;1.1;0.9;2.4;1.3;0.9;1.5;1.6;;2.0;0.5;1.2;3.2;;;;1.4;1.2;1.1;2.7
5862;Oostenrijk;12 tot 80 jaar;Totaal mannen en vrouwen;2005;1.3;1.1;1.2;1.6;;1.7;0.7;1.3;2.7;;;;1.4;1.2;1.1;2.2;1.5;1.3;1.4;1.7;;1.9;0.7;1.5;3.1;;;;1.6;1.4;1.3;2.5
5863;Oostenrijk;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;1.4;;;;;;;;;;;;;;;;1.6;;;;;;;;;;;;;;;
5864;Oostenrijk;12 tot 80 jaar;Mannen;1999;1.7;1.4;1.6;2.7;;3.5;0.9;1.0;;;;;2.1;1.5;1.6;2.4;1.9;1.5;1.7;3.0;;3.7;1.0;1.1;3.2;;;;2.3;1.6;1.7;2.8
5865;Oostenrijk;12 tot 80 jaar;Mannen;2000;2.1;1.6;2.3;2.5;;3.5;1.1;1.5;6.2;;;;2.6;1.8;1.7;3.9;2.3;1.8;2.5;2.6;;3.7;1.3;1.6;6.6;;;;2.9;1.9;1.9;4.4
5866;Oostenrijk;12 tot 80 jaar;Mannen;2001;1.8;1.3;2.0;2.5;;2.8;1.0;1.4;5.0;;;;1.8;1.8;1.6;3.0;2.0;1.4;2.2;2.7;;2.9;1.0;1.6;5.3;;;;2.0;2.0;1.7;3.5
5867;Oostenrijk;12 tot 80 jaar;Mannen;2002;2.0;1.3;2.1;3.2;;3.9;0.6;1.6;6.0;;;;2.5;1.7;1.7;3.7;2.2;1.4;2.3;3.4;;4.0;0.7;1.7;6.5;;;;2.8;1.9;1.9;4.3
5868;Oostenrijk;12 tot 80 jaar;Mannen;2003;2.1;1.6;2.4;2.9;;3.5;0.8;2.1;5.6;;;;2.5;1.9;1.9;3.2;2.3;1.8;2.6;3.1;;3.8;0.8;2.1;6.2;;;;2.9;2.0;2.1;3.5
5869;Oostenrijk;12 tot 80 jaar;Mannen;2004;1.8;1.3;2.2;2.1;;3.3;0.6;1.6;5.0;;;;2.2;1.6;1.5;3.8;2.0;1.4;2.4;2.3;;3.5;0.7;1.7;5.5;;;;2.5;1.7;1.6;4.3
5870;Oostenrijk;12 tot 80 jaar;Mannen;2005;2.2;2.1;2.2;2.6;;2.9;1.4;2.3;3.8;;;;2.6;1.9;2.0;3.1;2.4;2.3;2.4;2.7;;3.2;1.4;2.5;4.2;;;;2.9;2.1;2.3;3.4
5871;Oostenrijk;12 tot 80 jaar;Mannen;2006*;2.4;;;;;;;;;;;;;;;;2.6;;;;;;;;;;;;;;;
5872;Oostenrijk;12 tot 80 jaar;Vrouwen;1999;0.6;0.6;0.4;;;;0.4;0.8;;;;;0.5;0.6;0.5;;0.6;0.6;;;;;;0.8;;;;;0.6;0.7;0.6;
5873;Oostenrijk;12 tot 80 jaar;Vrouwen;2000;0.3;;0.4;;;;;;;;;;0.4;;0.2;1.0;0.4;;0.5;;;;;;;;;;0.4;;0.2;
5874;Oostenrijk;12 tot 80 jaar;Vrouwen;2001;0.3;0.3;;;;;;;;;;;0.4;;0.2;;0.3;;;;;;;;;;;;0.4;;0.3;
5875;Oostenrijk;12 tot 80 jaar;Vrouwen;2002;0.6;;0.8;;;0.9;;0.7;;;;;0.7;0.4;0.5;1.3;0.6;;0.9;;;1.0;;0.7;;;;;0.8;0.4;0.5;1.4
5876;Oostenrijk;12 tot 80 jaar;Vrouwen;2003;0.4;0.4;;;;;;;;;;;0.6;;0.3;1.2;0.5;;;;;;;;;;;;0.6;;0.3;1.3
