ID;Overheidsinstellingen;Toepassingssectoren;Bestrijdingsmiddelen;Perioden;GebruikInKgWerkzameStof_1
2050;Rijkswaterstaat;Beplantingen buiten de bebouwde kom;Overige herbiciden;2018;0
2051;Rijkswaterstaat;Beplantingen buiten de bebouwde kom;Overige insecticiden;1992;0
2052;Rijkswaterstaat;Beplantingen buiten de bebouwde kom;Overige insecticiden;1995;0
2053;Rijkswaterstaat;Beplantingen buiten de bebouwde kom;Overige insecticiden;2001;0
2054;Rijkswaterstaat;Beplantingen buiten de bebouwde kom;Overige insecticiden;2005;0
2055;Rijkswaterstaat;Beplantingen buiten de bebouwde kom;Overige insecticiden;2009;0
2056;Rijkswaterstaat;Beplantingen buiten de bebouwde kom;Overige insecticiden;2013;0
2057;Rijkswaterstaat;Beplantingen buiten de bebouwde kom;Overige insecticiden;2018;0
2058;Rijkswaterstaat;Bossen en natuurterreinen;Totaal;1992;14
2059;Rijkswaterstaat;Bossen en natuurterreinen;Totaal;1995;18
2060;Rijkswaterstaat;Bossen en natuurterreinen;Totaal;2001;9
2061;Rijkswaterstaat;Bossen en natuurterreinen;Totaal;2005;0
2062;Rijkswaterstaat;Bossen en natuurterreinen;Totaal;2009;4
2063;Rijkswaterstaat;Bossen en natuurterreinen;Totaal;2013;0
2064;Rijkswaterstaat;Bossen en natuurterreinen;Totaal;2018;0
2065;Rijkswaterstaat;Bossen en natuurterreinen;Herbiciden;1992;14
2066;Rijkswaterstaat;Bossen en natuurterreinen;Herbiciden;1995;18
2067;Rijkswaterstaat;Bossen en natuurterreinen;Herbiciden;2001;9
2068;Rijkswaterstaat;Bossen en natuurterreinen;Herbiciden;2005;0
2069;Rijkswaterstaat;Bossen en natuurterreinen;Herbiciden;2009;0
2070;Rijkswaterstaat;Bossen en natuurterreinen;Herbiciden;2013;0
2071;Rijkswaterstaat;Bossen en natuurterreinen;Herbiciden;2018;0
2072;Rijkswaterstaat;Bossen en natuurterreinen;Insecticiden;1992;0
2073;Rijkswaterstaat;Bossen en natuurterreinen;Insecticiden;1995;0
2074;Rijkswaterstaat;Bossen en natuurterreinen;Insecticiden;2001;0
2075;Rijkswaterstaat;Bossen en natuurterreinen;Insecticiden;2005;0
2076;Rijkswaterstaat;Bossen en natuurterreinen;Insecticiden;2009;4
2077;Rijkswaterstaat;Bossen en natuurterreinen;Insecticiden;2013;0
2078;Rijkswaterstaat;Bossen en natuurterreinen;Insecticiden;2018;0
2079;Rijkswaterstaat;Bossen en natuurterreinen;Fungiciden;1992;0
2080;Rijkswaterstaat;Bossen en natuurterreinen;Fungiciden;1995;0
2081;Rijkswaterstaat;Bossen en natuurterreinen;Fungiciden;2001;0
2082;Rijkswaterstaat;Bossen en natuurterreinen;Fungiciden;2005;0
2083;Rijkswaterstaat;Bossen en natuurterreinen;Fungiciden;2009;0
2084;Rijkswaterstaat;Bossen en natuurterreinen;Fungiciden;2013;0
2085;Rijkswaterstaat;Bossen en natuurterreinen;Fungiciden;2018;0
2086;Rijkswaterstaat;Bossen en natuurterreinen;Overige stoffen;1992;0
2087;Rijkswaterstaat;Bossen en natuurterreinen;Overige stoffen;1995;0
2088;Rijkswaterstaat;Bossen en natuurterreinen;Overige stoffen;2001;0
2089;Rijkswaterstaat;Bossen en natuurterreinen;Overige stoffen;2005;0
2090;Rijkswaterstaat;Bossen en natuurterreinen;Overige stoffen;2009;0
2091;Rijkswaterstaat;Bossen en natuurterreinen;Overige stoffen;2013;0
2092;Rijkswaterstaat;Bossen en natuurterreinen;Overige stoffen;2018;0
2093;Rijkswaterstaat;Bossen en natuurterreinen;2,4-D;1992;0
2094;Rijkswaterstaat;Bossen en natuurterreinen;2,4-D;1995;0
2095;Rijkswaterstaat;Bossen en natuurterreinen;2,4-D;2001;0
2096;Rijkswaterstaat;Bossen en natuurterreinen;2,4-D;2005;0
2097;Rijkswaterstaat;Bossen en natuurterreinen;2,4-D;2009;0
2098;Rijkswaterstaat;Bossen en natuurterreinen;2,4-D;2013;0
2099;Rijkswaterstaat;Bossen en natuurterreinen;2,4-D;2018;0
2100;Rijkswaterstaat;Bossen en natuurterreinen;Amitrol;1992;0
2101;Rijkswaterstaat;Bossen en natuurterreinen;Amitrol;1995;0
2102;Rijkswaterstaat;Bossen en natuurterreinen;Amitrol;2001;0
2103;Rijkswaterstaat;Bossen en natuurterreinen;Amitrol;2005;0
2104;Rijkswaterstaat;Bossen en natuurterreinen;Amitrol;2009;0
2105;Rijkswaterstaat;Bossen en natuurterreinen;Amitrol;2013;0
2106;Rijkswaterstaat;Bossen en natuurterreinen;Amitrol;2018;0
2107;Rijkswaterstaat;Bossen en natuurterreinen;Dalapon;1992;0
2108;Rijkswaterstaat;Bossen en natuurterreinen;Dalapon;1995;0
2109;Rijkswaterstaat;Bossen en natuurterreinen;Dalapon;2001;0
2110;Rijkswaterstaat;Bossen en natuurterreinen;Dalapon;2005;0
2111;Rijkswaterstaat;Bossen en natuurterreinen;Dalapon;2009;0
2112;Rijkswaterstaat;Bossen en natuurterreinen;Dalapon;2013;0
2113;Rijkswaterstaat;Bossen en natuurterreinen;Dalapon;2018;0
2114;Rijkswaterstaat;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;1992;0
2115;Rijkswaterstaat;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;1995;0
2116;Rijkswaterstaat;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2001;0
2117;Rijkswaterstaat;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2005;0
2118;Rijkswaterstaat;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2009;0
2119;Rijkswaterstaat;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2013;0
2120;Rijkswaterstaat;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2018;0
2121;Rijkswaterstaat;Bossen en natuurterreinen;Dicamba;1992;0
2122;Rijkswaterstaat;Bossen en natuurterreinen;Dicamba;1995;0
2123;Rijkswaterstaat;Bossen en natuurterreinen;Dicamba;2001;0
2124;Rijkswaterstaat;Bossen en natuurterreinen;Dicamba;2005;0
2125;Rijkswaterstaat;Bossen en natuurterreinen;Dicamba;2009;0
2126;Rijkswaterstaat;Bossen en natuurterreinen;Dicamba;2013;0
2127;Rijkswaterstaat;Bossen en natuurterreinen;Dicamba;2018;0
2128;Rijkswaterstaat;Bossen en natuurterreinen;Dichlobenil;1992;0
2129;Rijkswaterstaat;Bossen en natuurterreinen;Dichlobenil;1995;0
2130;Rijkswaterstaat;Bossen en natuurterreinen;Dichlobenil;2001;0
2131;Rijkswaterstaat;Bossen en natuurterreinen;Dichlobenil;2005;0
2132;Rijkswaterstaat;Bossen en natuurterreinen;Dichlobenil;2009;0
2133;Rijkswaterstaat;Bossen en natuurterreinen;Dichlobenil;2013;0
2134;Rijkswaterstaat;Bossen en natuurterreinen;Dichlobenil;2018;0
2135;Rijkswaterstaat;Bossen en natuurterreinen;Diuron;1992;0
2136;Rijkswaterstaat;Bossen en natuurterreinen;Diuron;1995;0
2137;Rijkswaterstaat;Bossen en natuurterreinen;Diuron;2001;0
2138;Rijkswaterstaat;Bossen en natuurterreinen;Diuron;2005;0
2139;Rijkswaterstaat;Bossen en natuurterreinen;Diuron;2009;0
2140;Rijkswaterstaat;Bossen en natuurterreinen;Diuron;2013;0
2141;Rijkswaterstaat;Bossen en natuurterreinen;Diuron;2018;0
2142;Rijkswaterstaat;Bossen en natuurterreinen;Fluroxypyr-meptyl;1992;0
2143;Rijkswaterstaat;Bossen en natuurterreinen;Fluroxypyr-meptyl;1995;0
2144;Rijkswaterstaat;Bossen en natuurterreinen;Fluroxypyr-meptyl;2001;0
2145;Rijkswaterstaat;Bossen en natuurterreinen;Fluroxypyr-meptyl;2005;0
2146;Rijkswaterstaat;Bossen en natuurterreinen;Fluroxypyr-meptyl;2009;0
2147;Rijkswaterstaat;Bossen en natuurterreinen;Fluroxypyr-meptyl;2013;0
2148;Rijkswaterstaat;Bossen en natuurterreinen;Fluroxypyr-meptyl;2018;0
2149;Rijkswaterstaat;Bossen en natuurterreinen;Glyfosaat;1992;14
2150;Rijkswaterstaat;Bossen en natuurterreinen;Glyfosaat;1995;18
2151;Rijkswaterstaat;Bossen en natuurterreinen;Glyfosaat;2001;4
2152;Rijkswaterstaat;Bossen en natuurterreinen;Glyfosaat;2005;0
2153;Rijkswaterstaat;Bossen en natuurterreinen;Glyfosaat;2009;0
2154;Rijkswaterstaat;Bossen en natuurterreinen;Glyfosaat;2013;0
2155;Rijkswaterstaat;Bossen en natuurterreinen;Glyfosaat;2018;0
2156;Rijkswaterstaat;Bossen en natuurterreinen;Glufosinaat-ammonium;1992;0
2157;Rijkswaterstaat;Bossen en natuurterreinen;Glufosinaat-ammonium;1995;0
2158;Rijkswaterstaat;Bossen en natuurterreinen;Glufosinaat-ammonium;2001;0
2159;Rijkswaterstaat;Bossen en natuurterreinen;Glufosinaat-ammonium;2005;0
2160;Rijkswaterstaat;Bossen en natuurterreinen;Glufosinaat-ammonium;2009;0
2161;Rijkswaterstaat;Bossen en natuurterreinen;Glufosinaat-ammonium;2013;0
2162;Rijkswaterstaat;Bossen en natuurterreinen;Glufosinaat-ammonium;2018;0
2163;Rijkswaterstaat;Bossen en natuurterreinen;MCPA;1992;0
2164;Rijkswaterstaat;Bossen en natuurterreinen;MCPA;1995;0
2165;Rijkswaterstaat;Bossen en natuurterreinen;MCPA;2001;0
2166;Rijkswaterstaat;Bossen en natuurterreinen;MCPA;2005;0
2167;Rijkswaterstaat;Bossen en natuurterreinen;MCPA;2009;0
2168;Rijkswaterstaat;Bossen en natuurterreinen;MCPA;2013;0
2169;Rijkswaterstaat;Bossen en natuurterreinen;MCPA;2018;0
2170;Rijkswaterstaat;Bossen en natuurterreinen;Mecoprop-P;1992;0
2171;Rijkswaterstaat;Bossen en natuurterreinen;Mecoprop-P;1995;0
2172;Rijkswaterstaat;Bossen en natuurterreinen;Mecoprop-P;2001;0
2173;Rijkswaterstaat;Bossen en natuurterreinen;Mecoprop-P;2005;0
2174;Rijkswaterstaat;Bossen en natuurterreinen;Mecoprop-P;2009;0
2175;Rijkswaterstaat;Bossen en natuurterreinen;Mecoprop-P;2013;0
2176;Rijkswaterstaat;Bossen en natuurterreinen;Mecoprop-P;2018;0
2177;Rijkswaterstaat;Bossen en natuurterreinen;Simazin;1992;0
2178;Rijkswaterstaat;Bossen en natuurterreinen;Simazin;1995;0
2179;Rijkswaterstaat;Bossen en natuurterreinen;Simazin;2001;0
2180;Rijkswaterstaat;Bossen en natuurterreinen;Simazin;2005;0
2181;Rijkswaterstaat;Bossen en natuurterreinen;Simazin;2009;0
2182;Rijkswaterstaat;Bossen en natuurterreinen;Simazin;2013;0
2183;Rijkswaterstaat;Bossen en natuurterreinen;Simazin;2018;0
2184;Rijkswaterstaat;Bossen en natuurterreinen;Triclopyr;1992;0
2185;Rijkswaterstaat;Bossen en natuurterreinen;Triclopyr;1995;0
2186;Rijkswaterstaat;Bossen en natuurterreinen;Triclopyr;2001;0
2187;Rijkswaterstaat;Bossen en natuurterreinen;Triclopyr;2005;0
2188;Rijkswaterstaat;Bossen en natuurterreinen;Triclopyr;2009;0
2189;Rijkswaterstaat;Bossen en natuurterreinen;Triclopyr;2013;0
2190;Rijkswaterstaat;Bossen en natuurterreinen;Triclopyr;2018;0
2191;Rijkswaterstaat;Bossen en natuurterreinen;Overige herbiciden;1992;0
2192;Rijkswaterstaat;Bossen en natuurterreinen;Overige herbiciden;1995;0
2193;Rijkswaterstaat;Bossen en natuurterreinen;Overige herbiciden;2001;5
2194;Rijkswaterstaat;Bossen en natuurterreinen;Overige herbiciden;2005;0
2195;Rijkswaterstaat;Bossen en natuurterreinen;Overige herbiciden;2009;0
2196;Rijkswaterstaat;Bossen en natuurterreinen;Overige herbiciden;2013;0
2197;Rijkswaterstaat;Bossen en natuurterreinen;Overige herbiciden;2018;0
2198;Rijkswaterstaat;Bossen en natuurterreinen;Overige insecticiden;1992;0
2199;Rijkswaterstaat;Bossen en natuurterreinen;Overige insecticiden;1995;0
2200;Rijkswaterstaat;Bossen en natuurterreinen;Overige insecticiden;2001;0
2201;Rijkswaterstaat;Bossen en natuurterreinen;Overige insecticiden;2005;0
2202;Rijkswaterstaat;Bossen en natuurterreinen;Overige insecticiden;2009;0
2203;Rijkswaterstaat;Bossen en natuurterreinen;Overige insecticiden;2013;0
2204;Rijkswaterstaat;Bossen en natuurterreinen;Overige insecticiden;2018;0
2205;Rijkswaterstaat;Sportvelden;Totaal;1992;0
2206;Rijkswaterstaat;Sportvelden;Totaal;1995;0
2207;Rijkswaterstaat;Sportvelden;Totaal;2001;0
2208;Rijkswaterstaat;Sportvelden;Totaal;2005;0
2209;Rijkswaterstaat;Sportvelden;Totaal;2009;0
2210;Rijkswaterstaat;Sportvelden;Totaal;2013;0
2211;Rijkswaterstaat;Sportvelden;Totaal;2018;0
2212;Rijkswaterstaat;Sportvelden;Herbiciden;1992;0
2213;Rijkswaterstaat;Sportvelden;Herbiciden;1995;0
2214;Rijkswaterstaat;Sportvelden;Herbiciden;2001;0
2215;Rijkswaterstaat;Sportvelden;Herbiciden;2005;0
2216;Rijkswaterstaat;Sportvelden;Herbiciden;2009;0
2217;Rijkswaterstaat;Sportvelden;Herbiciden;2013;0
2218;Rijkswaterstaat;Sportvelden;Herbiciden;2018;0
2219;Rijkswaterstaat;Sportvelden;Insecticiden;1992;0
2220;Rijkswaterstaat;Sportvelden;Insecticiden;1995;0
2221;Rijkswaterstaat;Sportvelden;Insecticiden;2001;0
2222;Rijkswaterstaat;Sportvelden;Insecticiden;2005;0
2223;Rijkswaterstaat;Sportvelden;Insecticiden;2009;0
2224;Rijkswaterstaat;Sportvelden;Insecticiden;2013;0
2225;Rijkswaterstaat;Sportvelden;Insecticiden;2018;0
2226;Rijkswaterstaat;Sportvelden;Fungiciden;1992;0
2227;Rijkswaterstaat;Sportvelden;Fungiciden;1995;0
2228;Rijkswaterstaat;Sportvelden;Fungiciden;2001;0
2229;Rijkswaterstaat;Sportvelden;Fungiciden;2005;0
2230;Rijkswaterstaat;Sportvelden;Fungiciden;2009;0
2231;Rijkswaterstaat;Sportvelden;Fungiciden;2013;0
2232;Rijkswaterstaat;Sportvelden;Fungiciden;2018;0
2233;Rijkswaterstaat;Sportvelden;Overige stoffen;1992;0
2234;Rijkswaterstaat;Sportvelden;Overige stoffen;1995;0
2235;Rijkswaterstaat;Sportvelden;Overige stoffen;2001;0
2236;Rijkswaterstaat;Sportvelden;Overige stoffen;2005;0
2237;Rijkswaterstaat;Sportvelden;Overige stoffen;2009;0
2238;Rijkswaterstaat;Sportvelden;Overige stoffen;2013;0
2239;Rijkswaterstaat;Sportvelden;Overige stoffen;2018;0
2240;Rijkswaterstaat;Sportvelden;2,4-D;1992;0
2241;Rijkswaterstaat;Sportvelden;2,4-D;1995;0
2242;Rijkswaterstaat;Sportvelden;2,4-D;2001;0
2243;Rijkswaterstaat;Sportvelden;2,4-D;2005;0
2244;Rijkswaterstaat;Sportvelden;2,4-D;2009;0
2245;Rijkswaterstaat;Sportvelden;2,4-D;2013;0
2246;Rijkswaterstaat;Sportvelden;2,4-D;2018;0
2247;Rijkswaterstaat;Sportvelden;Amitrol;1992;0
2248;Rijkswaterstaat;Sportvelden;Amitrol;1995;0
2249;Rijkswaterstaat;Sportvelden;Amitrol;2001;0
2250;Rijkswaterstaat;Sportvelden;Amitrol;2005;0
2251;Rijkswaterstaat;Sportvelden;Amitrol;2009;0
2252;Rijkswaterstaat;Sportvelden;Amitrol;2013;0
2253;Rijkswaterstaat;Sportvelden;Amitrol;2018;0
2254;Rijkswaterstaat;Sportvelden;Dalapon;1992;0
2255;Rijkswaterstaat;Sportvelden;Dalapon;1995;0
2256;Rijkswaterstaat;Sportvelden;Dalapon;2001;0
2257;Rijkswaterstaat;Sportvelden;Dalapon;2005;0
2258;Rijkswaterstaat;Sportvelden;Dalapon;2009;0
2259;Rijkswaterstaat;Sportvelden;Dalapon;2013;0
2260;Rijkswaterstaat;Sportvelden;Dalapon;2018;0
2261;Rijkswaterstaat;Sportvelden;Bacillus thuringiensis subsp. aizawai;1992;0
2262;Rijkswaterstaat;Sportvelden;Bacillus thuringiensis subsp. aizawai;1995;0
2263;Rijkswaterstaat;Sportvelden;Bacillus thuringiensis subsp. aizawai;2001;0
2264;Rijkswaterstaat;Sportvelden;Bacillus thuringiensis subsp. aizawai;2005;0
2265;Rijkswaterstaat;Sportvelden;Bacillus thuringiensis subsp. aizawai;2009;0
2266;Rijkswaterstaat;Sportvelden;Bacillus thuringiensis subsp. aizawai;2013;0
2267;Rijkswaterstaat;Sportvelden;Bacillus thuringiensis subsp. aizawai;2018;0
2268;Rijkswaterstaat;Sportvelden;Dicamba;1992;0
2269;Rijkswaterstaat;Sportvelden;Dicamba;1995;0
2270;Rijkswaterstaat;Sportvelden;Dicamba;2001;0
2271;Rijkswaterstaat;Sportvelden;Dicamba;2005;0
2272;Rijkswaterstaat;Sportvelden;Dicamba;2009;0
2273;Rijkswaterstaat;Sportvelden;Dicamba;2013;0
2274;Rijkswaterstaat;Sportvelden;Dicamba;2018;0
2275;Rijkswaterstaat;Sportvelden;Dichlobenil;1992;0
2276;Rijkswaterstaat;Sportvelden;Dichlobenil;1995;0
2277;Rijkswaterstaat;Sportvelden;Dichlobenil;2001;0
2278;Rijkswaterstaat;Sportvelden;Dichlobenil;2005;0
2279;Rijkswaterstaat;Sportvelden;Dichlobenil;2009;0
2280;Rijkswaterstaat;Sportvelden;Dichlobenil;2013;0
2281;Rijkswaterstaat;Sportvelden;Dichlobenil;2018;0
2282;Rijkswaterstaat;Sportvelden;Diuron;1992;0
2283;Rijkswaterstaat;Sportvelden;Diuron;1995;0
2284;Rijkswaterstaat;Sportvelden;Diuron;2001;0
2285;Rijkswaterstaat;Sportvelden;Diuron;2005;0
2286;Rijkswaterstaat;Sportvelden;Diuron;2009;0
2287;Rijkswaterstaat;Sportvelden;Diuron;2013;0
2288;Rijkswaterstaat;Sportvelden;Diuron;2018;0
2289;Rijkswaterstaat;Sportvelden;Fluroxypyr-meptyl;1992;0
2290;Rijkswaterstaat;Sportvelden;Fluroxypyr-meptyl;1995;0
2291;Rijkswaterstaat;Sportvelden;Fluroxypyr-meptyl;2001;0
2292;Rijkswaterstaat;Sportvelden;Fluroxypyr-meptyl;2005;0
2293;Rijkswaterstaat;Sportvelden;Fluroxypyr-meptyl;2009;0
2294;Rijkswaterstaat;Sportvelden;Fluroxypyr-meptyl;2013;0
2295;Rijkswaterstaat;Sportvelden;Fluroxypyr-meptyl;2018;0
2296;Rijkswaterstaat;Sportvelden;Glyfosaat;1992;0
2297;Rijkswaterstaat;Sportvelden;Glyfosaat;1995;0
2298;Rijkswaterstaat;Sportvelden;Glyfosaat;2001;0
2299;Rijkswaterstaat;Sportvelden;Glyfosaat;2005;0
2300;Rijkswaterstaat;Sportvelden;Glyfosaat;2009;0
2301;Rijkswaterstaat;Sportvelden;Glyfosaat;2013;0
2302;Rijkswaterstaat;Sportvelden;Glyfosaat;2018;0
2303;Rijkswaterstaat;Sportvelden;Glufosinaat-ammonium;1992;0
2304;Rijkswaterstaat;Sportvelden;Glufosinaat-ammonium;1995;0
2305;Rijkswaterstaat;Sportvelden;Glufosinaat-ammonium;2001;0
2306;Rijkswaterstaat;Sportvelden;Glufosinaat-ammonium;2005;0
2307;Rijkswaterstaat;Sportvelden;Glufosinaat-ammonium;2009;0
2308;Rijkswaterstaat;Sportvelden;Glufosinaat-ammonium;2013;0
2309;Rijkswaterstaat;Sportvelden;Glufosinaat-ammonium;2018;0
2310;Rijkswaterstaat;Sportvelden;MCPA;1992;0
2311;Rijkswaterstaat;Sportvelden;MCPA;1995;0
2312;Rijkswaterstaat;Sportvelden;MCPA;2001;0
2313;Rijkswaterstaat;Sportvelden;MCPA;2005;0
2314;Rijkswaterstaat;Sportvelden;MCPA;2009;0
2315;Rijkswaterstaat;Sportvelden;MCPA;2013;0
2316;Rijkswaterstaat;Sportvelden;MCPA;2018;0
2317;Rijkswaterstaat;Sportvelden;Mecoprop-P;1992;0
2318;Rijkswaterstaat;Sportvelden;Mecoprop-P;1995;0
2319;Rijkswaterstaat;Sportvelden;Mecoprop-P;2001;0
2320;Rijkswaterstaat;Sportvelden;Mecoprop-P;2005;0
2321;Rijkswaterstaat;Sportvelden;Mecoprop-P;2009;0
2322;Rijkswaterstaat;Sportvelden;Mecoprop-P;2013;0
2323;Rijkswaterstaat;Sportvelden;Mecoprop-P;2018;0
2324;Rijkswaterstaat;Sportvelden;Simazin;1992;0
2325;Rijkswaterstaat;Sportvelden;Simazin;1995;0
2326;Rijkswaterstaat;Sportvelden;Simazin;2001;0
2327;Rijkswaterstaat;Sportvelden;Simazin;2005;0
2328;Rijkswaterstaat;Sportvelden;Simazin;2009;0
2329;Rijkswaterstaat;Sportvelden;Simazin;2013;0
2330;Rijkswaterstaat;Sportvelden;Simazin;2018;0
2331;Rijkswaterstaat;Sportvelden;Triclopyr;1992;0
2332;Rijkswaterstaat;Sportvelden;Triclopyr;1995;0
2333;Rijkswaterstaat;Sportvelden;Triclopyr;2001;0
2334;Rijkswaterstaat;Sportvelden;Triclopyr;2005;0
2335;Rijkswaterstaat;Sportvelden;Triclopyr;2009;0
2336;Rijkswaterstaat;Sportvelden;Triclopyr;2013;0
2337;Rijkswaterstaat;Sportvelden;Triclopyr;2018;0
2338;Rijkswaterstaat;Sportvelden;Overige herbiciden;1992;0
2339;Rijkswaterstaat;Sportvelden;Overige herbiciden;1995;0
2340;Rijkswaterstaat;Sportvelden;Overige herbiciden;2001;0
2341;Rijkswaterstaat;Sportvelden;Overige herbiciden;2005;0
2342;Rijkswaterstaat;Sportvelden;Overige herbiciden;2009;0
2343;Rijkswaterstaat;Sportvelden;Overige herbiciden;2013;0
2344;Rijkswaterstaat;Sportvelden;Overige herbiciden;2018;0
2345;Rijkswaterstaat;Sportvelden;Overige insecticiden;1992;0
2346;Rijkswaterstaat;Sportvelden;Overige insecticiden;1995;0
2347;Rijkswaterstaat;Sportvelden;Overige insecticiden;2001;0
2348;Rijkswaterstaat;Sportvelden;Overige insecticiden;2005;0
2349;Rijkswaterstaat;Sportvelden;Overige insecticiden;2009;0
2350;Rijkswaterstaat;Sportvelden;Overige insecticiden;2013;0
2351;Rijkswaterstaat;Sportvelden;Overige insecticiden;2018;0
2352;Rijkswaterstaat;Andere groene elementen;Totaal;1992;132
2353;Rijkswaterstaat;Andere groene elementen;Totaal;1995;101
2354;Rijkswaterstaat;Andere groene elementen;Totaal;2001;18
2355;Rijkswaterstaat;Andere groene elementen;Totaal;2005;0
2356;Rijkswaterstaat;Andere groene elementen;Totaal;2009;0
2357;Rijkswaterstaat;Andere groene elementen;Totaal;2013;0
2358;Rijkswaterstaat;Andere groene elementen;Totaal;2018;0
2359;Rijkswaterstaat;Andere groene elementen;Herbiciden;1992;132
2360;Rijkswaterstaat;Andere groene elementen;Herbiciden;1995;101
2361;Rijkswaterstaat;Andere groene elementen;Herbiciden;2001;18
2362;Rijkswaterstaat;Andere groene elementen;Herbiciden;2005;0
2363;Rijkswaterstaat;Andere groene elementen;Herbiciden;2009;0
2364;Rijkswaterstaat;Andere groene elementen;Herbiciden;2013;0
2365;Rijkswaterstaat;Andere groene elementen;Herbiciden;2018;0
2366;Rijkswaterstaat;Andere groene elementen;Insecticiden;1992;0
2367;Rijkswaterstaat;Andere groene elementen;Insecticiden;1995;0
2368;Rijkswaterstaat;Andere groene elementen;Insecticiden;2001;0
2369;Rijkswaterstaat;Andere groene elementen;Insecticiden;2005;0
2370;Rijkswaterstaat;Andere groene elementen;Insecticiden;2009;0
2371;Rijkswaterstaat;Andere groene elementen;Insecticiden;2013;0
2372;Rijkswaterstaat;Andere groene elementen;Insecticiden;2018;0
2373;Rijkswaterstaat;Andere groene elementen;Fungiciden;1992;0
2374;Rijkswaterstaat;Andere groene elementen;Fungiciden;1995;0
2375;Rijkswaterstaat;Andere groene elementen;Fungiciden;2001;0
2376;Rijkswaterstaat;Andere groene elementen;Fungiciden;2005;0
2377;Rijkswaterstaat;Andere groene elementen;Fungiciden;2009;0
2378;Rijkswaterstaat;Andere groene elementen;Fungiciden;2013;0
2379;Rijkswaterstaat;Andere groene elementen;Fungiciden;2018;0
2380;Rijkswaterstaat;Andere groene elementen;Overige stoffen;1992;0
2381;Rijkswaterstaat;Andere groene elementen;Overige stoffen;1995;0
2382;Rijkswaterstaat;Andere groene elementen;Overige stoffen;2001;0
2383;Rijkswaterstaat;Andere groene elementen;Overige stoffen;2005;0
2384;Rijkswaterstaat;Andere groene elementen;Overige stoffen;2009;0
2385;Rijkswaterstaat;Andere groene elementen;Overige stoffen;2013;0
