ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AantalInstallatiesBijWoningen_5;OpgesteldVermogenVanZonnepanelen_6
3124;Schermerhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020552;1;;
3125;Wormerhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020553;1;;
3126;Scandinavischebuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020554;1;19.0;45.0
3127;Amerikaansebuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020555;1;;
3128;Bergenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020556;1;;
3129;Molukkenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020557;1;15.0;42.0
3130;Wijk 06 Schenkel;Capelle aan den IJssel                  ;Wijk      ;WK050206  ;1;68.0;164.0
3131;'s-Gravenweg en Alexanderlaan;Capelle aan den IJssel                  ;Buurt     ;BU05020621;1;5.0;15.0
3132;'s-Gravenpark;Capelle aan den IJssel                  ;Buurt     ;BU05020622;1;4.0;23.0
3133;Stationsbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020631;1;;
3134;Klaverweide;Capelle aan den IJssel                  ;Buurt     ;BU05020658;1;;
3135;Klinkert;Capelle aan den IJssel                  ;Buurt     ;BU05020659;1;;
3136;Molenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020661;1;33.0;64.0
3137;Florabuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020662;1;;
3138;Bloemenbuurt-West;Capelle aan den IJssel                  ;Buurt     ;BU05020663;1;16.0;36.0
3139;Bloemenbuurt-Oost;Capelle aan den IJssel                  ;Buurt     ;BU05020664;1;;
3140;Akker- en Haagwinde;Capelle aan den IJssel                  ;Buurt     ;BU05020665;1;;
3141;Sportpark Schenkel;Capelle aan den IJssel                  ;Buurt     ;BU05020666;1;;
3142;Wijk 07 Schollevaar-Zuid;Capelle aan den IJssel                  ;Wijk      ;WK050207  ;1;93.0;265.0
3143;Dansenbuurt-Noord;Capelle aan den IJssel                  ;Buurt     ;BU05020770;1;6.0;21.0
3144;Burgenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020771;1;21.0;45.0
3145;Dansenbuurt-Zuid;Capelle aan den IJssel                  ;Buurt     ;BU05020772;1;2.0;1.0
3146;Ervenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020773;1;14.0;35.0
3147;Stadsdeelpark;Capelle aan den IJssel                  ;Buurt     ;BU05020774;1;21.0;66.0
3148;Instrumentenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020775;1;12.0;62.0
3149;Kunstenaarsbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020776;1;4.0;7.0
3150;Operabuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020777;1;4.0;11.0
3151;Gebouwenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020778;1;;
3152;Schildersvormenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020779;1;9.0;17.0
3153;Wijk 08 Schollevaar-Noord en Hoofdweg;Capelle aan den IJssel                  ;Wijk      ;WK050208  ;1;19.0;40.0
3154;Hoofdweg Sector E en F;Capelle aan den IJssel                  ;Buurt     ;BU05020880;1;;
3155;Hoofdweg Sector A;Capelle aan den IJssel                  ;Buurt     ;BU05020881;1;;
3156;Hoofdweg Sector B;Capelle aan den IJssel                  ;Buurt     ;BU05020882;1;;
3157;Hoofdweg Sector C;Capelle aan den IJssel                  ;Buurt     ;BU05020883;1;;
3158;Hoofdweg Sector D;Capelle aan den IJssel                  ;Buurt     ;BU05020884;1;;
3159;Hoofdweg Sector G;Capelle aan den IJssel                  ;Buurt     ;BU05020885;1;;
3160;Sporenbuurt-West;Capelle aan den IJssel                  ;Buurt     ;BU05020886;1;6.0;13.0
3161;Sporenbuurt-Oost;Capelle aan den IJssel                  ;Buurt     ;BU05020887;1;3.0;9.0
3162;Tuinenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020888;1;10.0;18.0
3163;Kunstenaarsbuurt-Noord;Capelle aan den IJssel                  ;Buurt     ;BU05020889;1;;
3164;Wijk 09 Rivium en Fascinatio;Capelle aan den IJssel                  ;Wijk      ;WK050209  ;1;34.0;118.0
3165;Fascinatio West;Capelle aan den IJssel                  ;Buurt     ;BU05020991;1;11.0;35.0
3166;Fascinatio Oost;Capelle aan den IJssel                  ;Buurt     ;BU05020992;1;17.0;61.0
3167;Capelsebrug;Capelle aan den IJssel                  ;Buurt     ;BU05020993;1;;
3168;Rijckevorselpark;Capelle aan den IJssel                  ;Buurt     ;BU05020994;1;;
3169;Rivium 1e straat;Capelle aan den IJssel                  ;Buurt     ;BU05020995;1;;
3170;AWZI Rivium;Capelle aan den IJssel                  ;Buurt     ;BU05020996;1;;
3171;Rivium 2e straat;Capelle aan den IJssel                  ;Buurt     ;BU05020997;1;;
3172;Rivium Promenade;Capelle aan den IJssel                  ;Buurt     ;BU05020998;1;;
3173;Castricum;Castricum                               ;Gemeente  ;GM0383    ;.;1432.0;3849.0
3174;Wijk 00 Centrum;Castricum                               ;Wijk      ;WK038300  ;1;189.0;452.0
3175;Centrum-Noord;Castricum                               ;Buurt     ;BU03830001;1;106.0;246.0
3176;Centrum-Zuid;Castricum                               ;Buurt     ;BU03830011;1;83.0;206.0
3177;Wijk 01 Castricum-Noord;Castricum                               ;Wijk      ;WK038301  ;1;254.0;588.0
3178;Oranjebuurt;Castricum                               ;Buurt     ;BU03830101;1;131.0;293.0
3179;Kooiweg;Castricum                               ;Buurt     ;BU03830111;1;123.0;295.0
3180;Wijk 02 Castricum-Oost;Castricum                               ;Wijk      ;WK038302  ;1;326.0;814.0
3181;Molendijk;Castricum                               ;Buurt     ;BU03830201;1;143.0;313.0
3182;Noord-End;Castricum                               ;Buurt     ;BU03830211;1;88.0;278.0
3183;Albert's Hoeve;Castricum                               ;Buurt     ;BU03830221;1;95.0;224.0
3184;Wijk 03 Castricum-Zuid;Castricum                               ;Wijk      ;WK038303  ;1;23.0;57.0
3185;Beverwijkerstraatweg;Castricum                               ;Buurt     ;BU03830301;1;;
3186;Buitengebied;Castricum                               ;Buurt     ;BU03830311;1;;
3187;Wijk 04 Bakkum;Castricum                               ;Wijk      ;WK038304  ;1;114.0;351.0
3188;Bakkum-Noord;Castricum                               ;Buurt     ;BU03830401;1;26.0;100.0
3189;Bakkum-Zuid;Castricum                               ;Buurt     ;BU03830411;1;76.0;217.0
3190;Duin en Bosch;Castricum                               ;Buurt     ;BU03830421;1;12.0;34.0
3191;Duingebied;Castricum                               ;Buurt     ;BU03830431;1;;
3192;Wijk 05 Akersloot;Castricum                               ;Wijk      ;WK038305  ;1;153.0;508.0
3193;Akersloot Oost;Castricum                               ;Buurt     ;BU03830501;1;47.0;145.0
3194;Akersloot West;Castricum                               ;Buurt     ;BU03830511;1;106.0;363.0
3195;Wijk 06 De Woude;Castricum                               ;Wijk      ;WK038306  ;1;6.0;19.0
3196;De Woude;Castricum                               ;Buurt     ;BU03830601;1;6.0;19.0
3197;Wijk 07 Limmen;Castricum                               ;Wijk      ;WK038307  ;1;367.0;1060.0
3198;Limmen West;Castricum                               ;Buurt     ;BU03830701;1;162.0;395.0
3199;Limmen Centrum;Castricum                               ;Buurt     ;BU03830711;1;120.0;372.0
3200;Limmen Oost;Castricum                               ;Buurt     ;BU03830721;1;85.0;293.0
3201;Coevorden;Coevorden                               ;Gemeente  ;GM0109    ;.;1346.0;4773.0
3202;Wijk 10 Coevorden;Coevorden                               ;Wijk      ;WK010910  ;1;507.0;1457.0
3203;Coevorden-Centrum;Coevorden                               ;Buurt     ;BU01091000;1;46.0;114.0
3204;Lootuinen;Coevorden                               ;Buurt     ;BU01091001;1;46.0;130.0
3205;Poppenhare;Coevorden                               ;Buurt     ;BU01091002;1;41.0;90.0
3206;Binnenvree Buitenvree Pikveld;Coevorden                               ;Buurt     ;BU01091003;1;165.0;387.0
3207;De Heege;Coevorden                               ;Buurt     ;BU01091004;1;75.0;250.0
3208;Klooster;Coevorden                               ;Buurt     ;BU01091006;1;6.0;27.0
3209;Ballast;Coevorden                               ;Buurt     ;BU01091007;1;47.0;144.0
3210;De Loo;Coevorden                               ;Buurt     ;BU01091008;1;36.0;106.0
3211;Verspreide huizen Coevorden;Coevorden                               ;Buurt     ;BU01091009;1;5.0;20.0
3212;Holwert;Coevorden                               ;Buurt     ;BU01091010;1;;
3213;Hare;Coevorden                               ;Buurt     ;BU01091011;1;6.0;36.0
3214;Leeuwerikenveld;Coevorden                               ;Buurt     ;BU01091012;1;;
3215;De Heege en De Mars;Coevorden                               ;Buurt     ;BU01091013;1;;
3216;Klinkenvlier;Coevorden                               ;Buurt     ;BU01091014;1;6.0;52.0
3217;Ossehaar;Coevorden                               ;Buurt     ;BU01091015;1;;
3218;Wijk 11 Steenwijksmoer;Coevorden                               ;Wijk      ;WK010911  ;1;29.0;114.0
3219;Steenwijksmoer;Coevorden                               ;Buurt     ;BU01091116;1;21.0;72.0
3220;Verspreide huizen Steenwijksmoer;Coevorden                               ;Buurt     ;BU01091117;1;8.0;42.0
3221;Wijk 12 Nieuwe Krim;Coevorden                               ;Wijk      ;WK010912  ;1;;
3222;Nieuwe Krim;Coevorden                               ;Buurt     ;BU01091218;1;;
3223;Verspreide huizen Nieuwe Krim;Coevorden                               ;Buurt     ;BU01091219;1;;
3224;Wijk 13 Weijerswold;Coevorden                               ;Wijk      ;WK010913  ;1;;
3225;Verspreide huizen Weijerswold;Coevorden                               ;Buurt     ;BU01091320;1;;
3226;Wijk 14 Vlieghuis en Padhuis;Coevorden                               ;Wijk      ;WK010914  ;1;5.0;43.0
3227;Verspreide huizen Vlieghuis en Padhuis;Coevorden                               ;Buurt     ;BU01091421;1;5.0;43.0
3228;Wijk 20 Dalen;Coevorden                               ;Wijk      ;WK010920  ;1;265.0;1083.0
3229;Dalen;Coevorden                               ;Buurt     ;BU01092022;1;191.0;595.0
3230;Verspreide huizen Dalen;Coevorden                               ;Buurt     ;BU01092023;1;15.0;178.0
3231;Wachtum;Coevorden                               ;Buurt     ;BU01092024;1;10.0;39.0
3232;Verspreide huizen Wachtum;Coevorden                               ;Buurt     ;BU01092025;1;5.0;42.0
3233;Dalerpeel;Coevorden                               ;Buurt     ;BU01092026;1;24.0;59.0
3234;Verspreide huizen Dalerpeel;Coevorden                               ;Buurt     ;BU01092027;1;4.0;25.0
3235;Dalerveen;Coevorden                               ;Buurt     ;BU01092028;1;7.0;27.0
3236;Verspreide huizen Dalerveen;Coevorden                               ;Buurt     ;BU01092029;1;;
3237;Stieltjeskanaal;Coevorden                               ;Buurt     ;BU01092030;1;;
3238;Verspreide huizen Stieltjeskanaal;Coevorden                               ;Buurt     ;BU01092031;1;;
3239;Wijk 30 Oosterhesselen;Coevorden                               ;Wijk      ;WK010930  ;1;169.0;667.0
3240;Oosterhesselen;Coevorden                               ;Buurt     ;BU01093032;1;98.0;305.0
3241;Verspreide huizen Oosterhesselen;Coevorden                               ;Buurt     ;BU01093033;1;;
3242;Gees;Coevorden                               ;Buurt     ;BU01093034;1;15.0;71.0
3243;Verspreide huizen Gees;Coevorden                               ;Buurt     ;BU01093035;1;4.0;30.0
3244;Zwinderen;Coevorden                               ;Buurt     ;BU01093036;1;12.0;42.0
3245;Verspreide huizen Zwinderen;Coevorden                               ;Buurt     ;BU01093037;1;5.0;65.0
3246;Geesbrug;Coevorden                               ;Buurt     ;BU01093038;1;;
3247;Verspreide huizen Geesbrug;Coevorden                               ;Buurt     ;BU01093039;1;12.0;49.0
3248;Verspreide huizen Nieuwlande;Coevorden                               ;Buurt     ;BU01093068;1;;
3249;Wijk 40 Sleen;Coevorden                               ;Wijk      ;WK010940  ;1;239.0;897.0
3250;Sleen;Coevorden                               ;Buurt     ;BU01094040;1;101.0;337.0
3251;Diphoorn;Coevorden                               ;Buurt     ;BU01094041;1;3.0;17.0
3252;Verspreide huizen Sleen;Coevorden                               ;Buurt     ;BU01094042;1;3.0;19.0
3253;Noord-Sleen;Coevorden                               ;Buurt     ;BU01094043;1;9.0;53.0
3254;'t Haantje;Coevorden                               ;Buurt     ;BU01094044;1;17.0;77.0
3255;Verspreide huizen 't Haantje;Coevorden                               ;Buurt     ;BU01094045;1;;
3256;Verspreide huizen Noord-Sleen;Coevorden                               ;Buurt     ;BU01094046;1;;
3257;Schoonoord;Coevorden                               ;Buurt     ;BU01094047;1;71.0;198.0
3258;De Kiel;Coevorden                               ;Buurt     ;BU01094048;1;11.0;36.0
3259;Verspreide huizen De Kiel;Coevorden                               ;Buurt     ;BU01094049;1;5.0;27.0
3260;Verspreide huizen Kibbelveen;Coevorden                               ;Buurt     ;BU01094050;1;;
3261;Verspreide huizen Schoonoord;Coevorden                               ;Buurt     ;BU01094051;1;;
3262;Verspreide huizen Veenoord;Coevorden                               ;Buurt     ;BU01094052;1;;
3263;Erm;Coevorden                               ;Buurt     ;BU01094053;1;6.0;38.0
3264;Achterste Erm;Coevorden                               ;Buurt     ;BU01094054;1;;
3265;Holsloot;Coevorden                               ;Buurt     ;BU01094055;1;;
3266;Verspreide huizen Holsloot;Coevorden                               ;Buurt     ;BU01094056;1;;
3267;Verspreide huizen Elm;Coevorden                               ;Buurt     ;BU01094057;1;;
3268;Wijk 50 Zweeloo;Coevorden                               ;Wijk      ;WK010950  ;1;127.0;488.0
3269;Zweeloo;Coevorden                               ;Buurt     ;BU01095058;1;11.0;39.0
3270;Aalden;Coevorden                               ;Buurt     ;BU01095059;1;80.0;275.0
3271;Verspreide huizen Zweeloo;Coevorden                               ;Buurt     ;BU01095060;1;;
3272;Meppen;Coevorden                               ;Buurt     ;BU01095061;1;10.0;43.0
3273;Verspreide huizen Meppen;Coevorden                               ;Buurt     ;BU01095062;1;;
3274;Wezup;Coevorden                               ;Buurt     ;BU01095063;1;9.0;56.0
3275;Wezuperbrug;Coevorden                               ;Buurt     ;BU01095064;1;10.0;45.0
3276;Benneveld;Coevorden                               ;Buurt     ;BU01095065;1;;
3277;Verspreide huizen Benneveld;Coevorden                               ;Buurt     ;BU01095066;1;3.0;12.0
3278;Verspreide huizen Wezuperbrug;Coevorden                               ;Buurt     ;BU01095067;1;;
3279;Cranendonck;Cranendonck                             ;Gemeente  ;GM1706    ;.;528.0;2084.0
3280;Wijk 00 Budel;Cranendonck                             ;Wijk      ;WK170600  ;1;170.0;747.0
3281;Budel;Cranendonck                             ;Buurt     ;BU17060000;1;142.0;562.0
3282;Heikant, Meemortel, Bosch;Cranendonck                             ;Buurt     ;BU17060001;1;8.0;47.0
3283;Keunenhoek Broekkant Schoordijk;Cranendonck                             ;Buurt     ;BU17060002;1;11.0;67.0
3284;Verspreide huizen Berg en Toom;Cranendonck                             ;Buurt     ;BU17060008;1;6.0;25.0
3285;Verspreide huizen in het Oosten;Cranendonck                             ;Buurt     ;BU17060009;1;3.0;45.0
3286;Wijk 01 Schoot;Cranendonck                             ;Wijk      ;WK170601  ;1;84.0;234.0
3287;Budel-Schoot;Cranendonck                             ;Buurt     ;BU17060100;1;71.0;174.0
3288;Klein-Schoot;Cranendonck                             ;Buurt     ;BU17060101;1;7.0;38.0
3289;Verspreide huizen in het Westen;Cranendonck                             ;Buurt     ;BU17060109;1;6.0;22.0
3290;Wijk 02 Dorplein;Cranendonck                             ;Wijk      ;WK170602  ;1;69.0;307.0
3291;Budel-Dorplein;Cranendonck                             ;Buurt     ;BU17060200;1;69.0;307.0
3292;Industrieterrein Dorplein;Cranendonck                             ;Buurt     ;BU17060201;1;;
3293;Verspreide huizen Budel-Dorplein;Cranendonck                             ;Buurt     ;BU17060209;1;;
3294;Wijk 03 Maarheeze;Cranendonck                             ;Wijk      ;WK170603  ;1;143.0;479.0
3295;Maarheeze;Cranendonck                             ;Buurt     ;BU17060300;1;129.0;403.0
3296;Kamersven;Cranendonck                             ;Buurt     ;BU17060301;1;7.0;37.0
3297;Industrieterrein Den Engelsman Rondven;Cranendonck                             ;Buurt     ;BU17060302;1;;
3298;Verspreide huizen Hugten;Cranendonck                             ;Buurt     ;BU17060308;1;;
3299;Verspreide huizen Maarheeze;Cranendonck                             ;Buurt     ;BU17060309;1;;
3300;Wijk 04 Soerendonk;Cranendonck                             ;Wijk      ;WK170604  ;1;46.0;240.0
3301;Soerendonk;Cranendonck                             ;Buurt     ;BU17060400;1;43.0;220.0
3302;Verspreide huizen Soerendonk;Cranendonck                             ;Buurt     ;BU17060409;1;3.0;21.0
3303;Wijk 05 Gastel;Cranendonck                             ;Wijk      ;WK170605  ;1;16.0;76.0
3304;Gastel;Cranendonck                             ;Buurt     ;BU17060500;1;16.0;76.0
3305;Verspreide huizen Gastelse Hei;Cranendonck                             ;Buurt     ;BU17060509;1;;
3306;Cromstrijen;Cromstrijen                             ;Gemeente  ;GM0611    ;.;365.0;1046.0
3307;Wijk 00 Numansdorp;Cromstrijen                             ;Wijk      ;WK061100  ;1;206.0;600.0
3308;Nieuwbouw Dorp;Cromstrijen                             ;Buurt     ;BU06110000;1;61.0;154.0
3309;Middelsluis;Cromstrijen                             ;Buurt     ;BU06110001;1;32.0;105.0
3310;Schuring;Cromstrijen                             ;Buurt     ;BU06110003;1;9.0;23.0
3311;Numansdorp;Cromstrijen                             ;Buurt     ;BU06110004;1;75.0;208.0
3312;Verspreide huizen Numansdorp;Cromstrijen                             ;Buurt     ;BU06110009;1;29.0;110.0
3313;Wijk 01 Klaaswaal;Cromstrijen                             ;Wijk      ;WK061101  ;1;159.0;446.0
3314;Klaaswaal;Cromstrijen                             ;Buurt     ;BU06110100;1;130.0;340.0
3315;Oude Sluis;Cromstrijen                             ;Buurt     ;BU06110101;1;6.0;19.0
3316;Verspreide huizen West;Cromstrijen                             ;Buurt     ;BU06110108;1;12.0;46.0
3317;Verspreide huizen Oost;Cromstrijen                             ;Buurt     ;BU06110109;1;11.0;41.0
3318;Cuijk;Cuijk                                   ;Gemeente  ;GM1684    ;.;;
3319;Wijk 00 Cuijk;Cuijk                                   ;Wijk      ;WK168400  ;1;253.0;883.0
3320;Cuijk;Cuijk                                   ;Buurt     ;BU16840000;1;45.0;162.0
3321;De Valuwe;Cuijk                                   ;Buurt     ;BU16840001;1;27.0;89.0
3322;Heiligenberg en Beijerd en 't Riet;Cuijk                                   ;Buurt     ;BU16840002;1;3.0;27.0
3323;Padbroek;Cuijk                                   ;Buurt     ;BU16840003;1;64.0;212.0
3324;Heeswijkse Kampen;Cuijk                                   ;Buurt     ;BU16840004;1;110.0;370.0
3325;Verspreide huizen ten westen van Cuijk;Cuijk                                   ;Buurt     ;BU16840008;1;;
3326;Verspr.h. ten zuidwesten van Cuijk;Cuijk                                   ;Buurt     ;BU16840009;1;;
3327;Wijk 01 Vianen;Cuijk                                   ;Wijk      ;WK168401  ;1;28.0;117.0
3328;Vianen;Cuijk                                   ;Buurt     ;BU16840100;1;20.0;78.0
3329;Verspreide huizen Vianen;Cuijk                                   ;Buurt     ;BU16840109;1;8.0;39.0
3330;Wijk 02 Sint Agatha;Cuijk                                   ;Wijk      ;WK168402  ;1;;
3331;Sint Agatha;Cuijk                                   ;Buurt     ;BU16840200;1;15.0;50.0
3332;Verspreide huizen Sint Agatha;Cuijk                                   ;Buurt     ;BU16840209;1;;
3333;Wijk 03 Katwijk;Cuijk                                   ;Wijk      ;WK168403  ;1;9.0;36.0
3334;Katwijk;Cuijk                                   ;Buurt     ;BU16840300;1;;
3335;Havengebied;Cuijk                                   ;Buurt     ;BU16840301;1;;
3336;Verspreide huizen Katwijk;Cuijk                                   ;Buurt     ;BU16840309;1;;
3337;Wijk 04 Haps;Cuijk                                   ;Wijk      ;WK168404  ;1;75.0;344.0
3338;Haps;Cuijk                                   ;Buurt     ;BU16840400;1;59.0;222.0
3339;Verspreide huizen Haps;Cuijk                                   ;Buurt     ;BU16840409;1;16.0;122.0
3340;Wijk 05 Beers;Cuijk                                   ;Wijk      ;WK168405  ;1;76.0;370.0
3341;Beers;Cuijk                                   ;Buurt     ;BU16840500;1;59.0;260.0
3342;Verspreide huizen Beers;Cuijk                                   ;Buurt     ;BU16840509;1;17.0;111.0
3343;Wijk 06 Linden;Cuijk                                   ;Wijk      ;WK168406  ;1;8.0;38.0
3344;Linden;Cuijk                                   ;Buurt     ;BU16840600;1;8.0;38.0
3345;Verspreide huizen Linden;Cuijk                                   ;Buurt     ;BU16840609;1;;
3346;Culemborg;Culemborg                               ;Gemeente  ;GM0216    ;.;1012.0;2643.0
3347;Wijk 00;Culemborg                               ;Wijk      ;WK021600  ;1;1012.0;2643.0
3348;Oude Binnenstad en Nieuwstad;Culemborg                               ;Buurt     ;BU02160000;1;26.0;72.0
3349;Oude Buitenwijken;Culemborg                               ;Buurt     ;BU02160001;1;73.0;146.0
3350;Noordoostelijke Buitenwijken;Culemborg                               ;Buurt     ;BU02160002;1;130.0;382.0
3351;Zuidoostelijke Buitenwijken Ter Weijde;Culemborg                               ;Buurt     ;BU02160003;1;188.0;493.0
3352;Industriegebied;Culemborg                               ;Buurt     ;BU02160004;1;119.0;195.0
3353;Westelijke Buitenwijken;Culemborg                               ;Buurt     ;BU02160005;1;279.0;827.0
3354;Verspreide huizen Redichem;Culemborg                               ;Buurt     ;BU02160008;1;6.0;25.0
3355;Verspr.h. ten W. en Z. van Culemborg;Culemborg                               ;Buurt     ;BU02160009;1;191.0;503.0
3356;Dalfsen;Dalfsen                                 ;Gemeente  ;GM0148    ;.;1525.0;5494.0
3357;Wijk 00 Dalfsen (kern);Dalfsen                                 ;Wijk      ;WK014800  ;1;614.0;1876.0
3358;Dalfsen-Kom;Dalfsen                                 ;Buurt     ;BU01480000;1;25.0;90.0
3359;Dalfsen-Vechtvliet;Dalfsen                                 ;Buurt     ;BU01480001;1;12.0;34.0
3360;Dalfsen-Rondweg;Dalfsen                                 ;Buurt     ;BU01480002;1;14.0;84.0
3361;Dalfsen-Pleijendal;Dalfsen                                 ;Buurt     ;BU01480003;1;45.0;151.0
3362;Dalfsen-Leemcule;Dalfsen                                 ;Buurt     ;BU01480004;1;41.0;144.0
3363;Dalfsen-Polhaar-Oost;Dalfsen                                 ;Buurt     ;BU01480005;1;56.0;180.0
3364;Dalfsen-Polhaar-West;Dalfsen                                 ;Buurt     ;BU01480006;1;63.0;188.0
3365;Dalfsen-Ankummer-Es I;Dalfsen                                 ;Buurt     ;BU01480007;1;164.0;391.0
3366;Dalfsen-Ankummer-Es II;Dalfsen                                 ;Buurt     ;BU01480008;1;89.0;304.0
3367;De Gerner Marke;Dalfsen                                 ;Buurt     ;BU01480009;1;105.0;310.0
3368;Wijk 01 Dalfsen - buitengebied;Dalfsen                                 ;Wijk      ;WK014801  ;1;72.0;367.0
3369;Ankum-Kern;Dalfsen                                 ;Buurt     ;BU01480100;1;;
3370;Verspreide huizen Ankum;Dalfsen                                 ;Buurt     ;BU01480104;1;17.0;84.0
3371;Verspreide huizen Dalfserveld;Dalfsen                                 ;Buurt     ;BU01480105;1;6.0;27.0
3372;Verspreide huizen Gerner-Welsum;Dalfsen                                 ;Buurt     ;BU01480106;1;22.0;86.0
3373;Verspreide huizen Rechteren-Hessum;Dalfsen                                 ;Buurt     ;BU01480107;1;;
3374;Verspreide huizen Milligen;Dalfsen                                 ;Buurt     ;BU01480108;1;5.0;58.0
3375;Verspreide huizen Emmen-De Marshoek;Dalfsen                                 ;Buurt     ;BU01480109;1;11.0;66.0
3376;Wijk 02 Oudleusen;Dalfsen                                 ;Wijk      ;WK014802  ;1;46.0;220.0
3377;Oudleusen kern;Dalfsen                                 ;Buurt     ;BU01480200;1;19.0;55.0
3378;Verspreide huizen Oudleusenerveld;Dalfsen                                 ;Buurt     ;BU01480209;1;27.0;165.0
3379;Wijk 03 Hoonhorst;Dalfsen                                 ;Wijk      ;WK014803  ;1;114.0;409.0
3380;Hoonhorst kern;Dalfsen                                 ;Buurt     ;BU01480300;1;74.0;228.0
3381;Verspreide huizen Lenthe;Dalfsen                                 ;Buurt     ;BU01480309;1;40.0;181.0
3382;Wijk 04 Lenthe-2;Dalfsen                                 ;Wijk      ;WK014804  ;1;5.0;74.0
3383;Verspreide huizen Lenthe-2;Dalfsen                                 ;Buurt     ;BU01480409;1;5.0;74.0
3384;Wijk 05 Kluinhaar;Dalfsen                                 ;Wijk      ;WK014805  ;1;;
3385;Verspreide huizen Kluinhaar;Dalfsen                                 ;Buurt     ;BU01480509;1;;
3386;Wijk 06 Lemelerveld;Dalfsen                                 ;Wijk      ;WK014806  ;1;220.0;928.0
3387;Lemelerveld kern;Dalfsen                                 ;Buurt     ;BU01480600;1;162.0;580.0
3388;Miga, 't Zwarte, Koelen en Schanebroek 1;Dalfsen                                 ;Buurt     ;BU01480606;1;10.0;53.0
3389;Schanebroek 2 en Wolthaarshoek;Dalfsen                                 ;Buurt     ;BU01480607;1;6.0;32.0
3390;Verspreide huizen Strenkhaar;Dalfsen                                 ;Buurt     ;BU01480608;1;15.0;69.0
3391;Verspreide huizen Dalmsholte;Dalfsen                                 ;Buurt     ;BU01480609;1;27.0;194.0
3392;Wijk 07 Leusenerveld;Dalfsen                                 ;Wijk      ;WK014807  ;1;454.0;1621.0
3393;Nieuwleusen-Zuid;Dalfsen                                 ;Buurt     ;BU01480700;1;121.0;465.0
3394;Nieuwleusen-Noord;Dalfsen                                 ;Buurt     ;BU01480701;1;120.0;368.0
3395;Verspr.h. Nieuwleusen-Zuid (ged.);Dalfsen                                 ;Buurt     ;BU01480705;1;93.0;292.0
3396;Verspr.h. Nieuwleusen-Noord (ged.);Dalfsen                                 ;Buurt     ;BU01480706;1;65.0;240.0
3397;Verspreide huizen Ruitenveen;Dalfsen                                 ;Buurt     ;BU01480707;1;19.0;81.0
3398;Verspreide huizen De Meele;Dalfsen                                 ;Buurt     ;BU01480708;1;20.0;97.0
3399;Veenekampen-De Ruiten;Dalfsen                                 ;Buurt     ;BU01480709;1;16.0;77.0
3400;Dantumadiel;Dantumadiel                             ;Gemeente  ;GM1891    ;.;591.0;1854.0
3401;Wijk 00 Centrum;Dantumadiel                             ;Wijk      ;WK189100  ;1;242.0;759.0
3402;Damwâld;Dantumadiel                             ;Buurt     ;BU18910000;1;199.0;606.0
3403;Broeksterwâld;Dantumadiel                             ;Buurt     ;BU18910001;1;33.0;118.0
3404;De Falom;Dantumadiel                             ;Buurt     ;BU18910002;1;6.0;25.0
3405;Verspreide huizen Damwâld;Dantumadiel                             ;Buurt     ;BU18910008;1;;
3406;Verspreide huizen Broeksterwâld;Dantumadiel                             ;Buurt     ;BU18910009;1;4.0;11.0
3407;Wijk 01 Oost;Dantumadiel                             ;Wijk      ;WK189101  ;1;69.0;233.0
3408;Driezum;Dantumadiel                             ;Buurt     ;BU18910100;1;25.0;93.0
3409;Wâlterswâld;Dantumadiel                             ;Buurt     ;BU18910101;1;34.0;107.0
3410;Verspreide huizen Driezum;Dantumadiel                             ;Buurt     ;BU18910108;1;6.0;15.0
3411;Verspreide huizen Wâlterswâld;Dantumadiel                             ;Buurt     ;BU18910109;1;4.0;17.0
3412;Wijk 02 Zuid;Dantumadiel                             ;Wijk      ;WK189102  ;1;239.0;729.0
3413;De Westereen;Dantumadiel                             ;Buurt     ;BU18910200;1;117.0;317.0
3414;Feanwâlden;Dantumadiel                             ;Buurt     ;BU18910201;1;112.0;371.0
3415;Readtsjerk;Dantumadiel                             ;Buurt     ;BU18910202;1;;
3416;Verspreide huizen De Westereen;Dantumadiel                             ;Buurt     ;BU18910208;1;;
3417;Verspreide huizen Feanwâlden;Dantumadiel                             ;Buurt     ;BU18910209;1;;
3418;Wijk 03 West;Dantumadiel                             ;Wijk      ;WK189103  ;1;41.0;133.0
