ID;Projectgrootte;RegioS;Perioden;DoorlooptijdWoningenInMaanden_1;WoningenIngedeeldNaarProjectgrootte_2
157;0;Flevoland (PV);1999;15;100
158;0;Flevoland (PV);2000;16;100
159;0;Flevoland (PV);2001;18;100
160;0;Flevoland (PV);2002;17;100
161;0;Flevoland (PV);2003;17;100
162;0;Flevoland (PV);2004;17;100
163;0;Flevoland (PV);2005;19;100
164;0;Flevoland (PV);2006;18;100
165;0;Flevoland (PV);2007;22;100
166;0;Flevoland (PV);2008;19;100
167;0;Flevoland (PV);2009;17;100
168;0;Flevoland (PV);2010;16;100
169;0;Flevoland (PV);2011;21;100
170;0;Gelderland (PV);1995;14;100
171;0;Gelderland (PV);1996;14;100
172;0;Gelderland (PV);1997;14;100
173;0;Gelderland (PV);1998;14;100
174;0;Gelderland (PV);1999;16;100
175;0;Gelderland (PV);2000;18;100
176;0;Gelderland (PV);2001;18;100
177;0;Gelderland (PV);2002;18;100
178;0;Gelderland (PV);2003;18;100
179;0;Gelderland (PV);2004;19;100
180;0;Gelderland (PV);2005;21;100
181;0;Gelderland (PV);2006;20;100
182;0;Gelderland (PV);2007;19;100
183;0;Gelderland (PV);2008;24;100
184;0;Gelderland (PV);2009;21;100
185;0;Gelderland (PV);2010;24;100
186;0;Gelderland (PV);2011;22;100
187;0;Utrecht (PV);1995;13;100
188;0;Utrecht (PV);1996;15;100
189;0;Utrecht (PV);1997;17;100
190;0;Utrecht (PV);1998;18;100
191;0;Utrecht (PV);1999;17;100
192;0;Utrecht (PV);2000;15;100
193;0;Utrecht (PV);2001;19;100
194;0;Utrecht (PV);2002;18;100
195;0;Utrecht (PV);2003;24;100
196;0;Utrecht (PV);2004;20;100
197;0;Utrecht (PV);2005;21;100
198;0;Utrecht (PV);2006;22;100
199;0;Utrecht (PV);2007;23;100
200;0;Utrecht (PV);2008;24;100
201;0;Utrecht (PV);2009;27;100
202;0;Utrecht (PV);2010;24;100
203;0;Utrecht (PV);2011;26;100
204;0;Noord-Holland (PV);1995;16;100
205;0;Noord-Holland (PV);1996;16;100
206;0;Noord-Holland (PV);1997;18;100
207;0;Noord-Holland (PV);1998;19;100
208;0;Noord-Holland (PV);1999;20;100
209;0;Noord-Holland (PV);2000;19;100
210;0;Noord-Holland (PV);2001;22;100
211;0;Noord-Holland (PV);2002;23;100
212;0;Noord-Holland (PV);2003;21;100
213;0;Noord-Holland (PV);2004;23;100
214;0;Noord-Holland (PV);2005;21;100
215;0;Noord-Holland (PV);2006;24;100
216;0;Noord-Holland (PV);2007;23;100
217;0;Noord-Holland (PV);2008;25;100
218;0;Noord-Holland (PV);2009;25;100
219;0;Noord-Holland (PV);2010;26;100
220;0;Noord-Holland (PV);2011;27;100
221;0;Zuid-Holland (PV);1995;13;100
222;0;Zuid-Holland (PV);1996;16;100
223;0;Zuid-Holland (PV);1997;15;100
224;0;Zuid-Holland (PV);1998;18;100
225;0;Zuid-Holland (PV);1999;18;100
226;0;Zuid-Holland (PV);2000;23;100
227;0;Zuid-Holland (PV);2001;20;100
228;0;Zuid-Holland (PV);2002;22;100
229;0;Zuid-Holland (PV);2003;27;100
230;0;Zuid-Holland (PV);2004;22;100
231;0;Zuid-Holland (PV);2005;24;100
232;0;Zuid-Holland (PV);2006;24;100
233;0;Zuid-Holland (PV);2007;25;100
234;0;Zuid-Holland (PV);2008;22;100
235;0;Zuid-Holland (PV);2009;24;100
236;0;Zuid-Holland (PV);2010;26;100
237;0;Zuid-Holland (PV);2011;27;100
238;0;Zeeland (PV);1995;12;100
239;0;Zeeland (PV);1996;12;100
240;0;Zeeland (PV);1997;14;100
241;0;Zeeland (PV);1998;18;100
242;0;Zeeland (PV);1999;15;100
243;0;Zeeland (PV);2000;19;100
244;0;Zeeland (PV);2001;18;100
245;0;Zeeland (PV);2002;26;100
246;0;Zeeland (PV);2003;22;100
247;0;Zeeland (PV);2004;21;100
248;0;Zeeland (PV);2005;26;100
249;0;Zeeland (PV);2006;26;100
250;0;Zeeland (PV);2007;21;100
251;0;Zeeland (PV);2008;23;100
252;0;Zeeland (PV);2009;23;100
253;0;Zeeland (PV);2010;22;100
254;0;Zeeland (PV);2011;26;100
255;0;Noord-Brabant (PV);1995;14;100
256;0;Noord-Brabant (PV);1996;15;100
257;0;Noord-Brabant (PV);1997;16;100
258;0;Noord-Brabant (PV);1998;17;100
259;0;Noord-Brabant (PV);1999;18;100
260;0;Noord-Brabant (PV);2000;19;100
261;0;Noord-Brabant (PV);2001;20;100
262;0;Noord-Brabant (PV);2002;20;100
263;0;Noord-Brabant (PV);2003;21;100
264;0;Noord-Brabant (PV);2004;22;100
265;0;Noord-Brabant (PV);2005;21;100
266;0;Noord-Brabant (PV);2006;22;100
267;0;Noord-Brabant (PV);2007;23;100
268;0;Noord-Brabant (PV);2008;23;100
269;0;Noord-Brabant (PV);2009;24;100
270;0;Noord-Brabant (PV);2010;25;100
271;0;Noord-Brabant (PV);2011;24;100
272;0;Limburg (PV);1995;14;100
273;0;Limburg (PV);1996;15;100
274;0;Limburg (PV);1997;16;100
275;0;Limburg (PV);1998;15;100
276;0;Limburg (PV);1999;16;100
277;0;Limburg (PV);2000;17;100
278;0;Limburg (PV);2001;23;100
279;0;Limburg (PV);2002;23;100
280;0;Limburg (PV);2003;25;100
281;0;Limburg (PV);2004;24;100
282;0;Limburg (PV);2005;22;100
283;0;Limburg (PV);2006;19;100
284;0;Limburg (PV);2007;23;100
285;0;Limburg (PV);2008;20;100
286;0;Limburg (PV);2009;27;100
287;0;Limburg (PV);2010;27;100
288;0;Limburg (PV);2011;27;100
289;1;Nederland;1995;11;16
290;1;Nederland;1996;12;15
291;1;Nederland;1997;12;14
292;1;Nederland;1998;13;14
293;1;Nederland;1999;14;14
294;1;Nederland;2000;14;15
295;1;Nederland;2001;16;12
296;1;Nederland;2002;17;13
297;1;Nederland;2003;18;12
298;1;Nederland;2004;19;12
299;1;Nederland;2005;18;10
300;1;Nederland;2006;18;11
301;1;Nederland;2007;18;10
302;1;Nederland;2008;18;10
303;1;Nederland;2009;19;9
304;1;Nederland;2010;20;9
305;1;Nederland;2011;22;9
306;1;Noord-Nederland (LD);1995;10;34
307;1;Noord-Nederland (LD);1996;10;33
308;1;Noord-Nederland (LD);1997;11;32
309;1;Noord-Nederland (LD);1998;12;37
310;1;Noord-Nederland (LD);1999;12;36
311;1;Noord-Nederland (LD);2000;13;38
312;1;Noord-Nederland (LD);2001;15;30
313;1;Noord-Nederland (LD);2002;16;26
314;1;Noord-Nederland (LD);2003;19;30
315;1;Noord-Nederland (LD);2004;18;24
316;1;Noord-Nederland (LD);2005;16;24
317;1;Noord-Nederland (LD);2006;14;23
318;1;Noord-Nederland (LD);2007;15;19
319;1;Noord-Nederland (LD);2008;16;18
320;1;Noord-Nederland (LD);2009;18;21
321;1;Noord-Nederland (LD);2010;18;18
322;1;Noord-Nederland (LD);2011;18;19
323;1;Oost-Nederland (LD);1995;11;16
324;1;Oost-Nederland (LD);1996;11;19
325;1;Oost-Nederland (LD);1997;10;16
326;1;Oost-Nederland (LD);1998;12;19
327;1;Oost-Nederland (LD);1999;13;17
328;1;Oost-Nederland (LD);2000;13;20
329;1;Oost-Nederland (LD);2001;15;14
330;1;Oost-Nederland (LD);2002;16;13
331;1;Oost-Nederland (LD);2003;17;14
332;1;Oost-Nederland (LD);2004;16;14
333;1;Oost-Nederland (LD);2005;16;14
334;1;Oost-Nederland (LD);2006;17;15
335;1;Oost-Nederland (LD);2007;17;14
336;1;Oost-Nederland (LD);2008;19;13
337;1;Oost-Nederland (LD);2009;17;12
338;1;Oost-Nederland (LD);2010;18;13
339;1;Oost-Nederland (LD);2011;22;14
340;1;West-Nederland (LD);1995;11;8
341;1;West-Nederland (LD);1996;12;7
342;1;West-Nederland (LD);1997;12;6
343;1;West-Nederland (LD);1998;14;6
344;1;West-Nederland (LD);1999;15;6
345;1;West-Nederland (LD);2000;15;7
346;1;West-Nederland (LD);2001;17;6
347;1;West-Nederland (LD);2002;16;6
348;1;West-Nederland (LD);2003;19;6
349;1;West-Nederland (LD);2004;20;7
350;1;West-Nederland (LD);2005;18;5
351;1;West-Nederland (LD);2006;22;5
352;1;West-Nederland (LD);2007;19;5
353;1;West-Nederland (LD);2008;17;5
354;1;West-Nederland (LD);2009;19;5
355;1;West-Nederland (LD);2010;21;5
356;1;West-Nederland (LD);2011;22;5
357;1;Zuid-Nederland (LD);1995;12;21
358;1;Zuid-Nederland (LD);1996;14;20
359;1;Zuid-Nederland (LD);1997;14;20
360;1;Zuid-Nederland (LD);1998;13;17
361;1;Zuid-Nederland (LD);1999;15;16
362;1;Zuid-Nederland (LD);2000;16;18
363;1;Zuid-Nederland (LD);2001;17;20
364;1;Zuid-Nederland (LD);2002;20;22
365;1;Zuid-Nederland (LD);2003;18;19
366;1;Zuid-Nederland (LD);2004;22;16
367;1;Zuid-Nederland (LD);2005;22;16
368;1;Zuid-Nederland (LD);2006;19;14
369;1;Zuid-Nederland (LD);2007;19;13
370;1;Zuid-Nederland (LD);2008;20;13
371;1;Zuid-Nederland (LD);2009;20;12
372;1;Zuid-Nederland (LD);2010;23;12
373;1;Zuid-Nederland (LD);2011;24;11
374;1;Groningen (PV);1995;11;32
375;1;Groningen (PV);1996;10;31
376;1;Groningen (PV);1997;14;24
377;1;Groningen (PV);1998;12;29
378;1;Groningen (PV);1999;11;27
379;1;Groningen (PV);2000;11;33
380;1;Groningen (PV);2001;16;29
381;1;Groningen (PV);2002;13;20
382;1;Groningen (PV);2003;19;24
383;1;Groningen (PV);2004;17;21
384;1;Groningen (PV);2005;18;18
385;1;Groningen (PV);2006;12;24
386;1;Groningen (PV);2007;13;19
387;1;Groningen (PV);2008;16;15
388;1;Groningen (PV);2009;18;14
389;1;Groningen (PV);2010;20;11
390;1;Groningen (PV);2011;18;12
391;1;Friesland (PV);1995;9;42
392;1;Friesland (PV);1996;10;45
393;1;Friesland (PV);1997;10;45
394;1;Friesland (PV);1998;9;38
395;1;Friesland (PV);1999;13;44
396;1;Friesland (PV);2000;11;39
397;1;Friesland (PV);2001;13;35
398;1;Friesland (PV);2002;15;32
399;1;Friesland (PV);2003;18;35
400;1;Friesland (PV);2004;18;26
401;1;Friesland (PV);2005;16;26
402;1;Friesland (PV);2006;15;22
403;1;Friesland (PV);2007;18;20
404;1;Friesland (PV);2008;16;21
405;1;Friesland (PV);2009;18;26
406;1;Friesland (PV);2010;18;23
407;1;Friesland (PV);2011;17;20
408;1;Drenthe (PV);1995;10;28
409;1;Drenthe (PV);1996;10;23
410;1;Drenthe (PV);1997;10;25
411;1;Drenthe (PV);1998;15;45
412;1;Drenthe (PV);1999;11;35
413;1;Drenthe (PV);2000;16;41
414;1;Drenthe (PV);2001;16;23
415;1;Drenthe (PV);2002;20;28
416;1;Drenthe (PV);2003;20;32
417;1;Drenthe (PV);2004;17;25
418;1;Drenthe (PV);2005;17;28
419;1;Drenthe (PV);2006;14;23
420;1;Drenthe (PV);2007;15;18
421;1;Drenthe (PV);2008;15;19
422;1;Drenthe (PV);2009;18;25
423;1;Drenthe (PV);2010;18;21
424;1;Drenthe (PV);2011;21;33
425;1;Overijssel (PV);1995;11;20
426;1;Overijssel (PV);1996;10;26
427;1;Overijssel (PV);1997;9;21
428;1;Overijssel (PV);1998;12;22
429;1;Overijssel (PV);1999;14;19
430;1;Overijssel (PV);2000;13;27
431;1;Overijssel (PV);2001;12;18
432;1;Overijssel (PV);2002;16;20
433;1;Overijssel (PV);2003;18;18
434;1;Overijssel (PV);2004;14;17
435;1;Overijssel (PV);2005;17;17
436;1;Overijssel (PV);2006;19;18
437;1;Overijssel (PV);2007;16;15
438;1;Overijssel (PV);2008;17;16
439;1;Overijssel (PV);2009;17;19
440;1;Overijssel (PV);2010;20;19
441;1;Overijssel (PV);2011;21;17
442;1;Flevoland (PV);1995;12;6
443;1;Flevoland (PV);1996;9;10
444;1;Flevoland (PV);1997;8;6
445;1;Flevoland (PV);1998;10;14
446;1;Flevoland (PV);1999;10;11
447;1;Flevoland (PV);2000;9;14
448;1;Flevoland (PV);2001;16;8
449;1;Flevoland (PV);2002;17;5
450;1;Flevoland (PV);2003;13;6
451;1;Flevoland (PV);2004;13;8
452;1;Flevoland (PV);2005;11;13
453;1;Flevoland (PV);2006;13;13
454;1;Flevoland (PV);2007;14;10
455;1;Flevoland (PV);2008;13;12
456;1;Flevoland (PV);2009;14;12
457;1;Flevoland (PV);2010;14;16
458;1;Flevoland (PV);2011;16;16
459;1;Gelderland (PV);1995;11;19
460;1;Gelderland (PV);1996;12;18
461;1;Gelderland (PV);1997;12;18
462;1;Gelderland (PV);1998;12;19
463;1;Gelderland (PV);1999;13;20
464;1;Gelderland (PV);2000;15;19
465;1;Gelderland (PV);2001;17;15
466;1;Gelderland (PV);2002;16;14
467;1;Gelderland (PV);2003;18;16
468;1;Gelderland (PV);2004;19;14
469;1;Gelderland (PV);2005;17;12
470;1;Gelderland (PV);2006;17;13
471;1;Gelderland (PV);2007;18;14
472;1;Gelderland (PV);2008;23;12
473;1;Gelderland (PV);2009;17;9
474;1;Gelderland (PV);2010;19;9
475;1;Gelderland (PV);2011;24;11
476;1;Utrecht (PV);1995;10;11
477;1;Utrecht (PV);1996;11;5
478;1;Utrecht (PV);1997;14;4
479;1;Utrecht (PV);1998;13;5
480;1;Utrecht (PV);1999;24;5
481;1;Utrecht (PV);2000;14;5
482;1;Utrecht (PV);2001;17;3
483;1;Utrecht (PV);2002;14;5
484;1;Utrecht (PV);2003;17;7
485;1;Utrecht (PV);2004;18;6
486;1;Utrecht (PV);2005;15;4
487;1;Utrecht (PV);2006;25;4
488;1;Utrecht (PV);2007;22;5
489;1;Utrecht (PV);2008;17;4
490;1;Utrecht (PV);2009;22;5
491;1;Utrecht (PV);2010;24;7
492;1;Utrecht (PV);2011;24;5
493;1;Noord-Holland (PV);1995;12;6
494;1;Noord-Holland (PV);1996;11;7
495;1;Noord-Holland (PV);1997;12;6
496;1;Noord-Holland (PV);1998;13;6
497;1;Noord-Holland (PV);1999;12;6
498;1;Noord-Holland (PV);2000;14;8
499;1;Noord-Holland (PV);2001;23;6
500;1;Noord-Holland (PV);2002;16;8
501;1;Noord-Holland (PV);2003;22;6
502;1;Noord-Holland (PV);2004;23;8
503;1;Noord-Holland (PV);2005;17;5
504;1;Noord-Holland (PV);2006;18;5
505;1;Noord-Holland (PV);2007;20;4
506;1;Noord-Holland (PV);2008;17;5
507;1;Noord-Holland (PV);2009;20;5
508;1;Noord-Holland (PV);2010;21;5
509;1;Noord-Holland (PV);2011;19;4
510;1;Zuid-Holland (PV);1995;10;5
511;1;Zuid-Holland (PV);1996;11;4
512;1;Zuid-Holland (PV);1997;13;5
513;1;Zuid-Holland (PV);1998;14;3
514;1;Zuid-Holland (PV);1999;14;4
515;1;Zuid-Holland (PV);2000;13;4
516;1;Zuid-Holland (PV);2001;14;4
517;1;Zuid-Holland (PV);2002;16;4
518;1;Zuid-Holland (PV);2003;18;5
519;1;Zuid-Holland (PV);2004;20;4
520;1;Zuid-Holland (PV);2005;19;3
521;1;Zuid-Holland (PV);2006;17;3
522;1;Zuid-Holland (PV);2007;16;4
523;1;Zuid-Holland (PV);2008;16;4
524;1;Zuid-Holland (PV);2009;19;4
525;1;Zuid-Holland (PV);2010;20;4
526;1;Zuid-Holland (PV);2011;24;5
527;1;Zeeland (PV);1995;10;33
528;1;Zeeland (PV);1996;12;36
529;1;Zeeland (PV);1997;10;26
530;1;Zeeland (PV);1998;18;35
531;1;Zeeland (PV);1999;16;27
532;1;Zeeland (PV);2000;19;33
533;1;Zeeland (PV);2001;13;32
534;1;Zeeland (PV);2002;19;25
535;1;Zeeland (PV);2003;17;27
536;1;Zeeland (PV);2004;17;25
537;1;Zeeland (PV);2005;17;22
538;1;Zeeland (PV);2006;33;26
539;1;Zeeland (PV);2007;20;22
540;1;Zeeland (PV);2008;17;18
541;1;Zeeland (PV);2009;16;19
542;1;Zeeland (PV);2010;17;18
543;1;Zeeland (PV);2011;22;20
544;1;Noord-Brabant (PV);1995;12;20
545;1;Noord-Brabant (PV);1996;14;20
546;1;Noord-Brabant (PV);1997;14;22
547;1;Noord-Brabant (PV);1998;13;15
548;1;Noord-Brabant (PV);1999;15;16
549;1;Noord-Brabant (PV);2000;16;18
550;1;Noord-Brabant (PV);2001;17;19
551;1;Noord-Brabant (PV);2002;20;23
552;1;Noord-Brabant (PV);2003;18;19
553;1;Noord-Brabant (PV);2004;22;15
554;1;Noord-Brabant (PV);2005;24;16
555;1;Noord-Brabant (PV);2006;20;13
556;1;Noord-Brabant (PV);2007;19;13
557;1;Noord-Brabant (PV);2008;20;12
558;1;Noord-Brabant (PV);2009;20;11
559;1;Noord-Brabant (PV);2010;23;13
560;1;Noord-Brabant (PV);2011;25;11
561;1;Limburg (PV);1995;13;25
562;1;Limburg (PV);1996;14;21
563;1;Limburg (PV);1997;14;16
564;1;Limburg (PV);1998;13;25
565;1;Limburg (PV);1999;15;17
566;1;Limburg (PV);2000;15;19
567;1;Limburg (PV);2001;16;22
568;1;Limburg (PV);2002;20;21
569;1;Limburg (PV);2003;19;20
570;1;Limburg (PV);2004;22;19
571;1;Limburg (PV);2005;20;16
572;1;Limburg (PV);2006;16;17
573;1;Limburg (PV);2007;20;13
574;1;Limburg (PV);2008;19;13
575;1;Limburg (PV);2009;21;12
576;1;Limburg (PV);2010;23;11
577;1;Limburg (PV);2011;21;11
578;2;Nederland;1995;11;5
579;2;Nederland;1996;12;5
580;2;Nederland;1997;12;4
581;2;Nederland;1998;13;3
582;2;Nederland;1999;14;3
583;2;Nederland;2000;16;3
584;2;Nederland;2001;17;3
585;2;Nederland;2002;17;3
586;2;Nederland;2003;20;3
587;2;Nederland;2004;20;3
588;2;Nederland;2005;19;3
589;2;Nederland;2006;21;3
590;2;Nederland;2007;20;3
591;2;Nederland;2008;20;2
592;2;Nederland;2009;21;2
593;2;Nederland;2010;23;2
594;2;Nederland;2011;22;3
595;2;Noord-Nederland (LD);1995;10;13
596;2;Noord-Nederland (LD);1996;9;10
597;2;Noord-Nederland (LD);1997;9;9
598;2;Noord-Nederland (LD);1998;11;9
599;2;Noord-Nederland (LD);1999;12;7
600;2;Noord-Nederland (LD);2000;13;5
601;2;Noord-Nederland (LD);2001;16;6
602;2;Noord-Nederland (LD);2002;16;5
603;2;Noord-Nederland (LD);2003;20;5
604;2;Noord-Nederland (LD);2004;17;5
605;2;Noord-Nederland (LD);2005;14;5
606;2;Noord-Nederland (LD);2006;16;5
607;2;Noord-Nederland (LD);2007;16;4
608;2;Noord-Nederland (LD);2008;18;3
609;2;Noord-Nederland (LD);2009;18;4
610;2;Noord-Nederland (LD);2010;19;4
611;2;Noord-Nederland (LD);2011;20;4
612;2;Oost-Nederland (LD);1995;10;6
613;2;Oost-Nederland (LD);1996;10;6
614;2;Oost-Nederland (LD);1997;10;4
615;2;Oost-Nederland (LD);1998;12;4
616;2;Oost-Nederland (LD);1999;13;5
617;2;Oost-Nederland (LD);2000;13;4
618;2;Oost-Nederland (LD);2001;12;4
619;2;Oost-Nederland (LD);2002;15;5
620;2;Oost-Nederland (LD);2003;16;4
621;2;Oost-Nederland (LD);2004;16;5
622;2;Oost-Nederland (LD);2005;16;4
623;2;Oost-Nederland (LD);2006;19;5
624;2;Oost-Nederland (LD);2007;18;5
625;2;Oost-Nederland (LD);2008;19;4
626;2;Oost-Nederland (LD);2009;18;4
627;2;Oost-Nederland (LD);2010;20;4
628;2;Oost-Nederland (LD);2011;20;5
629;2;West-Nederland (LD);1995;13;3
630;2;West-Nederland (LD);1996;14;3
631;2;West-Nederland (LD);1997;16;3
632;2;West-Nederland (LD);1998;15;2
633;2;West-Nederland (LD);1999;16;2
634;2;West-Nederland (LD);2000;20;2
635;2;West-Nederland (LD);2001;21;2
636;2;West-Nederland (LD);2002;20;2
637;2;West-Nederland (LD);2003;25;2
638;2;West-Nederland (LD);2004;22;2
639;2;West-Nederland (LD);2005;25;2
640;2;West-Nederland (LD);2006;25;2
641;2;West-Nederland (LD);2007;25;2
642;2;West-Nederland (LD);2008;23;1
643;2;West-Nederland (LD);2009;23;1
644;2;West-Nederland (LD);2010;30;1
645;2;West-Nederland (LD);2011;25;2
646;2;Zuid-Nederland (LD);1995;13;4
647;2;Zuid-Nederland (LD);1996;15;4
648;2;Zuid-Nederland (LD);1997;15;4
649;2;Zuid-Nederland (LD);1998;14;3
650;2;Zuid-Nederland (LD);1999;15;3
651;2;Zuid-Nederland (LD);2000;16;3
652;2;Zuid-Nederland (LD);2001;17;3
653;2;Zuid-Nederland (LD);2002;17;5
654;2;Zuid-Nederland (LD);2003;21;3
655;2;Zuid-Nederland (LD);2004;23;3
656;2;Zuid-Nederland (LD);2005;20;3
657;2;Zuid-Nederland (LD);2006;20;3
658;2;Zuid-Nederland (LD);2007;21;3
659;2;Zuid-Nederland (LD);2008;21;3
660;2;Zuid-Nederland (LD);2009;24;2
661;2;Zuid-Nederland (LD);2010;23;2
662;2;Zuid-Nederland (LD);2011;23;3
663;2;Groningen (PV);1995;9;8
664;2;Groningen (PV);1996;9;11
665;2;Groningen (PV);1997;8;5
666;2;Groningen (PV);1998;8;9
