ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Naam_47;Code_48;Omschrijving_49;Code_50;Omschrijving_51;Inwonertal_52;Omgevingsadressendichtheid_53
37;Bernisse;GM0568    ;Bernisse                                          ;Bernisse                                          ;AR10      ;Rotterdam                                         ;CR29      ;Groot-Rijnmond                                    ;CS291     ;Rijnmond                                          ;CP2910    ;Rijnmond                                          ;GG4607    ;GGD Rotterdam-Rijnmond                            ;KK24      ;Rotterdam                                         ;LB2801    ;Voorne-Putten en Hoeksche Waard                   ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL339   ;Groot-Rijnmond                                    ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP23      ;Rijnmond                                          ;TR04      ;Deltagebied                                       ;VR17      ;Rotterdam-Rijnmond                                ;WG29      ;Rijnmond                                          ;ZK29      ;Zuid-Hollandse Eilanden                           ;GA00      ;Niet van toepassing                               ;SG14      ;Rotterdam                                         ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;12398;420
38;Best;GM0753    ;Best                                              ;Best                                              ;AR01      ;'s-Hertogenbosch                                  ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;KK17      ;Brabant                                           ;LB3008    ;Midden-Noord-Brabant                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL41    ;Noord-Brabant                                     ;NDNL414   ;Zuidoost-Noord-Brabant                            ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT01      ;'s-Hertogenbosch                                  ;RP28      ;Zuidoost-Brabant                                  ;TR13      ;West- en Midden-Brabant                           ;VR22      ;Brabant-Zuidoost                                  ;WG37      ;Zuidoost-Brabant                                  ;ZK30      ;Zuidoost-Brabant                                  ;GA00      ;Niet van toepassing                               ;SG19      ;Eindhoven                                         ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;28637;1319
39;Beuningen;GM0209    ;Beuningen                                         ;Beuningen                                         ;AR05      ;Arnhem                                            ;CR15      ;Arnhem/Nijmegen                                   ;CS150     ;Arnhem/Nijmegen                                   ;CP1500    ;Arnhem/Nijmegen                                   ;GG2106    ;GGD Regio Nijmegen                                ;KK09      ;Centraal Gelderland                               ;LB2503    ;Zuidelijk Gelderland                              ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL22    ;Gelderland                                        ;NDNL226   ;Arnhem/Nijmegen                                   ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT02      ;Arnhem                                            ;RP13      ;Nijmegen                                          ;TR09      ;Gelders Rivierengebied                            ;VR08      ;Gelderland-Zuid                                   ;WG14      ;Arnhem/Nijmegen                                   ;ZK16      ;Nijmegen                                          ;GA00      ;Niet van toepassing                               ;SG07      ;Nijmegen                                          ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;25324;936
40;Beverwijk;GM0375    ;Beverwijk                                         ;Beverwijk                                         ;AR15      ;Haarlem                                           ;CR20      ;IJmond                                            ;CS200     ;IJmond                                            ;CP2000    ;IJmond                                            ;GG3109    ;GGD Kennemerland                                  ;KK34      ;Amsterdam                                         ;LB2708    ;Kennemerland                                      ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL32    ;Noord-Holland                                     ;NDNL323   ;IJmond                                            ;RE04      ;Noord-Holland                                     ;PV27      ;Noord-Holland                                     ;RT04      ;Amsterdam                                         ;RP20      ;Zuidelijk Noord-Holland                           ;TR02      ;Noordzeebadplaatsen                               ;VR12      ;Kennemerland                                      ;WG25      ;West-Kennnemerland                                ;ZK11      ;Kennemerland                                      ;GA00      ;Niet van toepassing                               ;SG11      ;Haarlem                                           ;4;20 000 tot 50 000 inwoners                        ;1;Zeer sterk stedelijk     ;40070;2533
41;het Bildt;GM0063    ;het Bildt                                         ;Bildt het                                         ;AR17      ;Leeuwarden                                        ;CR04      ;Noord-Friesland                                   ;CS040     ;Noord-Friesland                                   ;CP0400    ;Noord-Friesland                                   ;GG7206    ;GGD Fryslân                                       ;KK01      ;Noord-Nederland                                   ;LB2101    ;Noordelijk Friesland                              ;LG01      ;Bouwhoek en Hogeland                              ;LD01      ;Noord-Nederland                                   ;NENL1     ;Noord-Nederland                                   ;NTNL12    ;Friesland (NL)                                    ;NDNL121   ;Noord-Friesland                                   ;RE01      ;Noord-Nederland                                   ;PV21      ;Friesland                                         ;RT05      ;Leeuwarden                                        ;RP04      ;Fryslân                                           ;TR17      ;Overig Nederland                                  ;VR02      ;Fryslân                                           ;WG04      ;Friesland-Noord                                   ;ZK08      ;Friesland                                         ;GA00      ;Niet van toepassing                               ;SG02      ;Leeuwarden                                        ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;10646;279
42;De Bilt;GM0310    ;De Bilt                                           ;Bilt De                                           ;AR16      ;Utrecht                                           ;CR17      ;Utrecht                                           ;CS170     ;Utrecht                                           ;CP1703    ;Stadsgewest Utrecht                               ;GG2506    ;GGD Midden-Nederland                              ;KK30      ;Midden-Nederland                                  ;LB2602    ;Westelijk Weidegebied in Utrecht                  ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL31    ;Utrecht                                           ;NDNL310   ;Utrecht                                           ;RE03      ;Midden-Nederland                                  ;PV26      ;Utrecht                                           ;RT04      ;Amsterdam                                         ;RP18      ;Utrecht-Midden                                    ;TR07      ;Utrechtse Heuvelrug en 't Gooi                    ;VR09      ;Utrecht                                           ;WG19      ;Utrecht                                           ;ZK23      ;Utrecht                                           ;GA00      ;Niet van toepassing                               ;SG09      ;Utrecht                                           ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;42032;1116
43;Binnenmaas;GM0585    ;Binnenmaas                                        ;Binnenmaas                                        ;AR11      ;Dordrecht                                         ;CR29      ;Groot-Rijnmond                                    ;CS292     ;Overig Groot-Rijnmond                             ;CP2920    ;Overig Groot-Rijnmond                             ;GG4810    ;GGD Zuid-Holland-Zuid                             ;KK24      ;Rotterdam                                         ;LB2801    ;Voorne-Putten en Hoeksche Waard                   ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL339   ;Groot-Rijnmond                                    ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP23      ;Rijnmond                                          ;TR04      ;Deltagebied                                       ;VR18      ;Zuid-Holland-Zuid                                 ;WG30      ;Zuid-Holland-Zuid                                 ;ZK29      ;Zuid-Hollandse Eilanden                           ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;28964;633
44;Bladel;GM1728    ;Bladel                                            ;Bladel                                            ;AR01      ;'s-Hertogenbosch                                  ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;KK17      ;Brabant                                           ;LB3007    ;De Kempen                                         ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL41    ;Noord-Brabant                                     ;NDNL414   ;Zuidoost-Noord-Brabant                            ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT01      ;'s-Hertogenbosch                                  ;RP28      ;Zuidoost-Brabant                                  ;TR13      ;West- en Midden-Brabant                           ;VR22      ;Brabant-Zuidoost                                  ;WG37      ;Zuidoost-Brabant                                  ;ZK30      ;Zuidoost-Brabant                                  ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;19635;636
45;Blaricum;GM0376    ;Blaricum                                          ;Blaricum                                          ;AR13      ;Amsterdam                                         ;CR24      ;Het Gooi en Vechtstreek                           ;CS240     ;Het Gooi en Vechtstreek                           ;CP2400    ;Het Gooi en Vechtstreek                           ;GG3606    ;GGD Gooi en Vechtstreek                           ;KK32      ;Gooi-, Eem- en Flevoland                          ;LB2707    ;'t Gein en Gooiland                               ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL32    ;Noord-Holland                                     ;NDNL327   ;Het Gooi en Vechtstreek                           ;RE03      ;Midden-Nederland                                  ;PV27      ;Noord-Holland                                     ;RT04      ;Amsterdam                                         ;RP16      ;Gooi en Vechtstreek                               ;TR07      ;Utrechtse Heuvelrug en 't Gooi                    ;VR14      ;Gooi en Vechtstreek                               ;WG20      ;Gooi en Vechtstreek                               ;ZK21      ;'t Gooi                                           ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;2;5 000 tot 10 000 inwoners                         ;4;Weinig stedelijk         ;9107;892
46;Bloemendaal;GM0377    ;Bloemendaal                                       ;Bloemendaal                                       ;AR15      ;Haarlem                                           ;CR21      ;Agglomeratie Haarlem                              ;CS210     ;Agglomeratie Haarlem                              ;CP2100    ;Agglomeratie Haarlem                              ;GG3109    ;GGD Kennemerland                                  ;KK34      ;Amsterdam                                         ;LB2708    ;Kennemerland                                      ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL32    ;Noord-Holland                                     ;NDNL324   ;Agglomeratie Haarlem                              ;RE04      ;Noord-Holland                                     ;PV27      ;Noord-Holland                                     ;RT04      ;Amsterdam                                         ;RP20      ;Zuidelijk Noord-Holland                           ;TR02      ;Noordzeebadplaatsen                               ;VR12      ;Kennemerland                                      ;WG25      ;West-Kennnemerland                                ;ZK11      ;Kennemerland                                      ;GA11      ;Haarlem                                           ;SG11      ;Haarlem                                           ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;22195;998
47;Boarnsterhim;GM0055    ;Boarnsterhim                                      ;Boarnsterhim                                      ;AR17      ;Leeuwarden                                        ;CR04      ;Noord-Friesland                                   ;CS040     ;Noord-Friesland                                   ;CP0400    ;Noord-Friesland                                   ;GG7206    ;GGD Fryslân                                       ;KK01      ;Noord-Nederland                                   ;LB2102    ;Weidestreek in Friesland                          ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;NENL1     ;Noord-Nederland                                   ;NTNL12    ;Friesland (NL)                                    ;NDNL121   ;Noord-Friesland                                   ;RE01      ;Noord-Nederland                                   ;PV21      ;Friesland                                         ;RT05      ;Leeuwarden                                        ;RP04      ;Fryslân                                           ;TR05      ;Meren in Gron., Friesl., N.W.-Overijssel          ;VR02      ;Fryslân                                           ;WG04      ;Friesland-Noord                                   ;ZK08      ;Friesland                                         ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;19505;380
48;Bodegraven-Reeuwijk;GM1901    ;Bodegraven-Reeuwijk                               ;Bodegraven+Reeuwijk                               ;AR09      ;'s-Gravenhage                                     ;CR28      ;Oost-Zuid-Holland                                 ;CS280     ;Oost-Zuid-Holland                                 ;CP2800    ;Oost-Zuid-Holland                                 ;GG4506    ;GGD Hollands-Midden                               ;KK99      ;Zie GSC                                           ;LB2806    ;Krimpenerwaard en Oostelijk Rijnland              ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL338   ;Oost-Zuid-Holland                                 ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP21      ;Rijn-Gouwe                                        ;TR06      ;Hollands-Utrechtse meren                          ;VR16      ;Hollands-Midden                                   ;WG27      ;Zuid-Holland-Oost                                 ;ZK13      ;Midden-Holland                                    ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;32817;1012
49;Boekel;GM0755    ;Boekel                                            ;Boekel                                            ;AR01      ;'s-Hertogenbosch                                  ;CR35      ;Noordoost-Noord-Brabant                           ;CS352     ;Overig Noordoost-Noord-Brabant                    ;CP3520    ;Overig Noordoost-Noord-Brabant                    ;GG5406    ;GGD Hart voor Brabant                             ;KK17      ;Brabant                                           ;LB3010    ;Westelijk Peelgebied                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL41    ;Noord-Brabant                                     ;NDNL413   ;Noordoost-Noord-Brabant                           ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT01      ;'s-Hertogenbosch                                  ;RP27      ;Noordoost-Brabant                                 ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR21      ;Brabant-Noord                                     ;WG36      ;Noordoost-Brabant                                 ;ZK19      ;Noordoost-Brabant                                 ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;10062;466
50;Ten Boer;GM0009    ;Ten Boer                                          ;Boer Ten                                          ;AR18      ;Groningen                                         ;CR03      ;Overig Groningen                                  ;CS030     ;Overig Groningen                                  ;CP0300    ;Overig Groningen                                  ;GG0111    ;GGD Groningen                                     ;KK01      ;Noord-Nederland                                   ;LB2002    ;Centraal Weidegebied in Groningen                 ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;NENL1     ;Noord-Nederland                                   ;NTNL11    ;Groningen                                         ;NDNL113   ;Overig Groningen                                  ;RE01      ;Noord-Nederland                                   ;PV20      ;Groningen                                         ;RT05      ;Leeuwarden                                        ;RP01      ;Noord-Groningen                                   ;TR17      ;Overig Nederland                                  ;VR01      ;Groningen                                         ;WG02      ;Noord-Groningen en Eemsmond                       ;ZK09      ;Groningen                                         ;GA00      ;Niet van toepassing                               ;SG01      ;Groningen                                         ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;7500;326
51;Borger-Odoorn;GM1681    ;Borger-Odoorn                                     ;Borger+Odoorn                                     ;AR19      ;Assen                                             ;CR08      ;Zuidoost-Drenthe                                  ;CS080     ;Zuidoost-Drenthe                                  ;CP0800    ;Zuidoost-Drenthe                                  ;GG0706    ;GGD Drenthe                                       ;KK01      ;Noord-Nederland                                   ;LB2205    ;Drentse Veenkoloniën en Hondsrug                  ;LG02      ;Veenkoloniën en Oldambt                           ;LD01      ;Noord-Nederland                                   ;NENL1     ;Noord-Nederland                                   ;NTNL13    ;Drenthe                                           ;NDNL132   ;Zuidoost-Drenthe                                  ;RE01      ;Noord-Nederland                                   ;PV22      ;Drenthe                                           ;RT05      ;Leeuwarden                                        ;RP05      ;Zuid- en Midden-Drenthe                           ;TR12      ;Groningse, Friese en Drentse Zandgronden          ;VR03      ;Drenthe                                           ;WG08      ;Zuidoost-Drenthe                                  ;ZK06      ;Drenthe                                           ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;25662;258
52;Borne;GM0147    ;Borne                                             ;Borne                                             ;AR08      ;Almelo                                            ;CR12      ;Twente                                            ;CS120     ;Twente                                            ;CP1200    ;Twente                                            ;GG1106    ;GGD Regio Twente                                  ;KK08      ;Oost-Nederland                                    ;LB2303    ;Twente                                            ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL21    ;Overijssel                                        ;NDNL213   ;Twente                                            ;RE02      ;Oost-Nederland                                    ;PV23      ;Overijssel                                        ;RT02      ;Arnhem                                            ;RP07      ;Twente                                            ;TR11      ;Twente, Salland en Vechtstreek                    ;VR05      ;Twente                                            ;WG12      ;Twente                                            ;ZK22      ;Twente                                            ;GA00      ;Niet van toepassing                               ;SG04      ;Enschede                                          ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;21770;1169
53;Borsele;GM0654    ;Borsele                                           ;Borsele                                           ;AR12      ;Middelburg                                        ;CR32      ;Overig Zeeland                                    ;CS320     ;Overig Zeeland                                    ;CP3200    ;Overig Zeeland                                    ;GG5006    ;GGD Zeeland                                       ;KK20      ;Zuidwest-Nederland                                ;LB2902    ;Walcheren en Zuid-Beveland                        ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL34    ;Zeeland                                           ;NDNL342   ;Overig Zeeland                                    ;RE08      ;Zeeland - West-Brabant                            ;PV29      ;Zeeland                                           ;RT03      ;'s-Gravenhage                                     ;RP24      ;Zeeland                                           ;TR04      ;Deltagebied                                       ;VR19      ;Zeeland                                           ;WG31      ;Oosterschelde regio                               ;ZK27      ;Zeeland                                           ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;22683;296
54;Boskoop;GM0499    ;Boskoop                                           ;Boskoop                                           ;AR09      ;'s-Gravenhage                                     ;CR28      ;Oost-Zuid-Holland                                 ;CS280     ;Oost-Zuid-Holland                                 ;CP2800    ;Oost-Zuid-Holland                                 ;GG4506    ;GGD Hollands-Midden                               ;KK27      ;Den Haag                                          ;LB2805    ;Boskoop en Rijneveld                              ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL338   ;Oost-Zuid-Holland                                 ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP21      ;Rijn-Gouwe                                        ;TR17      ;Overig Nederland                                  ;VR16      ;Hollands-Midden                                   ;WG27      ;Zuid-Holland-Oost                                 ;ZK13      ;Midden-Holland                                    ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;15195;806
55;Boxmeer;GM0756    ;Boxmeer                                           ;Boxmeer                                           ;AR01      ;'s-Hertogenbosch                                  ;CR35      ;Noordoost-Noord-Brabant                           ;CS352     ;Overig Noordoost-Noord-Brabant                    ;CP3520    ;Overig Noordoost-Noord-Brabant                    ;GG5406    ;GGD Hart voor Brabant                             ;KK17      ;Brabant                                           ;LB3009    ;Maaskant en Land van Cuijk                        ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL41    ;Noord-Brabant                                     ;NDNL413   ;Noordoost-Noord-Brabant                           ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT01      ;'s-Hertogenbosch                                  ;RP27      ;Noordoost-Brabant                                 ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR21      ;Brabant-Noord                                     ;WG36      ;Noordoost-Brabant                                 ;ZK19      ;Noordoost-Brabant                                 ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;28227;615
56;Boxtel;GM0757    ;Boxtel                                            ;Boxtel                                            ;AR01      ;'s-Hertogenbosch                                  ;CR35      ;Noordoost-Noord-Brabant                           ;CS351     ;Stadsgewest 's-Hertogenbosch                      ;CP3510    ;Stadsgewest 's-Hertogenbosch                      ;GG5406    ;GGD Hart voor Brabant                             ;KK17      ;Brabant                                           ;LB3008    ;Midden-Noord-Brabant                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL41    ;Noord-Brabant                                     ;NDNL413   ;Noordoost-Noord-Brabant                           ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT01      ;'s-Hertogenbosch                                  ;RP27      ;Noordoost-Brabant                                 ;TR13      ;West- en Midden-Brabant                           ;VR21      ;Brabant-Noord                                     ;WG36      ;Noordoost-Brabant                                 ;ZK19      ;Noordoost-Brabant                                 ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;30436;1122
57;Breda;GM0758    ;Breda                                             ;Breda                                             ;AR02      ;Breda                                             ;CR33      ;West-Noord-Brabant                                ;CS330     ;West-Noord-Brabant                                ;CP3300    ;West-Noord-Brabant                                ;GG5206    ;GGD West-Brabant                                  ;KK20      ;Zuidwest-Nederland                                ;LB3006    ;Land van Breda                                    ;LG12      ;Zuidwest-Brabant                                  ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL41    ;Noord-Brabant                                     ;NDNL411   ;West-Noord-Brabant                                ;RE08      ;Zeeland - West-Brabant                            ;PV30      ;Noord-Brabant                                     ;RT01      ;'s-Hertogenbosch                                  ;RP25      ;West-Brabant                                      ;TR13      ;West- en Midden-Brabant                           ;VR20      ;Midden- en West-Brabant                           ;WG34      ;West-Brabant                                      ;ZK25      ;West-Brabant                                      ;GA16      ;Breda                                             ;SG16      ;Breda                                             ;7;150 000 tot 250 000 inwoners                      ;2;Sterk stedelijk          ;178140;1965
58;Brielle;GM0501    ;Brielle                                           ;Brielle                                           ;AR10      ;Rotterdam                                         ;CR29      ;Groot-Rijnmond                                    ;CS291     ;Rijnmond                                          ;CP2910    ;Rijnmond                                          ;GG4607    ;GGD Rotterdam-Rijnmond                            ;KK24      ;Rotterdam                                         ;LB2801    ;Voorne-Putten en Hoeksche Waard                   ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL33    ;Zuid-Holland                                      ;NDNL339   ;Groot-Rijnmond                                    ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT03      ;'s-Gravenhage                                     ;RP23      ;Rijnmond                                          ;TR04      ;Deltagebied                                       ;VR17      ;Rotterdam-Rijnmond                                ;WG29      ;Rijnmond                                          ;ZK29      ;Zuid-Hollandse Eilanden                           ;GA00      ;Niet van toepassing                               ;SG14      ;Rotterdam                                         ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;16320;831
59;Bronckhorst;GM1876    ;Bronckhorst                                       ;Bronckhorst                                       ;AR06      ;Zutphen                                           ;CR14      ;Achterhoek                                        ;CS140     ;Achterhoek                                        ;CP1400    ;Achterhoek                                        ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;KK09      ;Centraal Gelderland                               ;LB2508    ;Achterhoek                                        ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL22    ;Gelderland                                        ;NDNL225   ;Achterhoek                                        ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT02      ;Arnhem                                            ;RP12      ;Achterhoek                                        ;TR10      ;Achterhoek                                        ;VR06      ;Noord- en Oost-Gelderland                         ;WG13      ;Oost-Gelderland                                   ;ZK04      ;Arnhem                                            ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;37216;347
60;Brummen;GM0213    ;Brummen                                           ;Brummen                                           ;AR06      ;Zutphen                                           ;CR14      ;Achterhoek                                        ;CS140     ;Achterhoek                                        ;CP1400    ;Achterhoek                                        ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;KK08      ;Oost-Nederland                                    ;LB2502    ;IJsselstreek                                      ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NENL2     ;Oost-Nederland                                    ;NTNL22    ;Gelderland                                        ;NDNL225   ;Achterhoek                                        ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT02      ;Arnhem                                            ;RP09      ;Stedendriehoek                                    ;TR08      ;Veluwe en Veluwerand                              ;VR06      ;Noord- en Oost-Gelderland                         ;WG11      ;Stedendriehoek                                    ;ZK03      ;Apeldoorn/Zutphen                                 ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;21245;700
61;Brunssum;GM0899    ;Brunssum                                          ;Brunssum                                          ;AR03      ;Maastricht                                        ;CR39      ;Zuid-Limburg                                      ;CS390     ;Zuid-Limburg                                      ;CP3900    ;Zuid-Limburg                                      ;GG6106    ;GGD Zuid-Limburg                                  ;KK14      ;Limburg                                           ;LB3102    ;Zuid-Limburg                                      ;LG14      ;Zuid-Limburg                                      ;LD04      ;Zuid-Nederland                                    ;NENL4     ;Zuid-Nederland                                    ;NTNL42    ;Limburg (NL)                                      ;NDNL423   ;Zuid-Limburg                                      ;RE10      ;Limburg                                           ;PV31      ;Limburg                                           ;RT01      ;'s-Hertogenbosch                                  ;RP33      ;Parkstad Limburg                                  ;TR15      ;Zuid-Limburg                                      ;VR24      ;Limburg-Zuid                                      ;WG41      ;Oostelijk Zuid-Limburg                            ;ZK31      ;Zuid-Limburg                                      ;GA21      ;Heerlen                                           ;SG21      ;Heerlen                                           ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;29081;1577
62;Bunnik;GM0312    ;Bunnik                                            ;Bunnik                                            ;AR16      ;Utrecht                                           ;CR17      ;Utrecht                                           ;CS170     ;Utrecht                                           ;CP1703    ;Stadsgewest Utrecht                               ;GG2506    ;GGD Midden-Nederland                              ;KK30      ;Midden-Nederland                                  ;LB2601    ;Kromme Rijn-streek en Heuvelrug                   ;LG10      ;Rivierengebied                                    ;LD03      ;West-Nederland                                    ;NENL3     ;West-Nederland                                    ;NTNL31    ;Utrecht                                           ;NDNL310   ;Utrecht                                           ;RE03      ;Midden-Nederland                                  ;PV26      ;Utrecht                                           ;RT04      ;Amsterdam                                         ;RP18      ;Utrecht-Midden                                    ;TR17      ;Overig Nederland                                  ;VR09      ;Utrecht                                           ;WG19      ;Utrecht                                           ;ZK23      ;Utrecht                                           ;GA00      ;Niet van toepassing                               ;SG09      ;Utrecht                                           ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;14563;621
