ID;Geslacht;Leeftijd;TypeZorg;Herkomstgroepering;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
224;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal allochtoon;2004;8420;0.37;195;23;0.09
225;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal allochtoon;2005;7960;0.35;139;18;0.06
226;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal allochtoon;2006;8210;0.36;139;17;0.06
227;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal allochtoon;2007;7765;0.33;144;19;0.06
228;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal allochtoon;2008;7330;0.31;136;19;0.06
229;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal allochtoon;2009;6000;0.24;111;19;0.05
230;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal allochtoon;2010;5560;0.22;111;20;0.04
231;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Westerse allochtoon;2004;5975;0.51;150;25;0.13
232;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Westerse allochtoon;2005;5320;0.45;92;17;0.08
233;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Westerse allochtoon;2006;5450;0.46;89;16;0.08
234;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Westerse allochtoon;2007;5015;0.43;88;18;0.08
235;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Westerse allochtoon;2008;4710;0.39;83;18;0.07
236;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Westerse allochtoon;2009;3825;0.31;63;16;0.05
237;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Westerse allochtoon;2010;3515;0.28;61;17;0.05
238;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal Niet-westerse allochtoon;2004;2445;0.22;46;19;0.04
239;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal Niet-westerse allochtoon;2005;2640;0.24;47;18;0.04
240;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal Niet-westerse allochtoon;2006;2760;0.24;51;18;0.04
241;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal Niet-westerse allochtoon;2007;2750;0.24;56;20;0.05
242;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal Niet-westerse allochtoon;2008;2620;0.22;53;20;0.04
243;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal Niet-westerse allochtoon;2009;2175;0.18;48;22;0.04
244;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal Niet-westerse allochtoon;2010;2045;0.16;51;25;0.04
245;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Marokko;2004;480;0.25;10;21;0.05
246;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Marokko;2005;500;0.25;10;19;0.05
247;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Marokko;2006;530;0.27;9;17;0.05
248;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Marokko;2007;565;0.28;13;22;0.06
249;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Marokko;2008;510;0.24;11;22;0.05
250;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Marokko;2009;440;0.2;12;27;0.05
251;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Marokko;2010;425;0.19;13;30;0.06
252;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Turkije;2004;560;0.24;9;17;0.04
253;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Turkije;2005;635;0.27;9;14;0.04
254;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Turkije;2006;680;0.28;10;15;0.04
255;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Turkije;2007;720;0.29;14;19;0.06
256;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Turkije;2008;665;0.26;13;19;0.05
257;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Turkije;2009;570;0.22;12;21;0.05
258;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Turkije;2010;545;0.2;12;22;0.04
259;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Suriname;2004;570;0.24;9;16;0.04
260;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Suriname;2005;635;0.27;12;19;0.05
261;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Suriname;2006;670;0.28;16;24;0.07
262;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Suriname;2007;585;0.24;13;22;0.05
263;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Suriname;2008;575;0.23;12;21;0.05
264;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Suriname;2009;475;0.19;10;22;0.04
265;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Suriname;2010;425;0.16;11;25;0.04
266;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederlandse Antillen en Aruba;2004;205;0.24;6;32;0.08
267;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederlandse Antillen en Aruba;2005;225;0.27;6;28;0.08
268;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederlandse Antillen en Aruba;2006;230;0.27;4;18;0.05
269;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederlandse Antillen en Aruba;2007;215;0.25;4;18;0.05
270;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederlandse Antillen en Aruba;2008;210;0.23;4;20;0.05
271;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederlandse Antillen en Aruba;2009;180;0.19;4;21;0.04
272;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederlandse Antillen en Aruba;2010;155;0.16;4;25;0.04
273;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige niet-westers;2004;625;0.18;11;17;0.03
274;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige niet-westers;2005;645;0.18;10;16;0.03
275;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige niet-westers;2006;650;0.18;11;17;0.03
276;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige niet-westers;2007;665;0.18;13;19;0.04
277;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige niet-westers;2008;660;0.17;13;19;0.03
278;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige niet-westers;2009;510;0.12;10;20;0.02
279;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overige niet-westers;2010;495;0.12;11;23;0.03
280;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal herkomstgroeperingen;2004;119180;0.94;17583;148;1.38
281;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal herkomstgroeperingen;2005;66675;0.52;11314;170;0.89
282;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal herkomstgroeperingen;2006;56665;0.44;10637;188;0.83
283;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal herkomstgroeperingen;2007;59540;0.46;12262;206;0.96
284;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal herkomstgroeperingen;2008;80850;0.62;18501;229;1.43
285;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal herkomstgroeperingen;2009;98100;0.75;24419;249;1.87
286;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal herkomstgroeperingen;2010;107350;0.82;28174;262;2.14
287;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Autochtoon;2004;104075;0.99;15458;149;1.47
288;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Autochtoon;2005;58970;0.56;10092;171;0.96
289;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Autochtoon;2006;50655;0.48;9558;189;0.91
290;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Autochtoon;2007;53595;0.51;11044;206;1.05
291;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Autochtoon;2008;72910;0.69;16678;229;1.58
292;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Autochtoon;2009;88190;0.83;21949;249;2.07
293;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Autochtoon;2010;96075;0.9;25239;263;2.38
294;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal allochtoon;2004;15105;0.67;2125;141;0.94
295;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal allochtoon;2005;7705;0.34;1223;159;0.53
296;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal allochtoon;2006;6010;0.26;1079;180;0.47
297;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal allochtoon;2007;5945;0.26;1218;205;0.53
298;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal allochtoon;2008;7940;0.33;1823;230;0.76
299;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal allochtoon;2009;9905;0.4;2470;249;1.0
300;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal allochtoon;2010;11270;0.45;2935;260;1.17
301;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Westerse allochtoon;2004;10310;0.88;1508;146;1.29
302;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Westerse allochtoon;2005;5720;0.49;953;167;0.81
303;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Westerse allochtoon;2006;4685;0.4;858;183;0.73
304;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Westerse allochtoon;2007;4935;0.42;1014;205;0.86
305;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Westerse allochtoon;2008;6560;0.55;1519;232;1.26
306;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Westerse allochtoon;2009;8140;0.67;2039;250;1.67
307;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Westerse allochtoon;2010;8975;0.73;2354;262;1.9
308;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal Niet-westerse allochtoon;2004;4795;0.44;617;129;0.57
309;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal Niet-westerse allochtoon;2005;1985;0.18;269;136;0.24
310;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal Niet-westerse allochtoon;2006;1325;0.12;221;167;0.2
311;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal Niet-westerse allochtoon;2007;1010;0.09;205;202;0.18
312;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal Niet-westerse allochtoon;2008;1380;0.12;304;221;0.25
313;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal Niet-westerse allochtoon;2009;1765;0.14;431;244;0.35
314;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal Niet-westerse allochtoon;2010;2300;0.18;582;253;0.46
315;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Marokko;2004;375;0.2;46;123;0.24
316;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Marokko;2005;200;0.1;26;129;0.13
317;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Marokko;2006;145;0.07;27;187;0.14
318;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Marokko;2007;115;0.06;25;218;0.12
319;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Marokko;2008;155;0.07;39;252;0.18
320;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Marokko;2009;225;0.1;67;298;0.31
321;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Marokko;2010;280;0.13;84;303;0.38
322;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Turkije;2004;925;0.4;94;102;0.41
323;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Turkije;2005;320;0.14;36;112;0.15
324;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Turkije;2006;210;0.09;33;156;0.14
325;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Turkije;2007;175;0.07;33;191;0.14
326;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Turkije;2008;205;0.08;41;198;0.16
327;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Turkije;2009;230;0.09;49;215;0.19
328;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Turkije;2010;355;0.13;83;232;0.31
329;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Suriname;2004;2340;1.0;333;143;1.42
330;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Suriname;2005;895;0.37;127;142;0.53
331;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Suriname;2006;575;0.24;95;166;0.39
332;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Suriname;2007;430;0.18;89;206;0.36
333;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Suriname;2008;615;0.25;139;226;0.55
334;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Suriname;2009;795;0.31;198;250;0.77
335;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Suriname;2010;995;0.38;260;261;1.0
336;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederlandse Antillen en Aruba;2004;310;0.36;37;121;0.44
337;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederlandse Antillen en Aruba;2005;140;0.16;21;149;0.25
338;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederlandse Antillen en Aruba;2006;105;0.12;19;182;0.23
339;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederlandse Antillen en Aruba;2007;85;0.1;17;206;0.2
340;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederlandse Antillen en Aruba;2008;115;0.12;25;219;0.27
341;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederlandse Antillen en Aruba;2009;150;0.16;38;249;0.4
342;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederlandse Antillen en Aruba;2010;190;0.2;47;245;0.49
343;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige niet-westers;2004;850;0.24;107;126;0.3
344;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige niet-westers;2005;430;0.12;60;140;0.17
345;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige niet-westers;2006;285;0.08;46;160;0.13
346;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige niet-westers;2007;210;0.06;41;194;0.11
347;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige niet-westers;2008;290;0.07;61;209;0.16
348;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige niet-westers;2009;365;0.09;78;214;0.19
349;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overige niet-westers;2010;480;0.11;108;225;0.25
350;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal herkomstgroeperingen;2004;19675;0.15;2444;124;0.19
351;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal herkomstgroeperingen;2005;24720;0.19;3210;130;0.25
352;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal herkomstgroeperingen;2006;26990;0.21;3671;136;0.29
353;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal herkomstgroeperingen;2007;20795;0.16;2983;143;0.23
354;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal herkomstgroeperingen;2008;14650;0.11;2137;146;0.16
355;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal herkomstgroeperingen;2009;11585;0.09;1750;151;0.13
356;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal herkomstgroeperingen;2010;9995;0.08;1557;156;0.12
357;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Autochtoon;2004;17580;0.17;2192;125;0.21
358;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Autochtoon;2005;21725;0.21;2819;130;0.27
359;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Autochtoon;2006;23700;0.23;3222;136;0.31
360;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Autochtoon;2007;18130;0.17;2595;143;0.25
361;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Autochtoon;2008;12725;0.12;1860;146;0.18
362;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Autochtoon;2009;10115;0.1;1528;151;0.14
363;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Autochtoon;2010;8680;0.08;1346;155;0.13
364;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal allochtoon;2004;2095;0.09;252;120;0.11
365;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal allochtoon;2005;2995;0.13;391;131;0.17
366;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal allochtoon;2006;3285;0.14;450;137;0.2
367;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal allochtoon;2007;2665;0.11;388;146;0.17
368;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal allochtoon;2008;1925;0.08;278;144;0.12
369;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal allochtoon;2009;1470;0.06;222;151;0.09
370;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal allochtoon;2010;1315;0.05;210;160;0.08
371;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Westerse allochtoon;2004;1700;0.15;212;125;0.18
372;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Westerse allochtoon;2005;2175;0.19;280;129;0.24
373;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Westerse allochtoon;2006;2375;0.2;322;136;0.27
374;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Westerse allochtoon;2007;1850;0.16;265;143;0.23
375;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Westerse allochtoon;2008;1335;0.11;189;141;0.16
376;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Westerse allochtoon;2009;1015;0.08;153;151;0.13
377;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Westerse allochtoon;2010;885;0.07;135;152;0.11
378;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal Niet-westerse allochtoon;2004;400;0.04;41;102;0.04
379;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal Niet-westerse allochtoon;2005;825;0.07;111;134;0.1
380;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal Niet-westerse allochtoon;2006;910;0.08;127;140;0.11
381;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal Niet-westerse allochtoon;2007;815;0.07;123;151;0.11
382;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal Niet-westerse allochtoon;2008;585;0.05;89;151;0.07
383;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal Niet-westerse allochtoon;2009;455;0.04;69;153;0.06
384;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal Niet-westerse allochtoon;2010;430;0.03;76;176;0.06
385;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Marokko;2004;40;0.02;3;73;0.02
386;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Marokko;2005;70;0.03;8;114;0.04
387;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Marokko;2006;90;0.05;14;150;0.07
388;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Marokko;2007;85;0.04;14;166;0.07
389;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Marokko;2008;60;0.03;9;155;0.04
390;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Marokko;2009;55;0.03;7;127;0.03
391;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Marokko;2010;45;0.02;8;177;0.04
392;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Turkije;2004;75;0.03;7;90;0.03
393;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Turkije;2005;135;0.06;15;108;0.06
394;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Turkije;2006;145;0.06;17;115;0.07
395;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Turkije;2007;110;0.04;15;137;0.06
396;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Turkije;2008;80;0.03;10;123;0.04
397;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Turkije;2009;65;0.03;9;142;0.04
398;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Turkije;2010;65;0.03;10;155;0.04
399;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Suriname;2004;180;0.08;21;118;0.09
400;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Suriname;2005;375;0.16;58;156;0.24
401;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Suriname;2006;415;0.17;61;147;0.25
402;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Suriname;2007;390;0.16;56;145;0.23
403;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Suriname;2008;275;0.11;42;153;0.17
404;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Suriname;2009;200;0.08;31;158;0.12
405;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Suriname;2010;190;0.07;32;168;0.12
406;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Nederlandse Antillen en Aruba;2004;35;0.04;3;89;0.03
407;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Nederlandse Antillen en Aruba;2005;80;0.1;11;130;0.12
408;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Nederlandse Antillen en Aruba;2006;85;0.1;10;124;0.12
409;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Nederlandse Antillen en Aruba;2007;75;0.09;12;163;0.14
410;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Nederlandse Antillen en Aruba;2008;65;0.07;10;154;0.11
411;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Nederlandse Antillen en Aruba;2009;35;0.04;6;168;0.07
412;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Nederlandse Antillen en Aruba;2010;50;0.05;9;181;0.09
413;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige niet-westers;2004;70;0.02;7;97;0.02
414;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige niet-westers;2005;165;0.05;19;117;0.05
415;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige niet-westers;2006;170;0.05;25;146;0.07
416;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige niet-westers;2007;155;0.04;25;160;0.07
417;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige niet-westers;2008;110;0.03;18;165;0.05
418;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige niet-westers;2009;95;0.02;15;157;0.04
419;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Overige niet-westers;2010;80;0.02;17;208;0.04
420;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal herkomstgroeperingen;2004;66680;0.52;8566;128;0.67
421;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal herkomstgroeperingen;2005;66165;0.52;6914;104;0.54
422;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal herkomstgroeperingen;2006;66135;0.52;7230;109;0.56
423;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal herkomstgroeperingen;2007;76455;0.6;9461;124;0.74
424;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal herkomstgroeperingen;2008;73190;0.56;9279;127;0.72
425;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal herkomstgroeperingen;2009;67345;0.52;8685;129;0.67
426;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal herkomstgroeperingen;2010;67080;0.51;8911;133;0.68
427;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Autochtoon;2004;59975;0.57;7678;128;0.73
428;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Autochtoon;2005;59345;0.57;6164;104;0.59
429;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Autochtoon;2006;59175;0.56;6438;109;0.61
430;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Autochtoon;2007;67995;0.65;8376;123;0.8
431;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Autochtoon;2008;64685;0.61;8173;126;0.77
432;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Autochtoon;2009;59725;0.56;7677;129;0.72
433;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Autochtoon;2010;59435;0.56;7839;132;0.74
434;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal allochtoon;2004;6710;0.3;888;132;0.39
435;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal allochtoon;2005;6820;0.3;750;110;0.33
436;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal allochtoon;2006;6960;0.3;792;114;0.34
437;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal allochtoon;2007;8460;0.36;1085;128;0.47
438;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal allochtoon;2008;8500;0.36;1107;130;0.46
439;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal allochtoon;2009;7625;0.31;1008;132;0.41
440;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Totaal allochtoon;2010;7645;0.3;1072;140;0.43
441;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Westerse allochtoon;2004;5340;0.46;728;136;0.62
442;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Westerse allochtoon;2005;5340;0.45;576;108;0.49
443;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Westerse allochtoon;2006;5335;0.45;582;109;0.5
444;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;6;Westerse allochtoon;2007;6325;0.54;775;123;0.66
