ID;Bestemming;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2005_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4
0;A-U Alle economische activiteiten;1969;13519.0;44815.0;;30.2
1;A-U Alle economische activiteiten;1970;16358.0;49996.0;11.6;32.7
2;A-U Alle economische activiteiten;1971;18642.0;51393.0;2.8;36.3
3;A-U Alle economische activiteiten;1972;19316.0;49446.0;-3.8;39.1
4;A-U Alle economische activiteiten;1973;21072.0;50304.0;1.7;41.9
5;A-U Alle economische activiteiten;1974;22106.0;47544.0;-5.5;46.5
6;A-U Alle economische activiteiten;1975;23909.0;46510.0;-2.2;51.4
7;A-U Alle economische activiteiten;1976;25969.0;46409.0;-0.2;56.0
8;A-U Alle economische activiteiten;1977;29624.0;49942.0;7.6;59.3
9;A-U Alle economische activiteiten;1978;32100.0;50990.0;2.1;63.0
10;A-U Alle economische activiteiten;1979;33265.0;49680.0;-2.6;67.0
11;A-U Alle economische activiteiten;1980;36736.0;51217.0;3.1;71.7
12;A-U Alle economische activiteiten;1981;35567.0;46409.0;-9.4;76.6
13;A-U Alle economische activiteiten;1982;35682.0;45174.0;-2.7;79.0
14;A-U Alle economische activiteiten;1983;36706.0;46112.0;2.1;79.6
15;A-U Alle economische activiteiten;1984;39852.0;49644.0;7.7;80.3
16;A-U Alle economische activiteiten;1985;42814.0;53507.0;7.8;80.0
17;A-U Alle economische activiteiten;1986;45176.0;56991.0;6.5;79.3
18;A-U Alle economische activiteiten;1987;46361.0;58019.0;1.8;79.9
19;A-U Alle economische activiteiten;1988;51491.0;63648.0;9.7;80.9
20;A-U Alle economische activiteiten;1989;53761.0;65833.0;3.4;81.7
21;A-U Alle economische activiteiten;1990;56198.0;67929.0;3.2;82.7
22;A-U Alle economische activiteiten;1991;57627.0;68558.0;0.9;84.1
23;A-U Alle economische activiteiten;1992;59623.0;69958.0;2.0;85.2
24;A-U Alle economische activiteiten;1993;59171.0;68886.0;-1.5;85.9
25;A-U Alle economische activiteiten;1994;60600.0;70355.0;2.1;86.1
26;A-U Alle economische activiteiten;1995;64210.0;74139.0;5.4;86.6
27;A-U Alle economische activiteiten;1996;69948.0;80506.0;8.6;86.9
28;A-U Alle economische activiteiten;1997;75888.0;87261.0;8.4;87.0
29;A-U Alle economische activiteiten;1998;81292.0;93189.0;6.8;87.2
30;A-U Alle economische activiteiten;1999;89418.0;101391.0;8.8;88.2
31;A-U Alle economische activiteiten;2000;92742.0;102067.0;0.7;90.9
32;A-U Alle economische activiteiten;2001;96197.0;102696.0;0.6;93.7
33;A-U Alle economische activiteiten;2002;94507.0;98234.0;-4.3;96.2
34;A-U Alle economische activiteiten;2003;94759.0;96986.0;-1.3;97.7
35;A-U Alle economische activiteiten;2004;94336.0;95475.0;-1.6;98.8
36;A-U Alle economische activiteiten;2005;99170.0;99170.0;3.9;100.0
37;A-U Alle economische activiteiten;2006;108568.0;106444.0;7.3;102.0
38;A-U Alle economische activiteiten;2007;116712.0;112371.0;5.6;103.9
39;A-U Alle economische activiteiten;2008;124191.0;117233.0;4.3;105.9
40;A-U Alle economische activiteiten;2009;111123.0;103460.0;-11.7;107.4
41;A-U Alle economische activiteiten;2010;104492.0;96101.0;-7.1;108.7
42;A-U Alle economische activiteiten;2011;109531.0;101815.0;5.9;107.6
43;A-U Alle economische activiteiten;2012;104493.0;97650.0;-4.1;107.0
44;A Landbouw, bosbouw en visserij;1969;810.0;2815.0;;28.8
45;A Landbouw, bosbouw en visserij;1970;805.0;2621.0;-6.9;30.7
46;A Landbouw, bosbouw en visserij;1971;694.0;1914.0;-27.0;36.3
47;A Landbouw, bosbouw en visserij;1972;892.0;2300.0;20.2;38.8
48;A Landbouw, bosbouw en visserij;1973;1291.0;3164.0;37.6;40.8
49;A Landbouw, bosbouw en visserij;1974;1216.0;2745.0;-13.2;44.3
50;A Landbouw, bosbouw en visserij;1975;1274.0;2598.0;-5.3;49.0
51;A Landbouw, bosbouw en visserij;1976;1391.0;2649.0;2.0;52.5
52;A Landbouw, bosbouw en visserij;1977;1474.0;2647.0;-0.1;55.7
53;A Landbouw, bosbouw en visserij;1978;1937.0;3296.0;24.5;58.8
54;A Landbouw, bosbouw en visserij;1979;2095.0;3384.0;2.7;61.9
55;A Landbouw, bosbouw en visserij;1980;1661.0;2533.0;-25.2;65.6
56;A Landbouw, bosbouw en visserij;1981;1676.0;2333.0;-7.9;71.8
57;A Landbouw, bosbouw en visserij;1982;1769.0;2323.0;-0.4;76.1
58;A Landbouw, bosbouw en visserij;1983;2064.0;2703.0;16.3;76.4
59;A Landbouw, bosbouw en visserij;1984;1789.0;2359.0;-12.7;75.9
60;A Landbouw, bosbouw en visserij;1985;2023.0;2643.0;12.1;76.5
61;A Landbouw, bosbouw en visserij;1986;2239.0;2970.0;12.4;75.4
62;A Landbouw, bosbouw en visserij;1987;1945.0;2549.0;-14.2;76.3
63;A Landbouw, bosbouw en visserij;1988;2260.0;2903.0;13.7;77.8
64;A Landbouw, bosbouw en visserij;1989;2431.0;3028.0;4.3;80.3
65;A Landbouw, bosbouw en visserij;1990;2503.0;3125.0;3.2;80.1
66;A Landbouw, bosbouw en visserij;1991;2561.0;3173.0;1.5;80.7
67;A Landbouw, bosbouw en visserij;1992;2415.0;2928.0;-7.7;82.5
68;A Landbouw, bosbouw en visserij;1993;2253.0;2719.0;-7.2;82.9
69;A Landbouw, bosbouw en visserij;1994;2304.0;2779.0;2.2;82.9
70;A Landbouw, bosbouw en visserij;1995;2308.0;2775.0;-0.1;83.2
71;A Landbouw, bosbouw en visserij;1996;2345.0;2870.0;3.4;81.7
72;A Landbouw, bosbouw en visserij;1997;2977.0;3553.0;23.8;83.8
73;A Landbouw, bosbouw en visserij;1998;2615.0;3096.0;-12.9;84.5
74;A Landbouw, bosbouw en visserij;1999;3280.0;3840.0;24.0;85.4
75;A Landbouw, bosbouw en visserij;2000;3240.0;3660.0;-4.7;88.5
76;A Landbouw, bosbouw en visserij;2001;3422.0;3751.0;2.5;91.2
77;A Landbouw, bosbouw en visserij;2002;3459.0;3627.0;-3.3;95.4
78;A Landbouw, bosbouw en visserij;2003;3553.0;3651.0;0.7;97.3
79;A Landbouw, bosbouw en visserij;2004;3221.0;3279.0;-10.2;98.2
80;A Landbouw, bosbouw en visserij;2005;3262.0;3262.0;-0.5;100.0
81;A Landbouw, bosbouw en visserij;2006;3446.0;3364.0;3.1;102.4
82;A Landbouw, bosbouw en visserij;2007;4201.0;4013.0;19.3;104.7
83;A Landbouw, bosbouw en visserij;2008;4519.0;4202.0;4.7;107.5
84;A Landbouw, bosbouw en visserij;2009;4168.0;3811.0;-9.3;109.4
85;A Landbouw, bosbouw en visserij;2010;4667.0;4124.0;8.2;113.2
86;A Landbouw, bosbouw en visserij;2011;5084.0;4476.0;8.5;113.6
87;A Landbouw, bosbouw en visserij;2012;4207.0;3691.0;-17.5;114.0
88;01 Landbouw;1969;;;;
89;01 Landbouw;1970;;;;
90;01 Landbouw;1971;;;;
91;01 Landbouw;1972;;;;
92;01 Landbouw;1973;;;;
93;01 Landbouw;1974;;;;
94;01 Landbouw;1975;;;;
95;01 Landbouw;1976;;;;
96;01 Landbouw;1977;;;;
97;01 Landbouw;1978;;;;
98;01 Landbouw;1979;;;;
99;01 Landbouw;1980;;;;
100;01 Landbouw;1981;;;;
101;01 Landbouw;1982;;;;
102;01 Landbouw;1983;;;;
103;01 Landbouw;1984;;;;
104;01 Landbouw;1985;;;;
105;01 Landbouw;1986;;;;
106;01 Landbouw;1987;;;;
107;01 Landbouw;1988;2123.0;2729.0;;77.8
108;01 Landbouw;1989;2330.0;2903.0;6.4;80.3
109;01 Landbouw;1990;2432.0;3040.0;4.7;80.0
110;01 Landbouw;1991;2533.0;3141.0;3.3;80.6
111;01 Landbouw;1992;2369.0;2876.0;-8.4;82.4
112;01 Landbouw;1993;2196.0;2652.0;-7.8;82.8
113;01 Landbouw;1994;2197.0;2654.0;0.0;82.8
114;01 Landbouw;1995;2261.0;2722.0;2.6;83.0
115;01 Landbouw;1996;2298.0;2818.0;3.5;81.6
116;01 Landbouw;1997;2939.0;3510.0;24.6;83.7
117;01 Landbouw;1998;2546.0;3019.0;-14.0;84.3
118;01 Landbouw;1999;3200.0;3752.0;24.3;85.3
119;01 Landbouw;2000;3120.0;3526.0;-6.0;88.5
120;01 Landbouw;2001;3347.0;3667.0;4.0;91.3
121;01 Landbouw;2002;3361.0;3523.0;-3.9;95.4
122;01 Landbouw;2003;3485.0;3579.0;1.6;97.4
123;01 Landbouw;2004;3174.0;3231.0;-9.7;98.2
124;01 Landbouw;2005;3223.0;3223.0;-0.3;100.0
125;01 Landbouw;2006;3390.0;3307.0;2.6;102.5
126;01 Landbouw;2007;4144.0;3956.0;19.6;104.8
127;01 Landbouw;2008;4471.0;4154.0;5.0;107.6
128;01 Landbouw;2009;4081.0;3728.0;-10.3;109.5
129;01 Landbouw;2010;4629.0;4086.0;9.6;113.3
130;01 Landbouw;2011;5046.0;4438.0;8.6;113.7
131;01 Landbouw;2012;;;;
132;02 Bosbouw;1969;;;;
133;02 Bosbouw;1970;;;;
134;02 Bosbouw;1971;;;;
135;02 Bosbouw;1972;;;;
136;02 Bosbouw;1973;;;;
137;02 Bosbouw;1974;;;;
138;02 Bosbouw;1975;;;;
139;02 Bosbouw;1976;;;;
140;02 Bosbouw;1977;;;;
141;02 Bosbouw;1978;;;;
142;02 Bosbouw;1979;;;;
143;02 Bosbouw;1980;;;;
144;02 Bosbouw;1981;;;;
145;02 Bosbouw;1982;;;;
146;02 Bosbouw;1983;;;;
147;02 Bosbouw;1984;;;;
148;02 Bosbouw;1985;;;;
149;02 Bosbouw;1986;;;;
150;02 Bosbouw;1987;;;;
151;02 Bosbouw;1988;5.0;8.0;;
152;02 Bosbouw;1989;4.0;8.0;;
153;02 Bosbouw;1990;5.0;11.0;;
154;02 Bosbouw;1991;4.0;8.0;;
155;02 Bosbouw;1992;6.0;11.0;;
156;02 Bosbouw;1993;4.0;7.0;;
157;02 Bosbouw;1994;7.0;12.0;;
158;02 Bosbouw;1995;3.0;4.0;;
159;02 Bosbouw;1996;3.0;4.0;;
160;02 Bosbouw;1997;3.0;5.0;;
161;02 Bosbouw;1998;5.0;6.0;;
162;02 Bosbouw;1999;7.0;9.0;;
163;02 Bosbouw;2000;9.0;11.0;;
164;02 Bosbouw;2001;16.0;20.0;;
165;02 Bosbouw;2002;13.0;16.0;;
166;02 Bosbouw;2003;11.0;14.0;;
167;02 Bosbouw;2004;10.0;10.0;;
168;02 Bosbouw;2005;13.0;13.0;;
169;02 Bosbouw;2006;11.0;12.0;;
170;02 Bosbouw;2007;12.0;13.0;;
171;02 Bosbouw;2008;11.0;11.0;;
172;02 Bosbouw;2009;13.0;13.0;;
173;02 Bosbouw;2010;10.0;10.0;;
174;02 Bosbouw;2011;6.0;6.0;;
175;02 Bosbouw;2012;;;;
176;03 Visserij;1969;;;;
177;03 Visserij;1970;;;;
178;03 Visserij;1971;;;;
179;03 Visserij;1972;;;;
180;03 Visserij;1973;;;;
181;03 Visserij;1974;;;;
182;03 Visserij;1975;;;;
183;03 Visserij;1976;;;;
184;03 Visserij;1977;;;;
185;03 Visserij;1978;;;;
186;03 Visserij;1979;;;;
187;03 Visserij;1980;;;;
188;03 Visserij;1981;;;;
189;03 Visserij;1982;;;;
190;03 Visserij;1983;;;;
191;03 Visserij;1984;;;;
192;03 Visserij;1985;;;;
193;03 Visserij;1986;;;;
194;03 Visserij;1987;;;;
195;03 Visserij;1988;132.0;156.0;;84.8
196;03 Visserij;1989;97.0;111.0;-28.8;87.5
197;03 Visserij;1990;66.0;73.0;-34.0;90.3
198;03 Visserij;1991;24.0;27.0;-63.6;90.3
199;03 Visserij;1992;40.0;44.0;66.7;90.3
200;03 Visserij;1993;53.0;59.0;32.5;90.3
201;03 Visserij;1994;100.0;110.0;86.8;91.2
202;03 Visserij;1995;44.0;49.0;-55.0;89.2
203;03 Visserij;1996;44.0;49.0;0.0;89.2
204;03 Visserij;1997;35.0;40.0;-18.2;86.7
205;03 Visserij;1998;64.0;72.0;77.1;89.5
206;03 Visserij;1999;73.0;80.0;12.5;90.7
207;03 Visserij;2000;111.0;121.0;50.7;91.5
208;03 Visserij;2001;59.0;66.0;-45.9;90.0
209;03 Visserij;2002;85.0;90.0;37.3;94.5
210;03 Visserij;2003;57.0;59.0;-34.1;96.2
211;03 Visserij;2004;37.0;38.0;-35.1;96.2
212;03 Visserij;2005;26.0;26.0;-32.4;100.0
213;03 Visserij;2006;45.0;45.0;73.1;100.0
214;03 Visserij;2007;45.0;44.0;-2.2;102.3
215;03 Visserij;2008;37.0;36.0;-17.8;102.3
216;03 Visserij;2009;74.0;71.0;97.3;103.7
217;03 Visserij;2010;28.0;27.0;-62.2;103.7
218;03 Visserij;2011;32.0;30.0;10.7;107.0
219;03 Visserij;2012;;;;
220;B-E Nijverheid (geen bouw) en energie;1969;3192.0;8112.0;;39.4
221;B-E Nijverheid (geen bouw) en energie;1970;4153.0;9728.0;19.9;42.7
222;B-E Nijverheid (geen bouw) en energie;1971;4632.0;9969.0;2.5;46.5
223;B-E Nijverheid (geen bouw) en energie;1972;4330.0;8852.0;-11.2;48.9
224;B-E Nijverheid (geen bouw) en energie;1973;4263.0;8333.0;-5.9;51.2
225;B-E Nijverheid (geen bouw) en energie;1974;4617.0;8131.0;-2.4;56.8
226;B-E Nijverheid (geen bouw) en energie;1975;5148.0;8179.0;0.6;62.9
227;B-E Nijverheid (geen bouw) en energie;1976;5127.0;7586.0;-7.2;67.6
228;B-E Nijverheid (geen bouw) en energie;1977;5826.0;8307.0;9.5;70.1
229;B-E Nijverheid (geen bouw) en energie;1978;5943.0;8096.0;-2.5;73.4
230;B-E Nijverheid (geen bouw) en energie;1979;5956.0;7723.0;-4.6;77.1
231;B-E Nijverheid (geen bouw) en energie;1980;7100.0;8729.0;13.0;81.3
232;B-E Nijverheid (geen bouw) en energie;1981;6725.0;7713.0;-11.6;87.2
233;B-E Nijverheid (geen bouw) en energie;1982;6576.0;7265.0;-5.8;90.5
234;B-E Nijverheid (geen bouw) en energie;1983;6761.0;7367.0;1.4;91.8
235;B-E Nijverheid (geen bouw) en energie;1984;8375.0;9097.0;23.5;92.1
236;B-E Nijverheid (geen bouw) en energie;1985;10046.0;10902.0;19.8;92.1
237;B-E Nijverheid (geen bouw) en energie;1986;10653.0;11694.0;7.3;91.1
238;B-E Nijverheid (geen bouw) en energie;1987;10696.0;11684.0;-0.1;91.5
239;B-E Nijverheid (geen bouw) en energie;1988;10221.0;11117.0;-4.9;91.9
240;B-E Nijverheid (geen bouw) en energie;1989;10601.0;11402.0;2.6;93.0
241;B-E Nijverheid (geen bouw) en energie;1990;10831.0;11536.0;1.2;93.9
242;B-E Nijverheid (geen bouw) en energie;1991;11200.0;11770.0;2.0;95.2
243;B-E Nijverheid (geen bouw) en energie;1992;11112.0;11606.0;-1.4;95.7
244;B-E Nijverheid (geen bouw) en energie;1993;12028.0;12462.0;7.4;96.5
245;B-E Nijverheid (geen bouw) en energie;1994;11188.0;11634.0;-6.6;96.2
246;B-E Nijverheid (geen bouw) en energie;1995;12332.0;12774.0;9.8;96.5
247;B-E Nijverheid (geen bouw) en energie;1996;13383.0;13968.0;9.3;95.8
248;B-E Nijverheid (geen bouw) en energie;1997;14679.0;15333.0;9.8;95.7
249;B-E Nijverheid (geen bouw) en energie;1998;13402.0;14014.0;-8.6;95.6
250;B-E Nijverheid (geen bouw) en energie;1999;12673.0;13235.0;-5.6;95.8
251;B-E Nijverheid (geen bouw) en energie;2000;12365.0;12721.0;-3.9;97.2
252;B-E Nijverheid (geen bouw) en energie;2001;11916.0;12099.0;-4.9;98.5
253;B-E Nijverheid (geen bouw) en energie;2002;12247.0;12323.0;1.8;99.4
254;B-E Nijverheid (geen bouw) en energie;2003;12078.0;12211.0;-0.9;98.9
255;B-E Nijverheid (geen bouw) en energie;2004;11088.0;11168.0;-8.5;99.3
256;B-E Nijverheid (geen bouw) en energie;2005;11901.0;11901.0;6.6;100.0
257;B-E Nijverheid (geen bouw) en energie;2006;13494.0;13321.0;11.9;101.3
258;B-E Nijverheid (geen bouw) en energie;2007;14203.0;13746.0;3.2;103.3
259;B-E Nijverheid (geen bouw) en energie;2008;15324.0;14477.0;5.3;105.8
260;B-E Nijverheid (geen bouw) en energie;2009;14433.0;13521.0;-6.6;106.7
261;B-E Nijverheid (geen bouw) en energie;2010;14031.0;12968.0;-4.1;108.2
262;B-E Nijverheid (geen bouw) en energie;2011;16622.0;15221.0;17.4;109.2
263;B-E Nijverheid (geen bouw) en energie;2012;15024.0;13640.0;-10.4;110.1
264;B Delfstoffenwinning;1969;208.0;662.0;;31.4
265;B Delfstoffenwinning;1970;278.0;818.0;23.6;34.0
266;B Delfstoffenwinning;1971;490.0;1318.0;61.2;37.2
267;B Delfstoffenwinning;1972;474.0;1192.0;-9.6;39.8
268;B Delfstoffenwinning;1973;428.0;1026.0;-13.9;41.7
269;B Delfstoffenwinning;1974;429.0;921.0;-10.3;46.6
270;B Delfstoffenwinning;1975;754.0;1463.0;59.0;51.5
271;B Delfstoffenwinning;1976;678.0;1223.0;-16.4;55.4
272;B Delfstoffenwinning;1977;747.0;1286.0;5.2;58.1
273;B Delfstoffenwinning;1978;787.0;1288.0;0.1;61.1
274;B Delfstoffenwinning;1979;681.0;1057.0;-17.9;64.4
275;B Delfstoffenwinning;1980;815.0;1189.0;12.5;68.6
276;B Delfstoffenwinning;1981;928.0;1263.0;6.3;73.5
277;B Delfstoffenwinning;1982;1164.0;1519.0;20.3;76.6
278;B Delfstoffenwinning;1983;1183.0;1519.0;0.0;77.9
279;B Delfstoffenwinning;1984;1197.0;1518.0;-0.1;78.9
280;B Delfstoffenwinning;1985;1630.0;2044.0;34.7;79.7
281;B Delfstoffenwinning;1986;1203.0;1522.0;-25.5;79.0
282;B Delfstoffenwinning;1987;1014.0;1268.0;-16.7;80.0
283;B Delfstoffenwinning;1988;915.0;1134.0;-10.6;80.7
284;B Delfstoffenwinning;1989;968.0;1185.0;4.5;81.7
285;B Delfstoffenwinning;1990;1143.0;1378.0;16.3;82.9
286;B Delfstoffenwinning;1991;1545.0;1817.0;31.8;85.0
287;B Delfstoffenwinning;1992;1524.0;1767.0;-2.8;86.3
288;B Delfstoffenwinning;1993;2085.0;2388.0;35.2;87.3
289;B Delfstoffenwinning;1994;1287.0;1525.0;-36.2;84.4
290;B Delfstoffenwinning;1995;1202.0;1400.0;-8.2;85.8
291;B Delfstoffenwinning;1996;1172.0;1354.0;-3.3;86.6
292;B Delfstoffenwinning;1997;2223.0;2529.0;86.9;87.9
293;B Delfstoffenwinning;1998;1550.0;1718.0;-32.1;90.2
294;B Delfstoffenwinning;1999;1124.0;1233.0;-28.3;91.2
295;B Delfstoffenwinning;2000;1032.0;1103.0;-10.5;93.5
296;B Delfstoffenwinning;2001;1459.0;1525.0;38.3;95.6
297;B Delfstoffenwinning;2002;1576.0;1611.0;5.6;97.8
298;B Delfstoffenwinning;2003;1709.0;1735.0;7.7;98.5
299;B Delfstoffenwinning;2004;1201.0;1215.0;-30.0;98.8
300;B Delfstoffenwinning;2005;1375.0;1375.0;13.2;100.0
301;B Delfstoffenwinning;2006;2032.0;1985.0;44.4;102.4
302;B Delfstoffenwinning;2007;1585.0;1507.0;-24.1;105.2
303;B Delfstoffenwinning;2008;2074.0;1906.0;26.4;108.8
304;B Delfstoffenwinning;2009;1976.0;1812.0;-4.9;109.0
305;B Delfstoffenwinning;2010;2016.0;1823.0;0.6;110.6
306;B Delfstoffenwinning;2011;4073.0;3563.0;95.4;114.3
307;B Delfstoffenwinning;2012;3509.0;3022.0;-15.2;116.1
308;06 Winning van aardolie en aardgas;1969;;;;
309;06 Winning van aardolie en aardgas;1970;;;;
310;06 Winning van aardolie en aardgas;1971;;;;
311;06 Winning van aardolie en aardgas;1972;;;;
312;06 Winning van aardolie en aardgas;1973;;;;
313;06 Winning van aardolie en aardgas;1974;;;;
314;06 Winning van aardolie en aardgas;1975;;;;
315;06 Winning van aardolie en aardgas;1976;;;;
316;06 Winning van aardolie en aardgas;1977;;;;
317;06 Winning van aardolie en aardgas;1978;;;;
318;06 Winning van aardolie en aardgas;1979;;;;
319;06 Winning van aardolie en aardgas;1980;;;;
320;06 Winning van aardolie en aardgas;1981;;;;
321;06 Winning van aardolie en aardgas;1982;;;;
322;06 Winning van aardolie en aardgas;1983;;;;
323;06 Winning van aardolie en aardgas;1984;;;;
324;06 Winning van aardolie en aardgas;1985;;;;
325;06 Winning van aardolie en aardgas;1986;;;;
326;06 Winning van aardolie en aardgas;1987;;;;
327;06 Winning van aardolie en aardgas;1988;842.0;1051.0;;80.1
328;06 Winning van aardolie en aardgas;1989;890.0;1097.0;4.4;81.1
329;06 Winning van aardolie en aardgas;1990;1093.0;1327.0;21.0;82.3
330;06 Winning van aardolie en aardgas;1991;1507.0;1785.0;34.5;84.4
331;06 Winning van aardolie en aardgas;1992;1466.0;1712.0;-4.1;85.6
332;06 Winning van aardolie en aardgas;1993;2037.0;2348.0;37.2;86.8
333;06 Winning van aardolie en aardgas;1994;1265.0;1509.0;-35.7;83.8
334;06 Winning van aardolie en aardgas;1995;1180.0;1384.0;-8.3;85.3
335;06 Winning van aardolie en aardgas;1996;1129.0;1311.0;-5.3;86.1
336;06 Winning van aardolie en aardgas;1997;2181.0;2495.0;90.3;87.4
337;06 Winning van aardolie en aardgas;1998;1513.0;1685.0;-32.5;89.8
338;06 Winning van aardolie en aardgas;1999;1078.0;1186.0;-29.6;90.9
339;06 Winning van aardolie en aardgas;2000;989.0;1060.0;-10.7;93.3
340;06 Winning van aardolie en aardgas;2001;1410.0;1478.0;39.4;95.4
341;06 Winning van aardolie en aardgas;2002;1538.0;1575.0;6.6;97.7
342;06 Winning van aardolie en aardgas;2003;1649.0;1676.0;6.4;98.4
343;06 Winning van aardolie en aardgas;2004;1154.0;1169.0;-30.3;98.7
344;06 Winning van aardolie en aardgas;2005;1317.0;1317.0;12.7;100.0
345;06 Winning van aardolie en aardgas;2006;1985.0;1938.0;47.2;102.4
346;06 Winning van aardolie en aardgas;2007;1538.0;1462.0;-24.6;105.2
347;06 Winning van aardolie en aardgas;2008;2005.0;1840.0;25.9;109.0
348;06 Winning van aardolie en aardgas;2009;1953.0;1789.0;-2.7;109.1
349;06 Winning van aardolie en aardgas;2010;1998.0;1805.0;0.9;110.7
350;06 Winning van aardolie en aardgas;2011;4038.0;3528.0;95.4;114.5
351;06 Winning van aardolie en aardgas;2012;;;;
352;08 Delfstoffenwinning (geen olie en gas);1969;;;;
353;08 Delfstoffenwinning (geen olie en gas);1970;;;;
354;08 Delfstoffenwinning (geen olie en gas);1971;;;;
355;08 Delfstoffenwinning (geen olie en gas);1972;;;;
356;08 Delfstoffenwinning (geen olie en gas);1973;;;;
357;08 Delfstoffenwinning (geen olie en gas);1974;;;;
358;08 Delfstoffenwinning (geen olie en gas);1975;;;;
359;08 Delfstoffenwinning (geen olie en gas);1976;;;;
360;08 Delfstoffenwinning (geen olie en gas);1977;;;;
361;08 Delfstoffenwinning (geen olie en gas);1978;;;;
362;08 Delfstoffenwinning (geen olie en gas);1979;;;;
363;08 Delfstoffenwinning (geen olie en gas);1980;;;;
364;08 Delfstoffenwinning (geen olie en gas);1981;;;;
365;08 Delfstoffenwinning (geen olie en gas);1982;;;;
366;08 Delfstoffenwinning (geen olie en gas);1983;;;;
367;08 Delfstoffenwinning (geen olie en gas);1984;;;;
368;08 Delfstoffenwinning (geen olie en gas);1985;;;;
369;08 Delfstoffenwinning (geen olie en gas);1986;;;;
370;08 Delfstoffenwinning (geen olie en gas);1987;;;;
371;08 Delfstoffenwinning (geen olie en gas);1988;73.0;76.0;;96.1
372;08 Delfstoffenwinning (geen olie en gas);1989;78.0;80.0;5.5;97.4
373;08 Delfstoffenwinning (geen olie en gas);1990;50.0;50.0;-37.2;99.3
374;08 Delfstoffenwinning (geen olie en gas);1991;38.0;37.0;-26.0;102.0
375;08 Delfstoffenwinning (geen olie en gas);1992;58.0;56.0;50.0;103.8
376;08 Delfstoffenwinning (geen olie en gas);1993;48.0;47.0;-15.5;101.7
377;08 Delfstoffenwinning (geen olie en gas);1994;22.0;22.0;-54.2;101.7
378;08 Delfstoffenwinning (geen olie en gas);1995;22.0;22.0;0.0;101.7
379;08 Delfstoffenwinning (geen olie en gas);1996;43.0;43.0;100.0;99.4
380;08 Delfstoffenwinning (geen olie en gas);1997;42.0;41.0;-4.7;101.8
381;08 Delfstoffenwinning (geen olie en gas);1998;37.0;36.0;-11.9;101.8
382;08 Delfstoffenwinning (geen olie en gas);1999;46.0;46.0;27.0;99.6
383;08 Delfstoffenwinning (geen olie en gas);2000;43.0;43.0;-6.5;99.6
384;08 Delfstoffenwinning (geen olie en gas);2001;49.0;48.0;11.6;101.7
385;08 Delfstoffenwinning (geen olie en gas);2002;38.0;37.0;-22.4;101.7
386;08 Delfstoffenwinning (geen olie en gas);2003;60.0;59.0;57.9;101.7
387;08 Delfstoffenwinning (geen olie en gas);2004;47.0;46.0;-21.7;101.7
388;08 Delfstoffenwinning (geen olie en gas);2005;58.0;58.0;25.5;100.0
389;08 Delfstoffenwinning (geen olie en gas);2006;47.0;47.0;-19.0;100.0
390;08 Delfstoffenwinning (geen olie en gas);2007;47.0;46.0;-2.1;102.2
391;08 Delfstoffenwinning (geen olie en gas);2008;69.0;67.0;44.7;103.7
392;08 Delfstoffenwinning (geen olie en gas);2009;23.0;21.0;-68.1;108.4
393;08 Delfstoffenwinning (geen olie en gas);2010;18.0;17.0;-21.7;108.4
394;08 Delfstoffenwinning (geen olie en gas);2011;35.0;32.0;94.4;108.4
395;08 Delfstoffenwinning (geen olie en gas);2012;;;;
396;09 Dienstverlening delfstoffenwinning;1969;;;;
397;09 Dienstverlening delfstoffenwinning;1970;;;;
398;09 Dienstverlening delfstoffenwinning;1971;;;;
399;09 Dienstverlening delfstoffenwinning;1972;;;;
400;09 Dienstverlening delfstoffenwinning;1973;;;;
401;09 Dienstverlening delfstoffenwinning;1974;;;;
402;09 Dienstverlening delfstoffenwinning;1975;;;;
403;09 Dienstverlening delfstoffenwinning;1976;;;;
404;09 Dienstverlening delfstoffenwinning;1977;;;;
405;09 Dienstverlening delfstoffenwinning;1978;;;;
406;09 Dienstverlening delfstoffenwinning;1979;;;;
407;09 Dienstverlening delfstoffenwinning;1980;;;;
408;09 Dienstverlening delfstoffenwinning;1981;;;;
409;09 Dienstverlening delfstoffenwinning;1982;;;;
410;09 Dienstverlening delfstoffenwinning;1983;;;;
411;09 Dienstverlening delfstoffenwinning;1984;;;;
412;09 Dienstverlening delfstoffenwinning;1985;;;;
413;09 Dienstverlening delfstoffenwinning;1986;;;;
414;09 Dienstverlening delfstoffenwinning;1987;;;;
415;09 Dienstverlening delfstoffenwinning;1988;;;;
416;09 Dienstverlening delfstoffenwinning;1989;;;;
417;09 Dienstverlening delfstoffenwinning;1990;;;;
418;09 Dienstverlening delfstoffenwinning;1991;;;;
419;09 Dienstverlening delfstoffenwinning;1992;;;;
420;09 Dienstverlening delfstoffenwinning;1993;;;;
421;09 Dienstverlening delfstoffenwinning;1994;;;;
422;09 Dienstverlening delfstoffenwinning;1995;;;;
423;09 Dienstverlening delfstoffenwinning;1996;;;;
424;09 Dienstverlening delfstoffenwinning;1997;;;;
425;09 Dienstverlening delfstoffenwinning;1998;;;;
426;09 Dienstverlening delfstoffenwinning;1999;;;;
427;09 Dienstverlening delfstoffenwinning;2000;;;;
428;09 Dienstverlening delfstoffenwinning;2001;;;;
429;09 Dienstverlening delfstoffenwinning;2002;;;;
