ID;Warmtepompen;Sector;Perioden;InGebruikGenomenWarmtepompen_1;UitGebruikGenomenWarmtepompen_2;OpgesteldeWarmtepompenEindeVanJaar_3;InGebruikGenomenThermischVermogen_4;UitGebruikGenomenThermischVermogen_5;OpgesteldThermischVermogenEindeJaar_6;BrutoWarmteproductieWarmtepompen_7;VerbruikVanElektriciteitEnAardgas_8;BrutoEindverbruik_9;VermedenVerbruikVanFossieleEnergie_10;VermedenEmissieKooldioxideCO2_11
0;"Warmtepompen; totaal";Totaal gebouwen;1994;;;1743.0;;;16.0;69.0;34.0;35.0;23.0;1.0
1;"Warmtepompen; totaal";Totaal gebouwen;1995;67.0;0.0;1810.0;1.0;0.0;17.0;73.0;35.0;38.0;24.0;1.0
2;"Warmtepompen; totaal";Totaal gebouwen;1996;146.0;0.0;1956.0;2.0;0.0;19.0;81.0;37.0;43.0;28.0;1.0
3;"Warmtepompen; totaal";Totaal gebouwen;1997;1408.0;0.0;3364.0;8.0;0.0;27.0;115.0;47.0;68.0;40.0;1.0
4;"Warmtepompen; totaal";Totaal gebouwen;1998;1669.0;0.0;5033.0;14.0;0.0;41.0;173.0;64.0;109.0;61.0;2.0
5;"Warmtepompen; totaal";Totaal gebouwen;1999;880.0;0.0;5913.0;10.0;0.0;51.0;214.0;77.0;138.0;75.0;3.0
6;"Warmtepompen; totaal";Totaal gebouwen;2000;938.0;0.0;6851.0;14.0;0.0;65.0;270.0;92.0;178.0;94.0;3.0
7;"Warmtepompen; totaal";Totaal gebouwen;2001;1478.0;0.0;8329.0;12.0;0.0;78.0;322.0;107.0;215.0;108.0;3.0
8;"Warmtepompen; totaal";Totaal gebouwen;2002;3906.0;0.0;12235.0;24.0;0.0;102.0;426.0;138.0;288.0;140.0;4.0
9;"Warmtepompen; totaal";Totaal gebouwen;2003;3973.0;0.0;16208.0;28.0;0.0;129.0;544.0;173.0;371.0;177.0;5.0
10;"Warmtepompen; totaal";Totaal gebouwen;2004;3849.0;0.0;20056.0;53.0;0.0;182.0;760.0;235.0;525.0;257.0;8.0
11;"Warmtepompen; totaal";Totaal gebouwen;2005;3993.0;349.0;23701.0;67.0;3.0;246.0;1015.0;307.0;708.0;351.0;12.0
12;"Warmtepompen; totaal";Totaal gebouwen;2006;5494.0;349.0;28847.0;81.0;3.0;323.0;1326.0;397.0;930.0;476.0;15.0
13;"Warmtepompen; totaal";Totaal gebouwen;2007;5278.0;349.0;33776.0;109.0;3.0;428.0;1753.0;506.0;1247.0;664.0;24.0
14;"Warmtepompen; totaal";Totaal gebouwen;2008;7355.0;349.0;40782.0;146.0;3.0;571.0;2369.0;686.0;1683.0;865.0;30.0
15;"Warmtepompen; totaal";Totaal gebouwen;2009;16724.0;349.0;57158.0;326.0;3.0;894.0;3092.0;901.0;2192.0;1137.0;40.0
16;"Warmtepompen; totaal";Totaal gebouwen;2010;17953.0;67.0;75044.0;355.0;1.0;1248.0;3869.0;1150.0;2719.0;1445.0;54.0
17;"Warmtepompen; totaal";Totaal gebouwen;2011;44372.0;146.0;119270.0;426.0;2.0;1673.0;4704.0;1429.0;3275.0;1797.0;68.0
18;"Warmtepompen; totaal";Totaal gebouwen;2012;42745.0;1408.0;160608.0;387.0;8.0;2052.0;5508.0;1696.0;3813.0;1932.0;55.0
19;"Warmtepompen; totaal";Totaal gebouwen;2013;40538.0;1669.0;199477.0;384.0;14.0;2422.0;6355.0;1979.0;4377.0;2224.0;52.0
20;"Warmtepompen; totaal";Totaal gebouwen;2014;46538.0;880.0;245134.0;429.0;10.0;2841.0;7298.0;2302.0;4996.0;2362.0;45.0
21;"Warmtepompen; totaal";Totaal gebouwen;2015;51262.0;938.0;295459.0;445.0;14.0;3272.0;8314.0;2660.0;5653.0;2577.0;17.0
22;"Warmtepompen; totaal";Totaal gebouwen;2016;73862.0;1478.0;367843.0;559.0;12.0;3819.0;9633.0;3142.0;6491.0;3071.0;49.0
23;"Warmtepompen; totaal";Totaal gebouwen;2017;97300.0;3906.0;461237.0;707.0;24.0;4502.0;11395.0;3785.0;7610.0;3774.0;82.0
24;"Warmtepompen; totaal";Totaal gebouwen;2018;112777.0;3973.0;570041.0;825.0;28.0;5299.0;13659.0;4608.0;9052.0;4503.0;119.0
25;"Warmtepompen; totaal";Totaal gebouwen;2019;166010.0;3849.0;732202.0;1147.0;53.0;6393.0;16542.0;5659.0;10883.0;5611.0;232.0
26;"Warmtepompen; totaal";Totaal gebouwen;2020;321647.0;3993.0;1049856.0;1864.0;67.0;8190.0;20396.0;7068.0;13328.0;6991.0;390.0
27;"Warmtepompen; totaal";Totaal gebouwen;2021;367834.0;5494.0;1412196.0;2092.0;81.0;10202.0;24641.0;8615.0;16026.0;7136.0;276.0
28;"Warmtepompen; totaal";Totaal gebouwen;2022;403035.0;5278.0;1809952.0;2504.0;109.0;12597.0;31247.0;11071.0;20175.0;8114.0;290.0
29;"Warmtepompen; totaal";Totaal gebouwen;2023;455201.0;7355.0;2257798.0;2911.0;146.0;15362.0;39734.0;14209.0;25525.0;9933.0;344.0
30;"Warmtepompen; totaal";Totaal gebouwen;2024;393132.0;16724.0;2634207.0;2520.0;326.0;17557.0;46221.0;16625.0;29596.0;11626.0;588.0
31;"Warmtepompen; totaal";Woningen;1994;;;1700.0;;;5.0;25.0;12.0;13.0;6.0;0.0
32;"Warmtepompen; totaal";Woningen;1995;43.0;0.0;1743.0;0.0;0.0;5.0;25.0;12.0;13.0;6.0;0.0
33;"Warmtepompen; totaal";Woningen;1996;109.0;0.0;1852.0;1.0;0.0;6.0;28.0;13.0;15.0;7.0;0.0
34;"Warmtepompen; totaal";Woningen;1997;1297.0;0.0;3149.0;4.0;0.0;10.0;47.0;18.0;29.0;14.0;0.0
35;"Warmtepompen; totaal";Woningen;1998;1547.0;0.0;4696.0;7.0;0.0;18.0;80.0;28.0;52.0;25.0;1.0
36;"Warmtepompen; totaal";Woningen;1999;753.0;0.0;5449.0;3.0;0.0;21.0;94.0;32.0;61.0;29.0;1.0
37;"Warmtepompen; totaal";Woningen;2000;727.0;0.0;6176.0;4.0;0.0;25.0;111.0;37.0;74.0;35.0;1.0
38;"Warmtepompen; totaal";Woningen;2001;1128.0;0.0;7304.0;3.0;0.0;28.0;126.0;42.0;84.0;37.0;1.0
39;"Warmtepompen; totaal";Woningen;2002;3518.0;0.0;10822.0;9.0;0.0;37.0;171.0;58.0;114.0;47.0;1.0
40;"Warmtepompen; totaal";Woningen;2003;3718.0;0.0;14540.0;12.0;0.0;49.0;227.0;75.0;152.0;62.0;1.0
41;"Warmtepompen; totaal";Woningen;2004;3119.0;0.0;17659.0;11.0;0.0;61.0;278.0;91.0;187.0;79.0;2.0
42;"Warmtepompen; totaal";Woningen;2005;3329.0;340.0;20648.0;12.0;1.0;72.0;326.0;104.0;222.0;95.0;3.0
43;"Warmtepompen; totaal";Woningen;2006;4613.0;340.0;24921.0;26.0;1.0;96.0;428.0;131.0;297.0;141.0;4.0
44;"Warmtepompen; totaal";Woningen;2007;4342.0;340.0;28923.0;25.0;1.0;120.0;527.0;157.0;371.0;183.0;6.0
45;"Warmtepompen; totaal";Woningen;2008;6394.0;340.0;34977.0;50.0;1.0;169.0;742.0;217.0;524.0;251.0;8.0
46;"Warmtepompen; totaal";Woningen;2009;8064.0;340.0;42701.0;68.0;1.0;237.0;1016.0;292.0;723.0;366.0;13.0
47;"Warmtepompen; totaal";Woningen;2010;8400.0;43.0;51058.0;65.0;0.0;302.0;1262.0;370.0;892.0;476.0;18.0
48;"Warmtepompen; totaal";Woningen;2011;18649.0;109.0;69598.0;111.0;1.0;412.0;1559.0;477.0;1082.0;602.0;23.0
49;"Warmtepompen; totaal";Woningen;2012;19163.0;1297.0;87464.0;100.0;4.0;507.0;1795.0;555.0;1241.0;645.0;19.0
50;"Warmtepompen; totaal";Woningen;2013;16739.0;1547.0;102656.0;87.0;7.0;587.0;1999.0;631.0;1368.0;706.0;17.0
51;"Warmtepompen; totaal";Woningen;2014;19323.0;753.0;121226.0;106.0;3.0;690.0;2238.0;717.0;1520.0;728.0;14.0
52;"Warmtepompen; totaal";Woningen;2015;22926.0;727.0;143425.0;121.0;4.0;806.0;2502.0;812.0;1690.0;774.0;5.0
53;"Warmtepompen; totaal";Woningen;2016;37590.0;1128.0;179887.0;204.0;3.0;1007.0;3037.0;1004.0;2033.0;951.0;14.0
54;"Warmtepompen; totaal";Woningen;2017;55713.0;3518.0;232082.0;299.0;9.0;1297.0;3909.0;1323.0;2586.0;1245.0;24.0
55;"Warmtepompen; totaal";Woningen;2018;66667.0;3718.0;295031.0;374.0;12.0;1659.0;5095.0;1757.0;3338.0;1588.0;38.0
56;"Warmtepompen; totaal";Woningen;2019;120201.0;3119.0;412113.0;681.0;11.0;2329.0;6957.0;2437.0;4520.0;2226.0;89.0
57;"Warmtepompen; totaal";Woningen;2020;279618.0;3329.0;688402.0;1361.0;12.0;3678.0;9697.0;3432.0;6265.0;3152.0;176.0
58;"Warmtepompen; totaal";Woningen;2021;322303.0;4613.0;1006092.0;1557.0;26.0;5210.0;12743.0;4541.0;8202.0;3466.0;129.0
59;"Warmtepompen; totaal";Woningen;2022;;4342.0;1379887.0;;25.0;7070.0;17646.0;6364.0;11281.0;4284.0;145.0
60;"Warmtepompen; totaal";Woningen;2023;;6394.0;1806166.0;;50.0;9250.0;24168.0;8799.0;15369.0;5644.0;184.0
61;"Warmtepompen; totaal";Woningen;2024;;8064.0;2169830.0;;68.0;11055.0;28791.0;10548.0;18244.0;6768.0;339.0
62;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;1994;;;43.0;;;11.0;44.0;22.0;22.0;17.0;1.0
63;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;1995;24.0;0.0;67.0;1.0;0.0;12.0;48.0;23.0;25.0;19.0;1.0
64;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;1996;37.0;0.0;104.0;1.0;0.0;13.0;53.0;25.0;28.0;21.0;1.0
65;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;1997;111.0;0.0;215.0;4.0;0.0;17.0;68.0;29.0;39.0;27.0;1.0
66;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;1998;122.0;0.0;337.0;6.0;0.0;23.0;93.0;36.0;57.0;36.0;1.0
67;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;1999;127.0;0.0;464.0;7.0;0.0;30.0;121.0;44.0;76.0;46.0;2.0
68;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2000;211.0;0.0;675.0;10.0;0.0;40.0;159.0;55.0;104.0;59.0;2.0
69;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2001;350.0;0.0;1025.0;9.0;0.0;49.0;196.0;65.0;131.0;71.0;2.0
70;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2002;388.0;0.0;1413.0;15.0;0.0;64.0;254.0;80.0;174.0;93.0;3.0
71;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2003;255.0;0.0;1668.0;16.0;0.0;80.0;317.0;98.0;219.0;115.0;4.0
72;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2004;730.0;0.0;2397.0;42.0;0.0;122.0;482.0;145.0;338.0;179.0;6.0
73;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2005;664.0;9.0;3053.0;54.0;2.0;174.0;689.0;203.0;486.0;255.0;9.0
74;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2006;881.0;9.0;3926.0;55.0;2.0;227.0;898.0;266.0;632.0;336.0;11.0
75;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2007;936.0;9.0;4853.0;84.0;2.0;308.0;1226.0;350.0;876.0;481.0;18.0
76;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2008;961.0;9.0;5806.0;96.0;2.0;402.0;1628.0;469.0;1159.0;614.0;22.0
77;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2009;8660.0;9.0;14457.0;258.0;2.0;657.0;2077.0;608.0;1469.0;771.0;28.0
78;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2010;9553.0;24.0;23986.0;290.0;1.0;947.0;2607.0;780.0;1827.0;969.0;36.0
79;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2011;25723.0;37.0;49673.0;315.0;1.0;1261.0;3144.0;952.0;2193.0;1194.0;45.0
80;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2012;23582.0;111.0;73144.0;287.0;4.0;1544.0;3713.0;1141.0;2572.0;1287.0;36.0
81;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2013;23799.0;122.0;96821.0;297.0;6.0;1835.0;4356.0;1347.0;3008.0;1518.0;35.0
82;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2014;27215.0;127.0;123908.0;323.0;7.0;2151.0;5061.0;1585.0;3476.0;1634.0;31.0
83;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2015;28336.0;211.0;152034.0;324.0;10.0;2466.0;5811.0;1848.0;3963.0;1803.0;12.0
84;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2016;36272.0;350.0;187956.0;356.0;9.0;2813.0;6596.0;2138.0;4458.0;2120.0;35.0
85;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2017;41587.0;388.0;229155.0;407.0;15.0;3205.0;7486.0;2462.0;5024.0;2529.0;57.0
86;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2018;46110.0;255.0;275010.0;450.0;16.0;3640.0;8564.0;2851.0;5713.0;2915.0;81.0
87;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2019;45809.0;730.0;320089.0;466.0;42.0;4064.0;9585.0;3222.0;6363.0;3385.0;143.0
88;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2020;42029.0;664.0;361454.0;503.0;54.0;4512.0;10699.0;3636.0;7063.0;3839.0;214.0
89;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2021;45531.0;881.0;406104.0;535.0;55.0;4992.0;11898.0;4073.0;7825.0;3670.0;148.0
90;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2022;;936.0;430065.0;;84.0;5527.0;13601.0;4707.0;8894.0;3830.0;145.0
91;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2023;;961.0;451633.0;;96.0;6112.0;15565.0;5410.0;10155.0;4289.0;160.0
92;"Warmtepompen; totaal";Utiliteitsgebouwen, kassen en stallen;2024;;8660.0;464377.0;;258.0;6502.0;17430.0;6078.0;11352.0;4858.0;249.0
93;"Warmtepompen bodem of water; totaal";Totaal gebouwen;1994;;;90.0;;;15.0;58.0;30.0;28.0;23.0;1.0
94;"Warmtepompen bodem of water; totaal";Totaal gebouwen;1995;41.0;0.0;131.0;1.0;0.0;15.0;61.0;31.0;31.0;24.0;1.0
95;"Warmtepompen bodem of water; totaal";Totaal gebouwen;1996;100.0;0.0;231.0;2.0;0.0;17.0;69.0;33.0;36.0;27.0;1.0
96;"Warmtepompen bodem of water; totaal";Totaal gebouwen;1997;581.0;0.0;812.0;7.0;0.0;24.0;96.0;40.0;56.0;39.0;2.0
97;"Warmtepompen bodem of water; totaal";Totaal gebouwen;1998;427.0;0.0;1239.0;12.0;0.0;36.0;142.0;52.0;90.0;58.0;2.0
98;"Warmtepompen bodem of water; totaal";Totaal gebouwen;1999;406.0;0.0;1645.0;10.0;0.0;45.0;180.0;63.0;117.0;72.0;3.0
99;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2000;665.0;0.0;2310.0;13.0;0.0;59.0;233.0;78.0;156.0;91.0;3.0
100;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2001;529.0;0.0;2839.0;11.0;0.0;70.0;277.0;89.0;187.0;105.0;4.0
