ID;Warmtepompen;Sector;Perioden;InGebruikGenomenWarmtepompen_1;UitGebruikGenomenWarmtepompen_2;OpgesteldeWarmtepompenEindeVanJaar_3;InGebruikGenomenThermischVermogen_4;UitGebruikGenomenThermischVermogen_5;OpgesteldThermischVermogenEindeJaar_6;BrutoWarmteproductieWarmtepompen_7;VerbruikVanElektriciteitEnAardgas_8;BrutoEindverbruik_9;VermedenVerbruikVanFossieleEnergie_10;VermedenEmissieKooldioxideCO2_11
101;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2002;903.0;0.0;3742.0;20.0;0.0;89.0;354.0;110.0;244.0;135.0;5.0
102;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2003;995.0;0.0;4737.0;23.0;0.0;113.0;447.0;136.0;311.0;170.0;6.0
103;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2004;1427.0;0.0;6163.0;49.0;0.0;162.0;643.0;190.0;452.0;247.0;9.0
104;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2005;2145.0;18.0;8290.0;64.0;3.0;223.0;884.0;257.0;628.0;339.0;13.0
105;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2006;3446.0;18.0;11719.0;78.0;3.0;298.0;1180.0;340.0;840.0;460.0;16.0
106;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2007;3583.0;18.0;15284.0;104.0;3.0;399.0;1581.0;440.0;1141.0;644.0;24.0
107;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2008;4100.0;18.0;19366.0;119.0;3.0;515.0;2041.0;553.0;1488.0;830.0;31.0
108;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2009;5309.0;18.0;24657.0;121.0;3.0;633.0;2508.0;666.0;1841.0;1064.0;42.0
109;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2010;5677.0;41.0;30293.0;117.0;1.0;749.0;2967.0;784.0;2183.0;1312.0;55.0
110;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2011;5859.0;100.0;36052.0;122.0;2.0;869.0;3441.0;903.0;2538.0;1582.0;67.0
111;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2012;5786.0;581.0;41257.0;113.0;7.0;975.0;3860.0;1008.0;2852.0;1700.0;62.0
112;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2013;3052.0;427.0;43882.0;111.0;12.0;1074.0;4253.0;1107.0;3147.0;1908.0;64.0
113;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2014;2510.0;406.0;45986.0;96.0;10.0;1160.0;4595.0;1191.0;3404.0;2007.0;65.0
114;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2015;2086.0;665.0;47407.0;91.0;13.0;1238.0;4902.0;1268.0;3634.0;2138.0;57.0
115;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2016;4065.0;529.0;50943.0;86.0;11.0;1312.0;5197.0;1342.0;3855.0;2374.0;79.0
116;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2017;4830.0;903.0;54870.0;95.0;20.0;1388.0;5496.0;1416.0;4081.0;2645.0;98.0
117;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2018;6504.0;995.0;60379.0;125.0;23.0;1489.0;5897.0;1514.0;4383.0;2905.0;118.0
118;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2019;11755.0;1427.0;70708.0;160.0;49.0;1600.0;6336.0;1620.0;4715.0;3241.0;158.0
119;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2020;19356.0;2145.0;87918.0;191.0;64.0;1727.0;6839.0;1740.0;5098.0;3591.0;201.0
120;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2021;21792.0;3446.0;106264.0;215.0;78.0;1865.0;7384.0;1864.0;5520.0;3658.0;178.0
121;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2022;22693.0;3583.0;125374.0;260.0;104.0;2021.0;8002.0;2018.0;5984.0;3865.0;187.0
122;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2023;27255.0;4100.0;148529.0;346.0;119.0;2247.0;8900.0;2242.0;6657.0;4300.0;208.0
123;"Warmtepompen bodem of water; totaal";Totaal gebouwen;2024;17803.0;5309.0;161023.0;268.0;121.0;2395.0;9484.0;2390.0;7094.0;4629.0;251.0
124;"Warmtepompen bodem of water; totaal";Woningen;1994;;;48.0;;;3.0;13.0;7.0;6.0;6.0;0.0
125;"Warmtepompen bodem of water; totaal";Woningen;1995;18.0;0.0;66.0;0.0;0.0;3.0;13.0;7.0;6.0;6.0;0.0
126;"Warmtepompen bodem of water; totaal";Woningen;1996;66.0;0.0;132.0;0.0;0.0;4.0;15.0;8.0;7.0;6.0;0.0
127;"Warmtepompen bodem of water; totaal";Woningen;1997;492.0;0.0;624.0;3.0;0.0;7.0;28.0;11.0;17.0;12.0;1.0
128;"Warmtepompen bodem of water; totaal";Woningen;1998;378.0;0.0;1002.0;6.0;0.0;13.0;51.0;17.0;34.0;22.0;1.0
129;"Warmtepompen bodem of water; totaal";Woningen;1999;279.0;0.0;1281.0;2.0;0.0;15.0;61.0;20.0;41.0;26.0;1.0
130;"Warmtepompen bodem of water; totaal";Woningen;2000;454.0;0.0;1735.0;4.0;0.0;19.0;76.0;23.0;52.0;32.0;1.0
131;"Warmtepompen bodem of water; totaal";Woningen;2001;179.0;0.0;1914.0;2.0;0.0;21.0;83.0;25.0;57.0;34.0;1.0
132;"Warmtepompen bodem of water; totaal";Woningen;2002;517.0;0.0;2431.0;5.0;0.0;26.0;102.0;31.0;71.0;42.0;2.0
133;"Warmtepompen bodem of water; totaal";Woningen;2003;753.0;0.0;3184.0;8.0;0.0;33.0;132.0;39.0;93.0;55.0;2.0
134;"Warmtepompen bodem of water; totaal";Woningen;2004;707.0;0.0;3891.0;8.0;0.0;41.0;162.0;46.0;116.0;69.0;3.0
135;"Warmtepompen bodem of water; totaal";Woningen;2005;1481.0;10.0;5362.0;9.0;1.0;50.0;197.0;54.0;143.0;84.0;3.0
136;"Warmtepompen bodem of water; totaal";Woningen;2006;2565.0;10.0;7918.0;23.0;1.0;72.0;284.0;75.0;208.0;125.0;5.0
137;"Warmtepompen bodem of water; totaal";Woningen;2007;2687.0;10.0;10595.0;23.0;1.0;94.0;370.0;96.0;274.0;164.0;7.0
138;"Warmtepompen bodem of water; totaal";Woningen;2008;3323.0;10.0;13908.0;40.0;1.0;133.0;526.0;134.0;392.0;229.0;9.0
139;"Warmtepompen bodem of water; totaal";Woningen;2009;4560.0;10.0;18459.0;56.0;1.0;188.0;745.0;188.0;556.0;333.0;14.0
140;"Warmtepompen bodem of water; totaal";Woningen;2010;5040.0;18.0;23481.0;46.0;0.0;233.0;925.0;234.0;690.0;427.0;18.0
141;"Warmtepompen bodem of water; totaal";Woningen;2011;4890.0;66.0;28305.0;44.0;0.0;277.0;1099.0;278.0;821.0;523.0;23.0
142;"Warmtepompen bodem of water; totaal";Woningen;2012;4843.0;492.0;32656.0;39.0;3.0;313.0;1239.0;313.0;926.0;564.0;21.0
143;"Warmtepompen bodem of water; totaal";Woningen;2013;2422.0;378.0;34700.0;19.0;6.0;326.0;1292.0;326.0;966.0;598.0;21.0
144;"Warmtepompen bodem of water; totaal";Woningen;2014;2010.0;279.0;36431.0;18.0;2.0;342.0;1354.0;342.0;1013.0;609.0;20.0
145;"Warmtepompen bodem of water; totaal";Woningen;2015;1648.0;454.0;37625.0;17.0;4.0;355.0;1406.0;354.0;1051.0;630.0;18.0
146;"Warmtepompen bodem of water; totaal";Woningen;2016;3638.0;179.0;41084.0;31.0;2.0;384.0;1523.0;384.0;1139.0;712.0;24.0
147;"Warmtepompen bodem of water; totaal";Woningen;2017;4468.0;517.0;45035.0;39.0;5.0;418.0;1656.0;416.0;1240.0;814.0;31.0
148;"Warmtepompen bodem of water; totaal";Woningen;2018;6078.0;753.0;50360.0;50.0;8.0;461.0;1824.0;458.0;1366.0;915.0;38.0
149;"Warmtepompen bodem of water; totaal";Woningen;2019;11232.0;707.0;60885.0;87.0;8.0;540.0;2140.0;539.0;1601.0;1107.0;54.0
150;"Warmtepompen bodem of water; totaal";Woningen;2020;18853.0;1481.0;78257.0;124.0;9.0;655.0;2593.0;654.0;1939.0;1370.0;77.0
151;"Warmtepompen bodem of water; totaal";Woningen;2021;21300.0;2565.0;96992.0;139.0;23.0;771.0;3053.0;769.0;2284.0;1514.0;74.0
152;"Warmtepompen bodem of water; totaal";Woningen;2022;;2687.0;116289.0;;23.0;890.0;3524.0;887.0;2636.0;1704.0;83.0
153;"Warmtepompen bodem of water; totaal";Woningen;2023;;3323.0;139366.0;;40.0;1031.0;4083.0;1027.0;3056.0;1977.0;96.0
154;"Warmtepompen bodem of water; totaal";Woningen;2024;;4560.0;151849.0;;56.0;1086.0;4302.0;1082.0;3220.0;2105.0;114.0
155;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;1994;;;42.0;;;11.0;44.0;22.0;22.0;17.0;1.0
156;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;1995;23.0;0.0;65.0;1.0;0.0;12.0;48.0;23.0;25.0;19.0;1.0
157;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;1996;34.0;0.0;99.0;1.0;0.0;13.0;53.0;25.0;28.0;21.0;1.0
158;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;1997;89.0;0.0;188.0;4.0;0.0;17.0;68.0;29.0;39.0;27.0;1.0
159;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;1998;49.0;0.0;237.0;6.0;0.0;23.0;91.0;35.0;56.0;36.0;1.0
160;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;1999;127.0;0.0;364.0;7.0;0.0;30.0;119.0;44.0;76.0;46.0;2.0
161;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2000;211.0;0.0;575.0;10.0;0.0;40.0;158.0;54.0;103.0;59.0;2.0
162;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2001;350.0;0.0;925.0;9.0;0.0;49.0;194.0;64.0;130.0;71.0;2.0
163;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2002;386.0;0.0;1311.0;15.0;0.0;64.0;253.0;79.0;173.0;93.0;3.0
164;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2003;242.0;0.0;1553.0;16.0;0.0;80.0;315.0;97.0;218.0;115.0;4.0
165;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2004;720.0;0.0;2273.0;42.0;0.0;121.0;481.0;144.0;337.0;178.0;6.0
166;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2005;664.0;8.0;2928.0;54.0;2.0;174.0;687.0;202.0;485.0;255.0;9.0
167;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2006;881.0;8.0;3801.0;55.0;2.0;226.0;896.0;265.0;631.0;336.0;11.0
168;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2007;896.0;8.0;4689.0;82.0;2.0;306.0;1211.0;344.0;867.0;479.0;18.0
169;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2008;777.0;8.0;5458.0;79.0;2.0;383.0;1515.0;419.0;1096.0;601.0;22.0
170;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2009;749.0;8.0;6198.0;65.0;2.0;445.0;1763.0;478.0;1285.0;731.0;28.0
171;"Warmtepompen bodem of water; totaal";Utiliteitsgebouwen, kassen en stallen;2010;637.0;23.0;6812.0;71.0;1.0;516.0;2042.0;549.0;1493.0;886.0;37.0
