ID;ProductenProdCom;Perioden;Zelfvervaardigd_1;Onderaannemer_2;Zelfvervaardigd_3;Onderaannemer_4;EenheidVerkochtProduct_5
54;07291926 Molybdeenerts en concentrate...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
55;07291926 Molybdeenerts en concentrate...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
56;07291926 Molybdeenerts en concentrate...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
57;07291930 Titaanerts en concentraten d...;2021;;0.0;;0.0;                          mln. kg  
58;07291930 Titaanerts en concentraten d...;2022;;0.0;;0.0;                          mln. kg  
59;07291930 Titaanerts en concentraten d...;2023;;0.0;;0.0;                          mln. kg  
60;07291935 Zirkoniumerts en concentrate...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
61;07291935 Zirkoniumerts en concentrate...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
62;07291935 Zirkoniumerts en concentrate...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
63;07291940 Niobium-, tantaal- en vanadi...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
64;07291940 Niobium-, tantaal- en vanadi...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
65;07291940 Niobium-, tantaal- en vanadi...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
66;07291945 Antimoonerts en concentraten...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
67;07291945 Antimoonerts en concentraten...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
68;07291945 Antimoonerts en concentraten...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
69;07291990 Andere ertsen en concentrate...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
70;07291990 Andere ertsen en concentrate...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
71;07291990 Andere ertsen en concentrate...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
72;08 Andere delfstoffen;2021;677.0;;;;                              nvt  
73;08 Andere delfstoffen;2022;864.0;;;;                              nvt  
74;08 Andere delfstoffen;2023;801.0;;;;                              nvt  
75;0811 Bouw- en siersteen, kalksteen, g...;2021;;0.0;;;                              nvt  
76;0811 Bouw- en siersteen, kalksteen, g...;2022;;0.0;;;                              nvt  
77;0811 Bouw- en siersteen, kalksteen, g...;2023;;0.0;;;                              nvt  
78;08111133 Winning van marmer en traver...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
79;08111133 Winning van marmer en traver...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
80;08111133 Winning van marmer en traver...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
81;08111136 Marmer en travertijn, gezaag...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
82;08111136 Marmer en travertijn, gezaag...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
83;08111136 Marmer en travertijn, gezaag...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
84;08111150 Kalksteen, albast voor de st...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
85;08111150 Kalksteen, albast voor de st...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
86;08111150 Kalksteen, albast voor de st...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
87;08111220 Kwartsiet (ruw, enkel kantre...;2021;;0.0;;0.0;                          mln. kg  
88;08111220 Kwartsiet (ruw, enkel kantre...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
89;08111220 Kwartsiet (ruw, enkel kantre...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
90;08111233 Graniet en dergelijke, onbew...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
91;08111233 Graniet en dergelijke, onbew...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
92;08111233 Graniet en dergelijke, onbew...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
93;08111236 Graniet, gezaagd, gespleten...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
94;08111236 Graniet, gezaagd, gespleten...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
95;08111236 Graniet, gezaagd, gespleten...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
96;08111250 Zandsteen;2021;0.0;0.0;0.0;0.0;                          mln. kg  
97;08111250 Zandsteen;2022;0.0;0.0;0.0;0.0;                          mln. kg  
98;08111250 Zandsteen;2023;0.0;0.0;0.0;0.0;                          mln. kg  
99;08111260 Andere natuursteen voor de s...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
100;08111260 Andere natuursteen voor de s...;2022;;;;;                                   
101;08111260 Andere natuursteen voor de s...;2023;;;;;                                   
102;08111261 Porfier (ruw, enkel kantrech...;2021;;;;;                                   
103;08111261 Porfier (ruw, enkel kantrech...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
104;08111261 Porfier (ruw, enkel kantrech...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
105;08111262 Basalt (ruw, enkel kantrecht...;2021;;;;;                                   
106;08111262 Basalt (ruw, enkel kantrecht...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
107;08111262 Basalt (ruw, enkel kantrecht...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
108;08111269 Andere natuursteen voor de s...;2021;;;;;                                   
109;08111269 Andere natuursteen voor de s...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
110;08111269 Andere natuursteen voor de s...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
111;08112030 Gips en anhydriet, natuurlij...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
112;08112030 Gips en anhydriet, natuurlij...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
113;08112030 Gips en anhydriet, natuurlij...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
114;08112050 Kalksteen, exclusief steensl...;2021;;0.0;;0.0;                          mln. kg  
115;08112050 Kalksteen, exclusief steensl...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
116;08112050 Kalksteen, exclusief steensl...;2023;;0.0;;0.0;                          mln. kg  
117;08113010 Krijt;2021;;0.0;;0.0;                          mln. kg  
118;08113010 Krijt;2022;;0.0;;0.0;                          mln. kg  
119;08113010 Krijt;2023;;0.0;;0.0;                          mln. kg  
120;08113030 Dolomiet, niet gebrand of ge...;2021;;0.0;;0.0;                          mln. kg  
121;08113030 Dolomiet, niet gebrand of ge...;2022;;0.0;;0.0;                          mln. kg  
122;08113030 Dolomiet, niet gebrand of ge...;2023;;0.0;;0.0;                          mln. kg  
123;08114000 Leisteen, enkel kantrecht ge...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
124;08114000 Leisteen, enkel kantrecht ge...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
125;08114000 Leisteen, enkel kantrecht ge...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
126;0812 Grind, zand, klei en kaolien;2021;254.0;;;;                              nvt  
127;0812 Grind, zand, klei en kaolien;2022;291.0;;;;                              nvt  
128;0812 Grind, zand, klei en kaolien;2023;322.0;;;;                              nvt  
129;08121150 Kiezelzand (kwartszand of in...;2021;126.0;0.0;11775.0;0.0;                          mln. kg  
130;08121150 Kiezelzand (kwartszand of in...;2022;124.0;;10815.0;;                          mln. kg  
131;08121150 Kiezelzand (kwartszand of in...;2023;140.0;;9648.0;;                          mln. kg  
132;08121190 Zand voor de bouw (excl. met...;2021;20.0;;2181.0;;                          mln. kg  
133;08121190 Zand voor de bouw (excl. met...;2022;40.0;;4168.0;;                          mln. kg  
134;08121190 Zand voor de bouw (excl. met...;2023;42.0;;4081.0;;                          mln. kg  
135;08121210 Grind, keistenen, vuurstenen...;2021;14.0;;631.0;;                          mln. kg  
136;08121210 Grind, keistenen, vuurstenen...;2022;15.0;;739.0;;                          mln. kg  
137;08121210 Grind, keistenen, vuurstenen...;2023;14.0;;868.0;;                          mln. kg  
138;08121235 Steenslag van dolomiet en va...;2021;;0.0;;0.0;                          mln. kg  
139;08121235 Steenslag van dolomiet en va...;2022;;0.0;;0.0;                          mln. kg  
140;08121235 Steenslag van dolomiet en va...;2023;;0.0;;0.0;                          mln. kg  
141;08121240 Andere steenslag, van de soo...;2021;;0.0;;0.0;                          mln. kg  
142;08121240 Andere steenslag, van de soo...;2022;;0.0;;0.0;                          mln. kg  
143;08121240 Andere steenslag, van de soo...;2023;;0.0;;0.0;                          mln. kg  
144;08121250 Korrels, scherven, splinters...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
145;08121250 Korrels, scherven, splinters...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
146;08121250 Korrels, scherven, splinters...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
147;08121290 Korrels, scherven, splinters...;2021;;0.0;;0.0;                          mln. kg  
148;08121290 Korrels, scherven, splinters...;2022;;0.0;;0.0;                          mln. kg  
149;08121290 Korrels, scherven, splinters...;2023;;0.0;;0.0;                          mln. kg  
150;08121300 Slakken voor gebruik in de bouw;2021;;0.0;;0.0;                          mln. kg  
151;08121300 Slakken voor gebruik in de bouw;2022;;0.0;;0.0;                          mln. kg  
152;08121300 Slakken voor gebruik in de bouw;2023;;0.0;;0.0;                          mln. kg  
153;08122140 Kaolien;2021;0.0;0.0;0.0;0.0;                          mln. kg  
154;08122140 Kaolien;2022;0.0;0.0;0.0;0.0;                          mln. kg  
155;08122140 Kaolien;2023;0.0;0.0;0.0;0.0;                          mln. kg  
156;08122160 Kaolienhoudende klei ('ball...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
157;08122160 Kaolienhoudende klei ('ball...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
158;08122160 Kaolienhoudende klei ('ball...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
159;08122210 Bentoniet;2021;;0.0;;0.0;                          mln. kg  
160;08122210 Bentoniet;2022;;;;;                          mln. kg  
161;08122210 Bentoniet;2023;;0.0;;0.0;                          mln. kg  
162;08122230 Vuurvaste klei;2021;0.0;0.0;0.0;0.0;                          mln. kg  
163;08122230 Vuurvaste klei;2022;0.0;0.0;0.0;0.0;                          mln. kg  
164;08122230 Vuurvaste klei;2023;0.0;0.0;0.0;0.0;                          mln. kg  
165;08122255 Andere klei;2021;;0.0;;0.0;                          mln. kg  
166;08122255 Andere klei;2022;;0.0;;0.0;                          mln. kg  
167;08122255 Andere klei;2023;;0.0;;0.0;                          mln. kg  
168;08122260 Andalusiet, kyaniet en silli...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
169;08122260 Andalusiet, kyaniet en silli...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
170;08122260 Andalusiet, kyaniet en silli...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
171;08122270 Mulliet;2021;0.0;0.0;0.0;0.0;                          mln. kg  
172;08122270 Mulliet;2022;0.0;0.0;0.0;0.0;                          mln. kg  
173;08122270 Mulliet;2023;0.0;0.0;0.0;0.0;                          mln. kg  
174;08122280 Chamotte- en dinasaarde;2021;0.0;0.0;0.0;0.0;                          mln. kg  
175;08122280 Chamotte- en dinasaarde;2022;0.0;0.0;0.0;0.0;                          mln. kg  
176;08122280 Chamotte- en dinasaarde;2023;0.0;0.0;0.0;0.0;                          mln. kg  
177;0891 Mineralen voor de chemische en k...;2021;;0.0;;;                              nvt  
178;0891 Mineralen voor de chemische en k...;2022;;0.0;;;                              nvt  
179;0891 Mineralen voor de chemische en k...;2023;;0.0;;;                              nvt  
180;08911100 Natuurlijk calciumfosfaat, a...;2021;;0.0;;0.0;                          mln. kg  
181;08911100 Natuurlijk calciumfosfaat, a...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
182;08911100 Natuurlijk calciumfosfaat, a...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
183;08911220 IJzerkies, ongeroost;2021;0.0;0.0;0.0;0.0;                          mln. kg  
184;08911220 IJzerkies, ongeroost;2022;0.0;0.0;0.0;0.0;                          mln. kg  
185;08911220 IJzerkies, ongeroost;2023;0.0;0.0;0.0;0.0;                          mln. kg  
186;08911230 Ruwe zwavel en niet-geraffin...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
187;08911230 Ruwe zwavel en niet-geraffin...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
188;08911230 Ruwe zwavel en niet-geraffin...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
189;08911900 Andere mineralen voor de che...;2021;;0.0;;0.0;                          mln. kg  
190;08911900 Andere mineralen voor de che...;2022;;;;;                                   
191;08911900 Andere mineralen voor de che...;2023;;;;;                                   
192;08911910 Natuurlijk bariumsulfaat (zw...;2021;;;;;                                   
193;08911910 Natuurlijk bariumsulfaat (zw...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
194;08911910 Natuurlijk bariumsulfaat (zw...;2023;;0.0;;0.0;                          mln. kg  
195;08911911 Natuurlijke boraten en conce...;2021;;;;;                                   
196;08911911 Natuurlijke boraten en conce...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
197;08911911 Natuurlijke boraten en conce...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
198;08911912 Vloeispaat;2021;;;;;                                   
199;08911912 Vloeispaat;2022;0.0;0.0;0.0;0.0;                          mln. kg  
200;08911912 Vloeispaat;2023;0.0;0.0;0.0;0.0;                          mln. kg  
201;08911913 Kieseriet, epsomiet (natuurl...;2021;;;;;                                   
202;08911913 Kieseriet, epsomiet (natuurl...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
203;08911913 Kieseriet, epsomiet (natuurl...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
204;08911919 Andere minerale stoffen, n.....;2021;;;;;                                   
205;08911919 Andere minerale stoffen, n.....;2022;;0.0;;0.0;                          mln. kg  
206;08911919 Andere minerale stoffen, n.....;2023;;0.0;;0.0;                          mln. kg  
207;"0893 Zout en zuiver natriumchloride;...";2021;;0.0;;;                              nvt  
208;"0893 Zout en zuiver natriumchloride;...";2022;350.0;0.0;;;                              nvt  
209;"0893 Zout en zuiver natriumchloride;...";2023;283.0;0.0;;;                              nvt  
210;08931000 Zout(oplossing) niet geschik...;2021;;0.0;;0.0;                          mln. kg  
211;08931000 Zout(oplossing) niet geschik...;2022;350.0;0.0;3771.0;0.0;                          mln. kg  
212;08931000 Zout(oplossing) niet geschik...;2023;283.0;0.0;3298.0;0.0;                          mln. kg  
213;0899 Andere delfstoffen, n.e.g;2021;151.0;0.0;;;                              nvt  
214;0899 Andere delfstoffen, n.e.g;2022;;0.0;;;                              nvt  
215;0899 Andere delfstoffen, n.e.g;2023;154.0;0.0;;;                              nvt  
216;08991000 Winning van natuurlijk bitum...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
217;08991000 Winning van natuurlijk bitum...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
218;08991000 Winning van natuurlijk bitum...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
219;08992110 Diamanten, onbewerkt of enke...;2021;0.0;0.0;0.0;0.0;                      mln. Karaat  
220;08992110 Diamanten, onbewerkt of enke...;2022;0.0;0.0;0.0;0.0;                      mln. Karaat  
221;08992110 Diamanten, onbewerkt of enke...;2023;0.0;0.0;0.0;0.0;                      mln. Karaat  
222;08992120 Edelstenen (andere dan diama...;2021;0.0;0.0;0.0;0.0;                      mln. Karaat  
223;08992120 Edelstenen (andere dan diama...;2022;0.0;0.0;0.0;0.0;                      mln. Karaat  
224;08992120 Edelstenen (andere dan diama...;2023;0.0;0.0;0.0;0.0;                      mln. Karaat  
225;08992210 Industriediamanten. Onbewerk...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
226;08992210 Industriediamanten. Onbewerk...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
227;08992210 Industriediamanten. Onbewerk...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
228;08992220 Puimsteen;2021;0.0;0.0;0.0;0.0;                          mln. kg  
229;08992220 Puimsteen;2022;0.0;0.0;0.0;0.0;                          mln. kg  
230;08992220 Puimsteen;2023;0.0;0.0;0.0;0.0;                          mln. kg  
231;08992230 Amaril, natuurlijk korund, n...;2021;;0.0;;0.0;                          mln. kg  
232;08992230 Amaril, natuurlijk korund, n...;2022;;0.0;;0.0;                          mln. kg  
233;08992230 Amaril, natuurlijk korund, n...;2023;;0.0;;0.0;                          mln. kg  
234;08992900 Grafiet, kwarts, diatomiet,...;2021;;0.0;378.0;0.0;                          mln. kg  
235;08992900 Grafiet, kwarts, diatomiet,...;2022;;;;;                                   
236;08992900 Grafiet, kwarts, diatomiet,...;2023;;;;;                                   
237;08992910 Natuurlijk grafiet;2021;;;;;                                   
238;08992910 Natuurlijk grafiet;2022;0.0;0.0;0.0;0.0;                          mln. kg  
239;08992910 Natuurlijk grafiet;2023;0.0;0.0;0.0;0.0;                          mln. kg  
240;08992913 Natuurlijk magnesiumcarbonaa...;2021;;;;;                                   
241;08992913 Natuurlijk magnesiumcarbonaa...;2022;;0.0;;0.0;                          mln. kg  
242;08992913 Natuurlijk magnesiumcarbonaa...;2023;;0.0;;0.0;                          mln. kg  
243;08992914 Doodgebrande magnesia (gesin...;2021;;;;;                                   
244;08992914 Doodgebrande magnesia (gesin...;2022;;0.0;;0.0;                          mln. kg  
245;08992914 Doodgebrande magnesia (gesin...;2023;;0.0;;0.0;                          mln. kg  
246;08992915 Gesmolten magnesia en ander ...;2021;;;;;                                   
247;08992915 Gesmolten magnesia en ander ...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
248;08992915 Gesmolten magnesia en ander ...;2023;;0.0;;0.0;                          mln. kg  
249;08992920 Andere mineralen;2021;;;;;                                   
250;08992920 Andere mineralen;2022;98.0;0.0;;0.0;                          mln. kg  
251;08992920 Andere mineralen;2023;;0.0;;0.0;                          mln. kg  
252;10 Voedingsmiddelen;2021;51992.0;864.0;;;                              nvt  
253;10 Voedingsmiddelen;2022;63348.0;1102.0;;;                              nvt  
254;10 Voedingsmiddelen;2023;68609.0;1155.0;;;                              nvt  
255;1011 Vlees, verwerkt en verduurzaamd;2021;4593.0;0.0;;;                              nvt  
256;1011 Vlees, verwerkt en verduurzaamd;2022;5479.0;;;;                              nvt  
257;1011 Vlees, verwerkt en verduurzaamd;2023;5747.0;;;;                              nvt  
258;10111140 Kalfs- en rundvlees, hele en...;2021;724.0;0.0;194.0;0.0;                          mln. kg  
259;10111140 Kalfs- en rundvlees, hele en...;2022;951.0;0.0;194.0;0.0;                          mln. kg  
260;10111140 Kalfs- en rundvlees, hele en...;2023;968.0;0.0;196.0;0.0;                          mln. kg  
261;10111190 Kalfs- en rundvlees, vers of...;2021;1120.0;0.0;254.0;0.0;                          mln. kg  
262;10111190 Kalfs- en rundvlees, vers of...;2022;1327.0;0.0;261.0;0.0;                          mln. kg  
263;10111190 Kalfs- en rundvlees, vers of...;2023;1351.0;0.0;283.0;0.0;                          mln. kg  
264;10111230 Varkensvlees, hele en halve...;2021;;0.0;;0.0;                          mln. kg  
265;10111230 Varkensvlees, hele en halve...;2022;;;;;                          mln. kg  
266;10111230 Varkensvlees, hele en halve...;2023;;;;;                          mln. kg  
267;10111250 Varkenshammen, -schouders en...;2021;530.0;0.0;271.0;0.0;                          mln. kg  
268;10111250 Varkenshammen, -schouders en...;2022;587.0;0.0;283.0;0.0;                          mln. kg  
269;10111250 Varkenshammen, -schouders en...;2023;653.0;0.0;270.0;0.0;                          mln. kg  
270;10111290 Varkensvlees, delen zoals ka...;2021;471.0;0.0;221.0;0.0;                          mln. kg  
271;10111290 Varkensvlees, delen zoals ka...;2022;732.0;0.0;318.0;0.0;                          mln. kg  
272;10111290 Varkensvlees, delen zoals ka...;2023;799.0;0.0;316.0;0.0;                          mln. kg  
273;10111300 Lams- of schapenvlees, vers...;2021;3.0;0.0;0.0;0.0;                          mln. kg  
274;10111300 Lams- of schapenvlees, vers...;2022;6.0;0.0;0.0;0.0;                          mln. kg  
275;10111300 Lams- of schapenvlees, vers...;2023;17.0;0.0;1.0;0.0;                          mln. kg  
276;10111400 Vlees van geiten, vers of ge...;2021;;0.0;;0.0;                          mln. kg  
277;10111400 Vlees van geiten, vers of ge...;2022;;0.0;;0.0;                          mln. kg  
278;10111400 Vlees van geiten, vers of ge...;2023;;0.0;;0.0;                          mln. kg  
279;10111500 Vlees van paarden en andere...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
280;10111500 Vlees van paarden en andere...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
281;10111500 Vlees van paarden en andere...;2023;;0.0;;0.0;                          mln. kg  
282;10112000 Eetbare slachtafvallen van r...;2021;187.0;0.0;87.0;0.0;                          mln. kg  
283;10112000 Eetbare slachtafvallen van r...;2022;210.0;0.0;105.0;0.0;                          mln. kg  
284;10112000 Eetbare slachtafvallen van r...;2023;196.0;0.0;103.0;0.0;                          mln. kg  
285;10113100 Kalfs- en rundvlees, delen,...;2021;111.0;0.0;26.0;0.0;                          mln. kg  
286;10113100 Kalfs- en rundvlees, delen,...;2022;132.0;0.0;38.0;0.0;                          mln. kg  
287;10113100 Kalfs- en rundvlees, delen,...;2023;137.0;0.0;37.0;0.0;                          mln. kg  
288;10113230 Varkensvlees, hele en halve...;2021;;0.0;;0.0;                          mln. kg  
289;10113230 Varkensvlees, hele en halve...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
290;10113230 Varkensvlees, hele en halve...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
291;10113250 Varkenshammen, -schouders en...;2021;;0.0;;0.0;                          mln. kg  
292;10113250 Varkenshammen, -schouders en...;2022;;0.0;;0.0;                          mln. kg  
293;10113250 Varkenshammen, -schouders en...;2023;;0.0;;0.0;                          mln. kg  
294;10113290 Varkensvlees, delen daarvan...;2021;75.0;0.0;32.0;0.0;                          mln. kg  
295;10113290 Varkensvlees, delen daarvan...;2022;140.0;0.0;61.0;0.0;                          mln. kg  
296;10113290 Varkensvlees, delen daarvan...;2023;95.0;0.0;42.0;0.0;                          mln. kg  
297;10113300 Lams- of schapenvlees, bevroren;2021;;0.0;;0.0;                          mln. kg  
298;10113300 Lams- of schapenvlees, bevroren;2022;0.0;0.0;0.0;0.0;                          mln. kg  
299;10113300 Lams- of schapenvlees, bevroren;2023;0.0;0.0;0.0;0.0;                          mln. kg  
300;10113400 Vlees van geiten, bevroren;2021;0.0;0.0;0.0;0.0;                          mln. kg  
301;10113400 Vlees van geiten, bevroren;2022;0.0;0.0;0.0;0.0;                          mln. kg  
302;10113400 Vlees van geiten, bevroren;2023;0.0;0.0;0.0;0.0;                          mln. kg  
303;10113500 Vlees van paarden en andere...;2021;0.0;0.0;0.0;0.0;                          mln. kg  
304;10113500 Vlees van paarden en andere...;2022;0.0;0.0;0.0;0.0;                          mln. kg  
305;10113500 Vlees van paarden en andere...;2023;0.0;0.0;0.0;0.0;                          mln. kg  
306;10113910 Eetbare slachtafvallen van r...;2021;;0.0;;0.0;                          mln. kg  
307;10113910 Eetbare slachtafvallen van r...;2022;106.0;0.0;59.0;0.0;                          mln. kg  
