ID;BedrijfstakkenBranches;Perioden;Waarde_1;Prijs_2;Volume_3;Waarde_4;Prijs_5;Volume_6;Waarde_7;Volume_8;Waarde_9;Volume_10
292;56 Eet- en drinkgelegenheden;2011 3e kwartaal;110.3;;;2.5;;;104.7;;0.5;
293;56 Eet- en drinkgelegenheden;2011 4e kwartaal;105.8;;;3.7;;;105.2;;0.4;
294;56 Eet- en drinkgelegenheden;2011;104.3;;;4.3;;;104.3;;4.3;
295;56 Eet- en drinkgelegenheden;2012 1e kwartaal;94.1;;;2.7;;;105.6;;0.4;
296;56 Eet- en drinkgelegenheden;2012 2e kwartaal;110.8;;;1.1;;;105.7;;0.1;
297;56 Eet- en drinkgelegenheden;2012 3e kwartaal;111.3;;;0.9;;;105.1;;-0.6;
298;56 Eet- en drinkgelegenheden;2012 4e kwartaal;105.2;;;-0.6;;;105.2;;0.1;
299;56 Eet- en drinkgelegenheden;2012;105.4;;;1.0;;;105.4;;1.0;
300;56 Eet- en drinkgelegenheden;2013 1e kwartaal;91.4;;;-2.9;;;104.6;;-0.5;
301;56 Eet- en drinkgelegenheden;2013 2e kwartaal;111.6;;;0.7;;;105.7;;1.1;
302;56 Eet- en drinkgelegenheden;2013 3e kwartaal;113.2;;;1.7;;;106.6;;0.8;
303;56 Eet- en drinkgelegenheden;2013 4e kwartaal;108.3;;;2.9;;;107.7;;1.1;
304;56 Eet- en drinkgelegenheden;2013;106.1;;;0.7;;;106.1;;0.7;
305;56 Eet- en drinkgelegenheden;2014 1e kwartaal;97.8;;;7.0;;;109.7;;1.8;
306;56 Eet- en drinkgelegenheden;2014 2e kwartaal;116.8;;;4.7;;;111.2;;1.4;
307;56 Eet- en drinkgelegenheden;2014 3e kwartaal;118.2;;;4.4;;;112.3;;1.0;
308;56 Eet- en drinkgelegenheden;2014 4e kwartaal;114.2;;;5.5;;;113.9;;1.4;
309;56 Eet- en drinkgelegenheden;2014;111.8;;;5.3;;;111.8;;5.3;
310;56 Eet- en drinkgelegenheden;2015 1e kwartaal;100.9;;;3.2;;;114.6;;0.6;
311;56 Eet- en drinkgelegenheden;2015 2e kwartaal;123.8;;;6.0;;;118.0;;2.9;
312;56 Eet- en drinkgelegenheden;2015 3e kwartaal;124.9;;;5.7;;;118.3;;0.3;
313;56 Eet- en drinkgelegenheden;2015 4e kwartaal;122.3;;;7.1;;;121.0;;2.3;
314;56 Eet- en drinkgelegenheden;2015;118.0;;;5.6;;;118.0;;5.6;
315;56 Eet- en drinkgelegenheden;2016 1e kwartaal;108.1;;;7.1;;;122.2;;1.0;
316;56 Eet- en drinkgelegenheden;2016 2e kwartaal;130.0;;;5.0;;;123.6;;1.1;
317;56 Eet- en drinkgelegenheden;2016 3e kwartaal;136.5;;;9.3;;;127.4;;3.1;
318;56 Eet- en drinkgelegenheden;2016 4e kwartaal;128.6;;;5.1;;;128.2;;0.6;
319;56 Eet- en drinkgelegenheden;2016;125.8;;;6.6;;;125.3;;6.2;
320;56 Eet- en drinkgelegenheden;2017 1e kwartaal;114.7;;;6.1;;;130.1;;1.5;
321;56 Eet- en drinkgelegenheden;2017 2e kwartaal;139.4;;;7.2;;;132.6;;1.9;
322;56 Eet- en drinkgelegenheden;2017 3e kwartaal;143.5;;;5.1;;;134.1;;1.1;
323;56 Eet- en drinkgelegenheden;2017 4e kwartaal;135.1;;;5.1;;;133.4;;-0.5;
324;56 Eet- en drinkgelegenheden;2017;133.2;;;5.8;;;132.5;;5.8;
325;561 Restaurants, andere eetgelegenheden;2005 1e kwartaal;80.2;87.0;92.2;;;;93.9;108.1;;
326;561 Restaurants, andere eetgelegenheden;2005 2e kwartaal;100.3;87.4;114.8;;;;94.9;108.8;1.1;0.7
327;561 Restaurants, andere eetgelegenheden;2005 3e kwartaal;106.4;87.5;121.5;;;;98.0;111.9;3.3;2.8
328;561 Restaurants, andere eetgelegenheden;2005 4e kwartaal;98.5;87.8;112.2;;;;98.5;111.9;0.5;0.0
329;561 Restaurants, andere eetgelegenheden;2005;96.4;87.4;110.2;;;;96.4;110.2;;
330;561 Restaurants, andere eetgelegenheden;2006 1e kwartaal;83.3;88.5;94.2;3.9;1.7;2.2;98.9;111.9;0.3;0.0
331;561 Restaurants, andere eetgelegenheden;2006 2e kwartaal;105.0;88.9;118.1;4.7;1.8;2.9;100.3;112.9;1.4;0.8
332;561 Restaurants, andere eetgelegenheden;2006 3e kwartaal;112.1;89.5;125.4;5.4;2.2;3.1;102.1;114.0;1.8;1.0
333;561 Restaurants, andere eetgelegenheden;2006 4e kwartaal;104.1;90.1;115.6;5.7;2.6;3.0;103.4;114.5;1.3;0.4
334;561 Restaurants, andere eetgelegenheden;2006;101.2;89.2;113.3;5.0;2.1;2.8;101.2;113.3;5.0;2.8
335;561 Restaurants, andere eetgelegenheden;2007 1e kwartaal;91.6;91.3;100.3;9.9;3.1;6.5;105.5;115.8;2.0;1.1
336;561 Restaurants, andere eetgelegenheden;2007 2e kwartaal;114.1;91.9;124.2;8.6;3.3;5.1;107.6;117.3;2.1;1.4
337;561 Restaurants, andere eetgelegenheden;2007 3e kwartaal;115.6;92.1;125.5;3.1;3.0;0.1;106.9;115.9;-0.7;-1.2
338;561 Restaurants, andere eetgelegenheden;2007 4e kwartaal;105.9;92.9;114.0;1.8;3.2;-1.4;107.1;115.0;0.2;-0.7
339;561 Restaurants, andere eetgelegenheden;2007;106.8;92.0;116.0;5.6;3.2;2.4;106.8;116.0;5.6;2.4
340;561 Restaurants, andere eetgelegenheden;2008 1e kwartaal;92.8;94.3;98.4;1.3;3.3;-1.9;106.3;112.9;-0.8;-1.8
341;561 Restaurants, andere eetgelegenheden;2008 2e kwartaal;112.1;95.4;117.5;-1.7;3.9;-5.4;105.8;110.9;-0.4;-1.8
342;561 Restaurants, andere eetgelegenheden;2008 3e kwartaal;113.9;96.1;118.6;-1.4;4.3;-5.5;105.6;109.6;-0.2;-1.1
343;561 Restaurants, andere eetgelegenheden;2008 4e kwartaal;104.7;96.7;108.2;-1.2;4.1;-5.1;105.8;109.2;0.2;-0.4
344;561 Restaurants, andere eetgelegenheden;2008;105.9;95.6;110.7;-0.9;3.9;-4.6;105.9;110.7;-0.9;-4.6
345;561 Restaurants, andere eetgelegenheden;2009 1e kwartaal;90.1;97.4;92.5;-2.9;3.3;-6.0;104.7;107.7;-1.1;-1.4
346;561 Restaurants, andere eetgelegenheden;2009 2e kwartaal;110.1;98.0;112.3;-1.8;2.7;-4.4;103.9;106.1;-0.8;-1.5
347;561 Restaurants, andere eetgelegenheden;2009 3e kwartaal;111.2;98.5;112.9;-2.4;2.5;-4.8;102.3;103.7;-1.5;-2.2
348;561 Restaurants, andere eetgelegenheden;2009 4e kwartaal;100.2;98.8;101.4;-4.3;2.1;-6.3;100.7;101.7;-1.6;-2.0
349;561 Restaurants, andere eetgelegenheden;2009;102.9;98.2;104.8;-2.8;2.6;-5.3;102.9;104.8;-2.8;-5.3
350;561 Restaurants, andere eetgelegenheden;2010 1e kwartaal;84.9;99.4;85.4;-5.8;2.1;-7.7;98.7;99.4;-2.0;-2.3
351;561 Restaurants, andere eetgelegenheden;2010 2e kwartaal;103.9;99.7;104.2;-5.6;1.8;-7.2;98.0;98.3;-0.7;-1.1
352;561 Restaurants, andere eetgelegenheden;2010 3e kwartaal;109.5;100.2;109.3;-1.5;1.8;-3.2;100.4;100.1;2.4;1.8
353;561 Restaurants, andere eetgelegenheden;2010 4e kwartaal;101.6;100.6;101.0;1.4;1.8;-0.4;102.9;102.1;2.4;2.1
354;561 Restaurants, andere eetgelegenheden;2010;100.0;100.0;100.0;-2.8;1.9;-4.6;100.0;100.0;-2.8;-4.6
355;561 Restaurants, andere eetgelegenheden;2011 1e kwartaal;90.4;101.8;88.8;6.4;2.3;4.0;104.4;102.6;1.5;0.5
356;561 Restaurants, andere eetgelegenheden;2011 2e kwartaal;112.6;102.5;109.8;8.3;2.8;5.4;105.9;103.4;1.5;0.7
357;561 Restaurants, andere eetgelegenheden;2011 3e kwartaal;114.4;103.0;111.1;4.4;2.7;1.7;106.7;103.5;0.7;0.1
358;561 Restaurants, andere eetgelegenheden;2011 4e kwartaal;106.9;103.5;103.2;5.2;2.9;2.2;107.2;103.4;0.5;0.0
359;561 Restaurants, andere eetgelegenheden;2011;106.1;102.7;103.2;6.1;2.7;3.3;106.1;103.2;6.1;3.3
360;561 Restaurants, andere eetgelegenheden;2012 1e kwartaal;94.8;104.3;90.9;4.9;2.5;2.4;108.2;103.7;0.9;0.3
361;561 Restaurants, andere eetgelegenheden;2012 2e kwartaal;114.4;104.6;109.4;1.6;2.0;-0.4;108.5;103.7;0.3;0.0
362;561 Restaurants, andere eetgelegenheden;2012 3e kwartaal;117.4;104.8;112.0;2.6;1.8;0.8;108.7;103.7;0.2;0.0
363;561 Restaurants, andere eetgelegenheden;2012 4e kwartaal;108.0;105.2;102.7;1.1;1.6;-0.5;109.3;103.9;0.5;0.1
364;561 Restaurants, andere eetgelegenheden;2012;108.7;104.7;103.8;2.5;2.0;0.5;108.7;103.8;2.5;0.5
365;561 Restaurants, andere eetgelegenheden;2013 1e kwartaal;93.9;105.8;88.7;-1.0;1.4;-2.4;109.5;103.6;0.2;-0.3
366;561 Restaurants, andere eetgelegenheden;2013 2e kwartaal;117.2;106.1;110.5;2.5;1.5;1.0;110.5;104.1;0.9;0.5
367;561 Restaurants, andere eetgelegenheden;2013 3e kwartaal;120.6;106.6;113.2;2.7;1.7;1.0;111.4;104.5;0.8;0.4
368;561 Restaurants, andere eetgelegenheden;2013 4e kwartaal;112.5;106.8;105.3;4.2;1.6;2.6;112.9;105.6;1.3;1.0
369;561 Restaurants, andere eetgelegenheden;2013;111.1;106.3;104.4;2.2;1.5;0.6;111.1;104.4;2.2;0.6
370;561 Restaurants, andere eetgelegenheden;2014 1e kwartaal;101.4;107.3;94.6;8.1;1.4;6.6;115.3;107.6;2.2;1.9
371;561 Restaurants, andere eetgelegenheden;2014 2e kwartaal;123.2;107.7;114.5;5.1;1.4;3.6;116.8;108.5;1.3;0.9
372;561 Restaurants, andere eetgelegenheden;2014 3e kwartaal;126.9;107.8;117.7;5.2;1.2;4.0;118.6;110.0;1.6;1.4
373;561 Restaurants, andere eetgelegenheden;2014 4e kwartaal;120.1;108.0;111.3;6.8;1.1;5.6;121.0;111.9;2.0;1.7
374;561 Restaurants, andere eetgelegenheden;2014;117.9;107.7;109.5;6.2;1.3;4.8;117.9;109.5;6.2;4.9
375;561 Restaurants, andere eetgelegenheden;2015 1e kwartaal;106.0;108.3;97.8;4.5;1.0;3.5;122.1;112.7;0.9;0.7
376;561 Restaurants, andere eetgelegenheden;2015 2e kwartaal;132.9;108.8;122.1;7.8;1.1;6.7;126.4;116.3;3.5;3.2
377;561 Restaurants, andere eetgelegenheden;2015 3e kwartaal;134.7;109.1;123.4;6.2;1.2;4.9;125.5;115.1;-0.7;-1.0
378;561 Restaurants, andere eetgelegenheden;2015 4e kwartaal;129.6;109.5;118.4;7.9;1.4;6.4;129.2;118.0;2.9;2.5
379;561 Restaurants, andere eetgelegenheden;2015;125.8;108.9;115.5;6.7;1.2;5.4;125.8;115.5;6.7;5.5
380;561 Restaurants, andere eetgelegenheden;2016 1e kwartaal;114.0;110.0;103.7;7.5;1.5;6.0;130.3;118.6;0.9;0.5
381;561 Restaurants, andere eetgelegenheden;2016 2e kwartaal;139.4;110.4;126.2;4.9;1.5;3.4;131.7;119.3;1.1;0.6
382;561 Restaurants, andere eetgelegenheden;2016 3e kwartaal;148.8;111.1;133.9;10.4;1.8;8.5;136.8;123.3;3.9;3.3
383;561 Restaurants, andere eetgelegenheden;2016 4e kwartaal;138.3;111.6;124.0;6.7;1.9;4.7;139.1;124.6;1.6;1.0
384;561 Restaurants, andere eetgelegenheden;2016;135.1;110.8;122.0;7.4;1.7;5.6;134.5;121.4;6.9;5.1
385;561 Restaurants, andere eetgelegenheden;2017 1e kwartaal;124.1;112.4;110.4;8.8;2.2;6.5;142.4;126.8;2.4;1.8
386;561 Restaurants, andere eetgelegenheden;2017 2e kwartaal;153.7;113.1;136.0;10.3;2.4;7.7;145.5;128.8;2.2;1.5
387;561 Restaurants, andere eetgelegenheden;2017 3e kwartaal;159.2;113.7;140.1;7.0;2.3;4.6;146.8;129.3;0.9;0.4
388;561 Restaurants, andere eetgelegenheden;2017 4e kwartaal;147.6;114.0;129.5;6.7;2.2;4.4;146.1;128.0;-0.5;-1.0
389;561 Restaurants, andere eetgelegenheden;2017;146.2;113.3;129.0;8.2;2.3;5.8;145.2;128.2;8.0;5.6
390;56101 Restaurants;2005 1e kwartaal;83.9;87.0;96.4;;;;97.4;112.0;;
391;56101 Restaurants;2005 2e kwartaal;102.1;87.3;116.9;;;;97.7;112.1;0.3;0.1
392;56101 Restaurants;2005 3e kwartaal;107.8;87.4;123.4;;;;101.2;115.7;3.6;3.2
393;56101 Restaurants;2005 4e kwartaal;105.9;87.7;120.7;;;;103.3;117.5;2.1;1.6
394;56101 Restaurants;2005;99.9;87.4;114.4;;;;99.9;114.3;;
395;56101 Restaurants;2006 1e kwartaal;87.7;88.4;99.2;4.6;1.6;2.9;103.5;117.1;0.2;-0.3
396;56101 Restaurants;2006 2e kwartaal;108.8;88.9;122.4;6.6;1.8;4.6;104.4;117.5;0.9;0.3
397;56101 Restaurants;2006 3e kwartaal;114.2;89.5;127.6;5.9;2.4;3.4;105.9;118.2;1.4;0.6
398;56101 Restaurants;2006 4e kwartaal;111.2;90.2;123.3;5.0;2.8;2.2;108.1;119.6;2.1;1.2
399;56101 Restaurants;2006;105.5;89.3;118.1;5.6;2.2;3.3;105.5;118.1;5.6;3.3
400;56101 Restaurants;2007 1e kwartaal;95.7;90.9;105.2;9.1;2.8;6.1;110.7;121.8;2.4;1.8
401;56101 Restaurants;2007 2e kwartaal;117.4;91.5;128.3;7.9;2.9;4.8;111.6;122.1;0.8;0.2
402;56101 Restaurants;2007 3e kwartaal;119.3;91.8;129.9;4.4;2.5;1.8;111.4;121.2;-0.2;-0.7
403;56101 Restaurants;2007 4e kwartaal;112.8;92.6;121.8;1.5;2.7;-1.2;111.4;120.1;0.0;-0.9
404;56101 Restaurants;2007;111.3;91.7;121.3;5.5;2.7;2.7;111.3;121.3;5.5;2.7
405;56101 Restaurants;2008 1e kwartaal;96.6;93.8;103.0;1.0;3.2;-2.1;110.3;117.6;-1.0;-2.1
406;56101 Restaurants;2008 2e kwartaal;115.2;95.3;121.0;-1.8;4.1;-5.7;110.0;115.4;-0.3;-1.9
407;56101 Restaurants;2008 3e kwartaal;117.2;96.1;122.0;-1.7;4.7;-6.1;110.1;114.2;0.1;-1.0
408;56101 Restaurants;2008 4e kwartaal;109.8;96.9;113.3;-2.7;4.6;-7.0;108.6;112.1;-1.4;-1.8
409;56101 Restaurants;2008;109.7;95.5;114.8;-1.4;4.1;-5.4;109.8;114.8;-1.4;-5.3
410;56101 Restaurants;2009 1e kwartaal;91.9;97.5;94.2;-4.9;3.9;-8.5;106.7;109.6;-1.7;-2.2
411;56101 Restaurants;2009 2e kwartaal;111.9;98.1;114.1;-2.9;3.0;-5.7;106.1;108.2;-0.6;-1.3
412;56101 Restaurants;2009 3e kwartaal;111.6;98.6;113.2;-4.8;2.6;-7.2;104.2;105.4;-1.8;-2.6
413;56101 Restaurants;2009 4e kwartaal;102.4;98.8;103.7;-6.7;2.0;-8.5;100.9;102.0;-3.2;-3.2
414;56101 Restaurants;2009;104.5;98.3;106.3;-4.8;2.9;-7.4;104.5;106.3;-4.8;-7.4
415;56101 Restaurants;2010 1e kwartaal;85.4;99.4;85.9;-7.0;2.0;-8.9;99.0;99.6;-1.9;-2.4
416;56101 Restaurants;2010 2e kwartaal;103.1;99.7;103.3;-7.9;1.6;-9.4;97.9;98.1;-1.1;-1.5
417;56101 Restaurants;2010 3e kwartaal;107.6;100.3;107.2;-3.7;1.7;-5.3;100.2;99.8;2.3;1.7
418;56101 Restaurants;2010 4e kwartaal;104.0;100.6;103.4;1.5;1.8;-0.3;102.9;102.3;2.7;2.5
419;56101 Restaurants;2010;100.0;100.0;100.0;-4.3;1.8;-5.9;100.0;100.0;-4.3;-6.0
420;56101 Restaurants;2011 1e kwartaal;90.2;101.6;88.8;5.7;2.2;3.4;104.3;102.7;1.4;0.4
421;56101 Restaurants;2011 2e kwartaal;110.7;102.3;108.2;7.4;2.6;4.7;104.8;102.5;0.5;-0.2
422;56101 Restaurants;2011 3e kwartaal;111.4;102.7;108.4;3.5;2.4;1.1;105.2;102.3;0.4;-0.2
423;56101 Restaurants;2011 4e kwartaal;108.3;103.4;104.8;4.1;2.8;1.3;106.2;102.7;1.0;0.4
424;56101 Restaurants;2011;105.1;102.5;102.5;5.1;2.5;2.6;105.1;102.6;5.1;2.6
425;56101 Restaurants;2012 1e kwartaal;94.3;104.0;90.7;4.5;2.3;2.1;107.5;103.3;1.2;0.6
426;56101 Restaurants;2012 2e kwartaal;112.8;104.1;108.4;2.0;1.8;0.1;107.7;103.3;0.2;0.0
427;56101 Restaurants;2012 3e kwartaal;115.1;104.3;110.3;3.3;1.6;1.7;108.1;103.7;0.4;0.4
428;56101 Restaurants;2012 4e kwartaal;109.9;104.8;104.9;1.5;1.4;0.1;108.9;104.0;0.7;0.3
429;56101 Restaurants;2012;108.0;104.3;103.6;2.8;1.8;1.0;108.0;103.6;2.8;1.0
430;56101 Restaurants;2013 1e kwartaal;94.4;105.2;89.7;0.0;1.1;-1.1;109.2;103.8;0.3;-0.2
431;56101 Restaurants;2013 2e kwartaal;116.5;105.6;110.3;3.2;1.4;1.8;110.9;104.9;1.6;1.1
432;56101 Restaurants;2013 3e kwartaal;119.1;106.1;112.3;3.5;1.7;1.8;111.9;105.6;0.9;0.7
433;56101 Restaurants;2013 4e kwartaal;115.5;106.3;108.7;5.0;1.4;3.6;113.4;106.8;1.3;1.1
434;56101 Restaurants;2013;111.4;105.8;105.2;3.1;1.4;1.6;111.4;105.3;3.1;1.6
435;56101 Restaurants;2014 1e kwartaal;101.4;106.4;95.3;7.5;1.2;6.2;115.8;108.7;2.1;1.8
436;56101 Restaurants;2014 2e kwartaal;122.8;106.8;115.0;5.4;1.1;4.3;117.2;109.7;1.2;0.9
437;56101 Restaurants;2014 3e kwartaal;126.1;106.9;117.9;5.8;0.8;5.0;119.4;111.7;1.9;1.8
438;56101 Restaurants;2014 4e kwartaal;124.5;107.1;116.3;7.8;0.8;7.0;122.5;114.3;2.6;2.3
439;56101 Restaurants;2014;118.7;106.8;111.1;6.6;1.0;5.6;118.7;111.1;6.6;5.5
440;56101 Restaurants;2015 1e kwartaal;108.0;107.4;100.6;6.5;0.9;5.5;123.7;115.1;0.9;0.7
441;56101 Restaurants;2015 2e kwartaal;133.9;107.8;124.1;9.1;1.0;8.0;129.0;119.7;4.3;4.1
442;56101 Restaurants;2015 3e kwartaal;134.8;108.2;124.6;6.9;1.2;5.7;127.8;118.2;-0.9;-1.3
443;56101 Restaurants;2015 4e kwartaal;133.9;108.5;123.4;7.5;1.4;6.1;130.2;119.8;1.9;1.4
444;56101 Restaurants;2015;127.6;108.0;118.2;7.5;1.1;6.3;127.7;118.2;7.5;6.4
445;56101 Restaurants;2016 1e kwartaal;115.6;109.1;106.0;7.0;1.5;5.4;131.5;120.7;1.0;0.7
446;56101 Restaurants;2016 2e kwartaal;139.6;109.5;127.4;4.3;1.6;2.7;132.7;121.2;0.9;0.5
447;56101 Restaurants;2016 3e kwartaal;147.3;109.8;134.2;9.3;1.5;7.7;137.7;125.4;3.7;3.4
448;56101 Restaurants;2016 4e kwartaal;140.8;110.1;127.9;5.2;1.4;3.7;138.7;126.0;0.8;0.5
449;56101 Restaurants;2016;135.8;109.6;123.9;6.4;1.5;4.8;135.2;123.3;5.9;4.3
450;56101 Restaurants;2017 1e kwartaal;125.0;110.8;112.9;8.2;1.6;6.5;143.1;129.2;3.2;2.6
451;56101 Restaurants;2017 2e kwartaal;152.9;111.5;137.1;9.5;1.8;7.6;146.1;131.1;2.0;1.4
452;56101 Restaurants;2017 3e kwartaal;157.7;112.0;140.7;7.0;2.0;4.9;147.1;131.4;0.7;0.2
453;56101 Restaurants;2017 4e kwartaal;149.9;112.4;133.4;6.5;2.1;4.3;145.3;129.1;-1.2;-1.7
454;56101 Restaurants;2017;146.4;111.7;131.0;7.8;1.9;5.8;145.4;130.2;7.6;5.6
455;56102 Fastfoodrestaurants, ijssalons etc;2005 1e kwartaal;73.2;87.0;84.1;;;;87.3;100.6;;
456;56102 Fastfoodrestaurants, ijssalons etc;2005 2e kwartaal;97.0;87.5;110.9;;;;89.6;102.6;2.6;2.0
457;56102 Fastfoodrestaurants, ijssalons etc;2005 3e kwartaal;103.6;87.8;118.0;;;;92.0;104.7;2.7;2.0
458;56102 Fastfoodrestaurants, ijssalons etc;2005 4e kwartaal;84.5;87.9;96.0;;;;89.4;101.1;-2.8;-3.4
459;56102 Fastfoodrestaurants, ijssalons etc;2005;89.6;87.6;102.2;;;;89.6;102.3;;
460;56102 Fastfoodrestaurants, ijssalons etc;2006 1e kwartaal;75.0;88.5;84.7;2.4;1.7;0.7;90.0;102.0;0.7;0.9
461;56102 Fastfoodrestaurants, ijssalons etc;2006 2e kwartaal;97.9;88.9;110.1;0.9;1.6;-0.7;92.3;104.0;2.6;2.0
462;56102 Fastfoodrestaurants, ijssalons etc;2006 3e kwartaal;108.2;89.3;121.1;4.4;1.7;2.6;94.7;106.0;2.6;1.9
463;56102 Fastfoodrestaurants, ijssalons etc;2006 4e kwartaal;90.5;89.7;100.9;7.2;2.0;5.0;94.4;104.7;-0.3;-1.2
464;56102 Fastfoodrestaurants, ijssalons etc;2006;92.9;89.1;104.2;3.7;1.8;1.9;92.9;104.2;3.7;1.9
465;56102 Fastfoodrestaurants, ijssalons etc;2007 1e kwartaal;83.7;91.8;91.2;11.7;3.7;7.7;95.4;104.3;1.1;-0.4
466;56102 Fastfoodrestaurants, ijssalons etc;2007 2e kwartaal;107.7;92.5;116.4;10.0;4.0;5.8;100.0;108.3;4.8;3.8
467;56102 Fastfoodrestaurants, ijssalons etc;2007 3e kwartaal;108.6;92.8;117.0;0.4;3.9;-3.3;98.3;105.8;-1.7;-2.3
468;56102 Fastfoodrestaurants, ijssalons etc;2007 4e kwartaal;92.7;93.5;99.2;2.4;4.1;-1.6;98.9;105.4;0.6;-0.4
469;56102 Fastfoodrestaurants, ijssalons etc;2007;98.2;92.6;106.0;5.7;3.9;1.7;98.2;106.0;5.7;1.7
470;56102 Fastfoodrestaurants, ijssalons etc;2008 1e kwartaal;85.4;95.1;89.8;2.1;3.6;-1.5;98.7;104.0;-0.2;-1.3
471;56102 Fastfoodrestaurants, ijssalons etc;2008 2e kwartaal;106.1;95.8;110.8;-1.5;3.6;-4.9;97.9;102.4;-0.8;-1.5
472;56102 Fastfoodrestaurants, ijssalons etc;2008 3e kwartaal;107.7;96.0;112.2;-0.9;3.4;-4.2;97.1;101.0;-0.8;-1.4
473;56102 Fastfoodrestaurants, ijssalons etc;2008 4e kwartaal;95.0;96.4;98.5;2.4;3.2;-0.7;100.6;103.8;3.6;2.8
474;56102 Fastfoodrestaurants, ijssalons etc;2008;98.5;95.8;102.8;0.4;3.4;-3.0;98.6;102.8;0.4;-3.0
475;56102 Fastfoodrestaurants, ijssalons etc;2009 1e kwartaal;86.8;97.2;89.3;1.6;2.2;-0.6;100.8;104.1;0.2;0.3
476;56102 Fastfoodrestaurants, ijssalons etc;2009 2e kwartaal;106.6;97.8;109.0;0.5;2.1;-1.6;99.6;102.0;-1.2;-2.0
477;56102 Fastfoodrestaurants, ijssalons etc;2009 3e kwartaal;110.3;98.2;112.3;2.4;2.3;0.1;98.8;100.5;-0.8;-1.5
478;56102 Fastfoodrestaurants, ijssalons etc;2009 4e kwartaal;95.9;98.8;97.1;1.0;2.4;-1.5;100.3;101.1;1.5;0.6
479;56102 Fastfoodrestaurants, ijssalons etc;2009;99.9;98.0;101.9;1.4;2.2;-0.9;99.9;101.9;1.3;-0.9
480;56102 Fastfoodrestaurants, ijssalons etc;2010 1e kwartaal;84.0;99.5;84.5;-3.2;2.3;-5.4;98.1;98.9;-2.2;-2.2
481;56102 Fastfoodrestaurants, ijssalons etc;2010 2e kwartaal;105.7;99.8;105.9;-0.9;2.1;-2.9;98.3;98.7;0.2;-0.2
482;56102 Fastfoodrestaurants, ijssalons etc;2010 3e kwartaal;113.3;100.1;113.3;2.8;1.9;0.8;100.8;100.6;2.5;1.9
483;56102 Fastfoodrestaurants, ijssalons etc;2010 4e kwartaal;97.0;100.7;96.3;1.2;2.0;-0.7;102.8;101.8;2.0;1.2
484;56102 Fastfoodrestaurants, ijssalons etc;2010;100.0;100.0;100.0;0.1;2.1;-1.9;100.0;100.0;0.1;-1.9
485;56102 Fastfoodrestaurants, ijssalons etc;2011 1e kwartaal;90.6;102.1;88.8;7.9;2.6;5.1;104.5;102.5;1.7;0.7
486;56102 Fastfoodrestaurants, ijssalons etc;2011 2e kwartaal;116.3;103.0;112.9;10.1;3.2;6.6;108.1;105.1;3.4;2.5
487;56102 Fastfoodrestaurants, ijssalons etc;2011 3e kwartaal;120.2;103.4;116.3;6.1;3.4;2.7;109.5;105.8;1.3;0.7
488;56102 Fastfoodrestaurants, ijssalons etc;2011 4e kwartaal;104.1;103.9;100.2;7.3;3.2;4.1;109.2;104.9;-0.3;-0.9
489;56102 Fastfoodrestaurants, ijssalons etc;2011;107.8;103.1;104.6;7.8;3.1;4.6;107.8;104.6;7.8;4.6
490;56102 Fastfoodrestaurants, ijssalons etc;2012 1e kwartaal;95.8;104.9;91.3;5.7;2.7;2.9;109.4;104.6;0.2;-0.3
491;56102 Fastfoodrestaurants, ijssalons etc;2012 2e kwartaal;117.4;105.5;111.3;0.9;2.4;-1.4;110.0;104.5;0.5;-0.1
492;56102 Fastfoodrestaurants, ijssalons etc;2012 3e kwartaal;121.9;105.8;115.3;1.4;2.3;-0.8;109.9;103.8;-0.1;-0.7
493;56102 Fastfoodrestaurants, ijssalons etc;2012 4e kwartaal;104.3;106.0;98.5;0.2;2.0;-1.8;110.0;103.6;0.1;-0.2
494;56102 Fastfoodrestaurants, ijssalons etc;2012;109.9;105.5;104.1;1.9;2.3;-0.4;109.8;104.1;1.9;-0.4
495;56102 Fastfoodrestaurants, ijssalons etc;2013 1e kwartaal;92.9;106.9;86.9;-3.0;1.9;-4.8;110.1;103.2;0.1;-0.4
496;56102 Fastfoodrestaurants, ijssalons etc;2013 2e kwartaal;118.7;107.2;110.8;1.1;1.6;-0.5;109.7;102.6;-0.4;-0.6
497;56102 Fastfoodrestaurants, ijssalons etc;2013 3e kwartaal;123.5;107.5;114.8;1.3;1.7;-0.4;110.4;102.5;0.6;-0.1
498;56102 Fastfoodrestaurants, ijssalons etc;2013 4e kwartaal;106.9;107.9;99.1;2.5;1.8;0.7;111.9;103.3;1.4;0.8
499;56102 Fastfoodrestaurants, ijssalons etc;2013;110.5;107.4;102.9;0.6;1.8;-1.1;110.5;102.9;0.6;-1.2
500;56102 Fastfoodrestaurants, ijssalons etc;2014 1e kwartaal;101.5;108.9;93.2;9.2;1.9;7.2;114.4;105.4;2.2;2.0
501;56102 Fastfoodrestaurants, ijssalons etc;2014 2e kwartaal;124.1;109.4;113.5;4.6;2.1;2.4;116.1;106.2;1.5;0.8
502;56102 Fastfoodrestaurants, ijssalons etc;2014 3e kwartaal;128.5;109.6;117.2;4.1;1.9;2.1;117.2;106.8;0.9;0.6
503;56102 Fastfoodrestaurants, ijssalons etc;2014 4e kwartaal;111.7;109.7;101.8;4.5;1.7;2.8;118.1;107.4;0.8;0.6
