ID;SITCEnergie;Landen;Perioden;Invoerwaarde_1;Uitvoerwaarde_2
2012;Totaal SITC;België en Luxemburg (t/m 1999);2010;;
2013;Totaal SITC;België en Luxemburg (t/m 1999);2011;;
2014;Totaal SITC;België en Luxemburg (t/m 1999);2012;;
2015;Totaal SITC;België en Luxemburg (t/m 1999);2013;;
2016;Totaal SITC;België en Luxemburg (t/m 1999);2014;;
2017;Totaal SITC;België en Luxemburg (t/m 1999);2015;;
2018;Totaal SITC;België en Luxemburg (t/m 1999);2016;;
2019;Totaal SITC;België en Luxemburg (t/m 1999);2017;;
2020;0 Voeding en levende dieren;Totaal landen;1917;;
2021;0 Voeding en levende dieren;Totaal landen;1918;;
2022;0 Voeding en levende dieren;Totaal landen;1919;;
2023;0 Voeding en levende dieren;Totaal landen;1920;;
2024;0 Voeding en levende dieren;Totaal landen;1921;;
2025;0 Voeding en levende dieren;Totaal landen;1922;;
2026;0 Voeding en levende dieren;Totaal landen;1923;;
2027;0 Voeding en levende dieren;Totaal landen;1924;;
2028;0 Voeding en levende dieren;Totaal landen;1925;;
2029;0 Voeding en levende dieren;Totaal landen;1926;;
2030;0 Voeding en levende dieren;Totaal landen;1927;;
2031;0 Voeding en levende dieren;Totaal landen;1928;;
2032;0 Voeding en levende dieren;Totaal landen;1929;;
2033;0 Voeding en levende dieren;Totaal landen;1930;;
2034;0 Voeding en levende dieren;Totaal landen;1931;;
2035;0 Voeding en levende dieren;Totaal landen;1932;;
2036;0 Voeding en levende dieren;Totaal landen;1933;;
2037;0 Voeding en levende dieren;Totaal landen;1934;;
2038;0 Voeding en levende dieren;Totaal landen;1935;;
2039;0 Voeding en levende dieren;Totaal landen;1936;;
2040;0 Voeding en levende dieren;Totaal landen;1937;;
2041;0 Voeding en levende dieren;Totaal landen;1938;;
2042;0 Voeding en levende dieren;Totaal landen;1939;;
2043;0 Voeding en levende dieren;Totaal landen;1940;;
2044;0 Voeding en levende dieren;Totaal landen;1941;;
2045;0 Voeding en levende dieren;Totaal landen;1942;;
2046;0 Voeding en levende dieren;Totaal landen;1943;;
2047;0 Voeding en levende dieren;Totaal landen;1944;;
2048;0 Voeding en levende dieren;Totaal landen;1945;;
2049;0 Voeding en levende dieren;Totaal landen;1946;;
2050;0 Voeding en levende dieren;Totaal landen;1947;;
2051;0 Voeding en levende dieren;Totaal landen;1948;;
2052;0 Voeding en levende dieren;Totaal landen;1949;;
2053;0 Voeding en levende dieren;Totaal landen;1950;;
2054;0 Voeding en levende dieren;Totaal landen;1951;;
2055;0 Voeding en levende dieren;Totaal landen;1952;;
2056;0 Voeding en levende dieren;Totaal landen;1953;;
2057;0 Voeding en levende dieren;Totaal landen;1954;;
2058;0 Voeding en levende dieren;Totaal landen;1955;;
2059;0 Voeding en levende dieren;Totaal landen;1956;;
2060;0 Voeding en levende dieren;Totaal landen;1957;;
2061;0 Voeding en levende dieren;Totaal landen;1958;;
2062;0 Voeding en levende dieren;Totaal landen;1959;;
2063;0 Voeding en levende dieren;Totaal landen;1960;;
2064;0 Voeding en levende dieren;Totaal landen;1961;;
2065;0 Voeding en levende dieren;Totaal landen;1962;;
2066;0 Voeding en levende dieren;Totaal landen;1963;;
2067;0 Voeding en levende dieren;Totaal landen;1964;;
2068;0 Voeding en levende dieren;Totaal landen;1965;;
2069;0 Voeding en levende dieren;Totaal landen;1966;;
2070;0 Voeding en levende dieren;Totaal landen;1967;;
2071;0 Voeding en levende dieren;Totaal landen;1968;;
2072;0 Voeding en levende dieren;Totaal landen;1969;;
2073;0 Voeding en levende dieren;Totaal landen;1970;;
2074;0 Voeding en levende dieren;Totaal landen;1971;;
2075;0 Voeding en levende dieren;Totaal landen;1972;;
2076;0 Voeding en levende dieren;Totaal landen;1973;;
2077;0 Voeding en levende dieren;Totaal landen;1974;;
2078;0 Voeding en levende dieren;Totaal landen;1975;;
2079;0 Voeding en levende dieren;Totaal landen;1976;;
2080;0 Voeding en levende dieren;Totaal landen;1977;;
2081;0 Voeding en levende dieren;Totaal landen;1978;;
2082;0 Voeding en levende dieren;Totaal landen;1979;;
2083;0 Voeding en levende dieren;Totaal landen;1980;;
2084;0 Voeding en levende dieren;Totaal landen;1981;;
2085;0 Voeding en levende dieren;Totaal landen;1982;;
2086;0 Voeding en levende dieren;Totaal landen;1983;;
2087;0 Voeding en levende dieren;Totaal landen;1984;;
2088;0 Voeding en levende dieren;Totaal landen;1985;;
2089;0 Voeding en levende dieren;Totaal landen;1986;;
2090;0 Voeding en levende dieren;Totaal landen;1987;;
2091;0 Voeding en levende dieren;Totaal landen;1988;;
2092;0 Voeding en levende dieren;Totaal landen;1989;;
2093;0 Voeding en levende dieren;Totaal landen;1990;;
2094;0 Voeding en levende dieren;Totaal landen;1991;;
2095;0 Voeding en levende dieren;Totaal landen;1992;;
2096;0 Voeding en levende dieren;Totaal landen;1993;;
2097;0 Voeding en levende dieren;Totaal landen;1994;;
2098;0 Voeding en levende dieren;Totaal landen;1995;;
2099;0 Voeding en levende dieren;Totaal landen;1996;14286.0;23935.0
2100;0 Voeding en levende dieren;Totaal landen;1997;14606.0;24499.0
2101;0 Voeding en levende dieren;Totaal landen;1998;14684.0;24860.0
2102;0 Voeding en levende dieren;Totaal landen;1999;15634.0;25225.0
2103;0 Voeding en levende dieren;Totaal landen;2000;16707.0;27974.0
2104;0 Voeding en levende dieren;Totaal landen;2001;18249.0;29280.0
2105;0 Voeding en levende dieren;Totaal landen;2002;17672.0;29339.0
2106;0 Voeding en levende dieren;Totaal landen;2003;18323.0;29769.0
2107;0 Voeding en levende dieren;Totaal landen;2004;18471.0;31155.0
2108;0 Voeding en levende dieren;Totaal landen;2005;19193.0;32430.0
2109;0 Voeding en levende dieren;Totaal landen;2006;20884.0;34568.0
2110;0 Voeding en levende dieren;Totaal landen;2007;23678.0;38093.0
2111;0 Voeding en levende dieren;Totaal landen;2008;27049.0;42114.0
2112;0 Voeding en levende dieren;Totaal landen;2009;25722.0;40158.0
2113;0 Voeding en levende dieren;Totaal landen;2010;28324.0;45215.0
2114;0 Voeding en levende dieren;Totaal landen;2011;32062.0;48044.0
2115;0 Voeding en levende dieren;Totaal landen;2012;33623.0;50047.0
2116;0 Voeding en levende dieren;Totaal landen;2013;35348.0;53871.0
2117;0 Voeding en levende dieren;Totaal landen;2014;35821.0;55974.0
2118;0 Voeding en levende dieren;Totaal landen;2015;37997.0;56512.0
2119;0 Voeding en levende dieren;Totaal landen;2016;38358.0;58816.0
2120;0 Voeding en levende dieren;Totaal landen;2017;41610.0;62896.0
2121;0 Voeding en levende dieren;Europa;1917;;
2122;0 Voeding en levende dieren;Europa;1918;;
2123;0 Voeding en levende dieren;Europa;1919;;
2124;0 Voeding en levende dieren;Europa;1920;;
2125;0 Voeding en levende dieren;Europa;1921;;
2126;0 Voeding en levende dieren;Europa;1922;;
2127;0 Voeding en levende dieren;Europa;1923;;
2128;0 Voeding en levende dieren;Europa;1924;;
2129;0 Voeding en levende dieren;Europa;1925;;
2130;0 Voeding en levende dieren;Europa;1926;;
2131;0 Voeding en levende dieren;Europa;1927;;
2132;0 Voeding en levende dieren;Europa;1928;;
2133;0 Voeding en levende dieren;Europa;1929;;
2134;0 Voeding en levende dieren;Europa;1930;;
2135;0 Voeding en levende dieren;Europa;1931;;
2136;0 Voeding en levende dieren;Europa;1932;;
2137;0 Voeding en levende dieren;Europa;1933;;
2138;0 Voeding en levende dieren;Europa;1934;;
2139;0 Voeding en levende dieren;Europa;1935;;
2140;0 Voeding en levende dieren;Europa;1936;;
2141;0 Voeding en levende dieren;Europa;1937;;
2142;0 Voeding en levende dieren;Europa;1938;;
2143;0 Voeding en levende dieren;Europa;1939;;
2144;0 Voeding en levende dieren;Europa;1940;;
2145;0 Voeding en levende dieren;Europa;1941;;
2146;0 Voeding en levende dieren;Europa;1942;;
2147;0 Voeding en levende dieren;Europa;1943;;
2148;0 Voeding en levende dieren;Europa;1944;;
2149;0 Voeding en levende dieren;Europa;1945;;
2150;0 Voeding en levende dieren;Europa;1946;;
2151;0 Voeding en levende dieren;Europa;1947;;
2152;0 Voeding en levende dieren;Europa;1948;;
2153;0 Voeding en levende dieren;Europa;1949;;
2154;0 Voeding en levende dieren;Europa;1950;;
2155;0 Voeding en levende dieren;Europa;1951;;
2156;0 Voeding en levende dieren;Europa;1952;;
2157;0 Voeding en levende dieren;Europa;1953;;
2158;0 Voeding en levende dieren;Europa;1954;;
2159;0 Voeding en levende dieren;Europa;1955;;
2160;0 Voeding en levende dieren;Europa;1956;;
2161;0 Voeding en levende dieren;Europa;1957;;
2162;0 Voeding en levende dieren;Europa;1958;;
2163;0 Voeding en levende dieren;Europa;1959;;
2164;0 Voeding en levende dieren;Europa;1960;;
2165;0 Voeding en levende dieren;Europa;1961;;
2166;0 Voeding en levende dieren;Europa;1962;;
2167;0 Voeding en levende dieren;Europa;1963;;
2168;0 Voeding en levende dieren;Europa;1964;;
2169;0 Voeding en levende dieren;Europa;1965;;
2170;0 Voeding en levende dieren;Europa;1966;;
2171;0 Voeding en levende dieren;Europa;1967;;
2172;0 Voeding en levende dieren;Europa;1968;;
2173;0 Voeding en levende dieren;Europa;1969;;
2174;0 Voeding en levende dieren;Europa;1970;;
2175;0 Voeding en levende dieren;Europa;1971;;
2176;0 Voeding en levende dieren;Europa;1972;;
2177;0 Voeding en levende dieren;Europa;1973;;
2178;0 Voeding en levende dieren;Europa;1974;;
2179;0 Voeding en levende dieren;Europa;1975;;
2180;0 Voeding en levende dieren;Europa;1976;;
2181;0 Voeding en levende dieren;Europa;1977;;
2182;0 Voeding en levende dieren;Europa;1978;;
2183;0 Voeding en levende dieren;Europa;1979;;
2184;0 Voeding en levende dieren;Europa;1980;;
2185;0 Voeding en levende dieren;Europa;1981;;
2186;0 Voeding en levende dieren;Europa;1982;;
2187;0 Voeding en levende dieren;Europa;1983;;
2188;0 Voeding en levende dieren;Europa;1984;;
2189;0 Voeding en levende dieren;Europa;1985;;
2190;0 Voeding en levende dieren;Europa;1986;;
2191;0 Voeding en levende dieren;Europa;1987;;
2192;0 Voeding en levende dieren;Europa;1988;;
2193;0 Voeding en levende dieren;Europa;1989;;
2194;0 Voeding en levende dieren;Europa;1990;;
2195;0 Voeding en levende dieren;Europa;1991;;
2196;0 Voeding en levende dieren;Europa;1992;;
2197;0 Voeding en levende dieren;Europa;1993;;
2198;0 Voeding en levende dieren;Europa;1994;;
2199;0 Voeding en levende dieren;Europa;1995;;
2200;0 Voeding en levende dieren;Europa;1996;;
2201;0 Voeding en levende dieren;Europa;1997;;
2202;0 Voeding en levende dieren;Europa;1998;;
2203;0 Voeding en levende dieren;Europa;1999;;
2204;0 Voeding en levende dieren;Europa;2000;;
2205;0 Voeding en levende dieren;Europa;2001;;
2206;0 Voeding en levende dieren;Europa;2002;;
2207;0 Voeding en levende dieren;Europa;2003;;
2208;0 Voeding en levende dieren;Europa;2004;;
2209;0 Voeding en levende dieren;Europa;2005;;
2210;0 Voeding en levende dieren;Europa;2006;;
2211;0 Voeding en levende dieren;Europa;2007;;
2212;0 Voeding en levende dieren;Europa;2008;;
2213;0 Voeding en levende dieren;Europa;2009;;
2214;0 Voeding en levende dieren;Europa;2010;;
2215;0 Voeding en levende dieren;Europa;2011;;
2216;0 Voeding en levende dieren;Europa;2012;;
2217;0 Voeding en levende dieren;Europa;2013;;
2218;0 Voeding en levende dieren;Europa;2014;;
2219;0 Voeding en levende dieren;Europa;2015;;
2220;0 Voeding en levende dieren;Europa;2016;;
2221;0 Voeding en levende dieren;Europa;2017;;
2222;0 Voeding en levende dieren;Afrika;1917;;
2223;0 Voeding en levende dieren;Afrika;1918;;
2224;0 Voeding en levende dieren;Afrika;1919;;
2225;0 Voeding en levende dieren;Afrika;1920;;
2226;0 Voeding en levende dieren;Afrika;1921;;
2227;0 Voeding en levende dieren;Afrika;1922;;
2228;0 Voeding en levende dieren;Afrika;1923;;
2229;0 Voeding en levende dieren;Afrika;1924;;
2230;0 Voeding en levende dieren;Afrika;1925;;
2231;0 Voeding en levende dieren;Afrika;1926;;
2232;0 Voeding en levende dieren;Afrika;1927;;
2233;0 Voeding en levende dieren;Afrika;1928;;
2234;0 Voeding en levende dieren;Afrika;1929;;
2235;0 Voeding en levende dieren;Afrika;1930;;
2236;0 Voeding en levende dieren;Afrika;1931;;
2237;0 Voeding en levende dieren;Afrika;1932;;
2238;0 Voeding en levende dieren;Afrika;1933;;
2239;0 Voeding en levende dieren;Afrika;1934;;
2240;0 Voeding en levende dieren;Afrika;1935;;
2241;0 Voeding en levende dieren;Afrika;1936;;
2242;0 Voeding en levende dieren;Afrika;1937;;
2243;0 Voeding en levende dieren;Afrika;1938;;
2244;0 Voeding en levende dieren;Afrika;1939;;
2245;0 Voeding en levende dieren;Afrika;1940;;
2246;0 Voeding en levende dieren;Afrika;1941;;
2247;0 Voeding en levende dieren;Afrika;1942;;
2248;0 Voeding en levende dieren;Afrika;1943;;
2249;0 Voeding en levende dieren;Afrika;1944;;
2250;0 Voeding en levende dieren;Afrika;1945;;
2251;0 Voeding en levende dieren;Afrika;1946;;
2252;0 Voeding en levende dieren;Afrika;1947;;
2253;0 Voeding en levende dieren;Afrika;1948;;
2254;0 Voeding en levende dieren;Afrika;1949;;
2255;0 Voeding en levende dieren;Afrika;1950;;
2256;0 Voeding en levende dieren;Afrika;1951;;
2257;0 Voeding en levende dieren;Afrika;1952;;
2258;0 Voeding en levende dieren;Afrika;1953;;
2259;0 Voeding en levende dieren;Afrika;1954;;
2260;0 Voeding en levende dieren;Afrika;1955;;
2261;0 Voeding en levende dieren;Afrika;1956;;
2262;0 Voeding en levende dieren;Afrika;1957;;
2263;0 Voeding en levende dieren;Afrika;1958;;
2264;0 Voeding en levende dieren;Afrika;1959;;
2265;0 Voeding en levende dieren;Afrika;1960;;
2266;0 Voeding en levende dieren;Afrika;1961;;
2267;0 Voeding en levende dieren;Afrika;1962;;
2268;0 Voeding en levende dieren;Afrika;1963;;
2269;0 Voeding en levende dieren;Afrika;1964;;
2270;0 Voeding en levende dieren;Afrika;1965;;
2271;0 Voeding en levende dieren;Afrika;1966;;
2272;0 Voeding en levende dieren;Afrika;1967;;
2273;0 Voeding en levende dieren;Afrika;1968;;
2274;0 Voeding en levende dieren;Afrika;1969;;
2275;0 Voeding en levende dieren;Afrika;1970;;
2276;0 Voeding en levende dieren;Afrika;1971;;
2277;0 Voeding en levende dieren;Afrika;1972;;
2278;0 Voeding en levende dieren;Afrika;1973;;
2279;0 Voeding en levende dieren;Afrika;1974;;
2280;0 Voeding en levende dieren;Afrika;1975;;
2281;0 Voeding en levende dieren;Afrika;1976;;
2282;0 Voeding en levende dieren;Afrika;1977;;
2283;0 Voeding en levende dieren;Afrika;1978;;
2284;0 Voeding en levende dieren;Afrika;1979;;
2285;0 Voeding en levende dieren;Afrika;1980;;
2286;0 Voeding en levende dieren;Afrika;1981;;
2287;0 Voeding en levende dieren;Afrika;1982;;
2288;0 Voeding en levende dieren;Afrika;1983;;
2289;0 Voeding en levende dieren;Afrika;1984;;
2290;0 Voeding en levende dieren;Afrika;1985;;
2291;0 Voeding en levende dieren;Afrika;1986;;
2292;0 Voeding en levende dieren;Afrika;1987;;
2293;0 Voeding en levende dieren;Afrika;1988;;
2294;0 Voeding en levende dieren;Afrika;1989;;
2295;0 Voeding en levende dieren;Afrika;1990;;
2296;0 Voeding en levende dieren;Afrika;1991;;
2297;0 Voeding en levende dieren;Afrika;1992;;
2298;0 Voeding en levende dieren;Afrika;1993;;
2299;0 Voeding en levende dieren;Afrika;1994;;
2300;0 Voeding en levende dieren;Afrika;1995;;
2301;0 Voeding en levende dieren;Afrika;1996;;
2302;0 Voeding en levende dieren;Afrika;1997;;
2303;0 Voeding en levende dieren;Afrika;1998;;
2304;0 Voeding en levende dieren;Afrika;1999;;
2305;0 Voeding en levende dieren;Afrika;2000;;
2306;0 Voeding en levende dieren;Afrika;2001;;
2307;0 Voeding en levende dieren;Afrika;2002;;
2308;0 Voeding en levende dieren;Afrika;2003;;
2309;0 Voeding en levende dieren;Afrika;2004;;
2310;0 Voeding en levende dieren;Afrika;2005;;
2311;0 Voeding en levende dieren;Afrika;2006;;
2312;0 Voeding en levende dieren;Afrika;2007;;
2313;0 Voeding en levende dieren;Afrika;2008;;
2314;0 Voeding en levende dieren;Afrika;2009;;
2315;0 Voeding en levende dieren;Afrika;2010;;
2316;0 Voeding en levende dieren;Afrika;2011;;
2317;0 Voeding en levende dieren;Afrika;2012;;
2318;0 Voeding en levende dieren;Afrika;2013;;
2319;0 Voeding en levende dieren;Afrika;2014;;
2320;0 Voeding en levende dieren;Afrika;2015;;
2321;0 Voeding en levende dieren;Afrika;2016;;
2322;0 Voeding en levende dieren;Afrika;2017;;
2323;0 Voeding en levende dieren;Amerika;1917;;
2324;0 Voeding en levende dieren;Amerika;1918;;
2325;0 Voeding en levende dieren;Amerika;1919;;
2326;0 Voeding en levende dieren;Amerika;1920;;
2327;0 Voeding en levende dieren;Amerika;1921;;
2328;0 Voeding en levende dieren;Amerika;1922;;
2329;0 Voeding en levende dieren;Amerika;1923;;
2330;0 Voeding en levende dieren;Amerika;1924;;
2331;0 Voeding en levende dieren;Amerika;1925;;
2332;0 Voeding en levende dieren;Amerika;1926;;
2333;0 Voeding en levende dieren;Amerika;1927;;
2334;0 Voeding en levende dieren;Amerika;1928;;
2335;0 Voeding en levende dieren;Amerika;1929;;
2336;0 Voeding en levende dieren;Amerika;1930;;
2337;0 Voeding en levende dieren;Amerika;1931;;
2338;0 Voeding en levende dieren;Amerika;1932;;
2339;0 Voeding en levende dieren;Amerika;1933;;
2340;0 Voeding en levende dieren;Amerika;1934;;
2341;0 Voeding en levende dieren;Amerika;1935;;
2342;0 Voeding en levende dieren;Amerika;1936;;
2343;0 Voeding en levende dieren;Amerika;1937;;
2344;0 Voeding en levende dieren;Amerika;1938;;
2345;0 Voeding en levende dieren;Amerika;1939;;
2346;0 Voeding en levende dieren;Amerika;1940;;
2347;0 Voeding en levende dieren;Amerika;1941;;
2348;0 Voeding en levende dieren;Amerika;1942;;
2349;0 Voeding en levende dieren;Amerika;1943;;
2350;0 Voeding en levende dieren;Amerika;1944;;
2351;0 Voeding en levende dieren;Amerika;1945;;
2352;0 Voeding en levende dieren;Amerika;1946;;
2353;0 Voeding en levende dieren;Amerika;1947;;
2354;0 Voeding en levende dieren;Amerika;1948;;
2355;0 Voeding en levende dieren;Amerika;1949;;
2356;0 Voeding en levende dieren;Amerika;1950;;
2357;0 Voeding en levende dieren;Amerika;1951;;
2358;0 Voeding en levende dieren;Amerika;1952;;
2359;0 Voeding en levende dieren;Amerika;1953;;
2360;0 Voeding en levende dieren;Amerika;1954;;
2361;0 Voeding en levende dieren;Amerika;1955;;
2362;0 Voeding en levende dieren;Amerika;1956;;
2363;0 Voeding en levende dieren;Amerika;1957;;
2364;0 Voeding en levende dieren;Amerika;1958;;
2365;0 Voeding en levende dieren;Amerika;1959;;
2366;0 Voeding en levende dieren;Amerika;1960;;
2367;0 Voeding en levende dieren;Amerika;1961;;
2368;0 Voeding en levende dieren;Amerika;1962;;
2369;0 Voeding en levende dieren;Amerika;1963;;
2370;0 Voeding en levende dieren;Amerika;1964;;
2371;0 Voeding en levende dieren;Amerika;1965;;
2372;0 Voeding en levende dieren;Amerika;1966;;
2373;0 Voeding en levende dieren;Amerika;1967;;
2374;0 Voeding en levende dieren;Amerika;1968;;
2375;0 Voeding en levende dieren;Amerika;1969;;
2376;0 Voeding en levende dieren;Amerika;1970;;
2377;0 Voeding en levende dieren;Amerika;1971;;
2378;0 Voeding en levende dieren;Amerika;1972;;
2379;0 Voeding en levende dieren;Amerika;1973;;
2380;0 Voeding en levende dieren;Amerika;1974;;
2381;0 Voeding en levende dieren;Amerika;1975;;
2382;0 Voeding en levende dieren;Amerika;1976;;
2383;0 Voeding en levende dieren;Amerika;1977;;
2384;0 Voeding en levende dieren;Amerika;1978;;
2385;0 Voeding en levende dieren;Amerika;1979;;
2386;0 Voeding en levende dieren;Amerika;1980;;
2387;0 Voeding en levende dieren;Amerika;1981;;
2388;0 Voeding en levende dieren;Amerika;1982;;
2389;0 Voeding en levende dieren;Amerika;1983;;
2390;0 Voeding en levende dieren;Amerika;1984;;
2391;0 Voeding en levende dieren;Amerika;1985;;
2392;0 Voeding en levende dieren;Amerika;1986;;
2393;0 Voeding en levende dieren;Amerika;1987;;
2394;0 Voeding en levende dieren;Amerika;1988;;
2395;0 Voeding en levende dieren;Amerika;1989;;
2396;0 Voeding en levende dieren;Amerika;1990;;
2397;0 Voeding en levende dieren;Amerika;1991;;
2398;0 Voeding en levende dieren;Amerika;1992;;
2399;0 Voeding en levende dieren;Amerika;1993;;
2400;0 Voeding en levende dieren;Amerika;1994;;
2401;0 Voeding en levende dieren;Amerika;1995;;
2402;0 Voeding en levende dieren;Amerika;1996;;
2403;0 Voeding en levende dieren;Amerika;1997;;
2404;0 Voeding en levende dieren;Amerika;1998;;
2405;0 Voeding en levende dieren;Amerika;1999;;
2406;0 Voeding en levende dieren;Amerika;2000;;
2407;0 Voeding en levende dieren;Amerika;2001;;
2408;0 Voeding en levende dieren;Amerika;2002;;
2409;0 Voeding en levende dieren;Amerika;2003;;
2410;0 Voeding en levende dieren;Amerika;2004;;
2411;0 Voeding en levende dieren;Amerika;2005;;
2412;0 Voeding en levende dieren;Amerika;2006;;
2413;0 Voeding en levende dieren;Amerika;2007;;
2414;0 Voeding en levende dieren;Amerika;2008;;
2415;0 Voeding en levende dieren;Amerika;2009;;
2416;0 Voeding en levende dieren;Amerika;2010;;
2417;0 Voeding en levende dieren;Amerika;2011;;
2418;0 Voeding en levende dieren;Amerika;2012;;
2419;0 Voeding en levende dieren;Amerika;2013;;
2420;0 Voeding en levende dieren;Amerika;2014;;
2421;0 Voeding en levende dieren;Amerika;2015;;
2422;0 Voeding en levende dieren;Amerika;2016;;
2423;0 Voeding en levende dieren;Amerika;2017;;
2424;0 Voeding en levende dieren;Azië;1917;;
2425;0 Voeding en levende dieren;Azië;1918;;
2426;0 Voeding en levende dieren;Azië;1919;;
2427;0 Voeding en levende dieren;Azië;1920;;
2428;0 Voeding en levende dieren;Azië;1921;;
2429;0 Voeding en levende dieren;Azië;1922;;
2430;0 Voeding en levende dieren;Azië;1923;;
2431;0 Voeding en levende dieren;Azië;1924;;
2432;0 Voeding en levende dieren;Azië;1925;;
2433;0 Voeding en levende dieren;Azië;1926;;
2434;0 Voeding en levende dieren;Azië;1927;;
2435;0 Voeding en levende dieren;Azië;1928;;
2436;0 Voeding en levende dieren;Azië;1929;;
2437;0 Voeding en levende dieren;Azië;1930;;
2438;0 Voeding en levende dieren;Azië;1931;;
2439;0 Voeding en levende dieren;Azië;1932;;
2440;0 Voeding en levende dieren;Azië;1933;;
2441;0 Voeding en levende dieren;Azië;1934;;
2442;0 Voeding en levende dieren;Azië;1935;;
2443;0 Voeding en levende dieren;Azië;1936;;
2444;0 Voeding en levende dieren;Azië;1937;;
2445;0 Voeding en levende dieren;Azië;1938;;
2446;0 Voeding en levende dieren;Azië;1939;;
2447;0 Voeding en levende dieren;Azië;1940;;
2448;0 Voeding en levende dieren;Azië;1941;;
2449;0 Voeding en levende dieren;Azië;1942;;
2450;0 Voeding en levende dieren;Azië;1943;;
2451;0 Voeding en levende dieren;Azië;1944;;
2452;0 Voeding en levende dieren;Azië;1945;;
2453;0 Voeding en levende dieren;Azië;1946;;
2454;0 Voeding en levende dieren;Azië;1947;;
2455;0 Voeding en levende dieren;Azië;1948;;
2456;0 Voeding en levende dieren;Azië;1949;;
2457;0 Voeding en levende dieren;Azië;1950;;
2458;0 Voeding en levende dieren;Azië;1951;;
2459;0 Voeding en levende dieren;Azië;1952;;
2460;0 Voeding en levende dieren;Azië;1953;;
2461;0 Voeding en levende dieren;Azië;1954;;
2462;0 Voeding en levende dieren;Azië;1955;;
2463;0 Voeding en levende dieren;Azië;1956;;
2464;0 Voeding en levende dieren;Azië;1957;;
2465;0 Voeding en levende dieren;Azië;1958;;
2466;0 Voeding en levende dieren;Azië;1959;;
2467;0 Voeding en levende dieren;Azië;1960;;
2468;0 Voeding en levende dieren;Azië;1961;;
2469;0 Voeding en levende dieren;Azië;1962;;
2470;0 Voeding en levende dieren;Azië;1963;;
2471;0 Voeding en levende dieren;Azië;1964;;
2472;0 Voeding en levende dieren;Azië;1965;;
2473;0 Voeding en levende dieren;Azië;1966;;
2474;0 Voeding en levende dieren;Azië;1967;;
2475;0 Voeding en levende dieren;Azië;1968;;
2476;0 Voeding en levende dieren;Azië;1969;;
2477;0 Voeding en levende dieren;Azië;1970;;
2478;0 Voeding en levende dieren;Azië;1971;;
2479;0 Voeding en levende dieren;Azië;1972;;
2480;0 Voeding en levende dieren;Azië;1973;;
2481;0 Voeding en levende dieren;Azië;1974;;
2482;0 Voeding en levende dieren;Azië;1975;;
2483;0 Voeding en levende dieren;Azië;1976;;
2484;0 Voeding en levende dieren;Azië;1977;;
2485;0 Voeding en levende dieren;Azië;1978;;
2486;0 Voeding en levende dieren;Azië;1979;;
2487;0 Voeding en levende dieren;Azië;1980;;
2488;0 Voeding en levende dieren;Azië;1981;;
2489;0 Voeding en levende dieren;Azië;1982;;
2490;0 Voeding en levende dieren;Azië;1983;;
2491;0 Voeding en levende dieren;Azië;1984;;
2492;0 Voeding en levende dieren;Azië;1985;;
2493;0 Voeding en levende dieren;Azië;1986;;
2494;0 Voeding en levende dieren;Azië;1987;;
2495;0 Voeding en levende dieren;Azië;1988;;
2496;0 Voeding en levende dieren;Azië;1989;;
2497;0 Voeding en levende dieren;Azië;1990;;
2498;0 Voeding en levende dieren;Azië;1991;;
2499;0 Voeding en levende dieren;Azië;1992;;
2500;0 Voeding en levende dieren;Azië;1993;;
2501;0 Voeding en levende dieren;Azië;1994;;
2502;0 Voeding en levende dieren;Azië;1995;;
2503;0 Voeding en levende dieren;Azië;1996;;
2504;0 Voeding en levende dieren;Azië;1997;;
2505;0 Voeding en levende dieren;Azië;1998;;
2506;0 Voeding en levende dieren;Azië;1999;;
2507;0 Voeding en levende dieren;Azië;2000;;
2508;0 Voeding en levende dieren;Azië;2001;;
2509;0 Voeding en levende dieren;Azië;2002;;
2510;0 Voeding en levende dieren;Azië;2003;;
2511;0 Voeding en levende dieren;Azië;2004;;
2512;0 Voeding en levende dieren;Azië;2005;;
2513;0 Voeding en levende dieren;Azië;2006;;
2514;0 Voeding en levende dieren;Azië;2007;;
2515;0 Voeding en levende dieren;Azië;2008;;
2516;0 Voeding en levende dieren;Azië;2009;;
2517;0 Voeding en levende dieren;Azië;2010;;
2518;0 Voeding en levende dieren;Azië;2011;;
2519;0 Voeding en levende dieren;Azië;2012;;
2520;0 Voeding en levende dieren;Azië;2013;;
2521;0 Voeding en levende dieren;Azië;2014;;
2522;0 Voeding en levende dieren;Azië;2015;;
2523;0 Voeding en levende dieren;Azië;2016;;
2524;0 Voeding en levende dieren;Azië;2017;;
2525;0 Voeding en levende dieren;Oceanië;1917;;
2526;0 Voeding en levende dieren;Oceanië;1918;;
2527;0 Voeding en levende dieren;Oceanië;1919;;
2528;0 Voeding en levende dieren;Oceanië;1920;;
2529;0 Voeding en levende dieren;Oceanië;1921;;
2530;0 Voeding en levende dieren;Oceanië;1922;;
2531;0 Voeding en levende dieren;Oceanië;1923;;
2532;0 Voeding en levende dieren;Oceanië;1924;;
2533;0 Voeding en levende dieren;Oceanië;1925;;
2534;0 Voeding en levende dieren;Oceanië;1926;;
2535;0 Voeding en levende dieren;Oceanië;1927;;
2536;0 Voeding en levende dieren;Oceanië;1928;;
2537;0 Voeding en levende dieren;Oceanië;1929;;
2538;0 Voeding en levende dieren;Oceanië;1930;;
