ID;Wintervogels;Perioden;Index1980100_1;Index1981100_2;Index1983100_3;TrendGehelePeriode_4;TrendLaatste10Jaar_5
0;720;1980;100.0;;;.                             ;.                             
1;720;1981;51.0;;;.                             ;.                             
2;720;1982;37.0;;;.                             ;.                             
3;720;1983;120.0;;;.                             ;.                             
4;720;1984;136.0;;;.                             ;.                             
5;720;1985;146.0;;;.                             ;.                             
6;720;1986;103.0;;;.                             ;.                             
7;720;1987;158.0;;;.                             ;.                             
8;720;1988;139.0;;;.                             ;.                             
9;720;1989;229.0;;;.                             ;.                             
10;720;1990;237.0;;;.                             ;.                             
11;720;1991;270.0;;;.                             ;.                             
12;720;1992;317.0;;;.                             ;.                             
13;720;1993;206.0;;;.                             ;.                             
14;720;1994;207.0;;;.                             ;.                             
15;720;1995;316.0;;;.                             ;.                             
16;720;1996;207.0;;;.                             ;.                             
17;720;1997;209.0;;;.                             ;.                             
18;720;1998;194.0;;;.                             ;.                             
19;720;1999;228.0;;;.                             ;.                             
20;720;2000;208.0;;;.                             ;.                             
21;720;2001;638.0;;;.                             ;.                             
22;720;2002;242.0;;;.                             ;.                             
23;720;2003;361.0;;;.                             ;.                             
24;720;2004;279.0;;;.                             ;.                             
25;720;2005;401.0;;;Sterke  toename               ;Sterke  toename               
26;2610;1980;100.0;;;.                             ;.                             
27;2610;1981;167.0;;;.                             ;.                             
28;2610;1982;104.0;;;.                             ;.                             
29;2610;1983;92.0;;;.                             ;.                             
30;2610;1984;122.0;;;.                             ;.                             
31;2610;1985;138.0;;;.                             ;.                             
32;2610;1986;116.0;;;.                             ;.                             
33;2610;1987;114.0;;;.                             ;.                             
34;2610;1988;94.0;;;.                             ;.                             
35;2610;1989;118.0;;;.                             ;.                             
36;2610;1990;114.0;;;.                             ;.                             
37;2610;1991;106.0;;;.                             ;.                             
38;2610;1992;85.0;;;.                             ;.                             
39;2610;1993;81.0;;;.                             ;.                             
40;2610;1994;85.0;;;.                             ;.                             
41;2610;1995;65.0;;;.                             ;.                             
42;2610;1996;137.0;;;.                             ;.                             
43;2610;1997;80.0;;;.                             ;.                             
44;2610;1998;89.0;;;.                             ;.                             
45;2610;1999;83.0;;;.                             ;.                             
46;2610;2000;69.0;;;.                             ;.                             
47;2610;2001;93.0;;;.                             ;.                             
48;2610;2002;78.0;;;.                             ;.                             
49;2610;2003;72.0;;;.                             ;.                             
50;2610;2004;77.0;;;.                             ;.                             
51;2610;2005;112.0;;;Matige afname                 ;Stabiel                       
52;1220;1980;100.0;;;.                             ;.                             
53;1220;1981;114.0;;;.                             ;.                             
54;1220;1982;121.0;;;.                             ;.                             
55;1220;1983;117.0;;;.                             ;.                             
56;1220;1984;125.0;;;.                             ;.                             
57;1220;1985;109.0;;;.                             ;.                             
58;1220;1986;92.0;;;.                             ;.                             
59;1220;1987;105.0;;;.                             ;.                             
60;1220;1988;143.0;;;.                             ;.                             
61;1220;1989;157.0;;;.                             ;.                             
62;1220;1990;174.0;;;.                             ;.                             
63;1220;1991;125.0;;;.                             ;.                             
64;1220;1992;154.0;;;.                             ;.                             
65;1220;1993;130.0;;;.                             ;.                             
66;1220;1994;157.0;;;.                             ;.                             
67;1220;1995;134.0;;;.                             ;.                             
68;1220;1996;88.0;;;.                             ;.                             
69;1220;1997;115.0;;;.                             ;.                             
70;1220;1998;132.0;;;.                             ;.                             
71;1220;1999;146.0;;;.                             ;.                             
72;1220;2000;166.0;;;.                             ;.                             
73;1220;2001;154.0;;;.                             ;.                             
74;1220;2002;158.0;;;.                             ;.                             
75;1220;2003;168.0;;;.                             ;.                             
76;1220;2004;192.0;;;.                             ;.                             
77;1220;2005;148.0;;;Matige toename                ;Sterke  toename               
78;15673;1980;100.0;;;.                             ;.                             
79;15673;1981;119.0;;;.                             ;.                             
80;15673;1982;108.0;;;.                             ;.                             
81;15673;1983;80.0;;;.                             ;.                             
82;15673;1984;151.0;;;.                             ;.                             
83;15673;1985;73.0;;;.                             ;.                             
84;15673;1986;70.0;;;.                             ;.                             
85;15673;1987;51.0;;;.                             ;.                             
86;15673;1988;45.0;;;.                             ;.                             
87;15673;1989;43.0;;;.                             ;.                             
88;15673;1990;49.0;;;.                             ;.                             
89;15673;1991;20.0;;;.                             ;.                             
90;15673;1992;20.0;;;.                             ;.                             
91;15673;1993;27.0;;;.                             ;.                             
92;15673;1994;9.0;;;.                             ;.                             
93;15673;1995;12.0;;;.                             ;.                             
94;15673;1996;16.0;;;.                             ;.                             
95;15673;1997;10.0;;;.                             ;.                             
96;15673;1998;6.0;;;.                             ;.                             
97;15673;1999;9.0;;;.                             ;.                             
98;15673;2000;4.0;;;.                             ;.                             
99;15673;2001;5.0;;;.                             ;.                             
100;15673;2002;5.0;;;.                             ;.                             
101;15673;2003;2.0;;;.                             ;.                             
102;15673;2004;2.0;;;.                             ;.                             
103;15673;2005;2.0;;;Sterke afname                 ;Sterke afname                 
