ID;Leeftijd;Marges;RegioS;ErvarenGezondheidGoedZeerGoed_1;AngstOfDepressiegevoelensAfg4Wk_2;PsychischeKlachtenAfgelopen4Weken_3;EenOfMeerLangdurigeAandoeningen_4;Ondergewicht_5;NormaalGewicht_6;Overgewicht_7;MatigOvergewicht_8;ErnstigOvergewichtObesitas_9;VoldoetAanBeweegrichtlijn_10;WekelijkseSporters_11;Mantelzorger_12;ZwaarBelasteMantelzorgers_13;UrenMantelzorgPerWeek_14;Rokers_15;VoldoetAanRichtlijnAlcoholgebruik_16;OvermatigeDrinkersOnderBevolking_17
1570;18 tot 65 jaar;Ondergrens 95%-interval;Aalsmeer;74.9;39.7;15.8;18.5;0.7;44.0;43.2;32.9;7.7;38.5;57.4;8.2;;;13.3;27.3;4.4
1571;18 tot 65 jaar;Ondergrens 95%-interval;Aalten;72.1;38.8;13.0;21.1;1.1;41.9;45.5;29.5;13.1;43.5;48.8;14.2;;;15.8;25.5;7.9
1572;18 tot 65 jaar;Ondergrens 95%-interval;Achtkarspelen;64.1;35.7;18.8;21.7;1.1;39.0;45.5;27.1;14.8;35.6;42.1;8.3;;;18.2;32.1;5.0
1573;18 tot 65 jaar;Ondergrens 95%-interval;Alblasserdam;68.5;44.4;16.6;26.0;0.3;41.9;46.2;27.7;15.3;42.4;41.2;13.0;;;14.4;45.1;3.2
1574;18 tot 65 jaar;Ondergrens 95%-interval;Albrandswaard;71.2;35.8;13.0;20.6;0.0;41.5;46.2;34.7;8.5;41.9;57.3;8.9;;;10.9;36.6;3.0
1575;18 tot 65 jaar;Ondergrens 95%-interval;Alkmaar;66.2;45.3;19.7;28.0;1.0;49.1;40.4;26.5;11.6;50.2;60.1;9.2;;;14.7;32.6;4.6
1576;18 tot 65 jaar;Ondergrens 95%-interval;Almelo;64.8;43.5;21.2;28.4;0.7;37.7;50.5;29.0;18.1;44.3;43.5;10.1;;;19.9;39.1;2.4
1577;18 tot 65 jaar;Ondergrens 95%-interval;Almere;62.7;49.2;23.4;26.1;0.6;39.1;49.0;26.6;19.0;39.3;44.2;10.0;;;15.2;46.2;3.2
1578;18 tot 65 jaar;Ondergrens 95%-interval;Alphen aan den Rijn;71.4;44.6;19.8;25.0;1.0;44.3;46.6;31.3;13.3;47.1;57.9;12.1;14.6;6.4;14.3;37.1;4.7
1579;18 tot 65 jaar;Ondergrens 95%-interval;Alphen-Chaam;73.8;35.8;10.8;21.3;0.5;50.2;37.4;27.2;7.8;37.2;54.1;13.6;;;9.5;23.1;4.5
1580;18 tot 65 jaar;Ondergrens 95%-interval;Altena;73.2;39.1;15.1;23.9;0.5;43.6;46.3;31.1;12.7;35.7;43.4;13.3;6.7;5.8;14.0;41.8;3.6
1581;18 tot 65 jaar;Ondergrens 95%-interval;Ameland;;;;;;;;;;;;;;;;;
1582;18 tot 65 jaar;Ondergrens 95%-interval;Amersfoort;74.8;38.4;15.2;20.9;0.6;52.2;37.6;27.3;8.3;50.7;62.2;9.5;;;11.6;37.3;3.8
1583;18 tot 65 jaar;Ondergrens 95%-interval;Amstelveen;71.7;51.7;21.8;22.3;1.4;52.3;36.6;26.1;8.4;44.9;54.6;10.2;;;13.4;40.1;4.4
1584;18 tot 65 jaar;Ondergrens 95%-interval;Amsterdam;68.7;59.4;32.6;27.0;2.5;56.0;36.9;25.9;10.0;57.8;63.2;7.8;17.9;9.1;24.0;35.5;7.4
1585;18 tot 65 jaar;Ondergrens 95%-interval;Apeldoorn;70.3;44.9;17.4;24.7;1.6;41.3;47.7;32.1;13.1;48.1;55.4;12.1;9.0;7.6;14.8;37.3;4.7
1586;18 tot 65 jaar;Ondergrens 95%-interval;Arnhem;66.9;50.7;23.8;29.8;1.3;50.4;40.9;27.7;11.4;45.5;56.6;9.6;20.2;6.2;20.2;40.3;4.7
1587;18 tot 65 jaar;Ondergrens 95%-interval;Assen;64.3;44.1;17.1;25.7;0.4;42.4;45.5;28.0;14.1;39.3;48.6;10.3;;;15.6;40.2;2.2
1588;18 tot 65 jaar;Ondergrens 95%-interval;Asten;69.7;33.4;12.6;20.9;0.3;43.5;41.2;31.2;6.9;38.9;54.3;8.2;;;10.5;24.6;6.6
1589;18 tot 65 jaar;Ondergrens 95%-interval;Baarle-Nassau;67.7;42.9;14.5;19.6;0.2;38.7;49.2;29.2;16.3;38.9;49.7;11.3;;;9.1;25.0;3.8
1590;18 tot 65 jaar;Ondergrens 95%-interval;Baarn;71.2;40.5;17.6;22.0;0.0;47.0;42.5;30.4;9.4;47.6;62.5;11.7;;;9.4;36.2;3.3
1591;18 tot 65 jaar;Ondergrens 95%-interval;Barendrecht;70.5;42.6;21.2;23.4;0.5;38.8;49.0;34.4;11.6;36.4;53.7;8.2;;;9.6;38.4;2.7
1592;18 tot 65 jaar;Ondergrens 95%-interval;Barneveld;70.6;40.4;15.6;23.2;0.5;43.1;45.3;30.6;11.8;42.6;44.7;11.9;;;15.5;39.0;4.4
1593;18 tot 65 jaar;Ondergrens 95%-interval;Beek (L.);63.6;41.7;18.6;28.3;1.1;39.1;47.2;30.9;12.9;40.1;52.9;12.8;;;11.6;38.4;2.5
1594;18 tot 65 jaar;Ondergrens 95%-interval;Beekdaelen;67.2;38.4;18.1;25.6;0.3;36.5;51.5;32.3;15.6;34.1;42.7;15.1;;;12.3;32.4;5.0
1595;18 tot 65 jaar;Ondergrens 95%-interval;Beesel;64.7;38.7;16.0;27.5;0.7;38.5;47.6;32.1;12.1;37.5;45.9;13.9;;;12.6;30.7;4.6
1596;18 tot 65 jaar;Ondergrens 95%-interval;Berg en Dal;67.1;42.4;16.7;27.6;0.8;45.9;43.2;26.5;13.9;46.5;54.3;12.2;11.4;6.3;13.4;32.3;5.1
1597;18 tot 65 jaar;Ondergrens 95%-interval;Bergeijk;70.6;33.6;15.8;23.2;0.2;43.0;43.2;31.4;8.9;40.1;53.8;11.2;;;13.2;24.7;4.9
1598;18 tot 65 jaar;Ondergrens 95%-interval;Bergen (L.);64.7;43.8;16.9;24.1;0.4;36.1;51.0;33.0;14.3;37.5;46.5;10.6;;;13.6;27.1;5.1
1599;18 tot 65 jaar;Ondergrens 95%-interval;Bergen (NH.);72.2;37.7;13.2;24.9;1.3;49.7;36.5;25.4;8.3;54.5;56.9;14.5;;;14.0;26.7;9.3
1600;18 tot 65 jaar;Ondergrens 95%-interval;Bergen op Zoom;65.9;44.0;20.2;28.4;0.7;36.6;54.0;34.0;17.2;39.8;48.0;11.2;12.0;6.8;17.8;38.2;4.9
1601;18 tot 65 jaar;Ondergrens 95%-interval;Berkelland;74.7;33.3;8.6;25.2;1.1;42.6;43.9;27.1;13.8;47.5;55.8;15.6;;;13.3;23.7;7.7
1602;18 tot 65 jaar;Ondergrens 95%-interval;Bernheze;75.6;37.8;10.4;19.9;1.4;41.1;46.0;30.5;12.6;38.5;56.9;11.6;;;9.3;21.5;7.9
1603;18 tot 65 jaar;Ondergrens 95%-interval;Best;69.1;39.0;18.7;22.3;0.3;37.4;50.7;31.5;15.6;41.2;54.2;8.8;;;8.9;35.7;3.0
1604;18 tot 65 jaar;Ondergrens 95%-interval;Beuningen;71.3;28.2;7.1;23.2;0.2;37.8;47.1;31.6;11.2;33.9;51.0;10.5;;;8.0;30.5;4.1
1605;18 tot 65 jaar;Ondergrens 95%-interval;Beverwijk;65.6;45.3;16.8;26.1;0.6;40.8;48.5;33.2;12.6;46.1;56.6;12.6;;;17.2;36.8;4.3
1606;18 tot 65 jaar;Ondergrens 95%-interval;De Bilt;70.8;42.1;17.5;20.7;0.6;51.6;36.9;28.5;6.3;56.1;61.7;13.7;;;12.7;34.3;5.0
1607;18 tot 65 jaar;Ondergrens 95%-interval;Bladel;71.8;32.5;10.3;20.8;0.8;46.2;40.4;25.7;11.9;42.4;52.4;10.7;;;15.3;23.1;7.4
1608;18 tot 65 jaar;Ondergrens 95%-interval;Blaricum;69.2;37.7;13.4;20.2;0.6;52.8;33.5;23.7;7.2;39.7;65.9;7.3;;;8.3;27.9;3.8
1609;18 tot 65 jaar;Ondergrens 95%-interval;Bloemendaal;80.7;39.3;13.6;20.8;0.7;57.8;30.3;22.1;6.1;54.3;72.2;10.6;;;10.1;23.5;8.2
1610;18 tot 65 jaar;Ondergrens 95%-interval;Bodegraven-Reeuwijk;70.8;38.4;15.5;22.3;1.1;44.9;40.1;27.6;9.7;39.0;47.0;9.7;;;9.9;40.5;4.1
1611;18 tot 65 jaar;Ondergrens 95%-interval;Boekel;69.4;40.0;13.7;19.6;0.0;49.8;39.5;26.7;10.3;44.6;59.4;9.5;;;8.8;26.2;6.3
1612;18 tot 65 jaar;Ondergrens 95%-interval;Borger-Odoorn;72.1;34.0;10.6;23.5;0.4;37.7;50.5;34.1;13.3;42.9;48.1;11.7;;;14.7;35.7;4.8
1613;18 tot 65 jaar;Ondergrens 95%-interval;Borne;74.9;37.6;14.1;20.0;1.0;41.0;47.2;34.3;10.2;50.5;61.7;12.1;;;10.7;28.8;5.5
1614;18 tot 65 jaar;Ondergrens 95%-interval;Borsele;71.7;39.2;16.1;21.4;0.5;49.2;39.0;28.2;8.6;39.0;49.9;9.3;;;14.6;37.5;5.1
1615;18 tot 65 jaar;Ondergrens 95%-interval;Boxtel;66.4;41.5;16.3;26.3;0.8;39.4;50.0;33.4;13.7;48.9;52.4;12.1;14.4;5.1;16.8;28.8;6.6
1616;18 tot 65 jaar;Ondergrens 95%-interval;Breda;71.3;49.0;21.6;25.1;1.8;48.4;42.8;29.8;11.4;48.5;62.0;9.6;17.3;6.4;16.4;31.4;7.4
1617;18 tot 65 jaar;Ondergrens 95%-interval;Brielle;71.8;38.5;15.6;20.9;1.3;40.4;45.3;27.4;14.7;34.3;49.4;11.9;;;12.9;35.7;3.7
1618;18 tot 65 jaar;Ondergrens 95%-interval;Bronckhorst;71.5;32.3;14.1;25.3;0.7;38.0;49.6;34.1;12.3;44.3;55.1;12.6;;;11.2;28.8;8.0
1619;18 tot 65 jaar;Ondergrens 95%-interval;Brummen;65.5;41.0;15.8;28.7;0.4;39.8;48.3;30.0;15.1;39.8;54.3;8.1;;;13.4;35.1;5.3
1620;18 tot 65 jaar;Ondergrens 95%-interval;Brunssum;58.2;49.3;22.9;30.7;1.2;28.9;57.0;32.2;20.9;35.4;41.4;13.7;;;18.6;36.7;2.4
1621;18 tot 65 jaar;Ondergrens 95%-interval;Bunnik;75.2;40.5;16.7;25.3;0.8;56.3;33.0;22.5;8.6;51.5;61.0;10.8;;;8.7;36.5;5.1
1622;18 tot 65 jaar;Ondergrens 95%-interval;Bunschoten;65.3;38.0;16.1;20.3;1.3;36.9;49.1;31.9;13.5;43.5;51.6;9.8;;;18.4;26.7;6.2
1623;18 tot 65 jaar;Ondergrens 95%-interval;Buren;70.4;39.9;14.4;23.2;0.9;35.1;52.1;32.0;16.4;36.2;45.6;10.3;;;14.2;37.3;4.3
1624;18 tot 65 jaar;Ondergrens 95%-interval;Capelle aan den IJssel;61.2;47.5;20.9;25.0;1.4;38.0;48.0;29.4;15.3;40.2;51.1;10.9;;;13.2;44.3;2.0
1625;18 tot 65 jaar;Ondergrens 95%-interval;Castricum;76.1;39.4;16.0;25.2;0.6;47.6;40.9;28.7;9.6;53.5;66.6;11.0;;;11.1;27.0;6.9
1626;18 tot 65 jaar;Ondergrens 95%-interval;Coevorden;67.6;36.4;16.3;23.2;0.2;40.2;48.0;30.6;14.2;44.4;47.7;9.0;;;14.9;27.4;7.8
1627;18 tot 65 jaar;Ondergrens 95%-interval;Cranendonck;64.1;37.6;14.0;24.3;0.4;42.1;44.2;30.8;10.2;39.2;50.0;11.0;;;12.2;27.7;6.4
1628;18 tot 65 jaar;Ondergrens 95%-interval;Culemborg;73.0;43.3;18.1;24.4;0.7;42.8;42.9;28.2;11.3;48.4;52.1;7.5;;;11.1;35.7;4.1
1629;18 tot 65 jaar;Ondergrens 95%-interval;Dalfsen;76.1;34.8;14.2;18.1;0.4;46.9;42.1;29.4;10.1;45.4;55.3;13.3;;;12.7;32.1;6.9
1630;18 tot 65 jaar;Ondergrens 95%-interval;Dantumadiel;69.9;37.2;13.7;26.1;0.1;44.9;42.5;31.5;8.2;42.0;43.8;11.9;;;15.2;32.4;4.3
1631;18 tot 65 jaar;Ondergrens 95%-interval;Delft;71.2;53.5;25.4;23.4;2.4;58.3;32.5;22.3;8.9;59.1;64.0;5.5;12.4;5.5;16.0;33.5;7.0
1632;18 tot 65 jaar;Ondergrens 95%-interval;Deurne;67.4;35.3;12.1;27.6;0.8;46.3;41.6;28.7;10.5;38.4;57.5;14.8;;;11.7;22.4;8.5
1633;18 tot 65 jaar;Ondergrens 95%-interval;Deventer;69.5;47.3;23.4;24.9;1.0;45.0;44.8;30.8;11.6;48.3;50.8;11.7;18.1;7.8;14.8;33.1;5.3
1634;18 tot 65 jaar;Ondergrens 95%-interval;Diemen;66.0;53.0;25.6;23.9;0.3;42.4;44.4;27.2;13.6;44.4;57.2;6.2;;;15.9;33.6;4.7
1635;18 tot 65 jaar;Ondergrens 95%-interval;Dijk en Waard;69.7;45.9;19.9;25.4;0.4;43.1;48.2;32.7;13.1;47.1;54.1;10.4;13.7;5.0;15.0;35.0;5.0
1636;18 tot 65 jaar;Ondergrens 95%-interval;Dinkelland;78.3;33.5;12.1;17.6;0.4;45.3;42.7;30.8;9.2;51.2;64.5;9.1;;;9.5;20.7;13.8
1637;18 tot 65 jaar;Ondergrens 95%-interval;Doesburg;61.6;47.6;21.0;33.3;1.6;36.0;49.4;33.0;13.0;35.1;36.1;14.7;;;16.6;38.2;3.0
1638;18 tot 65 jaar;Ondergrens 95%-interval;Doetinchem;71.8;37.0;15.7;24.6;0.1;42.3;46.8;26.1;17.4;42.7;51.4;15.0;;;12.4;30.0;5.2
1639;18 tot 65 jaar;Ondergrens 95%-interval;Dongen;68.1;37.9;15.2;23.3;1.2;37.1;48.8;27.5;17.6;39.9;52.5;10.8;;;10.7;32.6;4.0
1640;18 tot 65 jaar;Ondergrens 95%-interval;Dordrecht;65.1;53.5;26.3;27.6;1.2;41.5;49.5;31.1;16.2;44.8;48.8;11.0;15.2;6.8;15.9;45.3;4.9
1641;18 tot 65 jaar;Ondergrens 95%-interval;Drechterland;68.8;41.3;17.2;21.1;0.5;44.9;42.8;29.8;10.3;48.4;54.4;8.2;;;11.9;29.1;7.3
1642;18 tot 65 jaar;Ondergrens 95%-interval;Drimmelen;69.3;33.7;13.3;22.5;0.9;37.0;50.4;32.2;15.0;37.8;54.6;12.4;;;14.0;26.4;5.7
1643;18 tot 65 jaar;Ondergrens 95%-interval;Dronten;70.1;37.5;16.5;24.1;1.1;33.4;52.8;35.2;14.0;40.2;43.5;10.8;;;12.9;37.8;2.4
1644;18 tot 65 jaar;Ondergrens 95%-interval;Druten;67.8;38.4;13.9;25.9;0.6;37.9;48.3;33.1;11.9;39.5;48.7;13.9;;;13.2;31.7;3.2
1645;18 tot 65 jaar;Ondergrens 95%-interval;Duiven;69.8;38.5;12.3;21.3;0.1;36.5;50.7;31.5;15.3;47.2;51.4;7.1;;;11.3;32.7;2.3
1646;18 tot 65 jaar;Ondergrens 95%-interval;Echt-Susteren;66.3;45.3;18.0;24.5;0.4;38.4;49.4;30.8;15.1;36.5;49.0;13.8;;;13.3;37.2;5.1
1647;18 tot 65 jaar;Ondergrens 95%-interval;Edam-Volendam;69.7;40.5;15.8;19.5;0.4;47.3;40.2;26.3;11.1;43.9;54.0;9.3;;;11.4;24.3;3.6
1648;18 tot 65 jaar;Ondergrens 95%-interval;Ede;73.4;42.8;17.2;25.0;1.2;47.2;44.3;32.0;10.6;48.6;50.4;11.8;14.5;5.7;15.4;42.1;4.1
1649;18 tot 65 jaar;Ondergrens 95%-interval;Eemnes;73.9;34.9;13.2;18.1;0.5;44.8;42.6;32.8;7.3;45.1;62.4;6.8;;;11.9;26.3;6.5
1650;18 tot 65 jaar;Ondergrens 95%-interval;Eemsdelta;57.4;45.9;20.1;30.8;0.3;36.8;50.7;29.7;17.3;42.7;36.9;11.7;;;19.5;34.4;4.2
1651;18 tot 65 jaar;Ondergrens 95%-interval;Eersel;70.2;36.5;16.1;23.7;1.1;41.0;44.7;31.7;9.7;43.2;50.1;9.9;;;9.6;27.0;7.0
1652;18 tot 65 jaar;Ondergrens 95%-interval;Eijsden-Margraten;74.3;36.1;12.3;22.4;2.4;41.9;43.3;30.0;10.6;40.6;56.9;10.8;;;9.8;31.2;5.7
1653;18 tot 65 jaar;Ondergrens 95%-interval;Eindhoven;70.4;49.8;23.4;24.5;2.4;53.0;38.3;27.0;10.1;50.5;58.2;8.3;17.5;8.7;17.8;34.5;5.9
1654;18 tot 65 jaar;Ondergrens 95%-interval;Elburg;74.3;42.4;15.6;21.2;0.3;39.8;48.8;32.1;13.5;38.9;45.2;13.0;;;16.1;35.2;3.2
1655;18 tot 65 jaar;Ondergrens 95%-interval;Emmen;65.0;41.4;14.2;27.5;1.2;25.6;61.6;31.9;25.0;41.8;43.4;11.0;;;20.3;32.3;5.1
1656;18 tot 65 jaar;Ondergrens 95%-interval;Enkhuizen;67.4;43.1;20.3;23.4;1.1;40.4;46.7;30.2;13.4;47.4;46.5;9.1;;;15.3;27.8;6.1
1657;18 tot 65 jaar;Ondergrens 95%-interval;Enschede;65.8;48.1;23.4;24.4;1.0;48.8;41.2;25.5;13.6;50.4;56.1;7.3;12.3;5.2;19.2;34.5;5.5
1658;18 tot 65 jaar;Ondergrens 95%-interval;Epe;73.3;39.8;13.9;22.3;0.8;40.3;47.2;30.4;13.7;42.9;52.1;14.1;;;14.3;36.1;4.8
1659;18 tot 65 jaar;Ondergrens 95%-interval;Ermelo;72.9;40.6;16.8;28.3;0.8;45.0;42.4;29.3;10.3;52.9;50.8;13.2;;;13.9;41.8;5.1
1660;18 tot 65 jaar;Ondergrens 95%-interval;Etten-Leur;69.7;47.3;18.5;24.1;1.3;42.0;47.7;30.5;14.7;40.3;54.4;9.9;14.9;5.0;12.2;33.3;5.4
1661;18 tot 65 jaar;Ondergrens 95%-interval;De Fryske Marren;72.0;34.2;11.1;18.3;1.4;44.1;42.6;26.3;13.4;41.0;46.5;11.1;;;14.5;24.9;9.5
1662;18 tot 65 jaar;Ondergrens 95%-interval;Geertruidenberg;61.8;43.9;19.3;26.7;1.3;32.7;53.8;34.0;16.3;30.9;48.1;12.4;;;11.3;29.7;5.1
1663;18 tot 65 jaar;Ondergrens 95%-interval;Geldrop-Mierlo;65.5;40.4;15.2;28.5;0.2;40.2;48.2;31.4;13.4;40.0;55.0;11.9;;;11.1;31.9;3.8
1664;18 tot 65 jaar;Ondergrens 95%-interval;Gemert-Bakel;70.8;38.6;14.1;21.2;1.1;40.2;46.7;32.1;11.6;41.9;49.8;15.1;;;9.7;25.0;5.4
1665;18 tot 65 jaar;Ondergrens 95%-interval;Gennep;66.9;37.7;13.7;30.8;0.7;40.2;46.6;30.4;12.9;42.2;54.6;12.3;;;12.3;28.6;4.4
1666;18 tot 65 jaar;Ondergrens 95%-interval;Gilze en Rijen;66.9;41.6;15.2;26.5;0.9;36.2;50.8;34.4;13.1;44.6;52.9;10.8;;;11.7;32.9;4.0
1667;18 tot 65 jaar;Ondergrens 95%-interval;Goeree-Overflakkee;69.9;41.0;16.7;27.6;0.3;38.0;50.3;31.5;15.5;39.4;40.8;12.3;;;13.7;39.4;2.9
1668;18 tot 65 jaar;Ondergrens 95%-interval;Goes;67.1;42.3;17.2;22.4;1.4;43.3;43.9;28.7;12.4;42.5;46.7;9.3;;;16.5;38.6;3.4
1669;18 tot 65 jaar;Ondergrens 95%-interval;Goirle;71.1;38.4;14.9;23.3;0.9;39.0;49.1;31.7;14.4;39.5;59.0;10.2;;;10.4;33.6;5.5
1670;18 tot 65 jaar;Ondergrens 95%-interval;Gooise Meren;78.2;41.7;16.6;18.4;0.7;52.4;35.9;27.7;6.1;44.2;63.5;10.4;;;14.8;29.6;5.7
1671;18 tot 65 jaar;Ondergrens 95%-interval;Gorinchem;68.8;44.5;19.2;20.5;0.9;42.7;44.4;29.4;11.9;41.9;52.7;10.6;;;15.6;41.8;3.9
1672;18 tot 65 jaar;Ondergrens 95%-interval;Gouda;67.7;48.3;23.8;29.7;1.9;46.0;42.9;28.7;12.1;47.1;55.8;10.9;14.7;6.1;13.5;39.5;4.4
1673;18 tot 65 jaar;Ondergrens 95%-interval;'s-Gravenhage (gemeente);65.7;55.5;30.7;29.6;2.0;48.6;45.6;30.4;14.3;51.3;56.0;10.4;21.6;10.6;19.1;46.8;4.7
1674;18 tot 65 jaar;Ondergrens 95%-interval;Groningen (gemeente);69.3;52.5;25.3;25.3;2.0;57.5;34.9;24.4;9.3;59.7;63.7;8.8;18.1;7.8;20.0;29.3;9.2
1675;18 tot 65 jaar;Ondergrens 95%-interval;Gulpen-Wittem;69.7;42.2;14.9;24.4;0.8;43.7;43.1;29.6;10.7;35.2;47.5;10.8;;;12.6;31.3;5.7
1676;18 tot 65 jaar;Ondergrens 95%-interval;Haaksbergen;77.4;35.8;13.4;19.2;0.6;42.9;45.1;31.2;11.0;50.6;62.4;10.4;;;12.5;23.5;7.0
1677;18 tot 65 jaar;Ondergrens 95%-interval;Haarlem;72.4;45.4;20.7;22.0;0.6;52.0;37.2;25.8;9.1;49.2;61.1;7.9;;;18.3;30.7;5.6
1678;18 tot 65 jaar;Ondergrens 95%-interval;Haarlemmermeer;66.2;42.5;17.2;27.0;0.6;44.4;45.1;29.3;13.1;39.1;55.8;10.6;;;11.4;38.4;3.9
1679;18 tot 65 jaar;Ondergrens 95%-interval;Halderberge;58.8;40.7;19.9;23.1;0.9;29.5;54.9;33.5;16.7;33.6;47.4;10.9;;;19.9;32.4;5.7
1680;18 tot 65 jaar;Ondergrens 95%-interval;Hardenberg;72.6;36.1;11.1;20.5;0.5;41.8;47.6;30.4;14.4;42.2;51.3;11.2;;;16.4;30.5;6.8
1681;18 tot 65 jaar;Ondergrens 95%-interval;Harderwijk;67.4;43.5;18.2;23.4;1.6;40.6;45.7;30.2;12.5;48.2;52.9;11.1;;;12.5;38.2;3.4
1682;18 tot 65 jaar;Ondergrens 95%-interval;Hardinxveld-Giessendam;73.5;39.2;15.6;21.6;0.6;42.8;43.6;25.5;14.6;36.5;40.6;10.4;;;6.6;43.5;2.5
1683;18 tot 65 jaar;Ondergrens 95%-interval;Harlingen;63.4;37.3;11.6;26.2;0.1;33.7;53.3;32.3;16.9;46.7;38.9;7.7;;;17.4;32.8;3.7
1684;18 tot 65 jaar;Ondergrens 95%-interval;Hattem;74.9;33.6;12.9;19.7;1.0;49.1;39.0;26.4;10.2;46.2;54.2;11.4;;;14.6;33.9;4.7
1685;18 tot 65 jaar;Ondergrens 95%-interval;Heemskerk;70.4;42.1;16.9;25.6;0.9;42.3;46.1;31.8;11.7;45.5;54.0;13.6;;;12.0;31.5;4.2
1686;18 tot 65 jaar;Ondergrens 95%-interval;Heemstede;78.6;35.0;13.8;21.1;1.0;54.8;34.0;23.7;8.0;55.3;70.1;12.9;;;11.3;27.1;6.1
1687;18 tot 65 jaar;Ondergrens 95%-interval;Heerde;72.5;35.5;14.3;27.2;0.2;44.4;44.9;30.4;11.8;40.9;47.8;14.3;;;12.5;41.6;5.8
1688;18 tot 65 jaar;Ondergrens 95%-interval;Heerenveen;70.8;37.6;14.4;25.7;0.6;46.9;42.6;29.0;11.0;46.8;51.1;8.1;;;12.3;35.5;6.0
1689;18 tot 65 jaar;Ondergrens 95%-interval;Heerlen;55.8;57.4;32.2;37.4;0.6;37.0;53.1;28.6;21.1;37.6;43.7;12.0;12.0;4.5;20.2;45.7;3.9
1690;18 tot 65 jaar;Ondergrens 95%-interval;Heeze-Leende;71.4;32.4;13.3;21.7;0.3;46.1;41.0;31.7;6.9;38.5;61.2;13.0;;;9.2;24.1;6.2
1691;18 tot 65 jaar;Ondergrens 95%-interval;Heiloo;72.6;41.9;22.0;23.2;0.8;58.1;29.1;23.0;4.2;54.7;63.4;10.3;;;8.4;21.9;5.5
1692;18 tot 65 jaar;Ondergrens 95%-interval;Den Helder;64.5;48.6;19.9;30.2;0.3;36.9;52.6;30.9;18.5;47.7;47.8;11.2;;;21.7;32.0;5.7
1693;18 tot 65 jaar;Ondergrens 95%-interval;Hellendoorn;72.5;39.5;13.6;19.8;0.2;47.8;40.4;28.4;9.3;52.8;57.4;11.9;;;9.6;28.1;5.9
1694;18 tot 65 jaar;Ondergrens 95%-interval;Hellevoetsluis;64.2;42.6;18.9;26.4;0.4;35.9;52.2;28.7;19.9;42.4;46.3;9.3;;;16.3;43.0;3.4
1695;18 tot 65 jaar;Ondergrens 95%-interval;Helmond;65.1;44.4;18.6;27.4;1.2;38.0;50.7;32.6;15.3;37.6;45.6;11.3;10.3;6.7;21.6;34.5;5.2
1696;18 tot 65 jaar;Ondergrens 95%-interval;Hendrik-Ido-Ambacht;67.6;38.2;17.0;23.5;0.8;35.5;51.5;34.5;13.5;34.0;47.5;9.4;;;8.2;42.0;1.8
1697;18 tot 65 jaar;Ondergrens 95%-interval;Hengelo (O.);64.7;43.8;20.1;26.6;0.9;40.0;47.5;34.5;10.2;46.0;49.8;11.8;;;18.3;29.6;4.3
1698;18 tot 65 jaar;Ondergrens 95%-interval;'s-Hertogenbosch;71.2;47.0;20.2;25.7;0.6;50.6;42.5;29.1;11.9;44.6;59.0;10.7;12.0;7.4;15.4;30.1;6.1
1699;18 tot 65 jaar;Ondergrens 95%-interval;Heumen;71.1;39.5;12.4;22.2;0.4;46.3;40.2;28.4;8.9;49.0;53.5;11.7;;;11.9;27.6;7.3
1700;18 tot 65 jaar;Ondergrens 95%-interval;Heusden;68.1;40.1;15.1;24.1;0.2;41.6;47.9;31.6;13.5;42.9;58.3;10.7;12.6;6.2;10.6;27.2;7.2
1701;18 tot 65 jaar;Ondergrens 95%-interval;Hillegom;64.7;49.3;20.8;21.6;0.2;46.9;41.0;27.4;10.5;42.0;52.3;14.0;;;16.1;33.6;6.9
1702;18 tot 65 jaar;Ondergrens 95%-interval;Hilvarenbeek;73.3;33.4;13.5;22.6;1.0;44.4;42.9;28.7;11.5;41.9;57.8;13.3;;;10.3;23.8;9.4
1703;18 tot 65 jaar;Ondergrens 95%-interval;Hilversum;74.6;46.7;20.8;22.5;0.7;53.0;38.1;28.1;8.2;53.3;60.6;7.7;;;14.1;34.0;4.6
1704;18 tot 65 jaar;Ondergrens 95%-interval;Hoeksche Waard;71.8;41.2;15.1;28.2;0.7;42.1;48.5;32.3;13.8;36.2;48.5;15.0;10.0;4.3;14.0;39.6;2.8
1705;18 tot 65 jaar;Ondergrens 95%-interval;Hof van Twente;76.0;37.1;10.7;22.3;0.7;45.2;45.7;30.4;13.1;48.6;56.0;12.6;9.0;5.3;15.4;26.9;9.6
1706;18 tot 65 jaar;Ondergrens 95%-interval;Het Hogeland;69.4;42.8;18.0;25.9;1.5;42.9;42.4;24.5;14.6;46.9;40.1;12.9;;;19.8;34.8;4.4
1707;18 tot 65 jaar;Ondergrens 95%-interval;Hollands Kroon;65.6;42.3;16.3;25.5;1.1;40.8;45.4;27.2;15.0;45.8;49.7;10.6;;;13.8;29.6;5.2
1708;18 tot 65 jaar;Ondergrens 95%-interval;Hoogeveen;67.2;35.5;15.7;24.0;1.3;37.6;48.7;33.0;12.5;38.5;41.6;8.9;;;20.3;32.7;6.2
1709;18 tot 65 jaar;Ondergrens 95%-interval;Hoorn;73.3;47.8;18.6;20.0;0.3;50.9;38.7;26.0;10.4;50.3;56.8;8.9;;;13.6;36.3;4.9
1710;18 tot 65 jaar;Ondergrens 95%-interval;Horst aan de Maas;73.1;38.9;16.1;20.4;0.6;43.5;43.4;30.0;10.6;40.5;54.8;7.7;;;9.4;20.3;5.1
