ID;AantalVertrekken;AantalPersonenPerVertrek;MetOfZonderBedsteden;Regio;Woningen_1
1090;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Utrecht, gem. 20001 - 50000 inw.;841
1091;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Amersfoort;545
1092;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zeist;296
1093;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Utrecht, gem. 10001 - 20000 inw.;469
1094;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Utrecht, gem. 5001 - 10000 inw.;653
1095;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Utrecht, gem. 2001 - 5000 inw.;3024
1096;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Utrecht, gem. 1001 - 2000 inw.;1095
1097;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Utrecht, gem. 501 - 1000 inw.;657
1098;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Utrecht, gem. 500 en minder inw.;90
1099;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Holland, gem. 100001 en meer inw.;13629
1100;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Amsterdam;12361
1101;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Haarlem;1268
1102;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Holland, gem. 50001 - 100000 inw.;636
1103;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Hilversum;636
1104;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Holland, gem. 20001 - 50000 inw.;4256
1105;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Alkmaar;557
1106;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Bussum;146
1107;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Haarlemmermeer;1346
1108;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Helder (Den);789
1109;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Velsen;639
1110;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zaandam;779
1111;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Holland, gem. 10001 - 20000 inw.;760
1112;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Holland, gem. 5001 - 10000 inw.;4847
1113;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Holland, gem. 2001 - 5000 inw.;6896
1114;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Holland, gem. 1001 - 2000 inw.;2709
1115;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Holland, gem. 501 - 1000 inw.;771
1116;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Holland, gem. 500 en minder inw.;194
1117;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zuid-Holland, gem. 100001 en meer inw.;21109
1118;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);'s-Gravenhage;2493
1119;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Rotterdam;18616
1120;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zuid-Holland, gem. 50001 - 100000 inw.;5876
1121;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Delft;1079
1122;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Dordrecht;1405
1123;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Leiden;1860
1124;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Schiedam;1532
1125;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zuid-Holland, gem. 20001 - 50000 inw.;1917
1126;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Gouda;703
1127;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Vlaardingen;1214
1128;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zuid-Holland, gem. 10001 - 20000 inw.;5511
1129;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zuid-Holland, gem. 5001 - 10000 inw.;6121
1130;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zuid-Holland, gem. 2001 - 5000 inw.;10670
1131;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zuid-Holland, gem. 1001 - 2000 inw.;3667
1132;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zuid-Holland, gem. 501 - 1000 inw.;1521
1133;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zuid-Holland, gem. 500 en minder inw.;182
1134;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zeeland, gem. 20001 - 50000 inw.;422
1135;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Vlissingen;422
1136;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zeeland, gem. 10001 - 20000 inw.;981
1137;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zeeland, gem. 5001 - 10000 inw.;1080
1138;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zeeland, gem. 2001 - 5000 inw.;5296
1139;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zeeland, gem. 1001 - 2000 inw.;2893
1140;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zeeland, gem. 501 - 1000 inw.;1719
1141;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Zeeland, gem. 500 en minder inw.;147
1142;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 50001 - 100000 inw.;2038
1143;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Eindhoven;309
1144;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Tilburg;1729
1145;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 20001 - 50000 inw.;3989
1146;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Bergen op Zoom;597
1147;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Breda;1076
1148;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Helmond;571
1149;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);'s-Hertogenbosch;813
1150;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Roosendaal en Nispen;932
1151;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 10001 - 20000 inw.;3326
1152;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 5001 - 10000 inw.;7583
1153;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 2001 - 5000 inw.;9022
1154;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 1001 - 2000 inw.;2528
1155;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 501 - 1000 inw.;519
1156;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 50001 - 100000 inw.;373
1157;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Maastricht;373
1158;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 20001 - 50000 inw.;386
1159;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Heerlen;155
1160;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Kerkrade;197
1161;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Venlo;34
1162;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 10001 - 20000 inw.;476
1163;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 5001 - 10000 inw.;437
1164;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 2001 - 5000 inw.;746
1165;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 1001 - 2000 inw.;512
1166;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 501 - 1000 inw.;233
1167;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 500 en minder inw.;19
1168;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Nederland;234314
1169;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Groningen (provincie);5604
1170;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Friesland;4349
1171;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Drenthe;2846
1172;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Overijssel;16437
1173;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gelderland;30822
1174;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht (provincie);11058
1175;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland;47079
1176;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland;52840
1177;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zeeland;5164
1178;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant;25964
1179;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Limburg;32151
1180;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gemeenten met meer dan 100000 inwoners;70616
1181;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 50001 - 100000 inwoners;27907
1182;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 20001 - 50000 inwoners;28139
1183;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 10001 - 20000 inwoners;31760
1184;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 5001 - 10000 inwoners;33743
1185;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 2001 - 5000 inwoners;30942
1186;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 1001 - 2000 inwoners;8864
1187;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 501 - 1000 inwoners;2145
1188;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 500 of minder inwoners;198
1189;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 100001 en meer inw.;2213
1190;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Groningen;2213
1191;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 10001 - 20000 inw.;1362
1192;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 5001 - 10000 inw.;1051
1193;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 2001 - 5000 inw.;872
1194;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 1001 - 2000 inw.;106
1195;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 20001 - 50000 inw.;903
1196;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Leeuwarden;903
1197;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 10001 - 20000 inw.;2121
1198;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 5001 - 10000 inw.;1007
1199;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 2001 - 5000 inw.;245
1200;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 1001 - 2000 inw.;31
1201;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 501 - 1000 inw.;42
1202;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 20001 - 50000 inw.;681
1203;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Emmen;681
1204;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 10001 - 20000 inw.;879
1205;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 5001 - 10000 inw.;596
1206;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 2001 - 5000 inw.;671
1207;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 1001 - 2000 inw.;19
1208;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 50001 - 100000 inw.;1723
1209;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Enschede;1723
1210;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 20001 - 50000 inw.;5356
1211;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Almelo;1003
1212;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Deventer;915
1213;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Hengelo (O.);1105
1214;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Lonneker;1437
1215;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zwolle;896
1216;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 10001 - 20000 inw.;3005
1217;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 5001 - 10000 inw.;4882
1218;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 2001 - 5000 inw.;1163
1219;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 1001 - 2000 inw.;263
1220;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 501 - 1000 inw.;45
1221;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 50001 - 100000 inw.;7358
1222;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Apeldoorn;1952
1223;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Arnhem;2522
1224;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Nijmegen;2884
1225;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 20001 - 50000 inw.;1918
1226;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Ede;1182
1227;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Rheden;736
1228;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 10001 - 20000 inw.;7207
1229;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 5001 - 10000 inw.;7987
1230;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 2001 - 5000 inw.;5242
1231;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 1001 - 2000 inw.;981
1232;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 501 - 1000 inw.;119
1233;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 500 en minder inw.;10
1234;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 100001 en meer inw.;4620
1235;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht;4620
1236;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 20001 - 50000 inw.;1568
1237;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Amersfoort;978
1238;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zeist;590
1239;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 10001 - 20000 inw.;1407
1240;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 5001 - 10000 inw.;579
1241;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 2001 - 5000 inw.;1957
1242;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 1001 - 2000 inw.;627
1243;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 501 - 1000 inw.;264
1244;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 500 en minder inw.;36
1245;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 100001 en meer inw.;32747
1246;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Amsterdam;29323
1247;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Haarlem;3424
1248;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 50001 - 100000 inw.;1460
1249;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Hilversum;1460
1250;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 20001 - 50000 inw.;4754
1251;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Alkmaar;677
1252;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Bussum;678
1253;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Haarlemmermeer;528
1254;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Helder (Den);554
1255;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Velsen;1326
1256;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zaandam;991
1257;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 10001 - 20000 inw.;1145
1258;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 5001 - 10000 inw.;3460
1259;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 2001 - 5000 inw.;2749
1260;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 1001 - 2000 inw.;594
1261;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 501 - 1000 inw.;142
1262;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 500 en minder inw.;28
1263;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 100001 en meer inw.;31036
1264;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;'s-Gravenhage;14801
1265;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Rotterdam;16235
1266;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 50001 - 100000 inw.;6784
1267;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Delft;1500
1268;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Dordrecht;1591
1269;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Leiden;2030
1270;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Schiedam;1663
1271;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 20001 - 50000 inw.;1333
1272;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Gouda;757
1273;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Vlaardingen;576
1274;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 10001 - 20000 inw.;5014
1275;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 5001 - 10000 inw.;3622
1276;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 2001 - 5000 inw.;3846
1277;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 1001 - 2000 inw.;790
1278;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 501 - 1000 inw.;387
1279;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 500 en minder inw.;28
1280;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 20001 - 50000 inw.;592
1281;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Vlissingen;592
1282;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 10001 - 20000 inw.;707
1283;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 5001 - 10000 inw.;689
1284;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 2001 - 5000 inw.;2103
1285;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 1001 - 2000 inw.;742
1286;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 501 - 1000 inw.;310
1287;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 500 en minder inw.;21
