ID;AantalVertrekken;AantalPersonenPerVertrek;MetOfZonderBedsteden;Regio;Woningen_1
9027;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Eindhoven;1
9028;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Tilburg;12
9029;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 20001 - 50000 inw.;262
9030;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Bergen op Zoom;40
9031;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Breda;53
9032;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Helmond;49
9033;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);'s-Hertogenbosch;63
9034;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Roosendaal en Nispen;57
9035;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 10001 - 20000 inw.;233
9036;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 5001 - 10000 inw.;704
9037;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 2001 - 5000 inw.;657
9038;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 1001 - 2000 inw.;174
9039;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Noord-Brabant, gem. 501 - 1000 inw.;20
9040;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 50001 - 100000 inw.;11
9041;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Maastricht;11
9042;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 20001 - 50000 inw.;2
9043;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Heerlen;1
9044;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Kerkrade;1
9045;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Venlo;0
9046;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 10001 - 20000 inw.;9
9047;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 5001 - 10000 inw.;2
9048;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 2001 - 5000 inw.;4
9049;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 1001 - 2000 inw.;9
9050;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 501 - 1000 inw.;4
9051;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen met bedstede(n);Limburg, gem. 500 en minder inw.;1
9052;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Nederland;1867
9053;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Groningen (provincie);63
9054;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Friesland;28
9055;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Drenthe;73
9056;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel;101
9057;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland;327
9058;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht (provincie);120
9059;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland;270
9060;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland;359
9061;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zeeland;86
9062;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant;251
9063;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Limburg;189
9064;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gemeenten met meer dan 100000 inwoners;382
9065;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 50001 - 100000 inwoners;223
9066;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 20001 - 50000 inwoners;152
9067;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 10001 - 20000 inwoners;265
9068;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 5001 - 10000 inwoners;316
9069;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 2001 - 5000 inwoners;390
9070;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 1001 - 2000 inwoners;110
9071;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 501 - 1000 inwoners;28
9072;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gemeenten met 500 of minder inwoners;1
9073;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 100001 en meer inw.;20
9074;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Groningen;20
9075;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 10001 - 20000 inw.;13
9076;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 5001 - 10000 inw.;16
9077;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 2001 - 5000 inw.;12
9078;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Groningen, gem. 1001 - 2000 inw.;2
9079;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 20001 - 50000 inw.;7
9080;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Leeuwarden;7
9081;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 10001 - 20000 inw.;19
9082;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 5001 - 10000 inw.;2
9083;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 2001 - 5000 inw.;0
9084;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 1001 - 2000 inw.;0
9085;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Friesland, gem. 501 - 1000 inw.;0
9086;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 20001 - 50000 inw.;8
9087;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Emmen;8
9088;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 10001 - 20000 inw.;20
9089;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 5001 - 10000 inw.;20
9090;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 2001 - 5000 inw.;22
9091;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Drenthe, gem. 1001 - 2000 inw.;3
9092;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 50001 - 100000 inw.;5
9093;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Enschede;5
9094;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 20001 - 50000 inw.;25
9095;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Almelo;7
9096;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Deventer;5
9097;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Hengelo (O.);4
9098;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Lonneker;1
9099;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zwolle;8
9100;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 10001 - 20000 inw.;19
9101;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 5001 - 10000 inw.;41
9102;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 2001 - 5000 inw.;5
9103;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 1001 - 2000 inw.;4
9104;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 501 - 1000 inw.;2
9105;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 50001 - 100000 inw.;64
9106;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Apeldoorn;23
9107;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Arnhem;15
9108;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Nijmegen;26
9109;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 20001 - 50000 inw.;19
9110;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Ede;15
9111;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Rheden;4
9112;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 10001 - 20000 inw.;77
9113;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 5001 - 10000 inw.;92
9114;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 2001 - 5000 inw.;54
9115;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 1001 - 2000 inw.;20
9116;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 501 - 1000 inw.;1
9117;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 500 en minder inw.;0
9118;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 100001 en meer inw.;47
9119;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht;47
9120;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 20001 - 50000 inw.;9
9121;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Amersfoort;8
9122;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zeist;1
9123;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 10001 - 20000 inw.;12
9124;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 5001 - 10000 inw.;10
9125;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 2001 - 5000 inw.;30
9126;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 1001 - 2000 inw.;10
9127;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 501 - 1000 inw.;2
9128;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Utrecht, gem. 500 en minder inw.;0
9129;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 100001 en meer inw.;175
9130;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Amsterdam;159
9131;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Haarlem;16
9132;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 50001 - 100000 inw.;4
9133;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Hilversum;4
9134;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 20001 - 50000 inw.;17
9135;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Alkmaar;0
9136;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Bussum;0
9137;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Haarlemmermeer;7
9138;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Helder (Den);3
9139;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Velsen;4
9140;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zaandam;3
9141;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 10001 - 20000 inw.;3
9142;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 5001 - 10000 inw.;26
9143;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 2001 - 5000 inw.;33
9144;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 1001 - 2000 inw.;10
9145;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 501 - 1000 inw.;1
9146;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Holland, gem. 500 en minder inw.;1
9147;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 100001 en meer inw.;140
9148;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;'s-Gravenhage;43
9149;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Rotterdam;97
9150;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 50001 - 100000 inw.;46
9151;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Delft;7
9152;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Dordrecht;8
9153;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Leiden;20
9154;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Schiedam;11
9155;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 20001 - 50000 inw.;9
9156;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gouda;2
9157;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Vlaardingen;7
9158;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 10001 - 20000 inw.;41
9159;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 5001 - 10000 inw.;32
9160;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 2001 - 5000 inw.;64
9161;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 1001 - 2000 inw.;18
9162;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 501 - 1000 inw.;9
9163;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zuid-Holland, gem. 500 en minder inw.;0
9164;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 20001 - 50000 inw.;3
9165;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Vlissingen;3
9166;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 10001 - 20000 inw.;5
9167;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 5001 - 10000 inw.;6
9168;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 2001 - 5000 inw.;59
9169;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 1001 - 2000 inw.;7
9170;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 501 - 1000 inw.;6
9171;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Zeeland, gem. 500 en minder inw.;0
9172;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 50001 - 100000 inw.;20
9173;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Eindhoven;12
9174;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Tilburg;8
9175;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 20001 - 50000 inw.;42
9176;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Bergen op Zoom;4
9177;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Breda;5
9178;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Helmond;8
9179;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;'s-Hertogenbosch;21
9180;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Roosendaal en Nispen;4
9181;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 10001 - 20000 inw.;31
9182;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 5001 - 10000 inw.;57
9183;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 2001 - 5000 inw.;78
9184;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 1001 - 2000 inw.;19
9185;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 501 - 1000 inw.;4
9186;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 50001 - 100000 inw.;84
9187;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Maastricht;84
9188;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 20001 - 50000 inw.;13
9189;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Heerlen;6
9190;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Kerkrade;3
9191;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Venlo;4
9192;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 10001 - 20000 inw.;25
9193;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 5001 - 10000 inw.;14
9194;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 2001 - 5000 inw.;33
9195;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 1001 - 2000 inw.;17
9196;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 501 - 1000 inw.;3
9197;Woningen met 2 vertrekken;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 500 en minder inw.;0
9198;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Nederland;6075
9199;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Groningen (provincie);603
9200;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Friesland;601
9201;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Drenthe;654
9202;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Overijssel;428
9203;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gelderland;636
9204;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht (provincie);206
9205;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland;559
9206;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland;1177
9207;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zeeland;308
9208;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Brabant;844
9209;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Limburg;59
9210;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gemeenten met meer dan 100000 inwoners;540
9211;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gemeenten met 50001 - 100000 inwoners;168
9212;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gemeenten met 20001 - 50000 inwoners;487
9213;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gemeenten met 10001 - 20000 inwoners;1219
9214;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gemeenten met 5001 - 10000 inwoners;1477
9215;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gemeenten met 2001 - 5000 inwoners;1620
9216;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gemeenten met 1001 - 2000 inwoners;445
9217;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gemeenten met 501 - 1000 inwoners;114
9218;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gemeenten met 500 of minder inwoners;5
9219;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Groningen, gem. 100001 en meer inw.;39
