ID;Multinationality;SIC2008;Periods;Production_1;AddedValue_2;ImportOfGoods_3;ImportsOfServices_4;DomesticExports_5;ReExports_6;ExportOfServices_7;ExportEarnings_8;LabourVolume_9;LabourVolumeForExports_10
2803;Foreign multinational;900011  tekst not available;2018;3533.7;2010.9;472.9;285.9;6.5;4.6;1405.2;1108.2;41.8;24.0
2804;Foreign multinational;900011  tekst not available;2019;3706.2;2069.1;517.3;320.3;6.9;5.1;1406.8;1111.2;39.2;22.6
2805;Foreign multinational;900011  tekst not available;2020;4060.7;2189.6;541.1;327.2;5.1;3.8;1862.8;1251.2;40.7;24.6
2806;Foreign multinational;900011  tekst not available;2021;4525.4;2418.7;654.0;358.1;9.4;4.4;2281.7;1474.0;23.2;14.1
2807;Foreign multinational;O-U Noncommercial services;2015;;;;;;;;;;
2808;Foreign multinational;O-U Noncommercial services;2016;;;;;;;;;;
2809;Foreign multinational;O-U Noncommercial services;2017;;;;;;;;;;
2810;Foreign multinational;O-U Noncommercial services;2018;;;;;;;;;;
2811;Foreign multinational;O-U Noncommercial services;2019;;;;;;;;;;
2812;Foreign multinational;O-U Noncommercial services;2020;;;;;;;;;;
2813;Foreign multinational;O-U Noncommercial services;2021;;;;;;;;;;
2814;Foreign multinational;O-Q Government and care;2015;;;;;;;;;;
2815;Foreign multinational;O-Q Government and care;2016;;;;;;;;;;
2816;Foreign multinational;O-Q Government and care;2017;;;;;;;;;;
2817;Foreign multinational;O-Q Government and care;2018;;;;;;;;;;
2818;Foreign multinational;O-Q Government and care;2019;;;;;;;;;;
2819;Foreign multinational;O-Q Government and care;2020;;;;;;;;;;
2820;Foreign multinational;O-Q Government and care;2021;;;;;;;;;;
2821;Foreign multinational;O Public administration and services;2015;;;;;;;;;;
2822;Foreign multinational;O Public administration and services;2016;;;;;;;;;;
2823;Foreign multinational;O Public administration and services;2017;;;;;;;;;;
2824;Foreign multinational;O Public administration and services;2018;;;;;;;;;;
2825;Foreign multinational;O Public administration and services;2019;;;;;;;;;;
2826;Foreign multinational;O Public administration and services;2020;;;;;;;;;;
2827;Foreign multinational;O Public administration and services;2021;;;;;;;;;;
2828;Foreign multinational;84 Public administration and services;2015;;;;;;;;;;
2829;Foreign multinational;84 Public administration and services;2016;;;;;;;;;;
2830;Foreign multinational;84 Public administration and services;2017;;;;;;;;;;
2831;Foreign multinational;84 Public administration and services;2018;;;;;;;;;;
2832;Foreign multinational;84 Public administration and services;2019;;;;;;;;;;
2833;Foreign multinational;84 Public administration and services;2020;;;;;;;;;;
2834;Foreign multinational;84 Public administration and services;2021;;;;;;;;;;
2835;Foreign multinational;P Education;2015;;;;;;;;;;
2836;Foreign multinational;P Education;2016;;;;;;;;;;
2837;Foreign multinational;P Education;2017;;;;;;;;;;
2838;Foreign multinational;P Education;2018;;;;;;;;;;
2839;Foreign multinational;P Education;2019;;;;;;;;;;
2840;Foreign multinational;P Education;2020;;;;;;;;;;
2841;Foreign multinational;P Education;2021;;;;;;;;;;
2842;Foreign multinational;85 Education;2015;;;;;;;;;;
2843;Foreign multinational;85 Education;2016;;;;;;;;;;
2844;Foreign multinational;85 Education;2017;;;;;;;;;;
2845;Foreign multinational;85 Education;2018;;;;;;;;;;
2846;Foreign multinational;85 Education;2019;;;;;;;;;;
2847;Foreign multinational;85 Education;2020;;;;;;;;;;
2848;Foreign multinational;85 Education;2021;;;;;;;;;;
2849;Foreign multinational;Q Health and social work activities;2015;;;;;;;;;;
2850;Foreign multinational;Q Health and social work activities;2016;;;;;;;;;;
2851;Foreign multinational;Q Health and social work activities;2017;;;;;;;;;;
2852;Foreign multinational;Q Health and social work activities;2018;;;;;;;;;;
2853;Foreign multinational;Q Health and social work activities;2019;;;;;;;;;;
2854;Foreign multinational;Q Health and social work activities;2020;;;;;;;;;;
2855;Foreign multinational;Q Health and social work activities;2021;;;;;;;;;;
2856;Foreign multinational;86 Human health activities;2015;;;;;;;;;;
2857;Foreign multinational;86 Human health activities;2016;;;;;;;;;;
2858;Foreign multinational;86 Human health activities;2017;;;;;;;;;;
2859;Foreign multinational;86 Human health activities;2018;;;;;;;;;;
2860;Foreign multinational;86 Human health activities;2019;;;;;;;;;;
2861;Foreign multinational;86 Human health activities;2020;;;;;;;;;;
2862;Foreign multinational;86 Human health activities;2021;;;;;;;;;;
2863;Foreign multinational;87-88 Care and social work;2015;;;;;;;;;;
2864;Foreign multinational;87-88 Care and social work;2016;;;;;;;;;;
2865;Foreign multinational;87-88 Care and social work;2017;;;;;;;;;;
2866;Foreign multinational;87-88 Care and social work;2018;;;;;;;;;;
2867;Foreign multinational;87-88 Care and social work;2019;;;;;;;;;;
2868;Foreign multinational;87-88 Care and social work;2020;;;;;;;;;;
2869;Foreign multinational;87-88 Care and social work;2021;;;;;;;;;;
2870;Foreign multinational;R-U Culture, recreation, other services;2015;;;;;;;;;;
2871;Foreign multinational;R-U Culture, recreation, other services;2016;;;;;;;;;;
2872;Foreign multinational;R-U Culture, recreation, other services;2017;;;;;;;;;;
2873;Foreign multinational;R-U Culture, recreation, other services;2018;;;;;;;;;;
2874;Foreign multinational;R-U Culture, recreation, other services;2019;;;;;;;;;;
2875;Foreign multinational;R-U Culture, recreation, other services;2020;;;;;;;;;;
2876;Foreign multinational;R-U Culture, recreation, other services;2021;;;;;;;;;;
2877;Foreign multinational;R Culture, sports and recreation;2015;;;;;;;;;;
2878;Foreign multinational;R Culture, sports and recreation;2016;;;;;;;;;;
2879;Foreign multinational;R Culture, sports and recreation;2017;;;;;;;;;;
2880;Foreign multinational;R Culture, sports and recreation;2018;;;;;;;;;;
2881;Foreign multinational;R Culture, sports and recreation;2019;;;;;;;;;;
2882;Foreign multinational;R Culture, sports and recreation;2020;;;;;;;;;;
2883;Foreign multinational;R Culture, sports and recreation;2021;;;;;;;;;;
2884;Foreign multinational;900048  tekst not available;2015;;;;;;;;;;
2885;Foreign multinational;900048  tekst not available;2016;;;;;;;;;;
2886;Foreign multinational;900048  tekst not available;2017;;;;;;;;;;
2887;Foreign multinational;900048  tekst not available;2018;;;;;;;;;;
2888;Foreign multinational;900048  tekst not available;2019;;;;;;;;;;
2889;Foreign multinational;900048  tekst not available;2020;;;;;;;;;;
2890;Foreign multinational;900048  tekst not available;2021;;;;;;;;;;
2891;Foreign multinational;93 Sports and recreation;2015;;;;;;;;;;
2892;Foreign multinational;93 Sports and recreation;2016;;;;;;;;;;
2893;Foreign multinational;93 Sports and recreation;2017;;;;;;;;;;
2894;Foreign multinational;93 Sports and recreation;2018;;;;;;;;;;
2895;Foreign multinational;93 Sports and recreation;2019;;;;;;;;;;
2896;Foreign multinational;93 Sports and recreation;2020;;;;;;;;;;
2897;Foreign multinational;93 Sports and recreation;2021;;;;;;;;;;
2898;Foreign multinational;S Other service activities;2015;;;;;;;;;;
2899;Foreign multinational;S Other service activities;2016;;;;;;;;;;
2900;Foreign multinational;S Other service activities;2017;;;;;;;;;;
2901;Foreign multinational;S Other service activities;2018;;;;;;;;;;
2902;Foreign multinational;S Other service activities;2019;;;;;;;;;;
2903;Foreign multinational;S Other service activities;2020;;;;;;;;;;
2904;Foreign multinational;S Other service activities;2021;;;;;;;;;;
2905;Foreign multinational;94 Membership organisations;2015;;;;;;;;;;
2906;Foreign multinational;94 Membership organisations;2016;;;;;;;;;;
2907;Foreign multinational;94 Membership organisations;2017;;;;;;;;;;
2908;Foreign multinational;94 Membership organisations;2018;;;;;;;;;;
2909;Foreign multinational;94 Membership organisations;2019;;;;;;;;;;
2910;Foreign multinational;94 Membership organisations;2020;;;;;;;;;;
2911;Foreign multinational;94 Membership organisations;2021;;;;;;;;;;
2912;Foreign multinational;95 Repair computers and consumergoods;2015;;;;;;;;;;
2913;Foreign multinational;95 Repair computers and consumergoods;2016;;;;;;;;;;
2914;Foreign multinational;95 Repair computers and consumergoods;2017;;;;;;;;;;
2915;Foreign multinational;95 Repair computers and consumergoods;2018;;;;;;;;;;
2916;Foreign multinational;95 Repair computers and consumergoods;2019;;;;;;;;;;
2917;Foreign multinational;95 Repair computers and consumergoods;2020;;;;;;;;;;
2918;Foreign multinational;95 Repair computers and consumergoods;2021;;;;;;;;;;
2919;Foreign multinational;96 Other personal services;2015;;;;;;;;;;
2920;Foreign multinational;96 Other personal services;2016;;;;;;;;;;
2921;Foreign multinational;96 Other personal services;2017;;;;;;;;;;
2922;Foreign multinational;96 Other personal services;2018;;;;;;;;;;
2923;Foreign multinational;96 Other personal services;2019;;;;;;;;;;
2924;Foreign multinational;96 Other personal services;2020;;;;;;;;;;
2925;Foreign multinational;96 Other personal services;2021;;;;;;;;;;
2926;Foreign multinational;T Activities of households;2015;;;;;;;;;;
2927;Foreign multinational;T Activities of households;2016;;;;;;;;;;
2928;Foreign multinational;T Activities of households;2017;;;;;;;;;;
2929;Foreign multinational;T Activities of households;2018;;;;;;;;;;
2930;Foreign multinational;T Activities of households;2019;;;;;;;;;;
2931;Foreign multinational;T Activities of households;2020;;;;;;;;;;
2932;Foreign multinational;T Activities of households;2021;;;;;;;;;;
2933;Foreign multinational;U Extraterritorial organisations;2015;;;;;;;;;;
2934;Foreign multinational;U Extraterritorial organisations;2016;;;;;;;;;;
2935;Foreign multinational;U Extraterritorial organisations;2017;;;;;;;;;;
2936;Foreign multinational;U Extraterritorial organisations;2018;;;;;;;;;;
2937;Foreign multinational;U Extraterritorial organisations;2019;;;;;;;;;;
2938;Foreign multinational;U Extraterritorial organisations;2020;;;;;;;;;;
2939;Foreign multinational;U Extraterritorial organisations;2021;;;;;;;;;;
2940;Others;A-U All economic activities;2015;384759.0;222508.0;9122.0;15141.0;12060.0;99.0;16564.0;26952.9;2550.8;251.7
2941;Others;A-U All economic activities;2016;386456.0;226125.0;9547.0;13475.0;12361.0;108.0;14739.0;26953.5;2568.8;254.5
2942;Others;A-U All economic activities;2017;393673.0;233014.0;9751.0;12286.0;12717.0;134.0;14196.0;28514.2;2594.8;260.2
2943;Others;A-U All economic activities;2018;408350.0;241301.0;10300.0;14669.0;12295.0;162.0;15911.0;27453.1;2649.6;264.7
2944;Others;A-U All economic activities;2019;427898.0;252228.0;10719.0;15361.0;12769.0;164.0;16568.0;28267.2;2716.6;268.7
2945;Others;A-U All economic activities;2020;428445.0;250806.0;10884.0;16677.0;12342.0;215.0;14980.0;25838.3;2788.2;255.3
2946;Others;A-U All economic activities;2021;452769.0;266121.0;13485.0;17327.0;13812.0;230.0;13968.0;26516.2;2868.4;263.9
2947;Others;A Agriculture, forestry and fishing;2015;30359.0;11898.0;2053.0;456.0;11836.0;99.0;221.0;9659.9;161.6;126.8
2948;Others;A Agriculture, forestry and fishing;2016;30813.0;12513.0;2060.0;480.0;12160.0;108.0;223.0;10333.3;164.9;131.7
2949;Others;A Agriculture, forestry and fishing;2017;32801.0;13697.0;2160.0;527.0;12476.0;134.0;228.0;11307.1;167.2;134.0
2950;Others;A Agriculture, forestry and fishing;2018;32058.0;12776.0;2303.0;551.0;12062.0;162.0;240.0;10332.8;173.0;135.6
2951;Others;A Agriculture, forestry and fishing;2019;33130.0;13300.0;2365.0;555.0;12530.0;164.0;246.0;10832.3;175.0;138.2
2952;Others;A Agriculture, forestry and fishing;2020;32349.0;12737.0;2196.0;595.0;12128.0;215.0;191.0;10273.8;178.2;138.8
2953;Others;A Agriculture, forestry and fishing;2021;34871.0;13206.0;2628.0;640.0;13516.0;230.0;176.0;10812.7;181.3;142.8
2954;Others;B Mining and quarrying;2015;;;;;;;;;;
2955;Others;B Mining and quarrying;2016;;;;;;;;;;
2956;Others;B Mining and quarrying;2017;;;;;;;;;;
2957;Others;B Mining and quarrying;2018;;;;;;;;;;
2958;Others;B Mining and quarrying;2019;;;;;;;;;;
2959;Others;B Mining and quarrying;2020;;;;;;;;;;
2960;Others;B Mining and quarrying;2021;;;;;;;;;;
2961;Others;B-E Industry (no construction), energy;2015;;;;;;;;;;
2962;Others;B-E Industry (no construction), energy;2016;;;;;;;;;;
2963;Others;B-E Industry (no construction), energy;2017;;;;;;;;;;
2964;Others;B-E Industry (no construction), energy;2018;;;;;;;;;;
2965;Others;B-E Industry (no construction), energy;2019;;;;;;;;;;
2966;Others;B-E Industry (no construction), energy;2020;;;;;;;;;;
2967;Others;B-E Industry (no construction), energy;2021;;;;;;;;;;
2968;Others;B-F Manufacturing and energy;2015;;;;;;;;;;
2969;Others;B-F Manufacturing and energy;2016;;;;;;;;;;
2970;Others;B-F Manufacturing and energy;2017;;;;;;;;;;
2971;Others;B-F Manufacturing and energy;2018;;;;;;;;;;
2972;Others;B-F Manufacturing and energy;2019;;;;;;;;;;
2973;Others;B-F Manufacturing and energy;2020;;;;;;;;;;
2974;Others;B-F Manufacturing and energy;2021;;;;;;;;;;
2975;Others;C Manufacturing;2015;;;;;;;;;;
2976;Others;C Manufacturing;2016;;;;;;;;;;
2977;Others;C Manufacturing;2017;;;;;;;;;;
2978;Others;C Manufacturing;2018;;;;;;;;;;
2979;Others;C Manufacturing;2019;;;;;;;;;;
2980;Others;C Manufacturing;2020;;;;;;;;;;
2981;Others;C Manufacturing;2021;;;;;;;;;;
2982;Others;10-12 Manufacture of food and beverages;2015;;;;;;;;;;
2983;Others;10-12 Manufacture of food and beverages;2016;;;;;;;;;;
2984;Others;10-12 Manufacture of food and beverages;2017;;;;;;;;;;
2985;Others;10-12 Manufacture of food and beverages;2018;;;;;;;;;;
2986;Others;10-12 Manufacture of food and beverages;2019;;;;;;;;;;
2987;Others;10-12 Manufacture of food and beverages;2020;;;;;;;;;;
2988;Others;10-12 Manufacture of food and beverages;2021;;;;;;;;;;
2989;Others;13-15 Man. of textile-, leatherproducts;2015;;;;;;;;;;
2990;Others;13-15 Man. of textile-, leatherproducts;2016;;;;;;;;;;
2991;Others;13-15 Man. of textile-, leatherproducts;2017;;;;;;;;;;
2992;Others;13-15 Man. of textile-, leatherproducts;2018;;;;;;;;;;
2993;Others;13-15 Man. of textile-, leatherproducts;2019;;;;;;;;;;
2994;Others;13-15 Man. of textile-, leatherproducts;2020;;;;;;;;;;
2995;Others;13-15 Man. of textile-, leatherproducts;2021;;;;;;;;;;
2996;Others;16-18 Man. wood en paperprod., printing;2015;;;;;;;;;;
2997;Others;16-18 Man. wood en paperprod., printing;2016;;;;;;;;;;
2998;Others;16-18 Man. wood en paperprod., printing;2017;;;;;;;;;;
2999;Others;16-18 Man. wood en paperprod., printing;2018;;;;;;;;;;
3000;Others;16-18 Man. wood en paperprod., printing;2019;;;;;;;;;;
3001;Others;16-18 Man. wood en paperprod., printing;2020;;;;;;;;;;
3002;Others;16-18 Man. wood en paperprod., printing;2021;;;;;;;;;;
3003;Others;19-21 Refineries and chemistry;2015;;;;;;;;;;
3004;Others;19-21 Refineries and chemistry;2016;;;;;;;;;;
3005;Others;19-21 Refineries and chemistry;2017;;;;;;;;;;
3006;Others;19-21 Refineries and chemistry;2018;;;;;;;;;;
3007;Others;19-21 Refineries and chemistry;2019;;;;;;;;;;
3008;Others;19-21 Refineries and chemistry;2020;;;;;;;;;;
3009;Others;19-21 Refineries and chemistry;2021;;;;;;;;;;
3010;Others;22-23 Man. plastics and constructionprod;2015;;;;;;;;;;
3011;Others;22-23 Man. plastics and constructionprod;2016;;;;;;;;;;
3012;Others;22-23 Man. plastics and constructionprod;2017;;;;;;;;;;
3013;Others;22-23 Man. plastics and constructionprod;2018;;;;;;;;;;
3014;Others;22-23 Man. plastics and constructionprod;2019;;;;;;;;;;
3015;Others;22-23 Man. plastics and constructionprod;2020;;;;;;;;;;
3016;Others;22-23 Man. plastics and constructionprod;2021;;;;;;;;;;
3017;Others;24-25 Man. of basic metals and -products;2015;;;;;;;;;;
3018;Others;24-25 Man. of basic metals and -products;2016;;;;;;;;;;
3019;Others;24-25 Man. of basic metals and -products;2017;;;;;;;;;;
3020;Others;24-25 Man. of basic metals and -products;2018;;;;;;;;;;
3021;Others;24-25 Man. of basic metals and -products;2019;;;;;;;;;;
3022;Others;24-25 Man. of basic metals and -products;2020;;;;;;;;;;
3023;Others;24-25 Man. of basic metals and -products;2021;;;;;;;;;;
3024;Others;26-28 Manufact of electronics, machinery;2015;;;;;;;;;;
3025;Others;26-28 Manufact of electronics, machinery;2016;;;;;;;;;;
3026;Others;26-28 Manufact of electronics, machinery;2017;;;;;;;;;;
3027;Others;26-28 Manufact of electronics, machinery;2018;;;;;;;;;;
3028;Others;26-28 Manufact of electronics, machinery;2019;;;;;;;;;;
3029;Others;26-28 Manufact of electronics, machinery;2020;;;;;;;;;;
3030;Others;26-28 Manufact of electronics, machinery;2021;;;;;;;;;;
3031;Others;29-30 Transport equipment;2015;;;;;;;;;;
3032;Others;29-30 Transport equipment;2016;;;;;;;;;;
3033;Others;29-30 Transport equipment;2017;;;;;;;;;;
3034;Others;29-30 Transport equipment;2018;;;;;;;;;;
3035;Others;29-30 Transport equipment;2019;;;;;;;;;;
3036;Others;29-30 Transport equipment;2020;;;;;;;;;;
3037;Others;29-30 Transport equipment;2021;;;;;;;;;;
3038;Others;31-33 Other manufacturing and repair;2015;;;;;;;;;;
3039;Others;31-33 Other manufacturing and repair;2016;;;;;;;;;;
3040;Others;31-33 Other manufacturing and repair;2017;;;;;;;;;;
3041;Others;31-33 Other manufacturing and repair;2018;;;;;;;;;;
3042;Others;31-33 Other manufacturing and repair;2019;;;;;;;;;;
3043;Others;31-33 Other manufacturing and repair;2020;;;;;;;;;;
3044;Others;31-33 Other manufacturing and repair;2021;;;;;;;;;;
3045;Others;D-E Energy, water, waste treatment;2015;;;;;;;;;;
3046;Others;D-E Energy, water, waste treatment;2016;;;;;;;;;;
3047;Others;D-E Energy, water, waste treatment;2017;;;;;;;;;;
3048;Others;D-E Energy, water, waste treatment;2018;;;;;;;;;;
3049;Others;D-E Energy, water, waste treatment;2019;;;;;;;;;;
3050;Others;D-E Energy, water, waste treatment;2020;;;;;;;;;;
3051;Others;D-E Energy, water, waste treatment;2021;;;;;;;;;;
3052;Others;D Energy supply;2015;;;;;;;;;;
3053;Others;D Energy supply;2016;;;;;;;;;;
3054;Others;D Energy supply;2017;;;;;;;;;;
3055;Others;D Energy supply;2018;;;;;;;;;;
3056;Others;D Energy supply;2019;;;;;;;;;;
3057;Others;D Energy supply;2020;;;;;;;;;;
3058;Others;D Energy supply;2021;;;;;;;;;;
3059;Others;E Water supply and waste management;2015;;;;;;;;;;
3060;Others;E Water supply and waste management;2016;;;;;;;;;;
3061;Others;E Water supply and waste management;2017;;;;;;;;;;
3062;Others;E Water supply and waste management;2018;;;;;;;;;;
3063;Others;E Water supply and waste management;2019;;;;;;;;;;
3064;Others;E Water supply and waste management;2020;;;;;;;;;;
3065;Others;E Water supply and waste management;2021;;;;;;;;;;
3066;Others;F Construction;2015;;;;;;;;;;
3067;Others;F Construction;2016;;;;;;;;;;
3068;Others;F Construction;2017;;;;;;;;;;
3069;Others;F Construction;2018;;;;;;;;;;
3070;Others;F Construction;2019;;;;;;;;;;
3071;Others;F Construction;2020;;;;;;;;;;
3072;Others;F Construction;2021;;;;;;;;;;
3073;Others;41 Construction buildings, development;2015;;;;;;;;;;
3074;Others;41 Construction buildings, development;2016;;;;;;;;;;
3075;Others;41 Construction buildings, development;2017;;;;;;;;;;
3076;Others;41 Construction buildings, development;2018;;;;;;;;;;
3077;Others;41 Construction buildings, development;2019;;;;;;;;;;
3078;Others;41 Construction buildings, development;2020;;;;;;;;;;
3079;Others;41 Construction buildings, development;2021;;;;;;;;;;
3080;Others;42 Civil engineering;2015;;;;;;;;;;
3081;Others;42 Civil engineering;2016;;;;;;;;;;
3082;Others;42 Civil engineering;2017;;;;;;;;;;
3083;Others;42 Civil engineering;2018;;;;;;;;;;
3084;Others;42 Civil engineering;2019;;;;;;;;;;
3085;Others;42 Civil engineering;2020;;;;;;;;;;
3086;Others;42 Civil engineering;2021;;;;;;;;;;
3087;Others;43 Specialised construction activities;2015;;;;;;;;;;
3088;Others;43 Specialised construction activities;2016;;;;;;;;;;
3089;Others;43 Specialised construction activities;2017;;;;;;;;;;
3090;Others;43 Specialised construction activities;2018;;;;;;;;;;
