ID;RegioS;Perioden;VarkensrechtenInEenheden_1;VarkensrechtenInFosfaat_2;PluimveerechtenInEenheden_3;PluimveerechtenInFosfaat_4;VleesEnFokvarkens_5;KippenEnKalkoenen_6;Varkens_7;Pluimvee_8
158;Groningen (PV);2000;144;1063;;;101;5583;590;1440
159;Groningen (PV);2001;137;1016;3162.0;1581.0;88;5599;480;1240
160;Groningen (PV);2002;135;1001;3186.0;1593.0;95;5792;530;1270
161;Groningen (PV);2003;135;1002;3170.0;1585.0;95;5271;530;1280
162;Groningen (PV);2004;133;987;3330.0;1665.0;98;5379;530;1230
163;Groningen (PV);2005;134;991;3180.0;1590.0;94;5366;540;1330
164;Groningen (PV);2006;131;968;3260.0;1630.0;96;5426;570;1310
165;Groningen (PV);2007;141;1040;3186.0;1593.0;97;5814;580;1370
166;Groningen (PV);2008;131;969;3210.0;1605.0;111;5987;660;1400
167;Groningen (PV);2009;133;982;3157.0;1579.0;108;5303;660;1290
168;Groningen (PV);2010;136;1007;3097.0;1548.0;104;5915;610;1360
169;Groningen (PV);2011;134;988;3147.0;1574.0;89;5639;510;1300
170;Groningen (PV);2012;140;1032;3237.0;1618.0;100;5690;510;1170
171;Groningen (PV);2013;133;983;3287.0;1644.0;106;6000;550;1240
172;Groningen (PV);2014;137;1015;3275.0;1637.0;107;6013;540;1230
173;Groningen (PV);2015;143;1061;3217.0;1609.0;113;6119;590;1160
174;Groningen (PV);2016;156;1156;3159.0;1580.0;110;5731;570;1160
175;Groningen (PV);2017;160;1185;3331.0;1665.0;106;5907;520;1190
176;Groningen (PV);2018;155;1149;3342.0;1671.0;117;5447;740;1090
177;Groningen (PV);2019;161;1193;3321.0;1660.0;123;5582;690;1130
178;Groningen (PV);2020;182;1344;3269.0;1634.0;148;4731;800;1030
179;Groningen (PV);2021;179;1328;3245.0;1623.0;135;4401;760;1010
180;Groningen (PV);2022;163;1208;3243.0;1622.0;117;3397;710;820
181;Groningen (PV);2023;158;1170;3286.0;1643.0;128;4297;600;880
182;Fryslân (PV);1998;110;815;;;81;5624;550;1340
183;Fryslân (PV);1999;105;776;;;71;6696;450;1730
184;Fryslân (PV);2000;102;752;;;71;6691;480;1720
185;Fryslân (PV);2001;90;665;3803.0;1901.0;61;6682;390;1440
186;Fryslân (PV);2002;88;653;3770.0;1885.0;55;7188;350;1550
187;Fryslân (PV);2003;86;636;3749.0;1874.0;55;6209;350;1450
188;Fryslân (PV);2004;82;609;3854.0;1927.0;55;6463;340;1390
189;Fryslân (PV);2005;80;593;4036.0;2018.0;61;6761;420;1550
190;Fryslân (PV);2006;82;609;4040.0;2020.0;53;7333;370;1680
191;Fryslân (PV);2007;78;575;4077.0;2038.0;58;7459;380;1670
192;Fryslân (PV);2008;72;532;4161.0;2080.0;55;7681;360;1740
193;Fryslân (PV);2009;75;552;4087.0;2043.0;57;8719;380;1960
194;Fryslân (PV);2010;73;538;4286.0;2143.0;57;7826;380;1690
195;Fryslân (PV);2011;84;618;4386.0;2193.0;53;8061;340;1820
196;Fryslân (PV);2012;80;590;4467.0;2234.0;55;8022;330;1620
197;Fryslân (PV);2013;66;486;4482.0;2241.0;51;7763;310;1620
198;Fryslân (PV);2014;66;492;4566.0;2283.0;49;7788;300;1590
199;Fryslân (PV);2015;74;549;4680.0;2340.0;51;8946;310;1750
200;Fryslân (PV);2016;78;577;4689.0;2345.0;55;8297;340;1680
201;Fryslân (PV);2017;86;639;4590.0;2295.0;47;8175;280;1590
202;Fryslân (PV);2018;87;646;4567.0;2283.0;49;6805;350;1370
203;Fryslân (PV);2019;88;650;4554.0;2277.0;55;7642;360;1390
204;Fryslân (PV);2020;81;600;4481.0;2241.0;52;7084;360;1240
205;Fryslân (PV);2021;86;639;4295.0;2148.0;53;6048;290;1150
206;Fryslân (PV);2022;105;778;4227.0;2113.0;73;5956;340;1040
207;Fryslân (PV);2023;105;776;4227.0;2114.0;68;5893;400;1020
208;Drenthe (PV);1998;239;1765;;;184;6262;1190;1470
209;Drenthe (PV);1999;231;1708;;;184;6797;1100;1790
210;Drenthe (PV);2000;226;1672;;;176;6721;1070;1770
211;Drenthe (PV);2001;217;1604;4015.0;2008.0;165;6525;940;1460
212;Drenthe (PV);2002;218;1616;3881.0;1941.0;162;6953;950;1580
213;Drenthe (PV);2003;218;1610;3836.0;1918.0;157;5556;940;1400
214;Drenthe (PV);2004;208;1536;3769.0;1884.0;162;5378;930;1330
215;Drenthe (PV);2005;201;1486;3834.0;1917.0;163;6550;1010;1620
216;Drenthe (PV);2006;201;1486;3846.0;1923.0;163;5801;1090;1480
217;Drenthe (PV);2007;205;1520;3901.0;1950.0;160;6294;1050;1580
218;Drenthe (PV);2008;188;1390;3857.0;1928.0;161;6161;1060;1540
219;Drenthe (PV);2009;187;1382;3906.0;1953.0;163;6202;1090;1580
220;Drenthe (PV);2010;194;1435;4008.0;2004.0;168;6750;1090;1630
221;Drenthe (PV);2011;178;1314;3837.0;1919.0;152;6423;960;1540
222;Drenthe (PV);2012;185;1367;3942.0;1971.0;139;6449;820;1450
223;Drenthe (PV);2013;185;1367;4029.0;2015.0;139;6323;860;1470
224;Drenthe (PV);2014;182;1349;4079.0;2040.0;145;7078;860;1570
225;Drenthe (PV);2015;182;1345;4314.0;2157.0;135;7471;820;1590
226;Drenthe (PV);2016;170;1256;4428.0;2214.0;143;7564;830;1620
227;Drenthe (PV);2017;175;1297;4477.0;2238.0;131;7545;710;1540
228;Drenthe (PV);2018;174;1290;4696.0;2348.0;121;7080;820;1500
229;Drenthe (PV);2019;169;1253;4737.0;2368.0;112;6491;840;1390
230;Drenthe (PV);2020;170;1258;4756.0;2378.0;121;7644;840;1550
231;Drenthe (PV);2021;163;1205;4736.0;2368.0;123;7668;880;1560
232;Drenthe (PV);2022;163;1205;4552.0;2276.0;116;7492;830;1470
233;Drenthe (PV);2023;155;1151;4640.0;2320.0;110;5954;590;1260
234;Overijssel (PV);1998;1434;10609;;;1255;9769;7820;2660
235;Overijssel (PV);1999;1406;10404;;;1131;10509;6630;2990
236;Overijssel (PV);2000;1377;10190;;;1092;10276;6410;2940
237;Overijssel (PV);2001;1275;9436;7330.0;3665.0;1008;10729;5470;2630
238;Overijssel (PV);2002;1254;9277;7073.0;3536.0;908;10282;5180;2570
239;Overijssel (PV);2003;1242;9189;7068.0;3534.0;909;9233;5260;2500
240;Overijssel (PV);2004;1242;9188;6467.0;3233.0;909;8534;5060;2230
241;Overijssel (PV);2005;1238;9163;6602.0;3301.0;925;9221;5640;2550
242;Overijssel (PV);2006;1247;9228;6679.0;3340.0;913;9156;5800;2540
243;Overijssel (PV);2007;1246;9221;6709.0;3354.0;947;9372;5890;2640
244;Overijssel (PV);2008;1185;8769;6407.0;3204.0;979;10383;6200;2840
245;Overijssel (PV);2009;1145;8476;6456.0;3228.0;964;10097;6290;2890
246;Overijssel (PV);2010;1159;8575;6417.0;3208.0;973;10368;6170;2870
247;Overijssel (PV);2011;1170;8659;7006.0;3503.0;974;10702;5920;3050
248;Overijssel (PV);2012;1160;8581;6587.0;3293.0;948;9883;5240;2640
249;Overijssel (PV);2013;1162;8601;6699.0;3350.0;937;10251;5330;2850
250;Overijssel (PV);2014;1155;8549;6724.0;3362.0;930;11554;5240;2990
251;Overijssel (PV);2015;1167;8635;6880.0;3440.0;925;11963;5300;3030
252;Overijssel (PV);2016;1168;8642;6976.0;3488.0;890;11830;5100;3090
253;Overijssel (PV);2017;1173;8680;7068.0;3534.0;887;11580;4800;2970
254;Overijssel (PV);2018;1213;8979;7194.0;3597.0;876;11102;4770;2830
255;Overijssel (PV);2019;1180;8732;7258.0;3629.0;881;10443;4700;2640
256;Overijssel (PV);2020;1163;8604;7283.0;3642.0;832;11379;4700;2780
257;Overijssel (PV);2021;1134;8389;7205.0;3602.0;828;9845;4480;2480
258;Overijssel (PV);2022;1135;8403;7272.0;3636.0;828;10482;4600;2640
259;Overijssel (PV);2023;1146;8477;7124.0;3562.0;794;10197;4440;2440
260;Flevoland (PV);1998;53;394;;;35;1295;220;460
261;Flevoland (PV);1999;53;392;;;37;1899;210;670
262;Flevoland (PV);2000;52;381;;;34;2080;200;710
263;Flevoland (PV);2001;50;367;1750.0;875.0;30;2097;160;600
264;Flevoland (PV);2002;49;363;1748.0;874.0;33;2172;180;650
265;Flevoland (PV);2003;49;361;1710.0;855.0;33;2006;180;660
266;Flevoland (PV);2004;50;373;1760.0;880.0;31;1900;170;620
267;Flevoland (PV);2005;52;382;1656.0;828.0;31;1860;180;640
268;Flevoland (PV);2006;49;363;1671.0;836.0;35;1970;210;710
269;Flevoland (PV);2007;49;365;1635.0;817.0;40;2200;240;720
270;Flevoland (PV);2008;47;348;1645.0;822.0;43;2085;260;720
271;Flevoland (PV);2009;46;342;1721.0;860.0;41;2087;260;750
272;Flevoland (PV);2010;46;342;1747.0;873.0;40;2288;250;780
273;Flevoland (PV);2011;42;313;1751.0;875.0;42;2275;250;800
274;Flevoland (PV);2012;45;336;1724.0;862.0;41;2182;220;740
275;Flevoland (PV);2013;64;477;1699.0;849.0;42;2413;220;810
276;Flevoland (PV);2014;55;406;1726.0;863.0;41;2591;230;880
277;Flevoland (PV);2015;57;425;1844.0;922.0;41;2702;200;910
278;Flevoland (PV);2016;58;428;1816.0;908.0;40;2791;200;940
279;Flevoland (PV);2017;51;376;1796.0;898.0;39;2680;190;910
280;Flevoland (PV);2018;53;391;1984.0;992.0;39;2799;400;980
281;Flevoland (PV);2019;50;372;2076.0;1038.0;37;2861;310;950
282;Flevoland (PV);2020;66;489;2113.0;1056.0;37;2633;260;880
283;Flevoland (PV);2021;64;471;2156.0;1078.0;46;2617;350;820
284;Flevoland (PV);2022;64;476;2138.0;1069.0;43;2655;340;830
285;Flevoland (PV);2023;68;502;2134.0;1067.0;46;2547;290;790
286;Gelderland (PV);1998;2200;16279;;;1929;19985;12080;6540
287;Gelderland (PV);1999;2145;15874;;;1658;20618;9790;6860
288;Gelderland (PV);2000;2095;15504;;;1604;20188;9490;6680
289;Gelderland (PV);2001;1911;14141;16688.0;8344.0;1486;18797;8090;5790
290;Gelderland (PV);2002;1888;13971;16269.0;8134.0;1336;18432;7570;5780
291;Gelderland (PV);2003;1823;13493;15951.0;7976.0;1287;9736;7390;3210
292;Gelderland (PV);2004;1730;12801;15157.0;7579.0;1268;16559;7020;5200
293;Gelderland (PV);2005;1718;12713;14831.0;7416.0;1296;17381;7860;5680
294;Gelderland (PV);2006;1726;12770;14415.0;7208.0;1291;16681;8100;5570
295;Gelderland (PV);2007;1693;12531;14237.0;7118.0;1302;16699;8050;5520
296;Gelderland (PV);2008;1564;11573;14129.0;7064.0;1327;18444;8340;6050
297;Gelderland (PV);2009;1527;11303;14080.0;7040.0;1307;17764;8400;5990
298;Gelderland (PV);2010;1588;11752;14292.0;7146.0;1286;18891;8070;6220
299;Gelderland (PV);2011;1499;11095;13706.0;6853.0;1269;17825;7610;5910
300;Gelderland (PV);2012;1500;11102;13585.0;6793.0;1199;16862;6480;5580
301;Gelderland (PV);2013;1493;11049;13518.0;6759.0;1177;17591;6510;5840
302;Gelderland (PV);2014;1491;11032;13499.0;6749.0;1137;18443;6290;5870
303;Gelderland (PV);2015;1485;10991;13266.0;6633.0;1132;18353;6390;5920
304;Gelderland (PV);2016;1478;10937;13244.0;6622.0;1081;17753;6050;5890
305;Gelderland (PV);2017;1465;10842;13191.0;6595.0;1064;17561;5730;5670
306;Gelderland (PV);2018;1464;10831;12592.0;6296.0;1049;17019;5840;5530
307;Gelderland (PV);2019;1460;10803;12550.0;6275.0;1029;15828;5620;5310
308;Gelderland (PV);2020;1449;10722;12705.0;6353.0;983;16496;5410;4890
309;Gelderland (PV);2021;1424;10541;12947.0;6473.0;984;16924;5330;4980
310;Gelderland (PV);2022;1416;10482;13196.0;6598.0;978;16224;5370;4870
311;Gelderland (PV);2023;1414;10466;13274.0;6637.0;943;15859;5230;5140
312;Utrecht (PV);1998;339;2508;;;305;1873;1840;640
313;Utrecht (PV);1999;333;2464;;;256;1945;1450;690
314;Utrecht (PV);2000;324;2398;;;238;1799;1360;630
315;Utrecht (PV);2001;297;2199;1443.0;721.0;217;1622;1150;530
316;Utrecht (PV);2002;295;2181;1459.0;729.0;196;1623;1080;530
317;Utrecht (PV);2003;292;2160;1447.0;724.0;188;639;1060;220
318;Utrecht (PV);2004;270;1998;1511.0;755.0;183;1375;990;450
319;Utrecht (PV);2005;266;1969;1699.0;850.0;191;1458;1150;470
320;Utrecht (PV);2006;261;1929;1799.0;899.0;186;1652;1150;560
321;Utrecht (PV);2007;262;1939;1824.0;912.0;178;1638;1090;560
322;Utrecht (PV);2008;240;1778;1865.0;932.0;190;1835;1160;650
323;Utrecht (PV);2009;236;1748;1972.0;986.0;187;1772;1180;670
324;Utrecht (PV);2010;234;1730;2060.0;1030.0;179;2315;1120;830
325;Utrecht (PV);2011;216;1598;1958.0;979.0;174;2096;1040;780
326;Utrecht (PV);2012;216;1598;2375.0;1187.0;166;2304;920;800
327;Utrecht (PV);2013;215;1590;2395.0;1197.0;159;2322;880;830
328;Utrecht (PV);2014;216;1602;2362.0;1181.0;153;2888;840;1080
329;Utrecht (PV);2015;209;1544;2363.0;1182.0;160;2966;880;1080
330;Utrecht (PV);2016;206;1525;2317.0;1158.0;154;3034;840;1090
331;Utrecht (PV);2017;210;1555;2131.0;1066.0;155;2993;830;1010
332;Utrecht (PV);2018;208;1538;2029.0;1014.0;160;2610;720;870
333;Utrecht (PV);2019;208;1536;1864.0;932.0;156;2446;690;790
334;Utrecht (PV);2020;206;1523;1808.0;904.0;156;2213;660;720
335;Utrecht (PV);2021;205;1520;1924.0;962.0;149;2382;640;790
336;Utrecht (PV);2022;209;1547;1863.0;932.0;147;1800;650;660
337;Utrecht (PV);2023;203;1502;1882.0;941.0;133;2022;730;670
338;Noord-Holland (PV);1998;39;289;;;29;1245;200;320
339;Noord-Holland (PV);1999;37;277;;;22;1345;140;360
340;Noord-Holland (PV);2000;35;262;;;20;1462;130;370
341;Noord-Holland (PV);2001;33;243;832.0;416.0;19;1370;110;300
342;Noord-Holland (PV);2002;30;218;826.0;413.0;18;1600;110;360
343;Noord-Holland (PV);2003;29;211;796.0;398.0;15;1498;90;370
344;Noord-Holland (PV);2004;27;198;792.0;396.0;14;1399;80;320
345;Noord-Holland (PV);2005;24;180;820.0;410.0;14;1441;90;340
346;Noord-Holland (PV);2006;23;168;806.0;403.0;14;1371;100;330
347;Noord-Holland (PV);2007;21;158;697.0;349.0;17;1287;110;300
348;Noord-Holland (PV);2008;19;139;626.0;313.0;13;1373;90;340
349;Noord-Holland (PV);2009;19;137;625.0;312.0;12;1060;90;250
350;Noord-Holland (PV);2010;18;136;609.0;304.0;12;1217;80;270
351;Noord-Holland (PV);2011;18;132;670.0;335.0;10;1150;70;250
