ID;Landen;SITC;Perioden;TotaleInvoerwaarde_1;TotaleUitvoerwaarde_2
138;Totaal landen;751 Kantoormachines;2015 oktober;642.0;781.0
139;Totaal landen;751 Kantoormachines;2015 november;729.0;880.0
140;Totaal landen;751 Kantoormachines;2015 december;750.0;943.0
141;Totaal landen;751 Kantoormachines;2015 ;7988.0;9760.0
142;Totaal landen;751 Kantoormachines;2016 januari;577.0;668.0
143;Totaal landen;751 Kantoormachines;2016 februari;644.0;746.0
144;Totaal landen;751 Kantoormachines;2016 maart;713.0;881.0
145;Totaal landen;751 Kantoormachines;2016 april;562.0;659.0
146;Totaal landen;751 Kantoormachines;2016 mei;647.0;758.0
147;Totaal landen;751 Kantoormachines;2016 juni;669.0;849.0
148;Totaal landen;751 Kantoormachines;2016 juli;533.0;639.0
149;Totaal landen;751 Kantoormachines;2016 augustus;608.0;691.0
150;Totaal landen;751 Kantoormachines;2016 september;673.0;823.0
151;Totaal landen;751 Kantoormachines;2016 oktober;662.0;732.0
152;Totaal landen;751 Kantoormachines;2016 november;728.0;821.0
153;Totaal landen;751 Kantoormachines;2016 december;704.0;828.0
154;Totaal landen;751 Kantoormachines;2016;7720.0;9096.0
155;Totaal landen;751 Kantoormachines;2017 januari;661.0;805.0
156;Totaal landen;751 Kantoormachines;2017 februari;674.0;807.0
157;Totaal landen;751 Kantoormachines;2017 maart;814.0;917.0
158;Totaal landen;751 Kantoormachines;2017 april;633.0;732.0
159;Totaal landen;751 Kantoormachines;2017 mei;762.0;814.0
160;Totaal landen;751 Kantoormachines;2017 juni;702.0;842.0
161;Totaal landen;751 Kantoormachines;2017 juli;623.0;743.0
162;Totaal landen;751 Kantoormachines;2017 augustus;701.0;724.0
163;Totaal landen;751 Kantoormachines;2017 september;705.0;862.0
164;Totaal landen;751 Kantoormachines;2017 oktober;664.0;842.0
165;Totaal landen;751 Kantoormachines;2017 november;797.0;1009.0
166;Totaal landen;751 Kantoormachines;2017 december;655.0;794.0
167;Totaal landen;751 Kantoormachines;2017;8389.0;9891.0
168;Totaal landen;751 Kantoormachines;2018 januari;696.0;825.0
169;Totaal landen;751 Kantoormachines;2018 februari;649.0;792.0
170;Totaal landen;751 Kantoormachines;2018 maart;749.0;928.0
171;Totaal landen;751 Kantoormachines;2018 april;643.0;778.0
172;Totaal landen;751 Kantoormachines;2018 mei;668.0;847.0
173;Totaal landen;751 Kantoormachines;2018 juni;706.0;891.0
174;Totaal landen;751 Kantoormachines;2018 juli;648.0;798.0
175;Totaal landen;751 Kantoormachines;2018 augustus;656.0;703.0
176;Totaal landen;751 Kantoormachines;2018 september;653.0;827.0
177;Totaal landen;751 Kantoormachines;2018 oktober;692.0;900.0
178;Totaal landen;751 Kantoormachines;2018 november;726.0;876.0
179;Totaal landen;751 Kantoormachines;2018 december;645.0;791.0
180;Totaal landen;751 Kantoormachines;2018 ;8132.0;9955.0
181;Totaal landen;751 Kantoormachines;2019 januari;595.0;797.0
182;Totaal landen;751 Kantoormachines;2019 februari;566.0;713.0
183;Totaal landen;751 Kantoormachines;2019 maart;643.0;824.0
184;Totaal landen;751 Kantoormachines;2019 april;601.0;724.0
185;Totaal landen;751 Kantoormachines;2019 mei;616.0;675.0
186;Totaal landen;751 Kantoormachines;2019 juni;573.0;696.0
187;Totaal landen;751 Kantoormachines;2019 juli;662.0;688.0
188;Totaal landen;751 Kantoormachines;2019 augustus;583.0;614.0
189;Totaal landen;751 Kantoormachines;2019 september;615.0;766.0
190;Totaal landen;751 Kantoormachines;2019 oktober;628.0;795.0
191;Totaal landen;751 Kantoormachines;2019 november;633.0;777.0
192;Totaal landen;751 Kantoormachines;2019 december;607.0;787.0
193;Totaal landen;751 Kantoormachines;2019;7323.0;8856.0
194;Totaal landen;751 Kantoormachines;2020 januari;610.0;678.0
195;Totaal landen;751 Kantoormachines;2020 februari;537.0;678.0
196;Totaal landen;751 Kantoormachines;2020 maart;611.0;756.0
197;Totaal landen;751 Kantoormachines;2020 april;377.0;430.0
198;Totaal landen;751 Kantoormachines;2020 mei;394.0;463.0
199;Totaal landen;751 Kantoormachines;2020 juni;473.0;580.0
200;Totaal landen;751 Kantoormachines;2020 juli;476.0;536.0
201;Totaal landen;751 Kantoormachines;2020 augustus;429.0;530.0
202;Totaal landen;751 Kantoormachines;2020 september;536.0;658.0
203;Totaal landen;751 Kantoormachines;2020 oktober;571.0;718.0
204;Totaal landen;751 Kantoormachines;2020 november;616.0;649.0
205;Totaal landen;751 Kantoormachines;2020 december;639.0;650.0
206;Totaal landen;751 Kantoormachines;2020;6269.0;7325.0
207;Totaal landen;751 Kantoormachines;2021 januari;;
208;Totaal landen;751 Kantoormachines;2021 februari;;
209;Totaal landen;751 Kantoormachines;2021 maart;;
210;Totaal landen;751 Kantoormachines;2021 april;;
211;Totaal landen;751 Kantoormachines;2021 mei;;
212;Totaal landen;751 Kantoormachines;2021 juni;;
213;Totaal landen;751 Kantoormachines;2021 juli;;
214;Totaal landen;751 Kantoormachines;2021 augustus;;
215;Totaal landen;751 Kantoormachines;2021 september;;
216;Totaal landen;751 Kantoormachines;2021 oktober;;
217;Totaal landen;751 Kantoormachines;2021 november;;
218;Totaal landen;751 Kantoormachines;2021 december;;
219;Totaal landen;751 Kantoormachines;2021;;
220;Totaal landen;751 Kantoormachines;2022 januari;445.0;598.0
221;Totaal landen;751 Kantoormachines;2022 februari;528.0;606.0
222;Totaal landen;751 Kantoormachines;2022 maart;570.0;694.0
223;Totaal landen;751 Kantoormachines;2022 april;569.0;644.0
224;Totaal landen;751 Kantoormachines;2022 mei;588.0;711.0
225;Totaal landen;751 Kantoormachines;2022 juni;599.0;663.0
226;Totaal landen;751 Kantoormachines;2022 juli;582.0;640.0
227;Totaal landen;751 Kantoormachines;2022 augustus;582.0;621.0
228;Totaal landen;751 Kantoormachines;2022 september;545.0;713.0
229;Totaal landen;751 Kantoormachines;2022 oktober;662.0;696.0
230;Totaal landen;751 Kantoormachines;2022 november;660.0;757.0
231;Totaal landen;751 Kantoormachines;2022 december;595.0;707.0
232;Totaal landen;751 Kantoormachines;2022;6926.0;8050.0
233;Totaal landen;751 Kantoormachines;2023 januari;613.0;702.0
234;Totaal landen;751 Kantoormachines;2023 februari;587.0;710.0
235;Totaal landen;751 Kantoormachines;2023 maart;623.0;782.0
236;Totaal landen;751 Kantoormachines;2023 april;515.0;617.0
237;Totaal landen;751 Kantoormachines;2023 mei;551.0;706.0
238;Totaal landen;751 Kantoormachines;2023 juni;460.0;712.0
239;Totaal landen;751 Kantoormachines;2023 juli;488.0;561.0
240;Totaal landen;751 Kantoormachines;2023 augustus;500.0;576.0
241;Totaal landen;751 Kantoormachines;2023 september;522.0;679.0
242;Totaal landen;751 Kantoormachines;2023 oktober;512.0;698.0
243;Totaal landen;751 Kantoormachines;2023 november;545.0;708.0
244;Totaal landen;751 Kantoormachines;2023 december;446.0;572.0
245;Totaal landen;751 Kantoormachines;2023;6363.0;8023.0
246;Totaal landen;751 Kantoormachines;2024 januari;530.0;582.0
247;Totaal landen;751 Kantoormachines;2024 februari;483.0;603.0
248;Totaal landen;751 Kantoormachines;2024 maart;535.0;663.0
249;Totaal landen;751 Kantoormachines;2024 april;530.0;636.0
250;Totaal landen;751 Kantoormachines;2024 mei;528.0;661.0
251;Totaal landen;751 Kantoormachines;2024 juni;438.0;613.0
252;Totaal landen;751 Kantoormachines;2024 juli;521.0;616.0
253;Totaal landen;751 Kantoormachines;2024 augustus;499.0;606.0
254;Totaal landen;751 Kantoormachines;2024 september;610.0;636.0
255;Totaal landen;751 Kantoormachines;2024 oktober;571.0;713.0
256;Totaal landen;751 Kantoormachines;2024 november;537.0;701.0
257;Totaal landen;751 Kantoormachines;2024 januari-november;5783.0;7029.0
258;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 januari;0.0;0.0
259;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 februari;0.0;0.0
260;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 maart;0.0;0.0
261;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 april;0.0;0.0
262;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 mei;0.0;0.0
263;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 juni;0.0;0.0
264;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 juli;0.0;0.0
265;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 augustus;0.0;0.0
266;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 september;0.0;0.0
267;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 oktober;0.0;0.0
268;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 november;0.0;0.0
269;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 december;0.0;0.0
270;Totaal landen;75110 Andere schrijfmachines dan prin...;2015 ;1.0;2.0
271;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 januari;0.0;0.0
272;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 februari;0.0;0.0
273;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 maart;0.0;0.0
274;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 april;0.0;0.0
275;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 mei;0.0;0.0
276;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 juni;0.0;0.0
277;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 juli;0.0;0.0
278;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 augustus;0.0;0.0
279;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 september;0.0;0.0
280;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 oktober;0.0;0.0
281;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 november;0.0;0.0
282;Totaal landen;75110 Andere schrijfmachines dan prin...;2016 december;0.0;0.0
283;Totaal landen;75110 Andere schrijfmachines dan prin...;2016;2.0;1.0
284;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 januari;0.0;
285;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 februari;0.0;
286;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 maart;0.0;
287;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 april;0.0;0.0
288;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 mei;0.0;0.0
289;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 juni;0.0;0.0
290;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 juli;0.0;0.0
291;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 augustus;0.0;0.0
292;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 september;0.0;
293;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 oktober;0.0;
294;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 november;0.0;
295;Totaal landen;75110 Andere schrijfmachines dan prin...;2017 december;0.0;
296;Totaal landen;75110 Andere schrijfmachines dan prin...;2017;0.0;0.0
297;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 januari;0.0;
298;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 februari;0.0;0.0
299;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 maart;0.0;
300;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 april;0.0;0.0
301;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 mei;0.0;0.0
302;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 juni;0.0;
303;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 juli;0.0;0.0
304;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 augustus;0.0;
305;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 september;0.0;0.0
306;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 oktober;0.0;
307;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 november;0.0;
308;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 december;0.0;0.0
309;Totaal landen;75110 Andere schrijfmachines dan prin...;2018 ;0.0;0.0
310;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 januari;0.0;
311;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 februari;0.0;
312;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 maart;0.0;
313;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 april;0.0;
314;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 mei;0.0;0.0
315;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 juni;0.0;0.0
316;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 juli;0.0;0.0
317;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 augustus;0.0;
318;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 september;;0.0
319;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 oktober;;0.0
320;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 november;0.0;
321;Totaal landen;75110 Andere schrijfmachines dan prin...;2019 december;0.0;0.0
322;Totaal landen;75110 Andere schrijfmachines dan prin...;2019;0.0;0.0
323;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 januari;;
324;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 februari;;
325;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 maart;;
326;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 april;;
327;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 mei;;
328;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 juni;;
329;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 juli;;
330;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 augustus;;
331;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 september;;
332;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 oktober;;
333;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 november;;
334;Totaal landen;75110 Andere schrijfmachines dan prin...;2020 december;;
335;Totaal landen;75110 Andere schrijfmachines dan prin...;2020;;
336;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 januari;;
337;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 februari;;
338;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 maart;;
339;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 april;;
340;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 mei;;
341;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 juni;;
342;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 juli;;
343;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 augustus;;
344;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 september;;
345;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 oktober;;
346;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 november;;
347;Totaal landen;75110 Andere schrijfmachines dan prin...;2021 december;;
348;Totaal landen;75110 Andere schrijfmachines dan prin...;2021;;
349;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 januari;;
350;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 februari;;
351;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 maart;;
352;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 april;;
353;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 mei;;
354;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 juni;;
355;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 juli;;
356;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 augustus;;
357;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 september;;
358;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 oktober;;
359;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 november;;
360;Totaal landen;75110 Andere schrijfmachines dan prin...;2022 december;;
361;Totaal landen;75110 Andere schrijfmachines dan prin...;2022;;
362;Totaal landen;75110 Andere schrijfmachines dan prin...;2023 januari;;
363;Totaal landen;75110 Andere schrijfmachines dan prin...;2023 februari;;
364;Totaal landen;75110 Andere schrijfmachines dan prin...;2023 maart;;
365;Totaal landen;75110 Andere schrijfmachines dan prin...;2023 april;;
366;Totaal landen;75110 Andere schrijfmachines dan prin...;2023 mei;;
