ID;Landen;SITC;Perioden;TotaleInvoerwaarde_1;TotaleUitvoerwaarde_2
0;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 januari;3048.0;2884.0
1;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 februari;2713.0;2880.0
2;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 maart;3171.0;3143.0
3;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 april;2846.0;3068.0
4;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 mei;2870.0;2810.0
5;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 juni;3044.0;3335.0
6;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 juli;2959.0;2995.0
7;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 augustus;2847.0;2908.0
8;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 september;2905.0;3344.0
9;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 oktober;3232.0;3291.0
10;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 november;3792.0;3631.0
11;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 december;3730.0;3802.0
12;Totaal landen;75 Kantoor- en automatische gegevensv...;2015 ;37156.0;38092.0
13;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 januari;2908.0;2858.0
14;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 februari;2934.0;3023.0
15;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 maart;2969.0;3378.0
16;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 april;2552.0;2620.0
17;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 mei;2685.0;2737.0
18;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 juni;2731.0;3114.0
19;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 juli;2587.0;2771.0
20;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 augustus;2940.0;2990.0
21;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 september;3000.0;3343.0
22;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 oktober;3034.0;3268.0
23;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 november;3754.0;3841.0
24;Totaal landen;75 Kantoor- en automatische gegevensv...;2016 december;3460.0;3780.0
25;Totaal landen;75 Kantoor- en automatische gegevensv...;2016;35555.0;37723.0
26;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 januari;2910.0;2957.0
27;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 februari;2634.0;2688.0
28;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 maart;3071.0;3281.0
29;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 april;2656.0;2441.0
30;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 mei;2904.0;2781.0
31;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 juni;2906.0;3219.0
32;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 juli;2864.0;2767.0
33;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 augustus;3137.0;2852.0
34;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 september;2874.0;3162.0
35;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 oktober;3146.0;3224.0
36;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 november;3792.0;3704.0
37;Totaal landen;75 Kantoor- en automatische gegevensv...;2017 december;3085.0;3133.0
38;Totaal landen;75 Kantoor- en automatische gegevensv...;2017;35980.0;36209.0
39;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 januari;3494.0;3170.0
40;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 februari;2849.0;2711.0
41;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 maart;3109.0;3359.0
42;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 april;2944.0;2782.0
43;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 mei;2823.0;3030.0
44;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 juni;2948.0;3295.0
45;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 juli;3090.0;3078.0
46;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 augustus;3126.0;2979.0
47;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 september;2940.0;3178.0
48;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 oktober;3525.0;3498.0
49;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 november;3832.0;3894.0
50;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 december;3254.0;3367.0
51;Totaal landen;75 Kantoor- en automatische gegevensv...;2018 ;37932.0;38343.0
52;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 januari;3658.0;3331.0
53;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 februari;2876.0;2907.0
54;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 maart;3101.0;3376.0
55;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 april;3170.0;2855.0
56;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 mei;3104.0;2895.0
57;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 juni;2778.0;2931.0
58;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 juli;3311.0;3020.0
59;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 augustus;3142.0;2916.0
60;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 september;3038.0;3240.0
61;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 oktober;3795.0;3523.0
62;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 november;3727.0;3667.0
63;Totaal landen;75 Kantoor- en automatische gegevensv...;2019 december;3337.0;3518.0
64;Totaal landen;75 Kantoor- en automatische gegevensv...;2019;39037.0;38181.0
65;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 januari;3639.0;3486.0
66;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 februari;2559.0;2832.0
67;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 maart;3289.0;3465.0
68;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 april;3508.0;3191.0
69;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 mei;3207.0;3027.0
70;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 juni;3346.0;3252.0
71;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 juli;3409.0;3243.0
72;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 augustus;3208.0;3092.0
73;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 september;3191.0;3461.0
74;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 oktober;3579.0;3822.0
75;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 november;3943.0;3936.0
76;Totaal landen;75 Kantoor- en automatische gegevensv...;2020 december;4026.0;4015.0
77;Totaal landen;75 Kantoor- en automatische gegevensv...;2020;40904.0;40822.0
78;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 januari;;
79;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 februari;;
80;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 maart;;
81;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 april;;
82;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 mei;;
83;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 juni;;
84;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 juli;;
85;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 augustus;;
86;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 september;;
87;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 oktober;;
88;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 november;;
89;Totaal landen;75 Kantoor- en automatische gegevensv...;2021 december;;
90;Totaal landen;75 Kantoor- en automatische gegevensv...;2021;;
91;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 januari;4351.0;4141.0
92;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 februari;3765.0;3553.0
93;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 maart;4454.0;4280.0
94;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 april;3971.0;3643.0
95;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 mei;4195.0;3778.0
96;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 juni;4671.0;4283.0
97;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 juli;4462.0;3953.0
98;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 augustus;4806.0;4141.0
99;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 september;4131.0;4502.0
100;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 oktober;5140.0;4327.0
101;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 november;4695.0;4626.0
102;Totaal landen;75 Kantoor- en automatische gegevensv...;2022 december;3735.0;4030.0
103;Totaal landen;75 Kantoor- en automatische gegevensv...;2022;52377.0;49257.0
104;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 januari;3950.0;3812.0
105;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 februari;3384.0;3780.0
106;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 maart;3764.0;4224.0
107;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 april;3494.0;3359.0
108;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 mei;3724.0;3994.0
109;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 juni;3376.0;3797.0
110;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 juli;4612.0;3719.0
111;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 augustus;4291.0;4689.0
112;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 september;4083.0;4701.0
113;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 oktober;4194.0;4751.0
114;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 november;4594.0;4681.0
115;Totaal landen;75 Kantoor- en automatische gegevensv...;2023 december;4162.0;4128.0
116;Totaal landen;75 Kantoor- en automatische gegevensv...;2023;47625.0;49633.0
117;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 januari;4064.0;3745.0
118;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 februari;3335.0;3677.0
119;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 maart;4308.0;4377.0
120;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 april;4001.0;3998.0
121;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 mei;4452.0;4064.0
122;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 juni;3865.0;3881.0
123;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 juli;5122.0;3981.0
124;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 augustus;4168.0;4394.0
125;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 september;4318.0;4267.0
126;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 oktober;4654.0;5071.0
127;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 november;5119.0;5210.0
128;Totaal landen;75 Kantoor- en automatische gegevensv...;2024 januari-november;47405.0;46664.0
129;Totaal landen;751 Kantoormachines;2015 januari;588.0;684.0
130;Totaal landen;751 Kantoormachines;2015 februari;670.0;810.0
131;Totaal landen;751 Kantoormachines;2015 maart;759.0;913.0
132;Totaal landen;751 Kantoormachines;2015 april;632.0;823.0
133;Totaal landen;751 Kantoormachines;2015 mei;680.0;797.0
134;Totaal landen;751 Kantoormachines;2015 juni;717.0;895.0
135;Totaal landen;751 Kantoormachines;2015 juli;607.0;698.0
136;Totaal landen;751 Kantoormachines;2015 augustus;549.0;681.0
137;Totaal landen;751 Kantoormachines;2015 september;664.0;854.0
