ID;RegioS;EconomischeActiviteiten;Perioden;ProductieBasisprijzen_1;IntermediairVerbruik_2;ToegevoegdeWaardeBrutoBasisprijzen_3;BeloningVanWerknemers_4;NietProductgebondenBelastingen_5;NietProductgebondenSubsidies_6;ExploitatieoverschotBruto_7;ArbeidsvolumeWerkzamePersonen_8;ArbeidsvolumeWerknemers_9
25;Nederland;Landbouw, bosbouw en visserij;2006;25831.0;15281.0;10550.0;3055.0;454.0;587.0;7628.0;211.3;90.6
26;Nederland;Landbouw, bosbouw en visserij;2007;27078.0;16530.0;10548.0;3217.0;445.0;739.0;7625.0;208.5;92.1
27;Nederland;Landbouw, bosbouw en visserij;2008;27687.0;18121.0;9566.0;3399.0;453.0;668.0;6382.0;204.9;90.5
28;Nederland;Nijverheid;1995;231797.0;156372.0;75425.0;41981.0;627.0;171.0;32988.0;;1311.1
29;Nederland;Nijverheid;1996;243032.0;165887.0;77145.0;42562.0;617.0;268.0;34234.0;;1304.0
30;Nederland;Nijverheid;1997;256888.0;177677.0;79211.0;44033.0;555.0;489.0;35112.0;;1323.0
31;Nederland;Nijverheid;1998;263371.0;181530.0;81841.0;46372.0;552.0;688.0;35605.0;;1335.5
32;Nederland;Nijverheid;1999;273192.0;188737.0;84455.0;48477.0;643.0;749.0;36084.0;;1349.8
33;Nederland;Nijverheid;2000;308433.0;215290.0;93143.0;50970.0;710.0;848.0;42311.0;;1357.1
34;Nederland;Nijverheid;2001;318811.0;220782.0;98029.0;53522.0;813.0;969.0;44663.0;1472.5;1362.7
35;Nederland;Nijverheid;2002;313652.0;213833.0;99819.0;55295.0;851.0;964.0;44637.0;1443.2;1334.8
36;Nederland;Nijverheid;2003;313877.0;212421.0;101456.0;55384.0;797.0;650.0;45925.0;1392.5;1281.3
37;Nederland;Nijverheid;2004;327368.0;223192.0;104176.0;55783.0;784.0;744.0;48353.0;1353.3;1237.3
38;Nederland;Nijverheid;2005;351606.0;241359.0;110247.0;55320.0;768.0;727.0;54886.0;1330.9;1210.4
39;Nederland;Nijverheid;2006;382702.0;264918.0;117784.0;56729.0;731.0;781.0;61105.0;1332.3;1204.4
40;Nederland;Nijverheid;2007;411915.0;286605.0;125310.0;58942.0;862.0;916.0;66422.0;1341.3;1212.3
41;Nederland;Nijverheid;2008;448727.0;313371.0;135356.0;61720.0;1018.0;833.0;73451.0;1355.3;1220.9
42;Nederland;Delfstoffenwinning;1995;9715.0;2311.0;7404.0;543.0;15.0;0.0;6846.0;;9.4
43;Nederland;Delfstoffenwinning;1996;10828.0;2580.0;8248.0;563.0;14.0;0.0;7671.0;;9.7
44;Nederland;Delfstoffenwinning;1997;11195.0;2735.0;8460.0;565.0;11.0;0.0;7884.0;;9.3
45;Nederland;Delfstoffenwinning;1998;9963.0;2840.0;7123.0;597.0;9.0;0.0;6517.0;;9.6
46;Nederland;Delfstoffenwinning;1999;9078.0;2754.0;6324.0;590.0;14.0;3.0;5723.0;;9.2
47;Nederland;Delfstoffenwinning;2000;12184.0;3083.0;9101.0;592.0;16.0;4.0;8497.0;;9.0
48;Nederland;Delfstoffenwinning;2001;14646.0;3507.0;11139.0;599.0;21.0;4.0;10523.0;8.9;8.7
49;Nederland;Delfstoffenwinning;2002;13491.0;3473.0;10018.0;671.0;22.0;3.0;9328.0;9.3;9.1
50;Nederland;Delfstoffenwinning;2003;13851.0;3406.0;10445.0;681.0;20.0;1.0;9745.0;9.1;9.0
51;Nederland;Delfstoffenwinning;2004;14835.0;3511.0;11324.0;704.0;22.0;0.0;10598.0;8.9;8.8
52;Nederland;Delfstoffenwinning;2005;17312.0;4725.0;12587.0;589.0;25.0;0.0;11973.0;7.5;7.4
53;Nederland;Delfstoffenwinning;2006;21129.0;5200.0;15929.0;592.0;24.0;0.0;15313.0;7.2;7.1
54;Nederland;Delfstoffenwinning;2007;20744.0;5089.0;15655.0;618.0;23.0;1.0;15015.0;7.1;7.1
55;Nederland;Delfstoffenwinning;2008;27356.0;5607.0;21749.0;637.0;24.0;2.0;21090.0;7.1;7.0
56;Nederland;Industrie en energievoorziening;1995;179503.0;126450.0;53053.0;30787.0;541.0;150.0;21875.0;;943.0
57;Nederland;Industrie en energievoorziening;1996;187019.0;133523.0;53496.0;31035.0;526.0;206.0;22141.0;;930.9
58;Nederland;Industrie en energievoorziening;1997;198499.0;143943.0;54556.0;31955.0;470.0;366.0;22497.0;;937.3
59;Nederland;Industrie en energievoorziening;1998;203208.0;145781.0;57427.0;33392.0;473.0;536.0;24098.0;;943.0
60;Nederland;Industrie en energievoorziening;1999;209087.0;150035.0;59052.0;34628.0;541.0;580.0;24463.0;;946.6
61;Nederland;Industrie en energievoorziening;2000;235962.0;172846.0;63116.0;36205.0;605.0;656.0;26962.0;;944.3
62;Nederland;Industrie en energievoorziening;2001;239509.0;175324.0;64185.0;37660.0;686.0;740.0;26579.0;979.3;941.6
63;Nederland;Industrie en energievoorziening;2002;235281.0;169204.0;66077.0;38786.0;722.0;733.0;27302.0;956.1;920.5
64;Nederland;Industrie en energievoorziening;2003;236376.0;168963.0;67413.0;38984.0;669.0;424.0;28184.0;923.2;886.2
65;Nederland;Industrie en energievoorziening;2004;248858.0;179507.0;69351.0;39213.0;654.0;433.0;29917.0;894.3;856.2
66;Nederland;Industrie en energievoorziening;2005;267648.0;194575.0;73073.0;38801.0;616.0;523.0;34179.0;873.9;835.5
67;Nederland;Industrie en energievoorziening;2006;290012.0;214371.0;75641.0;39725.0;575.0;621.0;35962.0;868.8;830.4
68;Nederland;Industrie en energievoorziening;2007;312961.0;231487.0;81474.0;41156.0;707.0;753.0;40364.0;872.4;833.7
69;Nederland;Industrie en energievoorziening;2008;335706.0;252728.0;82978.0;42989.0;848.0;662.0;39803.0;878.6;840.6
70;Nederland;Voedings- en genotmiddelenindustrie;1995;40130.0;31219.0;8911.0;4440.0;171.0;72.0;4372.0;;136.8
71;Nederland;Voedings- en genotmiddelenindustrie;1996;41345.0;32387.0;8958.0;4341.0;174.0;58.0;4501.0;;130.7
72;Nederland;Voedings- en genotmiddelenindustrie;1997;43044.0;34056.0;8988.0;4459.0;166.0;114.0;4477.0;;130.4
73;Nederland;Voedings- en genotmiddelenindustrie;1998;43484.0;34377.0;9107.0;4633.0;167.0;108.0;4415.0;;129.7
74;Nederland;Voedings- en genotmiddelenindustrie;1999;43106.0;33372.0;9734.0;4879.0;184.0;120.0;4791.0;;131.0
75;Nederland;Voedings- en genotmiddelenindustrie;2000;45101.0;35210.0;9891.0;5103.0;199.0;144.0;4733.0;;131.3
76;Nederland;Voedings- en genotmiddelenindustrie;2001;46918.0;36499.0;10419.0;5313.0;222.0;141.0;5025.0;136.6;130.4
77;Nederland;Voedings- en genotmiddelenindustrie;2002;46552.0;35421.0;11131.0;5450.0;221.0;114.0;5574.0;132.6;126.8
78;Nederland;Voedings- en genotmiddelenindustrie;2003;46848.0;35336.0;11512.0;5530.0;222.0;112.0;5872.0;127.9;122.5
79;Nederland;Voedings- en genotmiddelenindustrie;2004;47633.0;36062.0;11571.0;5537.0;221.0;99.0;5912.0;123.2;117.7
80;Nederland;Voedings- en genotmiddelenindustrie;2005;48217.0;36308.0;11909.0;5451.0;147.0;90.0;6401.0;120.1;114.6
81;Nederland;Voedings- en genotmiddelenindustrie;2006;50222.0;38077.0;12145.0;5580.0;142.0;84.0;6507.0;118.7;113.4
82;Nederland;Voedings- en genotmiddelenindustrie;2007;55739.0;42627.0;13112.0;5760.0;266.0;63.0;7149.0;116.9;111.6
83;Nederland;Voedings- en genotmiddelenindustrie;2008;;;;;;;;;
84;Nederland;Textiel- en lederindustrie;1995;4174.0;2870.0;1304.0;831.0;15.0;2.0;460.0;;30.4
85;Nederland;Textiel- en lederindustrie;1996;4047.0;2837.0;1210.0;771.0;13.0;2.0;428.0;;27.5
86;Nederland;Textiel- en lederindustrie;1997;4118.0;2909.0;1209.0;779.0;7.0;3.0;426.0;;27.5
87;Nederland;Textiel- en lederindustrie;1998;4316.0;3004.0;1312.0;794.0;9.0;4.0;513.0;;27.0
88;Nederland;Textiel- en lederindustrie;1999;4294.0;2968.0;1326.0;811.0;13.0;6.0;508.0;;26.3
89;Nederland;Textiel- en lederindustrie;2000;4473.0;3140.0;1333.0;831.0;16.0;6.0;492.0;;25.1
90;Nederland;Textiel- en lederindustrie;2001;4322.0;3062.0;1260.0;827.0;19.0;7.0;421.0;26.9;24.1
91;Nederland;Textiel- en lederindustrie;2002;4196.0;2948.0;1248.0;811.0;18.0;3.0;422.0;24.9;22.2
92;Nederland;Textiel- en lederindustrie;2003;4045.0;2798.0;1247.0;780.0;14.0;2.0;455.0;23.0;20.1
93;Nederland;Textiel- en lederindustrie;2004;3781.0;2689.0;1092.0;719.0;16.0;3.0;360.0;20.7;17.8
94;Nederland;Textiel- en lederindustrie;2005;3768.0;2671.0;1097.0;671.0;19.0;2.0;409.0;19.3;16.4
95;Nederland;Textiel- en lederindustrie;2006;3849.0;2729.0;1120.0;671.0;14.0;1.0;436.0;18.8;16.2
96;Nederland;Textiel- en lederindustrie;2007;4072.0;2864.0;1208.0;692.0;18.0;2.0;500.0;18.5;15.9
97;Nederland;Textiel- en lederindustrie;2008;;;;;;;;;
98;Nederland;Papierindustrie;1995;4594.0;3304.0;1290.0;893.0;26.0;0.0;371.0;;26.3
99;Nederland;Papierindustrie;1996;4408.0;3101.0;1307.0;923.0;22.0;0.0;362.0;;26.2
100;Nederland;Papierindustrie;1997;4666.0;3320.0;1346.0;922.0;9.0;4.0;419.0;;25.4
101;Nederland;Papierindustrie;1998;4777.0;3393.0;1384.0;970.0;11.0;4.0;407.0;;25.9
102;Nederland;Papierindustrie;1999;4899.0;3464.0;1435.0;1000.0;17.0;2.0;420.0;;25.7
103;Nederland;Papierindustrie;2000;5529.0;3978.0;1551.0;1027.0;17.0;3.0;510.0;;25.3
104;Nederland;Papierindustrie;2001;5550.0;3910.0;1640.0;1061.0;20.0;3.0;562.0;25.2;25.1
105;Nederland;Papierindustrie;2002;5505.0;3805.0;1700.0;1074.0;21.0;3.0;608.0;24.4;24.3
106;Nederland;Papierindustrie;2003;5446.0;3801.0;1645.0;1076.0;18.0;3.0;554.0;23.8;23.7
107;Nederland;Papierindustrie;2004;5579.0;3915.0;1664.0;1086.0;14.0;2.0;566.0;22.8;22.7
108;Nederland;Papierindustrie;2005;5600.0;4007.0;1593.0;1064.0;15.0;4.0;518.0;22.0;21.9
109;Nederland;Papierindustrie;2006;5903.0;4270.0;1633.0;1067.0;14.0;2.0;554.0;21.6;21.5
110;Nederland;Papierindustrie;2007;6090.0;4380.0;1710.0;1056.0;16.0;2.0;640.0;20.9;20.8
111;Nederland;Papierindustrie;2008;;;;;;;;;
112;Nederland;Uitgeverijen en drukkerijen;1995;10513.0;5813.0;4700.0;2817.0;10.0;0.0;1873.0;;89.6
113;Nederland;Uitgeverijen en drukkerijen;1996;11002.0;6125.0;4877.0;2883.0;9.0;4.0;1989.0;;88.0
114;Nederland;Uitgeverijen en drukkerijen;1997;11302.0;6269.0;5033.0;2962.0;12.0;7.0;2066.0;;86.7
115;Nederland;Uitgeverijen en drukkerijen;1998;12007.0;6744.0;5263.0;3122.0;10.0;10.0;2141.0;;87.0
116;Nederland;Uitgeverijen en drukkerijen;1999;12615.0;7012.0;5603.0;3264.0;10.0;10.0;2339.0;;89.0
117;Nederland;Uitgeverijen en drukkerijen;2000;13188.0;7429.0;5759.0;3397.0;15.0;13.0;2360.0;;87.6
118;Nederland;Uitgeverijen en drukkerijen;2001;13453.0;7663.0;5790.0;3450.0;16.0;16.0;2340.0;91.1;85.2
119;Nederland;Uitgeverijen en drukkerijen;2002;13165.0;7378.0;5787.0;3440.0;16.0;15.0;2346.0;86.1;81.0
120;Nederland;Uitgeverijen en drukkerijen;2003;12720.0;7141.0;5579.0;3397.0;13.0;6.0;2175.0;83.3;76.7
121;Nederland;Uitgeverijen en drukkerijen;2004;12674.0;7027.0;5647.0;3334.0;13.0;4.0;2304.0;79.7;72.4
122;Nederland;Uitgeverijen en drukkerijen;2005;12939.0;7218.0;5721.0;3302.0;13.0;5.0;2411.0;77.7;70.3
123;Nederland;Uitgeverijen en drukkerijen;2006;13140.0;7356.0;5784.0;3365.0;8.0;2.0;2413.0;77.3;70.1
124;Nederland;Uitgeverijen en drukkerijen;2007;13838.0;7794.0;6044.0;3465.0;10.0;2.0;2571.0;77.4;70.2
125;Nederland;Uitgeverijen en drukkerijen;2008;;;;;;;;;
126;Nederland;Aardolie-industrie;1995;8336.0;7499.0;837.0;375.0;105.0;2.0;359.0;;6.7
127;Nederland;Aardolie-industrie;1996;10066.0;9146.0;920.0;396.0;98.0;4.0;430.0;;7.0
128;Nederland;Aardolie-industrie;1997;10447.0;9622.0;825.0;397.0;101.0;8.0;335.0;;6.8
129;Nederland;Aardolie-industrie;1998;8590.0;7192.0;1398.0;405.0;99.0;12.0;906.0;;6.7
130;Nederland;Aardolie-industrie;1999;10151.0;9320.0;831.0;378.0;88.0;15.0;380.0;;6.3
131;Nederland;Aardolie-industrie;2000;17742.0;16314.0;1428.0;382.0;104.0;14.0;956.0;;6.0
132;Nederland;Aardolie-industrie;2001;16624.0;14757.0;1867.0;409.0;121.0;18.0;1355.0;6.0;6.0
133;Nederland;Aardolie-industrie;2002;15108.0;13431.0;1677.0;436.0;123.0;20.0;1138.0;6.1;6.1
134;Nederland;Aardolie-industrie;2003;15617.0;13474.0;2143.0;464.0;116.0;5.0;1568.0;6.2;6.2
135;Nederland;Aardolie-industrie;2004;18763.0;16122.0;2641.0;486.0;115.0;7.0;2047.0;6.3;6.3
136;Nederland;Aardolie-industrie;2005;25007.0;21370.0;3637.0;490.0;115.0;4.0;3036.0;6.1;6.1
137;Nederland;Aardolie-industrie;2006;28083.0;25446.0;2637.0;488.0;110.0;3.0;2042.0;6.0;6.0
138;Nederland;Aardolie-industrie;2007;30292.0;27518.0;2774.0;507.0;116.0;3.0;2154.0;6.1;6.1
139;Nederland;Aardolie-industrie;2008;;;;;;;;;
140;Nederland;Chemische industrie;1995;25545.0;17416.0;8129.0;3157.0;87.0;12.0;4897.0;;72.8
141;Nederland;Chemische industrie;1996;26022.0;18202.0;7820.0;3192.0;83.0;20.0;4565.0;;71.3
142;Nederland;Chemische industrie;1997;28312.0;20134.0;8178.0;3269.0;59.0;30.0;4880.0;;71.4
143;Nederland;Chemische industrie;1998;27428.0;19531.0;7897.0;3306.0;59.0;44.0;4576.0;;70.8
144;Nederland;Chemische industrie;1999;28495.0;20611.0;7884.0;3314.0;63.0;45.0;4552.0;;68.8
145;Nederland;Chemische industrie;2000;34944.0;26526.0;8418.0;3459.0;72.0;56.0;4943.0;;68.6
146;Nederland;Chemische industrie;2001;35556.0;26714.0;8842.0;3660.0;77.0;63.0;5168.0;69.2;69.1
147;Nederland;Chemische industrie;2002;36007.0;26374.0;9633.0;3957.0;96.0;52.0;5632.0;69.9;69.7
148;Nederland;Chemische industrie;2003;36694.0;27042.0;9652.0;4082.0;85.0;33.0;5518.0;68.0;67.8
149;Nederland;Chemische industrie;2004;41220.0;30801.0;10419.0;4103.0;83.0;33.0;6266.0;65.6;65.4
150;Nederland;Chemische industrie;2005;45189.0;34650.0;10539.0;4066.0;95.0;22.0;6400.0;64.3;64.1
151;Nederland;Chemische industrie;2006;49732.0;38558.0;11174.0;4206.0;90.0;18.0;6896.0;64.0;63.8
152;Nederland;Chemische industrie;2007;52595.0;40924.0;11671.0;4295.0;78.0;16.0;7314.0;62.9;62.7
153;Nederland;Chemische industrie;2008;;;;;;;;;
154;Nederland;Rubber- en kunststofindustrie;1995;4559.0;2979.0;1580.0;985.0;7.0;1.0;589.0;;30.2
155;Nederland;Rubber- en kunststofindustrie;1996;4531.0;2890.0;1641.0;1003.0;6.0;1.0;633.0;;30.1
156;Nederland;Rubber- en kunststofindustrie;1997;4868.0;3198.0;1670.0;1058.0;5.0;5.0;612.0;;31.3
157;Nederland;Rubber- en kunststofindustrie;1998;5193.0;3383.0;1810.0;1124.0;5.0;13.0;694.0;;31.9
158;Nederland;Rubber- en kunststofindustrie;1999;5355.0;3462.0;1893.0;1185.0;5.0;16.0;719.0;;32.9
159;Nederland;Rubber- en kunststofindustrie;2000;5706.0;3864.0;1842.0;1267.0;5.0;16.0;586.0;;34.0
160;Nederland;Rubber- en kunststofindustrie;2001;5823.0;3952.0;1871.0;1310.0;7.0;20.0;574.0;34.5;34.2
161;Nederland;Rubber- en kunststofindustrie;2002;5984.0;4023.0;1961.0;1372.0;10.0;21.0;600.0;33.9;33.7
162;Nederland;Rubber- en kunststofindustrie;2003;6019.0;4051.0;1968.0;1374.0;9.0;10.0;595.0;32.7;32.1
163;Nederland;Rubber- en kunststofindustrie;2004;6103.0;4205.0;1898.0;1392.0;8.0;10.0;508.0;32.4;31.9
164;Nederland;Rubber- en kunststofindustrie;2005;6532.0;4598.0;1934.0;1393.0;12.0;7.0;536.0;31.9;31.4
165;Nederland;Rubber- en kunststofindustrie;2006;6972.0;4985.0;1987.0;1440.0;11.0;7.0;543.0;31.4;31.1
166;Nederland;Rubber- en kunststofindustrie;2007;7387.0;5302.0;2085.0;1495.0;10.0;7.0;587.0;31.9;31.5
167;Nederland;Rubber- en kunststofindustrie;2008;;;;;;;;;
168;Nederland;Basismetaalindustrie;1995;5187.0;3387.0;1800.0;918.0;14.0;4.0;872.0;;26.1
169;Nederland;Basismetaalindustrie;1996;4814.0;3258.0;1556.0;904.0;14.0;4.0;642.0;;25.4
170;Nederland;Basismetaalindustrie;1997;5436.0;3759.0;1677.0;951.0;8.0;4.0;722.0;;25.6
171;Nederland;Basismetaalindustrie;1998;5713.0;3994.0;1719.0;989.0;6.0;10.0;734.0;;25.6
172;Nederland;Basismetaalindustrie;1999;5284.0;3826.0;1458.0;992.0;12.0;10.0;464.0;;25.2
173;Nederland;Basismetaalindustrie;2000;6289.0;4286.0;2003.0;1059.0;14.0;11.0;941.0;;24.6
174;Nederland;Basismetaalindustrie;2001;5878.0;4284.0;1594.0;1101.0;15.0;12.0;490.0;24.2;24.2
175;Nederland;Basismetaalindustrie;2002;5671.0;4094.0;1577.0;1107.0;14.0;13.0;469.0;23.2;23.2
176;Nederland;Basismetaalindustrie;2003;5782.0;4017.0;1765.0;1085.0;9.0;3.0;674.0;21.7;21.7
177;Nederland;Basismetaalindustrie;2004;7042.0;4736.0;2306.0;1129.0;11.0;1.0;1167.0;21.4;21.4
178;Nederland;Basismetaalindustrie;2005;7531.0;5043.0;2488.0;1169.0;15.0;0.0;1304.0;21.2;21.2
179;Nederland;Basismetaalindustrie;2006;8576.0;5995.0;2581.0;1182.0;14.0;4.0;1389.0;20.8;20.8
180;Nederland;Basismetaalindustrie;2007;9298.0;6605.0;2693.0;1298.0;11.0;5.0;1389.0;20.9;20.9
181;Nederland;Basismetaalindustrie;2008;;;;;;;;;
182;Nederland;Metaalproductenindustrie;1995;10753.0;6904.0;3849.0;2664.0;17.0;4.0;1172.0;;89.2
183;Nederland;Metaalproductenindustrie;1996;11376.0;7302.0;4074.0;2755.0;14.0;15.0;1320.0;;91.9
184;Nederland;Metaalproductenindustrie;1997;12028.0;7907.0;4121.0;2859.0;12.0;30.0;1280.0;;92.4
185;Nederland;Metaalproductenindustrie;1998;12936.0;8559.0;4377.0;3011.0;13.0;49.0;1402.0;;92.4
186;Nederland;Metaalproductenindustrie;1999;13241.0;8630.0;4611.0;3165.0;17.0;59.0;1488.0;;93.4
187;Nederland;Metaalproductenindustrie;2000;14147.0;9399.0;4748.0;3367.0;18.0;73.0;1436.0;;94.3
188;Nederland;Metaalproductenindustrie;2001;14296.0;9399.0;4897.0;3528.0;25.0;89.0;1433.0;100.7;95.5
189;Nederland;Metaalproductenindustrie;2002;14022.0;9264.0;4758.0;3675.0;27.0;100.0;1156.0;100.1;94.7
190;Nederland;Metaalproductenindustrie;2003;13706.0;9043.0;4663.0;3658.0;25.0;34.0;1014.0;96.7;91.7
191;Nederland;Metaalproductenindustrie;2004;14478.0;9709.0;4769.0;3659.0;22.0;39.0;1127.0;92.9;87.8
192;Nederland;Metaalproductenindustrie;2005;15612.0;10433.0;5179.0;3639.0;23.0;25.0;1542.0;91.5;86.2
193;Nederland;Metaalproductenindustrie;2006;16784.0;11412.0;5372.0;3730.0;20.0;22.0;1644.0;91.4;85.8
194;Nederland;Metaalproductenindustrie;2007;19183.0;13136.0;6047.0;3935.0;25.0;21.0;2108.0;93.5;87.8
195;Nederland;Metaalproductenindustrie;2008;;;;;;;;;
196;Nederland;Machine-industrie;1995;10472.0;6841.0;3631.0;2733.0;12.0;13.0;899.0;;77.0
197;Nederland;Machine-industrie;1996;11633.0;7812.0;3821.0;2844.0;8.0;24.0;993.0;;78.8
198;Nederland;Machine-industrie;1997;12758.0;8623.0;4135.0;2965.0;7.0;37.0;1200.0;;81.5
199;Nederland;Machine-industrie;1998;13477.0;9188.0;4289.0;3210.0;10.0;83.0;1152.0;;85.1
200;Nederland;Machine-industrie;1999;13734.0;9488.0;4246.0;3357.0;15.0;87.0;961.0;;86.3
201;Nederland;Machine-industrie;2000;15823.0;10867.0;4956.0;3506.0;18.0;89.0;1521.0;;85.8
202;Nederland;Machine-industrie;2001;16191.0;11257.0;4934.0;3706.0;22.0;110.0;1316.0;90.2;87.7
203;Nederland;Machine-industrie;2002;16167.0;11130.0;5037.0;3759.0;24.0;109.0;1363.0;87.0;84.8
204;Nederland;Machine-industrie;2003;15867.0;10662.0;5205.0;3798.0;14.0;67.0;1460.0;84.6;82.3
205;Nederland;Machine-industrie;2004;17168.0;11571.0;5597.0;3889.0;15.0;73.0;1766.0;83.6;81.2
206;Nederland;Machine-industrie;2005;17965.0;12073.0;5892.0;3921.0;16.0;55.0;2010.0;83.3;80.9
207;Nederland;Machine-industrie;2006;20045.0;13445.0;6600.0;4083.0;16.0;40.0;2541.0;84.2;81.7
208;Nederland;Machine-industrie;2007;22353.0;15023.0;7330.0;4369.0;18.0;38.0;2981.0;86.9;84.3
209;Nederland;Machine-industrie;2008;;;;;;;;;
210;Nederland;Elektrotechnische industrie;1995;15113.0;11010.0;4103.0;3297.0;10.0;11.0;807.0;;94.3
211;Nederland;Elektrotechnische industrie;1996;15907.0;11845.0;4062.0;3420.0;15.0;21.0;648.0;;94.3
212;Nederland;Elektrotechnische industrie;1997;17590.0;13577.0;4013.0;3508.0;18.0;33.0;520.0;;96.6
213;Nederland;Elektrotechnische industrie;1998;18072.0;13840.0;4232.0;3530.0;17.0;51.0;736.0;;93.8
214;Nederland;Elektrotechnische industrie;1999;19204.0;14615.0;4589.0;3668.0;31.0;45.0;935.0;;92.5
215;Nederland;Elektrotechnische industrie;2000;21385.0;15724.0;5661.0;3874.0;35.0;49.0;1801.0;;92.0
216;Nederland;Elektrotechnische industrie;2001;20568.0;15899.0;4669.0;4069.0;36.0;58.0;622.0;95.3;92.5
217;Nederland;Elektrotechnische industrie;2002;18241.0;14444.0;3797.0;4139.0;38.0;65.0;-315.0;91.7;89.2
218;Nederland;Elektrotechnische industrie;2003;18108.0;14217.0;3891.0;3990.0;41.0;46.0;-94.0;84.9;82.5
219;Nederland;Elektrotechnische industrie;2004;18595.0;14726.0;3869.0;4051.0;28.0;50.0;-160.0;81.7;79.2
220;Nederland;Elektrotechnische industrie;2005;19049.0;15050.0;3999.0;3948.0;28.0;40.0;63.0;78.8;76.4
221;Nederland;Elektrotechnische industrie;2006;19875.0;16007.0;3868.0;4047.0;26.0;29.0;-176.0;79.0;76.4
222;Nederland;Elektrotechnische industrie;2007;19985.0;15920.0;4065.0;4131.0;27.0;27.0;-66.0;78.7;76.2
223;Nederland;Elektrotechnische industrie;2008;;;;;;;;;
224;Nederland;Transportmiddelenindustrie;1995;10078.0;7821.0;2257.0;1684.0;5.0;18.0;586.0;;53.1
225;Nederland;Transportmiddelenindustrie;1996;10037.0;7950.0;2087.0;1630.0;6.0;37.0;488.0;;49.9
226;Nederland;Transportmiddelenindustrie;1997;10978.0;8539.0;2439.0;1676.0;8.0;69.0;824.0;;50.4
227;Nederland;Transportmiddelenindustrie;1998;12976.0;9978.0;2998.0;1848.0;7.0;115.0;1258.0;;52.5
