ID;Geslacht;Leeftijd;Migratieachtergrond;Marges;RegioS;Perioden;PersonenMetEenWerkloosheidsuitkering_1
113;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2022 juni;139780.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2022 juli;141220.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2022 augustus;144100.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2022 september;140960.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2022 oktober;142710.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2022 november;134660.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2022 december;124160.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2023 januari;129440.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2023 februari;132130.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2023 maart;131050.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2023 april;134550.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2023 mei;138190.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Nederland;2023 juni;141100.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 januari;12560.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 februari;12850.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 maart;12760.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 april;12340.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 mei;12650.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 juni;12610.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 juli;13060.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 augustus;12660.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 september;12730.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 oktober;13140.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 november;13300.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2013 december;14170.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 januari;14080.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 februari;14340.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 maart;13580.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 april;13490.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 mei;13700.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 juni;13780.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 juli;13740.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 augustus;13770.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 september;13690.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 oktober;13770.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 november;13670.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2014 december;13800.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 januari;13650.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 februari;13730.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 maart;13530.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 april;13550.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 mei;13390.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 juni;13370.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 juli;13300.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 augustus;13260.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 september;13270.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 oktober;13300.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 november;13340.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2015 december;13450.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 januari;13420.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 februari;13570.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 maart;13420.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 april;13580.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 mei;13320.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 juni;13470.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 juli;13190.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 augustus;13300.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 september;13050.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 oktober;13120.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 november;12900.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2016 december;12930.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 januari;12700.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 februari;12680.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 maart;12370.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 april;12320.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 mei;11930.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 juni;11890.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 juli;11450.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 augustus;11430.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 september;10980.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 oktober;10960.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 november;10520.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2017 december;10510.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 januari;10080.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 februari;10040.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 maart;9610.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 april;9550.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 mei;9130.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 juni;9090.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 juli;8710.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 augustus;8720.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 september;8380.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 oktober;8440.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 november;8150.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2018 december;8240.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 januari;7950.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 februari;8000.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 maart;7700.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 april;7700.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 mei;7430.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 juni;7420.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 juli;7260.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 augustus;7280.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 september;7260.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 oktober;7350.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 november;7490.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2019 december;7640.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 januari;7880.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 februari;8050.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 maart;8290.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 april;8450.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 mei;8580.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 juni;8670.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 juli;8650.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 augustus;8670.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 september;8480.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 oktober;8440.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 november;8120.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2020 december;8040.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 januari;7640.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 februari;7510.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 maart;7060.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 april;6910.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 mei;6480.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 juni;6320.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 juli;5980.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 augustus;5830.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 september;5570.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 oktober;5740.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 november;5290.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2021 december;4780.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 januari;4850.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 februari;4760.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 maart;4650.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 april;4600.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 mei;4630.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 juni;4770.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 juli;4720.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 augustus;4930.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 september;4880.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 oktober;4970.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 november;4750.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2022 december;4290.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2023 januari;4390.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2023 februari;4490.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2023 maart;4490.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2023 april;4510.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2023 mei;4640.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Groningen (PV);2023 juni;4750.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 januari;15950.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 februari;16340.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 maart;16160.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 april;15780.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 mei;15910.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 juni;16060.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 juli;16640.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 augustus;15950.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 september;16070.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 oktober;16480.0
262;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 november;16850.0
263;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2013 december;18350.0
264;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 januari;18040.0
265;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 februari;17930.0
266;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 maart;16710.0
267;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 april;16380.0
268;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 mei;16380.0
269;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 juni;16400.0
270;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 juli;16590.0
271;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 augustus;16520.0
272;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 september;16470.0
273;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 oktober;16500.0
274;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 november;16450.0
275;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2014 december;16570.0
276;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2015 januari;16450.0
277;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2015 februari;16480.0
278;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2015 maart;16280.0
279;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2015 april;16220.0
280;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2015 mei;16080.0
281;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2015 juni;15970.0
282;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2015 juli;15970.0
283;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2015 augustus;15840.0
284;Totaal mannen en vrouwen;Totaal;Totaal;Waarde;Fryslân (PV);2015 september;15930.0
