ID;EconomicSectorsSIC2008;Regions;Periods;GDPVolumeChanges_1;GrossValueAddedVolumeChanges_2
5520;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2000;;-8.0
5521;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2001;;2.8
5522;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2002;;1.2
5523;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2003;;-1.2
5524;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2004;;9.4
5525;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2005;;-22.5
5526;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2006;;-2.8
5527;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2007;;-3.5
5528;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2008;;11.1
5529;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2009;;-9.0
5530;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2010;;17.0
5531;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2011;;-10.0
5532;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2012;;-2.9
5533;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2013;;8.0
5534;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2014;;-17.3
5535;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2015;;-20.5
5536;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2016;;-18.6
5537;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2017;;-47.3
5538;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2018;;-12.1
5539;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2019;;-20.9
5540;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2020;;10.7
5541;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2021;;-50.3
5542;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2022;;
5543;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2023;;
5544;B Mining and quarrying;Delft en Westland (CR);1996;;14.9
5545;B Mining and quarrying;Delft en Westland (CR);1997;;-14.1
5546;B Mining and quarrying;Delft en Westland (CR);1998;;-5.5
5547;B Mining and quarrying;Delft en Westland (CR);1999;;-5.9
5548;B Mining and quarrying;Delft en Westland (CR);2000;;-10.3
5549;B Mining and quarrying;Delft en Westland (CR);2001;;2.4
5550;B Mining and quarrying;Delft en Westland (CR);2002;;1.4
5551;B Mining and quarrying;Delft en Westland (CR);2003;;-1.5
5552;B Mining and quarrying;Delft en Westland (CR);2004;;10.3
5553;B Mining and quarrying;Delft en Westland (CR);2005;;-30.5
5554;B Mining and quarrying;Delft en Westland (CR);2006;;-3.8
5555;B Mining and quarrying;Delft en Westland (CR);2007;;-4.0
5556;B Mining and quarrying;Delft en Westland (CR);2008;;12.2
5557;B Mining and quarrying;Delft en Westland (CR);2009;;-9.5
5558;B Mining and quarrying;Delft en Westland (CR);2010;;19.2
5559;B Mining and quarrying;Delft en Westland (CR);2011;;-12.8
5560;B Mining and quarrying;Delft en Westland (CR);2012;;-4.8
5561;B Mining and quarrying;Delft en Westland (CR);2013;;7.8
5562;B Mining and quarrying;Delft en Westland (CR);2014;;-22.1
5563;B Mining and quarrying;Delft en Westland (CR);2015;;-29.7
5564;B Mining and quarrying;Delft en Westland (CR);2016;;8.4
5565;B Mining and quarrying;Delft en Westland (CR);2017;;-16.3
5566;B Mining and quarrying;Delft en Westland (CR);2018;;88.3
5567;B Mining and quarrying;Delft en Westland (CR);2019;;161.6
5568;B Mining and quarrying;Delft en Westland (CR);2020;;-4.7
5569;B Mining and quarrying;Delft en Westland (CR);2021;;-19.9
5570;B Mining and quarrying;Delft en Westland (CR);2022;;
5571;B Mining and quarrying;Delft en Westland (CR);2023;;
5572;B Mining and quarrying;Oost-Zuid-Holland (CR);1996;;14.4
5573;B Mining and quarrying;Oost-Zuid-Holland (CR);1997;;-12.9
5574;B Mining and quarrying;Oost-Zuid-Holland (CR);1998;;-4.9
5575;B Mining and quarrying;Oost-Zuid-Holland (CR);1999;;-5.7
5576;B Mining and quarrying;Oost-Zuid-Holland (CR);2000;;-8.8
5577;B Mining and quarrying;Oost-Zuid-Holland (CR);2001;;2.6
5578;B Mining and quarrying;Oost-Zuid-Holland (CR);2002;;1.3
5579;B Mining and quarrying;Oost-Zuid-Holland (CR);2003;;-1.4
5580;B Mining and quarrying;Oost-Zuid-Holland (CR);2004;;9.7
5581;B Mining and quarrying;Oost-Zuid-Holland (CR);2005;;-25.6
5582;B Mining and quarrying;Oost-Zuid-Holland (CR);2006;;-3.2
5583;B Mining and quarrying;Oost-Zuid-Holland (CR);2007;;-3.7
5584;B Mining and quarrying;Oost-Zuid-Holland (CR);2008;;11.5
5585;B Mining and quarrying;Oost-Zuid-Holland (CR);2009;;-9.2
5586;B Mining and quarrying;Oost-Zuid-Holland (CR);2010;;17.8
5587;B Mining and quarrying;Oost-Zuid-Holland (CR);2011;;-11.1
5588;B Mining and quarrying;Oost-Zuid-Holland (CR);2012;;-3.6
5589;B Mining and quarrying;Oost-Zuid-Holland (CR);2013;;7.9
5590;B Mining and quarrying;Oost-Zuid-Holland (CR);2014;;-19.2
5591;B Mining and quarrying;Oost-Zuid-Holland (CR);2015;;-23.8
5592;B Mining and quarrying;Oost-Zuid-Holland (CR);2016;;-5.3
5593;B Mining and quarrying;Oost-Zuid-Holland (CR);2017;;-56.5
5594;B Mining and quarrying;Oost-Zuid-Holland (CR);2018;;47.1
5595;B Mining and quarrying;Oost-Zuid-Holland (CR);2019;;-28.4
5596;B Mining and quarrying;Oost-Zuid-Holland (CR);2020;;-48.8
5597;B Mining and quarrying;Oost-Zuid-Holland (CR);2021;;-58.8
5598;B Mining and quarrying;Oost-Zuid-Holland (CR);2022;;
5599;B Mining and quarrying;Oost-Zuid-Holland (CR);2023;;
5600;B Mining and quarrying;Groot-Rijnmond (CR);1996;;14.0
5601;B Mining and quarrying;Groot-Rijnmond (CR);1997;;-11.6
5602;B Mining and quarrying;Groot-Rijnmond (CR);1998;;-4.2
5603;B Mining and quarrying;Groot-Rijnmond (CR);1999;;-5.4
5604;B Mining and quarrying;Groot-Rijnmond (CR);2000;;-7.5
5605;B Mining and quarrying;Groot-Rijnmond (CR);2001;;2.9
5606;B Mining and quarrying;Groot-Rijnmond (CR);2002;;1.1
5607;B Mining and quarrying;Groot-Rijnmond (CR);2003;;-1.2
5608;B Mining and quarrying;Groot-Rijnmond (CR);2004;;9.2
5609;B Mining and quarrying;Groot-Rijnmond (CR);2005;;-20.7
5610;B Mining and quarrying;Groot-Rijnmond (CR);2006;;-2.6
5611;B Mining and quarrying;Groot-Rijnmond (CR);2007;;-3.4
5612;B Mining and quarrying;Groot-Rijnmond (CR);2008;;10.8
5613;B Mining and quarrying;Groot-Rijnmond (CR);2009;;-8.8
5614;B Mining and quarrying;Groot-Rijnmond (CR);2010;;16.5
5615;B Mining and quarrying;Groot-Rijnmond (CR);2011;;-9.3
5616;B Mining and quarrying;Groot-Rijnmond (CR);2012;;-2.4
5617;B Mining and quarrying;Groot-Rijnmond (CR);2013;;8.0
5618;B Mining and quarrying;Groot-Rijnmond (CR);2014;;-16.3
5619;B Mining and quarrying;Groot-Rijnmond (CR);2015;;-18.7
5620;B Mining and quarrying;Groot-Rijnmond (CR);2016;;-49.3
5621;B Mining and quarrying;Groot-Rijnmond (CR);2017;;-16.0
5622;B Mining and quarrying;Groot-Rijnmond (CR);2018;;-7.0
5623;B Mining and quarrying;Groot-Rijnmond (CR);2019;;-27.1
5624;B Mining and quarrying;Groot-Rijnmond (CR);2020;;-11.4
5625;B Mining and quarrying;Groot-Rijnmond (CR);2021;;-31.8
5626;B Mining and quarrying;Groot-Rijnmond (CR);2022;;
5627;B Mining and quarrying;Groot-Rijnmond (CR);2023;;
5628;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);1996;;14.8
5629;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);1997;;-13.9
5630;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);1998;;-5.4
5631;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);1999;;-5.9
5632;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2000;;-10.0
5633;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2001;;2.4
5634;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2002;;1.4
5635;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2003;;-1.5
5636;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2004;;10.2
5637;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2005;;-29.5
5638;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2006;;-3.7
5639;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2007;;-4.0
5640;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2008;;12.1
5641;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2009;;-9.5
5642;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2010;;18.9
5643;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2011;;-12.5
5644;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2012;;-4.5
5645;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2013;;7.8
5646;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2014;;-21.5
5647;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2015;;-28.4
5648;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2016;;1.8
5649;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2017;;1.3
5650;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2018;;55.1
5651;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2019;;-5.0
5652;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2020;;-13.2
5653;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2021;;9.7
5654;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2022;;
5655;B Mining and quarrying;Zuidoost-Zuid-Holland (CR);2023;;
5656;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);1996;;14.9
5657;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);1997;;-14.2
5658;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);1998;;-5.6
5659;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);1999;;-6.0
5660;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2000;;-10.3
5661;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2001;;2.4
5662;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2002;;1.4
5663;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2003;;-1.5
5664;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2004;;10.3
5665;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2005;;-30.6
5666;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2006;;-3.8
5667;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2007;;-4.0
5668;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2008;;12.3
5669;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2009;;-9.6
5670;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2010;;19.2
5671;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2011;;-12.9
5672;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2012;;-4.8
5673;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2013;;7.8
5674;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2014;;-22.2
5675;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2015;;-29.9
5676;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2016;;159.4
5677;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2017;;11.0
5678;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2018;;-10.7
5679;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2019;;-16.4
5680;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2020;;19.7
5681;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2021;;39.3
5682;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2022;;
5683;B Mining and quarrying;Zeeuwsch-Vlaanderen (CR);2023;;
5684;B Mining and quarrying;Overig Zeeland (CR);1996;;14.9
5685;B Mining and quarrying;Overig Zeeland (CR);1997;;-14.2
5686;B Mining and quarrying;Overig Zeeland (CR);1998;;-5.5
5687;B Mining and quarrying;Overig Zeeland (CR);1999;;-5.9
5688;B Mining and quarrying;Overig Zeeland (CR);2000;;-10.3
5689;B Mining and quarrying;Overig Zeeland (CR);2001;;2.4
5690;B Mining and quarrying;Overig Zeeland (CR);2002;;1.4
5691;B Mining and quarrying;Overig Zeeland (CR);2003;;-1.5
5692;B Mining and quarrying;Overig Zeeland (CR);2004;;10.3
5693;B Mining and quarrying;Overig Zeeland (CR);2005;;-30.6
5694;B Mining and quarrying;Overig Zeeland (CR);2006;;-3.8
5695;B Mining and quarrying;Overig Zeeland (CR);2007;;-4.0
5696;B Mining and quarrying;Overig Zeeland (CR);2008;;12.3
5697;B Mining and quarrying;Overig Zeeland (CR);2009;;-9.6
5698;B Mining and quarrying;Overig Zeeland (CR);2010;;19.2
5699;B Mining and quarrying;Overig Zeeland (CR);2011;;-12.9
5700;B Mining and quarrying;Overig Zeeland (CR);2012;;-4.8
5701;B Mining and quarrying;Overig Zeeland (CR);2013;;7.8
5702;B Mining and quarrying;Overig Zeeland (CR);2014;;-22.2
5703;B Mining and quarrying;Overig Zeeland (CR);2015;;-29.8
5704;B Mining and quarrying;Overig Zeeland (CR);2016;;-11.6
5705;B Mining and quarrying;Overig Zeeland (CR);2017;;9.3
5706;B Mining and quarrying;Overig Zeeland (CR);2018;;5.6
5707;B Mining and quarrying;Overig Zeeland (CR);2019;;6.4
5708;B Mining and quarrying;Overig Zeeland (CR);2020;;8.2
5709;B Mining and quarrying;Overig Zeeland (CR);2021;;30.7
5710;B Mining and quarrying;Overig Zeeland (CR);2022;;
5711;B Mining and quarrying;Overig Zeeland (CR);2023;;
5712;B Mining and quarrying;West-Noord-Brabant (CR);1996;;14.8
5713;B Mining and quarrying;West-Noord-Brabant (CR);1997;;-13.9
5714;B Mining and quarrying;West-Noord-Brabant (CR);1998;;-5.4
5715;B Mining and quarrying;West-Noord-Brabant (CR);1999;;-5.9
5716;B Mining and quarrying;West-Noord-Brabant (CR);2000;;-10.0
5717;B Mining and quarrying;West-Noord-Brabant (CR);2001;;2.4
5718;B Mining and quarrying;West-Noord-Brabant (CR);2002;;1.4
5719;B Mining and quarrying;West-Noord-Brabant (CR);2003;;-1.5
5720;B Mining and quarrying;West-Noord-Brabant (CR);2004;;10.2
5721;B Mining and quarrying;West-Noord-Brabant (CR);2005;;-29.5
5722;B Mining and quarrying;West-Noord-Brabant (CR);2006;;-3.7
5723;B Mining and quarrying;West-Noord-Brabant (CR);2007;;-3.9
5724;B Mining and quarrying;West-Noord-Brabant (CR);2008;;12.1
5725;B Mining and quarrying;West-Noord-Brabant (CR);2009;;-9.5
5726;B Mining and quarrying;West-Noord-Brabant (CR);2010;;18.9
5727;B Mining and quarrying;West-Noord-Brabant (CR);2011;;-12.5
5728;B Mining and quarrying;West-Noord-Brabant (CR);2012;;-4.5
5729;B Mining and quarrying;West-Noord-Brabant (CR);2013;;7.8
5730;B Mining and quarrying;West-Noord-Brabant (CR);2014;;-21.5
5731;B Mining and quarrying;West-Noord-Brabant (CR);2015;;-28.4
5732;B Mining and quarrying;West-Noord-Brabant (CR);2016;;-29.2
5733;B Mining and quarrying;West-Noord-Brabant (CR);2017;;-20.2
5734;B Mining and quarrying;West-Noord-Brabant (CR);2018;;-33.6
5735;B Mining and quarrying;West-Noord-Brabant (CR);2019;;16.2
5736;B Mining and quarrying;West-Noord-Brabant (CR);2020;;-9.0
5737;B Mining and quarrying;West-Noord-Brabant (CR);2021;;5.0
5738;B Mining and quarrying;West-Noord-Brabant (CR);2022;;
5739;B Mining and quarrying;West-Noord-Brabant (CR);2023;;
5740;B Mining and quarrying;Midden-Noord-Brabant (CR);1996;;14.2
5741;B Mining and quarrying;Midden-Noord-Brabant (CR);1997;;-12.2
5742;B Mining and quarrying;Midden-Noord-Brabant (CR);1998;;-4.6
5743;B Mining and quarrying;Midden-Noord-Brabant (CR);1999;;-5.5
5744;B Mining and quarrying;Midden-Noord-Brabant (CR);2000;;-8.2
5745;B Mining and quarrying;Midden-Noord-Brabant (CR);2001;;2.7
5746;B Mining and quarrying;Midden-Noord-Brabant (CR);2002;;1.2
5747;B Mining and quarrying;Midden-Noord-Brabant (CR);2003;;-1.3
5748;B Mining and quarrying;Midden-Noord-Brabant (CR);2004;;9.5
5749;B Mining and quarrying;Midden-Noord-Brabant (CR);2005;;-23.2
5750;B Mining and quarrying;Midden-Noord-Brabant (CR);2006;;-2.9
5751;B Mining and quarrying;Midden-Noord-Brabant (CR);2007;;-3.6
5752;B Mining and quarrying;Midden-Noord-Brabant (CR);2008;;11.2
5753;B Mining and quarrying;Midden-Noord-Brabant (CR);2009;;-9.0
5754;B Mining and quarrying;Midden-Noord-Brabant (CR);2010;;17.2
5755;B Mining and quarrying;Midden-Noord-Brabant (CR);2011;;-10.2
5756;B Mining and quarrying;Midden-Noord-Brabant (CR);2012;;-3.0
5757;B Mining and quarrying;Midden-Noord-Brabant (CR);2013;;8.0
5758;B Mining and quarrying;Midden-Noord-Brabant (CR);2014;;-17.8
5759;B Mining and quarrying;Midden-Noord-Brabant (CR);2015;;-21.3
5760;B Mining and quarrying;Midden-Noord-Brabant (CR);2016;;-11.0
5761;B Mining and quarrying;Midden-Noord-Brabant (CR);2017;;-6.3
5762;B Mining and quarrying;Midden-Noord-Brabant (CR);2018;;-9.4
5763;B Mining and quarrying;Midden-Noord-Brabant (CR);2019;;26.6
5764;B Mining and quarrying;Midden-Noord-Brabant (CR);2020;;4.1
5765;B Mining and quarrying;Midden-Noord-Brabant (CR);2021;;-46.7
5766;B Mining and quarrying;Midden-Noord-Brabant (CR);2022;;
5767;B Mining and quarrying;Midden-Noord-Brabant (CR);2023;;
5768;B Mining and quarrying;Noordoost-Noord-Brabant (CR);1996;;14.9
5769;B Mining and quarrying;Noordoost-Noord-Brabant (CR);1997;;-14.1
5770;B Mining and quarrying;Noordoost-Noord-Brabant (CR);1998;;-5.5
5771;B Mining and quarrying;Noordoost-Noord-Brabant (CR);1999;;-5.9
5772;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2000;;-10.2
5773;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2001;;2.4
5774;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2002;;1.4
5775;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2003;;-1.5
5776;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2004;;10.3
5777;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2005;;-30.3
5778;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2006;;-3.8
5779;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2007;;-4.0
5780;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2008;;12.2
5781;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2009;;-9.5
5782;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2010;;19.1
5783;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2011;;-12.8
5784;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2012;;-4.7
5785;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2013;;7.8
5786;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2014;;-22.0
5787;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2015;;-29.5
5788;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2016;;-25.4
5789;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2017;;-17.8
5790;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2018;;21.1
5791;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2019;;155.5
5792;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2020;;13.3
5793;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2021;;-10.0
5794;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2022;;
5795;B Mining and quarrying;Noordoost-Noord-Brabant (CR);2023;;
5796;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);1996;;14.6
5797;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);1997;;-13.3
5798;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);1998;;-5.1
5799;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);1999;;-5.8
5800;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2000;;-9.3
5801;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2001;;2.5
5802;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2002;;1.3
5803;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2003;;-1.4
5804;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2004;;9.9
5805;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2005;;-27.2
5806;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2006;;-3.4
5807;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2007;;-3.8
5808;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2008;;11.8
5809;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2009;;-9.3
5810;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2010;;18.3
5811;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2011;;-11.7
5812;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2012;;-4.0
5813;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2013;;7.9
5814;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2014;;-20.2
5815;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2015;;-25.7
5816;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2016;;-29.4
5817;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2017;;75.2
5818;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2018;;24.8
5819;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2019;;-0.3
5820;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2020;;-9.0
5821;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2021;;-3.7
5822;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2022;;
5823;B Mining and quarrying;Zuidoost-Noord-Brabant (CR);2023;;
5824;B Mining and quarrying;Noord-Limburg (CR);1996;;14.9
5825;B Mining and quarrying;Noord-Limburg (CR);1997;;-14.2
5826;B Mining and quarrying;Noord-Limburg (CR);1998;;-5.6
5827;B Mining and quarrying;Noord-Limburg (CR);1999;;-6.0
5828;B Mining and quarrying;Noord-Limburg (CR);2000;;-10.4
5829;B Mining and quarrying;Noord-Limburg (CR);2001;;2.3
5830;B Mining and quarrying;Noord-Limburg (CR);2002;;1.4
5831;B Mining and quarrying;Noord-Limburg (CR);2003;;-1.5
5832;B Mining and quarrying;Noord-Limburg (CR);2004;;10.3
5833;B Mining and quarrying;Noord-Limburg (CR);2005;;-30.8
5834;B Mining and quarrying;Noord-Limburg (CR);2006;;-3.8
5835;B Mining and quarrying;Noord-Limburg (CR);2007;;-4.0
5836;B Mining and quarrying;Noord-Limburg (CR);2008;;12.3
5837;B Mining and quarrying;Noord-Limburg (CR);2009;;-9.6
5838;B Mining and quarrying;Noord-Limburg (CR);2010;;19.2
5839;B Mining and quarrying;Noord-Limburg (CR);2011;;-12.9
5840;B Mining and quarrying;Noord-Limburg (CR);2012;;-4.9
5841;B Mining and quarrying;Noord-Limburg (CR);2013;;7.8
5842;B Mining and quarrying;Noord-Limburg (CR);2014;;-22.3
5843;B Mining and quarrying;Noord-Limburg (CR);2015;;-30.1
5844;B Mining and quarrying;Noord-Limburg (CR);2016;;8.5
5845;B Mining and quarrying;Noord-Limburg (CR);2017;;16.9
5846;B Mining and quarrying;Noord-Limburg (CR);2018;;4.5
5847;B Mining and quarrying;Noord-Limburg (CR);2019;;2.5
5848;B Mining and quarrying;Noord-Limburg (CR);2020;;-0.2
5849;B Mining and quarrying;Noord-Limburg (CR);2021;;35.8
5850;B Mining and quarrying;Noord-Limburg (CR);2022;;
5851;B Mining and quarrying;Noord-Limburg (CR);2023;;
5852;B Mining and quarrying;Midden-Limburg (CR);1996;;14.9
5853;B Mining and quarrying;Midden-Limburg (CR);1997;;-14.1
5854;B Mining and quarrying;Midden-Limburg (CR);1998;;-5.5
5855;B Mining and quarrying;Midden-Limburg (CR);1999;;-5.9
5856;B Mining and quarrying;Midden-Limburg (CR);2000;;-10.3
5857;B Mining and quarrying;Midden-Limburg (CR);2001;;2.4
5858;B Mining and quarrying;Midden-Limburg (CR);2002;;1.4
5859;B Mining and quarrying;Midden-Limburg (CR);2003;;-1.5
5860;B Mining and quarrying;Midden-Limburg (CR);2004;;10.3
5861;B Mining and quarrying;Midden-Limburg (CR);2005;;-30.5
5862;B Mining and quarrying;Midden-Limburg (CR);2006;;-3.8
5863;B Mining and quarrying;Midden-Limburg (CR);2007;;-4.0
5864;B Mining and quarrying;Midden-Limburg (CR);2008;;12.2
5865;B Mining and quarrying;Midden-Limburg (CR);2009;;-9.5
5866;B Mining and quarrying;Midden-Limburg (CR);2010;;19.2
5867;B Mining and quarrying;Midden-Limburg (CR);2011;;-12.8
5868;B Mining and quarrying;Midden-Limburg (CR);2012;;-4.8
5869;B Mining and quarrying;Midden-Limburg (CR);2013;;7.8
5870;B Mining and quarrying;Midden-Limburg (CR);2014;;-22.1
5871;B Mining and quarrying;Midden-Limburg (CR);2015;;-29.7
5872;B Mining and quarrying;Midden-Limburg (CR);2016;;-7.4
5873;B Mining and quarrying;Midden-Limburg (CR);2017;;0.8
5874;B Mining and quarrying;Midden-Limburg (CR);2018;;13.6
5875;B Mining and quarrying;Midden-Limburg (CR);2019;;0.3
5876;B Mining and quarrying;Midden-Limburg (CR);2020;;-22.8
5877;B Mining and quarrying;Midden-Limburg (CR);2021;;22.3
5878;B Mining and quarrying;Midden-Limburg (CR);2022;;
5879;B Mining and quarrying;Midden-Limburg (CR);2023;;
5880;B Mining and quarrying;Zuid-Limburg (CR);1996;;14.9
5881;B Mining and quarrying;Zuid-Limburg (CR);1997;;-14.3
5882;B Mining and quarrying;Zuid-Limburg (CR);1998;;-5.6
5883;B Mining and quarrying;Zuid-Limburg (CR);1999;;-6.0
5884;B Mining and quarrying;Zuid-Limburg (CR);2000;;-10.4
5885;B Mining and quarrying;Zuid-Limburg (CR);2001;;2.3
5886;B Mining and quarrying;Zuid-Limburg (CR);2002;;1.4
5887;B Mining and quarrying;Zuid-Limburg (CR);2003;;-1.5
5888;B Mining and quarrying;Zuid-Limburg (CR);2004;;10.3
5889;B Mining and quarrying;Zuid-Limburg (CR);2005;;-30.9
5890;B Mining and quarrying;Zuid-Limburg (CR);2006;;-3.9
5891;B Mining and quarrying;Zuid-Limburg (CR);2007;;-4.0
5892;B Mining and quarrying;Zuid-Limburg (CR);2008;;12.3
5893;B Mining and quarrying;Zuid-Limburg (CR);2009;;-9.6
5894;B Mining and quarrying;Zuid-Limburg (CR);2010;;19.3
5895;B Mining and quarrying;Zuid-Limburg (CR);2011;;-13.0
5896;B Mining and quarrying;Zuid-Limburg (CR);2012;;-4.9
5897;B Mining and quarrying;Zuid-Limburg (CR);2013;;7.8
