ID;BalansstandenEnTransacties;Sectoren;Perioden;TotaalVorderingen_1;TotaalChartaalGeldEnDepositoS_2;ChartaalGeld_3;GiraleDepositoS_4;OverigeDepositoS_5;TotaalSchuldbewijzen_6;KortlopendeSchuldbewijzen_7;LanglopendeSchuldbewijzen_8;FinancieleDerivaten_9;TotaalLeningen_10;KortlopendeLeningen_11;LanglopendeLeningen_12;TotaalAandelenEnOverigeDeelnemingen_13;BeursgenoteerdeAandelen_14;OverigeDeelnemingen_15;AandelenInBeleggingsfondsen_16;HandelskredietenTransitorischePosten_17;TotaalSchulden_18;TotaalDepositoS_19;GiraleDepositoS_20;OverigeDepositoS_21;TotaalSchuldbewijzen_22;KortlopendeSchuldbewijzen_23;LanglopendeSchuldbewijzen_24;TotaalLeningen_25;KortlopendeLeningen_26;LanglopendeLeningen_27;HandelskredietenTransitorischePosten_28;FinancieelVermogen_29
22;Beginbalans;Overheid;2002 4e kwartaal;131734.0;14904.0;67.0;7899.0;6938.0;2930.0;605.0;2325.0;233.0;30479.0;478.0;30001.0;47092.0;8643.0;38404.0;45.0;36096.0;283169.0;2217.0;1352.0;865.0;204789.0;20877.0;183912.0;49549.0;8902.0;40647.0;26614.0;-151435.0
23;Beginbalans;Overheid;2002;137657.0;15132.0;79.0;7140.0;7913.0;3119.0;615.0;2504.0;69.0;31178.0;535.0;30643.0;53768.0;9345.0;44362.0;61.0;34391.0;268815.0;3072.0;1814.0;1258.0;194538.0;5817.0;188721.0;50567.0;8761.0;41806.0;20638.0;-131158.0
24;Beginbalans;Overheid;2003 1e kwartaal;129344.0;13790.0;66.0;6674.0;7050.0;2860.0;604.0;2256.0;293.0;30920.0;465.0;30455.0;46002.0;8085.0;37877.0;40.0;35479.0;282820.0;1833.0;1092.0;741.0;208584.0;16007.0;192577.0;49154.0;9465.0;39689.0;23249.0;-153476.0
25;Beginbalans;Overheid;2003 2e kwartaal;131514.0;16373.0;66.0;7145.0;9162.0;2830.0;629.0;2201.0;371.0;30132.0;454.0;29678.0;44729.0;7876.0;36761.0;92.0;37079.0;289859.0;1880.0;1090.0;790.0;214715.0;25547.0;189168.0;49133.0;9302.0;39831.0;24131.0;-158345.0
26;Beginbalans;Overheid;2003 3e kwartaal;131203.0;15920.0;66.0;7550.0;8304.0;2791.0;646.0;2145.0;485.0;29689.0;498.0;29191.0;46565.0;8134.0;38285.0;146.0;35753.0;294255.0;1934.0;1163.0;771.0;218408.0;26531.0;191877.0;48314.0;9141.0;39173.0;25599.0;-163052.0
27;Beginbalans;Overheid;2003 4e kwartaal;133509.0;16857.0;69.0;8483.0;8305.0;2750.0;662.0;2088.0;394.0;29045.0;540.0;28505.0;46197.0;6087.0;39912.0;198.0;38266.0;298363.0;1924.0;1073.0;851.0;221193.0;24956.0;196237.0;45474.0;7800.0;37674.0;29772.0;-164854.0
28;Beginbalans;Overheid;2003;129344.0;13790.0;66.0;6674.0;7050.0;2860.0;604.0;2256.0;293.0;30920.0;465.0;30455.0;46002.0;8085.0;37877.0;40.0;35479.0;282820.0;1833.0;1092.0;741.0;208584.0;16007.0;192577.0;49154.0;9465.0;39689.0;23249.0;-153476.0
29;Beginbalans;Overheid;2004 1e kwartaal;131943.0;15380.0;73.0;7425.0;7882.0;2711.0;678.0;2033.0;338.0;28295.0;472.0;27823.0;45961.0;6989.0;38722.0;250.0;39258.0;295083.0;1920.0;1103.0;817.0;219604.0;20239.0;199365.0;46275.0;7564.0;38711.0;27284.0;-163140.0
30;Beginbalans;Overheid;2004 2e kwartaal;135227.0;16172.0;71.0;8237.0;7864.0;2669.0;663.0;2006.0;479.0;28454.0;827.0;27627.0;47647.0;7703.0;39548.0;396.0;39806.0;302140.0;1817.0;993.0;824.0;227036.0;25741.0;201295.0;46410.0;7056.0;39354.0;26877.0;-166913.0
31;Beginbalans;Overheid;2004 3e kwartaal;140733.0;17134.0;69.0;7585.0;9480.0;2625.0;646.0;1979.0;349.0;28264.0;686.0;27578.0;49467.0;9033.0;39896.0;538.0;42894.0;306791.0;1731.0;895.0;836.0;230178.0;25661.0;204517.0;45633.0;5504.0;40129.0;29249.0;-166058.0
32;Beginbalans;Overheid;2004 4e kwartaal;139189.0;19300.0;66.0;9880.0;9354.0;2581.0;630.0;1951.0;474.0;28080.0;772.0;27308.0;50697.0;9608.0;40408.0;681.0;38057.0;306957.0;1531.0;720.0;811.0;233645.0;25489.0;208156.0;44948.0;5014.0;39934.0;26833.0;-167768.0
33;Beginbalans;Overheid;2004;131943.0;15380.0;73.0;7425.0;7882.0;2711.0;678.0;2033.0;338.0;28295.0;472.0;27823.0;45961.0;6989.0;38722.0;250.0;39258.0;295083.0;1920.0;1103.0;817.0;219604.0;20239.0;199365.0;46275.0;7564.0;38711.0;27284.0;-163140.0
34;Beginbalans;Overheid;2005 1e kwartaal;132755.0;15650.0;63.0;6736.0;8851.0;2537.0;613.0;1924.0;619.0;27723.0;508.0;27215.0;47769.0;6375.0;40570.0;824.0;38457.0;305137.0;1265.0;472.0;793.0;234188.0;17674.0;216514.0;44692.0;5413.0;39279.0;24992.0;-172382.0
35;Beginbalans;Overheid;2005 2e kwartaal;135498.0;15600.0;64.0;6717.0;8819.0;2494.0;621.0;1873.0;673.0;30995.0;661.0;30334.0;47674.0;5263.0;41266.0;1145.0;38062.0;306772.0;3695.0;592.0;3103.0;230884.0;19828.0;211056.0;44889.0;5183.0;39706.0;27304.0;-171274.0
36;Beginbalans;Overheid;2005 3e kwartaal;150589.0;26611.0;63.0;7902.0;18646.0;2437.0;628.0;1809.0;801.0;35296.0;834.0;34462.0;49308.0;5350.0;42494.0;1464.0;36136.0;324967.0;4543.0;687.0;3856.0;251963.0;17259.0;234704.0;44336.0;5062.0;39274.0;24125.0;-174378.0
37;Beginbalans;Overheid;2005 4e kwartaal;146704.0;20008.0;62.0;7157.0;12789.0;2531.0;636.0;1895.0;844.0;32906.0;806.0;32100.0;55585.0;4828.0;49138.0;1619.0;34830.0;316918.0;3357.0;751.0;2606.0;242526.0;21127.0;221399.0;44164.0;4333.0;39831.0;26871.0;-170214.0
38;Beginbalans;Overheid;2005;132755.0;15650.0;63.0;6736.0;8851.0;2537.0;613.0;1924.0;619.0;27723.0;508.0;27215.0;47769.0;6375.0;40570.0;824.0;38457.0;305137.0;1265.0;472.0;793.0;234188.0;17674.0;216514.0;44692.0;5413.0;39279.0;24992.0;-172382.0
39;Beginbalans;Overheid;2006 1e kwartaal;148329.0;20824.0;61.0;6817.0;13946.0;2575.0;645.0;1930.0;803.0;30228.0;668.0;29560.0;56752.0;4146.0;50787.0;1819.0;37147.0;312763.0;3021.0;827.0;2194.0;239537.0;17929.0;221608.0;45467.0;4544.0;40923.0;24738.0;-164434.0
40;Beginbalans;Overheid;2006 2e kwartaal;143313.0;17703.0;64.0;5718.0;11921.0;2386.0;641.0;1745.0;693.0;30290.0;895.0;29395.0;55842.0;3261.0;51365.0;1216.0;36399.0;306769.0;2871.0;791.0;2080.0;231828.0;22294.0;209534.0;47363.0;5864.0;41499.0;24707.0;-163456.0
41;Beginbalans;Overheid;2006 3e kwartaal;144659.0;20022.0;66.0;7190.0;12766.0;2382.0;637.0;1745.0;517.0;29847.0;811.0;29036.0;56450.0;3199.0;51858.0;1393.0;35441.0;304690.0;2711.0;1280.0;1431.0;231924.0;20635.0;211289.0;46114.0;4987.0;41127.0;23941.0;-160031.0
42;Beginbalans;Overheid;2006 4e kwartaal;137909.0;17819.0;68.0;6947.0;10804.0;2379.0;634.0;1745.0;452.0;28652.0;665.0;27987.0;55858.0;1850.0;52434.0;1574.0;32749.0;301371.0;2609.0;1017.0;1592.0;230746.0;25193.0;205553.0;44812.0;4187.0;40625.0;23204.0;-163462.0
43;Beginbalans;Overheid;2006;148329.0;20824.0;61.0;6817.0;13946.0;2575.0;645.0;1930.0;803.0;30228.0;668.0;29560.0;56752.0;4146.0;50787.0;1819.0;37147.0;312763.0;3021.0;827.0;2194.0;239537.0;17929.0;221608.0;45467.0;4544.0;40923.0;24738.0;-164434.0
44;Beginbalans;Overheid;2007 1e kwartaal;137936.0;14436.0;70.0;6986.0;7380.0;2375.0;631.0;1744.0;315.0;29605.0;558.0;29047.0;53572.0;77.0;51740.0;1755.0;37633.0;296797.0;2672.0;1229.0;1443.0;221132.0;13818.0;207314.0;45197.0;3891.0;41306.0;27796.0;-158861.0
45;Beginbalans;Overheid;2007 2e kwartaal;140986.0;15581.0;72.0;7745.0;7764.0;2475.0;736.0;1739.0;-826.0;29515.0;585.0;28930.0;55668.0;82.0;53741.0;1845.0;38573.0;295860.0;2530.0;1091.0;1439.0;222372.0;27501.0;194871.0;46329.0;5008.0;41321.0;24629.0;-154874.0
46;Beginbalans;Overheid;2007 3e kwartaal;146209.0;24048.0;73.0;9582.0;14393.0;2576.0;842.0;1734.0;-921.0;30699.0;843.0;29856.0;55039.0;87.0;53018.0;1934.0;34768.0;299941.0;2433.0;1019.0;1414.0;226038.0;29546.0;196492.0;44914.0;3863.0;41051.0;26556.0;-153732.0
47;Beginbalans;Overheid;2007 4e kwartaal;144458.0;21391.0;74.0;8785.0;12532.0;2674.0;946.0;1728.0;-861.0;30810.0;931.0;29879.0;57519.0;93.0;55402.0;2024.0;32925.0;301159.0;2446.0;1036.0;1410.0;223581.0;30543.0;193038.0;44622.0;3810.0;40812.0;30510.0;-156701.0
48;Beginbalans;Overheid;2007;137936.0;14436.0;70.0;6986.0;7380.0;2375.0;631.0;1744.0;315.0;29605.0;558.0;29047.0;53572.0;77.0;51740.0;1755.0;37633.0;296797.0;2672.0;1229.0;1443.0;221132.0;13818.0;207314.0;45197.0;3891.0;41306.0;27796.0;-158861.0
49;Beginbalans;Overheid;2008 1e kwartaal;151313.0;18962.0;76.0;7925.0;10961.0;2773.0;1049.0;1724.0;-973.0;32317.0;769.0;31548.0;59927.0;98.0;57715.0;2114.0;38307.0;297220.0;2707.0;1310.0;1397.0;213893.0;16546.0;197347.0;50201.0;9391.0;40810.0;30419.0;-145907.0
50;Beginbalans;Overheid;2008 2e kwartaal;164648.0;16670.0;77.0;7070.0;9523.0;2527.0;969.0;1558.0;-815.0;33218.0;567.0;32651.0;66957.0;91.0;64751.0;2115.0;46091.0;304575.0;2608.0;1205.0;1403.0;221616.0;23103.0;198513.0;53033.0;10734.0;42299.0;27318.0;-139927.0
51;Beginbalans;Overheid;2008 3e kwartaal;179663.0;19852.0;78.0;9510.0;10264.0;2430.0;1021.0;1409.0;-1189.0;33864.0;1002.0;32862.0;72473.0;84.0;70271.0;2118.0;52233.0;315944.0;2525.0;1135.0;1390.0;229268.0;23356.0;205912.0;50759.0;8963.0;41796.0;33392.0;-136281.0
52;Beginbalans;Overheid;2008 4e kwartaal;179914.0;26991.0;80.0;15359.0;11552.0;2185.0;1003.0;1182.0;-226.0;34004.0;860.0;33144.0;77989.0;77.0;75809.0;2103.0;38971.0;321461.0;2625.0;1300.0;1325.0;232841.0;31574.0;201267.0;55006.0;13075.0;41931.0;30989.0;-141547.0
53;Beginbalans;Overheid;2008;151313.0;18962.0;76.0;7925.0;10961.0;2773.0;1049.0;1724.0;-973.0;32317.0;769.0;31548.0;59927.0;98.0;57715.0;2114.0;38307.0;297220.0;2707.0;1310.0;1397.0;213893.0;16546.0;197347.0;50201.0;9391.0;40810.0;30419.0;-145907.0
54;Beginbalans;Overheid;2009 1e kwartaal;244040.0;19183.0;82.0;7709.0;11392.0;2727.0;1141.0;1586.0;1651.0;77266.0;34781.0;42485.0;100627.0;70.0;98183.0;2374.0;42586.0;391556.0;2564.0;1714.0;850.0;299342.0;83471.0;215871.0;63674.0;11042.0;52632.0;25976.0;-147516.0
55;Beginbalans;Overheid;2009 2e kwartaal;247852.0;18953.0;70.0;7722.0;11161.0;23450.0;1191.0;22259.0;354.0;72285.0;30243.0;42042.0;92246.0;71.0;90207.0;1968.0;40564.0;409060.0;2494.0;1599.0;895.0;289643.0;68243.0;221400.0;88419.0;15021.0;73398.0;28504.0;-161208.0
56;Beginbalans;Overheid;2009 3e kwartaal;230692.0;33111.0;59.0;7962.0;25090.0;21436.0;1242.0;20194.0;-1047.0;43566.0;812.0;42754.0;94196.0;72.0;91894.0;2230.0;39430.0;398855.0;1928.0;1102.0;826.0;276880.0;53899.0;222981.0;93369.0;21921.0;71448.0;26678.0;-168163.0
57;Beginbalans;Overheid;2009 4e kwartaal;243809.0;31519.0;48.0;20071.0;11400.0;20175.0;1292.0;18883.0;-204.0;50746.0;1661.0;49085.0;95947.0;74.0;93736.0;2137.0;45626.0;404187.0;1831.0;995.0;836.0;287703.0;67502.0;220201.0;81663.0;11415.0;70248.0;32990.0;-160378.0
58;Beginbalans;Overheid;2009;244040.0;19183.0;82.0;7709.0;11392.0;2727.0;1141.0;1586.0;1651.0;77266.0;34781.0;42485.0;100627.0;70.0;98183.0;2374.0;42586.0;391556.0;2564.0;1714.0;850.0;299342.0;83471.0;215871.0;63674.0;11042.0;52632.0;25976.0;-147516.0
59;Beginbalans;Overheid;2010 1e kwartaal;224125.0;18426.0;36.0;10768.0;7622.0;23988.0;835.0;23153.0;-225.0;49628.0;754.0;48874.0;86099.0;76.0;83874.0;2149.0;46209.0;395674.0;1689.0;868.0;821.0;287054.0;57614.0;229440.0;79302.0;10260.0;69042.0;27629.0;-171549.0
60;Beginbalans;Overheid;2010 2e kwartaal;225847.0;16778.0;36.0;9074.0;7668.0;24850.0;734.0;24116.0;-388.0;48640.0;483.0;48157.0;87083.0;85.0;84963.0;2035.0;48884.0;404593.0;1579.0;886.0;693.0;295259.0;55746.0;239513.0;77567.0;9210.0;68357.0;30188.0;-178746.0
61;Beginbalans;Overheid;2010 3e kwartaal;231575.0;19442.0;36.0;11792.0;7614.0;26264.0;735.0;25529.0;1367.0;50673.0;588.0;50085.0;86794.0;94.0;84524.0;2176.0;47035.0;429948.0;1505.0;839.0;666.0;312271.0;44280.0;267991.0;83466.0;12263.0;71203.0;32706.0;-198373.0
62;Beginbalans;Overheid;2010 4e kwartaal;220105.0;16524.0;36.0;10608.0;5880.0;23772.0;678.0;23094.0;5305.0;48401.0;591.0;47810.0;86360.0;103.0;83991.0;2266.0;39743.0;428401.0;1428.0;796.0;632.0;317185.0;54685.0;262500.0;79491.0;14075.0;65416.0;30297.0;-208296.0
63;Beginbalans;Overheid;2010;224125.0;18426.0;36.0;10768.0;7622.0;23988.0;835.0;23153.0;-225.0;49628.0;754.0;48874.0;86099.0;76.0;83874.0;2149.0;46209.0;395674.0;1689.0;868.0;821.0;287054.0;57614.0;229440.0;79302.0;10260.0;69042.0;27629.0;-171549.0
64;Beginbalans;Overheid;2011 1e kwartaal;225000.0;14603.0;30.0;10180.0;4393.0;23514.0;490.0;23024.0;1830.0;48329.0;460.0;47869.0;86704.0;112.0;84561.0;2031.0;50020.0;429249.0;1369.0;719.0;650.0;317993.0;53146.0;264847.0;78673.0;12493.0;66180.0;31214.0;-204249.0
65;Beginbalans;Overheid;2011 2e kwartaal;220223.0;14051.0;35.0;9469.0;4547.0;21954.0;583.0;21371.0;883.0;48670.0;512.0;48158.0;83033.0;109.0;80935.0;1989.0;51632.0;423382.0;1445.0;744.0;701.0;309019.0;50101.0;258918.0;81794.0;15922.0;65872.0;31124.0;-203159.0
66;Beginbalans;Overheid;2011 3e kwartaal;223193.0;20546.0;40.0;9959.0;10547.0;21241.0;629.0;20612.0;666.0;49770.0;623.0;49147.0;82338.0;105.0;80320.0;1913.0;48632.0;436462.0;1473.0;741.0;732.0;327633.0;47548.0;280085.0;75816.0;10038.0;65778.0;31540.0;-213269.0
67;Beginbalans;Overheid;2011 4e kwartaal;222543.0;18537.0;45.0;10133.0;8359.0;21757.0;727.0;21030.0;8100.0;49417.0;697.0;48720.0;80096.0;104.0;77987.0;2005.0;44636.0;456422.0;1562.0;819.0;743.0;341603.0;51775.0;289828.0;81164.0;15225.0;65939.0;32093.0;-233879.0
68;Beginbalans;Overheid;2011;225000.0;14603.0;30.0;10180.0;4393.0;23514.0;490.0;23024.0;1830.0;48329.0;460.0;47869.0;86704.0;112.0;84561.0;2031.0;50020.0;429249.0;1369.0;719.0;650.0;317993.0;53146.0;264847.0;78673.0;12493.0;66180.0;31214.0;-204249.0
69;Beginbalans;Overheid;2012 1e kwartaal;223562.0;14365.0;47.0;9633.0;4685.0;22448.0;1096.0;21352.0;9089.0;49301.0;500.0;48801.0;81546.0;101.0;79617.0;1828.0;46813.0;462478.0;1675.0;905.0;770.0;347693.0;43649.0;304044.0;84674.0;17871.0;66803.0;28436.0;-238916.0
70;Beginbalans;Overheid;2012 2e kwartaal;228810.0;15183.0;48.0;9797.0;5338.0;21722.0;1012.0;20710.0;8367.0;50533.0;472.0;50061.0;83551.0;103.0;81868.0;1580.0;49454.0;465037.0;1480.0;694.0;786.0;346866.0;36975.0;309891.0;86643.0;18221.0;68422.0;30048.0;-236227.0
71;Beginbalans;Overheid;2012 3e kwartaal;238629.0;20237.0;48.0;11142.0;9047.0;21621.0;931.0;20690.0;11173.0;54005.0;551.0;53454.0;84210.0;103.0;82564.0;1543.0;47383.0;479706.0;1283.0;509.0;774.0;359290.0;29139.0;330151.0;90727.0;19584.0;71143.0;28406.0;-241077.0
72;Beginbalans;Overheid;2012 4e kwartaal;233482.0;17726.0;47.0;11082.0;6597.0;20737.0;883.0;19854.0;10851.0;55228.0;645.0;54583.0;89382.0;103.0;87717.0;1562.0;39558.0;489648.0;1190.0;426.0;764.0;364770.0;28884.0;335886.0;93643.0;23021.0;70622.0;30045.0;-256166.0
73;Beginbalans;Overheid;2012;223562.0;14365.0;47.0;9633.0;4685.0;22448.0;1096.0;21352.0;9089.0;49301.0;500.0;48801.0;81546.0;101.0;79617.0;1828.0;46813.0;462478.0;1675.0;905.0;770.0;347693.0;43649.0;304044.0;84674.0;17871.0;66803.0;28436.0;-238916.0
74;Beginbalans;Overheid;2013 1e kwartaal;245284.0;14985.0;48.0;10041.0;4896.0;20067.0;832.0;19235.0;12726.0;57986.0;520.0;57466.0;93465.0;104.0;91830.0;1531.0;46055.0;501095.0;1168.0;410.0;758.0;377652.0;32623.0;345029.0;95064.0;26778.0;68286.0;27211.0;-255811.0
75;Beginbalans;Overheid;2013 2e kwartaal;249598.0;14543.0;50.0;10049.0;4444.0;19933.0;749.0;19184.0;13432.0;58312.0;1819.0;56493.0;92476.0;111.0;90850.0;1515.0;50902.0;499536.0;1104.0;351.0;753.0;377670.0;32187.0;345483.0;93008.0;25930.0;67078.0;27754.0;-249938.0
76;Beginbalans;Overheid;2013 3e kwartaal;247812.0;21433.0;51.0;12046.0;9336.0;19376.0;763.0;18613.0;10971.0;60720.0;1871.0;58849.0;88612.0;118.0;87167.0;1327.0;46700.0;504122.0;1134.0;382.0;752.0;388456.0;29927.0;358529.0;89247.0;19986.0;69261.0;25285.0;-256310.0
77;Beginbalans;Overheid;2013 4e kwartaal;241899.0;17424.0;51.0;11027.0;6346.0;18504.0;704.0;17800.0;9683.0;60096.0;1924.0;58172.0;92298.0;125.0;90862.0;1311.0;43894.0;499935.0;1192.0;414.0;778.0;383466.0;38573.0;344893.0;86754.0;17758.0;68996.0;28523.0;-258036.0
78;Beginbalans;Overheid;2013;245284.0;14985.0;48.0;10041.0;4896.0;20067.0;832.0;19235.0;12726.0;57986.0;520.0;57466.0;93465.0;104.0;91830.0;1531.0;46055.0;501095.0;1168.0;410.0;758.0;377652.0;32623.0;345029.0;95064.0;26778.0;68286.0;27211.0;-255811.0
