ID;Heffingskortingen;KenmerkenHuishouden;Perioden;AantalParticuliereHuishoudens_1;AandeelParticuliereHuishoudens_2;TotaalBedrag_3;GemiddeldBedragPerHuishouden_4;k_25ePercentiel_5;k_50ePercentielMediaan_6;k_75ePercentiel_7
61;10;10650;2013;776.0;97.5;2242.0;2.9;2.0;2.8;3.7
62;10;10650;2014;792.0;97.5;2395.0;3.0;2.1;2.8;3.9
63;10;10700;2006;589.0;100.0;1102.0;1.9;1.9;1.9;1.9
64;10;10700;2007;594.0;100.0;1127.0;1.9;1.9;1.9;1.9
65;10;10700;2008;599.0;100.0;1196.0;2.0;2.0;2.0;2.0
66;10;10700;2009;609.0;100.0;1205.0;2.0;2.0;2.0;2.0
67;10;10700;2010;607.0;100.0;1208.0;2.0;2.0;2.0;2.0
68;10;10700;2011;624.0;100.0;1265.0;2.0;2.1;2.1;2.1
69;10;10700;2012;639.0;100.0;1319.0;2.1;2.1;2.1;2.1
70;10;10700;2013;636.0;100.0;1535.0;2.4;2.5;2.5;2.5
71;10;10700;2014;651.0;100.0;1556.0;2.4;2.5;2.5;2.5
72;10;10100;2006;4634.0;100.0;28901.0;6.2;4.8;6.4;7.5
73;10;10100;2007;4652.0;100.0;30067.0;6.5;5.0;6.6;7.9
74;10;10100;2008;4678.0;99.9;30504.0;6.5;4.9;6.7;7.9
75;10;10100;2009;4700.0;99.9;30748.0;6.5;4.7;6.6;8.1
76;10;10100;2010;4717.0;99.9;30494.0;6.5;4.4;6.5;8.0
77;10;10100;2011;4732.0;99.9;31047.0;6.6;4.4;6.6;8.2
78;10;10100;2012;4747.0;99.9;31531.0;6.6;4.3;6.7;8.4
79;10;10100;2013;4767.0;99.9;31380.0;6.6;4.5;6.3;8.1
80;10;10100;2014;4778.0;99.9;32221.0;6.7;4.3;6.3;8.3
81;10;10150;2006;3968.0;100.0;24455.0;6.2;4.8;6.4;7.4
82;10;10150;2007;3982.0;100.0;25373.0;6.4;4.9;6.6;7.8
83;10;10150;2008;3996.0;100.0;25871.0;6.5;4.8;6.7;7.9
84;10;10150;2009;4000.0;100.0;26149.0;6.5;4.6;6.7;8.2
85;10;10150;2010;4105.0;99.9;26587.0;6.5;4.4;6.6;8.1
86;10;10150;2011;4103.0;99.9;27026.0;6.6;4.3;6.7;8.4
87;10;10150;2012;4112.0;99.9;27475.0;6.7;4.3;6.8;8.6
88;10;10150;2013;4124.0;99.9;27330.0;6.6;4.5;6.3;8.1
89;10;10150;2014;4120.0;99.9;27930.0;6.8;4.3;6.3;8.3
90;10;10200;2006;2034.0;100.0;9653.0;4.7;3.1;5.3;6.5
91;10;10200;2007;2056.0;100.0;10005.0;4.9;3.0;5.5;6.7
92;10;10200;2008;2068.0;99.9;10414.0;5.0;3.1;5.6;6.9
93;10;10200;2009;2081.0;100.0;10673.0;5.1;3.2;5.5;7.0
94;10;10200;2010;2113.0;100.0;10690.0;5.1;3.2;5.3;6.8
95;10;10200;2011;2114.0;99.9;10824.0;5.1;3.3;5.2;6.9
96;10;10200;2012;2123.0;99.9;10798.0;5.1;3.4;5.0;6.8
97;10;10200;2013;2141.0;99.9;11165.0;5.2;4.1;4.8;6.3
98;10;10200;2014;2145.0;99.9;11346.0;5.3;4.2;4.6;6.4
99;10;10750;2006;1345.0;100.0;7663.0;5.7;5.3;5.7;6.7
100;10;10750;2007;1349.0;100.0;7934.0;5.9;5.5;6.0;6.9
101;10;10750;2008;1338.0;99.9;8108.0;6.1;5.6;6.1;7.0
102;10;10750;2009;1326.0;99.9;8129.0;6.1;5.5;6.2;7.0
103;10;10750;2010;1332.0;99.9;8057.0;6.0;5.4;6.0;6.9
104;10;10750;2011;1287.0;99.8;7969.0;6.2;5.5;6.2;7.1
105;10;10750;2012;1261.0;99.9;7798.0;6.2;5.6;6.2;7.2
106;10;10750;2013;1254.0;99.9;7540.0;6.0;5.2;5.9;7.1
107;10;10750;2014;1232.0;99.8;7640.0;6.2;5.1;6.2;7.4
108;10;10800;2006;688.0;100.0;1990.0;2.9;2.6;2.6;3.2
109;10;10800;2007;707.0;100.0;2071.0;2.9;2.7;2.7;3.2
110;10;10800;2008;731.0;100.0;2306.0;3.2;2.9;2.9;3.5
111;10;10800;2009;755.0;100.0;2545.0;3.4;3.2;3.2;3.6
112;10;10800;2010;781.0;100.0;2633.0;3.4;3.2;3.2;3.6
113;10;10800;2011;826.0;100.0;2855.0;3.5;3.3;3.3;3.6
114;10;10800;2012;861.0;100.0;2999.0;3.5;3.4;3.4;3.6
115;10;10800;2013;887.0;100.0;3624.0;4.1;4.1;4.1;4.1
116;10;10800;2014;913.0;100.0;3706.0;4.1;4.1;4.2;4.2
117;10;10250;2006;1333.0;100.0;9259.0;6.9;6.3;7.0;7.6
118;10;10250;2007;1332.0;100.0;9667.0;7.3;6.6;7.4;7.9
119;10;10250;2008;1326.0;100.0;9571.0;7.2;6.3;7.5;8.0
120;10;10250;2009;1320.0;99.9;9738.0;7.4;6.1;7.5;8.6
121;10;10250;2010;1344.0;99.9;9813.0;7.3;6.0;7.4;8.5
122;10;10250;2011;1341.0;99.9;10013.0;7.5;6.1;7.6;8.8
123;10;10250;2012;1331.0;99.9;10361.0;7.8;6.3;8.0;9.2
124;10;10250;2013;1321.0;99.9;9970.0;7.5;5.9;7.8;9.0
125;10;10250;2014;1305.0;99.9;10104.0;7.7;6.2;7.8;9.4
126;10;10300;2006;601.0;100.0;5543.0;9.2;7.7;8.9;10.7
127;10;10300;2007;593.0;100.0;5700.0;9.6;8.2;9.4;11.0
128;10;10300;2008;602.0;100.0;5886.0;9.8;8.1;9.6;11.2
129;10;10300;2009;598.0;100.0;5737.0;9.6;7.9;9.4;11.1
130;10;10300;2010;648.0;100.0;6084.0;9.4;7.7;9.2;10.9
131;10;10300;2011;649.0;99.9;6189.0;9.5;7.8;9.3;11.0
132;10;10300;2012;658.0;99.9;6317.0;9.6;7.9;9.4;11.1
133;10;10300;2013;662.0;99.9;6195.0;9.4;7.8;9.3;10.8
134;10;10300;2014;670.0;99.9;6480.0;9.7;8.0;9.6;11.3
135;10;10350;2006;444.0;99.8;2706.0;6.1;4.4;6.0;7.3
136;10;10350;2007;448.0;99.7;2877.0;6.4;4.6;6.5;7.6
137;10;10350;2008;462.0;99.8;2838.0;6.1;4.7;6.0;7.2
138;10;10350;2009;474.0;99.7;2781.0;5.9;4.4;5.8;7.2
139;10;10350;2010;474.0;99.7;2756.0;5.8;4.2;5.6;7.2
140;10;10350;2011;492.0;99.6;2866.0;5.8;4.1;5.6;7.4
141;10;10350;2012;500.0;99.6;2903.0;5.8;4.2;5.7;7.4
142;10;10350;2013;514.0;99.8;2950.0;5.7;4.0;5.7;7.3
143;10;10350;2014;524.0;99.8;3107.0;5.9;4.2;6.0;7.7
144;10;10850;2006;249.0;99.7;1424.0;5.7;4.3;5.8;7.2
145;10;10850;2007;254.0;99.5;1553.0;6.1;4.4;6.4;7.5
146;10;10850;2008;260.0;99.7;1454.0;5.6;3.6;5.7;7.0
147;10;10850;2009;265.0;99.4;1422.0;5.4;3.2;5.4;7.0
148;10;10850;2010;258.0;99.6;1384.0;5.4;3.2;5.4;7.1
149;10;10850;2011;268.0;99.4;1426.0;5.3;3.0;5.4;7.2
150;10;10850;2012;275.0;99.4;1503.0;5.5;3.1;5.5;7.5
151;10;10850;2013;279.0;99.6;1499.0;5.4;3.0;5.3;7.3
152;10;10850;2014;282.0;99.6;1549.0;5.5;3.1;5.4;7.6
153;10;10900;2006;195.0;100.0;1281.0;6.6;5.2;6.2;7.8
154;10;10900;2007;195.0;100.0;1325.0;6.8;5.3;6.5;8.1
155;10;10900;2008;202.0;100.0;1384.0;6.9;5.5;6.4;8.0
156;10;10900;2009;208.0;99.9;1359.0;6.5;5.3;6.3;7.5
157;10;10900;2010;216.0;100.0;1372.0;6.4;5.0;5.9;7.5
158;10;10900;2011;224.0;100.0;1440.0;6.4;5.0;6.1;7.5
159;10;10900;2012;225.0;99.9;1400.0;6.2;4.8;5.8;7.3
160;10;10900;2013;234.0;100.0;1451.0;6.2;4.7;5.9;7.4
161;10;10900;2014;242.0;100.0;1558.0;6.4;4.9;6.2;7.7
162;10;10400;2006;222.0;99.9;1740.0;7.8;5.6;7.6;9.6
163;10;10400;2007;222.0;99.9;1817.0;8.2;5.9;7.9;10.0
164;10;10400;2008;220.0;99.8;1795.0;8.2;5.7;7.9;10.1
165;10;10400;2009;226.0;99.6;1818.0;8.0;5.6;7.7;9.9
166;10;10400;2010;138.0;99.6;1151.0;8.3;5.8;7.9;10.4
167;10;10400;2011;137.0;99.4;1155.0;8.5;5.9;7.9;10.6
168;10;10400;2012;136.0;99.4;1152.0;8.5;5.8;7.9;10.8
169;10;10400;2013;129.0;99.6;1100.0;8.5;5.9;8.0;10.8
170;10;10400;2014;133.0;99.6;1184.0;8.9;6.2;8.3;11.1
171;10;10950;2006;1656.0;100.0;4572.0;2.8;1.9;2.6;2.9
172;10;10950;2007;1689.0;100.0;4729.0;2.8;1.9;2.6;2.9
173;10;10950;2008;1728.0;100.0;5121.0;3.0;2.0;2.7;3.0
174;10;10950;2009;1775.0;100.0;5427.0;3.1;2.0;2.7;3.2
175;10;10950;2010;1807.0;100.0;5573.0;3.1;2.0;2.9;3.2
176;10;10950;2011;1891.0;100.0;5988.0;3.2;2.1;2.9;3.3
177;10;10950;2012;1962.0;100.0;6254.0;3.2;2.1;3.0;3.4
178;10;10950;2013;1997.0;100.0;7261.0;3.6;2.5;3.3;4.1
179;10;10950;2014;2053.0;100.0;7445.0;3.6;2.5;3.1;4.2
180;10;11000;2006;774.0;100.0;1446.0;1.9;1.9;1.9;1.9
181;10;11000;2007;786.0;100.0;1488.0;1.9;1.9;1.9;1.9
182;10;11000;2008;798.0;100.0;1587.0;2.0;2.0;2.0;2.0
183;10;11000;2009;818.0;100.0;1618.0;2.0;2.0;2.0;2.0
184;10;11000;2010;818.0;100.0;1620.0;2.0;2.0;2.0;2.0
185;10;11000;2011;845.0;100.0;1705.0;2.0;2.1;2.1;2.1
186;10;11000;2012;874.0;100.0;1793.0;2.1;2.1;2.1;2.1
187;10;11000;2013;880.0;100.0;2105.0;2.4;2.5;2.5;2.5
188;10;11000;2014;906.0;100.0;2145.0;2.4;2.4;2.5;2.5
189;10;11050;2006;185.0;100.0;345.0;1.9;1.9;1.9;1.9
190;10;11050;2007;191.0;100.0;361.0;1.9;1.9;1.9;1.9
191;10;11050;2008;198.0;100.0;392.0;2.0;2.0;2.0;2.0
192;10;11050;2009;209.0;100.0;413.0;2.0;2.0;2.0;2.0
193;10;11050;2010;210.0;100.0;412.0;2.0;2.0;2.0;2.0
194;10;11050;2011;221.0;100.0;440.0;2.0;2.1;2.1;2.1
195;10;11050;2012;235.0;100.0;475.0;2.0;2.1;2.1;2.1
196;10;11050;2013;243.0;100.0;570.0;2.3;2.5;2.5;2.5
197;10;11050;2014;255.0;100.0;589.0;2.3;2.4;2.5;2.5
198;10;11100;2006;589.0;100.0;1102.0;1.9;1.9;1.9;1.9
199;10;11100;2007;594.0;100.0;1127.0;1.9;1.9;1.9;1.9
200;10;11100;2008;599.0;100.0;1196.0;2.0;2.0;2.0;2.0
201;10;11100;2009;609.0;100.0;1205.0;2.0;2.0;2.0;2.0
202;10;11100;2010;607.0;100.0;1208.0;2.0;2.0;2.0;2.0
203;10;11100;2011;624.0;100.0;1265.0;2.0;2.1;2.1;2.1
204;10;11100;2012;639.0;100.0;1319.0;2.1;2.1;2.1;2.1
205;10;11100;2013;636.0;100.0;1535.0;2.4;2.5;2.5;2.5
206;10;11100;2014;651.0;100.0;1556.0;2.4;2.5;2.5;2.5
207;10;11150;2006;735.0;100.0;2187.0;3.0;2.6;2.6;3.3
208;10;11150;2007;757.0;100.0;2292.0;3.0;2.7;2.7;3.4
209;10;11150;2008;780.0;100.0;2529.0;3.2;2.9;2.9;3.5
210;10;11150;2009;808.0;100.0;2808.0;3.5;3.2;3.2;3.6
211;10;11150;2010;836.0;100.0;2907.0;3.5;3.2;3.2;3.6
212;10;11150;2011;887.0;100.0;3167.0;3.6;3.3;3.3;3.6
213;10;11150;2012;927.0;100.0;3335.0;3.6;3.4;3.4;3.7
214;10;11150;2013;957.0;100.0;3984.0;4.2;4.1;4.1;4.1
215;10;11150;2014;983.0;100.0;4076.0;4.1;4.1;4.2;4.2
216;10;11200;2006;538.0;100.0;1461.0;2.7;2.6;2.6;2.6
217;10;11200;2007;554.0;100.0;1517.0;2.7;2.7;2.7;2.7
218;10;11200;2008;573.0;100.0;1702.0;3.0;2.9;2.9;2.9
219;10;11200;2009;592.0;100.0;1903.0;3.2;3.2;3.2;3.2
220;10;11200;2010;614.0;100.0;1977.0;3.2;3.2;3.2;3.2
221;10;11200;2011;652.0;100.0;2146.0;3.3;3.3;3.3;3.3
222;10;11200;2012;689.0;100.0;2306.0;3.3;3.4;3.4;3.4
223;10;11200;2013;715.0;100.0;2881.0;4.0;4.1;4.1;4.1
224;10;11200;2014;741.0;100.0;2967.0;4.0;4.1;4.2;4.2
225;10;11250;2006;197.0;100.0;726.0;3.7;3.3;3.3;3.9
226;10;11250;2007;204.0;100.0;775.0;3.8;3.4;3.4;4.0
227;10;11250;2008;207.0;100.0;827.0;4.0;3.5;3.6;4.3
228;10;11250;2009;216.0;100.0;905.0;4.2;3.6;3.6;4.5
229;10;11250;2010;222.0;100.0;930.0;4.2;3.6;3.6;4.5
230;10;11250;2011;235.0;100.0;1020.0;4.3;3.6;3.7;4.7
231;10;11250;2012;238.0;100.0;1029.0;4.3;3.7;3.8;4.9
232;10;11250;2013;242.0;100.0;1103.0;4.6;4.1;4.2;5.1
233;10;11250;2014;242.0;100.0;1109.0;4.6;4.1;4.2;5.1
234;10;11300;2006;148.0;100.0;939.0;6.4;4.7;5.8;7.5
235;10;11300;2007;146.0;100.0;949.0;6.5;4.9;6.0;7.7
236;10;11300;2008;151.0;100.0;1005.0;6.7;5.0;6.1;7.8
237;10;11300;2009;149.0;100.0;1000.0;6.7;5.2;6.1;8.0
238;10;11300;2010;154.0;100.0;1045.0;6.8;5.2;6.2;8.2
239;10;11300;2011;160.0;100.0;1116.0;7.0;5.4;6.5;8.4
240;10;11300;2012;162.0;100.0;1125.0;7.0;5.4;6.4;8.2
241;10;11300;2013;161.0;100.0;1172.0;7.3;5.6;6.8;8.4
242;10;11300;2014;164.0;100.0;1224.0;7.5;5.6;6.8;8.8
243;10;11350;2006;5424.0;99.5;30512.0;5.6;3.3;5.7;7.2
244;10;11350;2007;5449.0;99.5;31810.0;5.8;3.4;6.0;7.5
245;10;11350;2008;5485.0;99.5;32174.0;5.9;3.5;5.8;7.5
246;10;11350;2009;5492.0;99.3;32120.0;5.8;3.5;5.7;7.6
247;10;11350;2010;5488.0;99.2;31698.0;5.8;3.5;5.6;7.5
248;10;11350;2011;5483.0;99.2;32105.0;5.9;3.6;5.6;7.7
249;10;11350;2012;5462.0;99.2;32492.0;5.9;3.6;5.7;7.8
250;10;11350;2013;5443.0;99.1;31504.0;5.8;3.7;5.7;7.6
251;10;11350;2014;5452.0;99.0;32495.0;6.0;3.8;5.8;8.0
252;10;11400;2006;2447.0;98.9;6182.0;2.5;1.9;2.1;3.3
253;10;11400;2007;2485.0;99.0;6472.0;2.6;1.9;2.1;3.4
254;10;11400;2008;2535.0;99.0;6791.0;2.7;2.0;2.2;3.5
255;10;11400;2009;2567.0;98.8;6799.0;2.6;2.0;2.1;3.5
256;10;11400;2010;2578.0;98.5;6777.0;2.6;2.0;2.1;3.5
257;10;11400;2011;2643.0;98.7;7046.0;2.7;2.1;2.1;3.6
258;10;11400;2012;2677.0;98.5;7215.0;2.7;2.1;2.1;3.6
259;10;11400;2013;2673.0;98.4;7385.0;2.8;2.1;2.5;3.6
260;10;11400;2014;2727.0;98.3;7719.0;2.8;2.2;2.5;3.7
261;10;11450;2006;2338.0;99.9;11312.0;4.8;3.3;5.3;6.5
262;10;11450;2007;2362.0;99.9;11755.0;5.0;3.4;5.5;6.8
263;10;11450;2008;2388.0;99.9;12189.0;5.1;3.5;5.6;6.9
264;10;11450;2009;2409.0;99.9;12433.0;5.2;3.5;5.5;7.0
265;10;11450;2010;2430.0;99.9;12373.0;5.1;3.4;5.4;6.8
266;10;11450;2011;2443.0;99.8;12599.0;5.2;3.3;5.4;6.9
267;10;11450;2012;2462.0;99.8;12604.0;5.1;3.4;5.2;6.7
268;10;11450;2013;2488.0;99.9;13006.0;5.2;4.1;4.9;6.3
269;10;11450;2014;2500.0;99.9;13291.0;5.3;4.2;4.8;6.4
270;10;11500;2006;896.0;100.0;6414.0;7.2;6.3;7.3;8.2
271;10;11500;2007;896.0;100.0;6671.0;7.4;6.5;7.6;8.5
272;10;11500;2008;898.0;99.9;6708.0;7.5;6.4;7.7;8.6
273;10;11500;2009;903.0;99.9;6728.0;7.4;6.2;7.6;8.8
274;10;11500;2010;899.0;99.9;6648.0;7.4;6.2;7.5;8.7
275;10;11500;2011;906.0;99.9;6803.0;7.5;6.2;7.7;8.9
276;10;11500;2012;911.0;99.9;6983.0;7.7;6.3;7.8;9.2
277;10;11500;2013;916.0;99.9;6880.0;7.5;6.1;7.7;9.0
278;10;11500;2014;919.0;99.9;7110.0;7.7;6.2;8.0;9.4
279;10;11550;2006;969.0;100.0;7488.0;7.7;6.4;7.6;8.7
280;10;11550;2007;968.0;100.0;7820.0;8.1;6.8;7.9;9.0
281;10;11550;2008;969.0;100.0;7830.0;8.1;6.7;8.0;9.1
282;10;11550;2009;968.0;100.0;7879.0;8.1;6.6;8.3;9.1
283;10;11550;2010;970.0;99.9;7823.0;8.1;6.6;8.3;9.0
284;10;11550;2011;969.0;99.9;7973.0;8.2;6.7;8.5;9.2
285;10;11550;2012;965.0;99.9;8208.0;8.5;7.1;8.9;9.4
286;10;11550;2013;961.0;99.9;7937.0;8.3;6.8;8.4;9.5
287;10;11550;2014;959.0;100.0;8169.0;8.5;6.7;8.6;10.0
288;10;11600;2006;431.0;100.0;3688.0;8.6;6.4;7.6;10.3
289;10;11600;2007;426.0;100.0;3821.0;9.0;6.7;7.9;10.8
290;10;11600;2008;423.0;100.0;3776.0;8.9;6.7;8.0;10.9
291;10;11600;2009;419.0;99.9;3707.0;8.9;6.5;8.5;10.7
292;10;11600;2010;417.0;99.9;3650.0;8.7;6.4;8.4;10.5
293;10;11600;2011;414.0;99.9;3672.0;8.9;6.5;8.6;10.7
294;10;11600;2012;409.0;100.0;3736.0;9.1;6.9;9.0;11.0
295;10;11600;2013;402.0;99.9;3558.0;8.9;6.6;8.5;10.6
296;10;11600;2014;399.0;99.9;3651.0;9.1;6.4;8.8;11.0
297;10;11650;2006;3213.0;99.1;10050.0;3.1;2.0;3.3;3.3
298;10;11650;2007;3212.0;99.1;10262.0;3.2;2.0;3.4;3.4
299;10;11650;2008;3227.0;99.1;10267.0;3.2;2.1;3.4;3.5
300;10;11650;2009;3253.0;98.9;10199.0;3.1;2.0;2.9;3.5
301;10;11650;2010;3223.0;98.7;9958.0;3.1;2.0;2.9;3.5
302;10;11650;2011;3273.0;98.8;10178.0;3.1;2.1;2.9;3.6
303;10;11650;2012;3293.0;98.7;10303.0;3.1;2.1;2.8;3.6
304;10;11650;2013;3284.0;98.6;10360.0;3.2;2.4;2.7;3.7
305;10;11650;2014;3332.0;98.5;10712.0;3.2;2.2;2.6;4.0
306;10;11700;2006;3066.0;100.0;17452.0;5.7;4.2;6.3;6.9
307;10;11700;2007;3103.0;100.0;18211.0;5.9;4.3;6.5;7.2
308;10;11700;2008;3143.0;100.0;18683.0;5.9;4.3;6.6;7.2
309;10;11700;2009;3175.0;100.0;19206.0;6.0;4.1;6.4;7.3
310;10;11700;2010;3228.0;100.0;19246.0;6.0;4.1;6.2;7.2
311;10;11700;2011;3251.0;100.0;19682.0;6.1;4.1;6.3;7.3
312;10;11700;2012;3283.0;100.0;20136.0;6.1;4.1;6.2;7.3
313;10;11700;2013;3312.0;100.0;20326.0;6.1;4.2;5.9;7.4
314;10;11700;2014;3313.0;100.0;20709.0;6.3;4.2;6.1;7.8
315;10;11750;2006;541.0;100.0;4616.0;8.5;7.6;8.7;9.5
316;10;11750;2007;546.0;100.0;4815.0;8.8;7.9;8.9;9.8
317;10;11750;2008;560.0;100.0;4974.0;8.9;7.9;9.1;9.8
318;10;11750;2009;558.0;100.0;4878.0;8.7;7.7;9.0;9.6
319;10;11750;2010;555.0;100.0;4769.0;8.6;7.6;8.8;9.5
320;10;11750;2011;560.0;100.0;4877.0;8.7;7.6;8.9;9.6
321;10;11750;2012;567.0;100.0;5002.0;8.8;7.8;9.1;9.7
322;10;11750;2013;567.0;100.0;4892.0;8.6;7.7;8.6;9.6
323;10;11750;2014;576.0;100.0;5124.0;8.9;7.7;8.8;10.2
324;10;11800;2006;261.0;100.0;2966.0;11.3;10.2;10.9;12.2
325;10;11800;2007;276.0;100.0;3251.0;11.8;10.6;11.3;12.7
326;10;11800;2008;284.0;100.0;3371.0;11.9;10.7;11.5;12.8
327;10;11800;2009;281.0;100.0;3263.0;11.6;10.3;11.2;12.6
328;10;11800;2010;288.0;100.0;3298.0;11.4;10.1;11.1;12.5
329;10;11800;2011;290.0;100.0;3356.0;11.6;10.2;11.2;12.7
330;10;11800;2012;281.0;100.0;3305.0;11.8;10.4;11.4;12.9
331;10;11800;2013;277.0;100.0;3187.0;11.5;10.0;11.3;12.8
332;10;11800;2014;284.0;100.0;3395.0;12.0;10.3;11.8;13.3
333;10;11850;2006;327.0;94.2;1066.0;3.3;2.0;2.2;4.1
334;10;11850;2007;331.0;94.0;1099.0;3.3;2.1;2.4;4.1
335;10;11850;2008;342.0;94.5;1124.0;3.3;2.1;2.3;3.5
336;10;11850;2009;339.0;93.1;1094.0;3.2;2.1;2.2;3.5
337;10;11850;2010;341.0;92.1;1080.0;3.2;2.0;2.2;3.5
338;10;11850;2011;353.0;92.8;1122.0;3.2;2.0;2.2;3.6
339;10;11850;2012;343.0;90.9;1099.0;3.2;2.1;2.2;3.6
340;10;11850;2013;340.0;90.4;1081.0;3.2;2.0;2.2;3.7
341;10;11850;2014;344.0;89.7;1134.0;3.3;2.1;2.2;4.1
342;10;11900;2006;2588.0;99.8;14575.0;5.6;3.3;6.2;7.0
343;10;11900;2007;2562.0;99.8;14968.0;5.8;3.4;6.5;7.4
344;10;11900;2008;2544.0;99.8;14799.0;5.8;3.5;6.2;7.3
345;10;11900;2009;2510.0;99.7;14575.0;5.8;3.5;5.9;7.4
346;10;11900;2010;2462.0;99.7;14082.0;5.7;3.5;5.7;7.3
347;10;11900;2011;2440.0;99.6;14122.0;5.8;3.6;5.6;7.5
348;10;11900;2012;2418.0;99.7;14416.0;6.0;3.6;5.8;7.8
