ID;Pensioenuitvoerders;Pensioenregelingen;StatusPensioenaanspraken;Perioden;Pensioenaanspraken_1;BrutoJaarbedragOpgebouwdPensioen_2;BrutoJaarbedragTeBereikenPensioen_3
268;Ondernemingspensioenfonds;Totaal ;Actieve pensioenaanspraken;2020;497500;3839430;10009101
269;Ondernemingspensioenfonds;Totaal ;Actieve pensioenaanspraken;2021;404110;3715140;8756189
270;Ondernemingspensioenfonds;Totaal ;Actieve pensioenaanspraken;2022;416180;3706066;8907388
271;Ondernemingspensioenfonds;Totaal ;Actieve pensioenaanspraken;2023;411440;3543129;9486067
272;Ondernemingspensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2016;1075910;3518303;3518303
273;Ondernemingspensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2017;924490;3432581;3432581
274;Ondernemingspensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2018;1009930;4028134;4028134
275;Ondernemingspensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2019;986740;4328486;4328486
276;Ondernemingspensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2020;963740;4214783;4214783
277;Ondernemingspensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2021;832990;4108343;4108343
278;Ondernemingspensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2022;800830;4047048;4047048
279;Ondernemingspensioenfonds;Totaal ;Niet-actieve pensioenaanspraken;2023;837060;4615162;4615162
280;Ondernemingspensioenfonds;Totaal ;Onbekend;2016;0;0;0
281;Ondernemingspensioenfonds;Totaal ;Onbekend;2017;0;0;0
282;Ondernemingspensioenfonds;Totaal ;Onbekend;2018;0;0;0
283;Ondernemingspensioenfonds;Totaal ;Onbekend;2019;0;0;0
284;Ondernemingspensioenfonds;Totaal ;Onbekend;2020;0;0;0
285;Ondernemingspensioenfonds;Totaal ;Onbekend;2021;0;0;0
286;Ondernemingspensioenfonds;Totaal ;Onbekend;2022;0;0;0
287;Ondernemingspensioenfonds;Totaal ;Onbekend;2023;0;0;0
288;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2016;1274570;7763027;12737368
289;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2017;1012150;7416878;12201499
290;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2018;1052770;7897864;12610248
291;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2019;1033540;7841721;12579838
292;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2020;1005210;7587959;12224059
293;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2021;987330;7552958;12236490
294;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2022;941110;7434823;12118269
295;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2023;946600;7779989;12254293
296;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2016;494720;4414635;9388977
297;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2017;380390;4179101;8963722
298;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2018;362690;4103110;8815494
299;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2019;338180;3782011;8520128
300;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2020;323500;3581363;8217463
301;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2021;332740;3587626;8271158
302;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2022;324730;3556830;8240276
303;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2023;295700;3330416;7804719
304;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2016;779840;3348391;3348391
305;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2017;631770;3237777;3237777
306;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2018;690080;3794754;3794754
307;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2019;695360;4059711;4059711
308;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2020;681710;4006596;4006596
309;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2021;654590;3965332;3965332
310;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2022;616380;3877993;3877993
311;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2023;650900;4449573;4449573
312;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Onbekend;2016;0;0;0
313;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Onbekend;2017;0;0;0
314;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Onbekend;2018;0;0;0
315;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Onbekend;2019;0;0;0
316;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Onbekend;2020;0;0;0
317;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Onbekend;2021;0;0;0
318;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Onbekend;2022;0;0;0
319;Ondernemingspensioenfonds;Uitkeringsovereenkomst;Onbekend;2023;0;0;0
320;Ondernemingspensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2016;478060;402439;1350918
321;Ondernemingspensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2017;469910;445649;1524037
322;Ondernemingspensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2018;526860;510128;1909007
323;Ondernemingspensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2019;463920;481128;1697764
324;Ondernemingspensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2020;456030;466254;1999825
325;Ondernemingspensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2021;249760;270525;628042
326;Ondernemingspensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2022;275900;318290;836166
327;Ondernemingspensioenfonds;Premieovereenkomst;Totaal pensioenaanspraken;2023;301900;378302;1846936
328;Ondernemingspensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2016;182000;232527;1181006
329;Ondernemingspensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2017;177180;250846;1329233
330;Ondernemingspensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2018;207010;276748;1675627
331;Ondernemingspensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2019;172530;212352;1428989
332;Ondernemingspensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2020;173990;258067;1791637
333;Ondernemingspensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2021;71370;127514;485032
334;Ondernemingspensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2022;91450;149236;667112
335;Ondernemingspensioenfonds;Premieovereenkomst;Actieve pensioenaanspraken;2023;115740;212714;1681348
336;Ondernemingspensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2016;296070;169911;169911
337;Ondernemingspensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2017;292730;194804;194804
338;Ondernemingspensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2018;319850;233380;233380
339;Ondernemingspensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2019;291390;268775;268775
340;Ondernemingspensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2020;282030;208188;208188
341;Ondernemingspensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2021;178400;143011;143011
342;Ondernemingspensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2022;184450;169055;169055
343;Ondernemingspensioenfonds;Premieovereenkomst;Niet-actieve pensioenaanspraken;2023;186160;165589;165589
344;Ondernemingspensioenfonds;Premieovereenkomst;Onbekend;2016;0;0;0
345;Ondernemingspensioenfonds;Premieovereenkomst;Onbekend;2017;0;0;0
346;Ondernemingspensioenfonds;Premieovereenkomst;Onbekend;2018;0;0;0
347;Ondernemingspensioenfonds;Premieovereenkomst;Onbekend;2019;0;0;0
348;Ondernemingspensioenfonds;Premieovereenkomst;Onbekend;2020;0;0;0
349;Ondernemingspensioenfonds;Premieovereenkomst;Onbekend;2021;0;0;0
350;Ondernemingspensioenfonds;Premieovereenkomst;Onbekend;2022;0;0;0
351;Ondernemingspensioenfonds;Premieovereenkomst;Onbekend;2023;0;0;0
352;Ondernemingspensioenfonds;Onbekend;Totaal pensioenaanspraken;2016;0;0;0
353;Ondernemingspensioenfonds;Onbekend;Totaal pensioenaanspraken;2017;0;0;0
354;Ondernemingspensioenfonds;Onbekend;Totaal pensioenaanspraken;2018;0;0;0
355;Ondernemingspensioenfonds;Onbekend;Totaal pensioenaanspraken;2019;0;0;0
356;Ondernemingspensioenfonds;Onbekend;Totaal pensioenaanspraken;2020;0;0;0
357;Ondernemingspensioenfonds;Onbekend;Totaal pensioenaanspraken;2021;0;0;0
358;Ondernemingspensioenfonds;Onbekend;Totaal pensioenaanspraken;2022;0;0;0
359;Ondernemingspensioenfonds;Onbekend;Totaal pensioenaanspraken;2023;0;0;0
360;Ondernemingspensioenfonds;Onbekend;Actieve pensioenaanspraken;2016;0;0;0
361;Ondernemingspensioenfonds;Onbekend;Actieve pensioenaanspraken;2017;0;0;0
362;Ondernemingspensioenfonds;Onbekend;Actieve pensioenaanspraken;2018;0;0;0
363;Ondernemingspensioenfonds;Onbekend;Actieve pensioenaanspraken;2019;0;0;0
364;Ondernemingspensioenfonds;Onbekend;Actieve pensioenaanspraken;2020;0;0;0
365;Ondernemingspensioenfonds;Onbekend;Actieve pensioenaanspraken;2021;0;0;0
366;Ondernemingspensioenfonds;Onbekend;Actieve pensioenaanspraken;2022;0;0;0
367;Ondernemingspensioenfonds;Onbekend;Actieve pensioenaanspraken;2023;0;0;0
368;Ondernemingspensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2016;0;0;0
369;Ondernemingspensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2017;0;0;0
370;Ondernemingspensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2018;0;0;0
371;Ondernemingspensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2019;0;0;0
372;Ondernemingspensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2020;0;0;0
373;Ondernemingspensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2021;0;0;0
374;Ondernemingspensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2022;0;0;0
375;Ondernemingspensioenfonds;Onbekend;Niet-actieve pensioenaanspraken;2023;0;0;0
376;Ondernemingspensioenfonds;Onbekend;Onbekend;2016;0;0;0
377;Ondernemingspensioenfonds;Onbekend;Onbekend;2017;0;0;0
378;Ondernemingspensioenfonds;Onbekend;Onbekend;2018;0;0;0
379;Ondernemingspensioenfonds;Onbekend;Onbekend;2019;0;0;0
380;Ondernemingspensioenfonds;Onbekend;Onbekend;2020;0;0;0
381;Ondernemingspensioenfonds;Onbekend;Onbekend;2021;0;0;0
382;Ondernemingspensioenfonds;Onbekend;Onbekend;2022;0;0;0
383;Ondernemingspensioenfonds;Onbekend;Onbekend;2023;0;0;0
384;Pensioenverzekeraar;Totaal ;Totaal pensioenaanspraken;2016;4216470;6292101;12289998
385;Pensioenverzekeraar;Totaal ;Totaal pensioenaanspraken;2017;4237000;6677655;12530552
386;Pensioenverzekeraar;Totaal ;Totaal pensioenaanspraken;2018;4111500;6529875;12148594
387;Pensioenverzekeraar;Totaal ;Totaal pensioenaanspraken;2019;3998370;6465715;12246070
388;Pensioenverzekeraar;Totaal ;Totaal pensioenaanspraken;2020;4389540;7150544;14583579
389;Pensioenverzekeraar;Totaal ;Totaal pensioenaanspraken;2021;4756760;7821639;15744801
390;Pensioenverzekeraar;Totaal ;Totaal pensioenaanspraken;2022;4498840;9302257;20581506
391;Pensioenverzekeraar;Totaal ;Totaal pensioenaanspraken;2023;4878990;9629228;21344145
392;Pensioenverzekeraar;Totaal ;Actieve pensioenaanspraken;2016;1215180;2289993;8287891
393;Pensioenverzekeraar;Totaal ;Actieve pensioenaanspraken;2017;1019740;2214283;8067180
394;Pensioenverzekeraar;Totaal ;Actieve pensioenaanspraken;2018;836750;1629680;7248399
395;Pensioenverzekeraar;Totaal ;Actieve pensioenaanspraken;2019;720500;1308419;7088775
396;Pensioenverzekeraar;Totaal ;Actieve pensioenaanspraken;2020;779780;1514156;8947192
397;Pensioenverzekeraar;Totaal ;Actieve pensioenaanspraken;2021;880520;1822182;9745344
398;Pensioenverzekeraar;Totaal ;Actieve pensioenaanspraken;2022;833240;2492149;13771399
399;Pensioenverzekeraar;Totaal ;Actieve pensioenaanspraken;2023;884920;2514293;14229211
400;Pensioenverzekeraar;Totaal ;Niet-actieve pensioenaanspraken;2016;3001290;4002107;4002107
401;Pensioenverzekeraar;Totaal ;Niet-actieve pensioenaanspraken;2017;3217260;4463372;4463372
402;Pensioenverzekeraar;Totaal ;Niet-actieve pensioenaanspraken;2018;3274760;4900195;4900195
403;Pensioenverzekeraar;Totaal ;Niet-actieve pensioenaanspraken;2019;3277860;5157295;5157295
404;Pensioenverzekeraar;Totaal ;Niet-actieve pensioenaanspraken;2020;3609760;5636388;5636388
405;Pensioenverzekeraar;Totaal ;Niet-actieve pensioenaanspraken;2021;3876240;5999457;5999457
406;Pensioenverzekeraar;Totaal ;Niet-actieve pensioenaanspraken;2022;3665590;6810108;6810108
407;Pensioenverzekeraar;Totaal ;Niet-actieve pensioenaanspraken;2023;3994070;7114935;7114935
408;Pensioenverzekeraar;Totaal ;Onbekend;2016;0;0;0
409;Pensioenverzekeraar;Totaal ;Onbekend;2017;0;0;0
410;Pensioenverzekeraar;Totaal ;Onbekend;2018;0;0;0
411;Pensioenverzekeraar;Totaal ;Onbekend;2019;0;0;0
412;Pensioenverzekeraar;Totaal ;Onbekend;2020;0;0;0
413;Pensioenverzekeraar;Totaal ;Onbekend;2021;0;0;0
414;Pensioenverzekeraar;Totaal ;Onbekend;2022;0;0;0
415;Pensioenverzekeraar;Totaal ;Onbekend;2023;0;0;0
416;Pensioenverzekeraar;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2016;2082080;4111915;6828124
417;Pensioenverzekeraar;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2017;1913890;4219488;6607587
418;Pensioenverzekeraar;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2018;1869080;4185068;6177994
419;Pensioenverzekeraar;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2019;1873680;4168264;5684039
420;Pensioenverzekeraar;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2020;1837960;4047998;5084366
421;Pensioenverzekeraar;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2021;1817510;3947620;4664183
422;Pensioenverzekeraar;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2022;1568050;3420272;3882391
423;Pensioenverzekeraar;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2023;1748330;3834445;4364344
424;Pensioenverzekeraar;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2016;575290;1392035;4108244
425;Pensioenverzekeraar;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2017;420860;1305577;3693676
426;Pensioenverzekeraar;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2018;330110;938451;2931377
427;Pensioenverzekeraar;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2019;224890;605632;2121407
428;Pensioenverzekeraar;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2020;167220;441259;1477628
429;Pensioenverzekeraar;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2021;128350;349234;1065797
430;Pensioenverzekeraar;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2022;56880;158801;620920
431;Pensioenverzekeraar;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2023;61900;174306;704204
432;Pensioenverzekeraar;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2016;1506790;2719880;2719880
433;Pensioenverzekeraar;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2017;1493020;2913911;2913911
434;Pensioenverzekeraar;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2018;1538970;3246617;3246617
435;Pensioenverzekeraar;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2019;1648780;3562632;3562632
436;Pensioenverzekeraar;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2020;1670740;3606739;3606739
437;Pensioenverzekeraar;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2021;1689160;3598386;3598386
438;Pensioenverzekeraar;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2022;1511170;3261471;3261471
439;Pensioenverzekeraar;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2023;1686430;3660140;3660140
440;Pensioenverzekeraar;Uitkeringsovereenkomst;Onbekend;2016;0;0;0
441;Pensioenverzekeraar;Uitkeringsovereenkomst;Onbekend;2017;0;0;0
442;Pensioenverzekeraar;Uitkeringsovereenkomst;Onbekend;2018;0;0;0
443;Pensioenverzekeraar;Uitkeringsovereenkomst;Onbekend;2019;0;0;0
444;Pensioenverzekeraar;Uitkeringsovereenkomst;Onbekend;2020;0;0;0
445;Pensioenverzekeraar;Uitkeringsovereenkomst;Onbekend;2021;0;0;0
446;Pensioenverzekeraar;Uitkeringsovereenkomst;Onbekend;2022;0;0;0
447;Pensioenverzekeraar;Uitkeringsovereenkomst;Onbekend;2023;0;0;0
448;Pensioenverzekeraar;Premieovereenkomst;Totaal pensioenaanspraken;2016;2134390;2180185;5461874
449;Pensioenverzekeraar;Premieovereenkomst;Totaal pensioenaanspraken;2017;2323120;2458167;5922965
450;Pensioenverzekeraar;Premieovereenkomst;Totaal pensioenaanspraken;2018;2242420;2344807;5970600
451;Pensioenverzekeraar;Premieovereenkomst;Totaal pensioenaanspraken;2019;2124690;2297451;6562031
452;Pensioenverzekeraar;Premieovereenkomst;Totaal pensioenaanspraken;2020;2551580;3102546;9499213
453;Pensioenverzekeraar;Premieovereenkomst;Totaal pensioenaanspraken;2021;2939250;3874019;11080618
454;Pensioenverzekeraar;Premieovereenkomst;Totaal pensioenaanspraken;2022;2930790;5881984;16699115
455;Pensioenverzekeraar;Premieovereenkomst;Totaal pensioenaanspraken;2023;3130660;5794782;16979801
456;Pensioenverzekeraar;Premieovereenkomst;Actieve pensioenaanspraken;2016;639890;897958;4179647
457;Pensioenverzekeraar;Premieovereenkomst;Actieve pensioenaanspraken;2017;598880;908706;4373504
458;Pensioenverzekeraar;Premieovereenkomst;Actieve pensioenaanspraken;2018;506640;691228;4317021
459;Pensioenverzekeraar;Premieovereenkomst;Actieve pensioenaanspraken;2019;495610;702788;4967368
460;Pensioenverzekeraar;Premieovereenkomst;Actieve pensioenaanspraken;2020;612560;1072897;7469564
461;Pensioenverzekeraar;Premieovereenkomst;Actieve pensioenaanspraken;2021;752170;1472948;8679547
462;Pensioenverzekeraar;Premieovereenkomst;Actieve pensioenaanspraken;2022;776360;2333348;13150478
463;Pensioenverzekeraar;Premieovereenkomst;Actieve pensioenaanspraken;2023;823020;2339987;13525007
464;Pensioenverzekeraar;Premieovereenkomst;Niet-actieve pensioenaanspraken;2016;1494500;1282227;1282227
465;Pensioenverzekeraar;Premieovereenkomst;Niet-actieve pensioenaanspraken;2017;1724240;1549460;1549460
466;Pensioenverzekeraar;Premieovereenkomst;Niet-actieve pensioenaanspraken;2018;1735790;1653578;1653578
467;Pensioenverzekeraar;Premieovereenkomst;Niet-actieve pensioenaanspraken;2019;1629080;1594663;1594663
468;Pensioenverzekeraar;Premieovereenkomst;Niet-actieve pensioenaanspraken;2020;1939020;2029649;2029649
469;Pensioenverzekeraar;Premieovereenkomst;Niet-actieve pensioenaanspraken;2021;2187080;2401072;2401072
470;Pensioenverzekeraar;Premieovereenkomst;Niet-actieve pensioenaanspraken;2022;2154420;3548637;3548637
471;Pensioenverzekeraar;Premieovereenkomst;Niet-actieve pensioenaanspraken;2023;2307640;3454795;3454795
472;Pensioenverzekeraar;Premieovereenkomst;Onbekend;2016;0;0;0
473;Pensioenverzekeraar;Premieovereenkomst;Onbekend;2017;0;0;0
474;Pensioenverzekeraar;Premieovereenkomst;Onbekend;2018;0;0;0
475;Pensioenverzekeraar;Premieovereenkomst;Onbekend;2019;0;0;0
476;Pensioenverzekeraar;Premieovereenkomst;Onbekend;2020;0;0;0
477;Pensioenverzekeraar;Premieovereenkomst;Onbekend;2021;0;0;0
478;Pensioenverzekeraar;Premieovereenkomst;Onbekend;2022;0;0;0
479;Pensioenverzekeraar;Premieovereenkomst;Onbekend;2023;0;0;0
480;Pensioenverzekeraar;Onbekend;Totaal pensioenaanspraken;2016;0;0;0
481;Pensioenverzekeraar;Onbekend;Totaal pensioenaanspraken;2017;0;0;0
482;Pensioenverzekeraar;Onbekend;Totaal pensioenaanspraken;2018;0;0;0
483;Pensioenverzekeraar;Onbekend;Totaal pensioenaanspraken;2019;0;0;0
484;Pensioenverzekeraar;Onbekend;Totaal pensioenaanspraken;2020;0;0;0
485;Pensioenverzekeraar;Onbekend;Totaal pensioenaanspraken;2021;0;0;0
486;Pensioenverzekeraar;Onbekend;Totaal pensioenaanspraken;2022;0;0;0
487;Pensioenverzekeraar;Onbekend;Totaal pensioenaanspraken;2023;0;0;0
488;Pensioenverzekeraar;Onbekend;Actieve pensioenaanspraken;2016;0;0;0
489;Pensioenverzekeraar;Onbekend;Actieve pensioenaanspraken;2017;0;0;0
490;Pensioenverzekeraar;Onbekend;Actieve pensioenaanspraken;2018;0;0;0
491;Pensioenverzekeraar;Onbekend;Actieve pensioenaanspraken;2019;0;0;0
492;Pensioenverzekeraar;Onbekend;Actieve pensioenaanspraken;2020;0;0;0
493;Pensioenverzekeraar;Onbekend;Actieve pensioenaanspraken;2021;0;0;0
494;Pensioenverzekeraar;Onbekend;Actieve pensioenaanspraken;2022;0;0;0
495;Pensioenverzekeraar;Onbekend;Actieve pensioenaanspraken;2023;0;0;0
496;Pensioenverzekeraar;Onbekend;Niet-actieve pensioenaanspraken;2016;0;0;0
497;Pensioenverzekeraar;Onbekend;Niet-actieve pensioenaanspraken;2017;0;0;0
498;Pensioenverzekeraar;Onbekend;Niet-actieve pensioenaanspraken;2018;0;0;0
499;Pensioenverzekeraar;Onbekend;Niet-actieve pensioenaanspraken;2019;0;0;0
500;Pensioenverzekeraar;Onbekend;Niet-actieve pensioenaanspraken;2020;0;0;0
501;Pensioenverzekeraar;Onbekend;Niet-actieve pensioenaanspraken;2021;0;0;0
502;Pensioenverzekeraar;Onbekend;Niet-actieve pensioenaanspraken;2022;0;0;0
503;Pensioenverzekeraar;Onbekend;Niet-actieve pensioenaanspraken;2023;0;0;0
504;Pensioenverzekeraar;Onbekend;Onbekend;2016;0;0;0
505;Pensioenverzekeraar;Onbekend;Onbekend;2017;0;0;0
506;Pensioenverzekeraar;Onbekend;Onbekend;2018;0;0;0
507;Pensioenverzekeraar;Onbekend;Onbekend;2019;0;0;0
508;Pensioenverzekeraar;Onbekend;Onbekend;2020;0;0;0
509;Pensioenverzekeraar;Onbekend;Onbekend;2021;0;0;0
510;Pensioenverzekeraar;Onbekend;Onbekend;2022;0;0;0
511;Pensioenverzekeraar;Onbekend;Onbekend;2023;0;0;0
512;Overige pensioenuitvoerders;Totaal ;Totaal pensioenaanspraken;2016;492370;1349960;3602924
513;Overige pensioenuitvoerders;Totaal ;Totaal pensioenaanspraken;2017;591590;1516502;4739455
514;Overige pensioenuitvoerders;Totaal ;Totaal pensioenaanspraken;2018;783640;1799152;6035643
515;Overige pensioenuitvoerders;Totaal ;Totaal pensioenaanspraken;2019;1122960;2304981;8393238
516;Overige pensioenuitvoerders;Totaal ;Totaal pensioenaanspraken;2020;896190;2321528;7511860
517;Overige pensioenuitvoerders;Totaal ;Totaal pensioenaanspraken;2021;1054820;2462823;7478918
518;Overige pensioenuitvoerders;Totaal ;Totaal pensioenaanspraken;2022;1244140;3944526;11929980
519;Overige pensioenuitvoerders;Totaal ;Totaal pensioenaanspraken;2023;1338670;3818848;11744663
520;Overige pensioenuitvoerders;Totaal ;Actieve pensioenaanspraken;2016;328080;1026563;3279527
521;Overige pensioenuitvoerders;Totaal ;Actieve pensioenaanspraken;2017;374560;1136275;4359228
522;Overige pensioenuitvoerders;Totaal ;Actieve pensioenaanspraken;2018;459200;1271499;5507991
523;Overige pensioenuitvoerders;Totaal ;Actieve pensioenaanspraken;2019;565510;1478789;7567045
524;Overige pensioenuitvoerders;Totaal ;Actieve pensioenaanspraken;2020;467010;1524972;6715305
525;Overige pensioenuitvoerders;Totaal ;Actieve pensioenaanspraken;2021;529120;1345401;6361496
526;Overige pensioenuitvoerders;Totaal ;Actieve pensioenaanspraken;2022;616670;2002900;9988355
527;Overige pensioenuitvoerders;Totaal ;Actieve pensioenaanspraken;2023;643530;1950129;9875944
528;Overige pensioenuitvoerders;Totaal ;Niet-actieve pensioenaanspraken;2016;164290;323397;323397
529;Overige pensioenuitvoerders;Totaal ;Niet-actieve pensioenaanspraken;2017;217020;380227;380227
530;Overige pensioenuitvoerders;Totaal ;Niet-actieve pensioenaanspraken;2018;324440;527653;527653
531;Overige pensioenuitvoerders;Totaal ;Niet-actieve pensioenaanspraken;2019;557450;826192;826192
532;Overige pensioenuitvoerders;Totaal ;Niet-actieve pensioenaanspraken;2020;429170;796556;796556
533;Overige pensioenuitvoerders;Totaal ;Niet-actieve pensioenaanspraken;2021;525690;1117422;1117422
534;Overige pensioenuitvoerders;Totaal ;Niet-actieve pensioenaanspraken;2022;627480;1941626;1941626
535;Overige pensioenuitvoerders;Totaal ;Niet-actieve pensioenaanspraken;2023;695140;1868719;1868719
536;Overige pensioenuitvoerders;Totaal ;Onbekend;2016;0;0;0
537;Overige pensioenuitvoerders;Totaal ;Onbekend;2017;0;0;0
538;Overige pensioenuitvoerders;Totaal ;Onbekend;2018;0;0;0
539;Overige pensioenuitvoerders;Totaal ;Onbekend;2019;0;0;0
540;Overige pensioenuitvoerders;Totaal ;Onbekend;2020;0;0;0
541;Overige pensioenuitvoerders;Totaal ;Onbekend;2021;0;0;0
542;Overige pensioenuitvoerders;Totaal ;Onbekend;2022;0;0;0
543;Overige pensioenuitvoerders;Totaal ;Onbekend;2023;0;0;0
544;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2016;142350;1017681;1885322
545;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2017;132110;1061188;2006161
546;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2018;166290;1175862;2195364
547;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2019;174610;1180431;2284929
548;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2020;215370;1332800;2391962
549;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2021;218510;1158886;1963160
550;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2022;222020;1243596;2076940
551;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Totaal pensioenaanspraken;2023;210100;1235159;2089033
552;Overige pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2016;89930;783051;1650691
