ID;WisselingWerkgever;PositieInWerkkringVoorgaandePeriode;Persoonskenmerken;Perioden;Werknemer_1
4093;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2016 2e kwartaal;531.0
4094;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2016 3e kwartaal;516.0
4095;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2016 4e kwartaal;527.0
4096;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2017 1e kwartaal;534.0
4097;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2017 2e kwartaal;528.0
4098;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2017 3e kwartaal;531.0
4099;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2017 4e kwartaal;504.0
4100;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2018 1e kwartaal;532.0
4101;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2018 2e kwartaal;550.0
4102;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2018 3e kwartaal;554.0
4103;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2018 4e kwartaal;541.0
4104;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2019 1e kwartaal;550.0
4105;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2019 2e kwartaal;563.0
4106;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2019 3e kwartaal;545.0
4107;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2019 4e kwartaal;530.0
4108;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2020 1e kwartaal;496.0
4109;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2020 2e kwartaal;482.0
4110;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2020 3e kwartaal;510.0
4111;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2020 4e kwartaal;494.0
4112;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2021 1e kwartaal;
4113;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2021 2e kwartaal;372.0
4114;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2021 3e kwartaal;384.0
4115;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2021 4e kwartaal;373.0
4116;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2022 1e kwartaal;393.0
4117;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2022 2e kwartaal;408.0
4118;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2022 3e kwartaal;416.0
4119;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2022 4e kwartaal;392.0
4120;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2023 1e kwartaal;410.0
4121;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2023 2e kwartaal;413.0
4122;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2023  3e kwartaal;420.0
4123;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2023 4e kwartaal;413.0
4124;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2024 1e kwartaal;420.0
4125;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2024 2e kwartaal;407.0
4126;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2024 3e kwartaal;389.0
4127;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 75 jaar;2024 4e kwartaal;398.0
4128;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2013 1e kwartaal;621.0
4129;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2013 2e kwartaal;598.0
4130;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2013 3e kwartaal;553.0
4131;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2013 4e kwartaal;576.0
4132;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2014 1e kwartaal;590.0
4133;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2014 2e kwartaal;562.0
4134;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2014 3e kwartaal;535.0
4135;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2014 4e kwartaal;580.0
4136;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2015 1e kwartaal;588.0
4137;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2015 2e kwartaal;579.0
4138;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2015 3e kwartaal;564.0
4139;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2015 4e kwartaal;580.0
4140;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2016 1e kwartaal;601.0
4141;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2016 2e kwartaal;603.0
4142;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2016 3e kwartaal;562.0
4143;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2016 4e kwartaal;604.0
4144;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2017 1e kwartaal;648.0
4145;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2017 2e kwartaal;599.0
4146;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2017 3e kwartaal;572.0
4147;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2017 4e kwartaal;600.0
4148;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2018 1e kwartaal;633.0
4149;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2018 2e kwartaal;643.0
4150;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2018 3e kwartaal;606.0
4151;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2018 4e kwartaal;610.0
4152;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2019 1e kwartaal;666.0
4153;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2019 2e kwartaal;646.0
4154;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2019 3e kwartaal;614.0
4155;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2019 4e kwartaal;625.0
4156;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2020 1e kwartaal;637.0
4157;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2020 2e kwartaal;590.0
4158;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2020 3e kwartaal;498.0
4159;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2020 4e kwartaal;543.0
4160;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;
4161;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;511.0
4162;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;476.0
4163;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;504.0
4164;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;560.0
4165;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;548.0
4166;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;533.0
4167;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;534.0
4168;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;577.0
4169;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;602.0
4170;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2023  3e kwartaal;570.0
4171;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;595.0
4172;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;628.0
4173;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;630.0
4174;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;571.0
4175;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;576.0
4176;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2013 1e kwartaal;811.0
4177;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2013 2e kwartaal;818.0
4178;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2013 3e kwartaal;850.0
4179;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2013 4e kwartaal;841.0
4180;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2014 1e kwartaal;812.0
4181;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2014 2e kwartaal;840.0
4182;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2014 3e kwartaal;881.0
4183;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2014 4e kwartaal;837.0
4184;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2015 1e kwartaal;864.0
4185;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2015 2e kwartaal;887.0
4186;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2015 3e kwartaal;923.0
4187;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2015 4e kwartaal;877.0
4188;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2016 1e kwartaal;860.0
4189;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2016 2e kwartaal;848.0
4190;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2016 3e kwartaal;889.0
4191;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2016 4e kwartaal;900.0
4192;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2017 1e kwartaal;887.0
4193;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2017 2e kwartaal;911.0
4194;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2017 3e kwartaal;900.0
4195;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2017 4e kwartaal;906.0
4196;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2018 1e kwartaal;926.0
4197;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2018 2e kwartaal;897.0
4198;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2018 3e kwartaal;937.0
4199;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2018 4e kwartaal;918.0
4200;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2019 1e kwartaal;895.0
4201;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2019 2e kwartaal;901.0
4202;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2019 3e kwartaal;925.0
4203;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2019 4e kwartaal;886.0
4204;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2020 1e kwartaal;856.0
4205;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2020 2e kwartaal;862.0
4206;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2020 3e kwartaal;809.0
4207;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2020 4e kwartaal;784.0
4208;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2021 1e kwartaal;
4209;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2021 2e kwartaal;766.0
4210;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2021 3e kwartaal;749.0
4211;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2021 4e kwartaal;780.0
4212;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2022 1e kwartaal;805.0
4213;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2022 2e kwartaal;794.0
4214;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2022 3e kwartaal;811.0
4215;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2022 4e kwartaal;830.0
4216;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2023 1e kwartaal;847.0
4217;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2023 2e kwartaal;871.0
4218;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2023  3e kwartaal;860.0
4219;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2023 4e kwartaal;839.0
4220;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2024 1e kwartaal;853.0
4221;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2024 2e kwartaal;844.0
4222;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2024 3e kwartaal;812.0
4223;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2024 4e kwartaal;791.0
4224;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2013 1e kwartaal;507.0
4225;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2013 2e kwartaal;515.0
4226;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2013 3e kwartaal;538.0
4227;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2013 4e kwartaal;545.0
4228;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2014 1e kwartaal;556.0
4229;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2014 2e kwartaal;587.0
4230;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2014 3e kwartaal;573.0
4231;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2014 4e kwartaal;575.0
4232;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2015 1e kwartaal;556.0
4233;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2015 2e kwartaal;548.0
4234;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2015 3e kwartaal;544.0
4235;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2015 4e kwartaal;564.0
4236;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2016 1e kwartaal;562.0
4237;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2016 2e kwartaal;595.0
4238;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2016 3e kwartaal;571.0
4239;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2016 4e kwartaal;565.0
4240;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2017 1e kwartaal;583.0
4241;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2017 2e kwartaal;630.0
4242;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2017 3e kwartaal;625.0
4243;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2017 4e kwartaal;601.0
4244;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2018 1e kwartaal;623.0
4245;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2018 2e kwartaal;625.0
4246;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2018 3e kwartaal;608.0
4247;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2018 4e kwartaal;624.0
4248;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2019 1e kwartaal;624.0
4249;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2019 2e kwartaal;606.0
4250;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2019 3e kwartaal;596.0
4251;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2019 4e kwartaal;581.0
4252;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2020 1e kwartaal;561.0
4253;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2020 2e kwartaal;571.0
4254;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2020 3e kwartaal;616.0
4255;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2020 4e kwartaal;609.0
4256;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2021 1e kwartaal;
4257;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2021 2e kwartaal;622.0
4258;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2021 3e kwartaal;640.0
4259;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2021 4e kwartaal;656.0
4260;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2022 1e kwartaal;666.0
4261;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2022 2e kwartaal;719.0
4262;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2022 3e kwartaal;671.0
4263;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2022 4e kwartaal;666.0
4264;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2023 1e kwartaal;680.0
4265;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2023 2e kwartaal;683.0
4266;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2023  3e kwartaal;653.0
4267;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2023 4e kwartaal;654.0
4268;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2024 1e kwartaal;660.0
4269;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2024 2e kwartaal;668.0
4270;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2024 3e kwartaal;663.0
4271;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2024 4e kwartaal;671.0
4272;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: onbekend;2013 1e kwartaal;31.0
4273;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: onbekend;2013 2e kwartaal;38.0
4274;Geen wisseling: flexibele arbeidsrelatie;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: onbekend;2013 3e kwartaal;29.0
