ID;PrognoseInterval;Perioden;BevolkingOp1Januari_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarEnOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarEnOuder_7;TotaleDruk_8;GroeneDruk_9;GrijzeDruk_10;LevendGeborenKinderen_11;TotaalVruchtbaarheidscijfer_12;Overledenen_13;Totaal_14;Mannen_15;Vrouwen_16;Totaal_17;Mannen_18;Vrouwen_19;Immigratie_20;EmigratieInclusiefCorrecties_21;MigratiesaldoInclusiefCorrecties_22
0;Prognose;2022;;;;;;;;;;;167881;1.49;169385;81.71;80.19;83.2;19.78;18.62;20.87;402459;174394;228065
1;Prognose;2023;17817233.0;3758991.0;10455694.0;3602547.0;21.1;58.7;20.2;70.4;36.0;34.5;173773;1.51;163456;82.27;80.69;83.82;20.19;18.98;21.33;365563;194191;171372
2;Prognose;2024;17998922.0;3757896.0;10555112.0;3685914.0;20.9;58.6;20.5;70.5;35.6;34.9;181510;1.56;161864;82.63;81.03;84.21;20.45;19.23;21.62;321685;210126;111559
3;Prognose;2025;18130127.0;3754811.0;10601969.0;3773348.0;20.7;58.5;20.8;71.0;35.4;35.6;187454;1.59;162326;82.89;81.28;84.48;20.64;19.41;21.81;309372;223891;85481
4;Prognose;2026;18240737.0;3758622.0;10621487.0;3860628.0;20.6;58.2;21.2;71.7;35.4;36.3;190889;1.61;163811;83.1;81.49;84.69;20.78;19.56;21.96;296002;233440;62562
5;Prognose;2027;18330378.0;3761356.0;10617870.0;3951152.0;20.5;57.9;21.6;72.6;35.4;37.2;193502;1.62;165835;83.28;81.68;84.87;20.92;19.7;22.09;297164;237196;59968
6;Prognose;2028;18418013.0;3770445.0;10606528.0;4041040.0;20.5;57.6;21.9;73.6;35.5;38.1;196000;1.63;167939;83.47;81.86;85.06;21.05;19.83;22.22;298553;238714;59839
7;Prognose;2029;18505912.0;3778842.0;10594629.0;4132441.0;20.4;57.2;22.3;74.7;35.7;39.0;199171;1.65;170578;83.63;82.02;85.22;21.16;19.94;22.34;298096;239554;58542
8;Prognose;2030;18593047.0;3789942.0;10578832.0;4224272.0;20.4;56.9;22.7;75.8;35.8;39.9;201874;1.66;173249;83.79;82.18;85.39;21.27;20.05;22.46;296781;239785;56996
9;Prognose;2031;18678668.0;3804487.0;10565821.0;4308360.0;20.4;56.6;23.1;76.8;36.0;40.8;203949;1.67;175939;83.94;82.33;85.56;21.39;20.16;22.58;296341;239810;56531
10;Prognose;2032;18763209.0;3825820.0;10551611.0;4385778.0;20.4;56.2;23.4;77.8;36.3;41.6;205641;1.68;178620;84.1;82.48;85.73;21.5;20.27;22.71;295627;239815;55812
11;Prognose;2033;18846043.0;3851997.0;10535193.0;4458853.0;20.4;55.9;23.7;78.9;36.6;42.3;206985;1.69;181266;84.26;82.64;85.9;21.62;20.38;22.83;294901;239710;55191
12;Prognose;2034;18926953.0;3883888.0;10511947.0;4531119.0;20.5;55.5;23.9;80.1;36.9;43.1;207807;1.7;183873;84.42;82.79;86.07;21.73;20.49;22.96;294116;239530;54586
13;Prognose;2035;19005474.0;3912936.0;10481954.0;4610584.0;20.6;55.2;24.3;81.3;37.3;44.0;207835;1.7;186354;84.58;82.94;86.23;21.85;20.6;23.09;294056;239507;54549
14;Prognose;2036;19081504.0;3946171.0;10453479.0;4681854.0;20.7;54.8;24.5;82.5;37.7;44.8;206999;1.7;188752;84.74;83.09;86.4;21.97;20.71;23.21;293943;239605;54338
15;Prognose;2037;19154089.0;3977508.0;10435981.0;4740600.0;20.8;54.5;24.7;83.5;38.1;45.4;205595;1.7;191026;84.9;83.24;86.56;22.09;20.82;23.34;293783;239780;54003
16;Prognose;2038;19222660.0;4010031.0;10426580.0;4786049.0;20.9;54.2;24.9;84.4;38.5;45.9;204010;1.7;193156;85.05;83.39;86.73;22.2;20.93;23.46;293616;239921;53695
17;Prognose;2039;19287210.0;4042678.0;10431744.0;4812787.0;21.0;54.1;25.0;84.9;38.8;46.1;202407;1.7;195123;85.21;83.54;86.88;22.32;21.04;23.58;293434;240015;53419
18;Prognose;2040;19347912.0;4073117.0;10444171.0;4830624.0;21.1;54.0;25.0;85.3;39.0;46.3;200730;1.7;196909;85.36;83.68;87.04;22.43;21.15;23.7;293245;240123;53122
19;Prognose;2041;19404855.0;4102885.0;10463553.0;4838417.0;21.1;53.9;24.9;85.5;39.2;46.2;198940;1.7;198528;85.51;83.82;87.2;22.55;21.26;23.82;293030;240197;52833
20;Prognose;2042;19458101.0;4122534.0;10491849.0;4843717.0;21.2;53.9;24.9;85.5;39.3;46.2;197238;1.7;199991;85.66;83.97;87.35;22.66;21.36;23.94;293021;240324;52697
21;Prognose;2043;19508044.0;4150901.0;10510841.0;4846302.0;21.3;53.9;24.8;85.6;39.5;46.1;195728;1.7;201305;85.8;84.11;87.5;22.77;21.47;24.05;293019;240494;52525
22;Prognose;2044;19554991.0;4172166.0;10532450.0;4850375.0;21.3;53.9;24.8;85.7;39.6;46.1;194415;1.7;202476;85.95;84.25;87.65;22.88;21.57;24.17;293026;240718;52308
23;Prognose;2045;19599238.0;4184955.0;10560960.0;4853324.0;21.4;53.9;24.8;85.6;39.6;46.0;193281;1.7;203588;86.09;84.39;87.8;22.99;21.68;24.28;293031;240943;52088
24;Prognose;2046;19641019.0;4191197.0;10587715.0;4862107.0;21.3;53.9;24.8;85.5;39.6;45.9;192359;1.7;204558;86.24;84.53;87.94;23.1;21.78;24.4;293043;241170;51873
25;Prognose;2047;19680693.0;4193275.0;10619665.0;4867753.0;21.3;54.0;24.7;85.3;39.5;45.8;191627;1.7;205484;86.38;84.67;88.09;23.21;21.89;24.51;293046;241389;51657
26;Prognose;2048;19718492.0;4191810.0;10657999.0;4868683.0;21.3;54.1;24.7;85.0;39.3;45.7;191115;1.7;206416;86.52;84.8;88.23;23.32;21.99;24.62;293071;241618;51453
27;Prognose;2049;19754643.0;4187269.0;10698676.0;4868698.0;21.2;54.2;24.6;84.6;39.1;45.5;190839;1.7;207350;86.66;84.94;88.37;23.42;22.09;24.73;293120;241867;51253
28;Prognose;2050;19789385.0;4179369.0;10736735.0;4873281.0;21.1;54.3;24.6;84.3;38.9;45.4;190817;1.7;208253;86.8;85.07;88.51;23.53;22.19;24.84;293201;242088;51113
29;Prognose;2051;19823062.0;4168905.0;10773502.0;4880655.0;21.0;54.3;24.6;84.0;38.7;45.3;191085;1.7;209092;86.93;85.21;88.65;23.64;22.3;24.95;293315;242442;50873
30;Prognose;2052;19855928.0;4156716.0;10807082.0;4892130.0;20.9;54.4;24.6;83.7;38.5;45.3;191659;1.7;209814;87.07;85.34;88.78;23.74;22.4;25.06;293393;242749;50644
31;Prognose;2053;19888417.0;4143646.0;10839712.0;4905059.0;20.8;54.5;24.7;83.5;38.2;45.3;192564;1.7;210390;87.2;85.47;88.92;23.84;22.5;25.16;293475;242996;50479
32;Prognose;2054;19921069.0;4130356.0;10872599.0;4918114.0;20.7;54.6;24.7;83.2;38.0;45.2;193801;1.7;210786;87.33;85.6;89.05;23.95;22.6;25.27;293590;243234;50356
33;Prognose;2055;19954440.0;4117635.0;10901646.0;4935159.0;20.6;54.6;24.7;83.0;37.8;45.3;195335;1.7;210969;87.46;85.73;89.18;24.05;22.7;25.37;293682;243467;50215
34;Prognose;2056;19989021.0;4106494.0;10924143.0;4958384.0;20.5;54.7;24.8;83.0;37.6;45.4;197116;1.7;210912;87.59;85.86;89.31;24.15;22.79;25.48;293780;243672;50108
35;Prognose;2057;20025333.0;4097960.0;10945358.0;4982014.0;20.5;54.7;24.9;83.0;37.4;45.5;199078;1.7;210598;87.72;85.99;89.44;24.25;22.89;25.58;293909;243879;50030
36;Prognose;2058;20063842.0;4092736.0;10964174.0;5006931.0;20.4;54.6;25.0;83.0;37.3;45.7;201156;1.7;210022;87.85;86.11;89.57;24.35;22.99;25.68;293996;244062;49934
37;Prognose;2059;20104909.0;4091120.0;10981968.0;5031821.0;20.3;54.6;25.0;83.1;37.3;45.8;203283;1.7;209180;87.97;86.24;89.69;24.45;23.09;25.78;294077;244240;49837
38;Prognose;2060;20148849.0;4093163.0;10998179.0;5057507.0;20.3;54.6;25.1;83.2;37.2;46.0;205369;1.7;208094;88.1;86.36;89.82;24.54;23.18;25.88;294215;244395;49820
