ID;Sectoren;COFOGOverheidsfuncties;Perioden;TotaalUitgaven_1;BeloningVanWerknemers_2;AankopenGoederenEnDiensten_3;NettoInvesteringen_4;Afschrijvingen_5;SaldoAanEnVerkopenVanNietGepro_6;TotaalInkomenUitVermogen_7;Rente_8;InkomenUitGrondEnMineraleReserves_9;TotaalUitkeringen_10;TotaalSocialeUitkeringenInGeld_11;UitkeringenWettSocVerzInGeld_12;UitkeringenSocialeVoorzieningInGeld_13;TotaalSocialeUitkeringenInNatura_14;UitkeringenWettSocVerzInNatura_15;UitkeringenSocVoorzieningInNatura_16;Subsidies_17;TotaalInkomensoverdrachten_18;InkomensoverdrachtenBinnenDeOverheid_19;InkomensoverdrIvmInternationSamenw_20;OverigeInkomensoverdrachtenNEG_21;TotaalKapitaaloverdrachten_22;Investeringsbijdragen_23;OverigeKapitaaloverdrachten_24;TotaalOverigeUitgaven_25;BelastingenOpProductieEnInvoer_26;UitkSocVerzRechtstrDoorWerkgevers_27
13;Overheid;18300;2008;274781.0;54691.0;44004.0;5456.0;15092.0;-1187.0;13206.0;13202.0;4.0;116688.0;57344.0;41359.0;15985.0;59344.0;50363.0;8981.0;7191.0;10486.0;;3835.0;6651.0;4382.0;2125.0;2257.0;4772.0;594.0;4178.0
14;Overheid;18300;2009;294782.0;57725.0;47388.0;5815.0;15738.0;657.0;12442.0;12438.0;4.0;125450.0;61343.0;43783.0;17560.0;64107.0;54336.0;9771.0;8891.0;8279.0;;3955.0;4324.0;7509.0;1871.0;5638.0;4888.0;611.0;4277.0
15;Overheid;18300;2010;301284.0;59229.0;46869.0;5098.0;16269.0;-423.0;11624.0;11614.0;10.0;131051.0;64682.0;45879.0;18803.0;66369.0;56321.0;10048.0;9196.0;10228.0;;3532.0;6696.0;7386.0;1914.0;5472.0;4757.0;641.0;4116.0
16;Overheid;18300;2011;298715.0;58893.0;45453.0;3411.0;16637.0;-633.0;11945.0;11936.0;9.0;135108.0;66980.0;46909.0;20071.0;68128.0;58130.0;9998.0;8596.0;10017.0;;3367.0;6650.0;4758.0;2066.0;2692.0;4530.0;670.0;3860.0
17;Overheid;18300;2012;302089.0;58649.0;45505.0;3065.0;16957.0;-584.0;10995.0;10984.0;11.0;139988.0;69079.0;48995.0;20084.0;70909.0;61467.0;9442.0;7923.0;10282.0;;3457.0;6825.0;4781.0;2169.0;2612.0;4528.0;699.0;3829.0
18;Overheid;10000;1995;28596.0;3842.0;2706.0;147.0;564.0;-23.0;17199.0;17199.0;0.0;;;;;;;;436.0;2748.0;;1765.0;983.0;933.0;317.0;616.0;44.0;44.0;
19;Overheid;10000;1996;28423.0;3752.0;2777.0;97.0;585.0;-48.0;16955.0;16951.0;4.0;;;;;;;;80.0;3336.0;;1934.0;1402.0;841.0;282.0;559.0;48.0;48.0;
20;Overheid;10000;1997;28531.0;3898.0;2735.0;121.0;619.0;-18.0;16873.0;16869.0;4.0;;;;;;;;36.0;3567.0;;1987.0;1580.0;653.0;222.0;431.0;47.0;47.0;
21;Overheid;10000;1998;29402.0;4008.0;2787.0;148.0;663.0;-197.0;16936.0;16932.0;4.0;;;;;;;;93.0;4022.0;;2037.0;1985.0;890.0;252.0;638.0;52.0;52.0;
22;Overheid;10000;1999;29550.0;4069.0;2929.0;93.0;732.0;-370.0;16521.0;16515.0;6.0;;;;;;;;129.0;4365.0;;2133.0;2232.0;1020.0;324.0;696.0;62.0;62.0;
23;Overheid;10000;2000;29869.0;4459.0;3222.0;203.0;823.0;-185.0;15270.0;15265.0;5.0;;;;;;;;132.0;4989.0;;2611.0;2378.0;892.0;322.0;570.0;64.0;64.0;
24;Overheid;10000;2001;29895.0;4720.0;3532.0;202.0;902.0;-28.0;14193.0;14188.0;5.0;;;;;;;;158.0;5375.0;;2963.0;2412.0;783.0;282.0;501.0;58.0;58.0;
25;Overheid;10000;2002;29930.0;5129.0;3909.0;455.0;1005.0;-42.0;13054.0;13049.0;5.0;;;;;;;;146.0;5424.0;;2836.0;2588.0;787.0;321.0;466.0;63.0;63.0;
26;Overheid;10000;2003;29905.0;5299.0;4141.0;459.0;1096.0;-9.0;12390.0;12386.0;4.0;;;;;;;;140.0;5479.0;;2696.0;2783.0;830.0;312.0;518.0;80.0;80.0;
27;Overheid;10000;2004;30287.0;5294.0;4288.0;197.0;1157.0;-162.0;12202.0;12199.0;3.0;;;;;;;;144.0;6310.0;;2822.0;3488.0;778.0;272.0;506.0;79.0;79.0;
28;Overheid;10000;2005;31233.0;5320.0;4471.0;301.0;1212.0;-246.0;12106.0;12103.0;3.0;;;;;;;;144.0;6876.0;;2927.0;3949.0;972.0;274.0;698.0;77.0;77.0;
29;Overheid;10000;2006;31594.0;5252.0;4247.0;284.0;1307.0;-115.0;11896.0;11893.0;3.0;;;;;;;;251.0;7261.0;;3339.0;3922.0;1137.0;382.0;755.0;74.0;74.0;
30;Overheid;10000;2007;32549.0;5525.0;4329.0;342.0;1439.0;-46.0;12586.0;12583.0;3.0;;;;;;;;246.0;7092.0;;3311.0;3781.0;967.0;265.0;702.0;69.0;69.0;
31;Overheid;10000;2008;34423.0;5633.0;4664.0;436.0;1496.0;-84.0;13205.0;13202.0;3.0;;;;;;;;227.0;7570.0;;3503.0;4067.0;1200.0;285.0;915.0;76.0;76.0;
32;Overheid;10000;2009;32814.0;5832.0;5460.0;507.0;1542.0;-16.0;12442.0;12438.0;4.0;;;;;;;;241.0;5217.0;;3572.0;1645.0;1508.0;229.0;1279.0;81.0;81.0;
33;Overheid;10000;2010;35001.0;6142.0;5445.0;255.0;1577.0;-18.0;11623.0;11614.0;9.0;;;;;;;;298.0;7155.0;;3203.0;3952.0;2444.0;203.0;2241.0;80.0;80.0;
34;Overheid;10000;2011;33149.0;6003.0;5173.0;159.0;1576.0;26.0;11945.0;11936.0;9.0;;;;;;;;232.0;6825.0;;2918.0;3907.0;1112.0;150.0;962.0;98.0;98.0;
35;Overheid;10000;2012;32594.0;6013.0;5440.0;187.0;1586.0;20.0;10995.0;10984.0;11.0;;;;;;;;178.0;7238.0;;3079.0;4159.0;835.0;170.0;665.0;102.0;102.0;
36;Overheid;10100;1995;5748.0;2713.0;1387.0;120.0;412.0;-23.0;0.0;;0.0;;;;;;;;0.0;896.0;;28.0;868.0;206.0;204.0;2.0;37.0;37.0;
37;Overheid;10100;1996;6106.0;2627.0;1404.0;65.0;431.0;-49.0;4.0;;4.0;;;;;;;;0.0;1307.0;;36.0;1271.0;276.0;161.0;115.0;41.0;41.0;
38;Overheid;10100;1997;6653.0;2886.0;1554.0;107.0;464.0;-21.0;4.0;;4.0;;;;;;;;0.0;1499.0;;60.0;1439.0;120.0;120.0;0.0;40.0;40.0;
39;Overheid;10100;1998;7108.0;2843.0;1689.0;177.0;512.0;-197.0;4.0;;4.0;;;;;;;;0.0;1886.0;;57.0;1829.0;149.0;149.0;0.0;45.0;45.0;
40;Overheid;10100;1999;7554.0;3036.0;1827.0;97.0;578.0;-372.0;6.0;;6.0;;;;;;;;0.0;2131.0;;72.0;2059.0;197.0;193.0;4.0;54.0;54.0;
41;Overheid;10100;2000;8707.0;3344.0;2181.0;138.0;655.0;-185.0;5.0;;5.0;;;;;;;;0.0;2286.0;;71.0;2215.0;227.0;222.0;5.0;56.0;56.0;
42;Overheid;10100;2001;9384.0;3607.0;2311.0;161.0;726.0;-28.0;5.0;;5.0;;;;;;;;0.0;2312.0;;74.0;2238.0;239.0;225.0;14.0;51.0;51.0;
43;Overheid;10100;2002;10419.0;3911.0;2445.0;419.0;825.0;-42.0;5.0;;5.0;;;;;;;;0.0;2493.0;;96.0;2397.0;307.0;266.0;41.0;56.0;56.0;
44;Overheid;10100;2003;11045.0;4014.0;2661.0;423.0;910.0;-10.0;4.0;;4.0;;;;;;;;0.0;2668.0;;103.0;2565.0;301.0;264.0;37.0;74.0;74.0;
45;Overheid;10100;2004;11354.0;3987.0;2641.0;192.0;962.0;-164.0;3.0;;3.0;;;;;;;;0.0;3427.0;;170.0;3257.0;233.0;205.0;28.0;73.0;73.0;
46;Overheid;10100;2005;11979.0;3985.0;2889.0;265.0;927.0;-248.0;3.0;;3.0;;;;;;;;0.0;3841.0;;158.0;3683.0;245.0;225.0;20.0;72.0;72.0;
47;Overheid;10100;2006;12095.0;3923.0;2767.0;277.0;969.0;-105.0;3.0;;3.0;;;;;;;;0.0;3831.0;;167.0;3664.0;361.0;319.0;42.0;69.0;69.0;
48;Overheid;10100;2007;12172.0;4147.0;2810.0;306.0;1036.0;-34.0;3.0;;3.0;;;;;;;;0.0;3625.0;;123.0;3502.0;215.0;189.0;26.0;64.0;64.0;
49;Overheid;10100;2008;12751.0;4143.0;3007.0;386.0;1074.0;-90.0;3.0;;3.0;;;;;;;;0.0;3888.0;;114.0;3774.0;270.0;178.0;92.0;70.0;70.0;
50;Overheid;10100;2009;10745.0;4265.0;3108.0;543.0;1147.0;-24.0;4.0;;4.0;;;;;;;;0.0;1500.0;;117.0;1383.0;127.0;120.0;7.0;75.0;75.0;
51;Overheid;10100;2010;13108.0;4503.0;2964.0;380.0;1219.0;-25.0;9.0;;9.0;;;;;;;;0.0;3822.0;;116.0;3706.0;162.0;152.0;10.0;74.0;74.0;
52;Overheid;10100;2011;12584.0;4304.0;2675.0;287.0;1246.0;17.0;9.0;;9.0;;;;;;;;0.0;3816.0;;123.0;3693.0;138.0;128.0;10.0;92.0;92.0;
53;Overheid;10100;2012;12746.0;4292.0;2567.0;268.0;1250.0;13.0;11.0;;11.0;;;;;;;;0.0;4085.0;;120.0;3965.0;165.0;144.0;21.0;95.0;95.0;
54;Overheid;10110;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;Overheid;10110;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;Overheid;10110;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Overheid;10110;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Overheid;10110;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;Overheid;10110;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Overheid;10110;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Overheid;10110;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;Overheid;10110;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Overheid;10110;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;Overheid;10110;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Overheid;10110;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Overheid;10110;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Overheid;10110;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Overheid;10110;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;Overheid;10110;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;Overheid;10110;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;Overheid;10110;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;Overheid;10120;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;Overheid;10120;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;Overheid;10120;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;Overheid;10120;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;Overheid;10120;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;Overheid;10120;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;Overheid;10120;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;Overheid;10120;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Overheid;10120;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;Overheid;10120;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;Overheid;10120;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;Overheid;10120;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;Overheid;10120;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;Overheid;10120;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;Overheid;10120;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;Overheid;10120;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;Overheid;10120;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Overheid;10120;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;Overheid;10130;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;Overheid;10130;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;Overheid;10130;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;Overheid;10130;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;Overheid;10130;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;Overheid;10130;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;Overheid;10130;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;Overheid;10130;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;Overheid;10130;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;Overheid;10130;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;Overheid;10130;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;Overheid;10130;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;Overheid;10130;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;Overheid;10130;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;Overheid;10130;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;Overheid;10130;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;Overheid;10130;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;Overheid;10130;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;Overheid;10131;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;Overheid;10131;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;Overheid;10131;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;Overheid;10131;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Overheid;10131;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;Overheid;10131;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;Overheid;10131;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;Overheid;10131;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;Overheid;10131;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;Overheid;10131;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;Overheid;10131;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;Overheid;10131;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;Overheid;10131;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;Overheid;10131;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;Overheid;10131;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;Overheid;10131;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;Overheid;10131;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;Overheid;10131;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;Overheid;10132;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Overheid;10132;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;Overheid;10132;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;Overheid;10132;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;Overheid;10132;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Overheid;10132;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Overheid;10132;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Overheid;10132;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;Overheid;10132;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Overheid;10132;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;Overheid;10132;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;Overheid;10132;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;Overheid;10132;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Overheid;10132;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Overheid;10132;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;Overheid;10132;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;Overheid;10132;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;Overheid;10132;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Overheid;10133;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;Overheid;10133;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;Overheid;10133;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Overheid;10133;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;Overheid;10133;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;Overheid;10133;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;Overheid;10133;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Overheid;10133;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;Overheid;10133;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Overheid;10133;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Overheid;10133;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Overheid;10133;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Overheid;10133;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Overheid;10133;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Overheid;10133;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Overheid;10133;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Overheid;10133;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Overheid;10133;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Overheid;10140;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;Overheid;10140;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Overheid;10140;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;Overheid;10140;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;Overheid;10140;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;Overheid;10140;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;Overheid;10140;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;Overheid;10140;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;Overheid;10140;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;Overheid;10140;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;Overheid;10140;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;Overheid;10140;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;Overheid;10140;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;Overheid;10140;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;Overheid;10140;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Overheid;10140;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;Overheid;10140;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;Overheid;10140;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Overheid;10200;1995;2599.0;177.0;68.0;3.0;11.0;0.0;0.0;;0.0;;;;;;;;0.0;1696.0;;1671.0;25.0;644.0;101.0;543.0;0.0;0.0;
181;Overheid;10200;1996;2672.0;181.0;80.0;22.0;12.0;0.0;0.0;;0.0;;;;;;;;0.0;1868.0;;1832.0;36.0;509.0;109.0;400.0;0.0;0.0;
182;Overheid;10200;1997;2535.0;86.0;53.0;-11.0;13.0;0.0;0.0;;0.0;;;;;;;;0.0;1905.0;;1864.0;41.0;489.0;99.0;390.0;0.0;0.0;
183;Overheid;10200;1998;3069.0;247.0;109.0;29.0;16.0;0.0;0.0;;0.0;;;;;;;;0.0;1970.0;;1918.0;52.0;698.0;102.0;596.0;0.0;0.0;
184;Overheid;10200;1999;3023.0;85.0;52.0;24.0;19.0;0.0;0.0;;0.0;;;;;;;;0.0;2057.0;;1998.0;59.0;786.0;130.0;656.0;0.0;0.0;
185;Overheid;10200;2000;3373.0;92.0;49.0;45.0;23.0;0.0;0.0;;0.0;;;;;;;;0.0;2501.0;;2455.0;46.0;663.0;98.0;565.0;0.0;0.0;
186;Overheid;10200;2001;3590.0;91.0;44.0;32.0;27.0;0.0;0.0;;0.0;;;;;;;;0.0;2852.0;;2800.0;52.0;544.0;57.0;487.0;0.0;0.0;
187;Overheid;10200;2002;3384.0;86.0;50.0;41.0;31.0;0.0;0.0;;0.0;;;;;;;;0.0;2709.0;;2650.0;59.0;467.0;49.0;418.0;0.0;0.0;
188;Overheid;10200;2003;3310.0;74.0;55.0;35.0;36.0;0.0;0.0;;0.0;;;;;;;;0.0;2581.0;;2499.0;82.0;529.0;48.0;481.0;0.0;0.0;
189;Overheid;10200;2004;3351.0;76.0;53.0;26.0;43.0;0.0;0.0;;0.0;;;;;;;;0.0;2608.0;;2516.0;92.0;545.0;67.0;478.0;0.0;0.0;
190;Overheid;10200;2005;3722.0;79.0;68.0;25.0;49.0;0.0;0.0;;0.0;;;;;;;;0.0;2782.0;;2658.0;124.0;719.0;49.0;670.0;0.0;0.0;
191;Overheid;10200;2006;4116.0;80.0;86.0;19.0;49.0;0.0;0.0;;0.0;;;;;;;;0.0;3164.0;;3048.0;116.0;718.0;63.0;655.0;0.0;0.0;
192;Overheid;10200;2007;4213.0;75.0;101.0;34.0;54.0;0.0;0.0;;0.0;;;;;;;;0.0;3197.0;;3061.0;136.0;752.0;76.0;676.0;0.0;0.0;
193;Overheid;10200;2008;4608.0;77.0;106.0;37.0;58.0;1.0;0.0;;0.0;;;;;;;;0.0;3399.0;;3256.0;143.0;930.0;107.0;823.0;0.0;0.0;
194;Overheid;10200;2009;5107.0;77.0;114.0;40.0;63.0;2.0;0.0;;0.0;;;;;;;;0.0;3430.0;;3311.0;119.0;1381.0;109.0;1272.0;0.0;0.0;
195;Overheid;10200;2010;5604.0;77.0;143.0;-21.0;64.0;2.0;0.0;;0.0;;;;;;;;0.0;3057.0;;2956.0;101.0;2282.0;51.0;2231.0;0.0;0.0;
196;Overheid;10200;2011;4008.0;92.0;154.0;-23.0;65.0;2.0;0.0;;0.0;;;;;;;;0.0;2745.0;;2676.0;69.0;973.0;21.0;952.0;0.0;0.0;
197;Overheid;10200;2012;3881.0;101.0;178.0;-26.0;67.0;1.0;0.0;;0.0;;;;;;;;0.0;2891.0;;2843.0;48.0;669.0;25.0;644.0;0.0;0.0;
198;Overheid;10210;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Overheid;10210;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;
