ID;BedrijfsactiviteitenSBI93;Perioden;RealisatieToegenomen_1;RealisatieGelijkGebleven_2;RealisatieAfgenomen_3;RealisatieSaldo_4;VerwachteProductieToenemen_5;VerwachteProductieGelijkBlijven_6;VerwachteProductieAfnemen_7;VerwachteProductieSaldo_8;Bezettingsgraad_9;ProductiecapaciteitTeGroot_10;ProductiecapaciteitVoldoende_11;ProductiecapaciteitTeKlein_12;ProductiecapaciteitSaldo_13;GeenProductiebelemmeringen_14;BelemmeringDoorOnvoldoendeVraag_15;BelemmeringDoorPersoneelstekort_16;BelemmeringDoorGebrekAanCapaciteit_17;BelemmeringDoorAndereOorzaken_18;OrderontvangstToegenomen_19;OrderontvangstGelijkGebleven_20;OrderontvangstAfgenomen_21;OrderontvangstSaldo_22;OrderontvangstToegenomen_23;OrderontvangstGelijkGebleven_24;OrderontvangstAfgenomen_25;OrderontvangstSaldo_26;OrderontvangstToegenomen_27;OrderontvangstGelijkGebleven_28;OrderontvangstAfgenomen_29;OrderontvangstSaldo_30;OordeelOrderontvangstGroot_31;OordeelOrderontvangstNormaal_32;OordeelOrderontvangstKlein_33;OordeelOrderontvangstSaldo_34;BasisindexcijferJuli2000100_35;OordeelOrderpositieGroot_36;OordeelOrderpositieNormaal_37;OordeelOrderpositieKlein_38;OordeelOrderpositieSaldo_39;BuitenlandseOrderpositieGroot_40;BuitenlandseOrderpositieNormaal_41;BuitenlandseOrderpositieKlein_42;BuitenlandseOrderpositieSaldo_43;VerkoopprijzenStijgen_44;VerkoopprijzenBlijvenGelijk_45;VerkoopprijzenDalen_46;VerkoopprijzenSaldo_47;VoorradenEindproductTeGroot_48;VoorradenEindproductVoldoende_49;VoorradenEindproductTeKlein_50;VoorradenEindproductSaldo_51;ConcurrentiepositieVerbeterd_52;ConcurrentiepositieOngewijzigd_53;ConcurrentiepositieVerslechterd_54;ConcurrentiepositieSaldo_55;ConcurrentiepositieVerbeterd_56;ConcurrentiepositieOngewijzigd_57;ConcurrentiepositieVerslechterd_58;ConcurrentiepositieSaldo_59;ConcurrentiepositieVerbeterd_60;ConcurrentiepositieOngewijzigd_61;ConcurrentiepositieVerslechterd_62;ConcurrentiepositieSaldo_63;AfzetBuitenlandToenemen_64;AfzetBuitenlandGelijkBlijven_65;AfzetBuitenlandAfnemen_66;AfzetBuitenlandSaldo_67;PersoneelssterkteToenemen_68;PersoneelssterkteGelijkBlijven_69;PersoneelssterkteAfnemen_70;PersoneelssterkteSaldo_71;RealisatieProductie_72;VerwachtingProductie_73;OordeelProductiecapaciteit_74;OrdersTotaal_75;OrdersBinnenland_76;OrdersBuitenland_77;OordeelOrderontvangst_78;OordeelTotaleOrderpositie_79;OordeelOrderpositieBuitenland_80;Verkoopprijzen_81;VoorradenEindproduct_82;NederlandseMarkt_83;BinnenEU_84;BuitenEU_85;AfzetBuitenland_86;Personeelssterkte_87
7000;22;2003 september;19.0;49.0;32.0;-13.0;56.0;43.0;1.0;55.0;;;;;;;;;;;9.0;80.0;11.0;-2.0;7.0;77.0;16.0;-9.0;13.0;85.0;2.0;11.0;2.0;61.0;37.0;-35.0;88.9;3.0;69.0;28.0;-25.0;2.0;55.0;33.0;-31.0;0.0;95.0;5.0;-5.0;2.0;93.0;5.0;-3.0;;;;;;;;;;;;;;;;;17.0;46.0;37.0;-20.0;-13.0;55.0;;-2.0;-9.0;11.0;-35.0;-25.0;-31.0;-5.0;-3.0;;;;;-20.0
7001;22;2003 oktober;54.0;23.0;23.0;31.0;40.0;38.0;22.0;18.0;84.1;4.0;85.0;11.0;-7.0;70.0;28.0;0.0;1.0;1.0;28.0;42.0;30.0;-2.0;29.0;39.0;32.0;-3.0;7.0;85.0;8.0;-1.0;1.0;65.0;34.0;-33.0;88.5;2.0;63.0;35.0;-33.0;2.0;57.0;31.0;-29.0;1.0;84.0;15.0;-14.0;2.0;95.0;3.0;-1.0;4.0;69.0;27.0;-23.0;4.0;43.0;53.0;-49.0;3.0;95.0;2.0;1.0;4.0;90.0;6.0;-2.0;9.0;51.0;40.0;-31.0;31.0;18.0;-7.0;-2.0;-3.0;-1.0;-33.0;-33.0;-29.0;-14.0;-1.0;-23.0;-49.0;1.0;-2.0;-31.0
7002;22;2003 november;39.0;45.0;16.0;23.0;31.0;38.0;31.0;0.0;;;;;;;;;;;25.0;59.0;16.0;9.0;29.0;52.0;19.0;10.0;5.0;92.0;3.0;2.0;3.0;58.0;39.0;-36.0;90.2;5.0;62.0;33.0;-28.0;4.0;54.0;32.0;-28.0;4.0;76.0;20.0;-16.0;2.0;94.0;4.0;-2.0;;;;;;;;;;;;;;;;;1.0;76.0;23.0;-22.0;23.0;0.0;;9.0;10.0;2.0;-36.0;-28.0;-28.0;-16.0;-2.0;;;;;-22.0
7003;22;2003 december;31.0;63.0;6.0;25.0;4.0;55.0;41.0;-37.0;;;;;;;;;;;24.0;54.0;22.0;2.0;28.0;46.0;26.0;2.0;2.0;95.0;3.0;-1.0;3.0;61.0;36.0;-33.0;91.2;2.0;66.0;32.0;-30.0;2.0;53.0;35.0;-33.0;8.0;60.0;32.0;-24.0;0.0;97.0;3.0;-3.0;;;;;;;;;;;;;;;;;1.0;39.0;60.0;-59.0;25.0;-37.0;;2.0;2.0;-1.0;-33.0;-30.0;-33.0;-24.0;-3.0;;;;;-59.0
7004;22;2004 januari;39.0;53.0;8.0;31.0;19.0;43.0;38.0;-19.0;84.6;5.0;86.0;9.0;-4.0;71.0;26.0;0.0;0.0;3.0;28.0;67.0;5.0;23.0;32.0;63.0;5.0;27.0;22.0;76.0;2.0;20.0;2.0;63.0;35.0;-33.0;92.6;4.0;66.0;30.0;-26.0;3.0;56.0;31.0;-28.0;10.0;67.0;23.0;-13.0;0.0;97.0;3.0;-3.0;4.0;86.0;10.0;-6.0;1.0;56.0;43.0;-42.0;2.0;98.0;0.0;2.0;2.0;95.0;3.0;-1.0;1.0;61.0;38.0;-37.0;31.0;-19.0;-4.0;23.0;27.0;20.0;-33.0;-26.0;-28.0;-13.0;-3.0;-6.0;-42.0;2.0;-1.0;-37.0
7005;22;2004 februari;13.0;62.0;25.0;-12.0;15.0;41.0;44.0;-29.0;;;;;;;;;;;7.0;83.0;10.0;-3.0;12.0;80.0;8.0;4.0;0.0;79.0;21.0;-21.0;4.0;62.0;34.0;-30.0;91.2;5.0;66.0;29.0;-24.0;2.0;56.0;32.0;-30.0;9.0;62.0;29.0;-20.0;0.0;97.0;3.0;-3.0;;;;;;;;;;;;;;;;;3.0;66.0;31.0;-28.0;-12.0;-29.0;;-3.0;4.0;-21.0;-30.0;-24.0;-30.0;-20.0;-3.0;;;;;-28.0
7006;22;2004 maart;20.0;69.0;11.0;9.0;16.0;49.0;35.0;-19.0;;;;;;;;;;;8.0;68.0;24.0;-16.0;12.0;61.0;27.0;-15.0;2.0;79.0;19.0;-17.0;2.0;63.0;35.0;-33.0;90.6;2.0;69.0;29.0;-27.0;0.0;58.0;32.0;-32.0;3.0;95.0;2.0;1.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;5.0;66.0;29.0;-24.0;9.0;-19.0;;-16.0;-15.0;-17.0;-33.0;-27.0;-32.0;1.0;-1.0;;;;;-24.0
7007;22;2004 april;57.0;29.0;14.0;43.0;22.0;65.0;13.0;9.0;87.7;6.0;86.0;8.0;-2.0;71.0;20.0;1.0;1.0;7.0;20.0;61.0;19.0;1.0;24.0;54.0;22.0;2.0;1.0;92.0;7.0;-6.0;2.0;72.0;26.0;-24.0;91.2;3.0;76.0;21.0;-18.0;1.0;74.0;16.0;-15.0;1.0;86.0;13.0;-12.0;0.0;99.0;1.0;-1.0;13.0;78.0;9.0;4.0;13.0;82.0;5.0;8.0;1.0;99.0;0.0;1.0;1.0;96.0;3.0;-2.0;1.0;59.0;40.0;-39.0;43.0;9.0;-2.0;1.0;2.0;-6.0;-24.0;-18.0;-15.0;-12.0;-1.0;4.0;8.0;1.0;-2.0;-39.0
7008;22;2004 mei;47.0;50.0;3.0;44.0;16.0;79.0;5.0;11.0;;;;;;;;;;;12.0;81.0;7.0;5.0;14.0;79.0;7.0;7.0;0.0;94.0;6.0;-6.0;3.0;71.0;26.0;-23.0;91.7;0.0;77.0;23.0;-23.0;1.0;76.0;15.0;-14.0;1.0;89.0;10.0;-9.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;3.0;54.0;43.0;-40.0;44.0;11.0;;5.0;7.0;-6.0;-23.0;-23.0;-14.0;-9.0;-1.0;;;;;-40.0
7009;22;2004 juni;53.0;45.0;2.0;51.0;29.0;41.0;30.0;-1.0;;;;;;;;;;;26.0;61.0;13.0;13.0;19.0;66.0;15.0;4.0;53.0;40.0;7.0;46.0;7.0;68.0;25.0;-18.0;93.1;8.0;70.0;22.0;-14.0;11.0;65.0;15.0;-4.0;0.0;85.0;15.0;-15.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;1.0;54.0;45.0;-44.0;51.0;-1.0;;13.0;4.0;46.0;-18.0;-14.0;-4.0;-15.0;-1.0;;;;;-44.0
7010;22;2004 juli;26.0;54.0;20.0;6.0;3.0;60.0;37.0;-34.0;88.0;7.0;82.0;11.0;-4.0;75.0;14.0;0.0;6.0;5.0;10.0;67.0;23.0;-13.0;11.0;63.0;26.0;-15.0;2.0;84.0;14.0;-12.0;9.0;73.0;18.0;-9.0;90.7;2.0;80.0;18.0;-16.0;1.0;74.0;16.0;-15.0;14.0;74.0;12.0;2.0;1.0;98.0;1.0;0.0;23.0;66.0;11.0;12.0;62.0;25.0;13.0;49.0;2.0;98.0;0.0;2.0;1.0;91.0;8.0;-7.0;0.0;49.0;51.0;-51.0;6.0;-34.0;-4.0;-13.0;-15.0;-12.0;-9.0;-16.0;-15.0;2.0;0.0;12.0;49.0;2.0;-7.0;-51.0
7011;22;2004 augustus;29.0;53.0;18.0;11.0;18.0;67.0;15.0;3.0;;;;;;;;;;;13.0;59.0;28.0;-15.0;13.0;54.0;33.0;-20.0;1.0;92.0;7.0;-6.0;1.0;73.0;26.0;-25.0;90.3;3.0;69.0;28.0;-25.0;2.0;70.0;18.0;-16.0;14.0;74.0;12.0;2.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;1.0;58.0;41.0;-40.0;11.0;3.0;;-15.0;-20.0;-6.0;-25.0;-25.0;-16.0;2.0;-1.0;;;;;-40.0
7012;22;2004 september;12.0;30.0;58.0;-46.0;73.0;21.0;6.0;67.0;;;;;;;;;;;15.0;75.0;10.0;5.0;17.0;71.0;12.0;5.0;2.0;96.0;2.0;0.0;2.0;74.0;24.0;-22.0;93.3;6.0;60.0;34.0;-28.0;1.0;73.0;16.0;-15.0;17.0;73.0;10.0;7.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;9.0;52.0;39.0;-30.0;-46.0;67.0;;5.0;5.0;0.0;-22.0;-28.0;-15.0;7.0;-1.0;;;;;-30.0
7013;22;2004 oktober;39.0;42.0;19.0;20.0;27.0;70.0;3.0;24.0;86.8;3.0;95.0;2.0;1.0;70.0;12.0;0.0;8.0;10.0;11.0;73.0;16.0;-5.0;13.0;68.0;19.0;-6.0;1.0;96.0;3.0;-2.0;6.0;79.0;15.0;-9.0;92.9;8.0;67.0;25.0;-17.0;0.0;76.0;14.0;-14.0;0.0;97.0;3.0;-3.0;0.0;99.0;1.0;-1.0;1.0;89.0;10.0;-9.0;67.0;31.0;2.0;65.0;0.0;99.0;1.0;-1.0;9.0;90.0;1.0;8.0;0.0;54.0;46.0;-46.0;20.0;24.0;1.0;-5.0;-6.0;-2.0;-9.0;-17.0;-14.0;-3.0;-1.0;-9.0;65.0;-1.0;8.0;-46.0
7014;22;2004 november;37.0;41.0;22.0;15.0;23.0;73.0;4.0;19.0;;;;;;;;;;;46.0;35.0;19.0;27.0;42.0;36.0;22.0;20.0;54.0;43.0;3.0;51.0;2.0;74.0;24.0;-22.0;94.1;3.0;69.0;28.0;-25.0;2.0;72.0;16.0;-14.0;0.0;78.0;22.0;-22.0;0.0;97.0;3.0;-3.0;;;;;;;;;;;;;;;;;0.0;64.0;36.0;-36.0;15.0;19.0;;27.0;20.0;51.0;-22.0;-25.0;-14.0;-22.0;-3.0;;;;;-36.0
7015;22;2004 december;52.0;42.0;6.0;46.0;11.0;54.0;35.0;-24.0;;;;;;;;;;;52.0;30.0;18.0;34.0;48.0;31.0;21.0;27.0;63.0;35.0;2.0;61.0;1.0;75.0;24.0;-23.0;94.6;4.0;75.0;21.0;-17.0;1.0;75.0;14.0;-13.0;15.0;44.0;41.0;-26.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;0.0;71.0;29.0;-29.0;46.0;-24.0;;34.0;27.0;61.0;-23.0;-17.0;-13.0;-26.0;-1.0;;;;;-29.0
7016;22;2005 januari;18.0;61.0;21.0;-3.0;8.0;39.0;53.0;-45.0;87.5;3.0;94.0;3.0;0.0;75.0;15.0;0.0;7.0;3.0;18.0;68.0;14.0;4.0;20.0;64.0;16.0;4.0;3.0;93.0;4.0;-1.0;7.0;76.0;17.0;-10.0;94.2;6.0;78.0;16.0;-10.0;0.0;77.0;13.0;-13.0;16.0;40.0;44.0;-28.0;0.0;92.0;8.0;-8.0;22.0;76.0;2.0;20.0;72.0;26.0;2.0;70.0;69.0;29.0;2.0;67.0;1.0;95.0;4.0;-3.0;5.0;63.0;32.0;-27.0;-3.0;-45.0;0.0;4.0;4.0;-1.0;-10.0;-10.0;-13.0;-28.0;-8.0;20.0;70.0;67.0;-3.0;-27.0
7017;22;2005 februari;23.0;34.0;43.0;-20.0;46.0;43.0;11.0;35.0;;;;;;;;;;;41.0;38.0;21.0;20.0;32.0;44.0;24.0;8.0;72.0;27.0;1.0;71.0;7.0;69.0;24.0;-17.0;94.6;7.0;83.0;10.0;-3.0;3.0;75.0;11.0;-8.0;5.0;28.0;67.0;-62.0;6.0;94.0;0.0;6.0;;;;;;;;;;;;;;;;;1.0;67.0;32.0;-31.0;-20.0;35.0;;20.0;8.0;71.0;-17.0;-3.0;-8.0;-62.0;6.0;;;;;-31.0
7018;22;2005 maart;23.0;31.0;46.0;-23.0;63.0;28.0;9.0;54.0;;;;;;;;;;;7.0;80.0;13.0;-6.0;9.0;76.0;15.0;-6.0;2.0;94.0;4.0;-2.0;10.0;65.0;25.0;-15.0;93.8;9.0;77.0;14.0;-5.0;1.0;74.0;14.0;-13.0;4.0;58.0;38.0;-34.0;1.0;96.0;3.0;-2.0;;;;;;;;;;;;;;;;;4.0;64.0;32.0;-28.0;-23.0;54.0;;-6.0;-6.0;-2.0;-15.0;-5.0;-13.0;-34.0;-2.0;;;;;-28.0
7019;22;2005 april;57.0;32.0;11.0;46.0;42.0;52.0;6.0;36.0;87.9;4.0;92.0;4.0;0.0;79.0;10.0;0.0;8.0;3.0;8.0;89.0;3.0;5.0;10.0;88.0;2.0;8.0;0.0;99.0;1.0;-1.0;11.0;70.0;19.0;-8.0;93.9;6.0;78.0;16.0;-10.0;0.0;75.0;14.0;-14.0;0.0;48.0;52.0;-52.0;0.0;99.0;1.0;-1.0;9.0;70.0;21.0;-12.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;1.0;68.0;31.0;-30.0;46.0;36.0;0.0;5.0;8.0;-1.0;-8.0;-10.0;-14.0;-52.0;-1.0;-12.0;0.0;0.0;0.0;-30.0
7020;22;2005 mei;9.0;81.0;10.0;-1.0;28.0;63.0;9.0;19.0;;;;;;;;;;;8.0;89.0;3.0;5.0;10.0;88.0;2.0;8.0;1.0;96.0;3.0;-2.0;1.0;83.0;16.0;-15.0;94.0;6.0;84.0;10.0;-4.0;0.0;80.0;9.0;-9.0;4.0;76.0;20.0;-16.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;1.0;74.0;25.0;-24.0;-1.0;19.0;;5.0;8.0;-2.0;-15.0;-4.0;-9.0;-16.0;-1.0;;;;;-24.0
7021;22;2005 juni;22.0;27.0;51.0;-29.0;18.0;69.0;13.0;5.0;;;;;;;;;;;12.0;82.0;6.0;6.0;12.0;82.0;6.0;6.0;2.0;97.0;1.0;1.0;8.0;71.0;21.0;-13.0;94.1;9.0;76.0;15.0;-6.0;0.0;73.0;15.0;-15.0;4.0;91.0;5.0;-1.0;0.0;92.0;8.0;-8.0;;;;;;;;;;;;;;;;;5.0;69.0;26.0;-21.0;-29.0;5.0;;6.0;6.0;1.0;-13.0;-6.0;-15.0;-1.0;-8.0;;;;;-21.0
7022;22;2005 juli;12.0;63.0;25.0;-13.0;6.0;33.0;61.0;-55.0;85.9;10.0;89.0;1.0;9.0;65.0;33.0;0.0;0.0;2.0;16.0;71.0;13.0;3.0;9.0;60.0;31.0;-22.0;57.0;36.0;7.0;50.0;2.0;75.0;23.0;-21.0;90.8;2.0;82.0;16.0;-14.0;1.0;76.0;13.0;-12.0;0.0;81.0;19.0;-19.0;0.0;92.0;8.0;-8.0;2.0;96.0;2.0;0.0;59.0;39.0;2.0;57.0;0.0;99.0;1.0;-1.0;66.0;32.0;2.0;64.0;1.0;76.0;23.0;-22.0;-13.0;-55.0;9.0;3.0;-22.0;50.0;-21.0;-14.0;-12.0;-19.0;-8.0;0.0;57.0;-1.0;64.0;-22.0
7023;22;2005 augustus;24.0;35.0;41.0;-17.0;58.0;40.0;2.0;56.0;;;;;;;;;;;31.0;62.0;7.0;24.0;34.0;38.0;28.0;6.0;62.0;35.0;3.0;59.0;9.0;72.0;19.0;-10.0;94.8;7.0;76.0;17.0;-10.0;0.0;76.0;12.0;-12.0;1.0;87.0;12.0;-11.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;7.0;68.0;25.0;-18.0;-17.0;56.0;;24.0;6.0;59.0;-10.0;-10.0;-12.0;-11.0;-1.0;;;;;-18.0
7024;22;2005 september;55.0;30.0;15.0;40.0;62.0;37.0;1.0;61.0;;;;;;;;;;;54.0;43.0;3.0;51.0;48.0;49.0;3.0;45.0;66.0;32.0;2.0;64.0;6.0;78.0;16.0;-10.0;95.2;13.0;67.0;20.0;-7.0;0.0;76.0;9.0;-9.0;0.0;75.0;25.0;-25.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;15.0;60.0;25.0;-10.0;40.0;61.0;;51.0;45.0;64.0;-10.0;-7.0;-9.0;-25.0;-1.0;;;;;-10.0
7025;22;2005 oktober;57.0;27.0;16.0;41.0;63.0;37.0;0.0;63.0;90.7;14.0;85.0;1.0;13.0;90.0;7.0;0.0;1.0;2.0;50.0;48.0;2.0;48.0;45.0;53.0;2.0;43.0;72.0;26.0;2.0;70.0;8.0;76.0;16.0;-8.0;94.0;6.0;73.0;21.0;-15.0;0.0;78.0;10.0;-10.0;2.0;95.0;3.0;-1.0;0.0;99.0;1.0;-1.0;12.0;84.0;4.0;8.0;0.0;99.0;1.0;-1.0;0.0;100.0;0.0;0.0;68.0;31.0;1.0;67.0;11.0;66.0;23.0;-12.0;41.0;63.0;13.0;48.0;43.0;70.0;-8.0;-15.0;-10.0;-1.0;-1.0;8.0;-1.0;0.0;67.0;-12.0
7026;22;2005 november;26.0;48.0;26.0;0.0;23.0;75.0;2.0;21.0;;;;;;;;;;;17.0;64.0;19.0;-2.0;17.0;64.0;19.0;-2.0;13.0;79.0;8.0;5.0;1.0;85.0;14.0;-13.0;92.5;8.0;72.0;20.0;-12.0;3.0;76.0;9.0;-6.0;0.0;60.0;40.0;-40.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;7.0;68.0;25.0;-18.0;0.0;21.0;;-2.0;-2.0;5.0;-13.0;-12.0;-6.0;-40.0;-1.0;;;;;-18.0
7027;22;2005 december;57.0;35.0;8.0;49.0;13.0;46.0;41.0;-28.0;;;;;;;;;;;24.0;74.0;2.0;22.0;30.0;68.0;2.0;28.0;2.0;96.0;2.0;0.0;7.0;82.0;11.0;-4.0;94.2;12.0;67.0;21.0;-9.0;1.0;78.0;12.0;-11.0;10.0;29.0;61.0;-51.0;3.0;94.0;3.0;0.0;;;;;;;;;;;;;;;;;16.0;61.0;23.0;-7.0;49.0;-28.0;;22.0;28.0;0.0;-4.0;-9.0;-11.0;-51.0;0.0;;;;;-7.0
7028;22;2006 januari;20.0;73.0;7.0;13.0;15.0;35.0;50.0;-35.0;88.3;22.0;78.0;0.0;22.0;86.0;6.0;0.0;3.0;5.0;13.0;67.0;20.0;-7.0;14.0;63.0;23.0;-9.0;0.0;93.0;7.0;-7.0;9.0;75.0;16.0;-7.0;94.9;11.0;66.0;23.0;-12.0;1.0;78.0;11.0;-10.0;2.0;53.0;45.0;-43.0;4.0;95.0;1.0;3.0;14.0;82.0;4.0;10.0;1.0;99.0;0.0;1.0;0.0;100.0;0.0;0.0;1.0;98.0;1.0;0.0;9.0;79.0;12.0;-3.0;13.0;-35.0;22.0;-7.0;-9.0;-7.0;-7.0;-12.0;-10.0;-43.0;3.0;10.0;1.0;0.0;0.0;-3.0
7029;22;2006 februari;17.0;61.0;22.0;-5.0;54.0;34.0;12.0;42.0;;;;;;;;;;;29.0;53.0;18.0;11.0;28.0;61.0;11.0;17.0;9.0;77.0;14.0;-5.0;3.0;76.0;21.0;-18.0;99.3;5.0;69.0;26.0;-21.0;0.0;79.0;12.0;-12.0;6.0;52.0;42.0;-36.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;8.0;71.0;21.0;-13.0;-5.0;42.0;;11.0;17.0;-5.0;-18.0;-21.0;-12.0;-36.0;-1.0;;;;;-13.0
7030;22;2006 maart;40.0;29.0;31.0;9.0;42.0;54.0;4.0;38.0;;;;;;;;;;;15.0;64.0;21.0;-6.0;18.0;56.0;26.0;-8.0;2.0;91.0;7.0;-5.0;6.0;76.0;18.0;-12.0;98.1;6.0;79.0;15.0;-9.0;1.0;77.0;13.0;-12.0;0.0;52.0;48.0;-48.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;2.0;85.0;13.0;-11.0;9.0;38.0;;-6.0;-8.0;-5.0;-12.0;-9.0;-12.0;-48.0;-1.0;;;;;-11.0
7031;22;2006 april;47.0;43.0;10.0;37.0;24.0;70.0;6.0;18.0;86.6;16.0;78.0;6.0;10.0;83.0;9.0;0.0;2.0;6.0;20.0;75.0;5.0;15.0;20.0;75.0;5.0;15.0;12.0;85.0;3.0;9.0;15.0;80.0;5.0;10.0;96.3;7.0;88.0;5.0;2.0;1.0;86.0;5.0;-4.0;1.0;65.0;34.0;-33.0;0.0;99.0;1.0;-1.0;8.0;89.0;3.0;5.0;11.0;88.0;1.0;10.0;0.0;99.0;1.0;-1.0;14.0;78.0;8.0;6.0;23.0;55.0;22.0;1.0;37.0;18.0;10.0;15.0;15.0;9.0;10.0;2.0;-4.0;-33.0;-1.0;5.0;10.0;-1.0;6.0;1.0
7032;22;2006 mei;56.0;31.0;13.0;43.0;15.0;26.0;59.0;-44.0;;;;;;;;;;;22.0;70.0;8.0;14.0;29.0;64.0;7.0;22.0;14.0;83.0;3.0;11.0;5.0;78.0;17.0;-12.0;95.0;9.0;84.0;7.0;2.0;1.0;78.0;11.0;-10.0;4.0;59.0;37.0;-33.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;8.0;70.0;22.0;-14.0;43.0;-44.0;;14.0;22.0;11.0;-12.0;2.0;-10.0;-33.0;-1.0;;;;;-14.0
7033;22;2006 juni;19.0;44.0;37.0;-18.0;12.0;66.0;22.0;-10.0;;;;;;;;;;;8.0;82.0;10.0;-2.0;9.0;73.0;18.0;-9.0;14.0;84.0;2.0;12.0;10.0;73.0;17.0;-7.0;94.8;10.0;78.0;12.0;-2.0;2.0;78.0;13.0;-11.0;4.0;85.0;11.0;-7.0;0.0;96.0;4.0;-4.0;;;;;;;;;;;;;;;;;3.0;82.0;15.0;-12.0;-18.0;-10.0;;-2.0;-9.0;12.0;-7.0;-2.0;-11.0;-7.0;-4.0;;;;;-12.0
7034;22;2006 juli;9.0;66.0;25.0;-16.0;12.0;75.0;13.0;-1.0;87.1;7.0;90.0;3.0;4.0;79.0;14.0;2.0;0.0;5.0;10.0;73.0;17.0;-7.0;10.0;78.0;12.0;-2.0;1.0;84.0;15.0;-14.0;4.0;87.0;9.0;-5.0;94.2;5.0;85.0;10.0;-5.0;0.0;80.0;11.0;-11.0;0.0;86.0;14.0;-14.0;0.0;96.0;4.0;-4.0;21.0;75.0;4.0;17.0;55.0;43.0;2.0;53.0;54.0;46.0;0.0;54.0;4.0;95.0;1.0;3.0;6.0;58.0;36.0;-30.0;-16.0;-1.0;4.0;-7.0;-2.0;-14.0;-5.0;-5.0;-11.0;-14.0;-4.0;17.0;53.0;54.0;3.0;-30.0
7035;22;2006 augustus;35.0;23.0;42.0;-7.0;40.0;56.0;4.0;36.0;;;;;;;;;;;20.0;60.0;20.0;0.0;23.0;54.0;23.0;0.0;3.0;94.0;3.0;0.0;8.0;71.0;21.0;-13.0;92.8;12.0;69.0;19.0;-7.0;1.0;79.0;11.0;-10.0;13.0;83.0;4.0;9.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;2.0;82.0;16.0;-14.0;-7.0;36.0;;0.0;0.0;0.0;-13.0;-7.0;-10.0;9.0;-1.0;;;;;-14.0
7036;22;2006 september;52.0;29.0;19.0;33.0;70.0;26.0;4.0;66.0;;;;;;;;;;;51.0;41.0;8.0;43.0;47.0;43.0;10.0;37.0;62.0;35.0;3.0;59.0;7.0;78.0;15.0;-8.0;94.7;13.0;72.0;15.0;-2.0;4.0;77.0;11.0;-7.0;3.0;76.0;21.0;-18.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;6.0;64.0;30.0;-24.0;33.0;66.0;;43.0;37.0;59.0;-8.0;-2.0;-7.0;-18.0;-1.0;;;;;-24.0
7037;22;2006 oktober;63.0;34.0;3.0;60.0;46.0;51.0;3.0;43.0;88.2;7.0;93.0;0.0;7.0;78.0;11.0;5.0;0.0;6.0;30.0;68.0;2.0;28.0;40.0;58.0;2.0;38.0;11.0;88.0;1.0;10.0;5.0;88.0;7.0;-2.0;94.2;2.0;90.0;8.0;-6.0;2.0;80.0;10.0;-8.0;3.0;81.0;16.0;-13.0;0.0;99.0;1.0;-1.0;14.0;84.0;2.0;12.0;11.0;88.0;1.0;10.0;1.0;99.0;0.0;1.0;15.0;84.0;1.0;14.0;8.0;69.0;23.0;-15.0;60.0;43.0;7.0;28.0;38.0;10.0;-2.0;-6.0;-8.0;-13.0;-1.0;12.0;10.0;1.0;14.0;-15.0
7038;22;2006 november;32.0;55.0;13.0;19.0;31.0;67.0;2.0;29.0;;;;;;;;;;;20.0;71.0;9.0;11.0;28.0;62.0;10.0;18.0;1.0;94.0;5.0;-4.0;3.0;86.0;11.0;-8.0;93.6;2.0;91.0;7.0;-5.0;1.0;89.0;10.0;-9.0;2.0;95.0;3.0;-1.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;11.0;61.0;28.0;-17.0;19.0;29.0;;11.0;18.0;-4.0;-8.0;-5.0;-9.0;-1.0;-1.0;;;;;-17.0
7039;22;2006 december;33.0;57.0;10.0;23.0;13.0;51.0;36.0;-23.0;;;;;;;;;;;13.0;78.0;9.0;4.0;14.0;77.0;9.0;5.0;2.0;92.0;6.0;-4.0;9.0;78.0;13.0;-4.0;92.9;3.0;85.0;12.0;-9.0;0.0;79.0;13.0;-13.0;2.0;58.0;40.0;-38.0;0.0;99.0;1.0;-1.0;;;;;;;;;;;;;;;;;20.0;42.0;38.0;-18.0;23.0;-23.0;;4.0;5.0;-4.0;-4.0;-9.0;-13.0;-38.0;-1.0;;;;;-18.0
