ID;BedrijfstakkenBranchesSBI2008;Perioden;SnelgroeiendeBedrijven_1;WerknemersBijSnelgroeiendeBedrijven_2;JongeSnelgroeiendeBedrijven_3;WerknemersBijJongeSnelgroeiendeBed_4
981;243 Staaltrekkerijen, -walserijen e.d.;2016;0.0;0.0;;
982;243 Staaltrekkerijen, -walserijen e.d.;2017;1.0;;;
983;243 Staaltrekkerijen, -walserijen e.d.;2018;2.0;;;
984;243 Staaltrekkerijen, -walserijen e.d.;2019;2.0;;;
985;243 Staaltrekkerijen, -walserijen e.d.;2020;3.0;;;
986;243 Staaltrekkerijen, -walserijen e.d.;2021;2.0;;0.0;0.0
987;243 Staaltrekkerijen, -walserijen e.d.;2022;3.0;;;
988;244 Edel- en non-ferrometaalindustrie;2010;2.0;;;
989;244 Edel- en non-ferrometaalindustrie;2011;1.0;;;
990;244 Edel- en non-ferrometaalindustrie;2012;1.0;;;
991;244 Edel- en non-ferrometaalindustrie;2013;2.0;;;
992;244 Edel- en non-ferrometaalindustrie;2014;2.0;;;
993;244 Edel- en non-ferrometaalindustrie;2015;3.0;;;
994;244 Edel- en non-ferrometaalindustrie;2016;3.0;;;
995;244 Edel- en non-ferrometaalindustrie;2017;4.0;146.0;;
996;244 Edel- en non-ferrometaalindustrie;2018;4.0;;;
997;244 Edel- en non-ferrometaalindustrie;2019;6.0;767.0;;
998;244 Edel- en non-ferrometaalindustrie;2020;2.0;;;
999;244 Edel- en non-ferrometaalindustrie;2021;3.0;;0.0;0.0
1000;244 Edel- en non-ferrometaalindustrie;2022;2.0;;;
1001;245 Metaalgieterijen;2010;0.0;0.0;;
1002;245 Metaalgieterijen;2011;1.0;;;
1003;245 Metaalgieterijen;2012;2.0;;;
1004;245 Metaalgieterijen;2013;2.0;;;
1005;245 Metaalgieterijen;2014;2.0;;;
1006;245 Metaalgieterijen;2015;5.0;;;
1007;245 Metaalgieterijen;2016;4.0;;;
1008;245 Metaalgieterijen;2017;3.0;;;
1009;245 Metaalgieterijen;2018;2.0;;;
1010;245 Metaalgieterijen;2019;1.0;;;
1011;245 Metaalgieterijen;2020;0.0;0.0;;
1012;245 Metaalgieterijen;2021;0.0;0.0;0.0;0.0
1013;245 Metaalgieterijen;2022;2.0;;;
1014;25 Metaalproductenindustrie;2010;118.0;6647.0;;
1015;25 Metaalproductenindustrie;2011;108.0;5836.0;;
1016;25 Metaalproductenindustrie;2012;135.0;5633.0;;
1017;25 Metaalproductenindustrie;2013;163.0;8559.0;;
1018;25 Metaalproductenindustrie;2014;131.0;5931.0;;
1019;25 Metaalproductenindustrie;2015;140.0;6168.0;;
1020;25 Metaalproductenindustrie;2016;158.0;6810.0;;
1021;25 Metaalproductenindustrie;2017;190.0;8717.0;;
1022;25 Metaalproductenindustrie;2018;252.0;12039.0;;
1023;25 Metaalproductenindustrie;2019;206.0;11975.0;;
1024;25 Metaalproductenindustrie;2020;163.0;10019.0;;
1025;25 Metaalproductenindustrie;2021;144.0;10322.0;5.0;
1026;25 Metaalproductenindustrie;2022;131.0;8024.0;;
1027;251 Metalen bouwproductenindustrie;2010;59.0;3741.0;;
1028;251 Metalen bouwproductenindustrie;2011;40.0;2348.0;;
1029;251 Metalen bouwproductenindustrie;2012;44.0;1974.0;;
1030;251 Metalen bouwproductenindustrie;2013;53.0;3061.0;;
1031;251 Metalen bouwproductenindustrie;2014;37.0;1790.0;;
1032;251 Metalen bouwproductenindustrie;2015;51.0;2364.0;;
1033;251 Metalen bouwproductenindustrie;2016;53.0;2372.0;;
1034;251 Metalen bouwproductenindustrie;2017;73.0;4082.0;;
1035;251 Metalen bouwproductenindustrie;2018;91.0;;;
1036;251 Metalen bouwproductenindustrie;2019;71.0;4079.0;;
1037;251 Metalen bouwproductenindustrie;2020;56.0;2966.0;;
1038;251 Metalen bouwproductenindustrie;2021;46.0;2824.0;1.0;
1039;251 Metalen bouwproductenindustrie;2022;45.0;2481.0;;
1040;252 Tankbouw en cv-industrie;2010;4.0;;;
1041;252 Tankbouw en cv-industrie;2011;3.0;;;
1042;252 Tankbouw en cv-industrie;2012;2.0;;;
1043;252 Tankbouw en cv-industrie;2013;4.0;;;
1044;252 Tankbouw en cv-industrie;2014;3.0;;;
1045;252 Tankbouw en cv-industrie;2015;5.0;;;
1046;252 Tankbouw en cv-industrie;2016;5.0;393.0;;
1047;252 Tankbouw en cv-industrie;2017;6.0;438.0;;
1048;252 Tankbouw en cv-industrie;2018;4.0;;;
1049;252 Tankbouw en cv-industrie;2019;10.0;1017.0;;
1050;252 Tankbouw en cv-industrie;2020;11.0;1269.0;;
1051;252 Tankbouw en cv-industrie;2021;10.0;970.0;0.0;0.0
1052;252 Tankbouw en cv-industrie;2022;6.0;688.0;;
1053;253 Stoomketelindustrie;2010;2.0;;;
1054;253 Stoomketelindustrie;2011;1.0;;;
1055;253 Stoomketelindustrie;2012;2.0;;;
1056;253 Stoomketelindustrie;2013;2.0;;;
1057;253 Stoomketelindustrie;2014;2.0;;;
1058;253 Stoomketelindustrie;2015;1.0;;;
1059;253 Stoomketelindustrie;2016;0.0;0.0;;
1060;253 Stoomketelindustrie;2017;0.0;0.0;;
1061;253 Stoomketelindustrie;2018;0.0;0.0;;
1062;253 Stoomketelindustrie;2019;0.0;0.0;;
1063;253 Stoomketelindustrie;2020;0.0;0.0;;
1064;253 Stoomketelindustrie;2021;1.0;;0.0;0.0
1065;253 Stoomketelindustrie;2022;1.0;;;
1066;254 Wapen- en munitie-industrie;2010;0.0;0.0;;
1067;254 Wapen- en munitie-industrie;2011;1.0;;;
1068;254 Wapen- en munitie-industrie;2012;0.0;0.0;;
1069;254 Wapen- en munitie-industrie;2013;0.0;0.0;;
1070;254 Wapen- en munitie-industrie;2014;0.0;0.0;;
1071;254 Wapen- en munitie-industrie;2015;0.0;0.0;;
1072;254 Wapen- en munitie-industrie;2016;0.0;0.0;;
1073;254 Wapen- en munitie-industrie;2017;0.0;0.0;;
1074;254 Wapen- en munitie-industrie;2018;0.0;0.0;;
1075;254 Wapen- en munitie-industrie;2019;0.0;0.0;;
1076;254 Wapen- en munitie-industrie;2020;0.0;0.0;;
1077;254 Wapen- en munitie-industrie;2021;0.0;0.0;0.0;0.0
1078;254 Wapen- en munitie-industrie;2022;0.0;0.0;;
1079;255 Smederijen, profielwalserijen e.d.;2010;6.0;416.0;;
1080;255 Smederijen, profielwalserijen e.d.;2011;4.0;;;
1081;255 Smederijen, profielwalserijen e.d.;2012;12.0;412.0;;
1082;255 Smederijen, profielwalserijen e.d.;2013;19.0;1362.0;;
1083;255 Smederijen, profielwalserijen e.d.;2014;20.0;731.0;;
1084;255 Smederijen, profielwalserijen e.d.;2015;19.0;957.0;;
1085;255 Smederijen, profielwalserijen e.d.;2016;15.0;760.0;;
1086;255 Smederijen, profielwalserijen e.d.;2017;18.0;1018.0;;
1087;255 Smederijen, profielwalserijen e.d.;2018;27.0;1314.0;;
1088;255 Smederijen, profielwalserijen e.d.;2019;22.0;1257.0;;
1089;255 Smederijen, profielwalserijen e.d.;2020;17.0;1072.0;;
1090;255 Smederijen, profielwalserijen e.d.;2021;13.0;1281.0;0.0;0.0
1091;255 Smederijen, profielwalserijen e.d.;2022;10.0;;;
1092;256 Overige metaalbewerkingsindustrie;2010;27.0;880.0;;
1093;256 Overige metaalbewerkingsindustrie;2011;37.0;1265.0;;
1094;256 Overige metaalbewerkingsindustrie;2012;49.0;1815.0;;
1095;256 Overige metaalbewerkingsindustrie;2013;57.0;2037.0;;
1096;256 Overige metaalbewerkingsindustrie;2014;49.0;1498.0;;
1097;256 Overige metaalbewerkingsindustrie;2015;43.0;1411.0;;
1098;256 Overige metaalbewerkingsindustrie;2016;53.0;1518.0;;
1099;256 Overige metaalbewerkingsindustrie;2017;64.0;2078.0;;
1100;256 Overige metaalbewerkingsindustrie;2018;95.0;3491.0;;
1101;256 Overige metaalbewerkingsindustrie;2019;71.0;3282.0;;
1102;256 Overige metaalbewerkingsindustrie;2020;52.0;2279.0;;
1103;256 Overige metaalbewerkingsindustrie;2021;47.0;1973.0;2.0;
1104;256 Overige metaalbewerkingsindustrie;2022;51.0;2440.0;;
1105;257 Bestek-, gereedschapindustrie e.d.;2010;4.0;;;
1106;257 Bestek-, gereedschapindustrie e.d.;2011;6.0;182.0;;
1107;257 Bestek-, gereedschapindustrie e.d.;2012;11.0;501.0;;
1108;257 Bestek-, gereedschapindustrie e.d.;2013;12.0;706.0;;
1109;257 Bestek-, gereedschapindustrie e.d.;2014;12.0;762.0;;
1110;257 Bestek-, gereedschapindustrie e.d.;2015;11.0;358.0;;
1111;257 Bestek-, gereedschapindustrie e.d.;2016;11.0;752.0;;
1112;257 Bestek-, gereedschapindustrie e.d.;2017;11.0;550.0;;
1113;257 Bestek-, gereedschapindustrie e.d.;2018;11.0;653.0;;
1114;257 Bestek-, gereedschapindustrie e.d.;2019;9.0;933.0;;
1115;257 Bestek-, gereedschapindustrie e.d.;2020;7.0;334.0;;
1116;257 Bestek-, gereedschapindustrie e.d.;2021;6.0;;0.0;0.0
1117;257 Bestek-, gereedschapindustrie e.d.;2022;3.0;;;
1118;259 Overige metaalproductenindustrie;2010;16.0;733.0;;
1119;259 Overige metaalproductenindustrie;2011;16.0;829.0;;
1120;259 Overige metaalproductenindustrie;2012;15.0;773.0;;
1121;259 Overige metaalproductenindustrie;2013;16.0;708.0;;
1122;259 Overige metaalproductenindustrie;2014;8.0;811.0;;
1123;259 Overige metaalproductenindustrie;2015;10.0;694.0;;
1124;259 Overige metaalproductenindustrie;2016;21.0;1014.0;;
1125;259 Overige metaalproductenindustrie;2017;18.0;550.0;;
1126;259 Overige metaalproductenindustrie;2018;24.0;1223.0;;
1127;259 Overige metaalproductenindustrie;2019;23.0;1407.0;;
1128;259 Overige metaalproductenindustrie;2020;20.0;2099.0;;
1129;259 Overige metaalproductenindustrie;2021;21.0;2339.0;2.0;
1130;259 Overige metaalproductenindustrie;2022;15.0;1409.0;;
1131;26 Elektrotechnische industrie;2010;23.0;1551.0;;
1132;26 Elektrotechnische industrie;2011;29.0;1390.0;;
1133;26 Elektrotechnische industrie;2012;40.0;2157.0;;
1134;26 Elektrotechnische industrie;2013;35.0;2060.0;;
1135;26 Elektrotechnische industrie;2014;34.0;1595.0;;
1136;26 Elektrotechnische industrie;2015;27.0;1094.0;;
1137;26 Elektrotechnische industrie;2016;31.0;1485.0;;
1138;26 Elektrotechnische industrie;2017;35.0;1809.0;;
1139;26 Elektrotechnische industrie;2018;33.0;1614.0;;
1140;26 Elektrotechnische industrie;2019;40.0;2551.0;;
1141;26 Elektrotechnische industrie;2020;28.0;1557.0;;
1142;26 Elektrotechnische industrie;2021;27.0;2213.0;1.0;
1143;26 Elektrotechnische industrie;2022;25.0;1922.0;;
1144;261 Elektrocomponentenindustrie e.d.;2010;5.0;578.0;;
1145;261 Elektrocomponentenindustrie e.d.;2011;7.0;237.0;;
1146;261 Elektrocomponentenindustrie e.d.;2012;7.0;247.0;;
1147;261 Elektrocomponentenindustrie e.d.;2013;9.0;618.0;;
1148;261 Elektrocomponentenindustrie e.d.;2014;9.0;534.0;;
1149;261 Elektrocomponentenindustrie e.d.;2015;8.0;412.0;;
1150;261 Elektrocomponentenindustrie e.d.;2016;9.0;336.0;;
1151;261 Elektrocomponentenindustrie e.d.;2017;10.0;486.0;;
1152;261 Elektrocomponentenindustrie e.d.;2018;10.0;399.0;;
1153;261 Elektrocomponentenindustrie e.d.;2019;17.0;722.0;;
1154;261 Elektrocomponentenindustrie e.d.;2020;8.0;278.0;;
1155;261 Elektrocomponentenindustrie e.d.;2021;9.0;610.0;1.0;
1156;261 Elektrocomponentenindustrie e.d.;2022;6.0;533.0;;
1157;262 Computerindustrie;2010;2.0;;;
1158;262 Computerindustrie;2011;4.0;144.0;;
1159;262 Computerindustrie;2012;3.0;;;
1160;262 Computerindustrie;2013;4.0;312.0;;
1161;262 Computerindustrie;2014;0.0;0.0;;
1162;262 Computerindustrie;2015;0.0;0.0;;
1163;262 Computerindustrie;2016;2.0;;;
1164;262 Computerindustrie;2017;4.0;;;
1165;262 Computerindustrie;2018;1.0;;;
1166;262 Computerindustrie;2019;1.0;;;
1167;262 Computerindustrie;2020;3.0;;;
1168;262 Computerindustrie;2021;3.0;;0.0;0.0
1169;262 Computerindustrie;2022;6.0;638.0;;
1170;263 Communicatieapparatenindustrie;2010;1.0;;;
1171;263 Communicatieapparatenindustrie;2011;3.0;;;
1172;263 Communicatieapparatenindustrie;2012;4.0;155.0;;
1173;263 Communicatieapparatenindustrie;2013;2.0;;;
1174;263 Communicatieapparatenindustrie;2014;2.0;;;
1175;263 Communicatieapparatenindustrie;2015;4.0;116.0;;
1176;263 Communicatieapparatenindustrie;2016;2.0;;;
1177;263 Communicatieapparatenindustrie;2017;4.0;104.0;;
1178;263 Communicatieapparatenindustrie;2018;3.0;;;
1179;263 Communicatieapparatenindustrie;2019;1.0;;;
1180;263 Communicatieapparatenindustrie;2020;2.0;;;
1181;263 Communicatieapparatenindustrie;2021;2.0;;0.0;0.0
1182;263 Communicatieapparatenindustrie;2022;3.0;;;
1183;264 Consumentenelektronicaindustrie;2010;1.0;;;
1184;264 Consumentenelektronicaindustrie;2011;1.0;;;
1185;264 Consumentenelektronicaindustrie;2012;2.0;;;
1186;264 Consumentenelektronicaindustrie;2013;0.0;0.0;;
1187;264 Consumentenelektronicaindustrie;2014;2.0;;;
1188;264 Consumentenelektronicaindustrie;2015;1.0;;;
1189;264 Consumentenelektronicaindustrie;2016;0.0;0.0;;
1190;264 Consumentenelektronicaindustrie;2017;1.0;;;
1191;264 Consumentenelektronicaindustrie;2018;1.0;;;
1192;264 Consumentenelektronicaindustrie;2019;3.0;;;
1193;264 Consumentenelektronicaindustrie;2020;3.0;;;
1194;264 Consumentenelektronicaindustrie;2021;1.0;;0.0;0.0
1195;264 Consumentenelektronicaindustrie;2022;1.0;;;
1196;265 Meetapparaten- en uurwerkindustrie;2010;8.0;424.0;;
1197;265 Meetapparaten- en uurwerkindustrie;2011;7.0;477.0;;
1198;265 Meetapparaten- en uurwerkindustrie;2012;19.0;1367.0;;
1199;265 Meetapparaten- en uurwerkindustrie;2013;13.0;825.0;;
1200;265 Meetapparaten- en uurwerkindustrie;2014;17.0;739.0;;
1201;265 Meetapparaten- en uurwerkindustrie;2015;10.0;379.0;;
1202;265 Meetapparaten- en uurwerkindustrie;2016;12.0;640.0;;
1203;265 Meetapparaten- en uurwerkindustrie;2017;13.0;907.0;;
1204;265 Meetapparaten- en uurwerkindustrie;2018;11.0;579.0;;
1205;265 Meetapparaten- en uurwerkindustrie;2019;12.0;1268.0;;
1206;265 Meetapparaten- en uurwerkindustrie;2020;9.0;680.0;;
1207;265 Meetapparaten- en uurwerkindustrie;2021;7.0;836.0;0.0;0.0
1208;265 Meetapparaten- en uurwerkindustrie;2022;5.0;254.0;;
1209;266 Elektromedische apparatenindustrie;2010;2.0;;;
1210;266 Elektromedische apparatenindustrie;2011;5.0;293.0;;
1211;266 Elektromedische apparatenindustrie;2012;3.0;;;
1212;266 Elektromedische apparatenindustrie;2013;4.0;187.0;;
1213;266 Elektromedische apparatenindustrie;2014;3.0;;;
1214;266 Elektromedische apparatenindustrie;2015;2.0;;;
1215;266 Elektromedische apparatenindustrie;2016;2.0;;;
1216;266 Elektromedische apparatenindustrie;2017;1.0;;;
1217;266 Elektromedische apparatenindustrie;2018;4.0;214.0;;
1218;266 Elektromedische apparatenindustrie;2019;2.0;;;
1219;266 Elektromedische apparatenindustrie;2020;0.0;0.0;;
1220;266 Elektromedische apparatenindustrie;2021;1.0;;0.0;0.0
1221;266 Elektromedische apparatenindustrie;2022;1.0;;;
1222;267 Optische instrumentenindustrie;2010;4.0;157.0;;
1223;267 Optische instrumentenindustrie;2011;2.0;;;
1224;267 Optische instrumentenindustrie;2012;2.0;;;
1225;267 Optische instrumentenindustrie;2013;3.0;;;
1226;267 Optische instrumentenindustrie;2014;1.0;;;
1227;267 Optische instrumentenindustrie;2015;2.0;;;
1228;267 Optische instrumentenindustrie;2016;4.0;167.0;;
1229;267 Optische instrumentenindustrie;2017;1.0;;;
1230;267 Optische instrumentenindustrie;2018;2.0;;;
1231;267 Optische instrumentenindustrie;2019;4.0;;;
1232;267 Optische instrumentenindustrie;2020;3.0;;;
1233;267 Optische instrumentenindustrie;2021;3.0;;0.0;0.0
1234;267 Optische instrumentenindustrie;2022;3.0;;;
1235;268 Industrie van informatiedragers;2010;0.0;0.0;;
1236;268 Industrie van informatiedragers;2011;0.0;0.0;;
1237;268 Industrie van informatiedragers;2012;0.0;0.0;;
1238;268 Industrie van informatiedragers;2013;0.0;0.0;;
1239;268 Industrie van informatiedragers;2014;0.0;0.0;;
1240;268 Industrie van informatiedragers;2015;0.0;0.0;;
1241;268 Industrie van informatiedragers;2016;0.0;0.0;;
1242;268 Industrie van informatiedragers;2017;1.0;;;
1243;268 Industrie van informatiedragers;2018;1.0;;;
1244;268 Industrie van informatiedragers;2019;0.0;0.0;;
1245;268 Industrie van informatiedragers;2020;0.0;0.0;;
1246;268 Industrie van informatiedragers;2021;1.0;;0.0;0.0
1247;268 Industrie van informatiedragers;2022;0.0;0.0;;
1248;27 Elektrische apparatenindustrie;2010;17.0;1192.0;;
1249;27 Elektrische apparatenindustrie;2011;21.0;2307.0;;
1250;27 Elektrische apparatenindustrie;2012;25.0;2962.0;;
1251;27 Elektrische apparatenindustrie;2013;31.0;3737.0;;
1252;27 Elektrische apparatenindustrie;2014;22.0;2803.0;;
1253;27 Elektrische apparatenindustrie;2015;21.0;1819.0;;
1254;27 Elektrische apparatenindustrie;2016;33.0;2737.0;;
1255;27 Elektrische apparatenindustrie;2017;38.0;2997.0;;
1256;27 Elektrische apparatenindustrie;2018;38.0;3711.0;;
1257;27 Elektrische apparatenindustrie;2019;44.0;6303.0;;
1258;27 Elektrische apparatenindustrie;2020;40.0;4862.0;;
1259;27 Elektrische apparatenindustrie;2021;28.0;3927.0;0.0;0.0
1260;27 Elektrische apparatenindustrie;2022;34.0;;;
1261;271 Elektromotor- en -panelenindustrie;2010;8.0;795.0;;
1262;271 Elektromotor- en -panelenindustrie;2011;11.0;1029.0;;
1263;271 Elektromotor- en -panelenindustrie;2012;12.0;745.0;;
1264;271 Elektromotor- en -panelenindustrie;2013;10.0;720.0;;
1265;271 Elektromotor- en -panelenindustrie;2014;6.0;464.0;;
1266;271 Elektromotor- en -panelenindustrie;2015;7.0;302.0;;
1267;271 Elektromotor- en -panelenindustrie;2016;15.0;888.0;;
1268;271 Elektromotor- en -panelenindustrie;2017;13.0;;;
1269;271 Elektromotor- en -panelenindustrie;2018;18.0;1308.0;;
1270;271 Elektromotor- en -panelenindustrie;2019;16.0;1430.0;;
1271;271 Elektromotor- en -panelenindustrie;2020;16.0;1369.0;;
1272;271 Elektromotor- en -panelenindustrie;2021;13.0;1166.0;0.0;0.0
1273;271 Elektromotor- en -panelenindustrie;2022;12.0;1017.0;;
1274;272 Accu- en batterijenindustrie;2010;0.0;0.0;;
1275;272 Accu- en batterijenindustrie;2011;0.0;0.0;;
1276;272 Accu- en batterijenindustrie;2012;0.0;0.0;;
1277;272 Accu- en batterijenindustrie;2013;1.0;;;
1278;272 Accu- en batterijenindustrie;2014;0.0;0.0;;
1279;272 Accu- en batterijenindustrie;2015;1.0;;;
1280;272 Accu- en batterijenindustrie;2016;1.0;;;
1281;272 Accu- en batterijenindustrie;2017;0.0;0.0;;
1282;272 Accu- en batterijenindustrie;2018;0.0;0.0;;
1283;272 Accu- en batterijenindustrie;2019;0.0;0.0;;
1284;272 Accu- en batterijenindustrie;2020;1.0;;;
1285;272 Accu- en batterijenindustrie;2021;0.0;0.0;0.0;0.0
1286;272 Accu- en batterijenindustrie;2022;2.0;;;
1287;273 Elektr. kabel-, schakelaarindustrie;2010;1.0;;;
1288;273 Elektr. kabel-, schakelaarindustrie;2011;1.0;;;
1289;273 Elektr. kabel-, schakelaarindustrie;2012;2.0;;;
1290;273 Elektr. kabel-, schakelaarindustrie;2013;4.0;;;
1291;273 Elektr. kabel-, schakelaarindustrie;2014;1.0;;;
1292;273 Elektr. kabel-, schakelaarindustrie;2015;1.0;;;
1293;273 Elektr. kabel-, schakelaarindustrie;2016;4.0;291.0;;
1294;273 Elektr. kabel-, schakelaarindustrie;2017;5.0;249.0;;
1295;273 Elektr. kabel-, schakelaarindustrie;2018;6.0;186.0;;
1296;273 Elektr. kabel-, schakelaarindustrie;2019;7.0;242.0;;
1297;273 Elektr. kabel-, schakelaarindustrie;2020;8.0;284.0;;
1298;273 Elektr. kabel-, schakelaarindustrie;2021;4.0;136.0;0.0;0.0
1299;273 Elektr. kabel-, schakelaarindustrie;2022;5.0;;;
1300;274 Elektrische verlichtingsindustrie;2010;5.0;253.0;;
1301;274 Elektrische verlichtingsindustrie;2011;4.0;;;
1302;274 Elektrische verlichtingsindustrie;2012;6.0;174.0;;
1303;274 Elektrische verlichtingsindustrie;2013;6.0;162.0;;
1304;274 Elektrische verlichtingsindustrie;2014;6.0;;;
1305;274 Elektrische verlichtingsindustrie;2015;4.0;128.0;;
1306;274 Elektrische verlichtingsindustrie;2016;5.0;230.0;;
1307;274 Elektrische verlichtingsindustrie;2017;8.0;359.0;;
1308;274 Elektrische verlichtingsindustrie;2018;7.0;371.0;;
1309;274 Elektrische verlichtingsindustrie;2019;9.0;386.0;;
1310;274 Elektrische verlichtingsindustrie;2020;4.0;254.0;;
1311;274 Elektrische verlichtingsindustrie;2021;1.0;;0.0;0.0
1312;274 Elektrische verlichtingsindustrie;2022;2.0;;;
1313;275 Huishoudelijke apparatenindustrie;2010;1.0;;;
1314;275 Huishoudelijke apparatenindustrie;2011;3.0;;;
1315;275 Huishoudelijke apparatenindustrie;2012;3.0;;;
1316;275 Huishoudelijke apparatenindustrie;2013;3.0;;;
1317;275 Huishoudelijke apparatenindustrie;2014;3.0;;;
1318;275 Huishoudelijke apparatenindustrie;2015;2.0;;;
1319;275 Huishoudelijke apparatenindustrie;2016;5.0;;;
1320;275 Huishoudelijke apparatenindustrie;2017;7.0;529.0;;
1321;275 Huishoudelijke apparatenindustrie;2018;4.0;;;
1322;275 Huishoudelijke apparatenindustrie;2019;5.0;;;
1323;275 Huishoudelijke apparatenindustrie;2020;4.0;;;
1324;275 Huishoudelijke apparatenindustrie;2021;4.0;;0.0;0.0
1325;275 Huishoudelijke apparatenindustrie;2022;5.0;;;
1326;279 Overige elektr. apparatenindustrie;2010;2.0;;;
1327;279 Overige elektr. apparatenindustrie;2011;2.0;;;
1328;279 Overige elektr. apparatenindustrie;2012;2.0;;;
1329;279 Overige elektr. apparatenindustrie;2013;7.0;1012.0;;
1330;279 Overige elektr. apparatenindustrie;2014;6.0;435.0;;
1331;279 Overige elektr. apparatenindustrie;2015;6.0;;;
1332;279 Overige elektr. apparatenindustrie;2016;3.0;;;
1333;279 Overige elektr. apparatenindustrie;2017;5.0;;;
1334;279 Overige elektr. apparatenindustrie;2018;3.0;;;
1335;279 Overige elektr. apparatenindustrie;2019;7.0;;;
1336;279 Overige elektr. apparatenindustrie;2020;7.0;;;
1337;279 Overige elektr. apparatenindustrie;2021;6.0;;0.0;0.0
1338;279 Overige elektr. apparatenindustrie;2022;8.0;;;
1339;28 Machine-industrie;2010;91.0;8850.0;;
1340;28 Machine-industrie;2011;80.0;7311.0;;
1341;28 Machine-industrie;2012;96.0;7337.0;;
1342;28 Machine-industrie;2013;112.0;13571.0;;
1343;28 Machine-industrie;2014;115.0;7724.0;;
1344;28 Machine-industrie;2015;105.0;8276.0;;
1345;28 Machine-industrie;2016;121.0;8229.0;;
1346;28 Machine-industrie;2017;124.0;7954.0;;
1347;28 Machine-industrie;2018;158.0;19067.0;;
1348;28 Machine-industrie;2019;172.0;26876.0;;
1349;28 Machine-industrie;2020;130.0;24007.0;;
1350;28 Machine-industrie;2021;124.0;;1.0;
1351;28 Machine-industrie;2022;121.0;28586.0;;
1352;281 Motoren-, pompen- e.d. industrie;2010;14.0;2506.0;;
1353;281 Motoren-, pompen- e.d. industrie;2011;14.0;1540.0;;
1354;281 Motoren-, pompen- e.d. industrie;2012;14.0;650.0;;
1355;281 Motoren-, pompen- e.d. industrie;2013;15.0;;;
1356;281 Motoren-, pompen- e.d. industrie;2014;10.0;635.0;;
1357;281 Motoren-, pompen- e.d. industrie;2015;6.0;439.0;;
1358;281 Motoren-, pompen- e.d. industrie;2016;11.0;844.0;;
1359;281 Motoren-, pompen- e.d. industrie;2017;10.0;;;
1360;281 Motoren-, pompen- e.d. industrie;2018;10.0;;;
1361;281 Motoren-, pompen- e.d. industrie;2019;13.0;1332.0;;
1362;281 Motoren-, pompen- e.d. industrie;2020;9.0;809.0;;
1363;281 Motoren-, pompen- e.d. industrie;2021;11.0;1035.0;0.0;0.0
1364;281 Motoren-, pompen- e.d. industrie;2022;15.0;2249.0;;
1365;282 Overige machine-industrie algemeen;2010;43.0;3466.0;;
1366;282 Overige machine-industrie algemeen;2011;34.0;3193.0;;
1367;282 Overige machine-industrie algemeen;2012;35.0;3174.0;;
1368;282 Overige machine-industrie algemeen;2013;41.0;3586.0;;
1369;282 Overige machine-industrie algemeen;2014;48.0;3974.0;;
1370;282 Overige machine-industrie algemeen;2015;48.0;4485.0;;
1371;282 Overige machine-industrie algemeen;2016;53.0;3603.0;;
1372;282 Overige machine-industrie algemeen;2017;56.0;3443.0;;
1373;282 Overige machine-industrie algemeen;2018;78.0;4619.0;;
1374;282 Overige machine-industrie algemeen;2019;82.0;7262.0;;
1375;282 Overige machine-industrie algemeen;2020;57.0;4776.0;;
1376;282 Overige machine-industrie algemeen;2021;50.0;3583.0;1.0;
1377;282 Overige machine-industrie algemeen;2022;40.0;3094.0;;
1378;283 Landbouwmachine-industrie;2010;11.0;;;
1379;283 Landbouwmachine-industrie;2011;10.0;;;
1380;283 Landbouwmachine-industrie;2012;15.0;1532.0;;
1381;283 Landbouwmachine-industrie;2013;16.0;1720.0;;
1382;283 Landbouwmachine-industrie;2014;13.0;858.0;;
1383;283 Landbouwmachine-industrie;2015;7.0;539.0;;
1384;283 Landbouwmachine-industrie;2016;8.0;;;
1385;283 Landbouwmachine-industrie;2017;9.0;474.0;;
1386;283 Landbouwmachine-industrie;2018;10.0;520.0;;
1387;283 Landbouwmachine-industrie;2019;11.0;618.0;;
1388;283 Landbouwmachine-industrie;2020;11.0;728.0;;
1389;283 Landbouwmachine-industrie;2021;15.0;;0.0;0.0
1390;283 Landbouwmachine-industrie;2022;16.0;1136.0;;
1391;284 Gereedschapswerktuigenindustrie;2010;1.0;;;
1392;284 Gereedschapswerktuigenindustrie;2011;2.0;;;
1393;284 Gereedschapswerktuigenindustrie;2012;5.0;739.0;;
1394;284 Gereedschapswerktuigenindustrie;2013;4.0;;;
1395;284 Gereedschapswerktuigenindustrie;2014;5.0;217.0;;
1396;284 Gereedschapswerktuigenindustrie;2015;5.0;130.0;;
1397;284 Gereedschapswerktuigenindustrie;2016;2.0;;;
1398;284 Gereedschapswerktuigenindustrie;2017;3.0;;;
1399;284 Gereedschapswerktuigenindustrie;2018;4.0;;;
1400;284 Gereedschapswerktuigenindustrie;2019;7.0;547.0;;
1401;284 Gereedschapswerktuigenindustrie;2020;5.0;185.0;;
1402;284 Gereedschapswerktuigenindustrie;2021;3.0;;0.0;0.0
1403;284 Gereedschapswerktuigenindustrie;2022;7.0;796.0;;
1404;289 Overige machine-industrie specifiek;2010;22.0;2317.0;;
1405;289 Overige machine-industrie specifiek;2011;20.0;1757.0;;
1406;289 Overige machine-industrie specifiek;2012;27.0;1243.0;;
1407;289 Overige machine-industrie specifiek;2013;36.0;6972.0;;
1408;289 Overige machine-industrie specifiek;2014;39.0;2039.0;;
