ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;Samenwonend_5;OuderInEenouderhuishouden_6;OverigLidHuishouden_7;PersonenInInstitutioneleHuishoudens_8
64;Totaal mannen en vrouwen;Totaal;Ongehuwd;2035;;;;1907656.0;2160877.0;256986.0;189549;138441
65;Totaal mannen en vrouwen;Totaal;Ongehuwd;2036;;;;1923866.0;2177165.0;259519.0;190931;139862
66;Totaal mannen en vrouwen;Totaal;Ongehuwd;2037;;;;1940415.0;2192553.0;261915.0;192342;141359
67;Totaal mannen en vrouwen;Totaal;Ongehuwd;2038;;;;1957437.0;2207250.0;264132.0;193799;142920
68;Totaal mannen en vrouwen;Totaal;Ongehuwd;2039;;;;1974736.0;2221517.0;266217.0;195284;144534
69;Totaal mannen en vrouwen;Totaal;Ongehuwd;2040;;;;1992304.0;2235637.0;268193.0;196803;146197
70;Totaal mannen en vrouwen;Totaal;Ongehuwd;2041;;;;2010187.0;2249866.0;270025.0;198358;147902
71;Totaal mannen en vrouwen;Totaal;Ongehuwd;2042;;;;2028323.0;2264355.0;271749.0;199932;149642
72;Totaal mannen en vrouwen;Totaal;Ongehuwd;2043;;;;2046821.0;2279159.0;273259.0;201525;151417
73;Totaal mannen en vrouwen;Totaal;Ongehuwd;2044;;;;2065573.0;2294225.0;274621.0;203108;153219
74;Totaal mannen en vrouwen;Totaal;Ongehuwd;2045;;;;2084477.0;2309460.0;275834.0;204671;155044
75;Totaal mannen en vrouwen;Totaal;Ongehuwd;2046;;;;2103453.0;2324770.0;276894.0;206205;156886
76;Totaal mannen en vrouwen;Totaal;Ongehuwd;2047;;;;2122382.0;2340060.0;277801.0;207705;158737
77;Totaal mannen en vrouwen;Totaal;Ongehuwd;2048;;;;2141118.0;2355265.0;278556.0;209168;160589
78;Totaal mannen en vrouwen;Totaal;Ongehuwd;2049;;;;2159495.0;2370258.0;279256.0;210575;162433
79;Totaal mannen en vrouwen;Totaal;Ongehuwd;2050;;;;2177504.0;2384962.0;279765.0;211956;164255
80;Totaal mannen en vrouwen;Totaal;Ongehuwd;2051;;;;2194989.0;2399322.0;280130.0;213297;166048
81;Totaal mannen en vrouwen;Totaal;Ongehuwd;2052;;;;2211862.0;2413228.0;280409.0;214585;167805
82;Totaal mannen en vrouwen;Totaal;Ongehuwd;2053;;;;2228004.0;2426585.0;280622.0;215817;169518
83;Totaal mannen en vrouwen;Totaal;Ongehuwd;2054;;;;2243345.0;2439307.0;280786.0;216985;171182
84;Totaal mannen en vrouwen;Totaal;Ongehuwd;2055;;;;2257814.0;2451349.0;280910.0;218083;172787
85;Totaal mannen en vrouwen;Totaal;Ongehuwd;2056;;;;2271383.0;2462664.0;281010.0;219113;174325
86;Totaal mannen en vrouwen;Totaal;Ongehuwd;2057;;;;2284032.0;2473208.0;281087.0;220081;175786
87;Totaal mannen en vrouwen;Totaal;Ongehuwd;2058;;;;2295773.0;2482956.0;281156.0;220988;177165
88;Totaal mannen en vrouwen;Totaal;Ongehuwd;2059;;;;2306628.0;2491903.0;281223.0;221840;178458
89;Totaal mannen en vrouwen;Totaal;Ongehuwd;2060;;;;2316651.0;2500011.0;281292.0;222644;179663
90;Totaal mannen en vrouwen;Totaal;Gehuwd;2016;;;;87063.0;6527996.0;37564.0;37687;24525
91;Totaal mannen en vrouwen;Totaal;Gehuwd;2017;;;;90048.0;6501345.0;39080.0;37495;25208
92;Totaal mannen en vrouwen;Totaal;Gehuwd;2018;;;;92116.0;6478806.0;40046.0;37379;25485
93;Totaal mannen en vrouwen;Totaal;Gehuwd;2019;;;;93424.0;6457053.0;40586.0;37347;25129
94;Totaal mannen en vrouwen;Totaal;Gehuwd;2020;;;;94286.0;6437328.0;40896.0;37330;24872
95;Totaal mannen en vrouwen;Totaal;Gehuwd;2021;;;;95044.0;6419553.0;40954.0;37413;24969
96;Totaal mannen en vrouwen;Totaal;Gehuwd;2022;;;;95776.0;6403488.0;40864.0;37557;25281
97;Totaal mannen en vrouwen;Totaal;Gehuwd;2023;;;;96425.0;6388182.0;40681.0;37719;25696
98;Totaal mannen en vrouwen;Totaal;Gehuwd;2024;;;;97007.0;6373270.0;40450.0;37878;26175
99;Totaal mannen en vrouwen;Totaal;Gehuwd;2025;;;;97533.0;6358594.0;40197.0;38013;26727
100;Totaal mannen en vrouwen;Totaal;Gehuwd;2026;;;;98023.0;6343775.0;39913.0;38146;27328
101;Totaal mannen en vrouwen;Totaal;Gehuwd;2027;;;;98438.0;6328458.0;39633.0;38244;27929
102;Totaal mannen en vrouwen;Totaal;Gehuwd;2028;;;;98802.0;6312381.0;39360.0;38308;28534
103;Totaal mannen en vrouwen;Totaal;Gehuwd;2029;;;;99079.0;6295434.0;39117.0;38318;29145
104;Totaal mannen en vrouwen;Totaal;Gehuwd;2030;;;;99305.0;6277476.0;38897.0;38295;29768
105;Totaal mannen en vrouwen;Totaal;Gehuwd;2031;;;;99444.0;6258478.0;38702.0;38222;30389
106;Totaal mannen en vrouwen;Totaal;Gehuwd;2032;;;;99517.0;6238360.0;38519.0;38107;31007
107;Totaal mannen en vrouwen;Totaal;Gehuwd;2033;;;;99504.0;6217171.0;38365.0;37940;31598
108;Totaal mannen en vrouwen;Totaal;Gehuwd;2034;;;;99415.0;6194913.0;38236.0;37726;32154
109;Totaal mannen en vrouwen;Totaal;Gehuwd;2035;;;;99332.0;6171620.0;38124.0;37483;32673
110;Totaal mannen en vrouwen;Totaal;Gehuwd;2036;;;;99179.0;6147440.0;38047.0;37197;33134
111;Totaal mannen en vrouwen;Totaal;Gehuwd;2037;;;;98968.0;6122548.0;38005.0;36873;33548
112;Totaal mannen en vrouwen;Totaal;Gehuwd;2038;;;;98690.0;6097109.0;37979.0;36529;33906
113;Totaal mannen en vrouwen;Totaal;Gehuwd;2039;;;;98347.0;6071303.0;37988.0;36153;34214
114;Totaal mannen en vrouwen;Totaal;Gehuwd;2040;;;;97960.0;6045349.0;38020.0;35756;34479
115;Totaal mannen en vrouwen;Totaal;Gehuwd;2041;;;;97550.0;6019451.0;38058.0;35359;34709
116;Totaal mannen en vrouwen;Totaal;Gehuwd;2042;;;;97126.0;5993821.0;38104.0;34958;34912
117;Totaal mannen en vrouwen;Totaal;Gehuwd;2043;;;;96704.0;5968695.0;38129.0;34587;35094
118;Totaal mannen en vrouwen;Totaal;Gehuwd;2044;;;;96274.0;5944212.0;38157.0;34227;35255
119;Totaal mannen en vrouwen;Totaal;Gehuwd;2045;;;;95865.0;5920737.0;38176.0;33893;35401
120;Totaal mannen en vrouwen;Totaal;Gehuwd;2046;;;;95477.0;5898390.0;38188.0;33582;35529
121;Totaal mannen en vrouwen;Totaal;Gehuwd;2047;;;;95099.0;5877219.0;38191.0;33297;35637
122;Totaal mannen en vrouwen;Totaal;Gehuwd;2048;;;;94729.0;5857326.0;38186.0;33042;35717
123;Totaal mannen en vrouwen;Totaal;Gehuwd;2049;;;;94357.0;5838865.0;38186.0;32803;35759
124;Totaal mannen en vrouwen;Totaal;Gehuwd;2050;;;;94000.0;5821886.0;38161.0;32612;35758
125;Totaal mannen en vrouwen;Totaal;Gehuwd;2051;;;;93640.0;5806527.0;38129.0;32446;35705
126;Totaal mannen en vrouwen;Totaal;Gehuwd;2052;;;;93278.0;5792823.0;38091.0;32303;35599
127;Totaal mannen en vrouwen;Totaal;Gehuwd;2053;;;;92917.0;5780878.0;38049.0;32181;35438
128;Totaal mannen en vrouwen;Totaal;Gehuwd;2054;;;;92562.0;5770778.0;38005.0;32076;35224
129;Totaal mannen en vrouwen;Totaal;Gehuwd;2055;;;;92220.0;5762629.0;37961.0;31987;34960
130;Totaal mannen en vrouwen;Totaal;Gehuwd;2056;;;;91897.0;5756451.0;37922.0;31912;34646
131;Totaal mannen en vrouwen;Totaal;Gehuwd;2057;;;;91595.0;5752270.0;37885.0;31850;34289
132;Totaal mannen en vrouwen;Totaal;Gehuwd;2058;;;;91322.0;5750068.0;37853.0;31802;33895
133;Totaal mannen en vrouwen;Totaal;Gehuwd;2059;;;;91077.0;5749811.0;37829.0;31764;33475
134;Totaal mannen en vrouwen;Totaal;Gehuwd;2060;;;;90871.0;5751458.0;37809.0;31739;33041
135;Totaal mannen en vrouwen;Totaal;Verweduwd;2016;;;;653692.0;43685.0;72504.0;21563;72247
136;Totaal mannen en vrouwen;Totaal;Verweduwd;2017;;;;661189.0;43917.0;71490.0;21442;67983
137;Totaal mannen en vrouwen;Totaal;Verweduwd;2018;;;;668397.0;44016.0;70553.0;21352;64637
138;Totaal mannen en vrouwen;Totaal;Verweduwd;2019;;;;674981.0;43969.0;69654.0;21266;62392
139;Totaal mannen en vrouwen;Totaal;Verweduwd;2020;;;;681062.0;43812.0;68839.0;21221;60983
140;Totaal mannen en vrouwen;Totaal;Verweduwd;2021;;;;686908.0;43598.0;68004.0;21230;60226
141;Totaal mannen en vrouwen;Totaal;Verweduwd;2022;;;;692573.0;43337.0;67153.0;21290;59959
142;Totaal mannen en vrouwen;Totaal;Verweduwd;2023;;;;698165.0;43032.0;66260.0;21381;60022
143;Totaal mannen en vrouwen;Totaal;Verweduwd;2024;;;;703657.0;42683.0;65379.0;21490;60314
144;Totaal mannen en vrouwen;Totaal;Verweduwd;2025;;;;709017.0;42300.0;64553.0;21611;60763
145;Totaal mannen en vrouwen;Totaal;Verweduwd;2026;;;;714336.0;41884.0;63649.0;21763;61327
146;Totaal mannen en vrouwen;Totaal;Verweduwd;2027;;;;719518.0;41444.0;62773.0;21928;61956
147;Totaal mannen en vrouwen;Totaal;Verweduwd;2028;;;;724534.0;40984.0;61916.0;22108;62639
148;Totaal mannen en vrouwen;Totaal;Verweduwd;2029;;;;729279.0;40502.0;61126.0;22306;63397
149;Totaal mannen en vrouwen;Totaal;Verweduwd;2030;;;;733739.0;40003.0;60359.0;22520;64237
150;Totaal mannen en vrouwen;Totaal;Verweduwd;2031;;;;737825.0;39492.0;59623.0;22754;65162
151;Totaal mannen en vrouwen;Totaal;Verweduwd;2032;;;;741490.0;38964.0;58880.0;23003;66170
152;Totaal mannen en vrouwen;Totaal;Verweduwd;2033;;;;744613.0;38423.0;58170.0;23255;67249
153;Totaal mannen en vrouwen;Totaal;Verweduwd;2034;;;;747121.0;37868.0;57473.0;23503;68360
154;Totaal mannen en vrouwen;Totaal;Verweduwd;2035;;;;748927.0;37294.0;56799.0;23740;69481
155;Totaal mannen en vrouwen;Totaal;Verweduwd;2036;;;;750004.0;36707.0;56152.0;23962;70549
156;Totaal mannen en vrouwen;Totaal;Verweduwd;2037;;;;750236.0;36110.0;55534.0;24156;71594
157;Totaal mannen en vrouwen;Totaal;Verweduwd;2038;;;;749683.0;35503.0;54895.0;24330;72555
158;Totaal mannen en vrouwen;Totaal;Verweduwd;2039;;;;748305.0;34891.0;54323.0;24468;73376
159;Totaal mannen en vrouwen;Totaal;Verweduwd;2040;;;;746133.0;34278.0;53814.0;24566;74060
160;Totaal mannen en vrouwen;Totaal;Verweduwd;2041;;;;743245.0;33666.0;53334.0;24634;74595
161;Totaal mannen en vrouwen;Totaal;Verweduwd;2042;;;;739602.0;33063.0;52938.0;24655;74991
162;Totaal mannen en vrouwen;Totaal;Verweduwd;2043;;;;735390.0;32464.0;52487.0;24659;75233
163;Totaal mannen en vrouwen;Totaal;Verweduwd;2044;;;;730730.0;31876.0;52048.0;24641;75366
164;Totaal mannen en vrouwen;Totaal;Verweduwd;2045;;;;725566.0;31289.0;51602.0;24598;75403
165;Totaal mannen en vrouwen;Totaal;Verweduwd;2046;;;;719926.0;30702.0;51147.0;24548;75360
166;Totaal mannen en vrouwen;Totaal;Verweduwd;2047;;;;714032.0;30127.0;50682.0;24485;75300
167;Totaal mannen en vrouwen;Totaal;Verweduwd;2048;;;;707861.0;29564.0;50209.0;24418;75250
168;Totaal mannen en vrouwen;Totaal;Verweduwd;2049;;;;701338.0;29013.0;49779.0;24346;75209
169;Totaal mannen en vrouwen;Totaal;Verweduwd;2050;;;;694509.0;28476.0;49285.0;24280;75168
170;Totaal mannen en vrouwen;Totaal;Verweduwd;2051;;;;687259.0;27950.0;48776.0;24201;75096
171;Totaal mannen en vrouwen;Totaal;Verweduwd;2052;;;;679568.0;27436.0;48249.0;24109;74975
172;Totaal mannen en vrouwen;Totaal;Verweduwd;2053;;;;671439.0;26934.0;47707.0;23998;74785
173;Totaal mannen en vrouwen;Totaal;Verweduwd;2054;;;;662872.0;26448.0;47149.0;23869;74507
174;Totaal mannen en vrouwen;Totaal;Verweduwd;2055;;;;653864.0;25975.0;46577.0;23715;74128
175;Totaal mannen en vrouwen;Totaal;Verweduwd;2056;;;;644462.0;25517.0;45989.0;23533;73623
176;Totaal mannen en vrouwen;Totaal;Verweduwd;2057;;;;634725.0;25075.0;45388.0;23322;72984
177;Totaal mannen en vrouwen;Totaal;Verweduwd;2058;;;;624697.0;24646.0;44778.0;23082;72202
178;Totaal mannen en vrouwen;Totaal;Verweduwd;2059;;;;614487.0;24233.0;44159.0;22812;71274
179;Totaal mannen en vrouwen;Totaal;Verweduwd;2060;;;;604164.0;23836.0;43534.0;22518;70212
180;Totaal mannen en vrouwen;Totaal;Gescheiden;2016;;;;601170.0;335314.0;272432.0;22882;21461
181;Totaal mannen en vrouwen;Totaal;Gescheiden;2017;;;;610501.0;340632.0;273449.0;22704;21888
182;Totaal mannen en vrouwen;Totaal;Gescheiden;2018;;;;619627.0;344246.0;274170.0;22668;22172
183;Totaal mannen en vrouwen;Totaal;Gescheiden;2019;;;;628116.0;345948.0;274301.0;22701;22345
184;Totaal mannen en vrouwen;Totaal;Gescheiden;2020;;;;635703.0;346386.0;273823.0;22744;22564
185;Totaal mannen en vrouwen;Totaal;Gescheiden;2021;;;;643559.0;346415.0;272638.0;22875;22914
186;Totaal mannen en vrouwen;Totaal;Gescheiden;2022;;;;651605.0;346113.0;270812.0;23054;23361
187;Totaal mannen en vrouwen;Totaal;Gescheiden;2023;;;;659677.0;345516.0;268477.0;23252;23870
188;Totaal mannen en vrouwen;Totaal;Gescheiden;2024;;;;667677.0;344680.0;265766.0;23457;24417
189;Totaal mannen en vrouwen;Totaal;Gescheiden;2025;;;;675498.0;343649.0;262830.0;23660;25000
190;Totaal mannen en vrouwen;Totaal;Gescheiden;2026;;;;683178.0;342493.0;259651.0;23870;25607
191;Totaal mannen en vrouwen;Totaal;Gescheiden;2027;;;;690541.0;341238.0;256457.0;24068;26211
192;Totaal mannen en vrouwen;Totaal;Gescheiden;2028;;;;697526.0;339921.0;253313.0;24255;26810
193;Totaal mannen en vrouwen;Totaal;Gescheiden;2029;;;;703946.0;338573.0;250434.0;24413;27414
194;Totaal mannen en vrouwen;Totaal;Gescheiden;2030;;;;709861.0;337212.0;247762.0;24558;28021
195;Totaal mannen en vrouwen;Totaal;Gescheiden;2031;;;;715162.0;335855.0;245378.0;24683;28631
196;Totaal mannen en vrouwen;Totaal;Gescheiden;2032;;;;719908.0;334515.0;243204.0;24803;29247
197;Totaal mannen en vrouwen;Totaal;Gescheiden;2033;;;;723987.0;333197.0;241366.0;24902;29863
198;Totaal mannen en vrouwen;Totaal;Gescheiden;2034;;;;727390.0;331898.0;239855.0;24982;30474
199;Totaal mannen en vrouwen;Totaal;Gescheiden;2035;;;;730110.0;330615.0;238674.0;25046;31073
200;Totaal mannen en vrouwen;Totaal;Gescheiden;2036;;;;732129.0;329347.0;237826.0;25091;31653
201;Totaal mannen en vrouwen;Totaal;Gescheiden;2037;;;;733466.0;328106.0;237309.0;25118;32222
202;Totaal mannen en vrouwen;Totaal;Gescheiden;2038;;;;734165.0;326893.0;237012.0;25134;32771
203;Totaal mannen en vrouwen;Totaal;Gescheiden;2039;;;;734129.0;325694.0;237056.0;25125;33293
204;Totaal mannen en vrouwen;Totaal;Gescheiden;2040;;;;733427.0;324505.0;237373.0;25097;33790
205;Totaal mannen en vrouwen;Totaal;Gescheiden;2041;;;;732228.0;323320.0;237798.0;25067;34262
206;Totaal mannen en vrouwen;Totaal;Gescheiden;2042;;;;730512.0;322136.0;238384.0;25027;34709
207;Totaal mannen en vrouwen;Totaal;Gescheiden;2043;;;;728555.0;320963.0;238838.0;25003;35129
208;Totaal mannen en vrouwen;Totaal;Gescheiden;2044;;;;726254.0;319797.0;239291.0;24972;35525
209;Totaal mannen en vrouwen;Totaal;Gescheiden;2045;;;;723687.0;318632.0;239687.0;24943;35897
210;Totaal mannen en vrouwen;Totaal;Gescheiden;2046;;;;720896.0;317478.0;240007.0;24919;36239
211;Totaal mannen en vrouwen;Totaal;Gescheiden;2047;;;;717918.0;316342.0;240227.0;24897;36553
212;Totaal mannen en vrouwen;Totaal;Gescheiden;2048;;;;714798.0;315226.0;240340.0;24881;36840
213;Totaal mannen en vrouwen;Totaal;Gescheiden;2049;;;;711463.0;314132.0;240454.0;24860;37093
214;Totaal mannen en vrouwen;Totaal;Gescheiden;2050;;;;708147.0;313078.0;240334.0;24861;37307
215;Totaal mannen en vrouwen;Totaal;Gescheiden;2051;;;;704770.0;312063.0;240111.0;24866;37475
216;Totaal mannen en vrouwen;Totaal;Gescheiden;2052;;;;701353.0;311098.0;239801.0;24871;37595
217;Totaal mannen en vrouwen;Totaal;Gescheiden;2053;;;;697911.0;310193.0;239419.0;24871;37659
218;Totaal mannen en vrouwen;Totaal;Gescheiden;2054;;;;694468.0;309351.0;238983.0;24867;37667
219;Totaal mannen en vrouwen;Totaal;Gescheiden;2055;;;;691065.0;308580.0;238509.0;24858;37617
220;Totaal mannen en vrouwen;Totaal;Gescheiden;2056;;;;687742.0;307888.0;238012.0;24842;37503
221;Totaal mannen en vrouwen;Totaal;Gescheiden;2057;;;;684532.0;307282.0;237503.0;24822;37323
222;Totaal mannen en vrouwen;Totaal;Gescheiden;2058;;;;681482.0;306772.0;237002.0;24798;37077
223;Totaal mannen en vrouwen;Totaal;Gescheiden;2059;;;;678623.0;306363.0;236522.0;24768;36767
224;Totaal mannen en vrouwen;Totaal;Gescheiden;2060;;;;675984.0;306058.0;236083.0;24734;36404
225;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2016;170585.0;170218.0;167518.0;;;;2700;367
