ID;Leeftijd;Marges;RegioS;ErvarenGezondheidGoedZeerGoed_1;EenOfMeerLangdurigeAandoeningen_2;EenOfMeerLichamelijkeBeperkingen_3;BeperkingInHoren_4;BeperkingInZien_5;BeperkingInBewegen_6;Ondergewicht_7;NormaalGewicht_8;Overgewicht_9;MatigOvergewicht_10;ErnstigOvergewichtObesitas_11;VoldoetAanBeweegrichtlijn_12;WekelijksSporter_13;Mantelzorger_14;ZwaarBelasteMantelzorgers_15;UrenMantelzorgPerWeek_16;Rokers_17;VoldoetAanRichtlijnAlcoholgebruik_18;ZwareDrinker_19;OvermatigDrinker_20
1692;18 tot 65 jaar;Ondergrens 95%-interval;Ede;83.9;27.4;9.0;2.8;3.6;4.2;1.0;45.9;43.6;27.0;14.2;54.1;50.0;11.4;6.6;4.5;15.6;43.5;4.6;2.5
1693;18 tot 65 jaar;Ondergrens 95%-interval;Eemnes;80.8;20.9;3.4;0.3;1.1;1.5;0.9;43.1;44.6;32.2;9.6;;;8.8;;;14.1;25.5;7.0;6.0
1694;18 tot 65 jaar;Ondergrens 95%-interval;Eersel;81.6;19.9;6.1;2.2;2.8;0.8;0.2;50.8;38.1;25.6;9.8;49.5;52.1;14.5;8.5;5.8;8.1;28.6;7.2;4.5
1695;18 tot 65 jaar;Ondergrens 95%-interval;Eijsden-Margraten;80.3;25.5;9.0;2.6;2.5;4.4;1.1;46.0;45.7;31.7;12.2;48.3;50.1;13.6;9.8;6.1;14.4;31.3;9.0;4.1
1696;18 tot 65 jaar;Ondergrens 95%-interval;Eindhoven;79.6;25.0;9.2;2.9;4.2;4.1;1.4;54.8;38.8;26.9;10.8;54.6;56.8;8.7;12.7;8.5;17.1;37.3;7.8;4.2
1697;18 tot 65 jaar;Ondergrens 95%-interval;Elburg;81.7;21.1;5.5;1.2;1.2;2.6;1.1;42.9;44.8;30.2;11.9;46.4;46.5;14.3;;;14.7;40.6;4.4;3.3
1698;18 tot 65 jaar;Ondergrens 95%-interval;Emmen;77.7;24.3;7.1;2.4;2.7;3.2;0.7;36.6;48.7;29.7;15.0;46.2;35.5;7.7;;;16.3;31.4;5.7;2.9
1699;18 tot 65 jaar;Ondergrens 95%-interval;Enkhuizen;75.2;20.0;7.3;0.4;3.1;2.6;0.7;46.1;41.4;27.0;11.5;47.5;46.8;7.8;;;15.9;33.3;4.8;4.0
1700;18 tot 65 jaar;Ondergrens 95%-interval;Enschede;77.5;24.2;10.4;3.3;4.1;5.3;0.5;46.9;43.3;28.0;12.7;52.7;47.5;10.3;;;16.7;35.6;7.3;4.1
1701;18 tot 65 jaar;Ondergrens 95%-interval;Epe;80.2;23.3;7.9;0.9;3.9;4.3;0.4;43.2;46.3;33.0;10.6;50.6;49.6;13.5;;;14.3;35.7;6.4;4.3
1702;18 tot 65 jaar;Ondergrens 95%-interval;Ermelo;79.9;24.8;4.6;1.0;1.9;1.1;0.8;44.6;44.1;30.4;11.0;48.3;47.5;14.1;;;15.5;39.3;4.3;2.4
1703;18 tot 65 jaar;Ondergrens 95%-interval;Etten-Leur;79.0;25.0;9.9;2.6;2.7;5.3;1.5;44.0;46.2;31.9;12.3;49.0;54.6;13.0;11.8;5.9;11.2;36.0;7.9;4.0
1704;18 tot 65 jaar;Ondergrens 95%-interval;De Fryske Marren;82.9;21.1;5.6;1.0;1.9;2.1;1.9;45.9;42.8;30.8;9.8;52.6;54.3;10.2;;;13.4;28.7;8.2;5.9
1705;18 tot 65 jaar;Ondergrens 95%-interval;Geertruidenberg;74.7;25.9;9.3;2.4;2.2;5.0;0.9;35.6;51.5;33.1;14.8;38.4;46.1;8.7;;;10.7;31.2;7.3;1.6
1706;18 tot 65 jaar;Ondergrens 95%-interval;Geldrop-Mierlo;80.1;23.5;7.8;1.6;2.2;5.0;1.0;43.8;44.4;29.2;12.4;50.7;52.5;12.7;;;14.2;31.1;9.4;4.9
1707;18 tot 65 jaar;Ondergrens 95%-interval;Gemert-Bakel;81.7;22.1;7.6;1.5;3.7;2.7;0.3;45.9;44.8;32.8;9.8;51.9;57.9;14.0;9.6;6.7;10.7;23.8;10.0;5.6
1708;18 tot 65 jaar;Ondergrens 95%-interval;Gennep;78.2;27.1;8.5;3.6;3.2;2.7;0.8;45.0;42.0;29.8;9.8;49.8;50.5;15.6;13.8;4.7;13.6;36.9;5.6;2.6
1709;18 tot 65 jaar;Ondergrens 95%-interval;Gilze en Rijen;79.4;21.8;7.8;2.2;2.9;3.7;0.6;44.4;44.7;30.7;11.3;50.0;55.0;11.2;;;9.7;34.5;5.0;4.2
1710;18 tot 65 jaar;Ondergrens 95%-interval;Goeree-Overflakkee;81.9;23.6;6.0;1.4;1.8;2.7;0.3;43.5;46.2;31.7;11.6;42.0;42.3;11.1;;;11.0;44.6;5.2;3.1
1711;18 tot 65 jaar;Ondergrens 95%-interval;Goes;79.6;26.1;8.0;2.2;2.0;3.9;0.6;47.3;42.1;30.1;9.7;52.6;46.9;11.8;;;14.9;44.2;5.3;3.2
1712;18 tot 65 jaar;Ondergrens 95%-interval;Goirle;81.0;23.0;6.5;1.0;3.5;1.5;0.8;39.2;48.9;33.8;12.2;50.2;54.4;11.8;;;11.9;27.9;7.0;2.0
1713;18 tot 65 jaar;Ondergrens 95%-interval;Gooise Meren;82.8;24.6;5.5;1.3;2.2;2.7;1.8;52.8;37.4;28.3;7.6;52.6;59.0;10.4;4.9;5.2;15.2;28.3;7.6;5.9
1714;18 tot 65 jaar;Ondergrens 95%-interval;Gorinchem;79.7;24.6;10.6;2.9;3.3;5.1;0.3;46.1;45.0;30.4;12.2;46.3;48.7;9.3;;;16.0;44.8;4.6;2.6
1715;18 tot 65 jaar;Ondergrens 95%-interval;Gouda;81.2;26.9;8.3;2.1;2.7;4.3;0.9;49.7;41.5;27.0;12.4;52.6;52.1;9.2;6.0;4.2;13.9;44.3;4.5;3.2
1716;18 tot 65 jaar;Ondergrens 95%-interval;Grave;73.2;27.6;5.2;0.4;1.7;2.6;0.8;42.2;41.2;26.3;11.1;38.3;48.0;13.7;;;10.8;31.1;4.8;2.8
1717;18 tot 65 jaar;Ondergrens 95%-interval;'s-Gravenhage (gemeente);78.3;25.2;15.1;4.8;6.8;8.3;1.8;51.0;42.9;29.4;12.4;52.3;52.9;9.8;10.5;8.9;19.1;47.3;6.3;3.5
1718;18 tot 65 jaar;Ondergrens 95%-interval;Groningen (gemeente);81.6;21.9;5.5;1.4;2.3;2.2;1.8;58.0;33.0;23.7;7.9;58.5;57.6;7.8;5.0;5.3;22.1;29.1;10.0;6.2
1719;18 tot 65 jaar;Ondergrens 95%-interval;Gulpen-Wittem;78.4;26.4;6.5;2.2;1.9;1.9;0.5;47.1;41.9;28.4;10.8;38.8;46.7;15.8;;;13.1;34.4;3.6;4.0
1720;18 tot 65 jaar;Ondergrens 95%-interval;Haaksbergen;84.5;17.2;8.1;1.6;2.6;4.2;1.7;42.8;45.0;29.1;12.9;53.7;52.9;16.8;;;13.6;27.6;8.0;5.4
1721;18 tot 65 jaar;Ondergrens 95%-interval;Haaren;82.1;21.1;5.4;1.3;1.8;2.1;0.2;45.9;43.2;29.3;11.1;50.4;62.1;12.6;;;11.3;25.1;10.7;6.2
1722;18 tot 65 jaar;Ondergrens 95%-interval;Haarlem;83.3;22.3;7.6;2.0;3.5;3.5;1.3;55.7;37.2;26.4;9.4;61.4;59.4;11.2;7.4;6.7;14.7;32.2;6.4;4.2
1723;18 tot 65 jaar;Ondergrens 95%-interval;Haarlemmermeer;83.2;24.6;8.2;2.2;3.3;4.0;1.3;50.1;44.9;31.9;12.1;53.2;58.4;12.3;12.1;7.7;13.8;41.3;6.1;4.2
1724;18 tot 65 jaar;Ondergrens 95%-interval;Halderberge;79.6;21.5;5.9;0.7;1.5;3.2;0.3;41.6;46.8;28.7;14.5;43.3;53.4;11.6;;;12.3;40.7;3.4;2.7
1725;18 tot 65 jaar;Ondergrens 95%-interval;Hardenberg;84.4;21.8;8.8;3.5;3.7;2.4;0.9;41.9;48.5;31.2;14.9;48.5;45.7;11.3;1.9;;16.2;31.2;12.3;6.8
1726;18 tot 65 jaar;Ondergrens 95%-interval;Harderwijk;75.6;27.5;7.8;2.9;2.3;3.3;0.2;41.9;47.0;29.8;14.0;48.5;47.4;9.7;;;13.8;41.1;4.9;2.1
1727;18 tot 65 jaar;Ondergrens 95%-interval;Hardinxveld-Giessendam;84.4;21.8;6.6;2.4;2.4;3.3;0.7;45.4;44.4;31.7;10.4;44.9;43.3;13.1;6.6;4.8;14.3;46.2;4.8;3.1
1728;18 tot 65 jaar;Ondergrens 95%-interval;Harlingen;76.6;23.7;7.1;1.6;1.6;3.1;0.7;40.0;47.4;28.7;15.2;55.4;46.5;10.6;;;20.0;29.5;9.7;6.1
1729;18 tot 65 jaar;Ondergrens 95%-interval;Hattem;81.7;21.3;3.3;0.5;0.8;2.0;0.8;49.2;37.8;26.9;8.2;54.8;55.6;11.3;;;13.2;25.8;6.3;2.6
1730;18 tot 65 jaar;Ondergrens 95%-interval;Heemskerk;80.3;21.2;8.6;2.0;2.9;2.9;0.9;42.8;46.4;31.6;12.2;57.5;59.2;12.1;13.3;5.3;11.5;31.3;6.9;3.9
1731;18 tot 65 jaar;Ondergrens 95%-interval;Heemstede;84.5;20.5;4.6;0.8;1.8;1.9;0.4;55.8;33.7;26.2;5.6;64.7;68.2;8.9;;;9.7;24.9;7.5;5.0
1732;18 tot 65 jaar;Ondergrens 95%-interval;Heerde;83.0;23.9;5.6;1.0;2.2;2.3;0.4;47.1;41.7;29.8;9.4;52.9;51.2;16.2;;;12.3;35.3;7.4;5.4
1733;18 tot 65 jaar;Ondergrens 95%-interval;Heerenveen;83.7;23.4;5.7;1.0;2.4;2.4;1.2;46.4;43.8;29.9;11.5;54.2;49.3;9.2;4.6;3.7;16.2;35.3;5.8;4.2
1734;18 tot 65 jaar;Ondergrens 95%-interval;Heerhugowaard;76.0;24.0;8.2;2.3;3.7;3.4;0.8;42.6;46.9;31.8;12.6;53.8;52.0;9.8;;;12.5;36.2;5.6;3.3
1735;18 tot 65 jaar;Ondergrens 95%-interval;Heerlen;72.1;34.4;17.4;6.2;7.1;9.3;1.6;40.4;52.1;32.0;18.3;42.0;41.0;13.5;12.9;6.9;23.3;44.7;6.0;4.4
1736;18 tot 65 jaar;Ondergrens 95%-interval;Heeze-Leende;80.6;19.7;5.7;0.7;2.5;2.4;1.0;47.6;39.5;28.1;8.9;51.3;58.5;13.6;8.6;;6.7;25.9;9.2;5.5
1737;18 tot 65 jaar;Ondergrens 95%-interval;Heiloo;83.9;20.1;4.6;0.4;1.6;1.7;1.7;57.1;31.0;21.7;7.4;56.6;60.8;8.6;;;12.3;30.4;7.6;5.6
1738;18 tot 65 jaar;Ondergrens 95%-interval;Den Helder;77.5;26.9;10.1;2.0;4.6;3.9;0.2;37.2;53.3;34.7;15.5;48.4;45.0;10.5;8.4;7.5;17.6;36.6;7.2;4.2
1739;18 tot 65 jaar;Ondergrens 95%-interval;Hellendoorn;81.6;21.9;7.7;1.2;3.1;3.5;1.2;41.0;48.0;37.0;8.5;52.8;52.7;13.0;;;12.4;28.8;14.5;7.3
1740;18 tot 65 jaar;Ondergrens 95%-interval;Hellevoetsluis;76.5;28.9;11.6;2.2;3.2;5.9;1.7;38.7;47.4;30.4;13.6;34.7;37.2;8.0;;;15.5;42.1;5.4;2.6
1741;18 tot 65 jaar;Ondergrens 95%-interval;Helmond;75.3;29.5;12.9;2.4;6.7;7.2;0.7;42.0;49.6;29.7;17.5;47.1;46.7;13.8;7.9;6.2;17.5;40.1;6.9;3.7
1742;18 tot 65 jaar;Ondergrens 95%-interval;Hendrik-Ido-Ambacht;83.7;22.4;6.7;1.8;2.3;2.1;2.0;45.5;41.9;28.3;11.3;40.6;53.5;13.3;;;10.6;47.1;3.1;2.6
1743;18 tot 65 jaar;Ondergrens 95%-interval;Hengelo (O.);78.7;25.4;6.8;1.1;2.3;2.8;0.2;46.9;42.7;27.5;12.2;47.5;50.4;15.3;;;18.9;36.1;6.9;5.1
1744;18 tot 65 jaar;Ondergrens 95%-interval;'s-Hertogenbosch;80.1;25.2;7.8;1.7;3.3;3.3;1.1;50.5;41.5;31.0;8.9;47.8;57.6;10.2;13.0;5.8;17.8;34.2;8.0;3.9
1745;18 tot 65 jaar;Ondergrens 95%-interval;Heumen;77.2;20.4;4.0;1.8;1.5;1.0;0.5;52.7;36.2;27.6;6.6;54.3;64.2;14.0;10.1;2.0;11.1;31.3;7.0;5.3
1746;18 tot 65 jaar;Ondergrens 95%-interval;Heusden;77.4;21.7;8.3;1.9;3.1;3.7;1.2;44.4;42.4;28.9;11.0;42.1;52.3;10.1;13.0;4.0;10.8;28.8;6.3;2.5
1747;18 tot 65 jaar;Ondergrens 95%-interval;Hillegom;80.6;25.0;8.7;2.2;3.2;2.8;1.4;49.0;38.5;26.3;9.8;41.5;49.3;10.5;;;10.5;32.4;5.6;4.1
1748;18 tot 65 jaar;Ondergrens 95%-interval;Hilvarenbeek;83.4;20.3;7.8;2.3;3.8;2.5;0.2;51.7;38.6;29.0;7.6;51.4;60.3;17.0;5.1;4.0;8.8;25.1;12.4;7.0
1749;18 tot 65 jaar;Ondergrens 95%-interval;Hilversum;84.2;19.7;6.3;1.4;2.5;3.0;1.7;51.7;38.7;27.6;9.3;49.6;52.6;9.9;16.2;10.9;18.5;33.8;6.3;3.9
1750;18 tot 65 jaar;Ondergrens 95%-interval;Hoeksche Waard;81.9;21.5;4.4;1.2;0.8;2.1;0.7;46.5;42.7;30.4;10.0;45.7;48.4;9.8;;;12.9;38.2;5.0;2.7
1751;18 tot 65 jaar;Ondergrens 95%-interval;Hof van Twente;84.8;21.3;7.9;1.9;3.5;3.6;1.0;43.5;49.0;34.3;12.8;54.5;55.0;16.4;5.9;4.9;17.0;27.2;12.3;9.6
1752;18 tot 65 jaar;Ondergrens 95%-interval;Het Hogeland;78.1;25.4;6.4;1.0;2.7;3.4;0.6;44.6;46.8;34.3;10.5;49.6;42.8;11.4;6.4;4.8;17.5;35.9;7.6;5.7
1753;18 tot 65 jaar;Ondergrens 95%-interval;Hollands Kroon;77.5;23.8;5.2;1.7;1.0;2.9;0.7;44.9;44.0;28.5;12.9;46.8;44.5;10.2;;;17.3;29.7;8.4;4.9
1754;18 tot 65 jaar;Ondergrens 95%-interval;Hoogeveen;74.3;29.2;9.6;1.0;3.9;4.4;0.2;40.6;45.3;30.6;11.0;46.7;42.6;9.2;;;23.3;34.5;8.5;4.5
1755;18 tot 65 jaar;Ondergrens 95%-interval;Hoorn;77.0;21.6;7.9;1.7;3.1;4.2;1.6;45.5;43.4;29.9;11.3;49.9;51.7;10.4;13.5;6.6;16.1;35.4;5.5;3.1
1756;18 tot 65 jaar;Ondergrens 95%-interval;Horst aan de Maas;80.0;23.5;7.4;2.4;2.5;3.2;0.8;43.6;47.9;33.5;12.3;54.4;56.8;14.2;4.5;4.8;14.3;29.0;10.8;5.6
1757;18 tot 65 jaar;Ondergrens 95%-interval;Houten;79.0;24.4;5.5;1.9;2.0;1.7;1.0;53.5;37.5;27.1;8.4;;;13.7;9.3;4.7;9.0;40.2;3.0;2.3
1758;18 tot 65 jaar;Ondergrens 95%-interval;Huizen;78.8;25.7;6.3;1.7;2.0;2.8;0.8;44.5;45.8;31.0;12.4;44.2;48.4;14.6;7.8;5.5;16.1;36.9;6.1;4.4
1759;18 tot 65 jaar;Ondergrens 95%-interval;Hulst;78.2;23.9;5.8;0.5;1.9;3.2;1.2;44.6;43.1;28.6;11.8;51.2;48.8;12.1;;;11.0;30.6;8.0;3.6
1760;18 tot 65 jaar;Ondergrens 95%-interval;IJsselstein;77.2;22.9;6.7;1.3;2.1;3.3;0.8;42.6;46.6;31.3;12.4;;;13.5;;;13.4;34.0;5.6;2.8
1761;18 tot 65 jaar;Ondergrens 95%-interval;Kaag en Braassem;82.9;21.6;6.0;2.1;2.1;2.5;0.6;45.8;45.0;32.1;10.7;45.3;53.5;10.6;9.8;4.3;11.0;29.8;9.9;7.2
1762;18 tot 65 jaar;Ondergrens 95%-interval;Kampen;79.3;22.0;9.4;2.2;4.1;3.3;0.8;47.7;41.9;28.2;11.4;49.1;44.8;10.4;;;20.3;39.7;7.0;4.7
1763;18 tot 65 jaar;Ondergrens 95%-interval;Kapelle;78.1;26.1;7.6;1.7;1.5;3.6;0.9;43.8;45.1;32.5;10.1;53.2;49.7;16.3;13.2;4.0;10.1;44.1;1.8;1.9
1764;18 tot 65 jaar;Ondergrens 95%-interval;Katwijk;82.6;22.6;6.2;2.0;2.3;2.6;0.3;45.2;45.2;27.5;15.1;52.7;45.4;11.1;8.0;;15.8;35.8;9.5;6.5
1765;18 tot 65 jaar;Ondergrens 95%-interval;Kerkrade;71.3;33.2;18.4;6.0;6.6;10.7;1.5;35.2;55.8;32.8;20.6;36.7;36.4;13.4;15.7;9.3;24.3;42.8;4.9;3.8
1766;18 tot 65 jaar;Ondergrens 95%-interval;Koggenland;86.0;19.8;4.4;0.9;2.4;1.7;1.0;50.6;38.0;28.1;7.7;54.1;59.9;8.9;;;16.1;22.8;9.2;6.3
1767;18 tot 65 jaar;Ondergrens 95%-interval;Krimpen aan den IJssel;77.7;21.8;8.8;3.1;1.5;5.0;0.9;44.6;43.7;28.7;12.0;36.5;42.1;9.9;;;11.4;48.5;4.0;2.8
1768;18 tot 65 jaar;Ondergrens 95%-interval;Krimpenerwaard;85.5;22.7;5.0;1.2;1.7;2.1;1.6;45.9;44.6;31.8;11.0;47.6;50.9;11.7;9.4;5.8;12.3;40.4;5.6;3.9
1769;18 tot 65 jaar;Ondergrens 95%-interval;Laarbeek;84.5;20.3;6.2;1.3;3.0;2.0;0.6;44.3;44.0;31.5;9.8;47.5;52.8;12.1;;;14.1;24.5;13.5;6.3
1770;18 tot 65 jaar;Ondergrens 95%-interval;Landerd;82.7;21.0;10.6;3.1;4.5;3.7;0.4;50.0;40.5;26.5;11.7;54.7;64.1;11.8;7.8;4.5;9.5;25.0;11.8;5.6
1771;18 tot 65 jaar;Ondergrens 95%-interval;Landgraaf;70.9;33.9;14.6;5.4;4.5;7.4;0.8;38.4;53.9;34.4;17.3;40.7;41.2;14.8;9.5;6.8;21.3;39.1;5.1;3.4
1772;18 tot 65 jaar;Ondergrens 95%-interval;Landsmeer;81.6;24.5;5.6;0.7;3.1;1.6;0.7;48.7;39.9;26.5;10.9;47.3;49.7;13.8;;;14.4;32.4;8.1;5.3
1773;18 tot 65 jaar;Ondergrens 95%-interval;Langedijk;80.7;22.9;4.9;1.3;1.3;2.5;0.9;48.0;40.4;29.6;8.6;49.6;60.3;10.0;;;11.9;30.1;8.0;4.3
1774;18 tot 65 jaar;Ondergrens 95%-interval;Lansingerland;84.6;20.2;3.6;0.7;1.0;1.7;0.4;53.9;36.6;25.9;8.6;50.0;57.9;9.8;;;10.0;34.5;5.2;4.7
1775;18 tot 65 jaar;Ondergrens 95%-interval;Laren (NH.);86.6;18.1;2.8;0.4;1.6;0.6;1.7;49.8;35.4;25.6;7.2;41.7;54.7;15.5;;;10.1;22.4;7.7;6.0
1776;18 tot 65 jaar;Ondergrens 95%-interval;Leeuwarden;81.6;23.9;5.2;1.7;2.5;2.3;1.4;47.3;43.2;30.4;10.9;58.7;50.0;7.6;5.2;6.9;18.6;35.6;9.2;7.3
1777;18 tot 65 jaar;Ondergrens 95%-interval;Leiden;84.0;24.8;5.5;1.9;1.8;2.5;2.5;57.4;34.0;23.9;8.8;56.8;60.0;8.1;11.8;5.9;17.4;33.5;10.2;5.3
1778;18 tot 65 jaar;Ondergrens 95%-interval;Leiderdorp;81.4;21.6;7.2;1.9;3.7;3.6;0.9;49.8;37.7;24.7;10.3;48.4;50.1;9.0;;;12.7;35.1;5.0;3.4
1779;18 tot 65 jaar;Ondergrens 95%-interval;Leidschendam-Voorburg;81.7;27.0;9.7;2.7;3.9;5.0;1.6;51.5;42.2;29.5;11.5;52.2;59.3;13.1;8.7;7.7;13.6;41.7;5.7;4.0
1780;18 tot 65 jaar;Ondergrens 95%-interval;Lelystad;72.1;28.0;10.2;1.7;3.3;5.4;0.5;40.7;46.6;31.2;12.3;48.3;43.5;9.6;;;14.9;50.1;2.1;1.3
1781;18 tot 65 jaar;Ondergrens 95%-interval;Leudal;81.1;24.1;8.0;2.9;3.1;2.1;0.9;46.3;44.9;31.9;11.0;48.3;49.4;13.1;11.5;5.0;16.4;30.9;7.5;4.7
1782;18 tot 65 jaar;Ondergrens 95%-interval;Leusden;82.6;22.4;4.8;1.0;1.7;2.2;0.9;52.3;38.3;27.6;8.6;;;14.0;9.9;6.1;11.6;34.1;5.5;3.9
1783;18 tot 65 jaar;Ondergrens 95%-interval;Lingewaard;82.1;24.5;8.7;1.9;3.2;3.9;1.1;43.8;46.2;30.5;13.3;50.8;56.0;13.3;6.7;2.4;14.3;29.1;6.8;3.4
1784;18 tot 65 jaar;Ondergrens 95%-interval;Lisse;80.0;20.2;5.4;1.7;1.0;2.4;1.4;47.6;39.4;29.0;7.8;44.5;52.2;12.0;;;14.2;31.6;5.5;5.6
1785;18 tot 65 jaar;Ondergrens 95%-interval;Lochem;80.8;27.0;7.3;2.8;3.5;2.6;1.0;46.2;43.3;30.6;10.3;52.1;52.2;14.8;8.0;4.3;13.4;36.2;6.4;5.0
1786;18 tot 65 jaar;Ondergrens 95%-interval;Loon op Zand;77.0;25.4;11.2;2.8;3.6;6.2;1.0;44.8;42.7;26.0;13.8;45.7;50.7;11.3;;;12.5;31.4;9.5;6.3
1787;18 tot 65 jaar;Ondergrens 95%-interval;Lopik;81.9;16.6;5.3;1.0;2.5;2.0;0.4;51.6;37.9;27.1;8.3;;;14.4;;;11.2;33.1;5.8;2.8
1788;18 tot 65 jaar;Ondergrens 95%-interval;Loppersum;72.3;26.7;8.4;0.7;3.9;3.5;0.4;39.3;49.5;29.8;16.5;40.5;43.4;13.9;;;16.7;38.5;6.0;6.2
1789;18 tot 65 jaar;Ondergrens 95%-interval;Losser;82.2;21.2;10.7;1.7;4.5;4.2;0.2;38.8;51.6;34.3;14.0;51.9;50.9;16.2;;;13.8;23.1;12.7;7.6
1790;18 tot 65 jaar;Ondergrens 95%-interval;Maasdriel;77.3;23.2;8.1;2.5;3.3;3.2;0.5;40.7;48.6;33.7;12.1;38.0;43.0;11.7;;;18.9;25.4;5.9;2.7
1791;18 tot 65 jaar;Ondergrens 95%-interval;Maasgouw;79.1;27.4;8.4;1.7;3.0;4.3;0.9;44.3;45.5;31.0;12.1;48.6;44.3;12.3;9.3;5.8;15.4;36.7;6.0;3.8
1792;18 tot 65 jaar;Ondergrens 95%-interval;Maassluis;74.8;23.5;10.2;2.4;3.4;4.0;1.5;41.4;45.0;26.7;14.9;39.4;45.9;9.0;;;15.5;37.6;4.9;2.9
1793;18 tot 65 jaar;Ondergrens 95%-interval;Maastricht;79.7;25.2;10.9;3.4;4.8;5.6;2.2;54.7;38.5;25.2;12.2;55.0;54.8;11.4;10.8;8.0;21.8;33.5;9.9;6.2
1794;18 tot 65 jaar;Ondergrens 95%-interval;Medemblik;82.7;19.1;7.2;2.9;2.2;2.7;0.6;46.2;43.8;33.0;8.7;52.4;53.1;11.0;;;13.7;30.2;11.4;7.3
1795;18 tot 65 jaar;Ondergrens 95%-interval;Meerssen;80.9;25.5;8.0;2.9;2.9;3.1;1.0;44.8;46.4;32.6;11.8;47.5;51.2;16.8;8.1;6.0;15.6;34.2;6.0;3.5
1796;18 tot 65 jaar;Ondergrens 95%-interval;Meierijstad;78.7;25.2;9.3;2.6;3.5;4.7;1.0;46.2;45.0;31.5;11.6;50.8;59.3;12.5;4.8;6.1;13.0;29.5;11.0;5.0
1797;18 tot 65 jaar;Ondergrens 95%-interval;Meppel;78.7;25.0;8.4;3.6;1.7;2.8;0.0;44.0;44.5;31.7;9.9;47.5;46.4;9.9;;;19.8;30.7;5.9;5.6
1798;18 tot 65 jaar;Ondergrens 95%-interval;Middelburg (Z.);77.4;23.8;7.0;2.6;2.6;2.5;0.7;50.4;38.6;28.3;8.1;51.6;47.9;9.9;;;14.1;39.2;4.6;3.8
1799;18 tot 65 jaar;Ondergrens 95%-interval;Midden-Delfland;86.4;20.3;4.7;1.9;2.2;1.1;1.2;54.3;36.1;26.3;8.1;54.6;59.1;12.0;8.2;3.2;8.9;31.4;7.2;4.4
1800;18 tot 65 jaar;Ondergrens 95%-interval;Midden-Drenthe;80.4;25.7;4.9;1.1;0.9;2.1;0.5;45.1;41.5;26.6;11.7;48.5;49.4;12.7;;;13.6;31.0;8.5;7.0
1801;18 tot 65 jaar;Ondergrens 95%-interval;Midden-Groningen;73.3;26.6;9.1;1.9;2.7;5.3;1.3;33.8;54.8;36.5;15.3;46.3;41.1;11.2;4.5;5.7;17.5;36.1;4.0;3.2
1802;18 tot 65 jaar;Ondergrens 95%-interval;Mill en Sint Hubert;80.1;23.4;8.7;3.3;3.0;2.4;1.3;45.1;44.8;31.1;11.6;51.1;52.2;15.2;6.5;5.9;9.1;33.0;7.8;4.4
1803;18 tot 65 jaar;Ondergrens 95%-interval;Moerdijk;76.5;22.0;8.5;3.4;2.2;3.5;1.3;38.8;47.7;28.3;15.8;40.3;44.1;11.8;;;14.5;34.1;6.7;4.6
1804;18 tot 65 jaar;Ondergrens 95%-interval;Molenlanden;83.9;20.7;5.0;1.7;1.8;2.0;0.7;47.6;42.0;28.3;11.3;46.7;45.5;15.4;7.0;5.2;13.3;37.2;7.3;5.5
1805;18 tot 65 jaar;Ondergrens 95%-interval;Montferland;76.5;25.0;8.1;2.8;1.8;4.1;0.3;40.9;49.2;32.7;13.6;49.9;51.2;15.9;14.3;5.5;14.1;31.2;8.7;3.2
1806;18 tot 65 jaar;Ondergrens 95%-interval;Montfoort;84.6;20.5;4.2;1.0;1.0;1.5;1.0;48.5;41.3;28.7;10.4;;;11.0;;;11.4;32.0;7.2;4.7
1807;18 tot 65 jaar;Ondergrens 95%-interval;Mook en Middelaar;82.1;21.6;7.6;1.4;3.6;2.9;0.5;53.1;35.2;26.2;6.8;52.2;55.0;16.9;;;10.8;38.4;5.6;4.4
1808;18 tot 65 jaar;Ondergrens 95%-interval;Neder-Betuwe;78.4;25.2;8.9;1.3;3.3;4.0;0.6;39.6;51.3;31.5;17.0;38.4;36.0;14.1;5.1;4.1;16.3;46.2;4.9;2.2
1809;18 tot 65 jaar;Ondergrens 95%-interval;Nederweert;81.3;24.2;6.8;1.8;1.9;2.4;1.2;46.9;40.6;27.4;10.7;46.0;49.1;16.3;6.9;5.1;9.8;29.2;7.0;3.5
1810;18 tot 65 jaar;Ondergrens 95%-interval;Nieuwegein;76.4;28.3;9.2;2.9;3.4;4.5;0.8;44.0;48.1;30.6;15.3;;;10.4;9.4;6.6;13.2;42.1;3.8;3.2
1811;18 tot 65 jaar;Ondergrens 95%-interval;Nieuwkoop;84.6;19.4;4.8;1.0;1.8;1.4;0.8;49.8;38.8;25.8;10.6;40.9;53.3;11.9;6.8;4.8;11.6;32.2;7.1;4.3
1812;18 tot 65 jaar;Ondergrens 95%-interval;Nijkerk;81.1;25.2;7.2;2.8;2.5;1.8;0.6;47.7;41.7;30.3;9.1;53.1;54.4;12.5;;;14.5;34.0;8.7;6.0
1813;18 tot 65 jaar;Ondergrens 95%-interval;Nijmegen;77.2;26.0;6.2;1.4;2.6;3.0;2.1;56.2;35.6;25.8;8.4;56.0;61.0;7.0;10.0;5.8;19.5;31.5;10.7;6.5
1814;18 tot 65 jaar;Ondergrens 95%-interval;Nissewaard;73.6;27.7;11.8;3.0;3.5;6.4;1.3;36.3;53.5;33.2;17.2;40.3;42.5;11.8;7.6;5.7;16.3;43.6;5.5;3.5
