ID;SoftwarepakkettenBedrijfsfuncties;MateVanStandaardisatieSoftwarepakket;BedrijfstakkenBranchesSBI93;Perioden;AantalBedrijven250WerkzamePersonen_1;PercentageBedrijven250WerkzPers_2
242;3;1;4;2008;82;56
243;3;1;5;2006;14;19
244;3;1;5;2007;21;29
245;3;1;5;2008;23;37
246;3;1;6;2006;113;26
247;3;1;6;2007;121;29
248;3;1;6;2008;141;33
249;3;1;7;2006;182;22
250;3;1;7;2007;207;25
251;3;1;7;2008;200;24
252;3;2;1;2006;424;19
253;3;2;1;2007;504;22
254;3;2;1;2008;465;21
255;3;2;2;2006;93;19
256;3;2;2;2007;145;29
257;3;2;2;2008;120;24
258;3;2;3;2006;62;21
259;3;2;3;2007;71;24
260;3;2;3;2008;48;16
261;3;2;4;2006;37;24
262;3;2;4;2007;32;21
263;3;2;4;2008;38;26
264;3;2;5;2006;14;19
265;3;2;5;2007;15;21
266;3;2;5;2008;8;13
267;3;2;6;2006;72;17
268;3;2;6;2007;75;18
269;3;2;6;2008;96;22
270;3;2;7;2006;146;17
271;3;2;7;2007;166;20
272;3;2;7;2008;156;19
273;3;3;1;2006;971;43
274;3;3;1;2007;837;37
275;3;3;1;2008;798;35
276;3;3;2;2006;83;17
277;3;3;2;2007;41;8
278;3;3;2;2008;56;11
279;3;3;3;2006;81;28
280;3;3;3;2007;80;27
281;3;3;3;2008;69;23
282;3;3;4;2006;59;39
283;3;3;4;2007;46;30
284;3;3;4;2008;24;16
285;3;3;5;2006;42;57
286;3;3;5;2007;28;38
287;3;3;5;2008;32;51
288;3;3;6;2006;226;53
289;3;3;6;2007;218;52
290;3;3;6;2008;181;42
291;3;3;7;2006;480;57
292;3;3;7;2007;424;51
293;3;3;7;2008;436;53
294;3;4;1;2006;70;3
295;3;4;1;2007;59;3
296;3;4;1;2008;57;3
297;3;4;2;2006;7;1
298;3;4;2;2007;4;1
299;3;4;2;2008;3;1
300;3;4;3;2006;11;4
301;3;4;3;2007;4;1
302;3;4;3;2008;5;2
303;3;4;4;2006;0;0
304;3;4;4;2007;0;0
305;3;4;4;2008;2;1
306;3;4;5;2006;4;5
307;3;4;5;2007;9;12
308;3;4;5;2008;0;0
309;3;4;6;2006;19;4
310;3;4;6;2007;9;2
311;3;4;6;2008;12;3
312;3;4;7;2006;30;4
313;3;4;7;2007;33;4
314;3;4;7;2008;36;4
315;4;0;1;2006;2282;100
316;4;0;1;2007;2273;100
317;4;0;1;2008;2256;100
318;4;0;2;2006;495;100
319;4;0;2;2007;496;100
320;4;0;2;2008;492;100
321;4;0;3;2006;293;100
322;4;0;3;2007;298;100
323;4;0;3;2008;299;100
324;4;0;4;2006;152;100
325;4;0;4;2007;153;100
326;4;0;4;2008;146;100
327;4;0;5;2006;74;100
328;4;0;5;2007;73;100
329;4;0;5;2008;63;100
330;4;0;6;2006;430;100
331;4;0;6;2007;423;100
332;4;0;6;2008;430;100
333;4;0;7;2006;838;100
334;4;0;7;2007;830;100
335;4;0;7;2008;827;100
336;4;1;1;2006;1290;57
337;4;1;1;2007;1303;57
338;4;1;1;2008;1301;58
339;4;1;2;2006;330;67
340;4;1;2;2007;328;66
341;4;1;2;2008;318;65
342;4;1;3;2006;180;61
343;4;1;3;2007;183;61
344;4;1;3;2008;183;61
345;4;1;4;2006;88;58
346;4;1;4;2007;87;57
347;4;1;4;2008;96;66
348;4;1;5;2006;32;43
349;4;1;5;2007;49;67
350;4;1;5;2008;39;62
351;4;1;6;2006;235;55
352;4;1;6;2007;228;54
353;4;1;6;2008;245;57
354;4;1;7;2006;425;51
355;4;1;7;2007;428;52
356;4;1;7;2008;420;51
357;4;2;1;2006;631;28
358;4;2;1;2007;659;29
359;4;2;1;2008;627;28
360;4;2;2;2006;115;23
361;4;2;2;2007;143;29
362;4;2;2;2008;129;26
363;4;2;3;2006;63;22
364;4;2;3;2007;70;23
365;4;2;3;2008;85;28
366;4;2;4;2006;35;23
367;4;2;4;2007;47;31
368;4;2;4;2008;26;18
369;4;2;5;2006;22;30
370;4;2;5;2007;13;18
371;4;2;5;2008;13;21
372;4;2;6;2006;116;27
373;4;2;6;2007;127;30
374;4;2;6;2008;115;27
375;4;2;7;2006;280;33
376;4;2;7;2007;258;31
377;4;2;7;2008;258;31
378;4;3;1;2006;324;14
379;4;3;1;2007;284;12
380;4;3;1;2008;286;13
381;4;3;2;2006;40;8
382;4;3;2;2007;21;4
383;4;3;2;2008;37;8
384;4;3;3;2006;43;15
385;4;3;3;2007;43;14
386;4;3;3;2008;25;8
387;4;3;4;2006;28;18
388;4;3;4;2007;18;12
389;4;3;4;2008;22;15
390;4;3;5;2006;18;24
391;4;3;5;2007;8;11
392;4;3;5;2008;12;19
393;4;3;6;2006;69;16
394;4;3;6;2007;65;15
395;4;3;6;2008;63;15
396;4;3;7;2006;126;15
397;4;3;7;2007;129;16
398;4;3;7;2008;127;15
399;4;4;1;2006;37;2
400;4;4;1;2007;26;1
401;4;4;1;2008;42;2
402;4;4;2;2006;11;2
403;4;4;2;2007;4;1
404;4;4;2;2008;7;1
405;4;4;3;2006;7;2
406;4;4;3;2007;2;1
407;4;4;3;2008;5;2
408;4;4;4;2006;0;0
409;4;4;4;2007;0;0
410;4;4;4;2008;2;1
411;4;4;5;2006;2;3
412;4;4;5;2007;3;4
413;4;4;5;2008;0;0
414;4;4;6;2006;10;2
415;4;4;6;2007;3;1
416;4;4;6;2008;6;1
417;4;4;7;2006;7;1
418;4;4;7;2007;14;2
419;4;4;7;2008;22;3
420;5;0;1;2006;2282;100
421;5;0;1;2007;2273;100
422;5;0;1;2008;2256;100
423;5;0;2;2006;495;100
424;5;0;2;2007;496;100
425;5;0;2;2008;492;100
426;5;0;3;2006;293;100
427;5;0;3;2007;298;100
428;5;0;3;2008;299;100
429;5;0;4;2006;152;100
430;5;0;4;2007;153;100
431;5;0;4;2008;146;100
432;5;0;5;2006;74;100
433;5;0;5;2007;73;100
434;5;0;5;2008;63;100
435;5;0;6;2006;430;100
436;5;0;6;2007;423;100
437;5;0;6;2008;430;100
438;5;0;7;2006;838;100
439;5;0;7;2007;830;100
440;5;0;7;2008;827;100
441;5;1;1;2006;1272;56
442;5;1;1;2007;1281;56
443;5;1;1;2008;1235;55
444;5;1;2;2006;268;54
445;5;1;2;2007;267;54
446;5;1;2;2008;258;52
447;5;1;3;2006;135;46
448;5;1;3;2007;141;47
449;5;1;3;2008;145;48
450;5;1;4;2006;89;59
451;5;1;4;2007;87;57
452;5;1;4;2008;86;59
453;5;1;5;2006;42;57
454;5;1;5;2007;46;63
455;5;1;5;2008;43;68
456;5;1;6;2006;251;58
457;5;1;6;2007;252;60
458;5;1;6;2008;239;56
459;5;1;7;2006;487;58
460;5;1;7;2007;488;59
461;5;1;7;2008;463;56
462;5;2;1;2006;662;29
463;5;2;1;2007;665;29
464;5;2;1;2008;687;30
465;5;2;2;2006;156;32
466;5;2;2;2007;145;29
467;5;2;2;2008;147;30
468;5;2;3;2006;85;29
469;5;2;3;2007;90;30
470;5;2;3;2008;104;35
471;5;2;4;2006;44;29
472;5;2;4;2007;51;33
473;5;2;4;2008;41;28
474;5;2;5;2006;16;22
475;5;2;5;2007;20;27
476;5;2;5;2008;18;29
477;5;2;6;2006;99;23
478;5;2;6;2007;110;26
479;5;2;6;2008;131;30
480;5;2;7;2006;263;31
481;5;2;7;2007;248;30
482;5;2;7;2008;247;30
483;5;3;1;2006;317;14
484;5;3;1;2007;307;14
485;5;3;1;2008;300;13
486;5;3;2;2006;61;12
487;5;3;2;2007;79;16
488;5;3;2;2008;84;17
489;5;3;3;2006;63;22
490;5;3;3;2007;65;22
491;5;3;3;2008;45;15
492;5;3;4;2006;19;13
493;5;3;4;2007;15;10
494;5;3;4;2008;18;12
495;5;3;5;2006;17;23
496;5;3;5;2007;7;10
497;5;3;5;2008;2;3
498;5;3;6;2006;74;17
499;5;3;6;2007;58;14
500;5;3;6;2008;55;13
501;5;3;7;2006;83;10
502;5;3;7;2007;83;10
503;5;3;7;2008;97;12
504;5;4;1;2006;30;1
505;5;4;1;2007;21;1
506;5;4;1;2008;34;2
507;5;4;2;2006;10;2
508;5;4;2;2007;5;1
509;5;4;2;2008;3;1
510;5;4;3;2006;9;3
511;5;4;3;2007;2;1
512;5;4;3;2008;5;2
513;5;4;4;2006;0;0
514;5;4;4;2007;0;0
515;5;4;4;2008;2;1
516;5;4;5;2006;0;0
517;5;4;5;2007;0;0
518;5;4;5;2008;0;0
519;5;4;6;2006;7;2
520;5;4;6;2007;3;1
521;5;4;6;2008;5;1
522;5;4;7;2006;5;1
523;5;4;7;2007;11;1
524;5;4;7;2008;20;2
525;6;0;1;2006;2282;100
526;6;0;1;2007;2273;100
527;6;0;1;2008;2256;100
528;6;0;2;2006;495;100
529;6;0;2;2007;496;100
530;6;0;2;2008;492;100
531;6;0;3;2006;293;100
532;6;0;3;2007;298;100
533;6;0;3;2008;299;100
534;6;0;4;2006;152;100
535;6;0;4;2007;153;100
536;6;0;4;2008;146;100
537;6;0;5;2006;74;100
538;6;0;5;2007;73;100
539;6;0;5;2008;63;100
540;6;0;6;2006;430;100
541;6;0;6;2007;423;100
542;6;0;6;2008;430;100
543;6;0;7;2006;838;100
544;6;0;7;2007;830;100
545;6;0;7;2008;827;100
546;6;1;1;2006;397;17
547;6;1;1;2007;471;21
548;6;1;1;2008;454;20
549;6;1;2;2006;80;16
550;6;1;2;2007;88;18
551;6;1;2;2008;94;19
552;6;1;3;2006;45;15
553;6;1;3;2007;30;10
554;6;1;3;2008;43;14
555;6;1;4;2006;21;14
556;6;1;4;2007;32;21
557;6;1;4;2008;36;25
558;6;1;5;2006;21;28
559;6;1;5;2007;27;37
560;6;1;5;2008;15;24
561;6;1;6;2006;100;23
562;6;1;6;2007;145;34
563;6;1;6;2008;103;24
564;6;1;7;2006;129;15
565;6;1;7;2007;149;18
566;6;1;7;2008;163;20
567;6;2;1;2006;637;28
568;6;2;1;2007;668;29
569;6;2;1;2008;716;32
570;6;2;2;2006;158;32
571;6;2;2;2007;148;30
572;6;2;2;2008;160;33
573;6;2;3;2006;58;20
574;6;2;3;2007;73;24
575;6;2;3;2008;91;30
576;6;2;4;2006;43;28
577;6;2;4;2007;49;32
578;6;2;4;2008;45;31
579;6;2;5;2006;33;45
580;6;2;5;2007;37;51
581;6;2;5;2008;28;44
582;6;2;6;2006;129;30
583;6;2;6;2007;123;29
584;6;2;6;2008;147;34
585;6;2;7;2006;216;26
586;6;2;7;2007;239;29
587;6;2;7;2008;246;30
588;6;3;1;2006;1199;53
589;6;3;1;2007;1100;48
590;6;3;1;2008;1041;46
591;6;3;2;2006;248;50
592;6;3;2;2007;251;51
593;6;3;2;2008;232;47
594;6;3;3;2006;176;60
595;6;3;3;2007;193;65
596;6;3;3;2008;158;53
597;6;3;4;2006;89;59
598;6;3;4;2007;72;47
599;6;3;4;2008;64;44
600;6;3;5;2006;20;27
601;6;3;5;2007;10;14
602;6;3;5;2008;20;32
603;6;3;6;2006;188;44
604;6;3;6;2007;151;36
605;6;3;6;2008;174;40
606;6;3;7;2006;477;57
607;6;3;7;2007;423;51
608;6;3;7;2008;393;48
609;6;4;1;2006;49;2
610;6;4;1;2007;34;1
611;6;4;1;2008;45;2
612;6;4;2;2006;8;2
613;6;4;2;2007;9;2
614;6;4;2;2008;5;1
615;6;4;3;2006;13;4
616;6;4;3;2007;2;1
617;6;4;3;2008;7;2
618;6;4;4;2006;0;0
619;6;4;4;2007;0;0
620;6;4;4;2008;2;1
621;6;4;5;2006;0;0
622;6;4;5;2007;0;0
623;6;4;5;2008;0;0
624;6;4;6;2006;12;3
625;6;4;6;2007;5;1
626;6;4;6;2008;6;1
627;6;4;7;2006;16;2
628;6;4;7;2007;18;2
629;6;4;7;2008;25;3
