ID;RegioS;SamenstellingVanHetHuishouden;Totaal_1;Totaal_2;HuishoudensMetEenLaagInkomen_3;HuishOnderOfRondHetSociaalMinimum_4;Totaal_5;HuishMetEenLangdurigLaagInkomen_6;HuishLangdurigOnderOfRondSocMin_7
2138;Rucphen;Paar met kinderen;3.1;3.0;5.0;3.0;2.7;;
2139;Rucphen;Eenoudergezin;0.4;0.4;20.0;28.0;0.3;;
2140;Schagen;Totaal particulier huishouden;8.0;7.7;7.0;6.0;7.0;2.0;2.0
2141;Schagen;Eenpersoonshuishouden;2.4;2.3;12.0;10.0;2.1;4.0;
2142;Schagen;Paar zonder kinderen;2.6;2.6;3.0;3.0;2.4;;
2143;Schagen;Paar met kinderen;2.4;2.3;4.0;;2.0;;
2144;Schagen;Eenoudergezin;0.5;0.4;25.0;27.0;0.4;;
2145;Scheemda;Totaal particulier huishouden;5.7;5.4;7.0;5.0;4.9;;
2146;Scheemda;Eenpersoonshuishouden;1.4;1.3;8.0;8.0;1.2;;
2147;Scheemda;Paar zonder kinderen;1.9;1.8;4.0;;1.7;;
2148;Scheemda;Paar met kinderen;2.0;1.9;6.0;;1.7;;
2149;Scheemda;Eenoudergezin;0.2;0.2;;;0.2;;
2150;Schermer;Totaal particulier huishouden;1.9;1.9;5.0;4.0;1.1;;
2151;Schermer;Eenpersoonshuishouden;0.4;0.4;;;0.2;;
2152;Schermer;Paar zonder kinderen;0.6;0.6;;;0.4;;
2153;Schermer;Paar met kinderen;0.7;0.7;;;0.4;;
2154;Schermer;Eenoudergezin;0.1;0.1;;;;;
2155;Scherpenzeel;Totaal particulier huishouden;3.3;3.2;5.0;4.0;3.0;;
2156;Scherpenzeel;Eenpersoonshuishouden;0.8;0.8;10.0;;0.7;;
2157;Scherpenzeel;Paar zonder kinderen;1.0;1.0;;;1.0;;
2158;Scherpenzeel;Paar met kinderen;1.3;1.3;;;1.2;;
2159;Scherpenzeel;Eenoudergezin;0.1;0.1;;;0.1;;
2160;Schiedam;Totaal particulier huishouden;33.3;31.6;12.0;11.0;27.6;4.0;4.0
2161;Schiedam;Eenpersoonshuishouden;12.0;11.2;18.0;15.0;10.1;7.0;6.0
2162;Schiedam;Paar zonder kinderen;8.9;8.7;4.0;4.0;8.0;1.0;2.0
2163;Schiedam;Paar met kinderen;8.4;8.0;9.0;5.0;6.7;3.0;1.0
2164;Schiedam;Eenoudergezin;2.4;2.1;29.0;30.0;1.7;10.0;11.0
2165;Schiermonnikoog;Totaal particulier huishouden;0.5;0.5;;;0.3;;
2166;Schiermonnikoog;Eenpersoonshuishouden;0.2;0.2;;;0.1;;
2167;Schiermonnikoog;Paar zonder kinderen;0.2;0.2;;;0.1;;
2168;Schiermonnikoog;Paar met kinderen;0.1;0.1;;;;;
2169;Schiermonnikoog;Eenoudergezin;;;;;;;
2170;Schijndel;Totaal particulier huishouden;8.7;8.5;6.0;5.0;7.7;1.0;1.0
2171;Schijndel;Eenpersoonshuishouden;1.9;1.9;12.0;11.0;1.7;;
2172;Schijndel;Paar zonder kinderen;2.7;2.7;;;2.5;;
2173;Schijndel;Paar met kinderen;3.3;3.2;5.0;3.0;2.9;;
2174;Schijndel;Eenoudergezin;0.5;0.4;19.0;20.0;0.3;;
2175;Schinnen;Totaal particulier huishouden;5.4;5.2;8.0;7.0;4.8;;2.0
2176;Schinnen;Eenpersoonshuishouden;1.2;1.1;18.0;18.0;1.0;;
2177;Schinnen;Paar zonder kinderen;2.0;1.9;;4.0;1.8;;
2178;Schinnen;Paar met kinderen;1.8;1.7;5.0;;1.6;;
2179;Schinnen;Eenoudergezin;0.3;0.3;;;0.2;;
2180;Schoonhoven;Totaal particulier huishouden;4.8;4.6;5.0;4.0;4.3;;
2181;Schoonhoven;Eenpersoonshuishouden;1.4;1.3;9.0;8.0;1.2;;
2182;Schoonhoven;Paar zonder kinderen;1.5;1.5;;;1.4;;
2183;Schoonhoven;Paar met kinderen;1.6;1.5;;;1.4;;
2184;Schoonhoven;Eenoudergezin;0.2;0.2;;;0.2;;
2185;Schouwen-Duiveland;Totaal particulier huishouden;14.3;14.0;8.0;8.0;12.7;1.0;1.0
2186;Schouwen-Duiveland;Eenpersoonshuishouden;4.0;3.8;12.0;13.0;3.5;2.0;
2187;Schouwen-Duiveland;Paar zonder kinderen;5.2;5.1;4.0;5.0;4.8;;
2188;Schouwen-Duiveland;Paar met kinderen;4.2;4.1;8.0;6.0;3.6;;
2189;Schouwen-Duiveland;Eenoudergezin;0.6;0.6;27.0;30.0;0.4;;
2190;Sevenum;Totaal particulier huishouden;2.9;2.8;6.0;6.0;2.6;;
2191;Sevenum;Eenpersoonshuishouden;0.6;0.6;14.0;12.0;0.5;;
2192;Sevenum;Paar zonder kinderen;1.0;1.0;;;0.9;;
2193;Sevenum;Paar met kinderen;1.1;1.1;;;1.0;;
2194;Sevenum;Eenoudergezin;0.1;0.1;;;0.1;;
2195;'s-Gravendeel;Totaal particulier huishouden;3.7;3.6;5.0;4.0;3.3;;
2196;'s-Gravendeel;Eenpersoonshuishouden;0.9;0.9;10.0;9.0;0.9;;
2197;'s-Gravendeel;Paar zonder kinderen;1.2;1.2;;;1.1;;
2198;'s-Gravendeel;Paar met kinderen;1.3;1.3;;;1.2;;
2199;'s-Gravendeel;Eenoudergezin;0.2;0.2;;;0.1;;
2200;'s-Gravenhage (gemeente);Totaal particulier huishouden;215.2;200.4;15.0;13.0;165.6;5.0;5.0
2201;'s-Gravenhage (gemeente);Eenpersoonshuishouden;93.5;85.4;19.0;17.0;72.3;8.0;7.0
2202;'s-Gravenhage (gemeente);Paar zonder kinderen;46.8;45.6;5.0;5.0;39.2;1.0;1.0
2203;'s-Gravenhage (gemeente);Paar met kinderen;45.0;42.8;12.0;7.0;34.8;3.0;2.0
2204;'s-Gravenhage (gemeente);Eenoudergezin;18.1;16.1;30.0;32.0;12.2;11.0;12.0
2205;'s-Hertogenbosch;Totaal particulier huishouden;58.0;56.1;10.0;9.0;49.2;3.0;3.0
2206;'s-Hertogenbosch;Eenpersoonshuishouden;19.9;18.9;16.0;14.0;16.7;6.0;5.0
2207;'s-Hertogenbosch;Paar zonder kinderen;16.6;16.5;4.0;4.0;15.0;1.0;1.0
2208;'s-Hertogenbosch;Paar met kinderen;15.9;15.4;7.0;4.0;13.5;1.0;1.0
2209;'s-Hertogenbosch;Eenoudergezin;3.5;3.2;28.0;29.0;2.5;9.0;9.0
2210;Simpelveld;Totaal particulier huishouden;4.7;4.4;8.0;6.0;3.9;2.0;
2211;Simpelveld;Eenpersoonshuishouden;1.2;1.1;13.0;12.0;0.9;;
2212;Simpelveld;Paar zonder kinderen;1.6;1.6;;;1.4;;
2213;Simpelveld;Paar met kinderen;1.5;1.4;6.0;;1.2;;
2214;Simpelveld;Eenoudergezin;0.2;0.2;;;0.2;;
2215;Sint Anthonis;Totaal particulier huishouden;4.2;4.1;6.0;6.0;3.8;;
2216;Sint Anthonis;Eenpersoonshuishouden;0.9;0.9;13.0;16.0;0.8;;
2217;Sint Anthonis;Paar zonder kinderen;1.3;1.3;;;1.2;;
2218;Sint Anthonis;Paar met kinderen;1.7;1.7;;;1.5;;
2219;Sint Anthonis;Eenoudergezin;0.2;0.2;;;0.1;;
2220;Sint-Michielsgestel;Totaal particulier huishouden;10.6;10.4;6.0;5.0;9.6;1.0;1.0
2221;Sint-Michielsgestel;Eenpersoonshuishouden;2.4;2.3;11.0;13.0;2.2;4.0;4.0
2222;Sint-Michielsgestel;Paar zonder kinderen;3.4;3.4;;2.0;3.3;;
2223;Sint-Michielsgestel;Paar met kinderen;3.9;3.9;4.0;2.0;3.5;;
2224;Sint-Michielsgestel;Eenoudergezin;0.4;0.4;;18.0;0.3;;
2225;Sint-Oedenrode;Totaal particulier huishouden;6.5;6.4;8.0;7.0;5.9;1.0;
2226;Sint-Oedenrode;Eenpersoonshuishouden;1.5;1.4;17.0;15.0;1.3;;
2227;Sint-Oedenrode;Paar zonder kinderen;2.2;2.2;4.0;3.0;2.1;;
2228;Sint-Oedenrode;Paar met kinderen;2.3;2.3;4.0;3.0;2.1;;
2229;Sint-Oedenrode;Eenoudergezin;0.2;0.2;31.0;31.0;0.2;;
2230;Sittard-Geleen;Totaal particulier huishouden;42.2;40.4;11.0;9.0;35.9;4.0;3.0
2231;Sittard-Geleen;Eenpersoonshuishouden;13.6;12.8;18.0;16.0;11.5;7.0;5.0
2232;Sittard-Geleen;Paar zonder kinderen;12.9;12.8;5.0;4.0;11.8;1.0;1.0
2233;Sittard-Geleen;Paar met kinderen;11.4;10.9;6.0;4.0;9.5;2.0;1.0
2234;Sittard-Geleen;Eenoudergezin;2.8;2.5;28.0;31.0;2.0;10.0;10.0
2235;SkarsterlÔn;Totaal particulier huishouden;10.7;10.4;8.0;7.0;9.5;2.0;2.0
2236;SkarsterlÔn;Eenpersoonshuishouden;2.7;2.6;14.0;12.0;2.4;3.0;3.0
2237;SkarsterlÔn;Paar zonder kinderen;3.5;3.5;3.0;3.0;3.3;;
2238;SkarsterlÔn;Paar met kinderen;3.7;3.7;7.0;5.0;3.3;;
2239;SkarsterlÔn;Eenoudergezin;0.5;0.4;21.0;23.0;0.4;;
2240;Sliedrecht;Totaal particulier huishouden;9.6;9.4;5.0;5.0;8.6;2.0;2.0
2241;Sliedrecht;Eenpersoonshuishouden;3.0;2.9;10.0;9.0;2.7;4.0;4.0
2242;Sliedrecht;Paar zonder kinderen;2.8;2.8;;;2.6;;
2243;Sliedrecht;Paar met kinderen;3.0;3.0;4.0;;2.7;;
2244;Sliedrecht;Eenoudergezin;0.4;0.4;;18.0;0.3;;
2245;Slochteren;Totaal particulier huishouden;5.9;5.8;9.0;8.0;5.2;2.0;2.0
2246;Slochteren;Eenpersoonshuishouden;1.3;1.3;17.0;17.0;1.1;;
2247;Slochteren;Paar zonder kinderen;2.0;1.9;4.0;4.0;1.8;;
2248;Slochteren;Paar met kinderen;2.1;2.1;6.0;4.0;1.8;;
2249;Slochteren;Eenoudergezin;0.3;0.3;25.0;25.0;0.2;;
2250;Sluis;Totaal particulier huishouden;10.8;10.4;10.0;9.0;9.3;2.0;2.0
2251;Sluis;Eenpersoonshuishouden;3.3;3.2;17.0;16.0;2.9;5.0;4.0
2252;Sluis;Paar zonder kinderen;3.8;3.8;6.0;5.0;3.4;;
2253;Sluis;Paar met kinderen;2.8;2.7;6.0;4.0;2.3;;
2254;Sluis;Eenoudergezin;0.6;0.5;26.0;26.0;0.5;;
2255;Smallingerland;Totaal particulier huishouden;22.8;22.0;11.0;9.0;19.6;3.0;3.0
2256;Smallingerland;Eenpersoonshuishouden;7.1;6.7;19.0;17.0;6.1;7.0;6.0
2257;Smallingerland;Paar zonder kinderen;7.0;6.9;3.0;3.0;6.4;1.0;1.0
2258;Smallingerland;Paar met kinderen;6.8;6.6;7.0;4.0;5.8;1.0;
2259;Smallingerland;Eenoudergezin;1.4;1.3;27.0;31.0;1.0;;8.0
2260;Sneek;Totaal particulier huishouden;14.1;13.7;11.0;9.0;12.1;4.0;3.0
2261;Sneek;Eenpersoonshuishouden;4.7;4.5;19.0;17.0;4.1;8.0;7.0
2262;Sneek;Paar zonder kinderen;4.2;4.1;5.0;4.0;3.8;;
2263;Sneek;Paar met kinderen;4.0;3.8;6.0;3.0;3.3;;
2264;Sneek;Eenoudergezin;0.9;0.8;26.0;27.0;0.7;;
2265;Soest;Totaal particulier huishouden;19.1;18.5;7.0;6.0;16.8;2.0;1.0
2266;Soest;Eenpersoonshuishouden;6.1;5.9;11.0;10.0;5.5;3.0;3.0
2267;Soest;Paar zonder kinderen;5.8;5.8;3.0;3.0;5.4;;
2268;Soest;Paar met kinderen;5.5;5.4;5.0;3.0;4.8;;
2269;Soest;Eenoudergezin;1.0;0.9;19.0;21.0;0.7;;
2270;Someren;Totaal particulier huishouden;6.7;6.5;6.0;6.0;6.0;2.0;2.0
2271;Someren;Eenpersoonshuishouden;1.4;1.4;10.0;11.0;1.3;;
2272;Someren;Paar zonder kinderen;2.1;2.0;4.0;4.0;1.9;;
2273;Someren;Paar met kinderen;2.6;2.6;5.0;4.0;2.3;;
2274;Someren;Eenoudergezin;0.2;0.2;;;0.2;;
2275;Son en Breugel;Totaal particulier huishouden;6.1;6.0;5.0;5.0;5.5;2.0;1.0
2276;Son en Breugel;Eenpersoonshuishouden;1.4;1.4;9.0;10.0;1.3;;
2277;Son en Breugel;Paar zonder kinderen;2.2;2.2;;;2.1;;
2278;Son en Breugel;Paar met kinderen;2.1;2.0;5.0;4.0;1.8;;
2279;Son en Breugel;Eenoudergezin;0.3;0.3;;;0.2;;
2280;Spijkenisse;Totaal particulier huishouden;30.9;29.7;7.0;7.0;26.9;2.0;2.0
2281;Spijkenisse;Eenpersoonshuishouden;8.4;8.0;15.0;14.0;7.4;6.0;6.0
2282;Spijkenisse;Paar zonder kinderen;9.2;9.1;2.0;2.0;8.6;;
2283;Spijkenisse;Paar met kinderen;9.8;9.6;3.0;2.0;8.5;;
2284;Spijkenisse;Eenoudergezin;2.4;2.1;22.0;24.0;1.6;10.0;9.0
2285;Stadskanaal;Totaal particulier huishouden;14.3;13.8;12.0;10.0;12.4;3.0;3.0
2286;Stadskanaal;Eenpersoonshuishouden;4.1;3.9;21.0;19.0;3.6;6.0;6.0
2287;Stadskanaal;Paar zonder kinderen;4.7;4.6;5.0;5.0;4.2;;
2288;Stadskanaal;Paar met kinderen;4.2;4.1;9.0;5.0;3.5;2.0;
2289;Stadskanaal;Eenoudergezin;0.8;0.8;28.0;31.0;0.6;;
2290;Staphorst;Totaal particulier huishouden;4.9;4.8;7.0;6.0;4.4;;
2291;Staphorst;Eenpersoonshuishouden;0.9;0.8;13.0;14.0;0.8;;
2292;Staphorst;Paar zonder kinderen;1.2;1.2;;;1.1;;
2293;Staphorst;Paar met kinderen;2.5;2.4;6.0;;2.2;;
2294;Staphorst;Eenoudergezin;0.2;0.2;;;0.2;;
2295;Stede Broec;Totaal particulier huishouden;8.2;8.1;6.0;5.0;7.3;1.0;1.0
2296;Stede Broec;Eenpersoonshuishouden;1.9;1.8;12.0;10.0;1.7;;
2297;Stede Broec;Paar zonder kinderen;2.6;2.6;;;2.5;;
2298;Stede Broec;Paar met kinderen;3.1;3.0;3.0;;2.7;;
2299;Stede Broec;Eenoudergezin;0.4;0.4;27.0;28.0;0.3;;
2300;Steenbergen;Totaal particulier huishouden;9.4;9.2;7.0;6.0;8.3;1.0;1.0
2301;Steenbergen;Eenpersoonshuishouden;2.2;2.1;13.0;12.0;2.0;;
2302;Steenbergen;Paar zonder kinderen;3.3;3.3;3.0;3.0;3.1;;
2303;Steenbergen;Paar met kinderen;3.2;3.1;5.0;3.0;2.8;;
2304;Steenbergen;Eenoudergezin;0.4;0.4;20.0;;0.3;;
2305;Steenwijkerland;Totaal particulier huishouden;17.6;17.1;9.0;8.0;15.5;3.0;2.0
2306;Steenwijkerland;Eenpersoonshuishouden;4.9;4.7;16.0;16.0;4.3;5.0;5.0
2307;Steenwijkerland;Paar zonder kinderen;5.7;5.6;4.0;4.0;5.3;;
2308;Steenwijkerland;Paar met kinderen;5.7;5.6;8.0;5.0;4.9;2.0;
2309;Steenwijkerland;Eenoudergezin;0.8;0.8;23.0;23.0;0.6;;
2310;Stein (L.);Totaal particulier huishouden;11.1;10.8;7.0;6.0;9.9;2.0;1.0
2311;Stein (L.);Eenpersoonshuishouden;2.6;2.5;11.0;10.0;2.3;3.0;
2312;Stein (L.);Paar zonder kinderen;4.0;4.0;3.0;3.0;3.7;;
2313;Stein (L.);Paar met kinderen;3.6;3.5;4.0;3.0;3.1;;
2314;Stein (L.);Eenoudergezin;0.6;0.6;28.0;30.0;0.4;;
2315;Strijen;Totaal particulier huishouden;3.7;3.6;5.0;4.0;3.3;;
2316;Strijen;Eenpersoonshuishouden;0.9;0.9;9.0;8.0;0.8;;
2317;Strijen;Paar zonder kinderen;1.2;1.2;;;1.2;;
2318;Strijen;Paar met kinderen;1.3;1.3;;;1.2;;
2319;Strijen;Eenoudergezin;0.1;0.1;;;0.1;;
2320;Swalmen;Totaal particulier huishouden;3.6;3.5;8.0;7.0;3.2;3.0;2.0
2321;Swalmen;Eenpersoonshuishouden;0.9;0.9;17.0;15.0;0.9;;
2322;Swalmen;Paar zonder kinderen;1.2;1.2;;;1.1;;
2323;Swalmen;Paar met kinderen;1.2;1.2;;;1.0;;
2324;Swalmen;Eenoudergezin;0.2;0.2;;;0.1;;
2325;Ten Boer;Totaal particulier huishouden;2.8;2.7;8.0;7.0;2.5;;
2326;Ten Boer;Eenpersoonshuishouden;0.7;0.7;14.0;15.0;0.6;;
2327;Ten Boer;Paar zonder kinderen;0.9;0.9;;;0.8;;
2328;Ten Boer;Paar met kinderen;1.0;1.0;8.0;;0.9;;
2329;Ten Boer;Eenoudergezin;0.1;0.1;;;0.1;;
2330;Ter Aar;Totaal particulier huishouden;3.2;3.2;6.0;6.0;2.9;;
2331;Ter Aar;Eenpersoonshuishouden;0.6;0.6;;;0.6;;
2332;Ter Aar;Paar zonder kinderen;1.0;1.0;;;1.0;;
2333;Ter Aar;Paar met kinderen;1.4;1.3;6.0;;1.2;;
2334;Ter Aar;Eenoudergezin;0.1;0.1;;;0.1;;
2335;Terneuzen;Totaal particulier huishouden;24.0;22.7;9.0;8.0;20.3;3.0;2.0
2336;Terneuzen;Eenpersoonshuishouden;7.2;6.7;15.0;14.0;6.1;6.0;5.0
2337;Terneuzen;Paar zonder kinderen;8.1;7.9;4.0;3.0;7.3;;
2338;Terneuzen;Paar met kinderen;6.6;6.2;5.0;3.0;5.4;;
2339;Terneuzen;Eenoudergezin;1.4;1.2;31.0;32.0;0.9;;8.0
2340;Terschelling;Totaal particulier huishouden;1.9;1.9;10.0;10.0;1.0;;
2341;Terschelling;Eenpersoonshuishouden;0.7;0.6;17.0;17.0;0.3;;
2342;Terschelling;Paar zonder kinderen;0.6;0.6;;;0.4;;
2343;Terschelling;Paar met kinderen;0.5;0.5;;;0.3;;
2344;Terschelling;Eenoudergezin;0.1;0.1;;;;;
2345;Texel;Totaal particulier huishouden;5.8;5.6;11.0;10.0;4.9;2.0;2.0
2346;Texel;Eenpersoonshuishouden;1.8;1.7;12.0;13.0;1.5;;
2347;Texel;Paar zonder kinderen;1.9;1.9;8.0;7.0;1.7;;
2348;Texel;Paar met kinderen;1.6;1.6;10.0;8.0;1.3;;
2349;Texel;Eenoudergezin;0.3;0.2;;;0.2;;
2350;Teylingen;Totaal particulier huishouden;13.1;12.8;5.0;4.0;11.6;1.0;1.0
2351;Teylingen;Eenpersoonshuishouden;3.3;3.2;8.0;7.0;2.9;;
2352;Teylingen;Paar zonder kinderen;3.9;3.8;3.0;3.0;3.6;;
2353;Teylingen;Paar met kinderen;5.0;4.9;3.0;2.0;4.4;;
2354;Teylingen;Eenoudergezin;0.6;0.5;15.0;14.0;0.4;;
2355;Tholen;Totaal particulier huishouden;9.4;9.1;8.0;7.0;8.2;2.0;1.0
2356;Tholen;Eenpersoonshuishouden;2.3;2.2;15.0;13.0;2.1;;
2357;Tholen;Paar zonder kinderen;2.9;2.9;4.0;5.0;2.7;;
2358;Tholen;Paar met kinderen;3.5;3.4;5.0;3.0;3.0;;
2359;Tholen;Eenoudergezin;0.4;0.3;;;0.3;;
2360;Thorn;Totaal particulier huishouden;1.0;1.0;;;0.6;;
2361;Thorn;Eenpersoonshuishouden;0.3;0.3;;;0.2;;
2362;Thorn;Paar zonder kinderen;0.4;0.4;;;0.2;;
2363;Thorn;Paar met kinderen;0.3;0.3;;;0.2;;
2364;Thorn;Eenoudergezin;;;;;;;
2365;Tiel;Totaal particulier huishouden;16.3;15.7;9.0;7.0;14.0;2.0;2.0
2366;Tiel;Eenpersoonshuishouden;4.5;4.3;15.0;11.0;3.9;4.0;3.0
2367;Tiel;Paar zonder kinderen;4.7;4.6;3.0;3.0;4.4;;
2368;Tiel;Paar met kinderen;5.4;5.2;7.0;3.0;4.6;;
2369;Tiel;Eenoudergezin;1.0;0.9;29.0;29.0;0.7;;
2370;Tilburg;Totaal particulier huishouden;82.6;79.5;11.0;9.0;69.7;3.0;3.0
2371;Tilburg;Eenpersoonshuishouden;28.3;26.8;17.0;15.0;23.5;6.0;5.0
2372;Tilburg;Paar zonder kinderen;23.8;23.6;4.0;4.0;21.4;1.0;1.0
2373;Tilburg;Paar met kinderen;22.3;21.6;7.0;4.0;18.9;2.0;1.0
2374;Tilburg;Eenoudergezin;5.3;4.8;31.0;31.0;3.8;10.0;10.0
2375;Tubbergen;Totaal particulier huishouden;6.8;6.7;6.0;6.0;6.1;;
2376;Tubbergen;Eenpersoonshuishouden;1.3;1.2;14.0;12.0;1.1;;
2377;Tubbergen;Paar zonder kinderen;1.7;1.7;4.0;5.0;1.6;;
2378;Tubbergen;Paar met kinderen;3.0;2.9;4.0;;2.6;;
2379;Tubbergen;Eenoudergezin;0.3;0.3;;;0.3;;
2380;Twenterand;Totaal particulier huishouden;11.9;11.6;7.0;6.0;10.6;2.0;1.0
2381;Twenterand;Eenpersoonshuishouden;2.4;2.3;12.0;11.0;2.2;4.0;3.0
2382;Twenterand;Paar zonder kinderen;3.4;3.3;4.0;3.0;3.2;;
2383;Twenterand;Paar met kinderen;5.0;4.9;6.0;3.0;4.4;;
2384;Twenterand;Eenoudergezin;0.6;0.5;22.0;25.0;0.4;;
2385;Tynaarlo;Totaal particulier huishouden;12.8;12.5;6.0;6.0;11.5;1.0;1.0
2386;Tynaarlo;Eenpersoonshuishouden;3.5;3.3;10.0;9.0;3.1;;
2387;Tynaarlo;Paar zonder kinderen;4.6;4.6;3.0;3.0;4.4;;
2388;Tynaarlo;Paar met kinderen;3.9;3.8;5.0;4.0;3.4;;
2389;Tynaarlo;Eenoudergezin;0.6;0.5;18.0;19.0;0.4;;
2390;Tytsjerksteradiel;Totaal particulier huishouden;12.7;12.3;8.0;6.0;11.3;2.0;1.0
2391;Tytsjerksteradiel;Eenpersoonshuishouden;3.2;3.1;14.0;12.0;2.9;3.0;
2392;Tytsjerksteradiel;Paar zonder kinderen;4.2;4.2;3.0;3.0;3.9;;
2393;Tytsjerksteradiel;Paar met kinderen;4.4;4.3;7.0;4.0;3.8;;
2394;Tytsjerksteradiel;Eenoudergezin;0.6;0.5;25.0;22.0;0.4;;
2395;Ubbergen;Totaal particulier huishouden;4.0;3.9;8.0;6.0;3.4;2.0;
2396;Ubbergen;Eenpersoonshuishouden;1.2;1.2;14.0;10.0;1.0;;
2397;Ubbergen;Paar zonder kinderen;1.3;1.3;5.0;5.0;1.2;;
2398;Ubbergen;Paar met kinderen;1.2;1.1;;;1.0;;
2399;Ubbergen;Eenoudergezin;0.1;0.1;;;0.1;;
2400;Uden;Totaal particulier huishouden;16.2;15.8;8.0;7.0;14.2;2.0;2.0
2401;Uden;Eenpersoonshuishouden;4.5;4.3;13.0;12.0;3.9;4.0;4.0
2402;Uden;Paar zonder kinderen;5.0;5.0;3.0;3.0;4.7;;
2403;Uden;Paar met kinderen;5.3;5.1;5.0;3.0;4.5;;
2404;Uden;Eenoudergezin;0.9;0.8;26.0;23.0;0.6;;
2405;Uitgeest;Totaal particulier huishouden;4.6;4.5;5.0;5.0;4.2;2.0;
2406;Uitgeest;Eenpersoonshuishouden;1.1;1.1;12.0;10.0;1.0;;
2407;Uitgeest;Paar zonder kinderen;1.4;1.4;;;1.3;;
2408;Uitgeest;Paar met kinderen;1.8;1.8;;;1.6;;
2409;Uitgeest;Eenoudergezin;0.2;0.2;;;0.1;;
2410;Uithoorn;Totaal particulier huishouden;11.1;10.8;5.0;4.0;9.8;1.0;1.0
2411;Uithoorn;Eenpersoonshuishouden;3.1;3.0;9.0;8.0;2.8;;
2412;Uithoorn;Paar zonder kinderen;3.4;3.4;2.0;;3.1;;
2413;Uithoorn;Paar met kinderen;3.7;3.6;3.0;2.0;3.2;;
2414;Uithoorn;Eenoudergezin;0.6;0.6;15.0;17.0;0.5;;
2415;Urk;Totaal particulier huishouden;4.8;4.7;9.0;8.0;4.0;;
2416;Urk;Eenpersoonshuishouden;0.8;0.8;17.0;18.0;0.7;;
2417;Urk;Paar zonder kinderen;0.8;0.8;;;0.7;;
2418;Urk;Paar met kinderen;2.9;2.8;8.0;5.0;2.3;;
2419;Urk;Eenoudergezin;0.2;0.2;;;0.2;;
2420;Utrecht (gemeente);Totaal particulier huishouden;119.6;113.6;12.0;10.0;92.7;4.0;3.0
2421;Utrecht (gemeente);Eenpersoonshuishouden;51.4;47.9;16.0;14.0;38.8;6.0;5.0
2422;Utrecht (gemeente);Paar zonder kinderen;29.5;29.0;4.0;4.0;23.9;1.0;1.0
2423;Utrecht (gemeente);Paar met kinderen;26.5;25.6;10.0;5.0;21.5;3.0;1.0
2424;Utrecht (gemeente);Eenoudergezin;7.0;6.4;27.0;28.0;5.1;10.0;10.0
2425;Utrechtse Heuvelrug;Totaal particulier huishouden;19.9;19.4;7.0;6.0;17.9;2.0;2.0
2426;Utrechtse Heuvelrug;Eenpersoonshuishouden;6.2;5.9;13.0;11.0;5.6;3.0;3.0
2427;Utrechtse Heuvelrug;Paar zonder kinderen;6.4;6.4;3.0;3.0;6.0;;
2428;Utrechtse Heuvelrug;Paar met kinderen;5.9;5.8;5.0;3.0;5.2;2.0;
2429;Utrechtse Heuvelrug;Eenoudergezin;0.9;0.8;15.0;15.0;0.7;;
2430;Vaals;Totaal particulier huishouden;4.4;3.5;16.0;15.0;2.8;6.0;6.0
2431;Vaals;Eenpersoonshuishouden;1.5;1.3;24.0;22.0;1.1;10.0;10.0
2432;Vaals;Paar zonder kinderen;1.4;1.2;8.0;8.0;1.0;;
2433;Vaals;Paar met kinderen;1.1;0.7;12.0;;0.6;;
2434;Vaals;Eenoudergezin;0.3;0.2;;;0.1;;
2435;Valkenburg a/d Geul;Totaal particulier huishouden;7.3;7.1;10.0;9.0;6.4;3.0;3.0
2436;Valkenburg a/d Geul;Eenpersoonshuishouden;2.2;2.1;19.0;17.0;1.9;6.0;6.0
2437;Valkenburg a/d Geul;Paar zonder kinderen;2.4;2.4;4.0;4.0;2.2;;
2438;Valkenburg a/d Geul;Paar met kinderen;2.0;2.0;4.0;;1.7;;
2439;Valkenburg a/d Geul;Eenoudergezin;0.3;0.3;23.0;23.0;0.3;;
2440;Valkenswaard;Totaal particulier huishouden;13.2;12.8;7.0;7.0;11.6;2.0;2.0
2441;Valkenswaard;Eenpersoonshuishouden;3.8;3.6;12.0;11.0;3.3;3.0;3.0
2442;Valkenswaard;Paar zonder kinderen;4.6;4.5;2.0;3.0;4.2;;
2443;Valkenswaard;Paar met kinderen;3.8;3.7;5.0;4.0;3.3;;
2444;Valkenswaard;Eenoudergezin;0.7;0.6;24.0;24.0;0.5;;
2445;Veendam;Totaal particulier huishouden;11.9;11.5;11.0;10.0;10.4;3.0;3.0
2446;Veendam;Eenpersoonshuishouden;3.2;3.1;21.0;20.0;2.9;6.0;7.0
2447;Veendam;Paar zonder kinderen;4.0;3.9;3.0;3.0;3.7;;
2448;Veendam;Paar met kinderen;3.5;3.4;8.0;5.0;3.0;;
2449;Veendam;Eenoudergezin;0.8;0.7;30.0;30.0;0.6;;
2450;Veenendaal;Totaal particulier huishouden;23.7;23.0;8.0;6.0;20.6;2.0;2.0
2451;Veenendaal;Eenpersoonshuishouden;6.5;6.2;12.0;11.0;5.6;4.0;3.0
2452;Veenendaal;Paar zonder kinderen;6.8;6.7;2.0;3.0;6.3;;
2453;Veenendaal;Paar met kinderen;8.6;8.4;6.0;3.0;7.4;1.0;
2454;Veenendaal;Eenoudergezin;1.2;1.0;28.0;31.0;0.8;11.0;12.0
2455;Veere;Totaal particulier huishouden;8.8;8.6;7.0;6.0;7.9;2.0;1.0
