ID;Geslacht;Achtergrondkenmerken;Perioden;WerknemersDieRegelmatigOverwerken_1;WerknemersDieRegelmatigOverwerken_2
97;1;Niet-westerse allochtonen;2006;125.0;26.0
98;1;Turken;2000;13.0;16.0
99;1;Turken;2001;16.0;18.0
100;1;Turken;2002;17.0;19.0
101;1;Turken;2003;17.0;19.0
102;1;Turken;2004;23.0;23.0
103;1;Turken;2005;19.0;20.0
104;1;Turken;2006;19.0;20.0
105;1;Marokkanen;2000;4.0;8.0
106;1;Marokkanen;2001;11.0;16.0
107;1;Marokkanen;2002;13.0;16.0
108;1;Marokkanen;2003;16.0;22.0
109;1;Marokkanen;2004;12.0;17.0
110;1;Marokkanen;2005;17.0;22.0
111;1;Marokkanen;2006;17.0;25.0
112;1;Surinamers;2000;30.0;24.0
113;1;Surinamers;2001;29.0;22.0
114;1;Surinamers;2002;30.0;24.0
115;1;Surinamers;2003;34.0;25.0
116;1;Surinamers;2004;39.0;29.0
117;1;Surinamers;2005;39.0;29.0
118;1;Surinamers;2006;37.0;27.0
119;1;Antillianen/Arubanen;2000;12.0;31.0
120;1;Antillianen/Arubanen;2001;10.0;25.0
121;1;Antillianen/Arubanen;2002;11.0;24.0
122;1;Antillianen/Arubanen;2003;10.0;23.0
123;1;Antillianen/Arubanen;2004;12.0;29.0
124;1;Antillianen/Arubanen;2005;16.0;34.0
125;1;Antillianen/Arubanen;2006;15.0;31.0
126;1;Overige niet-westerse allochtonen;2000;21.0;19.0
127;1;Overige niet-westerse allochtonen;2001;26.0;21.0
128;1;Overige niet-westerse allochtonen;2002;24.0;18.0
129;1;Overige niet-westerse allochtonen;2003;24.0;18.0
130;1;Overige niet-westerse allochtonen;2004;35.0;25.0
131;1;Overige niet-westerse allochtonen;2005;41.0;29.0
132;1;Overige niet-westerse allochtonen;2006;37.0;26.0
133;1;Herkomst: onbekend;2000;;
134;1;Herkomst: onbekend;2001;;
135;1;Herkomst: onbekend;2002;;
136;1;Herkomst: onbekend;2003;;
137;1;Herkomst: onbekend;2004;;
138;1;Herkomst: onbekend;2005;;
139;1;Herkomst: onbekend;2006;;
140;1;Eenpersoonshuishouden;2000;278.0;32.0
141;1;Eenpersoonshuishouden;2001;296.0;32.0
142;1;Eenpersoonshuishouden;2002;284.0;31.0
143;1;Eenpersoonshuishouden;2003;300.0;34.0
144;1;Eenpersoonshuishouden;2004;333.0;38.0
145;1;Eenpersoonshuishouden;2005;322.0;38.0
146;1;Eenpersoonshuishouden;2006;356.0;39.0
147;1;Lid van ouderpaar;2000;877.0;35.0
148;1;Lid van ouderpaar;2001;925.0;36.0
149;1;Lid van ouderpaar;2002;905.0;35.0
150;1;Lid van ouderpaar;2003;972.0;37.0
151;1;Lid van ouderpaar;2004;1024.0;39.0
152;1;Lid van ouderpaar;2005;1053.0;40.0
153;1;Lid van ouderpaar;2006;1064.0;40.0
154;1;Lid van een paar (geen ouder);2000;637.0;34.0
155;1;Lid van een paar (geen ouder);2001;615.0;34.0
156;1;Lid van een paar (geen ouder);2002;591.0;33.0
157;1;Lid van een paar (geen ouder);2003;666.0;37.0
158;1;Lid van een paar (geen ouder);2004;682.0;39.0
159;1;Lid van een paar (geen ouder);2005;692.0;40.0
160;1;Lid van een paar (geen ouder);2006;709.0;41.0
161;1;Alleenstaande ouder;2000;44.0;28.0
162;1;Alleenstaande ouder;2001;44.0;26.0
163;1;Alleenstaande ouder;2002;46.0;24.0
164;1;Alleenstaande ouder;2003;53.0;27.0
165;1;Alleenstaande ouder;2004;59.0;31.0
166;1;Alleenstaande ouder;2005;70.0;33.0
167;1;Alleenstaande ouder;2006;78.0;35.0
168;1;Overig lid huishouden;2000;169.0;23.0
169;1;Overig lid huishouden;2001;171.0;22.0
170;1;Overig lid huishouden;2002;177.0;23.0
171;1;Overig lid huishouden;2003;178.0;24.0
172;1;Overig lid huishouden;2004;177.0;26.0
173;1;Overig lid huishouden;2005;199.0;28.0
174;1;Overig lid huishouden;2006;185.0;27.0
175;1;Vaste arbeidsrelatie;2000;1885.0;34.0
176;1;Vaste arbeidsrelatie;2001;1943.0;34.0
177;1;Vaste arbeidsrelatie;2002;1913.0;33.0
178;1;Vaste arbeidsrelatie;2003;2070.0;36.0
179;1;Vaste arbeidsrelatie;2004;2161.0;38.0
180;1;Vaste arbeidsrelatie;2005;2204.0;39.0
181;1;Vaste arbeidsrelatie;2006;2244.0;40.0
182;1;Flexibele arbeidsrelatie;2000;120.0;23.0
183;1;Flexibele arbeidsrelatie;2001;107.0;21.0
184;1;Flexibele arbeidsrelatie;2002;90.0;19.0
185;1;Flexibele arbeidsrelatie;2003;99.0;22.0
186;1;Flexibele arbeidsrelatie;2004;115.0;24.0
187;1;Flexibele arbeidsrelatie;2005;131.0;26.0
188;1;Flexibele arbeidsrelatie;2006;148.0;26.0
189;1;Voltijdbaan;2000;1535.0;38.0
190;1;Voltijdbaan;2001;1560.0;38.0
191;1;Voltijdbaan;2002;1482.0;37.0
192;1;Voltijdbaan;2003;1566.0;40.0
193;1;Voltijdbaan;2004;1619.0;42.0
194;1;Voltijdbaan;2005;1633.0;44.0
195;1;Voltijdbaan;2006;1663.0;44.0
196;1;Deeltijdbaan;2000;470.0;23.0
197;1;Deeltijdbaan;2001;489.0;23.0
198;1;Deeltijdbaan;2002;521.0;23.0
199;1;Deeltijdbaan;2003;604.0;26.0
200;1;Deeltijdbaan;2004;656.0;29.0
201;1;Deeltijdbaan;2005;702.0;30.0
202;1;Deeltijdbaan;2006;729.0;30.0
203;2;Totaal achtergrondkenmerken;2000;1391.0;38.0
204;2;Totaal achtergrondkenmerken;2001;1399.0;38.0
205;2;Totaal achtergrondkenmerken;2002;1344.0;37.0
206;2;Totaal achtergrondkenmerken;2003;1417.0;40.0
207;2;Totaal achtergrondkenmerken;2004;1443.0;42.0
208;2;Totaal achtergrondkenmerken;2005;1460.0;43.0
209;2;Totaal achtergrondkenmerken;2006;1469.0;43.0
210;2;15 tot 25 jaar;2000;122.0;28.0
211;2;15 tot 25 jaar;2001;112.0;26.0
212;2;15 tot 25 jaar;2002;111.0;26.0
213;2;15 tot 25 jaar;2003;118.0;28.0
214;2;15 tot 25 jaar;2004;114.0;30.0
215;2;15 tot 25 jaar;2005;117.0;31.0
216;2;15 tot 25 jaar;2006;115.0;30.0
217;2;25 tot 35 jaar;2000;425.0;41.0
218;2;25 tot 35 jaar;2001;403.0;40.0
219;2;25 tot 35 jaar;2002;374.0;39.0
220;2;25 tot 35 jaar;2003;397.0;44.0
221;2;25 tot 35 jaar;2004;390.0;45.0
222;2;25 tot 35 jaar;2005;382.0;45.0
223;2;25 tot 35 jaar;2006;383.0;47.0
224;2;35 tot 45 jaar;2000;412.0;40.0
225;2;35 tot 45 jaar;2001;427.0;41.0
226;2;35 tot 45 jaar;2002;413.0;41.0
227;2;35 tot 45 jaar;2003;428.0;42.0
228;2;35 tot 45 jaar;2004;446.0;45.0
229;2;35 tot 45 jaar;2005;453.0;47.0
230;2;35 tot 45 jaar;2006;438.0;46.0
231;2;45 tot 55 jaar;2000;333.0;39.0
232;2;45 tot 55 jaar;2001;350.0;40.0
233;2;45 tot 55 jaar;2002;328.0;38.0
234;2;45 tot 55 jaar;2003;338.0;40.0
235;2;45 tot 55 jaar;2004;348.0;42.0
236;2;45 tot 55 jaar;2005;357.0;43.0
237;2;45 tot 55 jaar;2006;365.0;44.0
238;2;55 tot 65 jaar;2000;100.0;35.0
239;2;55 tot 65 jaar;2001;108.0;34.0
240;2;55 tot 65 jaar;2002;118.0;33.0
241;2;55 tot 65 jaar;2003;136.0;35.0
242;2;55 tot 65 jaar;2004;145.0;37.0
243;2;55 tot 65 jaar;2005;152.0;38.0
244;2;55 tot 65 jaar;2006;166.0;39.0
245;2;Onderwijsniveau: laag;2000;322.0;29.0
246;2;Onderwijsniveau: laag;2001;310.0;28.0
247;2;Onderwijsniveau: laag;2002;293.0;28.0
248;2;Onderwijsniveau: laag;2003;299.0;30.0
249;2;Onderwijsniveau: laag;2004;298.0;32.0
250;2;Onderwijsniveau: laag;2005;279.0;32.0
251;2;Onderwijsniveau: laag;2006;291.0;32.0
252;2;Onderwijsniveau: middelbaar;2000;561.0;36.0
253;2;Onderwijsniveau: middelbaar;2001;594.0;38.0
254;2;Onderwijsniveau: middelbaar;2002;533.0;35.0
255;2;Onderwijsniveau: middelbaar;2003;563.0;37.0
256;2;Onderwijsniveau: middelbaar;2004;554.0;38.0
257;2;Onderwijsniveau: middelbaar;2005;582.0;40.0
258;2;Onderwijsniveau: middelbaar;2006;587.0;40.0
259;2;Onderwijsniveau: hoog;2000;503.0;52.0
260;2;Onderwijsniveau: hoog;2001;490.0;52.0
261;2;Onderwijsniveau: hoog;2002;513.0;51.0
262;2;Onderwijsniveau: hoog;2003;552.0;54.0
263;2;Onderwijsniveau: hoog;2004;587.0;55.0
264;2;Onderwijsniveau: hoog;2005;595.0;57.0
265;2;Onderwijsniveau: hoog;2006;583.0;56.0
266;2;Onderwijsniveau: onbekend;2000;5.0;27.0
267;2;Onderwijsniveau: onbekend;2001;5.0;22.0
268;2;Onderwijsniveau: onbekend;2002;5.0;33.0
269;2;Onderwijsniveau: onbekend;2003;4.0;22.0
270;2;Onderwijsniveau: onbekend;2004;4.0;16.0
271;2;Onderwijsniveau: onbekend;2005;4.0;24.0
272;2;Onderwijsniveau: onbekend;2006;7.0;31.0
273;2;Autochtonen;2000;1219.0;40.0
274;2;Autochtonen;2001;1215.0;40.0
275;2;Autochtonen;2002;1156.0;38.0
276;2;Autochtonen;2003;1219.0;41.0
277;2;Autochtonen;2004;1239.0;43.0
278;2;Autochtonen;2005;1254.0;44.0
279;2;Autochtonen;2006;1268.0;44.0
280;2;Allochtonen;2000;172.0;30.0
281;2;Allochtonen;2001;184.0;31.0
282;2;Allochtonen;2002;188.0;31.0
283;2;Allochtonen;2003;198.0;33.0
284;2;Allochtonen;2004;204.0;35.0
285;2;Allochtonen;2005;206.0;36.0
286;2;Allochtonen;2006;201.0;34.0
287;2;Westerse allochtonen;2000;117.0;37.0
288;2;Westerse allochtonen;2001;122.0;38.0
289;2;Westerse allochtonen;2002;121.0;37.0
290;2;Westerse allochtonen;2003;132.0;41.0
291;2;Westerse allochtonen;2004;129.0;43.0
292;2;Westerse allochtonen;2005;123.0;43.0
293;2;Westerse allochtonen;2006;124.0;42.0
294;2;Niet-westerse allochtonen;2000;56.0;22.0
295;2;Niet-westerse allochtonen;2001;62.0;23.0
296;2;Niet-westerse allochtonen;2002;67.0;23.0
297;2;Niet-westerse allochtonen;2003;66.0;24.0
298;2;Niet-westerse allochtonen;2004;75.0;26.0
299;2;Niet-westerse allochtonen;2005;83.0;28.0
300;2;Niet-westerse allochtonen;2006;77.0;27.0
301;2;Turken;2000;11.0;19.0
302;2;Turken;2001;13.0;22.0
303;2;Turken;2002;14.0;24.0
304;2;Turken;2003;14.0;22.0
305;2;Turken;2004;15.0;23.0
306;2;Turken;2005;15.0;24.0
307;2;Turken;2006;13.0;22.0
308;2;Marokkanen;2000;4.0;10.0
309;2;Marokkanen;2001;9.0;18.0
310;2;Marokkanen;2002;10.0;19.0
311;2;Marokkanen;2003;12.0;24.0
312;2;Marokkanen;2004;8.0;17.0
313;2;Marokkanen;2005;11.0;22.0
314;2;Marokkanen;2006;13.0;26.0
315;2;Surinamers;2000;19.0;28.0
316;2;Surinamers;2001;17.0;27.0
317;2;Surinamers;2002;18.0;28.0
318;2;Surinamers;2003;20.0;29.0
319;2;Surinamers;2004;23.0;34.0
320;2;Surinamers;2005;21.0;32.0
321;2;Surinamers;2006;20.0;31.0
322;2;Antillianen/Arubanen;2000;8.0;37.0
323;2;Antillianen/Arubanen;2001;6.0;25.0
324;2;Antillianen/Arubanen;2002;7.0;30.0
325;2;Antillianen/Arubanen;2003;6.0;26.0
326;2;Antillianen/Arubanen;2004;7.0;31.0
327;2;Antillianen/Arubanen;2005;9.0;36.0
328;2;Antillianen/Arubanen;2006;8.0;31.0
329;2;Overige niet-westerse allochtonen;2000;14.0;19.0
330;2;Overige niet-westerse allochtonen;2001;18.0;22.0
331;2;Overige niet-westerse allochtonen;2002;17.0;20.0
332;2;Overige niet-westerse allochtonen;2003;15.0;19.0
333;2;Overige niet-westerse allochtonen;2004;22.0;25.0
334;2;Overige niet-westerse allochtonen;2005;26.0;30.0
335;2;Overige niet-westerse allochtonen;2006;23.0;27.0
336;2;Herkomst: onbekend;2000;;
337;2;Herkomst: onbekend;2001;;
338;2;Herkomst: onbekend;2002;;
339;2;Herkomst: onbekend;2003;;
340;2;Herkomst: onbekend;2004;;
341;2;Herkomst: onbekend;2005;;
342;2;Herkomst: onbekend;2006;;
343;2;Eenpersoonshuishouden;2000;185.0;35.0
344;2;Eenpersoonshuishouden;2001;185.0;34.0
345;2;Eenpersoonshuishouden;2002;183.0;34.0
346;2;Eenpersoonshuishouden;2003;186.0;36.0
347;2;Eenpersoonshuishouden;2004;202.0;40.0
348;2;Eenpersoonshuishouden;2005;193.0;39.0
349;2;Eenpersoonshuishouden;2006;214.0;41.0
350;2;Lid van ouderpaar;2000;646.0;41.0
351;2;Lid van ouderpaar;2001;679.0;43.0
352;2;Lid van ouderpaar;2002;643.0;41.0
353;2;Lid van ouderpaar;2003;676.0;44.0
354;2;Lid van ouderpaar;2004;692.0;45.0
355;2;Lid van ouderpaar;2005;704.0;46.0
356;2;Lid van ouderpaar;2006;695.0;46.0
357;2;Lid van een paar (geen ouder);2000;417.0;41.0
358;2;Lid van een paar (geen ouder);2001;393.0;40.0
359;2;Lid van een paar (geen ouder);2002;376.0;39.0
360;2;Lid van een paar (geen ouder);2003;412.0;42.0
361;2;Lid van een paar (geen ouder);2004;411.0;44.0
362;2;Lid van een paar (geen ouder);2005;410.0;45.0
363;2;Lid van een paar (geen ouder);2006;416.0;46.0
364;2;Alleenstaande ouder;2000;13.0;36.0
365;2;Alleenstaande ouder;2001;12.0;39.0
366;2;Alleenstaande ouder;2002;13.0;36.0
367;2;Alleenstaande ouder;2003;13.0;34.0
368;2;Alleenstaande ouder;2004;13.0;37.0
369;2;Alleenstaande ouder;2005;17.0;39.0
370;2;Alleenstaande ouder;2006;15.0;35.0
371;2;Overig lid huishouden;2000;129.0;27.0
372;2;Overig lid huishouden;2001;130.0;26.0
373;2;Overig lid huishouden;2002;129.0;26.0
374;2;Overig lid huishouden;2003;130.0;27.0
375;2;Overig lid huishouden;2004;124.0;27.0
376;2;Overig lid huishouden;2005;138.0;31.0
377;2;Overig lid huishouden;2006;128.0;29.0
378;2;Vaste arbeidsrelatie;2000;1321.0;39.0
379;2;Vaste arbeidsrelatie;2001;1333.0;39.0
380;2;Vaste arbeidsrelatie;2002;1291.0;38.0
381;2;Vaste arbeidsrelatie;2003;1358.0;41.0
382;2;Vaste arbeidsrelatie;2004;1375.0;43.0
383;2;Vaste arbeidsrelatie;2005;1386.0;44.0
384;2;Vaste arbeidsrelatie;2006;1387.0;44.0
385;2;Flexibele arbeidsrelatie;2000;70.0;27.0
386;2;Flexibele arbeidsrelatie;2001;66.0;27.0
387;2;Flexibele arbeidsrelatie;2002;53.0;22.0
388;2;Flexibele arbeidsrelatie;2003;59.0;24.0
389;2;Flexibele arbeidsrelatie;2004;68.0;28.0
390;2;Flexibele arbeidsrelatie;2005;74.0;28.0
391;2;Flexibele arbeidsrelatie;2006;81.0;29.0
392;2;Voltijdbaan;2000;1278.0;40.0
393;2;Voltijdbaan;2001;1281.0;40.0
394;2;Voltijdbaan;2002;1221.0;39.0
395;2;Voltijdbaan;2003;1285.0;42.0
396;2;Voltijdbaan;2004;1303.0;44.0
397;2;Voltijdbaan;2005;1309.0;45.0
398;2;Voltijdbaan;2006;1317.0;45.0
399;2;Deeltijdbaan;2000;113.0;25.0
400;2;Deeltijdbaan;2001;118.0;26.0
401;2;Deeltijdbaan;2002;123.0;25.0
402;2;Deeltijdbaan;2003;132.0;26.0
403;2;Deeltijdbaan;2004;140.0;28.0
404;2;Deeltijdbaan;2005;151.0;30.0
405;2;Deeltijdbaan;2006;152.0;30.0
406;3;Totaal achtergrondkenmerken;2000;614.0;25.0
407;3;Totaal achtergrondkenmerken;2001;650.0;25.0
408;3;Totaal achtergrondkenmerken;2002;659.0;25.0
409;3;Totaal achtergrondkenmerken;2003;752.0;28.0
410;3;Totaal achtergrondkenmerken;2004;833.0;31.0
411;3;Totaal achtergrondkenmerken;2005;875.0;32.0
412;3;Totaal achtergrondkenmerken;2006;924.0;33.0
413;3;15 tot 25 jaar;2000;65.0;17.0
414;3;15 tot 25 jaar;2001;67.0;17.0
415;3;15 tot 25 jaar;2002;72.0;18.0
416;3;15 tot 25 jaar;2003;77.0;21.0
417;3;15 tot 25 jaar;2004;85.0;24.0
418;3;15 tot 25 jaar;2005;90.0;26.0
419;3;15 tot 25 jaar;2006;89.0;26.0
420;3;25 tot 35 jaar;2000;196.0;24.0
421;3;25 tot 35 jaar;2001;197.0;25.0
422;3;25 tot 35 jaar;2002;196.0;25.0
423;3;25 tot 35 jaar;2003;222.0;29.0
424;3;25 tot 35 jaar;2004;252.0;33.0
425;3;25 tot 35 jaar;2005;253.0;34.0
426;3;25 tot 35 jaar;2006;252.0;34.0
427;3;35 tot 45 jaar;2000;182.0;27.0
428;3;35 tot 45 jaar;2001;198.0;27.0
429;3;35 tot 45 jaar;2002;194.0;26.0
430;3;35 tot 45 jaar;2003;215.0;29.0
431;3;35 tot 45 jaar;2004;231.0;31.0
432;3;35 tot 45 jaar;2005;247.0;32.0
433;3;35 tot 45 jaar;2006;261.0;33.0
434;3;45 tot 55 jaar;2000;138.0;28.0
435;3;45 tot 55 jaar;2001;157.0;29.0
436;3;45 tot 55 jaar;2002;155.0;27.0
437;3;45 tot 55 jaar;2003;189.0;32.0
438;3;45 tot 55 jaar;2004;206.0;34.0
439;3;45 tot 55 jaar;2005;218.0;35.0
440;3;45 tot 55 jaar;2006;246.0;38.0
441;3;55 tot 65 jaar;2000;32.0;26.0
442;3;55 tot 65 jaar;2001;31.0;23.0
443;3;55 tot 65 jaar;2002;42.0;26.0
444;3;55 tot 65 jaar;2003;50.0;28.0
445;3;55 tot 65 jaar;2004;59.0;30.0
446;3;55 tot 65 jaar;2005;67.0;31.0
447;3;55 tot 65 jaar;2006;76.0;31.0
448;3;Onderwijsniveau: laag;2000;99.0;16.0
449;3;Onderwijsniveau: laag;2001;96.0;14.0
450;3;Onderwijsniveau: laag;2002;98.0;15.0
451;3;Onderwijsniveau: laag;2003;104.0;16.0
452;3;Onderwijsniveau: laag;2004;117.0;20.0
453;3;Onderwijsniveau: laag;2005;114.0;20.0
454;3;Onderwijsniveau: laag;2006;112.0;20.0
455;3;Onderwijsniveau: middelbaar;2000;236.0;20.0
456;3;Onderwijsniveau: middelbaar;2001;266.0;22.0
457;3;Onderwijsniveau: middelbaar;2002;263.0;21.0
458;3;Onderwijsniveau: middelbaar;2003;296.0;24.0
459;3;Onderwijsniveau: middelbaar;2004;312.0;27.0
460;3;Onderwijsniveau: middelbaar;2005;334.0;27.0
461;3;Onderwijsniveau: middelbaar;2006;354.0;28.0
462;3;Onderwijsniveau: hoog;2000;277.0;40.0
463;3;Onderwijsniveau: hoog;2001;286.0;41.0
464;3;Onderwijsniveau: hoog;2002;296.0;40.0
465;3;Onderwijsniveau: hoog;2003;352.0;44.0
466;3;Onderwijsniveau: hoog;2004;402.0;46.0
467;3;Onderwijsniveau: hoog;2005;425.0;48.0
468;3;Onderwijsniveau: hoog;2006;455.0;49.0
469;3;Onderwijsniveau: onbekend;2000;2.0;20.0
470;3;Onderwijsniveau: onbekend;2001;2.0;15.0
471;3;Onderwijsniveau: onbekend;2002;;
472;3;Onderwijsniveau: onbekend;2003;;
473;3;Onderwijsniveau: onbekend;2004;2.0;12.0
474;3;Onderwijsniveau: onbekend;2005;2.0;21.0
475;3;Onderwijsniveau: onbekend;2006;3.0;23.0
476;3;Autochtonen;2000;528.0;25.0
477;3;Autochtonen;2001;552.0;26.0
478;3;Autochtonen;2002;567.0;26.0
479;3;Autochtonen;2003;644.0;29.0
480;3;Autochtonen;2004;708.0;32.0
481;3;Autochtonen;2005;731.0;33.0
482;3;Autochtonen;2006;782.0;34.0
483;3;Allochtonen;2000;86.0;22.0
484;3;Allochtonen;2001;98.0;23.0
485;3;Allochtonen;2002;92.0;21.0
486;3;Allochtonen;2003;109.0;24.0
487;3;Allochtonen;2004;125.0;28.0
488;3;Allochtonen;2005;143.0;30.0
489;3;Allochtonen;2006;142.0;30.0
490;3;Westerse allochtonen;2000;61.0;26.0
491;3;Westerse allochtonen;2001;67.0;27.0
492;3;Westerse allochtonen;2002;64.0;26.0
493;3;Westerse allochtonen;2003;73.0;28.0
494;3;Westerse allochtonen;2004;79.0;31.0
495;3;Westerse allochtonen;2005;94.0;35.0
496;3;Westerse allochtonen;2006;95.0;34.0
497;3;Niet-westerse allochtonen;2000;25.0;16.0
498;3;Niet-westerse allochtonen;2001;31.0;17.0
499;3;Niet-westerse allochtonen;2002;28.0;15.0
500;3;Niet-westerse allochtonen;2003;36.0;18.0
501;3;Niet-westerse allochtonen;2004;47.0;23.0
502;3;Niet-westerse allochtonen;2005;50.0;24.0
503;3;Niet-westerse allochtonen;2006;47.0;24.0
504;3;Turken;2000;2.0;10.0
505;3;Turken;2001;4.0;12.0
506;3;Turken;2002;3.0;10.0
507;3;Turken;2003;4.0;13.0
508;3;Turken;2004;8.0;23.0
509;3;Turken;2005;5.0;14.0
510;3;Turken;2006;6.0;17.0
511;3;Marokkanen;2000;;
512;3;Marokkanen;2001;2.0;11.0
513;3;Marokkanen;2002;3.0;11.0
514;3;Marokkanen;2003;5.0;19.0
515;3;Marokkanen;2004;4.0;16.0
516;3;Marokkanen;2005;6.0;22.0
517;3;Marokkanen;2006;4.0;21.0
518;3;Surinamers;2000;11.0;19.0
519;3;Surinamers;2001;12.0;18.0
520;3;Surinamers;2002;12.0;19.0
521;3;Surinamers;2003;14.0;21.0
522;3;Surinamers;2004;16.0;23.0
523;3;Surinamers;2005;18.0;26.0
524;3;Surinamers;2006;17.0;24.0
525;3;Antillianen/Arubanen;2000;4.0;24.0
526;3;Antillianen/Arubanen;2001;5.0;24.0
527;3;Antillianen/Arubanen;2002;4.0;18.0
528;3;Antillianen/Arubanen;2003;4.0;19.0
529;3;Antillianen/Arubanen;2004;5.0;26.0
530;3;Antillianen/Arubanen;2005;7.0;31.0
