ID;TypeGefailleerde;Perioden;FaillissementenZittingsdaggecorrigeerd_1
2183;Natuurlijk persoon met eenmanszaak;2020;474
2184;Natuurlijk persoon met eenmanszaak;2021 januari;26
2185;Natuurlijk persoon met eenmanszaak;2021 februari;30
2186;Natuurlijk persoon met eenmanszaak;2021 maart;24
2187;Natuurlijk persoon met eenmanszaak;2021 1e kwartaal;80
2188;Natuurlijk persoon met eenmanszaak;2021 april;37
2189;Natuurlijk persoon met eenmanszaak;2021 mei;30
2190;Natuurlijk persoon met eenmanszaak;2021 juni;20
2191;Natuurlijk persoon met eenmanszaak;2021 2e kwartaal;87
2192;Natuurlijk persoon met eenmanszaak;2021 juli;17
2193;Natuurlijk persoon met eenmanszaak;2021 augustus;12
2194;Natuurlijk persoon met eenmanszaak;2021 september;24
2195;Natuurlijk persoon met eenmanszaak;2021 3e kwartaal;53
2196;Natuurlijk persoon met eenmanszaak;2021 oktober;18
2197;Natuurlijk persoon met eenmanszaak;2021 november;19
2198;Natuurlijk persoon met eenmanszaak;2021 december;24
2199;Natuurlijk persoon met eenmanszaak;2021 4e kwartaal;61
2200;Natuurlijk persoon met eenmanszaak;2021;281
2201;Natuurlijk persoon met eenmanszaak;2022 januari;19
2202;Natuurlijk persoon met eenmanszaak;2022 februari;21
2203;Natuurlijk persoon met eenmanszaak;2022 maart;18
2204;Natuurlijk persoon met eenmanszaak;2022 1e kwartaal;58
2205;Natuurlijk persoon met eenmanszaak;2022 april;22
2206;Natuurlijk persoon met eenmanszaak;2022 mei;29
2207;Natuurlijk persoon met eenmanszaak;2022 juni;27
2208;Natuurlijk persoon met eenmanszaak;2022 2e kwartaal;78
2209;Natuurlijk persoon met eenmanszaak;2022 juli;22
2210;Natuurlijk persoon met eenmanszaak;2022 augustus;19
2211;Natuurlijk persoon met eenmanszaak;2022 september;23
2212;Natuurlijk persoon met eenmanszaak;2022 3e kwartaal;64
2213;Natuurlijk persoon met eenmanszaak;2022 oktober;24
2214;Natuurlijk persoon met eenmanszaak;2022 november;30
2215;Natuurlijk persoon met eenmanszaak;2022 december;37
2216;Natuurlijk persoon met eenmanszaak;2022 4e kwartaal;91
2217;Natuurlijk persoon met eenmanszaak;2022;291
2218;Natuurlijk persoon met eenmanszaak;2023 januari;31
2219;Natuurlijk persoon met eenmanszaak;2023 februari;33
2220;Natuurlijk persoon met eenmanszaak;2023 maart;29
2221;Natuurlijk persoon met eenmanszaak;2023 1e kwartaal;93
2222;Natuurlijk persoon met eenmanszaak;2023 april;30
2223;Natuurlijk persoon met eenmanszaak;2023 mei;27
2224;Natuurlijk persoon met eenmanszaak;2023 juni;29
2225;Natuurlijk persoon met eenmanszaak;2023 2e kwartaal;86
2226;Natuurlijk persoon met eenmanszaak;2023 juli;38
2227;Natuurlijk persoon met eenmanszaak;2023 augustus;36
2228;Natuurlijk persoon met eenmanszaak;2023 september;39
2229;Natuurlijk persoon met eenmanszaak;2023 3e kwartaal;113
2230;Natuurlijk persoon met eenmanszaak;2023 oktober;40
2231;Natuurlijk persoon met eenmanszaak;2023 november;27
2232;Natuurlijk persoon met eenmanszaak;2023 december;42
2233;Natuurlijk persoon met eenmanszaak;2023 4e kwartaal;109
2234;Natuurlijk persoon met eenmanszaak;2023;401
2235;Natuurlijk persoon met eenmanszaak;2024 januari;51
2236;Natuurlijk persoon met eenmanszaak;2024 februari;32
2237;Natuurlijk persoon met eenmanszaak;2024 maart;45
2238;Natuurlijk persoon met eenmanszaak;2024 1e kwartaal;128
2239;Natuurlijk persoon met eenmanszaak;2024 april;44
2240;Natuurlijk persoon met eenmanszaak;2024 mei;31
2241;Natuurlijk persoon met eenmanszaak;2024 juni;37
2242;Natuurlijk persoon met eenmanszaak;2024 2e kwartaal;112
2243;Natuurlijk persoon met eenmanszaak;2024 juli;45
2244;Natuurlijk persoon met eenmanszaak;2024 augustus;40
2245;Natuurlijk persoon met eenmanszaak;2024 september;53
2246;Natuurlijk persoon met eenmanszaak;2024 3e kwartaal;138
2247;Natuurlijk persoon met eenmanszaak;2024 oktober;37
2248;Natuurlijk persoon met eenmanszaak;2024 november;43
2249;Natuurlijk persoon met eenmanszaak;2024 december;30
2250;Natuurlijk persoon met eenmanszaak;2024 4e kwartaal;110
2251;Natuurlijk persoon met eenmanszaak;2024;488
2252;Natuurlijk persoon met eenmanszaak;2025 januari;48
2253;Natuurlijk persoon met eenmanszaak;2025 februari;26
2254;Natuurlijk persoon met eenmanszaak;2025 maart;38
2255;Natuurlijk persoon met eenmanszaak;2025 1e kwartaal;112
2256;Bedrijven en instellingen;1981 januari;229
2257;Bedrijven en instellingen;1981 februari;265
2258;Bedrijven en instellingen;1981 maart;244
2259;Bedrijven en instellingen;1981 1e kwartaal;738
2260;Bedrijven en instellingen;1981 april;250
2261;Bedrijven en instellingen;1981 mei;261
2262;Bedrijven en instellingen;1981 juni;245
2263;Bedrijven en instellingen;1981 2e kwartaal;756
2264;Bedrijven en instellingen;1981 juli;291
2265;Bedrijven en instellingen;1981 augustus;232
2266;Bedrijven en instellingen;1981 september;285
2267;Bedrijven en instellingen;1981 3e kwartaal;808
2268;Bedrijven en instellingen;1981 oktober;333
2269;Bedrijven en instellingen;1981 november;303
2270;Bedrijven en instellingen;1981 december;263
2271;Bedrijven en instellingen;1981 4e kwartaal;899
2272;Bedrijven en instellingen;1981;3201
2273;Bedrijven en instellingen;1982 januari;329
2274;Bedrijven en instellingen;1982 februari;349
2275;Bedrijven en instellingen;1982 maart;370
2276;Bedrijven en instellingen;1982 1e kwartaal;1048
2277;Bedrijven en instellingen;1982 april;346
2278;Bedrijven en instellingen;1982 mei;275
2279;Bedrijven en instellingen;1982 juni;307
2280;Bedrijven en instellingen;1982 2e kwartaal;928
2281;Bedrijven en instellingen;1982 juli;326
2282;Bedrijven en instellingen;1982 augustus;276
2283;Bedrijven en instellingen;1982 september;307
2284;Bedrijven en instellingen;1982 3e kwartaal;909
2285;Bedrijven en instellingen;1982 oktober;389
2286;Bedrijven en instellingen;1982 november;348
2287;Bedrijven en instellingen;1982 december;314
2288;Bedrijven en instellingen;1982 4e kwartaal;1051
2289;Bedrijven en instellingen;1982;3936
2290;Bedrijven en instellingen;1983 januari;325
2291;Bedrijven en instellingen;1983 februari;286
2292;Bedrijven en instellingen;1983 maart;352
2293;Bedrijven en instellingen;1983 1e kwartaal;963
2294;Bedrijven en instellingen;1983 april;290
2295;Bedrijven en instellingen;1983 mei;292
2296;Bedrijven en instellingen;1983 juni;303
2297;Bedrijven en instellingen;1983 2e kwartaal;885
2298;Bedrijven en instellingen;1983 juli;234
2299;Bedrijven en instellingen;1983 augustus;277
2300;Bedrijven en instellingen;1983 september;275
2301;Bedrijven en instellingen;1983 3e kwartaal;786
2302;Bedrijven en instellingen;1983 oktober;236
2303;Bedrijven en instellingen;1983 november;216
2304;Bedrijven en instellingen;1983 december;220
2305;Bedrijven en instellingen;1983 4e kwartaal;672
2306;Bedrijven en instellingen;1983;3306
2307;Bedrijven en instellingen;1984 januari;244
2308;Bedrijven en instellingen;1984 februari;256
2309;Bedrijven en instellingen;1984 maart;274
2310;Bedrijven en instellingen;1984 1e kwartaal;774
2311;Bedrijven en instellingen;1984 april;209
2312;Bedrijven en instellingen;1984 mei;213
2313;Bedrijven en instellingen;1984 juni;233
2314;Bedrijven en instellingen;1984 2e kwartaal;655
2315;Bedrijven en instellingen;1984 juli;191
2316;Bedrijven en instellingen;1984 augustus;227
2317;Bedrijven en instellingen;1984 september;219
2318;Bedrijven en instellingen;1984 3e kwartaal;637
2319;Bedrijven en instellingen;1984 oktober;202
2320;Bedrijven en instellingen;1984 november;200
2321;Bedrijven en instellingen;1984 december;171
2322;Bedrijven en instellingen;1984 4e kwartaal;573
2323;Bedrijven en instellingen;1984;2639
2324;Bedrijven en instellingen;1985 januari;188
2325;Bedrijven en instellingen;1985 februari;208
2326;Bedrijven en instellingen;1985 maart;268
2327;Bedrijven en instellingen;1985 1e kwartaal;664
2328;Bedrijven en instellingen;1985 april;193
2329;Bedrijven en instellingen;1985 mei;204
2330;Bedrijven en instellingen;1985 juni;194
2331;Bedrijven en instellingen;1985 2e kwartaal;591
2332;Bedrijven en instellingen;1985 juli;181
2333;Bedrijven en instellingen;1985 augustus;172
2334;Bedrijven en instellingen;1985 september;194
2335;Bedrijven en instellingen;1985 3e kwartaal;547
2336;Bedrijven en instellingen;1985 oktober;193
2337;Bedrijven en instellingen;1985 november;208
2338;Bedrijven en instellingen;1985 december;155
2339;Bedrijven en instellingen;1985 4e kwartaal;556
2340;Bedrijven en instellingen;1985;2358
2341;Bedrijven en instellingen;1986 januari;160
2342;Bedrijven en instellingen;1986 februari;124
2343;Bedrijven en instellingen;1986 maart;207
2344;Bedrijven en instellingen;1986 1e kwartaal;491
2345;Bedrijven en instellingen;1986 april;137
2346;Bedrijven en instellingen;1986 mei;157
2347;Bedrijven en instellingen;1986 juni;173
2348;Bedrijven en instellingen;1986 2e kwartaal;467
2349;Bedrijven en instellingen;1986 juli;122
2350;Bedrijven en instellingen;1986 augustus;161
2351;Bedrijven en instellingen;1986 september;184
2352;Bedrijven en instellingen;1986 3e kwartaal;467
2353;Bedrijven en instellingen;1986 oktober;149
2354;Bedrijven en instellingen;1986 november;202
2355;Bedrijven en instellingen;1986 december;142
2356;Bedrijven en instellingen;1986 4e kwartaal;493
2357;Bedrijven en instellingen;1986;1918
2358;Bedrijven en instellingen;1987 januari;133
2359;Bedrijven en instellingen;1987 februari;157
2360;Bedrijven en instellingen;1987 maart;153
2361;Bedrijven en instellingen;1987 1e kwartaal;443
2362;Bedrijven en instellingen;1987 april;139
2363;Bedrijven en instellingen;1987 mei;134
2364;Bedrijven en instellingen;1987 juni;116
2365;Bedrijven en instellingen;1987 2e kwartaal;389
2366;Bedrijven en instellingen;1987 juli;154
2367;Bedrijven en instellingen;1987 augustus;127
2368;Bedrijven en instellingen;1987 september;148
2369;Bedrijven en instellingen;1987 3e kwartaal;429
2370;Bedrijven en instellingen;1987 oktober;130
2371;Bedrijven en instellingen;1987 november;116
2372;Bedrijven en instellingen;1987 december;133
2373;Bedrijven en instellingen;1987 4e kwartaal;379
2374;Bedrijven en instellingen;1987;1640
2375;Bedrijven en instellingen;1988 januari;119
2376;Bedrijven en instellingen;1988 februari;159
2377;Bedrijven en instellingen;1988 maart;152
2378;Bedrijven en instellingen;1988 1e kwartaal;430
2379;Bedrijven en instellingen;1988 april;131
2380;Bedrijven en instellingen;1988 mei;168
2381;Bedrijven en instellingen;1988 juni;153
2382;Bedrijven en instellingen;1988 2e kwartaal;452
2383;Bedrijven en instellingen;1988 juli;141
2384;Bedrijven en instellingen;1988 augustus;122
2385;Bedrijven en instellingen;1988 september;118
2386;Bedrijven en instellingen;1988 3e kwartaal;381
2387;Bedrijven en instellingen;1988 oktober;150
2388;Bedrijven en instellingen;1988 november;138
2389;Bedrijven en instellingen;1988 december;124
2390;Bedrijven en instellingen;1988 4e kwartaal;412
2391;Bedrijven en instellingen;1988;1675
2392;Bedrijven en instellingen;1989 januari;157
2393;Bedrijven en instellingen;1989 februari;115
2394;Bedrijven en instellingen;1989 maart;150
2395;Bedrijven en instellingen;1989 1e kwartaal;422
2396;Bedrijven en instellingen;1989 april;131
2397;Bedrijven en instellingen;1989 mei;107
2398;Bedrijven en instellingen;1989 juni;142
2399;Bedrijven en instellingen;1989 2e kwartaal;380
2400;Bedrijven en instellingen;1989 juli;126
2401;Bedrijven en instellingen;1989 augustus;111
2402;Bedrijven en instellingen;1989 september;144
2403;Bedrijven en instellingen;1989 3e kwartaal;381
2404;Bedrijven en instellingen;1989 oktober;124
2405;Bedrijven en instellingen;1989 november;134
2406;Bedrijven en instellingen;1989 december;120
2407;Bedrijven en instellingen;1989 4e kwartaal;378
2408;Bedrijven en instellingen;1989;1561
2409;Bedrijven en instellingen;1990 januari;136
2410;Bedrijven en instellingen;1990 februari;102
2411;Bedrijven en instellingen;1990 maart;137
2412;Bedrijven en instellingen;1990 1e kwartaal;375
2413;Bedrijven en instellingen;1990 april;131
2414;Bedrijven en instellingen;1990 mei;132
2415;Bedrijven en instellingen;1990 juni;139
2416;Bedrijven en instellingen;1990 2e kwartaal;402
2417;Bedrijven en instellingen;1990 juli;121
2418;Bedrijven en instellingen;1990 augustus;105
2419;Bedrijven en instellingen;1990 september;155
2420;Bedrijven en instellingen;1990 3e kwartaal;381
2421;Bedrijven en instellingen;1990 oktober;130
2422;Bedrijven en instellingen;1990 november;141
2423;Bedrijven en instellingen;1990 december;98
2424;Bedrijven en instellingen;1990 4e kwartaal;369
2425;Bedrijven en instellingen;1990;1527
2426;Bedrijven en instellingen;1991 januari;117
2427;Bedrijven en instellingen;1991 februari;144
2428;Bedrijven en instellingen;1991 maart;167
2429;Bedrijven en instellingen;1991 1e kwartaal;428
2430;Bedrijven en instellingen;1991 april;140
2431;Bedrijven en instellingen;1991 mei;152
2432;Bedrijven en instellingen;1991 juni;164
2433;Bedrijven en instellingen;1991 2e kwartaal;456
2434;Bedrijven en instellingen;1991 juli;152
2435;Bedrijven en instellingen;1991 augustus;155
2436;Bedrijven en instellingen;1991 september;156
2437;Bedrijven en instellingen;1991 3e kwartaal;463
2438;Bedrijven en instellingen;1991 oktober;182
2439;Bedrijven en instellingen;1991 november;221
2440;Bedrijven en instellingen;1991 december;203
2441;Bedrijven en instellingen;1991 4e kwartaal;606
2442;Bedrijven en instellingen;1991;1953
2443;Bedrijven en instellingen;1992 januari;169
2444;Bedrijven en instellingen;1992 februari;162
2445;Bedrijven en instellingen;1992 maart;208
2446;Bedrijven en instellingen;1992 1e kwartaal;539
2447;Bedrijven en instellingen;1992 april;192
2448;Bedrijven en instellingen;1992 mei;202
2449;Bedrijven en instellingen;1992 juni;188
2450;Bedrijven en instellingen;1992 2e kwartaal;582
2451;Bedrijven en instellingen;1992 juli;186
2452;Bedrijven en instellingen;1992 augustus;168
2453;Bedrijven en instellingen;1992 september;240
2454;Bedrijven en instellingen;1992 3e kwartaal;594
2455;Bedrijven en instellingen;1992 oktober;292
2456;Bedrijven en instellingen;1992 november;258
2457;Bedrijven en instellingen;1992 december;236
2458;Bedrijven en instellingen;1992 4e kwartaal;786
2459;Bedrijven en instellingen;1992;2501
2460;Bedrijven en instellingen;1993 januari;242
2461;Bedrijven en instellingen;1993 februari;233
2462;Bedrijven en instellingen;1993 maart;329
2463;Bedrijven en instellingen;1993 1e kwartaal;804
2464;Bedrijven en instellingen;1993 april;264
2465;Bedrijven en instellingen;1993 mei;310
2466;Bedrijven en instellingen;1993 juni;269
2467;Bedrijven en instellingen;1993 2e kwartaal;843
2468;Bedrijven en instellingen;1993 juli;335
2469;Bedrijven en instellingen;1993 augustus;276
2470;Bedrijven en instellingen;1993 september;293
2471;Bedrijven en instellingen;1993 3e kwartaal;904
2472;Bedrijven en instellingen;1993 oktober;258
2473;Bedrijven en instellingen;1993 november;284
2474;Bedrijven en instellingen;1993 december;271
2475;Bedrijven en instellingen;1993 4e kwartaal;813
2476;Bedrijven en instellingen;1993;3364
2477;Bedrijven en instellingen;1994 januari;289
2478;Bedrijven en instellingen;1994 februari;263
2479;Bedrijven en instellingen;1994 maart;285
2480;Bedrijven en instellingen;1994 1e kwartaal;837
2481;Bedrijven en instellingen;1994 april;259
2482;Bedrijven en instellingen;1994 mei;219
2483;Bedrijven en instellingen;1994 juni;311
2484;Bedrijven en instellingen;1994 2e kwartaal;789
2485;Bedrijven en instellingen;1994 juli;256
2486;Bedrijven en instellingen;1994 augustus;268
2487;Bedrijven en instellingen;1994 september;266
2488;Bedrijven en instellingen;1994 3e kwartaal;790
2489;Bedrijven en instellingen;1994 oktober;256
2490;Bedrijven en instellingen;1994 november;266
2491;Bedrijven en instellingen;1994 december;222
2492;Bedrijven en instellingen;1994 4e kwartaal;744
2493;Bedrijven en instellingen;1994;3160
2494;Bedrijven en instellingen;1995 januari;228
2495;Bedrijven en instellingen;1995 februari;204
2496;Bedrijven en instellingen;1995 maart;232
2497;Bedrijven en instellingen;1995 1e kwartaal;664
2498;Bedrijven en instellingen;1995 april;223
2499;Bedrijven en instellingen;1995 mei;210
2500;Bedrijven en instellingen;1995 juni;241
2501;Bedrijven en instellingen;1995 2e kwartaal;674
2502;Bedrijven en instellingen;1995 juli;262
2503;Bedrijven en instellingen;1995 augustus;208
2504;Bedrijven en instellingen;1995 september;282
2505;Bedrijven en instellingen;1995 3e kwartaal;752
2506;Bedrijven en instellingen;1995 oktober;262
2507;Bedrijven en instellingen;1995 november;216
2508;Bedrijven en instellingen;1995 december;204
2509;Bedrijven en instellingen;1995 4e kwartaal;682
2510;Bedrijven en instellingen;1995;2772
2511;Bedrijven en instellingen;1996 januari;202
2512;Bedrijven en instellingen;1996 februari;202
2513;Bedrijven en instellingen;1996 maart;249
2514;Bedrijven en instellingen;1996 1e kwartaal;653
2515;Bedrijven en instellingen;1996 april;208
2516;Bedrijven en instellingen;1996 mei;216
2517;Bedrijven en instellingen;1996 juni;233
2518;Bedrijven en instellingen;1996 2e kwartaal;657
2519;Bedrijven en instellingen;1996 juli;201
2520;Bedrijven en instellingen;1996 augustus;219
2521;Bedrijven en instellingen;1996 september;240
2522;Bedrijven en instellingen;1996 3e kwartaal;660
2523;Bedrijven en instellingen;1996 oktober;243
2524;Bedrijven en instellingen;1996 november;202
2525;Bedrijven en instellingen;1996 december;220
2526;Bedrijven en instellingen;1996 4e kwartaal;665
2527;Bedrijven en instellingen;1996;2635
2528;Bedrijven en instellingen;1997 januari;238
2529;Bedrijven en instellingen;1997 februari;227
2530;Bedrijven en instellingen;1997 maart;229
2531;Bedrijven en instellingen;1997 1e kwartaal;694
2532;Bedrijven en instellingen;1997 april;201
2533;Bedrijven en instellingen;1997 mei;248
2534;Bedrijven en instellingen;1997 juni;230
2535;Bedrijven en instellingen;1997 2e kwartaal;679
2536;Bedrijven en instellingen;1997 juli;222
2537;Bedrijven en instellingen;1997 augustus;195
2538;Bedrijven en instellingen;1997 september;215
2539;Bedrijven en instellingen;1997 3e kwartaal;632
2540;Bedrijven en instellingen;1997 oktober;238
2541;Bedrijven en instellingen;1997 november;253
2542;Bedrijven en instellingen;1997 december;185
2543;Bedrijven en instellingen;1997 4e kwartaal;676
2544;Bedrijven en instellingen;1997;2681
2545;Bedrijven en instellingen;1998 januari;202
2546;Bedrijven en instellingen;1998 februari;202
2547;Bedrijven en instellingen;1998 maart;260
2548;Bedrijven en instellingen;1998 1e kwartaal;664
2549;Bedrijven en instellingen;1998 april;228
2550;Bedrijven en instellingen;1998 mei;180
2551;Bedrijven en instellingen;1998 juni;207
2552;Bedrijven en instellingen;1998 2e kwartaal;615
2553;Bedrijven en instellingen;1998 juli;201
2554;Bedrijven en instellingen;1998 augustus;169
2555;Bedrijven en instellingen;1998 september;234
2556;Bedrijven en instellingen;1998 3e kwartaal;604
2557;Bedrijven en instellingen;1998 oktober;196
2558;Bedrijven en instellingen;1998 november;204
2559;Bedrijven en instellingen;1998 december;187
2560;Bedrijven en instellingen;1998 4e kwartaal;587
2561;Bedrijven en instellingen;1998;2470
2562;Bedrijven en instellingen;1999 januari;168
2563;Bedrijven en instellingen;1999 februari;203
2564;Bedrijven en instellingen;1999 maart;228
2565;Bedrijven en instellingen;1999 1e kwartaal;599
2566;Bedrijven en instellingen;1999 april;211
2567;Bedrijven en instellingen;1999 mei;192
2568;Bedrijven en instellingen;1999 juni;205
2569;Bedrijven en instellingen;1999 2e kwartaal;608
2570;Bedrijven en instellingen;1999 juli;177
2571;Bedrijven en instellingen;1999 augustus;161
2572;Bedrijven en instellingen;1999 september;182
2573;Bedrijven en instellingen;1999 3e kwartaal;520
2574;Bedrijven en instellingen;1999 oktober;191
2575;Bedrijven en instellingen;1999 november;205
2576;Bedrijven en instellingen;1999 december;190
2577;Bedrijven en instellingen;1999 4e kwartaal;586
2578;Bedrijven en instellingen;1999;2313
2579;Bedrijven en instellingen;2000 januari;189
2580;Bedrijven en instellingen;2000 februari;200
2581;Bedrijven en instellingen;2000 maart;196
2582;Bedrijven en instellingen;2000 1e kwartaal;585
2583;Bedrijven en instellingen;2000 april;179
2584;Bedrijven en instellingen;2000 mei;213
2585;Bedrijven en instellingen;2000 juni;210
2586;Bedrijven en instellingen;2000 2e kwartaal;602
2587;Bedrijven en instellingen;2000 juli;233
2588;Bedrijven en instellingen;2000 augustus;218
2589;Bedrijven en instellingen;2000 september;216
2590;Bedrijven en instellingen;2000 3e kwartaal;667
2591;Bedrijven en instellingen;2000 oktober;273
2592;Bedrijven en instellingen;2000 november;274
2593;Bedrijven en instellingen;2000 december;220
2594;Bedrijven en instellingen;2000 4e kwartaal;767
2595;Bedrijven en instellingen;2000;2621
2596;Bedrijven en instellingen;2001 januari;233
2597;Bedrijven en instellingen;2001 februari;261
2598;Bedrijven en instellingen;2001 maart;254
2599;Bedrijven en instellingen;2001 1e kwartaal;748
2600;Bedrijven en instellingen;2001 april;247
2601;Bedrijven en instellingen;2001 mei;288
2602;Bedrijven en instellingen;2001 juni;258
2603;Bedrijven en instellingen;2001 2e kwartaal;793
2604;Bedrijven en instellingen;2001 juli;309
2605;Bedrijven en instellingen;2001 augustus;280
2606;Bedrijven en instellingen;2001 september;278
2607;Bedrijven en instellingen;2001 3e kwartaal;867
2608;Bedrijven en instellingen;2001 oktober;309
2609;Bedrijven en instellingen;2001 november;321
2610;Bedrijven en instellingen;2001 december;295
2611;Bedrijven en instellingen;2001 4e kwartaal;925
2612;Bedrijven en instellingen;2001;3333
2613;Bedrijven en instellingen;2002 januari;307
2614;Bedrijven en instellingen;2002 februari;298
2615;Bedrijven en instellingen;2002 maart;338
2616;Bedrijven en instellingen;2002 1e kwartaal;943
2617;Bedrijven en instellingen;2002 april;288
2618;Bedrijven en instellingen;2002 mei;312
2619;Bedrijven en instellingen;2002 juni;348
2620;Bedrijven en instellingen;2002 2e kwartaal;948
2621;Bedrijven en instellingen;2002 juli;425
2622;Bedrijven en instellingen;2002 augustus;304
2623;Bedrijven en instellingen;2002 september;362
2624;Bedrijven en instellingen;2002 3e kwartaal;1091
2625;Bedrijven en instellingen;2002 oktober;388
2626;Bedrijven en instellingen;2002 november;370
2627;Bedrijven en instellingen;2002 december;345
2628;Bedrijven en instellingen;2002 4e kwartaal;1103
2629;Bedrijven en instellingen;2002;4085
2630;Bedrijven en instellingen;2003 januari;362
2631;Bedrijven en instellingen;2003 februari;402
2632;Bedrijven en instellingen;2003 maart;405
2633;Bedrijven en instellingen;2003 1e kwartaal;1169
2634;Bedrijven en instellingen;2003 april;443
2635;Bedrijven en instellingen;2003 mei;517
2636;Bedrijven en instellingen;2003 juni;484
2637;Bedrijven en instellingen;2003 2e kwartaal;1444
2638;Bedrijven en instellingen;2003 juli;413
2639;Bedrijven en instellingen;2003 augustus;370
2640;Bedrijven en instellingen;2003 september;519
2641;Bedrijven en instellingen;2003 3e kwartaal;1302
2642;Bedrijven en instellingen;2003 oktober;473
2643;Bedrijven en instellingen;2003 november;438
2644;Bedrijven en instellingen;2003 december;409
2645;Bedrijven en instellingen;2003 4e kwartaal;1320
2646;Bedrijven en instellingen;2003;5235
2647;Bedrijven en instellingen;2004 januari;449
2648;Bedrijven en instellingen;2004 februari;442
2649;Bedrijven en instellingen;2004 maart;519
2650;Bedrijven en instellingen;2004 1e kwartaal;1410
2651;Bedrijven en instellingen;2004 april;370
2652;Bedrijven en instellingen;2004 mei;432
2653;Bedrijven en instellingen;2004 juni;452
2654;Bedrijven en instellingen;2004 2e kwartaal;1254
2655;Bedrijven en instellingen;2004 juli;441
2656;Bedrijven en instellingen;2004 augustus;460
2657;Bedrijven en instellingen;2004 september;408
2658;Bedrijven en instellingen;2004 3e kwartaal;1309
2659;Bedrijven en instellingen;2004 oktober;423
2660;Bedrijven en instellingen;2004 november;461
2661;Bedrijven en instellingen;2004 december;410
2662;Bedrijven en instellingen;2004 4e kwartaal;1294
2663;Bedrijven en instellingen;2004;5267
2664;Bedrijven en instellingen;2005 januari;448
2665;Bedrijven en instellingen;2005 februari;459
2666;Bedrijven en instellingen;2005 maart;442
2667;Bedrijven en instellingen;2005 1e kwartaal;1349
2668;Bedrijven en instellingen;2005 april;451
2669;Bedrijven en instellingen;2005 mei;401
2670;Bedrijven en instellingen;2005 juni;396
2671;Bedrijven en instellingen;2005 2e kwartaal;1248
2672;Bedrijven en instellingen;2005 juli;424
2673;Bedrijven en instellingen;2005 augustus;371
2674;Bedrijven en instellingen;2005 september;457
2675;Bedrijven en instellingen;2005 3e kwartaal;1252
2676;Bedrijven en instellingen;2005 oktober;419
2677;Bedrijven en instellingen;2005 november;430
2678;Bedrijven en instellingen;2005 december;385
2679;Bedrijven en instellingen;2005 4e kwartaal;1234
2680;Bedrijven en instellingen;2005;5083
2681;Bedrijven en instellingen;2006 januari;431
2682;Bedrijven en instellingen;2006 februari;394
2683;Bedrijven en instellingen;2006 maart;380
2684;Bedrijven en instellingen;2006 1e kwartaal;1205
2685;Bedrijven en instellingen;2006 april;384
2686;Bedrijven en instellingen;2006 mei;359
2687;Bedrijven en instellingen;2006 juni;355
2688;Bedrijven en instellingen;2006 2e kwartaal;1098
2689;Bedrijven en instellingen;2006 juli;356
2690;Bedrijven en instellingen;2006 augustus;305
2691;Bedrijven en instellingen;2006 september;334
2692;Bedrijven en instellingen;2006 3e kwartaal;995
2693;Bedrijven en instellingen;2006 oktober;329
2694;Bedrijven en instellingen;2006 november;293
2695;Bedrijven en instellingen;2006 december;308
2696;Bedrijven en instellingen;2006 4e kwartaal;930
2697;Bedrijven en instellingen;2006;4228
2698;Bedrijven en instellingen;2007 januari;356
2699;Bedrijven en instellingen;2007 februari;269
2700;Bedrijven en instellingen;2007 maart;290
2701;Bedrijven en instellingen;2007 1e kwartaal;915
2702;Bedrijven en instellingen;2007 april;304
2703;Bedrijven en instellingen;2007 mei;286
2704;Bedrijven en instellingen;2007 juni;273
2705;Bedrijven en instellingen;2007 2e kwartaal;863
2706;Bedrijven en instellingen;2007 juli;314
2707;Bedrijven en instellingen;2007 augustus;291
2708;Bedrijven en instellingen;2007 september;335
2709;Bedrijven en instellingen;2007 3e kwartaal;940
2710;Bedrijven en instellingen;2007 oktober;313
2711;Bedrijven en instellingen;2007 november;305
2712;Bedrijven en instellingen;2007 december;253
2713;Bedrijven en instellingen;2007 4e kwartaal;871
2714;Bedrijven en instellingen;2007;3589
2715;Bedrijven en instellingen;2008 januari;291
2716;Bedrijven en instellingen;2008 februari;310
2717;Bedrijven en instellingen;2008 maart;273
2718;Bedrijven en instellingen;2008 1e kwartaal;874
2719;Bedrijven en instellingen;2008 april;286
2720;Bedrijven en instellingen;2008 mei;284
2721;Bedrijven en instellingen;2008 juni;337
2722;Bedrijven en instellingen;2008 2e kwartaal;907
2723;Bedrijven en instellingen;2008 juli;276
2724;Bedrijven en instellingen;2008 augustus;305
2725;Bedrijven en instellingen;2008 september;305
2726;Bedrijven en instellingen;2008 3e kwartaal;886
2727;Bedrijven en instellingen;2008 oktober;353
2728;Bedrijven en instellingen;2008 november;449
2729;Bedrijven en instellingen;2008 december;373
2730;Bedrijven en instellingen;2008 4e kwartaal;1175
2731;Bedrijven en instellingen;2008;3842
2732;Bedrijven en instellingen;2009 januari;490
2733;Bedrijven en instellingen;2009 februari;573
2734;Bedrijven en instellingen;2009 maart;605
2735;Bedrijven en instellingen;2009 1e kwartaal;1668
2736;Bedrijven en instellingen;2009 april;660
2737;Bedrijven en instellingen;2009 mei;521
2738;Bedrijven en instellingen;2009 juni;630
2739;Bedrijven en instellingen;2009 2e kwartaal;1811
2740;Bedrijven en instellingen;2009 juli;672
2741;Bedrijven en instellingen;2009 augustus;540
2742;Bedrijven en instellingen;2009 september;559
