ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
0;Totaal mannen en vrouwen;Totaal;2020;164087
1;Totaal mannen en vrouwen;Totaal;2021;157790
2;Totaal mannen en vrouwen;Totaal;2022;157505
3;Totaal mannen en vrouwen;Totaal;2023;158529
4;Totaal mannen en vrouwen;Totaal;2024;160703
5;Totaal mannen en vrouwen;Totaal;2025;162908
6;Totaal mannen en vrouwen;Totaal;2026;165154
7;Totaal mannen en vrouwen;Totaal;2027;167465
8;Totaal mannen en vrouwen;Totaal;2028;169839
9;Totaal mannen en vrouwen;Totaal;2029;172279
10;Totaal mannen en vrouwen;Totaal;2030;174762
11;Totaal mannen en vrouwen;Totaal;2031;177281
12;Totaal mannen en vrouwen;Totaal;2032;179800
13;Totaal mannen en vrouwen;Totaal;2033;182296
14;Totaal mannen en vrouwen;Totaal;2034;184745
15;Totaal mannen en vrouwen;Totaal;2035;187123
16;Totaal mannen en vrouwen;Totaal;2036;189403
17;Totaal mannen en vrouwen;Totaal;2037;191565
18;Totaal mannen en vrouwen;Totaal;2038;193590
19;Totaal mannen en vrouwen;Totaal;2039;195455
20;Totaal mannen en vrouwen;Totaal;2040;197143
21;Totaal mannen en vrouwen;Totaal;2041;198667
22;Totaal mannen en vrouwen;Totaal;2042;200036
23;Totaal mannen en vrouwen;Totaal;2043;201259
24;Totaal mannen en vrouwen;Totaal;2044;202339
25;Totaal mannen en vrouwen;Totaal;2045;203363
26;Totaal mannen en vrouwen;Totaal;2046;204246
27;Totaal mannen en vrouwen;Totaal;2047;205084
28;Totaal mannen en vrouwen;Totaal;2048;205927
29;Totaal mannen en vrouwen;Totaal;2049;206774
30;Totaal mannen en vrouwen;Totaal;2050;207587
31;Totaal mannen en vrouwen;Totaal;2051;208337
32;Totaal mannen en vrouwen;Totaal;2052;208967
33;Totaal mannen en vrouwen;Totaal;2053;209452
34;Totaal mannen en vrouwen;Totaal;2054;209755
35;Totaal mannen en vrouwen;Totaal;2055;209846
36;Totaal mannen en vrouwen;Totaal;2056;209697
37;Totaal mannen en vrouwen;Totaal;2057;209289
38;Totaal mannen en vrouwen;Totaal;2058;208618
39;Totaal mannen en vrouwen;Totaal;2059;207681
40;Totaal mannen en vrouwen;Totaal;2060;206499
41;Totaal mannen en vrouwen;Totaal;2061;205077
42;Totaal mannen en vrouwen;Totaal;2062;203454
43;Totaal mannen en vrouwen;Totaal;2063;201670
44;Totaal mannen en vrouwen;Totaal;2064;199781
45;Totaal mannen en vrouwen;Totaal;2065;197863
46;Totaal mannen en vrouwen;Totaal;2066;195983
47;Totaal mannen en vrouwen;Totaal;2067;194192
48;Totaal mannen en vrouwen;Totaal;2068;192557
49;Totaal mannen en vrouwen;Totaal;2069;191116
50;Totaal mannen en vrouwen;Totaal;2070;189963
51;Totaal mannen en vrouwen;0 jaar;2020;524
52;Totaal mannen en vrouwen;0 jaar;2021;484
53;Totaal mannen en vrouwen;0 jaar;2022;479
54;Totaal mannen en vrouwen;0 jaar;2023;480
55;Totaal mannen en vrouwen;0 jaar;2024;483
56;Totaal mannen en vrouwen;0 jaar;2025;478
57;Totaal mannen en vrouwen;0 jaar;2026;467
58;Totaal mannen en vrouwen;0 jaar;2027;459
59;Totaal mannen en vrouwen;0 jaar;2028;451
60;Totaal mannen en vrouwen;0 jaar;2029;441
61;Totaal mannen en vrouwen;0 jaar;2030;428
62;Totaal mannen en vrouwen;0 jaar;2031;414
63;Totaal mannen en vrouwen;0 jaar;2032;398
64;Totaal mannen en vrouwen;0 jaar;2033;384
65;Totaal mannen en vrouwen;0 jaar;2034;368
66;Totaal mannen en vrouwen;0 jaar;2035;354
67;Totaal mannen en vrouwen;0 jaar;2036;339
68;Totaal mannen en vrouwen;0 jaar;2037;325
69;Totaal mannen en vrouwen;0 jaar;2038;311
70;Totaal mannen en vrouwen;0 jaar;2039;297
71;Totaal mannen en vrouwen;0 jaar;2040;285
72;Totaal mannen en vrouwen;0 jaar;2041;271
73;Totaal mannen en vrouwen;0 jaar;2042;260
74;Totaal mannen en vrouwen;0 jaar;2043;248
75;Totaal mannen en vrouwen;0 jaar;2044;238
76;Totaal mannen en vrouwen;0 jaar;2045;229
77;Totaal mannen en vrouwen;0 jaar;2046;221
78;Totaal mannen en vrouwen;0 jaar;2047;212
79;Totaal mannen en vrouwen;0 jaar;2048;203
80;Totaal mannen en vrouwen;0 jaar;2049;194
81;Totaal mannen en vrouwen;0 jaar;2050;187
82;Totaal mannen en vrouwen;0 jaar;2051;180
83;Totaal mannen en vrouwen;0 jaar;2052;175
84;Totaal mannen en vrouwen;0 jaar;2053;169
