ID;Gewassen;BiologischeBestrijders;Periode;AantalBedrijvenMetToepassing_1;PercentageVanBedrijvenMetToepassing_2;GrootteOppervlakteMetToepassing_3;PercentageOppervlakteMetToepassing_4;PercentageOppervlakteTovVorigeMeting_5;Januari_6;Februari_7;Maart_8;April_9;Mei_10;Juni_11;Juli_12;Augustus_13;September_14;Oktober_15;November_16;December_17;Aantal_18;Januari_19;Februari_20;Maart_21;April_22;Mei_23;Juni_24;Juli_25;Augustus_26;September_27;Oktober_28;November_29;December_30;AantalPerBedrijf_31;DoseringPerBedrijf_32;AantalPerHa_33;DoseringPerHa_34;PercentageVanTotaalPerGewas_35;PercentageVanTotaalPerSoort_36
2257;Gerbera's;Sluipwesp tegen witte vlieg (Encarsia);1998;38.0;23.5;64.0;29.2;;2.7;10.8;7.0;9.4;0.9;4.3;2.9;6.5;0.0;0.0;0.0;0.0;1168.0;5.3;30.9;31.2;12.7;0.8;5.0;5.3;8.8;0.0;0.0;0.0;0.0;7.3;30.8;5.3;18.3;0.5;45.7
2258;Gerbera's;Sluipwesp tegen witte vlieg (Encarsia);2000;45.0;26.3;49.0;19.6;;0.0;0.0;7.7;6.8;3.2;6.0;6.0;0.0;5.8;5.8;0.0;0.0;1022.0;0.0;0.0;43.7;12.3;3.4;5.2;2.6;0.0;29.9;3.0;0.0;0.0;6.0;22.8;4.0;20.6;0.3;59.1
2259;Gerbera's;Sluipwesp tegen witte vlieg (Encarsia);2004;5.0;3.7;8.0;3.6;-81.6;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;4.8;0.1;2.8;0.0;1.2
2260;Gerbera's;Sluipwesp tegen witte vlieg (Californ.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2261;Gerbera's;Sluipwesp tegen witte vlieg (Californ.);1998;82.0;51.0;121.0;55.5;;2.7;11.6;29.9;42.8;31.6;16.6;10.4;10.8;4.9;2.7;0.0;0.0;3484.0;0.7;6.8;21.0;20.0;15.9;9.5;6.9;8.0;9.8;1.3;0.0;0.0;21.6;42.4;15.9;28.7;1.6;58.7
2262;Gerbera's;Sluipwesp tegen witte vlieg (Californ.);2000;107.0;63.2;152.0;59.9;;4.4;12.3;45.7;42.8;28.7;22.0;13.7;4.4;0.0;0.0;0.0;0.0;11885.0;1.0;5.8;18.9;30.6;24.8;16.2;2.3;0.4;0.0;0.0;0.0;0.0;69.9;110.7;47.0;78.4;3.0;95.2
2263;Gerbera's;Sluipwesp tegen witte vlieg (Californ.);2004;19.0;14.8;17.0;7.3;-87.8;0.0;0.0;2.0;0.0;2.0;5.3;1.9;0.0;0.0;0.0;0.0;0.0;1102.0;0.0;0.0;12.3;0.0;18.4;52.9;16.4;0.0;0.0;0.0;0.0;0.0;8.6;58.1;4.9;66.6;1.6;100.0
2264;Gerbera's;Sluipwesp tegen witte vlieg (Eremicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2265;Gerbera's;Sluipwesp tegen witte vlieg (Eremicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2266;Gerbera's;Sluipwesp tegen witte vlieg (Eremicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2267;Gerbera's;Sluipwesp tegen witte vlieg (Eremicus);2004;47.0;37.0;69.0;30.3;;0.0;0.0;1.5;19.0;16.7;13.6;11.7;0.0;0.0;0.0;0.0;0.0;4087.0;0.0;0.0;5.6;16.6;24.3;33.6;19.9;0.0;0.0;0.0;0.0;0.0;31.9;86.2;18.0;59.5;5.9;82.1
2268;Gerbera's;Sluipwesp tegen witte vlieg (Mundus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2269;Gerbera's;Sluipwesp tegen witte vlieg (Mundus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2270;Gerbera's;Sluipwesp tegen witte vlieg (Mundus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2271;Gerbera's;Sluipwesp tegen witte vlieg (Mundus);2004;9.0;7.4;18.0;7.7;76.6;0.0;0.0;0.0;3.1;0.0;0.0;4.6;4.6;0.0;0.0;0.0;0.0;203.0;0.0;0.0;0.0;33.3;0.0;0.0;44.4;22.2;0.0;0.0;0.0;0.0;1.6;21.4;0.9;11.6;0.3;35.7
2272;Gerbera's;Sluipwespen t. witte vlieg (Enc./Eret.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2273;Gerbera's;Sluipwespen t. witte vlieg (Enc./Eret.);1998;9.0;5.9;14.0;6.3;;0.0;0.0;4.3;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;2.0;1795.0;0.0;0.0;20.0;0.0;0.0;0.0;54.2;15.5;0.0;0.0;5.2;5.2;11.1;189.5;8.2;129.4;0.8;91.4
2274;Gerbera's;Sluipwespen t. witte vlieg (Enc./Eret.);2000;18.0;10.5;34.0;13.3;;0.0;0.0;13.3;12.1;12.1;12.1;12.1;12.1;12.1;0.0;0.0;0.0;805.0;0.0;0.0;36.9;28.4;0.5;0.0;2.8;2.8;28.4;0.0;0.0;0.0;4.7;45.0;3.2;24.0;0.2;92.8
2275;Gerbera's;Sluipwespen t. witte vlieg (Enc./Eret.);2004;14.0;11.1;23.0;10.2;-22.9;0.0;0.0;9.4;8.0;0.8;9.4;9.4;8.0;0.0;0.0;0.0;0.0;1097.0;0.0;0.0;14.8;9.9;37.0;21.0;12.3;4.9;0.0;0.0;0.0;0.0;8.6;77.1;4.8;47.3;1.6;14.6
2276;Gerbera's;Sluipwespen tegen witte vlieg (Eretm.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2277;Gerbera's;Sluipwespen tegen witte vlieg (Eretm.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2278;Gerbera's;Sluipwespen tegen witte vlieg (Eretm.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2279;Gerbera's;Sluipwespen tegen witte vlieg (Eretm.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2280;Gerbera's;Sluipwesp tegen wolluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2281;Gerbera's;Sluipwesp tegen wolluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2282;Gerbera's;Sluipwesp tegen wolluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2283;Gerbera's;Sluipwesp tegen wolluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2284;Gerbera's;Sluipwesp tegen dopluis (Microterys);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2285;Gerbera's;Sluipwesp tegen dopluis (Microterys);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2286;Gerbera's;Sluipwesp tegen dopluis (Microterys);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2287;Gerbera's;Sluipwesp tegen dopluis (Microterys);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2288;Gerbera's;Vlindereieren tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2289;Gerbera's;Vlindereieren tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2290;Gerbera's;Vlindereieren tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2291;Gerbera's;Vlindereieren tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2292;Gerbera's;Zweefvlieg tegen bladluis (Episyrphus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2293;Gerbera's;Zweefvlieg tegen bladluis (Episyrphus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2294;Gerbera's;Zweefvlieg tegen bladluis (Episyrphus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2295;Gerbera's;Zweefvlieg tegen bladluis (Episyrphus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2296;Gerbera's;Zweefvliegen;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2297;Gerbera's;Zweefvliegen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2298;Gerbera's;Zweefvliegen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2299;Gerbera's;Zweefvliegen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2300;Gerbera's;Kever tegen spint (Stethorus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2301;Gerbera's;Kever tegen spint (Stethorus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2302;Gerbera's;Kever tegen spint (Stethorus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2303;Gerbera's;Kever tegen spint (Stethorus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2304;Lelies (snijbloemen);Aaltjes tegen taxuskever;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2305;Lelies (snijbloemen);Aaltjes tegen taxuskever;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2306;Lelies (snijbloemen);Aaltjes tegen taxuskever;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2307;Lelies (snijbloemen);Aaltjes tegen taxuskever;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2308;Lelies (snijbloemen);Aaltjes tegen varenrouwmug;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2309;Lelies (snijbloemen);Aaltjes tegen varenrouwmug;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2310;Lelies (snijbloemen);Aaltjes tegen varenrouwmug;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2311;Lelies (snijbloemen);Aaltjes tegen varenrouwmug;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2312;Lelies (snijbloemen);Gaasvliegen tegen bladluis (Chrysopa);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2313;Lelies (snijbloemen);Gaasvliegen tegen bladluis (Chrysopa);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2314;Lelies (snijbloemen);Gaasvliegen tegen bladluis (Chrysopa);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2315;Lelies (snijbloemen);Gaasvliegen tegen bladluis (Chrysopa);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2316;Lelies (snijbloemen);Galmug tegen bladluis (Aphidoletes);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2317;Lelies (snijbloemen);Galmug tegen bladluis (Aphidoletes);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2318;Lelies (snijbloemen);Galmug tegen bladluis (Aphidoletes);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2319;Lelies (snijbloemen);Galmug tegen bladluis (Aphidoletes);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2320;Lelies (snijbloemen);Galmug tegen spint (Feltiella);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2321;Lelies (snijbloemen);Galmug tegen spint (Feltiella);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2322;Lelies (snijbloemen);Galmug tegen spint (Feltiella);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2323;Lelies (snijbloemen);Galmug tegen spint (Feltiella);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2324;Lelies (snijbloemen);Galmug tegen spint (Therodiplosis);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2325;Lelies (snijbloemen);Galmug tegen spint (Therodiplosis);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2326;Lelies (snijbloemen);Galmug tegen spint (Therodiplosis);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2327;Lelies (snijbloemen);Galmug tegen spint (Therodiplosis);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2328;Lelies (snijbloemen);Graanluis-systeem tegen bladluis (Col.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2329;Lelies (snijbloemen);Graanluis-systeem tegen bladluis (Col.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2330;Lelies (snijbloemen);Graanluis-systeem tegen bladluis (Col.);2000;17.0;4.3;21.0;7.5;;0.0;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;
2331;Lelies (snijbloemen);Graanluis-systeem tegen bladluis (Col.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2332;Lelies (snijbloemen);Graanluis-systeem tegen bladluis (Erv);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2333;Lelies (snijbloemen);Graanluis-systeem tegen bladluis (Erv);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2334;Lelies (snijbloemen);Graanluis-systeem tegen bladluis (Erv);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335;Lelies (snijbloemen);Graanluis-systeem tegen bladluis (Erv);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2336;Lelies (snijbloemen);Graanluis-systeem tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2337;Lelies (snijbloemen);Graanluis-systeem tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338;Lelies (snijbloemen);Graanluis-systeem tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2339;Lelies (snijbloemen);Graanluis-systeem tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2340;Lelies (snijbloemen);Lieveheersbeestje tegen bladluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2341;Lelies (snijbloemen);Lieveheersbeestje tegen bladluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2342;Lelies (snijbloemen);Lieveheersbeestje tegen bladluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2343;Lelies (snijbloemen);Lieveheersbeestje tegen bladluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2344;Lelies (snijbloemen);Roofkever tegen bladluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2345;Lelies (snijbloemen);Roofkever tegen bladluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2346;Lelies (snijbloemen);Roofkever tegen bladluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2347;Lelies (snijbloemen);Roofkever tegen bladluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2348;Lelies (snijbloemen);Roofkever tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2349;Lelies (snijbloemen);Roofkever tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2350;Lelies (snijbloemen);Roofkever tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2351;Lelies (snijbloemen);Roofkever tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2352;Lelies (snijbloemen);Pest in first systeem tegen spint;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2353;Lelies (snijbloemen);Pest in first systeem tegen spint;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2354;Lelies (snijbloemen);Pest in first systeem tegen spint;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2355;Lelies (snijbloemen);Pest in first systeem tegen spint;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2356;Lelies (snijbloemen);Roofmijt tegen spint (Phytoseiulus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2357;Lelies (snijbloemen);Roofmijt tegen spint (Phytoseiulus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2358;Lelies (snijbloemen);Roofmijt tegen spint (Phytoseiulus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2359;Lelies (snijbloemen);Roofmijt tegen spint (Phytoseiulus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2360;Lelies (snijbloemen);Roofmijt tegen spint (Californicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2361;Lelies (snijbloemen);Roofmijt tegen spint (Californicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2362;Lelies (snijbloemen);Roofmijt tegen spint (Californicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2363;Lelies (snijbloemen);Roofmijt tegen spint (Californicus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2364;Lelies (snijbloemen);Roofmijt tegen spint (Typhlodromus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2365;Lelies (snijbloemen);Roofmijt tegen spint (Typhlodromus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2366;Lelies (snijbloemen);Roofmijt tegen spint (Typhlodromus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2367;Lelies (snijbloemen);Roofmijt tegen spint (Typhlodromus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2368;Lelies (snijbloemen);Roofmijt tegen trips (Barkeri);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2369;Lelies (snijbloemen);Roofmijt tegen trips (Barkeri);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2370;Lelies (snijbloemen);Roofmijt tegen trips (Barkeri);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2371;Lelies (snijbloemen);Roofmijt tegen trips (Barkeri);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2372;Lelies (snijbloemen);Roofmijt tegen trips (Californicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2373;Lelies (snijbloemen);Roofmijt tegen trips (Californicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2374;Lelies (snijbloemen);Roofmijt tegen trips (Californicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2375;Lelies (snijbloemen);Roofmijt tegen trips (Californicus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2376;Lelies (snijbloemen);Roofmijt tegen trips (Cucumeris);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2377;Lelies (snijbloemen);Roofmijt tegen trips (Cucumeris);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2378;Lelies (snijbloemen);Roofmijt tegen trips (Cucumeris);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2379;Lelies (snijbloemen);Roofmijt tegen trips (Cucumeris);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2380;Lelies (snijbloemen);Roofmijt tegen trips (Degenerans);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2381;Lelies (snijbloemen);Roofmijt tegen trips (Degenerans);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2382;Lelies (snijbloemen);Roofmijt tegen trips (Degenerans);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2383;Lelies (snijbloemen);Roofmijt tegen trips (Degenerans);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2384;Lelies (snijbloemen);Roofmijt tegen trips (Fallacis);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2385;Lelies (snijbloemen);Roofmijt tegen trips (Fallacis);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2386;Lelies (snijbloemen);Roofmijt tegen trips (Fallacis);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2387;Lelies (snijbloemen);Roofmijt tegen trips (Fallacis);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2388;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2389;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips;1998;18.0;4.8;10.0;4.1;;0.0;0.0;0.0;4.1;4.1;0.0;4.1;0.0;0.0;0.0;0.0;0.0;8489.0;0.0;0.0;0.0;38.5;38.5;0.0;23.1;0.0;0.0;0.0;0.0;0.0;23.1;484.4;35.7;866.7;100.0;3.0
2390;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2391;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2392;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips (Ac.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2393;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips (Ac.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2394;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips (Ac.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2395;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips (Ac.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2396;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips (Mi.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2397;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips (Mi.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2398;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips (Mi.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2399;Lelies (snijbloemen);Roofmijt tegen varenrouwmug/trips (Mi.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2400;Lelies (snijbloemen);Rooftrips tegen trips (Franklinothrips);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2401;Lelies (snijbloemen);Rooftrips tegen trips (Franklinothrips);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2402;Lelies (snijbloemen);Rooftrips tegen trips (Franklinothrips);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2403;Lelies (snijbloemen);Rooftrips tegen trips (Franklinothrips);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2404;Lelies (snijbloemen);Roofwants tegen rupsen;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2405;Lelies (snijbloemen);Roofwants tegen rupsen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2406;Lelies (snijbloemen);Roofwants tegen rupsen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2407;Lelies (snijbloemen);Roofwants tegen rupsen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2408;Lelies (snijbloemen);Roofwants tegen trips (Orius);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2409;Lelies (snijbloemen);Roofwants tegen trips (Orius);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2410;Lelies (snijbloemen);Roofwants tegen trips (Orius);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2411;Lelies (snijbloemen);Roofwants tegen trips (Orius);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2412;Lelies (snijbloemen);Roofwants tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2413;Lelies (snijbloemen);Roofwants tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414;Lelies (snijbloemen);Roofwants tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2415;Lelies (snijbloemen);Roofwants tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416;Lelies (snijbloemen);Sluipwesp/galmug tegen mineervlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2417;Lelies (snijbloemen);Sluipwesp/galmug tegen mineervlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2418;Lelies (snijbloemen);Sluipwesp/galmug tegen mineervlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2419;Lelies (snijbloemen);Sluipwesp/galmug tegen mineervlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2420;Lelies (snijbloemen);Sluipwesp-systeem tegen spint (Phyt.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2421;Lelies (snijbloemen);Sluipwesp-systeem tegen spint (Phyt.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2422;Lelies (snijbloemen);Sluipwesp-systeem tegen spint (Phyt.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2423;Lelies (snijbloemen);Sluipwesp-systeem tegen spint (Phyt.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2424;Lelies (snijbloemen);Sluipwesp tegen bladluis (Aphelinus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2425;Lelies (snijbloemen);Sluipwesp tegen bladluis (Aphelinus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2426;Lelies (snijbloemen);Sluipwesp tegen bladluis (Aphelinus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2427;Lelies (snijbloemen);Sluipwesp tegen bladluis (Aphelinus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2428;Lelies (snijbloemen);Sluipwesp tegen bladluis (Aphi. Colem.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
