ID;Gezichtspunten;Fase;Perioden;TotaleKostenVoorGebouwen_1;KostenNietNieuwbouw_2;TotaalKostenNieuwbouw_3;WoningenWaarde_4;WoningenAantal_5;AgrarischeGebouwen_6;IndustrieEnBouwnijverheid_7;HandelEnHoreca_8;VervoerEnCommunicatie_9;ZakelijkeDienstverlening_10;OpenbaarBestuur_11;Onderwijs_12;GezondheidsEnWelzijnszorg_13;OverigeDienstverlening_14
0;0;Netto ontvangen opdrachten;1995 1e kwartaal;3143.0;449.0;2694.0;1774.0;28065.0;64.0;168.0;137.0;141.0;127.0;48.0;29.0;65.0;141.0
1;0;Netto ontvangen opdrachten;1995 2e kwartaal;2901.0;538.0;2363.0;1665.0;25047.0;87.0;129.0;163.0;90.0;-3.0;12.0;49.0;34.0;137.0
2;0;Netto ontvangen opdrachten;1995 3e kwartaal;3065.0;566.0;2500.0;1667.0;23942.0;72.0;142.0;162.0;70.0;58.0;35.0;62.0;101.0;131.0
3;0;Netto ontvangen opdrachten;1995 4e kwartaal;3518.0;585.0;2934.0;2001.0;28677.0;59.0;154.0;219.0;181.0;-13.0;123.0;5.0;97.0;108.0
4;0;Netto ontvangen opdrachten;1995;12626.0;2138.0;10489.0;7108.0;105731.0;281.0;593.0;679.0;481.0;169.0;219.0;145.0;297.0;517.0
5;0;Netto ontvangen opdrachten;1996 1e kwartaal;3353.0;543.0;2809.0;1973.0;27352.0;55.0;231.0;117.0;40.0;178.0;60.0;-14.0;85.0;84.0
6;0;Netto ontvangen opdrachten;1996 2e kwartaal;3122.0;572.0;2551.0;1792.0;24299.0;84.0;128.0;16.0;54.0;305.0;0.0;74.0;59.0;39.0
7;0;Netto ontvangen opdrachten;1996 3e kwartaal;3199.0;705.0;2494.0;1831.0;25875.0;80.0;191.0;218.0;43.0;30.0;68.0;-1.0;30.0;4.0
8;0;Netto ontvangen opdrachten;1996 4e kwartaal;4315.0;718.0;3599.0;2305.0;31837.0;87.0;230.0;226.0;91.0;256.0;62.0;50.0;130.0;162.0
9;0;Netto ontvangen opdrachten;1996;13988.0;2538.0;11449.0;7899.0;108360.0;306.0;779.0;577.0;227.0;769.0;189.0;109.0;305.0;289.0
10;0;Netto ontvangen opdrachten;1997 1e kwartaal;3307.0;790.0;2517.0;1458.0;18854.0;74.0;130.0;135.0;68.0;275.0;75.0;84.0;114.0;104.0
11;0;Netto ontvangen opdrachten;1997 2e kwartaal;4354.0;826.0;3529.0;1962.0;24862.0;121.0;221.0;206.0;182.0;539.0;90.0;53.0;88.0;67.0
12;0;Netto ontvangen opdrachten;1997 3e kwartaal;3951.0;752.0;3198.0;1838.0;23973.0;163.0;158.0;305.0;109.0;388.0;59.0;91.0;59.0;28.0
13;0;Netto ontvangen opdrachten;1997 4e kwartaal;4344.0;883.0;3461.0;2278.0;28942.0;140.0;200.0;265.0;-72.0;356.0;78.0;62.0;70.0;84.0
14;0;Netto ontvangen opdrachten;1997;15955.0;3251.0;12704.0;7536.0;96631.0;497.0;710.0;912.0;287.0;1557.0;301.0;290.0;331.0;283.0
15;0;Netto ontvangen opdrachten;1998 1e kwartaal;4025.0;854.0;3168.0;1729.0;22009.0;113.0;189.0;239.0;208.0;378.0;71.0;56.0;99.0;86.0
16;0;Netto ontvangen opdrachten;1998 2e kwartaal;4083.0;702.0;3381.0;1923.0;24850.0;138.0;265.0;234.0;83.0;535.0;34.0;66.0;124.0;-21.0
17;0;Netto ontvangen opdrachten;1998 3e kwartaal;4637.0;821.0;3816.0;1955.0;23141.0;147.0;278.0;196.0;147.0;569.0;116.0;61.0;103.0;244.0
18;0;Netto ontvangen opdrachten;1998 4e kwartaal;5292.0;916.0;4376.0;2391.0;29653.0;118.0;271.0;469.0;152.0;658.0;28.0;55.0;145.0;89.0
19;0;Netto ontvangen opdrachten;1998;18036.0;3294.0;14743.0;7998.0;99653.0;516.0;1002.0;1139.0;592.0;2139.0;249.0;239.0;471.0;398.0
20;0;Netto ontvangen opdrachten;1999 1e kwartaal;4732.0;884.0;3846.0;1976.0;21187.0;124.0;203.0;270.0;215.0;669.0;55.0;113.0;77.0;144.0
21;0;Netto ontvangen opdrachten;1999 2e kwartaal;4934.0;829.0;4105.0;1964.0;20737.0;177.0;300.0;283.0;428.0;593.0;84.0;-11.0;196.0;91.0
22;0;Netto ontvangen opdrachten;1999 3e kwartaal;4255.0;622.0;3633.0;2019.0;21003.0;143.0;217.0;226.0;204.0;557.0;103.0;118.0;31.0;15.0
