ID;Regions;Periods;TotalPronouncedBankruptcies_1;BankruptciesOfLegalPersons_2;TotalNaturalPersons_3;WithoutSingleOwnerCompany_4;WithSingleOwnerCompany_5
1895;Province of Groningen;1998 January;13.0;3.0;10.0;5.0;5.0
1896;Province of Groningen;1998 February;13.0;4.0;9.0;3.0;6.0
1897;Province of Groningen;1998 March;13.0;5.0;8.0;3.0;5.0
1898;Province of Groningen;1998 1st quarter;39.0;12.0;27.0;11.0;16.0
1899;Province of Groningen;1998 April;24.0;12.0;12.0;4.0;8.0
1900;Province of Groningen;1998 May;18.0;9.0;9.0;4.0;5.0
1901;Province of Groningen;1998 June;12.0;3.0;9.0;3.0;6.0
1902;Province of Groningen;1998 2nd quarter;54.0;24.0;30.0;11.0;19.0
1903;Province of Groningen;1998 July;14.0;3.0;11.0;4.0;7.0
1904;Province of Groningen;1998 August;12.0;3.0;9.0;2.0;7.0
1905;Province of Groningen;1998 September;20.0;7.0;13.0;6.0;7.0
1906;Province of Groningen;1998 3rd quarter;46.0;13.0;33.0;12.0;21.0
1907;Province of Groningen;1998 October;12.0;6.0;6.0;3.0;3.0
1908;Province of Groningen;1998 November;16.0;7.0;9.0;4.0;5.0
1909;Province of Groningen;1998 December;11.0;6.0;5.0;1.0;4.0
1910;Province of Groningen;1998 4th quarter;39.0;19.0;20.0;8.0;12.0
1911;Province of Groningen;1998;178.0;68.0;110.0;42.0;68.0
1912;Province of Groningen;1999 January;15.0;5.0;10.0;5.0;5.0
1913;Province of Groningen;1999 February;20.0;9.0;11.0;7.0;4.0
1914;Province of Groningen;1999 March;7.0;2.0;5.0;;5.0
1915;Province of Groningen;1999 1st quarter;42.0;16.0;26.0;12.0;14.0
1916;Province of Groningen;1999 April;11.0;4.0;7.0;1.0;6.0
1917;Province of Groningen;1999 May;5.0;3.0;2.0;2.0;
1918;Province of Groningen;1999 June;17.0;10.0;7.0;3.0;4.0
1919;Province of Groningen;1999 2nd quarter;33.0;17.0;16.0;6.0;10.0
1920;Province of Groningen;1999 July;7.0;4.0;3.0;;3.0
1921;Province of Groningen;1999 August;17.0;8.0;9.0;2.0;7.0
1922;Province of Groningen;1999 September;9.0;4.0;5.0;2.0;3.0
1923;Province of Groningen;1999 3rd quarter;33.0;16.0;17.0;4.0;13.0
1924;Province of Groningen;1999 October;21.0;6.0;15.0;9.0;6.0
1925;Province of Groningen;1999 November;16.0;9.0;7.0;3.0;4.0
1926;Province of Groningen;1999 December;7.0;2.0;5.0;3.0;2.0
1927;Province of Groningen;1999 4th quarter;44.0;17.0;27.0;15.0;12.0
1928;Province of Groningen;1999;152.0;66.0;86.0;37.0;49.0
1929;Province of Groningen;2000 January;9.0;6.0;3.0;;3.0
1930;Province of Groningen;2000 February;13.0;7.0;6.0;4.0;2.0
1931;Province of Groningen;2000 March;14.0;9.0;5.0;1.0;4.0
1932;Province of Groningen;2000 1st quarter;36.0;22.0;14.0;5.0;9.0
1933;Province of Groningen;2000 April;11.0;5.0;6.0;2.0;4.0
1934;Province of Groningen;2000 May;12.0;6.0;6.0;6.0;
1935;Province of Groningen;2000 June;9.0;6.0;3.0;2.0;1.0
1936;Province of Groningen;2000 2nd quarter;32.0;17.0;15.0;10.0;5.0
1937;Province of Groningen;2000 July;11.0;4.0;7.0;2.0;5.0
1938;Province of Groningen;2000 August;14.0;3.0;11.0;5.0;6.0
1939;Province of Groningen;2000 September;17.0;7.0;10.0;7.0;3.0
1940;Province of Groningen;2000 3rd quarter;42.0;14.0;28.0;14.0;14.0
1941;Province of Groningen;2000 October;19.0;7.0;12.0;5.0;7.0
1942;Province of Groningen;2000 November;17.0;12.0;5.0;5.0;
1943;Province of Groningen;2000 December;15.0;7.0;8.0;5.0;3.0
1944;Province of Groningen;2000 4th quarter;51.0;26.0;25.0;15.0;10.0
1945;Province of Groningen;2000;161.0;79.0;82.0;44.0;38.0
1946;Province of Groningen;2001 January;15.0;5.0;10.0;6.0;4.0
1947;Province of Groningen;2001 February;21.0;7.0;14.0;11.0;3.0
1948;Province of Groningen;2001 March;11.0;3.0;8.0;3.0;5.0
1949;Province of Groningen;2001 1st quarter;47.0;15.0;32.0;20.0;12.0
1950;Province of Groningen;2001 April;19.0;8.0;11.0;8.0;3.0
1951;Province of Groningen;2001 May;13.0;6.0;7.0;3.0;4.0
1952;Province of Groningen;2001 June;15.0;8.0;7.0;4.0;3.0
1953;Province of Groningen;2001 2nd quarter;47.0;22.0;25.0;15.0;10.0
1954;Province of Groningen;2001 July;32.0;13.0;19.0;14.0;5.0
1955;Province of Groningen;2001 August;7.0;2.0;5.0;3.0;2.0
1956;Province of Groningen;2001 September;20.0;11.0;9.0;5.0;4.0
1957;Province of Groningen;2001 3rd quarter;59.0;26.0;33.0;22.0;11.0
1958;Province of Groningen;2001 October;18.0;10.0;8.0;4.0;4.0
1959;Province of Groningen;2001 November;19.0;7.0;12.0;7.0;5.0
1960;Province of Groningen;2001 December;11.0;5.0;6.0;3.0;3.0
1961;Province of Groningen;2001 4th quarter;48.0;22.0;26.0;14.0;12.0
1962;Province of Groningen;2001;201.0;85.0;116.0;71.0;45.0
1963;Province of Groningen;2002 January;22.0;12.0;10.0;6.0;4.0
1964;Province of Groningen;2002 February;17.0;6.0;11.0;7.0;4.0
1965;Province of Groningen;2002 March;16.0;6.0;10.0;5.0;5.0
1966;Province of Groningen;2002 1st quarter;55.0;24.0;31.0;18.0;13.0
1967;Province of Groningen;2002 April;16.0;6.0;10.0;5.0;5.0
1968;Province of Groningen;2002 May;34.0;24.0;10.0;4.0;6.0
1969;Province of Groningen;2002 June;19.0;8.0;11.0;4.0;7.0
1970;Province of Groningen;2002 2nd quarter;69.0;38.0;31.0;13.0;18.0
1971;Province of Groningen;2002 July;30.0;16.0;14.0;10.0;4.0
1972;Province of Groningen;2002 August;8.0;2.0;6.0;2.0;4.0
1973;Province of Groningen;2002 September;21.0;6.0;15.0;9.0;6.0
1974;Province of Groningen;2002 3rd quarter;59.0;24.0;35.0;21.0;14.0
1975;Province of Groningen;2002 October;12.0;9.0;3.0;2.0;1.0
1976;Province of Groningen;2002 November;12.0;6.0;6.0;6.0;
1977;Province of Groningen;2002 December;16.0;3.0;13.0;9.0;4.0
1978;Province of Groningen;2002 4th quarter;40.0;18.0;22.0;17.0;5.0
1979;Province of Groningen;2002;223.0;104.0;119.0;69.0;50.0
1980;Province of Groningen;2003 January;21.0;13.0;8.0;1.0;7.0
1981;Province of Groningen;2003 February;30.0;22.0;8.0;3.0;5.0
1982;Province of Groningen;2003 March;19.0;11.0;8.0;7.0;1.0
1983;Province of Groningen;2003 1st quarter;70.0;46.0;24.0;11.0;13.0
1984;Province of Groningen;2003 April;31.0;17.0;14.0;10.0;4.0
1985;Province of Groningen;2003 May;27.0;14.0;13.0;11.0;2.0
1986;Province of Groningen;2003 June;32.0;20.0;12.0;8.0;4.0
1987;Province of Groningen;2003 2nd quarter;90.0;51.0;39.0;29.0;10.0
1988;Province of Groningen;2003 July;36.0;23.0;13.0;9.0;4.0
1989;Province of Groningen;2003 August;17.0;8.0;9.0;5.0;4.0
1990;Province of Groningen;2003 September;57.0;31.0;26.0;20.0;6.0
1991;Province of Groningen;2003 3rd quarter;110.0;62.0;48.0;34.0;14.0
1992;Province of Groningen;2003 October;23.0;15.0;8.0;6.0;2.0
1993;Province of Groningen;2003 November;36.0;13.0;23.0;16.0;7.0
1994;Province of Groningen;2003 December;30.0;14.0;16.0;13.0;3.0
1995;Province of Groningen;2003 4th quarter;89.0;42.0;47.0;35.0;12.0
1996;Province of Groningen;2003;359.0;201.0;158.0;109.0;49.0
1997;Province of Groningen;2004 January;30.0;11.0;19.0;14.0;5.0
1998;Province of Groningen;2004 February;39.0;22.0;17.0;8.0;9.0
1999;Province of Groningen;2004 March;36.0;21.0;15.0;9.0;6.0
2000;Province of Groningen;2004 1st quarter;105.0;54.0;51.0;31.0;20.0
2001;Province of Groningen;2004 April;23.0;6.0;17.0;11.0;6.0
2002;Province of Groningen;2004 May;14.0;6.0;8.0;3.0;5.0
2003;Province of Groningen;2004 June;24.0;12.0;12.0;7.0;5.0
2004;Province of Groningen;2004 2nd quarter;61.0;24.0;37.0;21.0;16.0
2005;Province of Groningen;2004 July;23.0;7.0;16.0;12.0;4.0
2006;Province of Groningen;2004 August;25.0;15.0;10.0;6.0;4.0
2007;Province of Groningen;2004 September;27.0;11.0;16.0;9.0;7.0
2008;Province of Groningen;2004 3rd quarter;75.0;33.0;42.0;27.0;15.0
2009;Province of Groningen;2004 October;17.0;14.0;3.0;2.0;1.0
2010;Province of Groningen;2004 November;34.0;16.0;18.0;12.0;6.0
2011;Province of Groningen;2004 December;23.0;11.0;12.0;7.0;5.0
2012;Province of Groningen;2004 4th quarter;74.0;41.0;33.0;21.0;12.0
2013;Province of Groningen;2004;315.0;152.0;163.0;100.0;63.0
2014;Province of Groningen;2005 January;24.0;12.0;12.0;5.0;7.0
2015;Province of Groningen;2005 February;31.0;20.0;11.0;4.0;7.0
2016;Province of Groningen;2005 March;29.0;15.0;14.0;8.0;6.0
2017;Province of Groningen;2005 1st quarter;84.0;47.0;37.0;17.0;20.0
2018;Province of Groningen;2005 April;21.0;6.0;15.0;7.0;8.0
2019;Province of Groningen;2005 May;42.0;26.0;16.0;10.0;6.0
2020;Province of Groningen;2005 June;28.0;13.0;15.0;6.0;9.0
2021;Province of Groningen;2005 2nd quarter;91.0;45.0;46.0;23.0;23.0
2022;Province of Groningen;2005 July;28.0;13.0;15.0;8.0;7.0
2023;Province of Groningen;2005 August;15.0;3.0;12.0;8.0;4.0
2024;Province of Groningen;2005 September;27.0;6.0;21.0;9.0;12.0
2025;Province of Groningen;2005 3rd quarter;70.0;22.0;48.0;25.0;23.0
2026;Province of Groningen;2005 October;29.0;19.0;10.0;7.0;3.0
2027;Province of Groningen;2005 November;23.0;14.0;9.0;5.0;4.0
2028;Province of Groningen;2005 December;17.0;11.0;6.0;4.0;2.0
2029;Province of Groningen;2005 4th quarter;69.0;44.0;25.0;16.0;9.0
2030;Province of Groningen;2005;314.0;158.0;156.0;81.0;75.0
2031;Province of Groningen;2006 January;19.0;9.0;10.0;7.0;3.0
2032;Province of Groningen;2006 February;29.0;15.0;14.0;9.0;5.0
2033;Province of Groningen;2006 March;27.0;14.0;13.0;10.0;3.0
2034;Province of Groningen;2006 1st quarter;75.0;38.0;37.0;26.0;11.0
2035;Province of Groningen;2006 April;19.0;7.0;12.0;6.0;6.0
2036;Province of Groningen;2006 May;30.0;7.0;23.0;17.0;6.0
2037;Province of Groningen;2006 June;16.0;7.0;9.0;4.0;5.0
2038;Province of Groningen;2006 2nd quarter;65.0;21.0;44.0;27.0;17.0
2039;Province of Groningen;2006 July;20.0;6.0;14.0;8.0;6.0
2040;Province of Groningen;2006 August;23.0;4.0;19.0;10.0;9.0
2041;Province of Groningen;2006 September;28.0;10.0;18.0;13.0;5.0
2042;Province of Groningen;2006 3rd quarter;71.0;20.0;51.0;31.0;20.0
2043;Province of Groningen;2006 October;28.0;9.0;19.0;12.0;7.0
2044;Province of Groningen;2006 November;18.0;7.0;11.0;7.0;4.0
2045;Province of Groningen;2006 December;23.0;10.0;13.0;6.0;7.0
2046;Province of Groningen;2006 4th quarter;69.0;26.0;43.0;25.0;18.0
2047;Province of Groningen;2006;280.0;105.0;175.0;109.0;66.0
2048;Province of Groningen;2007 January;29.0;12.0;17.0;11.0;6.0
2049;Province of Groningen;2007 February;34.0;12.0;22.0;20.0;2.0
2050;Province of Groningen;2007 March;26.0;8.0;18.0;15.0;3.0
2051;Province of Groningen;2007 1st quarter;89.0;32.0;57.0;46.0;11.0
2052;Province of Groningen;2007 April;33.0;12.0;21.0;18.0;3.0
2053;Province of Groningen;2007 May;35.0;14.0;21.0;18.0;3.0
2054;Province of Groningen;2007 June;22.0;8.0;14.0;11.0;3.0
2055;Province of Groningen;2007 2nd quarter;90.0;34.0;56.0;47.0;9.0
2056;Province of Groningen;2007 July;17.0;3.0;14.0;13.0;1.0
2057;Province of Groningen;2007 August;19.0;8.0;11.0;8.0;3.0
2058;Province of Groningen;2007 September;19.0;6.0;13.0;10.0;3.0
2059;Province of Groningen;2007 3rd quarter;55.0;17.0;38.0;31.0;7.0
2060;Province of Groningen;2007 October;47.0;13.0;34.0;25.0;9.0
2061;Province of Groningen;2007 November;28.0;11.0;17.0;14.0;3.0
2062;Province of Groningen;2007 December;26.0;8.0;18.0;16.0;2.0
2063;Province of Groningen;2007 4th quarter;101.0;32.0;69.0;55.0;14.0
2064;Province of Groningen;2007;335.0;115.0;220.0;179.0;41.0
2065;Province of Groningen;2008 January;19.0;10.0;9.0;7.0;2.0
2066;Province of Groningen;2008 February;19.0;9.0;10.0;8.0;2.0
2067;Province of Groningen;2008 March;18.0;7.0;11.0;8.0;3.0
