ID;Regions;Periods;TotalPronouncedBankruptcies_1;BankruptciesOfLegalPersons_2;TotalNaturalPersons_3;WithoutSingleOwnerCompany_4;WithSingleOwnerCompany_5
0;The Netherlands;1993 January;454.0;221.0;233.0;74.0;159.0
1;The Netherlands;1993 February;461.0;233.0;228.0;90.0;138.0
2;The Netherlands;1993 March;639.0;354.0;285.0;67.0;218.0
3;The Netherlands;1993 1st quarter;1554.0;808.0;746.0;231.0;515.0
4;The Netherlands;1993 April;507.0;258.0;249.0;67.0;182.0
5;The Netherlands;1993 May;496.0;283.0;213.0;78.0;135.0
6;The Netherlands;1993 June;557.0;302.0;255.0;72.0;183.0
7;The Netherlands;1993 2nd quarter;1560.0;843.0;717.0;217.0;500.0
8;The Netherlands;1993 July;569.0;316.0;253.0;70.0;183.0
9;The Netherlands;1993 August;508.0;271.0;237.0;74.0;163.0
10;The Netherlands;1993 September;586.0;322.0;264.0;79.0;185.0
11;The Netherlands;1993 3rd quarter;1663.0;909.0;754.0;223.0;531.0
12;The Netherlands;1993 October;504.0;236.0;268.0;78.0;190.0
13;The Netherlands;1993 November;596.0;282.0;314.0;90.0;224.0
14;The Netherlands;1993 December;551.0;286.0;265.0;77.0;188.0
15;The Netherlands;1993 4th quarter;1651.0;804.0;847.0;245.0;602.0
16;The Netherlands;1993;6428.0;3364.0;3064.0;916.0;2148.0
17;The Netherlands;1994 January;535.0;263.0;272.0;92.0;180.0
18;The Netherlands;1994 February;534.0;262.0;272.0;101.0;171.0
19;The Netherlands;1994 March;686.0;324.0;362.0;135.0;227.0
20;The Netherlands;1994 1st quarter;1755.0;849.0;906.0;328.0;578.0
21;The Netherlands;1994 April;497.0;239.0;258.0;91.0;167.0
22;The Netherlands;1994 May;432.0;214.0;218.0;56.0;162.0
23;The Netherlands;1994 June;621.0;341.0;280.0;108.0;172.0
24;The Netherlands;1994 2nd quarter;1550.0;794.0;756.0;255.0;501.0
25;The Netherlands;1994 July;463.0;233.0;230.0;83.0;147.0
26;The Netherlands;1994 August;602.0;287.0;315.0;96.0;219.0
27;The Netherlands;1994 September;548.0;259.0;289.0;97.0;192.0
28;The Netherlands;1994 3rd quarter;1613.0;779.0;834.0;276.0;558.0
29;The Netherlands;1994 October;473.0;233.0;240.0;76.0;164.0
30;The Netherlands;1994 November;622.0;298.0;324.0;117.0;207.0
31;The Netherlands;1994 December;451.0;207.0;244.0;79.0;165.0
32;The Netherlands;1994 4th quarter;1546.0;738.0;808.0;272.0;536.0
33;The Netherlands;1994;6464.0;3160.0;3304.0;1131.0;2173.0
34;The Netherlands;1995 January;514.0;224.0;290.0;98.0;192.0
35;The Netherlands;1995 February;453.0;204.0;249.0;75.0;174.0
36;The Netherlands;1995 March;565.0;246.0;319.0;107.0;212.0
37;The Netherlands;1995 1st quarter;1532.0;674.0;858.0;280.0;578.0
38;The Netherlands;1995 April;478.0;213.0;265.0;99.0;166.0
39;The Netherlands;1995 May;443.0;226.0;217.0;67.0;150.0
40;The Netherlands;1995 June;455.0;236.0;219.0;58.0;161.0
41;The Netherlands;1995 2nd quarter;1376.0;675.0;701.0;224.0;477.0
42;The Netherlands;1995 July;476.0;240.0;236.0;83.0;153.0
43;The Netherlands;1995 August;506.0;237.0;269.0;105.0;164.0
44;The Netherlands;1995 September;510.0;262.0;248.0;103.0;145.0
45;The Netherlands;1995 3rd quarter;1492.0;739.0;753.0;291.0;462.0
46;The Netherlands;1995 October;528.0;258.0;270.0;87.0;183.0
47;The Netherlands;1995 November;515.0;239.0;276.0;108.0;168.0
48;The Netherlands;1995 December;404.0;187.0;217.0;74.0;143.0
49;The Netherlands;1995 4th quarter;1447.0;684.0;763.0;269.0;494.0
50;The Netherlands;1995;5847.0;2772.0;3075.0;1064.0;2011.0
51;The Netherlands;1996 January;494.0;217.0;277.0;79.0;198.0
52;The Netherlands;1996 February;440.0;204.0;236.0;74.0;162.0
53;The Netherlands;1996 March;477.0;228.0;249.0;87.0;162.0
54;The Netherlands;1996 1st quarter;1411.0;649.0;762.0;240.0;522.0
55;The Netherlands;1996 April;437.0;207.0;230.0;71.0;159.0
56;The Netherlands;1996 May;482.0;228.0;254.0;84.0;170.0
57;The Netherlands;1996 June;454.0;222.0;232.0;86.0;146.0
58;The Netherlands;1996 2nd quarter;1373.0;657.0;716.0;241.0;475.0
59;The Netherlands;1996 July;450.0;216.0;234.0;77.0;157.0
60;The Netherlands;1996 August;438.0;206.0;232.0;91.0;141.0
61;The Netherlands;1996 September;454.0;227.0;227.0;84.0;143.0
62;The Netherlands;1996 3rd quarter;1342.0;649.0;693.0;252.0;441.0
63;The Netherlands;1996 October;550.0;277.0;273.0;105.0;168.0
64;The Netherlands;1996 November;455.0;187.0;268.0;107.0;161.0
65;The Netherlands;1996 December;446.0;216.0;230.0;98.0;132.0
66;The Netherlands;1996 4th quarter;1451.0;680.0;771.0;310.0;461.0
67;The Netherlands;1996;5577.0;2635.0;2942.0;1043.0;1899.0
68;The Netherlands;1997 January;536.0;250.0;286.0;104.0;182.0
69;The Netherlands;1997 February;477.0;225.0;252.0;95.0;157.0
70;The Netherlands;1997 March;437.0;207.0;230.0;98.0;132.0
71;The Netherlands;1997 1st quarter;1450.0;682.0;768.0;297.0;471.0
72;The Netherlands;1997 April;470.0;223.0;247.0;108.0;139.0
73;The Netherlands;1997 May;481.0;232.0;249.0;103.0;146.0
74;The Netherlands;1997 June;418.0;216.0;202.0;85.0;117.0
75;The Netherlands;1997 2nd quarter;1369.0;671.0;698.0;296.0;402.0
76;The Netherlands;1997 July;492.0;251.0;241.0;95.0;146.0
77;The Netherlands;1997 August;364.0;177.0;187.0;79.0;108.0
78;The Netherlands;1997 September;475.0;212.0;263.0;89.0;174.0
79;The Netherlands;1997 3rd quarter;1331.0;640.0;691.0;263.0;428.0
80;The Netherlands;1997 October;497.0;250.0;247.0;100.0;147.0
81;The Netherlands;1997 November;471.0;240.0;231.0;90.0;141.0
82;The Netherlands;1997 December;429.0;198.0;231.0;92.0;139.0
83;The Netherlands;1997 4th quarter;1397.0;688.0;709.0;282.0;427.0
84;The Netherlands;1997;5547.0;2681.0;2866.0;1138.0;1728.0
85;The Netherlands;1998 January;415.0;189.0;226.0;93.0;133.0
86;The Netherlands;1998 February;423.0;201.0;222.0;92.0;130.0
87;The Netherlands;1998 March;538.0;253.0;285.0;110.0;175.0
88;The Netherlands;1998 1st quarter;1376.0;643.0;733.0;295.0;438.0
89;The Netherlands;1998 April;502.0;248.0;254.0;109.0;145.0
90;The Netherlands;1998 May;356.0;164.0;192.0;78.0;114.0
91;The Netherlands;1998 June;439.0;205.0;234.0;86.0;148.0
92;The Netherlands;1998 2nd quarter;1297.0;617.0;680.0;273.0;407.0
93;The Netherlands;1998 July;444.0;211.0;233.0;94.0;139.0
94;The Netherlands;1998 August;326.0;152.0;174.0;53.0;121.0
95;The Netherlands;1998 September;540.0;261.0;279.0;104.0;175.0
96;The Netherlands;1998 3rd quarter;1310.0;624.0;686.0;251.0;435.0
97;The Netherlands;1998 October;364.0;183.0;181.0;65.0;116.0
98;The Netherlands;1998 November;378.0;192.0;186.0;98.0;88.0
99;The Netherlands;1998 December;306.0;211.0;95.0;34.0;61.0
100;The Netherlands;1998 4th quarter;1048.0;586.0;462.0;197.0;265.0
101;The Netherlands;1998;5031.0;2470.0;2561.0;1016.0;1545.0
102;The Netherlands;1999 January;285.0;153.0;132.0;56.0;76.0
103;The Netherlands;1999 February;327.0;203.0;124.0;45.0;79.0
104;The Netherlands;1999 March;390.0;245.0;145.0;45.0;100.0
105;The Netherlands;1999 1st quarter;1002.0;601.0;401.0;146.0;255.0
106;The Netherlands;1999 April;342.0;206.0;136.0;53.0;83.0
107;The Netherlands;1999 May;263.0;175.0;88.0;32.0;56.0
108;The Netherlands;1999 June;364.0;230.0;134.0;46.0;88.0
109;The Netherlands;1999 2nd quarter;969.0;611.0;358.0;131.0;227.0
110;The Netherlands;1999 July;281.0;166.0;115.0;49.0;66.0
111;The Netherlands;1999 August;273.0;157.0;116.0;36.0;80.0
112;The Netherlands;1999 September;346.0;199.0;147.0;66.0;81.0
113;The Netherlands;1999 3rd quarter;900.0;522.0;378.0;151.0;227.0
114;The Netherlands;1999 October;308.0;175.0;133.0;66.0;67.0
115;The Netherlands;1999 November;332.0;204.0;128.0;56.0;72.0
116;The Netherlands;1999 December;329.0;200.0;129.0;52.0;77.0
117;The Netherlands;1999 4th quarter;969.0;579.0;390.0;174.0;216.0
118;The Netherlands;1999;3840.0;2313.0;1527.0;602.0;925.0
119;The Netherlands;2000 January;310.0;172.0;138.0;65.0;73.0
120;The Netherlands;2000 February;345.0;207.0;138.0;64.0;74.0
121;The Netherlands;2000 March;365.0;207.0;158.0;66.0;92.0
122;The Netherlands;2000 1st quarter;1020.0;586.0;434.0;195.0;239.0
123;The Netherlands;2000 April;306.0;170.0;136.0;63.0;73.0
124;The Netherlands;2000 May;379.0;229.0;150.0;73.0;77.0
125;The Netherlands;2000 June;336.0;205.0;131.0;70.0;61.0
126;The Netherlands;2000 2nd quarter;1021.0;604.0;417.0;206.0;211.0
127;The Netherlands;2000 July;356.0;213.0;143.0;70.0;73.0
128;The Netherlands;2000 August;452.0;248.0;204.0;90.0;114.0
129;The Netherlands;2000 September;354.0;200.0;154.0;75.0;79.0
130;The Netherlands;2000 3rd quarter;1162.0;661.0;501.0;235.0;266.0
131;The Netherlands;2000 October;440.0;268.0;172.0;86.0;86.0
132;The Netherlands;2000 November;495.0;301.0;194.0;107.0;87.0
133;The Netherlands;2000 December;360.0;201.0;159.0;90.0;69.0
134;The Netherlands;2000 4th quarter;1295.0;770.0;525.0;283.0;242.0
135;The Netherlands;2000;4498.0;2621.0;1877.0;919.0;958.0
136;The Netherlands;2001 January;447.0;251.0;196.0;112.0;84.0
137;The Netherlands;2001 February;451.0;261.0;190.0;115.0;75.0
138;The Netherlands;2001 March;453.0;239.0;214.0;125.0;89.0
139;The Netherlands;2001 1st quarter;1351.0;751.0;600.0;352.0;248.0
140;The Netherlands;2001 April;427.0;234.0;193.0;112.0;81.0
141;The Netherlands;2001 May;544.0;328.0;216.0;119.0;97.0
142;The Netherlands;2001 June;440.0;239.0;201.0;127.0;74.0
143;The Netherlands;2001 2nd quarter;1411.0;801.0;610.0;358.0;252.0
144;The Netherlands;2001 July;540.0;304.0;236.0;150.0;86.0
145;The Netherlands;2001 August;520.0;296.0;224.0;124.0;100.0
146;The Netherlands;2001 September;462.0;265.0;197.0;122.0;75.0
147;The Netherlands;2001 3rd quarter;1522.0;865.0;657.0;396.0;261.0
148;The Netherlands;2001 October;589.0;333.0;256.0;154.0;102.0
149;The Netherlands;2001 November;530.0;314.0;216.0;139.0;77.0
150;The Netherlands;2001 December;431.0;269.0;162.0;105.0;57.0
151;The Netherlands;2001 4th quarter;1550.0;916.0;634.0;398.0;236.0
152;The Netherlands;2001;5834.0;3333.0;2501.0;1504.0;997.0
153;The Netherlands;2002 January;602.0;348.0;254.0;156.0;98.0
154;The Netherlands;2002 February;520.0;296.0;224.0;145.0;79.0
155;The Netherlands;2002 March;506.0;307.0;199.0;114.0;85.0
156;The Netherlands;2002 1st quarter;1628.0;951.0;677.0;415.0;262.0
157;The Netherlands;2002 April;486.0;283.0;203.0;129.0;74.0
158;The Netherlands;2002 May;532.0;328.0;204.0;134.0;70.0
159;The Netherlands;2002 June;535.0;329.0;206.0;122.0;84.0
160;The Netherlands;2002 2nd quarter;1553.0;940.0;613.0;385.0;228.0
161;The Netherlands;2002 July;672.0;454.0;218.0;142.0;76.0
162;The Netherlands;2002 August;493.0;284.0;209.0;137.0;72.0
163;The Netherlands;2002 September;575.0;340.0;235.0;174.0;61.0
164;The Netherlands;2002 3rd quarter;1740.0;1078.0;662.0;453.0;209.0
165;The Netherlands;2002 October;703.0;439.0;264.0;174.0;90.0
166;The Netherlands;2002 November;586.0;340.0;246.0;213.0;33.0
167;The Netherlands;2002 December;561.0;337.0;224.0;168.0;56.0
168;The Netherlands;2002 4th quarter;1850.0;1116.0;734.0;555.0;179.0
169;The Netherlands;2002;6771.0;4085.0;2686.0;1808.0;878.0
170;The Netherlands;2003 January;657.0;379.0;278.0;180.0;98.0
171;The Netherlands;2003 February;639.0;399.0;240.0;163.0;77.0
172;The Netherlands;2003 March;620.0;367.0;253.0;147.0;106.0
173;The Netherlands;2003 1st quarter;1916.0;1145.0;771.0;490.0;281.0
174;The Netherlands;2003 April;794.0;493.0;301.0;177.0;124.0
175;The Netherlands;2003 May;757.0;482.0;275.0;187.0;88.0
176;The Netherlands;2003 June;737.0;455.0;282.0;190.0;92.0
177;The Netherlands;2003 2nd quarter;2288.0;1430.0;858.0;554.0;304.0
178;The Netherlands;2003 July;757.0;467.0;290.0;185.0;105.0
179;The Netherlands;2003 August;596.0;335.0;261.0;170.0;91.0
180;The Netherlands;2003 September;869.0;512.0;357.0;252.0;105.0
181;The Netherlands;2003 3rd quarter;2222.0;1314.0;908.0;607.0;301.0
182;The Netherlands;2003 October;805.0;496.0;309.0;229.0;80.0
183;The Netherlands;2003 November;786.0;413.0;373.0;269.0;104.0
184;The Netherlands;2003 December;731.0;437.0;294.0;213.0;81.0
185;The Netherlands;2003 4th quarter;2322.0;1346.0;976.0;711.0;265.0
186;The Netherlands;2003;8748.0;5235.0;3513.0;2362.0;1151.0
187;The Netherlands;2004 January;732.0;422.0;310.0;198.0;112.0
188;The Netherlands;2004 February;768.0;437.0;331.0;219.0;112.0
189;The Netherlands;2004 March;902.0;559.0;343.0;202.0;141.0
190;The Netherlands;2004 1st quarter;2402.0;1418.0;984.0;619.0;365.0
191;The Netherlands;2004 April;739.0;361.0;378.0;272.0;106.0
192;The Netherlands;2004 May;744.0;393.0;351.0;246.0;105.0
193;The Netherlands;2004 June;848.0;506.0;342.0;226.0;116.0
194;The Netherlands;2004 2nd quarter;2331.0;1260.0;1071.0;744.0;327.0
195;The Netherlands;2004 July;745.0;414.0;331.0;210.0;121.0
196;The Netherlands;2004 August;752.0;451.0;301.0;183.0;118.0
197;The Netherlands;2004 September;833.0;448.0;385.0;257.0;128.0
198;The Netherlands;2004 3rd quarter;2330.0;1313.0;1017.0;650.0;367.0
199;The Netherlands;2004 October;703.0;386.0;317.0;225.0;92.0
200;The Netherlands;2004 November;824.0;458.0;366.0;238.0;128.0
201;The Netherlands;2004 December;759.0;432.0;327.0;225.0;102.0
202;The Netherlands;2004 4th quarter;2286.0;1276.0;1010.0;688.0;322.0
203;The Netherlands;2004;9349.0;5267.0;4082.0;2701.0;1381.0
204;The Netherlands;2005 January;797.0;410.0;387.0;251.0;136.0
205;The Netherlands;2005 February;840.0;460.0;380.0;262.0;118.0
206;The Netherlands;2005 March;988.0;505.0;483.0;321.0;162.0
207;The Netherlands;2005 1st quarter;2625.0;1375.0;1250.0;834.0;416.0
208;The Netherlands;2005 April;819.0;418.0;401.0;291.0;110.0
209;The Netherlands;2005 May;831.0;394.0;437.0;299.0;138.0
210;The Netherlands;2005 June;904.0;435.0;469.0;292.0;177.0
211;The Netherlands;2005 2nd quarter;2554.0;1247.0;1307.0;882.0;425.0
212;The Netherlands;2005 July;814.0;388.0;426.0;290.0;136.0
213;The Netherlands;2005 August;798.0;399.0;399.0;227.0;172.0
214;The Netherlands;2005 September;828.0;447.0;381.0;239.0;142.0
215;The Netherlands;2005 3rd quarter;2440.0;1234.0;1206.0;756.0;450.0
216;The Netherlands;2005 October;789.0;382.0;407.0;272.0;135.0
217;The Netherlands;2005 November;930.0;483.0;447.0;305.0;142.0
218;The Netherlands;2005 December;744.0;362.0;382.0;253.0;129.0
219;The Netherlands;2005 4th quarter;2463.0;1227.0;1236.0;830.0;406.0
220;The Netherlands;2005;10082.0;5083.0;4999.0;3302.0;1697.0
221;The Netherlands;2006 January;832.0;424.0;408.0;249.0;159.0
222;The Netherlands;2006 February;826.0;395.0;431.0;268.0;163.0
223;The Netherlands;2006 March;907.0;402.0;505.0;354.0;151.0
224;The Netherlands;2006 1st quarter;2565.0;1221.0;1344.0;871.0;473.0
225;The Netherlands;2006 April;776.0;365.0;411.0;264.0;147.0
226;The Netherlands;2006 May;835.0;387.0;448.0;313.0;135.0
227;The Netherlands;2006 June;715.0;346.0;369.0;244.0;125.0
228;The Netherlands;2006 2nd quarter;2326.0;1098.0;1228.0;821.0;407.0
229;The Netherlands;2006 July;729.0;325.0;404.0;267.0;137.0
230;The Netherlands;2006 August;733.0;348.0;385.0;218.0;167.0
231;The Netherlands;2006 September;736.0;309.0;427.0;291.0;136.0
232;The Netherlands;2006 3rd quarter;2198.0;982.0;1216.0;776.0;440.0
233;The Netherlands;2006 October;712.0;323.0;389.0;257.0;132.0
234;The Netherlands;2006 November;711.0;322.0;389.0;254.0;135.0
235;The Netherlands;2006 December;667.0;282.0;385.0;259.0;126.0
236;The Netherlands;2006 4th quarter;2090.0;927.0;1163.0;770.0;393.0
237;The Netherlands;2006;9179.0;4228.0;4951.0;3238.0;1713.0
238;The Netherlands;2007 January;799.0;383.0;416.0;327.0;89.0
239;The Netherlands;2007 February;661.0;268.0;393.0;318.0;75.0
240;The Netherlands;2007 March;692.0;273.0;419.0;343.0;76.0
241;The Netherlands;2007 1st quarter;2152.0;924.0;1228.0;988.0;240.0
242;The Netherlands;2007 April;649.0;288.0;361.0;285.0;76.0
243;The Netherlands;2007 May;729.0;326.0;403.0;297.0;106.0
244;The Netherlands;2007 June;622.0;252.0;370.0;291.0;79.0
245;The Netherlands;2007 2nd quarter;2000.0;866.0;1134.0;873.0;261.0
246;The Netherlands;2007 July;671.0;308.0;363.0;293.0;70.0
247;The Netherlands;2007 August;635.0;308.0;327.0;235.0;92.0
248;The Netherlands;2007 September;648.0;319.0;329.0;247.0;82.0
249;The Netherlands;2007 3rd quarter;1954.0;935.0;1019.0;775.0;244.0
250;The Netherlands;2007 October;745.0;336.0;409.0;303.0;106.0
251;The Netherlands;2007 November;624.0;298.0;326.0;246.0;80.0
252;The Netherlands;2007 December;477.0;230.0;247.0;165.0;82.0
253;The Netherlands;2007 4th quarter;1846.0;864.0;982.0;714.0;268.0
254;The Netherlands;2007;7952.0;3589.0;4363.0;3350.0;1013.0
255;The Netherlands;2008 January;710.0;291.0;419.0;327.0;92.0
256;The Netherlands;2008 February;515.0;295.0;220.0;166.0;54.0
257;The Netherlands;2008 March;461.0;259.0;202.0;144.0;58.0
258;The Netherlands;2008 1st quarter;1686.0;845.0;841.0;637.0;204.0
259;The Netherlands;2008 April;590.0;317.0;273.0;186.0;87.0
260;The Netherlands;2008 May;415.0;228.0;187.0;130.0;57.0
261;The Netherlands;2008 June;554.0;320.0;234.0;176.0;58.0
262;The Netherlands;2008 2nd quarter;1559.0;865.0;694.0;492.0;202.0
263;The Netherlands;2008 July;585.0;312.0;273.0;203.0;70.0
264;The Netherlands;2008 August;513.0;289.0;224.0;164.0;60.0
265;The Netherlands;2008 September;591.0;341.0;250.0;176.0;74.0
266;The Netherlands;2008 3rd quarter;1689.0;942.0;747.0;543.0;204.0
267;The Netherlands;2008 October;561.0;341.0;220.0;155.0;65.0
268;The Netherlands;2008 November;684.0;427.0;257.0;195.0;62.0
269;The Netherlands;2008 December;668.0;420.0;248.0;190.0;58.0
270;The Netherlands;2008 4th quarter;1913.0;1188.0;725.0;540.0;185.0
271;The Netherlands;2008;6847.0;3840.0;3007.0;2212.0;795.0
272;The Netherlands;2009 January;795.0;467.0;328.0;229.0;99.0
273;The Netherlands;2009 February;776.0;544.0;232.0;169.0;63.0
274;The Netherlands;2009 March;1043.0;675.0;368.0;278.0;90.0
275;The Netherlands;2009 1st quarter;2614.0;1686.0;928.0;676.0;252.0
276;The Netherlands;2009 April;964.0;642.0;322.0;237.0;85.0
277;The Netherlands;2009 May;762.0;501.0;261.0;176.0;85.0
278;The Netherlands;2009 June;1030.0;699.0;331.0;232.0;99.0
279;The Netherlands;2009 2nd quarter;2756.0;1842.0;914.0;645.0;269.0
280;The Netherlands;2009 July;939.0;650.0;289.0;197.0;92.0
281;The Netherlands;2009 August;779.0;518.0;261.0;189.0;72.0
282;The Netherlands;2009 September;918.0;633.0;285.0;197.0;88.0
283;The Netherlands;2009 3rd quarter;2636.0;1801.0;835.0;583.0;252.0
284;The Netherlands;2009 October;839.0;527.0;312.0;217.0;95.0
285;The Netherlands;2009 November;874.0;590.0;284.0;195.0;89.0
286;The Netherlands;2009 December;840.0;549.0;291.0;203.0;88.0
287;The Netherlands;2009 4th quarter;2553.0;1666.0;887.0;615.0;272.0
288;The Netherlands;2009;10559.0;6995.0;3564.0;2519.0;1045.0
289;The Netherlands;2010 January;794.0;484.0;310.0;200.0;110.0
290;The Netherlands;2010 February;820.0;554.0;266.0;182.0;84.0
291;The Netherlands;2010 March;1003.0;640.0;363.0;253.0;110.0
292;The Netherlands;2010 1st quarter;2617.0;1678.0;939.0;635.0;304.0
293;The Netherlands;2010 April;780.0;492.0;288.0;206.0;82.0
294;The Netherlands;2010 May;607.0;401.0;206.0;132.0;74.0
295;The Netherlands;2010 June;1001.0;664.0;337.0;241.0;96.0
296;The Netherlands;2010 2nd quarter;2388.0;1557.0;831.0;579.0;252.0
297;The Netherlands;2010 July;743.0;505.0;238.0;187.0;51.0
298;The Netherlands;2010 August;810.0;503.0;307.0;212.0;95.0
299;The Netherlands;2010 September;716.0;453.0;263.0;194.0;69.0
300;The Netherlands;2010 3rd quarter;2269.0;1461.0;808.0;593.0;215.0
301;The Netherlands;2010 October;775.0;533.0;242.0;177.0;65.0
302;The Netherlands;2010 November;883.0;574.0;309.0;222.0;87.0
303;The Netherlands;2010 December;633.0;423.0;210.0;148.0;62.0
304;The Netherlands;2010 4th quarter;2291.0;1530.0;761.0;547.0;214.0
305;The Netherlands;2010;9565.0;6226.0;3339.0;2354.0;985.0
306;The Netherlands;2011 January;755.0;489.0;266.0;188.0;78.0
307;The Netherlands;2011 February;782.0;531.0;251.0;177.0;74.0
308;The Netherlands;2011 March;882.0;551.0;331.0;229.0;102.0
309;The Netherlands;2011 1st quarter;2419.0;1571.0;848.0;594.0;254.0
310;The Netherlands;2011 April;694.0;442.0;252.0;182.0;70.0
311;The Netherlands;2011 May;896.0;558.0;338.0;243.0;95.0
312;The Netherlands;2011 June;674.0;434.0;240.0;176.0;64.0
313;The Netherlands;2011 2nd quarter;2264.0;1434.0;830.0;601.0;229.0
314;The Netherlands;2011 July;702.0;463.0;239.0;182.0;57.0
315;The Netherlands;2011 August;799.0;505.0;294.0;193.0;101.0
316;The Netherlands;2011 September;791.0;527.0;264.0;190.0;74.0
317;The Netherlands;2011 3rd Quarter;2292.0;1495.0;797.0;565.0;232.0
318;The Netherlands;2011 October;797.0;524.0;273.0;189.0;84.0
319;The Netherlands;2011 November;1021.0;633.0;388.0;289.0;99.0
320;The Netherlands;2011 December;738.0;519.0;219.0;153.0;66.0
321;The Netherlands;2011 4th Quarter;2556.0;1676.0;880.0;631.0;249.0
322;The Netherlands;2011;9531.0;6176.0;3355.0;2391.0;964.0
323;The Netherlands;2012 January;1023.0;680.0;343.0;223.0;120.0
324;The Netherlands;2012 February;955.0;622.0;333.0;234.0;99.0
325;The Netherlands;2012 March;912.0;577.0;335.0;223.0;112.0
326;The Netherlands;2012 1st Quarter;2890.0;1879.0;1011.0;680.0;331.0
327;The Netherlands;2012 April;850.0;594.0;256.0;161.0;95.0
328;The Netherlands;2012 May;1011.0;681.0;330.0;234.0;96.0
329;The Netherlands;2012 June;872.0;596.0;276.0;191.0;85.0
330;The Netherlands;2012 2nd Quarter;2733.0;1871.0;862.0;586.0;276.0
331;The Netherlands;2012 July;1074.0;723.0;351.0;238.0;113.0
332;The Netherlands;2012 August;811.0;513.0;298.0;217.0;81.0
333;The Netherlands;2012 September;878.0;556.0;322.0;216.0;106.0
334;The Netherlands;2012 3rd Quarter;2763.0;1792.0;971.0;671.0;300.0
335;The Netherlands;2012 October;1081.0;698.0;383.0;246.0;137.0
336;The Netherlands;2012 November;956.0;581.0;375.0;253.0;122.0
337;The Netherlands;2012 December;812.0;552.0;260.0;183.0;77.0
338;The Netherlands;2012 4th Quarter;2849.0;1831.0;1018.0;682.0;336.0
339;The Netherlands;2012;11235.0;7373.0;3862.0;2619.0;1243.0
340;The Netherlands;2013 January;1125.0;734.0;391.0;268.0;123.0
341;The Netherlands;2013 February;1051.0;759.0;292.0;204.0;88.0
342;The Netherlands;2013 March;1090.0;710.0;380.0;270.0;110.0
343;The Netherlands;2013 1st Quarter;3266.0;2203.0;1063.0;742.0;321.0
344;The Netherlands;2013 April;1028.0;694.0;334.0;227.0;107.0
345;The Netherlands;2013 May;1178.0;798.0;380.0;278.0;102.0
346;The Netherlands;2013 June;1041.0;675.0;366.0;278.0;88.0
347;The Netherlands;2013 2nd Quarter;3247.0;2167.0;1080.0;783.0;297.0
348;The Netherlands;2013 July;1146.0;780.0;366.0;249.0;117.0
349;The Netherlands;2013 August;866.0;608.0;258.0;179.0;79.0
350;The Netherlands;2013 September;875.0;596.0;279.0;193.0;86.0
351;The Netherlands;2013 3rd Quarter;2887.0;1984.0;903.0;621.0;282.0
352;The Netherlands;2013 October;1116.0;744.0;372.0;272.0;100.0
353;The Netherlands;2013 November;903.0;582.0;321.0;216.0;105.0
354;The Netherlands;2013 December;887.0;595.0;292.0;216.0;76.0
355;The Netherlands;2013 4th Quarter;2906.0;1921.0;985.0;704.0;281.0
356;The Netherlands;2013;12306.0;8275.0;4031.0;2850.0;1181.0
357;The Netherlands;2014 January;948.0;595.0;353.0;241.0;112.0
358;The Netherlands;2014 February;898.0;618.0;280.0;202.0;78.0
359;The Netherlands;2014 March;773.0;526.0;247.0;175.0;72.0
360;The Netherlands;2014 1st Quarter;2619.0;1739.0;880.0;618.0;262.0
361;The Netherlands;2014 April;988.0;700.0;288.0;176.0;112.0
362;North of the Netherlands;1993 January;46.0;15.0;31.0;5.0;26.0
363;North of the Netherlands;1993 February;59.0;22.0;37.0;20.0;17.0
364;North of the Netherlands;1993 March;54.0;21.0;33.0;11.0;22.0
365;North of the Netherlands;1993 1st quarter;159.0;58.0;101.0;36.0;65.0
366;North of the Netherlands;1993 April;58.0;27.0;31.0;11.0;20.0
367;North of the Netherlands;1993 May;37.0;25.0;12.0;2.0;10.0
368;North of the Netherlands;1993 June;50.0;30.0;20.0;8.0;12.0
369;North of the Netherlands;1993 2nd quarter;145.0;82.0;63.0;21.0;42.0
370;North of the Netherlands;1993 July;39.0;13.0;26.0;6.0;20.0
371;North of the Netherlands;1993 August;32.0;13.0;19.0;5.0;14.0
372;North of the Netherlands;1993 September;39.0;16.0;23.0;5.0;18.0
373;North of the Netherlands;1993 3rd quarter;110.0;42.0;68.0;16.0;52.0
374;North of the Netherlands;1993 October;30.0;14.0;16.0;3.0;13.0
375;North of the Netherlands;1993 November;72.0;27.0;45.0;16.0;29.0
376;North of the Netherlands;1993 December;48.0;25.0;23.0;9.0;14.0
377;North of the Netherlands;1993 4th quarter;150.0;66.0;84.0;28.0;56.0
378;North of the Netherlands;1993;564.0;248.0;316.0;101.0;215.0
379;North of the Netherlands;1994 January;49.0;13.0;36.0;12.0;24.0
380;North of the Netherlands;1994 February;60.0;26.0;34.0;10.0;24.0
381;North of the Netherlands;1994 March;64.0;20.0;44.0;19.0;25.0
382;North of the Netherlands;1994 1st quarter;173.0;59.0;114.0;41.0;73.0
383;North of the Netherlands;1994 April;50.0;22.0;28.0;7.0;21.0
384;North of the Netherlands;1994 May;43.0;18.0;25.0;8.0;17.0
385;North of the Netherlands;1994 June;57.0;27.0;30.0;18.0;12.0
386;North of the Netherlands;1994 2nd quarter;150.0;67.0;83.0;33.0;50.0
387;North of the Netherlands;1994 July;41.0;14.0;27.0;11.0;16.0
388;North of the Netherlands;1994 August;36.0;9.0;27.0;11.0;16.0
