ID;Energiedragers;Perioden;TotaalAanbodTPES_1;Winning_2;Invoer_3;Uitvoer_4;Invoersaldo_5;Bunkering_6;Voorraadmutatie_7;Verbruikssaldo_8;TotaalInzet_9;InzetElektriciteitWKKOmzetting_10;InzetAndereOmzetting_11;TotaalProductie_12;ProductieElektriciteitWKKOmzetting_13;ProductieAndereOmzetting_14;TotaalSaldoEnergieomzetting_15;SaldoElektriciteitWKKOmzetting_16;SaldoAndereOmzetting_17;EigenVerbruikEnergiesector_18;VerliezenBijDistributie_19;TotaalFinaalVerbruik_20;FinaalEnergieverbruik_21;NietEnergetischGebruik_22;StatistischeVerschillen_23
861;Aardoliegrondstoffen;1998 3e kwartaal;705.0;27.0;1164.0;480.0;684.0;;-7.0;;683.0;;683.0;3.0;;3.0;680.0;;680.0;;;;;24.0;
862;Aardoliegrondstoffen;1998 4e kwartaal;730.0;33.0;1158.0;476.0;682.0;;15.0;;700.0;;700.0;2.0;;2.0;698.0;;698.0;;;;;33.0;
863;Aardoliegrondstoffen;1998;2776.0;127.0;4611.0;1923.0;2688.0;;-39.0;2776.0;2671.0;;2671.0;8.0;;8.0;2662.0;;2662.0;;;113.0;;113.0;
864;Aardoliegrondstoffen;1999 1e kwartaal;671.0;35.0;1131.0;480.0;651.0;;-15.0;;643.0;;643.0;1.0;;1.0;642.0;;642.0;;;;;29.0;
865;Aardoliegrondstoffen;1999 2e kwartaal;671.0;30.0;1083.0;458.0;625.0;;15.0;;637.0;;637.0;1.0;;1.0;637.0;;637.0;;;;;34.0;
866;Aardoliegrondstoffen;1999 3e kwartaal;650.0;27.0;1060.0;461.0;599.0;;23.0;;619.0;;619.0;1.0;;1.0;618.0;;618.0;;;;;32.0;
867;Aardoliegrondstoffen;1999 4e kwartaal;639.0;29.0;1067.0;485.0;581.0;;29.0;;612.0;;612.0;3.0;;3.0;609.0;;609.0;;;;;30.0;
868;Aardoliegrondstoffen;1999;2630.0;121.0;4341.0;1884.0;2457.0;;53.0;2630.0;2511.0;;2511.0;6.0;;6.0;2505.0;;2505.0;;;125.0;;125.0;
869;Aardoliegrondstoffen;2000 1e kwartaal;655.0;31.0;1099.0;463.0;636.0;;-12.0;;623.0;;623.0;4.0;;4.0;618.0;;618.0;;;;;37.0;
870;Aardoliegrondstoffen;2000 2e kwartaal;614.0;27.0;1005.0;380.0;625.0;;-38.0;;585.0;;585.0;1.0;;1.0;584.0;;584.0;;;;;31.0;
871;Aardoliegrondstoffen;2000 3e kwartaal;673.0;25.0;1130.0;488.0;642.0;;6.0;;637.0;;637.0;1.0;;1.0;636.0;;636.0;;;;;37.0;
872;Aardoliegrondstoffen;2000 4e kwartaal;714.0;29.0;1197.0;526.0;670.0;;15.0;;681.0;;681.0;1.0;;1.0;680.0;;680.0;;;;;34.0;
873;Aardoliegrondstoffen;2000;2656.0;112.0;4431.0;1857.0;2574.0;;-30.0;2656.0;2526.0;;2526.0;8.0;;8.0;2518.0;;2518.0;;;138.0;;138.0;
874;Aardoliegrondstoffen;2001 1e kwartaal;677.0;29.0;1154.0;458.0;696.0;;-48.0;;644.0;;644.0;2.0;;2.0;642.0;;642.0;;;;;35.0;
875;Aardoliegrondstoffen;2001 2e kwartaal;669.0;23.0;1043.0;435.0;607.0;;38.0;;634.0;;634.0;2.0;;2.0;632.0;;632.0;;;;;37.0;
876;Aardoliegrondstoffen;2001 3e kwartaal;662.0;22.0;1172.0;477.0;695.0;;-55.0;;621.0;;621.0;1.0;;1.0;620.0;;620.0;;;;;42.0;
877;Aardoliegrondstoffen;2001 4e kwartaal;663.0;33.0;1030.0;431.0;599.0;;32.0;;632.0;;632.0;2.0;;2.0;630.0;;630.0;;;;;33.0;
878;Aardoliegrondstoffen;2001;2670.0;107.0;4398.0;1801.0;2597.0;;-33.0;2670.0;2530.0;;2530.0;5.0;;5.0;2524.0;;2524.0;;;146.0;;146.0;
879;Aardoliegrondstoffen;2002 1e kwartaal;670.0;37.0;1114.0;475.0;639.0;;-6.0;;624.0;;624.0;2.0;;2.0;621.0;;621.0;;;;;48.0;
880;Aardoliegrondstoffen;2002 2e kwartaal;580.0;36.0;1054.0;500.0;554.0;;-10.0;;544.0;;544.0;5.0;;5.0;539.0;;539.0;;;;;41.0;
881;Aardoliegrondstoffen;2002 3e kwartaal;605.0;32.0;1041.0;503.0;539.0;;35.0;;565.0;;565.0;5.0;;5.0;560.0;;560.0;;;;;45.0;
882;Aardoliegrondstoffen;2002 4e kwartaal;623.0;35.0;1076.0;495.0;580.0;;8.0;;584.0;;584.0;1.0;;1.0;583.0;;583.0;;;;;40.0;
883;Aardoliegrondstoffen;2002;2478.0;140.0;4285.0;1974.0;2311.0;;27.0;2478.0;2317.0;;2317.0;13.0;;13.0;2304.0;;2304.0;;;174.0;;174.0;
884;Aardoliegrondstoffen;2003 1e kwartaal;615.0;37.0;1081.0;519.0;562.0;;16.0;;582.0;;582.0;3.0;;3.0;580.0;;580.0;;;;;35.0;
885;Aardoliegrondstoffen;2003 2e kwartaal;653.0;34.0;1146.0;518.0;628.0;;-8.0;;621.0;;621.0;1.0;;1.0;620.0;;620.0;;;;;34.0;
886;Aardoliegrondstoffen;2003 3e kwartaal;683.0;31.0;1145.0;504.0;641.0;;11.0;;644.0;;644.0;0.0;;0.0;644.0;;644.0;;;;;39.0;
887;Aardoliegrondstoffen;2003 4e kwartaal;637.0;39.0;1089.0;510.0;579.0;;20.0;;595.0;;595.0;1.0;;1.0;595.0;;595.0;;;;;43.0;
888;Aardoliegrondstoffen;2003;2589.0;141.0;4462.0;2052.0;2410.0;;38.0;2589.0;2443.0;;2443.0;5.0;;5.0;2438.0;;2438.0;;;151.0;;151.0;0.0
889;Aardoliegrondstoffen;2004 1e kwartaal;707.0;38.0;1215.0;496.0;719.0;;-50.0;;671.0;;671.0;2.0;;2.0;670.0;;670.0;;;;;38.0;
890;Aardoliegrondstoffen;2004 2e kwartaal;705.0;32.0;1153.0;512.0;641.0;;32.0;;666.0;;666.0;0.0;;0.0;666.0;;666.0;;;;;39.0;
891;Aardoliegrondstoffen;2004 3e kwartaal;673.0;32.0;1166.0;512.0;654.0;;-13.0;;634.0;;634.0;3.0;;3.0;631.0;;631.0;;;;;43.0;
892;Aardoliegrondstoffen;2004 4e kwartaal;603.0;26.0;1064.0;509.0;554.0;;22.0;;564.0;;564.0;1.0;;1.0;563.0;;563.0;;;;;40.0;
893;Aardoliegrondstoffen;2004;2688.0;128.0;4598.0;2029.0;2569.0;;-10.0;2688.0;2534.0;;2534.0;6.0;;6.0;2528.0;;2528.0;;;159.0;;159.0;
894;Aardoliegrondstoffen;2005 1e kwartaal;658.0;32.0;1169.0;509.0;660.0;;-34.0;;620.0;;620.0;1.0;;1.0;619.0;;619.0;;;;;39.0;
895;Aardoliegrondstoffen;2005 2e kwartaal;704.0;29.0;1148.0;459.0;689.0;;-14.0;;659.0;;659.0;0.0;;0.0;659.0;;659.0;;;;;45.0;
896;Aardoliegrondstoffen;2005 3e kwartaal;646.0;27.0;1108.0;490.0;618.0;;1.0;;606.0;;606.0;3.0;;3.0;603.0;;603.0;;;;;44.0;
897;Aardoliegrondstoffen;2005 4e kwartaal;707.0;18.0;1163.0;500.0;663.0;;26.0;;661.0;;661.0;1.0;;1.0;660.0;;660.0;;;;;47.0;
898;Aardoliegrondstoffen;2005;2715.0;106.0;4589.0;1959.0;2630.0;;-21.0;2715.0;2547.0;;2547.0;6.0;;6.0;2541.0;;2541.0;;;174.0;;174.0;
899;Aardoliegrondstoffen;2006 1e kwartaal;663.0;29.0;1190.0;493.0;697.0;;-62.0;;615.0;;615.0;2.0;;2.0;613.0;;613.0;;;;;50.0;
900;Aardoliegrondstoffen;2006 2e kwartaal;630.0;24.0;1101.0;511.0;590.0;;16.0;;588.0;;588.0;0.0;;0.0;587.0;;587.0;;;;;42.0;
901;Aardoliegrondstoffen;2006 3e kwartaal;663.0;18.0;1124.0;486.0;639.0;;7.0;;624.0;;624.0;2.0;;2.0;622.0;;622.0;;;;;41.0;
902;Aardoliegrondstoffen;2006 4e kwartaal;699.0;25.0;1081.0;419.0;663.0;;11.0;;648.0;;648.0;0.0;;0.0;648.0;;648.0;;;;;51.0;
903;Aardoliegrondstoffen;2006;2655.0;96.0;4497.0;1909.0;2588.0;;-28.0;2655.0;2474.0;;2474.0;4.0;;4.0;2470.0;;2470.0;;;185.0;;185.0;
904;Aardoliegrondstoffen;2007 1e kwartaal;624.0;33.0;1083.0;481.0;602.0;;-12.0;;584.0;;584.0;3.0;;3.0;581.0;;581.0;;;;;42.0;
905;Aardoliegrondstoffen;2007 2e kwartaal;635.0;32.0;1049.0;437.0;612.0;;-9.0;;600.0;;600.0;1.0;;1.0;599.0;;599.0;;;;;36.0;
906;Aardoliegrondstoffen;2007 3e kwartaal;691.0;28.0;1165.0;502.0;663.0;;-1.0;;652.0;;652.0;1.0;;1.0;651.0;;651.0;;;;;39.0;
907;Aardoliegrondstoffen;2007 4e kwartaal;664.0;29.0;1168.0;526.0;642.0;;-7.0;;621.0;;621.0;1.0;;1.0;619.0;;619.0;;;;;45.0;
908;Aardoliegrondstoffen;2007;2613.0;122.0;4465.0;1946.0;2519.0;;-28.0;2613.0;2457.0;;2457.0;6.0;;6.0;2451.0;;2451.0;;;162.0;;162.0;
909;Aardoliegrondstoffen;2008 1e kwartaal;675.0;30.0;1163.0;504.0;659.0;;-15.0;;631.0;;631.0;0.0;;0.0;631.0;;631.0;;;;;44.0;
910;Aardoliegrondstoffen;2008 2e kwartaal;670.0;24.0;1134.0;520.0;614.0;;32.0;;632.0;;632.0;1.0;;1.0;631.0;;631.0;;;;;40.0;
911;Aardoliegrondstoffen;2008 3e kwartaal;673.0;25.0;1172.0;531.0;641.0;;7.0;;634.0;;634.0;0.0;;0.0;634.0;;634.0;;;;;39.0;
912;Aardoliegrondstoffen;2008 4e kwartaal;574.0;23.0;1076.0;511.0;565.0;;-14.0;;544.0;;544.0;2.0;;2.0;542.0;;542.0;;;;;32.0;
913;Aardoliegrondstoffen;2008;2592.0;102.0;4545.0;2066.0;2479.0;;11.0;2592.0;2441.0;;2441.0;4.0;;4.0;2437.0;;2437.0;;;155.0;;155.0;
914;Aardoliegrondstoffen;2009 1e kwartaal;636.0;23.0;1132.0;481.0;651.0;;-37.0;;603.0;;603.0;1.0;;1.0;601.0;;601.0;;;;;35.0;
915;Aardoliegrondstoffen;2009 2e kwartaal;613.0;20.0;1071.0;484.0;586.0;;7.0;;583.0;;583.0;2.0;;2.0;582.0;;582.0;;;;;31.0;
916;Aardoliegrondstoffen;2009 3e kwartaal;650.0;20.0;1065.0;444.0;621.0;;8.0;;610.0;;610.0;0.0;;0.0;610.0;;610.0;;;;;40.0;
917;Aardoliegrondstoffen;2009 4e kwartaal;641.0;20.0;1073.0;462.0;610.0;;10.0;;597.0;;597.0;0.0;;0.0;597.0;;597.0;;;;;44.0;
918;Aardoliegrondstoffen;2009;2539.0;83.0;4339.0;1872.0;2467.0;;-12.0;2540.0;2394.0;;2394.0;3.0;;3.0;2390.0;;2390.0;;;150.0;;150.0;-1.0
919;Aardoliegrondstoffen;2010 1e kwartaal;670.0;18.0;1130.0;470.0;660.0;;-8.0;;633.0;;633.0;2.0;;2.0;631.0;;631.0;;;;;39.0;
920;Aardoliegrondstoffen;2010 2e kwartaal;670.0;17.0;1160.0;484.0;675.0;;-23.0;;635.0;;635.0;1.0;;1.0;634.0;;634.0;;;;;36.0;
921;Aardoliegrondstoffen;2010 3e kwartaal;649.0;17.0;1069.0;495.0;574.0;;57.0;;617.0;;617.0;1.0;;1.0;616.0;;616.0;;;;;33.0;
922;Aardoliegrondstoffen;2010 4e kwartaal;639.0;16.0;1150.0;509.0;641.0;;-18.0;;602.0;;602.0;2.0;;2.0;600.0;;600.0;;;;;39.0;
923;Aardoliegrondstoffen;2010;2628.0;69.0;4508.0;1959.0;2550.0;;9.0;2628.0;2487.0;;2487.0;6.0;;6.0;2481.0;;2481.0;;;147.0;;147.0;
924;Aardoliegrondstoffen;2011 1e kwartaal;672.0;19.0;1103.0;465.0;637.0;;16.0;;633.0;;633.0;0.0;;0.0;633.0;;633.0;;;;;39.0;
925;Aardoliegrondstoffen;2011 2e kwartaal;592.0;17.0;1010.0;450.0;560.0;;14.0;;557.0;;557.0;0.0;;0.0;557.0;;557.0;;;;;35.0;
926;Aardoliegrondstoffen;2011 3e kwartaal;653.0;18.0;1139.0;509.0;630.0;;5.0;;618.0;;618.0;0.0;;0.0;618.0;;618.0;;;;;35.0;
927;Aardoliegrondstoffen;2011 4e kwartaal;617.0;18.0;931.0;386.0;545.0;;54.0;;587.0;;587.0;2.0;;2.0;586.0;;586.0;;;;;32.0;
928;Aardoliegrondstoffen;2011;2534.0;72.0;4182.0;1810.0;2373.0;;90.0;2534.0;2395.0;;2395.0;2.0;;2.0;2393.0;;2393.0;;;141.0;;141.0;
929;Aardoliegrondstoffen;2012 1e kwartaal;654.0;21.0;1165.0;488.0;677.0;;-44.0;;623.0;;623.0;1.0;;1.0;623.0;;623.0;;;;;31.0;
930;Aardoliegrondstoffen;2012 2e kwartaal;653.0;18.0;1116.0;469.0;647.0;;-12.0;;622.0;;622.0;7.0;;7.0;615.0;;615.0;;;;;38.0;
931;Aardoliegrondstoffen;2012 3e kwartaal;662.0;15.0;1134.0;496.0;638.0;;10.0;;630.0;;630.0;2.0;;2.0;628.0;;628.0;;;;;35.0;
932;Aardoliegrondstoffen;2012 4e kwartaal;555.0;18.0;1064.0;503.0;561.0;;-24.0;;526.0;;526.0;1.0;;1.0;526.0;;526.0;;;;;29.0;
933;Aardoliegrondstoffen;2012;2524.0;72.0;4479.0;1956.0;2522.0;;-70.0;2524.0;2401.0;;2401.0;10.0;;10.0;2391.0;;2391.0;;;133.0;;133.0;
934;Aardoliegrondstoffen;2013 1e kwartaal;629.0;20.0;1092.0;467.0;624.0;;-15.0;629.0;595.0;;595.0;3.0;;3.0;592.0;;592.0;;;37.0;;37.0;
935;Aardoliegrondstoffen;2013 2e kwartaal;624.0;18.0;1018.0;425.0;593.0;;14.0;624.0;593.0;;593.0;1.0;;1.0;592.0;;592.0;;;32.0;;32.0;
936;Aardoliegrondstoffen;2013 3e kwartaal;611.0;18.0;1050.0;462.0;588.0;;4.0;611.0;589.0;;589.0;3.0;;3.0;585.0;;585.0;;;25.0;;25.0;
937;Aardoliegrondstoffen;2013 4e kwartaal;561.0;18.0;927.0;389.0;538.0;;6.0;561.0;529.0;;529.0;1.0;;1.0;527.0;;527.0;;;34.0;;34.0;
938;Aardoliegrondstoffen;2013;2426.0;74.0;4087.0;1744.0;2343.0;;9.0;2426.0;2305.0;;2305.0;8.0;;8.0;2297.0;;2297.0;;;129.0;;129.0;
939;Aardoliegrondstoffen;2014 1e kwartaal;619.0;21.0;1058.0;447.0;612.0;;-14.0;619.0;592.0;;592.0;2.0;;2.0;590.0;;590.0;;;29.0;;29.0;
940;Aardoliegrondstoffen;2014 2e kwartaal;597.0;23.0;1082.0;510.0;572.0;;2.0;597.0;566.0;;566.0;2.0;;2.0;564.0;;564.0;;;33.0;;33.0;
941;Aardoliegrondstoffen;2014 3e kwartaal;610.0;25.0;1070.0;512.0;559.0;;26.0;610.0;581.0;;581.0;1.0;;1.0;580.0;;580.0;;;30.0;;30.0;
942;Aardoliegrondstoffen;2014 4e kwartaal;642.0;27.0;1128.0;484.0;643.0;;-27.0;642.0;623.0;;623.0;4.0;;4.0;618.0;;618.0;;;24.0;;24.0;
943;Aardoliegrondstoffen;2014;2468.0;97.0;4338.0;1953.0;2385.0;;-14.0;2468.0;2361.0;;2361.0;9.0;;9.0;2353.0;;2353.0;;;115.0;;115.0;
944;Aardoliegrondstoffen;2015 1e kwartaal;617.0;24.0;1091.0;490.0;600.0;;-7.0;;609.0;;609.0;7.0;;7.0;602.0;;602.0;;;;;15.0;
945;Aardoliegrondstoffen;2015 2e kwartaal;643.0;21.0;1168.0;514.0;654.0;;-32.0;;620.0;;620.0;4.0;;4.0;616.0;;616.0;;;;;27.0;
946;Aardoliegrondstoffen;2015 3e kwartaal;679.0;20.0;1165.0;512.0;653.0;;6.0;;646.0;;646.0;1.0;;1.0;645.0;;645.0;;;;;33.0;
947;Aardoliegrondstoffen;2015 4e kwartaal;659.0;21.0;1138.0;492.0;646.0;;-8.0;;634.0;;634.0;3.0;;3.0;632.0;;632.0;;;;;27.0;
948;Aardoliegrondstoffen;2015;2598.0;86.0;4562.0;2009.0;2553.0;;-42.0;2598.0;2509.0;;2509.0;14.0;;14.0;2496.0;;2496.0;;;102.0;;102.0;0.0
949;Aardoliegrondstoffen;2016 1e kwartaal;639.0;19.0;1112.0;505.0;607.0;;13.0;;610.0;;610.0;0.0;;0.0;610.0;;610.0;;;;;29.0;
950;Aardoliegrondstoffen;2016 2e kwartaal;648.0;15.0;1131.0;488.0;643.0;;-10.0;;622.0;;622.0;0.0;;0.0;622.0;;622.0;;;;;26.0;
951;Aardoliegrondstoffen;2016 3e kwartaal;654.0;15.0;1149.0;500.0;649.0;;-10.0;;627.0;;627.0;0.0;;0.0;627.0;;627.0;;;;;27.0;
952;Aardoliegrondstoffen;2016 4e kwartaal;695.0;17.0;1140.0;487.0;653.0;;26.0;;665.0;;665.0;0.0;;0.0;665.0;;665.0;;;;;30.0;
953;Aardoliegrondstoffen;2016;2637.0;67.0;4531.0;1979.0;2552.0;;18.0;2637.0;2525.0;;2525.0;0.0;;0.0;2525.0;;2525.0;;;112.0;;112.0;
954;Aardolieproducten;1946;;;;;;12.0;;;;;;;;;;;;;;;;;
955;Aardolieproducten;1947;;;;;;27.0;;;;;;;;;;;;;;;;;
956;Aardolieproducten;1948;;;;;;30.0;;;;;;;;;;;;;;;;;
957;Aardolieproducten;1949;;;;;;38.0;;;;;;;;;;;;;;;;;
958;Aardolieproducten;1950;;;;;;50.0;;;;;;;;;;;;;;;;;
959;Aardolieproducten;1951;;;;;;71.0;;;;;;;;;;;;;;;;;
960;Aardolieproducten;1952;;;;;;70.0;;;;;;;;;;;;;;;;;
961;Aardolieproducten;1953;;;;;;69.0;;;;;;;;;;;;;;;;;
962;Aardolieproducten;1954;;;;;;103.0;;;;;;;;;;;;;;;;;
963;Aardolieproducten;1955;;;;;;111.0;;;;;;;;;;;;;;;;;
964;Aardolieproducten;1956;;;;;;123.0;;;;;;;;;;;;;;;;;
965;Aardolieproducten;1957;;;;;;116.0;;;;;;;;;;;;;;;;;
966;Aardolieproducten;1958;;;;;;120.0;;;;;;;;;;;;;;;;;
967;Aardolieproducten;1959;;;;;;114.0;;;;;;;;;;;;;;;;;
968;Aardolieproducten;1960;-411.0;;;;-306.0;126.0;20.0;-411.0;;;;;;;;;;;;;;;
969;Aardolieproducten;1961;-401.0;;;;-182.0;169.0;-49.0;-401.0;;;;;;;;;;;;;;;
970;Aardolieproducten;1962;-451.0;;;;-302.0;183.0;35.0;-451.0;;;;;;;;;;;;;;;
971;Aardolieproducten;1963;-402.0;;;;-215.0;188.0;1.0;-402.0;;;;;;;;;;;;;;;
972;Aardolieproducten;1964;-456.0;;;;-228.0;214.0;-14.0;-456.0;;;;;;;;;;;;;;;
973;Aardolieproducten;1965;-468.0;;;;-208.0;243.0;-17.0;-468.0;;;;;;;;;;;;;;;
974;Aardolieproducten;1966;-541.0;;;;-275.0;244.0;-22.0;-541.0;;;;;;;;;;;;;;;
975;Aardolieproducten;1967;-575.0;;;;-285.0;259.0;-31.0;-575.0;;;;;;;;;;;;;;;
976;Aardolieproducten;1968;-678.0;;;;-391.0;319.0;33.0;-678.0;;;;;;;;;;;;;;;
977;Aardolieproducten;1969;-1150.0;;;;-754.0;392.0;-3.0;-1150.0;;;;;;;;;;;;;;;
978;Aardolieproducten;1970;-1487.0;;;;-1021.0;423.0;-44.0;-1487.0;;;;;;;;;;;;;;;
979;Aardolieproducten;1971;-1467.0;;;;-1124.0;442.0;100.0;-1467.0;;;;;;;;;;;;;;;
980;Aardolieproducten;1972;-1760.0;;;;-1248.0;537.0;25.0;-1760.0;;;;;;;;;;;;;;;
981;Aardolieproducten;1973;-1875.0;;;;-1137.0;567.0;-171.0;-1875.0;;;;;;;;;;;;;;;
982;Aardolieproducten;1974;-1633.0;;;;-1324.0;460.0;151.0;-1633.0;;;;;;;;;;;;;;;
983;Aardolieproducten;1975;-1463.0;;418.0;1410.0;-992.0;507.0;36.0;-1463.0;;95.0;;;;;-2333.0;95.0;-2428.0;;;870.0;628.0;242.0;
984;Aardolieproducten;1976;-1648.0;;436.0;1547.0;-1111.0;544.0;8.0;-1647.0;;105.0;;;;;-2646.0;105.0;-2751.0;;;1000.0;673.0;327.0;
985;Aardolieproducten;1977;-1504.0;;408.0;1376.0;-968.0;522.0;-14.0;-1505.0;;92.0;;;;;-2471.0;92.0;-2563.0;;;967.0;665.0;302.0;
986;Aardolieproducten;1978;-1313.0;;583.0;1365.0;-782.0;534.0;3.0;-1313.0;;145.0;;;;;-2309.0;145.0;-2454.0;;;997.0;670.0;327.0;
987;Aardolieproducten;1979;-1285.0;;821.0;1622.0;-801.0;464.0;-20.0;-1285.0;;253.0;;;;;-2321.0;253.0;-2574.0;;;1036.0;692.0;344.0;
988;Aardolieproducten;1980;-986.0;;1215.0;1751.0;-536.0;445.0;-5.0;-986.0;;268.0;;;;;-1895.0;268.0;-2163.0;;;909.0;619.0;290.0;
989;Aardolieproducten;1981;-635.0;;1401.0;1705.0;-304.0;421.0;91.0;-635.0;;271.0;;;;;-1447.0;271.0;-1718.0;;;813.0;587.0;226.0;
990;Aardolieproducten;1982;-767.0;;1551.0;1957.0;-406.0;409.0;49.0;-767.0;;163.0;;;;;-1508.0;163.0;-1671.0;;;741.0;567.0;174.0;
991;Aardolieproducten;1983;-990.0;;1562.0;2156.0;-594.0;387.0;-8.0;-990.0;;84.0;;;;;-1744.0;84.0;-1828.0;;;755.0;576.0;179.0;
992;Aardolieproducten;1984;-1203.0;;1376.0;2214.0;-838.0;368.0;3.0;-1203.0;;53.0;;;;;-1942.0;53.0;-1995.0;;;739.0;559.0;180.0;
993;Aardolieproducten;1985;-1008.0;;1573.0;2185.0;-612.0;419.0;23.0;-1009.0;;54.0;;;;;-1732.0;54.0;-1786.0;;;724.0;545.0;179.0;
994;Aardolieproducten;1986;-1244.0;;1686.0;2406.0;-720.0;463.0;-60.0;-1244.0;;65.0;;;;;-2043.0;65.0;-2108.0;;;799.0;554.0;245.0;
995;Aardolieproducten;1987;-1310.0;;1461.0;2389.0;-928.0;459.0;75.0;-1310.0;;67.0;;;;;-2113.0;67.0;-2180.0;;;802.0;558.0;244.0;
996;Aardolieproducten;1988;-1379.0;;1477.0;2340.0;-863.0;509.0;-7.0;-1379.0;;70.0;;;;;-2213.0;70.0;-2283.0;;;834.0;564.0;270.0;
997;Aardolieproducten;1989;-1385.0;;1636.0;2497.0;-861.0;498.0;-26.0;-1385.0;;62.0;;;;;-2223.0;62.0;-2285.0;;;837.0;608.0;229.0;
998;Aardolieproducten;1990;-1148.0;0.0;1728.0;2367.0;-639.0;520.0;10.0;-1158.0;304.0;61.0;243.0;2349.0;;2349.0;-2045.0;61.0;-2106.0;110.0;;777.0;530.0;247.0;10.0
999;Aardolieproducten;1991;-1326.0;0.0;1574.0;2334.0;-761.0;534.0;-31.0;-1341.0;271.0;60.0;211.0;2478.0;;2478.0;-2207.0;60.0;-2267.0;112.0;;753.0;527.0;226.0;16.0
1000;Aardolieproducten;1992;-1383.0;0.0;1355.0;2211.0;-855.0;545.0;17.0;-1399.0;233.0;59.0;174.0;2515.0;;2515.0;-2281.0;59.0;-2340.0;107.0;;775.0;544.0;231.0;16.0
1001;Aardolieproducten;1993;-1434.0;1.0;1418.0;2296.0;-878.0;534.0;-23.0;-1446.0;226.0;56.0;170.0;2542.0;;2542.0;-2316.0;56.0;-2372.0;114.0;;756.0;565.0;192.0;12.0
1002;Aardolieproducten;1994;-1414.0;1.0;1315.0;2160.0;-846.0;551.0;-18.0;-1425.0;266.0;61.0;204.0;2581.0;;2581.0;-2315.0;61.0;-2376.0;116.0;;774.0;555.0;219.0;11.0
1003;Aardolieproducten;1995 1e kwartaal;-362.0;0.0;281.0;570.0;-289.0;127.0;54.0;;63.0;15.0;48.0;647.0;;647.0;-584.0;15.0;-599.0;28.0;;;;54.0;
1004;Aardolieproducten;1995 2e kwartaal;-406.0;0.0;296.0;584.0;-288.0;141.0;22.0;;77.0;15.0;61.0;703.0;;703.0;-627.0;15.0;-642.0;27.0;;;;53.0;
1005;Aardolieproducten;1995 3e kwartaal;-388.0;1.0;359.0;534.0;-175.0;149.0;-65.0;;71.0;15.0;55.0;681.0;;681.0;-611.0;15.0;-626.0;29.0;;;;59.0;
1006;Aardolieproducten;1995 4e kwartaal;-393.0;1.0;291.0;600.0;-309.0;141.0;56.0;;70.0;15.0;55.0;712.0;;712.0;-641.0;15.0;-657.0;29.0;;;;69.0;
1007;Aardolieproducten;1995;-1549.0;2.0;1228.0;2288.0;-1061.0;557.0;66.0;-1563.0;281.0;61.0;219.0;2743.0;;2743.0;-2463.0;61.0;-2524.0;113.0;;787.0;551.0;236.0;14.0
1008;Aardolieproducten;1996 1e kwartaal;-402.0;0.0;280.0;585.0;-305.0;144.0;47.0;;75.0;17.0;58.0;707.0;;707.0;-632.0;17.0;-649.0;28.0;;;;58.0;
1009;Aardolieproducten;1996 2e kwartaal;-398.0;0.0;286.0;539.0;-252.0;146.0;0.0;;76.0;15.0;61.0;714.0;;714.0;-638.0;15.0;-653.0;28.0;;;;62.0;
1010;Aardolieproducten;1996 3e kwartaal;-388.0;0.0;339.0;566.0;-227.0;147.0;-14.0;;81.0;16.0;66.0;705.0;;705.0;-623.0;16.0;-639.0;27.0;;;;65.0;
1011;Aardolieproducten;1996 4e kwartaal;-377.0;0.0;408.0;605.0;-196.0;146.0;-34.0;;86.0;16.0;70.0;710.0;;710.0;-624.0;16.0;-639.0;25.0;;;;67.0;
1012;Aardolieproducten;1996;-1564.0;1.0;1314.0;2294.0;-980.0;583.0;-3.0;-1580.0;318.0;63.0;255.0;2835.0;;2835.0;-2517.0;63.0;-2580.0;109.0;;828.0;576.0;252.0;16.0
1013;Aardolieproducten;1997 1e kwartaal;-381.0;0.0;385.0;605.0;-220.0;147.0;-14.0;;78.0;12.0;66.0;693.0;;693.0;-614.0;12.0;-626.0;21.0;;;;71.0;
1014;Aardolieproducten;1997 2e kwartaal;-407.0;0.0;372.0;625.0;-253.0;159.0;5.0;;76.0;16.0;60.0;732.0;;732.0;-656.0;16.0;-672.0;25.0;;;;70.0;
1015;Aardolieproducten;1997 3e kwartaal;-382.0;0.0;409.0;599.0;-190.0;163.0;-30.0;;85.0;19.0;66.0;700.0;;700.0;-615.0;19.0;-634.0;28.0;;;;66.0;
1016;Aardolieproducten;1997 4e kwartaal;-381.0;0.0;367.0;616.0;-249.0;158.0;25.0;;58.0;13.0;45.0;673.0;;673.0;-615.0;13.0;-628.0;24.0;;;;60.0;
1017;Aardolieproducten;1997;-1552.0;2.0;1533.0;2444.0;-912.0;627.0;-14.0;-1567.0;297.0;60.0;238.0;2798.0;;2798.0;-2500.0;60.0;-2560.0;98.0;;835.0;568.0;267.0;15.0
1018;Aardolieproducten;1998 1e kwartaal;-400.0;0.0;373.0;604.0;-231.0;147.0;-22.0;;80.0;17.0;64.0;715.0;;715.0;-634.0;17.0;-651.0;24.0;;;;66.0;
1019;Aardolieproducten;1998 2e kwartaal;-356.0;0.0;374.0;570.0;-196.0;157.0;-4.0;;83.0;16.0;68.0;673.0;;673.0;-590.0;16.0;-605.0;20.0;;;;66.0;
