ID;Geslacht;Leeftijd;Cijfersoort;Perioden;PersonenMetMinimaal1Contact_1;GemiddeldAantalContactenBevolking_2;GemiddeldAantalContactenPatient_3;BijDeArts_4;ThuisBijPatient_5;Telefonisch_6;Overig_7;EigenInitiatief_8;InitiatiefVanDeHuisarts_9;HerhalingsconsultOfOproep_10;Doorverwijzing_11;TevredenheidMetDeHuisarts_12;PersonenMetMinimaal1Contact_13;GemiddeldAantalContactenBevolking_14;GemiddeldAantalContactenPatient_15;InPolikliniekVanEenZiekenhuis_16;Telefonisch_17;Overig_18;EersteContact_19;Herhalingsbezoek_20;EigenInitiatief_21;DoorverwijzingHuisarts_22;OproepVanSpecialist_23;Anders_24;TevredenheidMetDeSpecialist_25;PersonenMetMinimaal1Contact_26;GemiddeldAantalContactenBevolking_27;GemiddeldAantalContactenPatient_28;VanwegeAcutePijn_29;PeriodiekeControle_30;Behandeling_31;Controle_32;VerwijderenTandsteen_33;Fluorbehandeling_34;VullenVanTandOfKies_35;TrekkenVanTandOfKies_36;MakenVanKroonOfBrug_37;Wortelkanaalbehandeling_38;RechtzettenVanTanden_39;OverigeBehandelingen_40;TevredenheidMetDeTandarts_41;PersonenMetMinimaal1Contact_42;GemiddeldAantalContactenBevolking_43;GemiddeldAantalContactenPatient_44;TevredenheidMetDeFysiotherapeut_45;OnderBehandelingAlternatieveGenezer_46;PersonenMetOvernachtingEn_47;k_1Tot8Nachten_48;k_8Tot15Nachten_49;k_15Tot22Nachten_50;k_22NachtenOfMeer_51;AantalOpnamenPer100Personen_52;AantalOpnamenPer100Patienten_53;PersonenMetDagopname_54;AantalDagopnamenPer100Personen_55;AantalDagopnamenPer100Patienten_56;TevredenheidMetHetZiekenhuis_57;GebruikVoorgeschrevenIn2Weken_58;GebruikNietVoorgeschrevenIn2Weken_59
10;1100;103;Percentages/aantallen;2012;77.2;4.0;5.2;75.2;0.0;15.9;8.9;86.6;1.5;6.3;5.7;7.6;30.7;1.2;3.8;78.9;7.0;14.1;47.9;52.1;;;;;7.9;34.0;0.6;1.9;;;;;;;;;;;;;7.9;7.9;1.0;13.0;8.3;3.9;6.3;87.8;10.6;1.6;0.0;7.5;119.5;6.5;9.2;142.9;8.0;15.1;40.1
11;1100;103;Percentages/aantallen;2013;75.9;3.9;5.2;76.2;0.0;15.0;8.8;86.9;2.2;7.9;3.1;7.7;31.2;1.2;3.7;73.0;16.5;10.5;32.4;67.6;;;;;7.9;33.3;0.8;2.5;;;;;;;;;;;;;8.0;8.6;0.6;6.7;;6.4;8.4;85.4;11.3;1.5;1.8;10.1;120.3;6.2;7.1;;7.7;14.7;38.1
12;1100;103;Standaardfout;2010;1.6;0.4;0.5;2.9;0.5;2.2;2.1;2.0;1.2;1.6;0.6;0.1;1.7;0.7;2.1;;;;5.4;5.4;;;;;0.1;1.7;0.1;0.4;;;;;;;;;;;;;0.1;1.1;0.2;1.4;0.2;0.9;1.0;4.8;3.6;2.0;2.9;1.2;6.9;1.0;1.2;5.8;0.1;1.3;1.8
13;1100;103;Standaardfout;2011;1.6;0.4;0.5;3.0;0.5;2.3;2.2;2.2;1.6;0.9;1.3;0.1;1.8;0.3;1.0;5.4;3.1;4.8;6.1;6.1;;;;;0.1;1.9;0.2;0.6;;;;;;;;;;;;;0.1;1.2;0.2;1.6;0.2;0.9;1.2;4.6;3.8;2.3;1.9;1.5;6.2;1.0;2.3;24.5;0.1;1.4;2.0
14;1100;103;Standaardfout;2012;1.7;0.4;0.6;3.4;;2.9;2.2;2.7;0.9;1.9;1.8;0.1;1.8;0.3;0.8;5.3;3.3;4.5;6.5;6.5;;;;;0.1;1.9;0.2;0.5;;;;;;;;;;;;;0.1;1.1;0.4;4.4;0.2;0.8;1.0;4.9;4.6;1.9;;1.3;8.9;1.0;2.5;32.9;0.1;1.4;1.9
15;1100;103;Standaardfout;2013;1.7;0.5;0.7;3.5;;3.0;2.4;2.8;1.2;2.2;1.4;0.1;1.9;0.2;0.7;6.7;5.6;4.6;7.0;7.0;;;;;0.1;1.9;0.2;0.5;;;;;;;;;;;;;0.1;1.1;0.1;1.0;;1.0;1.1;4.6;4.2;1.6;1.7;1.5;6.9;1.0;1.2;;0.1;1.4;2.0
16;1100;104;Percentages/aantallen;2010;59.2;2.3;3.9;75.5;0.4;17.7;6.5;88.1;3.7;6.4;1.8;7.8;27.0;1.3;4.8;;;;31.8;68.2;;;;;8.0;95.0;2.4;2.5;3.9;78.4;17.7;53.0;7.6;20.6;9.1;3.2;0.0;0.5;0.3;5.6;8.1;8.2;1.4;17.1;8.3;4.1;2.6;;;;;2.9;;6.5;9.7;150.7;7.8;14.5;27.9
17;1100;104;Percentages/aantallen;2011;58.1;2.5;4.3;76.0;0.9;14.4;8.7;90.6;3.3;5.0;1.0;7.9;28.5;1.2;4.2;75.4;8.7;15.9;30.2;69.8;;;;;7.9;94.3;2.2;2.4;1.8;84.2;14.0;53.7;6.6;23.1;7.4;1.5;0.0;0.0;0.8;6.8;8.1;6.2;1.0;16.5;8.1;3.6;1.9;;;;;2.0;;5.8;6.8;117.8;7.8;13.9;27.5
18;1100;104;Percentages/aantallen;2012;59.3;2.3;3.8;77.7;0.4;16.0;6.0;87.1;2.4;8.8;1.7;7.9;25.5;1.0;3.8;79.0;4.6;16.5;31.1;68.9;;;;;8.0;94.1;2.6;2.7;3.0;78.0;19.0;54.0;5.4;20.9;9.1;3.1;0.0;0.0;0.0;7.4;8.0;6.1;0.9;15.4;8.2;3.0;1.5;;;;;1.6;108.9;4.4;5.3;119.8;7.8;14.1;26.3
19;1100;104;Percentages/aantallen;2013;59.6;2.3;3.9;77.3;0.0;16.5;6.2;80.6;5.0;10.8;3.6;7.9;27.9;1.1;4.0;72.7;8.4;18.9;32.9;67.1;;;;;7.9;95.6;2.5;2.7;4.8;76.9;18.3;52.3;8.4;19.8;7.8;3.6;0.0;0.4;0.4;7.3;8.1;6.6;0.8;12.6;8.0;3.4;1.5;;;;;1.9;;4.8;5.4;114.4;7.7;14.8;26.5
20;1100;104;Standaardfout;2010;1.2;0.2;0.4;2.8;0.4;2.5;1.6;2.1;1.3;1.6;0.9;0.0;1.1;0.2;0.6;;;;4.1;4.1;;;;;0.1;0.5;0.2;0.2;1.1;2.4;2.2;2.3;1.2;1.9;1.3;0.8;0.0;0.3;0.2;1.1;0.0;0.7;0.2;1.8;0.1;0.5;0.4;;;;;0.5;0.0;0.6;2.5;35.3;0.1;0.9;1.1
21;1100;104;Standaardfout;2011;1.3;0.3;0.4;2.9;0.7;2.4;1.9;2.0;1.2;1.5;0.7;0.0;1.2;0.2;0.6;4.0;2.7;3.4;4.3;4.3;8.3;;;;0.1;0.6;0.2;0.2;0.8;2.3;2.2;2.5;1.2;2.1;1.3;0.6;0.0;0.0;0.5;1.3;0.0;0.6;0.2;2.9;0.2;0.5;0.4;;;;;0.4;0.0;0.6;0.8;5.9;0.1;0.9;1.2
22;1100;104;Standaardfout;2012;1.3;0.2;0.4;2.9;0.4;2.6;1.7;2.4;1.1;2.0;0.9;0.0;1.2;0.1;0.5;4.2;2.1;3.8;4.7;4.7;;;;;0.1;0.6;0.2;0.2;1.1;2.7;2.5;2.5;1.2;2.1;1.5;0.9;;;;1.3;0.0;0.7;0.2;1.9;0.2;0.5;0.3;;;;;0.4;6.5;0.6;0.8;11.6;0.1;0.9;1.2
23;1100;104;Standaardfout;2013;1.4;0.2;0.4;3.0;;2.7;1.7;2.8;1.6;2.2;1.3;0.0;1.3;0.2;0.6;4.3;2.7;3.8;4.6;4.6;;;;;0.1;0.6;0.2;0.2;1.4;2.7;2.5;2.6;1.4;2.1;1.4;1.0;;0.3;0.3;1.4;0.0;0.7;0.1;1.7;0.1;0.5;0.3;;;;;0.5;;0.6;0.8;7.7;0.1;1.0;1.2
24;1100;105;Percentages/aantallen;2010;62.0;2.9;4.6;83.6;0.6;5.6;10.2;84.1;3.9;10.4;1.6;7.8;22.5;1.4;6.3;;;;33.6;66.4;;;;;7.9;94.6;3.3;3.5;1.0;75.1;23.9;51.2;10.5;18.8;5.3;1.9;0.0;0.0;1.2;11.2;8.0;10.5;1.4;13.5;8.0;3.4;1.1;;;;;1.1;;4.1;5.4;;8.0;20.1;26.9
25;1100;105;Percentages/aantallen;2011;58.3;2.5;4.3;81.2;1.0;10.0;7.8;86.6;0.0;11.5;1.9;7.9;21.7;1.0;4.4;72.6;6.9;20.5;33.5;66.5;;;;;7.9;94.3;2.6;2.8;0.6;79.4;20.0;51.0;10.9;19.5;5.4;1.7;0.0;1.2;0.7;9.7;8.0;14.0;1.4;10.1;8.1;3.2;1.7;;;;;2.4;;2.9;5.3;;7.9;17.6;26.1
26;1100;105;Percentages/aantallen;2012;57.8;2.1;3.7;80.2;0.0;8.6;11.2;89.4;3.9;5.7;1.1;7.8;23.7;0.8;3.3;;;;;;;;;;8.0;93.9;2.3;2.4;4.6;76.1;19.3;49.6;13.5;20.6;6.5;0.8;0.6;0.6;0.0;7.9;8.0;13.7;1.5;10.8;8.2;3.4;2.0;;;;;2.5;125.0;4.3;6.2;145.0;7.6;19.0;26.5
27;1100;105;Percentages/aantallen;2013;57.5;1.5;2.5;87.7;1.6;7.1;3.6;84.8;6.0;7.8;1.4;7.9;21.2;0.5;2.6;;;;;;;;;;8.0;94.4;2.4;2.6;1.6;76.3;22.2;46.7;12.7;18.2;7.2;2.8;0.9;0.0;0.4;10.7;8.0;14.3;1.5;10.8;8.2;2.1;2.0;;;;;2.6;;2.9;5.2;;;14.6;28.5
28;1100;105;Standaardfout;2010;1.7;0.4;0.6;3.0;0.6;1.9;2.5;3.0;1.6;2.5;1.0;0.1;1.5;0.3;1.2;;;;6.3;6.3;;;;;0.1;0.8;0.3;0.3;0.7;3.3;3.2;2.9;1.8;2.3;1.3;0.8;0.0;0.0;0.6;1.8;0.0;1.1;0.2;1.6;0.2;0.7;0.4;;;;;0.4;0.0;0.7;1.2;;0.2;1.4;1.6
29;1100;105;Standaardfout;2011;1.9;0.3;0.6;3.9;1.0;3.0;2.7;3.4;0.0;3.2;1.4;0.1;1.6;0.2;0.9;6.4;3.6;5.8;6.8;6.8;11.1;;;;0.1;0.9;0.3;0.3;0.6;3.4;3.3;3.2;2.0;2.5;1.5;0.8;0.0;0.7;0.5;1.9;0.0;1.3;0.2;1.1;0.1;0.7;0.5;;;;;0.9;0.0;0.6;1.7;;0.2;1.5;1.7
30;1100;105;Standaardfout;2012;1.9;0.3;0.6;4.1;;2.9;3.2;3.2;2.0;2.4;1.0;0.1;1.6;0.2;0.8;;;;;;;;;;0.1;0.9;0.3;0.3;1.9;3.9;3.6;3.5;2.4;2.9;1.7;0.6;0.5;0.5;;1.9;0.0;1.3;0.2;1.4;0.1;0.7;0.5;;;;;0.9;26.9;0.8;1.7;29.9;0.2;1.5;1.7
31;1100;105;Standaardfout;2013;1.9;0.3;0.5;3.8;1.4;3.0;2.1;4.1;2.7;3.1;1.4;0.1;1.6;0.2;0.7;;;;;;;;;;0.1;0.9;0.3;0.3;1.1;3.8;3.7;3.3;2.2;2.6;1.7;1.1;0.6;;0.4;2.0;0.0;1.4;0.3;1.5;0.1;0.6;0.5;;;;;0.7;;0.7;2.3;;;1.4;1.8
32;1100;106;Percentages/aantallen;2010;72.1;3.3;4.5;73.2;0.5;16.2;10.1;84.1;5.7;8.2;2.0;7.5;24.5;1.1;4.6;;;;38.2;61.8;;;;;7.4;91.0;2.9;3.1;5.4;74.9;19.7;48.2;16.3;10.4;11.1;0.8;1.9;3.3;0.0;8.0;7.7;16.2;1.9;11.8;7.8;4.4;3.2;;;;;3.6;;6.5;17.9;273.7;7.3;16.6;27.5
33;1100;106;Percentages/aantallen;2011;72.3;3.4;4.6;74.9;0.0;14.1;10.9;87.7;3.6;8.0;0.7;7.6;26.8;1.5;5.7;64.8;3.9;31.4;43.7;56.3;;;;;7.6;89.5;2.2;2.5;4.2;72.7;23.1;49.5;19.6;9.3;13.8;0.0;0.0;0.5;0.0;7.3;7.8;17.9;2.3;13.0;7.7;5.2;3.6;;;;;4.6;;6.9;10.7;;7.3;19.2;34.7
34;1100;106;Percentages/aantallen;2012;68.3;3.3;4.9;79.3;0.8;11.5;8.4;84.8;4.6;10.0;0.6;7.5;23.3;1.3;5.5;;;;;;;;;;7.7;91.2;2.1;2.3;1.8;81.0;17.2;52.4;25.4;6.3;5.6;0.6;0.5;1.6;0.0;7.5;7.8;19.3;2.1;10.7;7.9;3.6;2.9;;;;;3.3;116.4;5.6;10.2;182.3;7.5;22.6;31.5
35;1100;106;Percentages/aantallen;2013;69.6;3.0;4.3;74.6;0.0;19.2;6.1;87.0;6.7;4.5;1.9;7.6;29.0;1.5;5.1;68.0;3.4;28.6;34.8;65.2;;;;;7.6;91.9;2.2;2.4;4.4;71.9;23.7;46.4;18.3;8.6;15.1;0.9;1.1;0.7;1.0;7.9;7.7;19.9;3.0;15.1;7.9;3.4;3.8;;;;;4.0;;6.0;7.6;;7.6;20.1;33.9
36;1100;106;Standaardfout;2010;1.6;0.5;0.6;3.3;0.5;2.7;2.2;2.7;1.7;2.0;1.0;0.1;1.5;0.2;0.9;;;;6.0;6.0;;;;;0.1;1.0;0.3;0.3;1.8;3.4;3.2;3.0;2.2;1.8;1.9;0.5;0.8;1.1;0.0;1.6;0.0;1.3;0.3;1.3;0.1;0.7;0.6;;;;;0.8;0.0;0.9;10.3;155.7;0.2;1.3;1.6
37;1100;106;Standaardfout;2011;1.7;0.4;0.6;3.6;0.0;2.9;2.6;2.7;1.6;2.3;0.7;0.1;1.7;0.4;1.3;6.3;2.6;6.1;6.6;6.6;;;;;0.1;1.1;0.3;0.3;1.9;4.2;4.0;3.7;2.9;2.1;2.5;0.0;0.0;0.5;0.0;1.9;0.0;1.4;0.3;1.5;0.1;0.8;0.7;;;;;1.0;0.0;1.0;2.0;;0.2;1.5;1.8
38;1100;106;Standaardfout;2012;1.8;0.4;0.5;3.3;0.7;2.6;2.3;2.9;1.7;2.4;0.6;0.1;1.6;0.2;1.0;;;;;;;;;;0.1;1.1;0.3;0.3;1.3;4.0;3.8;4.0;3.5;1.9;1.8;0.6;0.6;1.0;;2.1;0.0;1.5;0.3;1.2;0.1;0.7;0.6;;;;;0.8;8.5;0.9;2.8;40.9;0.1;1.6;1.8
39;1100;106;Standaardfout;2013;1.8;0.4;0.5;3.8;;3.5;2.1;3.0;2.2;1.8;1.2;0.1;1.8;0.3;0.9;6.2;2.4;6.0;6.3;6.3;;;;;0.1;1.1;0.3;0.3;2.1;4.5;4.3;3.8;3.0;2.2;2.7;0.7;0.8;0.6;0.8;2.1;0.0;1.5;0.6;2.6;0.1;0.7;0.7;;;;;0.8;;0.9;1.3;;0.2;1.6;1.8
40;1100;107;Percentages/aantallen;2010;70.5;3.9;5.6;71.8;0.6;21.1;6.4;83.6;5.9;7.7;2.8;7.4;27.6;1.6;5.9;;;;41.3;58.7;44.8;34.0;7.7;13.5;7.5;82.0;2.0;2.4;5.9;61.6;32.4;41.9;24.4;2.6;14.8;2.8;0.9;2.6;0.4;9.7;7.6;19.5;2.2;11.5;7.8;5.3;3.8;88.7;3.5;6.7;1.2;4.9;128.1;6.2;10.1;161.9;7.5;20.6;34.4
41;1100;107;Percentages/aantallen;2011;69.5;4.0;5.8;69.7;1.3;23.7;5.4;87.5;4.5;6.2;1.6;7.4;31.1;1.8;5.9;68.1;10.8;21.1;40.9;59.1;26.8;44.9;8.5;19.8;7.6;82.0;2.1;2.5;9.4;65.6;25.0;43.4;26.2;0.8;14.2;1.9;0.3;2.1;0.0;11.1;7.7;21.0;2.7;13.1;7.8;5.0;5.1;93.0;2.1;4.9;0.0;6.2;121.1;6.7;9.1;136.0;7.5;21.8;38.4
42;1100;107;Percentages/aantallen;2012;70.5;4.1;5.8;70.5;0.2;22.2;7.1;85.6;3.0;9.5;2.0;7.4;30.7;1.9;6.1;68.8;8.0;23.3;39.1;60.9;46.3;35.1;5.6;13.0;7.6;81.8;1.4;1.7;4.3;63.3;32.4;40.4;23.7;3.6;16.6;2.4;0.3;2.2;0.9;9.8;7.6;19.7;3.0;15.2;7.8;4.8;5.1;89.3;7.3;1.7;1.7;6.6;128.9;5.3;7.7;144.6;7.2;22.9;34.1
43;1100;107;Percentages/aantallen;2013;70.2;3.4;4.9;73.2;0.6;21.5;4.7;87.5;3.9;7.2;1.4;7.5;28.3;1.7;6.1;68.6;11.5;19.9;47.6;52.4;38.8;27.2;8.2;25.8;7.5;79.7;2.3;2.9;3.2;65.2;31.6;43.5;25.7;2.3;14.2;1.9;2.2;1.9;0.6;7.6;7.7;18.9;2.3;12.4;7.9;6.6;3.9;90.1;2.9;3.9;3.2;4.7;119.8;5.3;7.7;145.0;7.4;22.7;37.6
44;1100;107;Standaardfout;2010;1.0;0.3;0.4;2.0;0.3;1.8;1.1;1.7;1.1;1.2;0.7;0.0;1.0;0.2;0.7;;;;3.6;3.6;5.7;5.4;3.0;3.9;0.1;0.9;0.2;0.2;1.4;2.8;2.7;2.2;1.9;0.7;1.6;0.7;0.4;0.7;0.3;1.3;0.0;0.9;0.2;0.7;0.1;0.5;0.4;3.3;1.9;2.6;1.1;0.6;8.5;0.5;1.6;20.9;0.1;0.9;1.1
45;1100;107;Standaardfout;2011;1.1;0.3;0.5;2.2;0.5;2.0;1.1;1.6;1.0;1.2;0.6;0.0;1.1;0.3;0.9;3.4;2.3;3.0;3.6;3.6;5.1;5.7;3.2;4.6;0.1;0.9;0.2;0.2;1.8;2.9;2.6;2.3;2.0;0.4;1.6;0.6;0.3;0.7;0.0;1.4;0.0;1.0;0.2;1.0;0.1;0.5;0.5;2.6;1.5;2.2;0.0;0.7;7.7;0.6;1.2;12.5;0.1;1.0;1.2
46;1100;107;Standaardfout;2012;1.1;0.3;0.4;2.2;0.2;2.0;1.2;1.7;0.8;1.4;0.7;0.0;1.1;0.2;0.7;3.2;1.9;2.9;3.4;3.4;5.5;5.3;2.5;3.7;0.1;0.9;0.1;0.2;1.4;3.4;3.3;2.6;2.2;1.0;1.9;0.8;0.3;0.8;0.5;1.6;0.0;0.9;0.3;1.2;0.1;0.5;0.5;2.9;2.5;1.2;1.2;0.8;6.9;0.5;0.9;10.0;0.1;1.0;1.1
47;1100;107;Standaardfout;2013;1.1;0.2;0.3;2.2;0.4;2.0;1.1;1.6;1.0;1.3;0.6;0.0;1.1;0.2;0.7;3.6;2.5;3.1;3.8;3.8;5.5;5.0;3.1;4.9;0.1;1.0;0.2;0.2;1.1;3.0;2.9;2.3;2.1;0.7;1.6;0.6;0.7;0.6;0.4;1.2;0.0;0.9;0.2;0.9;0.1;0.6;0.5;3.4;1.9;2.2;2.0;0.6;6.7;0.5;1.0;12.0;0.1;1.0;1.2
48;1100;108;Percentages/aantallen;2010;71.4;3.6;5.0;72.1;0.8;22.5;4.5;84.8;3.2;10.5;1.6;7.5;32.9;2.0;6.0;;;;35.1;64.9;26.2;43.9;14.7;15.3;7.6;83.7;2.4;2.8;8.5;56.3;35.2;39.7;22.3;1.5;17.6;1.6;2.3;6.7;0.0;8.3;7.8;22.1;3.0;13.6;7.8;7.4;4.6;89.3;3.0;4.6;3.1;5.5;118.1;6.3;10.5;165.9;7.4;25.4;38.5
49;1100;108;Percentages/aantallen;2011;70.2;3.8;5.3;76.0;1.6;17.9;4.4;77.5;7.8;11.4;3.4;7.6;33.9;1.9;5.7;72.2;10.2;17.6;35.2;64.8;31.3;38.1;14.4;16.1;7.6;83.1;2.4;2.9;5.9;65.9;28.2;43.3;25.3;1.5;13.5;0.9;1.8;3.1;0.0;10.7;7.8;24.7;3.2;13.0;7.8;9.0;3.8;89.2;10.8;0.0;0.0;4.4;117.4;6.4;8.8;136.0;7.7;26.7;39.7
50;1100;108;Percentages/aantallen;2012;69.3;3.4;4.9;75.4;0.2;20.6;3.7;82.5;3.1;13.1;1.3;7.6;32.2;1.9;5.8;73.1;8.3;18.6;35.5;64.5;23.4;47.0;15.0;14.5;7.8;83.0;2.3;2.8;7.5;59.0;33.5;42.1;23.8;2.2;17.5;1.6;2.3;2.0;0.2;7.9;7.8;20.8;2.7;12.9;7.9;7.7;5.1;89.0;4.8;1.2;4.9;6.1;118.7;6.5;9.5;146.8;7.6;23.7;35.0
51;1100;108;Percentages/aantallen;2013;72.0;3.8;5.3;74.7;0.5;19.9;4.9;85.1;6.0;6.7;2.3;7.7;34.5;2.1;6.0;75.5;11.5;13.1;34.9;65.1;35.1;43.1;10.6;11.2;7.8;83.2;2.3;2.7;9.7;62.4;27.9;41.9;25.9;2.9;12.6;3.0;0.9;3.7;0.0;9.1;7.8;22.5;2.8;12.5;7.9;8.0;5.0;90.6;8.4;1.0;0.0;6.3;127.7;7.0;13.1;188.6;7.5;26.2;37.2
