ID;Geslacht;Leeftijd;Onderwijssoort;Migratieachtergrond;RegioS;Perioden;LeerlingenStudenten_1
2530;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2000/'01;
2531;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2001/'02;
2532;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2002/'03;
2533;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2003/'04;617.0
2534;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2004/'05;629.0
2535;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2005/'06;668.0
2536;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2006/'07;634.0
2537;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2007/'08;
2538;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2008/'09;
2539;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2009/'10;
2540;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2010/'11;
2541;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2011/'12;
2542;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2012/'13;
2543;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2013/'14;
2544;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2014/'15;
2545;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2015/'16;
2546;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2016/'17;
2547;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2017/'18;
2548;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2018/'19;
2549;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2019/'20;
2550;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2020/'21;
2551;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2021/'22;
2552;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Ter Aar;2022/'23;
2553;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2000/'01;
2554;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2001/'02;
2555;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2002/'03;
2556;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2003/'04;534.0
2557;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2004/'05;568.0
2558;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2005/'06;574.0
2559;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2006/'07;571.0
2560;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2007/'08;606.0
2561;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2008/'09;629.0
2562;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2009/'10;628.0
2563;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2010/'11;645.0
2564;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2011/'12;
2565;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2012/'13;
2566;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2013/'14;
2567;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2014/'15;
2568;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2015/'16;
2569;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2016/'17;
2570;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2017/'18;
2571;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2018/'19;
2572;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2019/'20;
2573;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2020/'21;
2574;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2021/'22;
2575;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Abcoude;2022/'23;
2576;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2000/'01;
2577;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2001/'02;
2578;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2002/'03;
2579;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2003/'04;1368.0
2580;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2004/'05;1377.0
2581;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2005/'06;1547.0
2582;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2006/'07;1511.0
2583;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2007/'08;1572.0
2584;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2008/'09;1544.0
2585;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2009/'10;1549.0
2586;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2010/'11;1566.0
2587;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2011/'12;1636.0
2588;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2012/'13;1680.0
2589;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2013/'14;1731.0
2590;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2014/'15;1734.0
2591;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2015/'16;1759.0
2592;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2016/'17;1748.0
2593;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2017/'18;1784.0
2594;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2018/'19;1763.0
2595;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2019/'20;1716.0
2596;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2020/'21;1695.0
2597;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2021/'22;1684.0
2598;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Achtkarspelen;2022/'23;1707.0
2599;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2000/'01;
2600;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2001/'02;
2601;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2002/'03;
2602;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2003/'04;
2603;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2004/'05;
2604;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2005/'06;
2605;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2006/'07;
2606;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2007/'08;
2607;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2008/'09;
2608;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2009/'10;
2609;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2010/'11;
2610;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2011/'12;
2611;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2012/'13;
2612;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2013/'14;
2613;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2014/'15;
2614;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2015/'16;
2615;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2016/'17;
2616;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2017/'18;
2617;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2018/'19;
2618;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2019/'20;
2619;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2020/'21;
2620;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2021/'22;
2621;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Akersloot;2022/'23;
2622;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2000/'01;
2623;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2001/'02;
2624;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2002/'03;
2625;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2003/'04;1002.0
2626;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2004/'05;1012.0
2627;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2005/'06;1081.0
2628;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2006/'07;1112.0
2629;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2007/'08;1168.0
2630;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2008/'09;1144.0
2631;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2009/'10;1135.0
2632;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2010/'11;1167.0
2633;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2011/'12;1153.0
2634;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2012/'13;1173.0
2635;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2013/'14;1258.0
2636;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2014/'15;1254.0
2637;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2015/'16;1285.0
2638;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2016/'17;1298.0
2639;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2017/'18;1273.0
2640;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2018/'19;1240.0
2641;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2019/'20;1211.0
2642;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2020/'21;1189.0
2643;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2021/'22;1153.0
2644;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alblasserdam;2022/'23;1170.0
2645;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2000/'01;
2646;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2001/'02;
2647;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2002/'03;
2648;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2003/'04;1120.0
2649;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2004/'05;1191.0
2650;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2005/'06;1315.0
2651;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2006/'07;1308.0
2652;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2007/'08;1354.0
2653;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2008/'09;1403.0
2654;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2009/'10;1422.0
2655;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2010/'11;1447.0
2656;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2011/'12;1480.0
2657;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2012/'13;1492.0
2658;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2013/'14;1554.0
2659;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2014/'15;1578.0
2660;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2015/'16;1602.0
2661;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2016/'17;1626.0
2662;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2017/'18;1660.0
2663;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2018/'19;1666.0
2664;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2019/'20;1661.0
2665;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2020/'21;1693.0
2666;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2021/'22;1686.0
2667;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Albrandswaard;2022/'23;1717.0
2668;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2000/'01;
2669;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2001/'02;
2670;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2002/'03;
2671;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2003/'04;896.0
2672;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2004/'05;948.0
2673;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2005/'06;1008.0
2674;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2006/'07;1001.0
2675;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2007/'08;1003.0
2676;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2008/'09;1008.0
2677;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2009/'10;
2678;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2010/'11;
2679;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2011/'12;
2680;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2012/'13;
2681;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2013/'14;
2682;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2014/'15;
2683;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2015/'16;
2684;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2016/'17;
2685;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2017/'18;
2686;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2018/'19;
2687;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2019/'20;
2688;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2020/'21;
2689;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2021/'22;
2690;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkemade;2022/'23;
2691;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2000/'01;
2692;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2001/'02;
2693;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2002/'03;
2694;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2003/'04;4997.0
2695;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2004/'05;4863.0
2696;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2005/'06;5153.0
2697;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2006/'07;5054.0
2698;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2007/'08;5107.0
2699;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2008/'09;4994.0
2700;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2009/'10;4822.0
2701;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2010/'11;4740.0
2702;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2011/'12;4766.0
2703;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2012/'13;4820.0
2704;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2013/'14;4921.0
2705;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2014/'15;5052.0
2706;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2015/'16;5882.0
2707;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2016/'17;5954.0
2708;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2017/'18;5877.0
2709;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2018/'19;5805.0
2710;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2019/'20;5607.0
2711;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2020/'21;5594.0
2712;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2021/'22;5569.0
2713;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alkmaar;2022/'23;5695.0
2714;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2000/'01;
2715;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2001/'02;
2716;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2002/'03;
2717;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2003/'04;3629.0
2718;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2004/'05;3629.0
2719;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2005/'06;3897.0
2720;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2006/'07;3871.0
2721;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2007/'08;3948.0
2722;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2008/'09;3895.0
2723;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2009/'10;3957.0
2724;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2010/'11;4029.0
2725;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2011/'12;4222.0
2726;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2012/'13;4273.0
2727;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2013/'14;4339.0
2728;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2014/'15;4459.0
2729;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2015/'16;4528.0
2730;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2016/'17;4499.0
2731;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2017/'18;4524.0
2732;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2018/'19;4423.0
2733;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2019/'20;4231.0
2734;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2020/'21;4010.0
2735;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2021/'22;3876.0
2736;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almelo;2022/'23;3867.0
2737;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2000/'01;
2738;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2001/'02;
2739;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2002/'03;
2740;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2003/'04;10772.0
2741;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2004/'05;11143.0
2742;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2005/'06;11653.0
2743;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2006/'07;11829.0
2744;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2007/'08;12462.0
2745;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2008/'09;12537.0
2746;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2009/'10;12570.0
2747;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2010/'11;12658.0
2748;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2011/'12;12752.0
2749;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2012/'13;12918.0
2750;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2013/'14;13103.0
2751;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2014/'15;13272.0
2752;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2015/'16;13501.0
2753;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2016/'17;13657.0
2754;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2017/'18;13569.0
2755;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2018/'19;13372.0
2756;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2019/'20;13308.0
2757;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2020/'21;12972.0
2758;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2021/'22;12932.0
2759;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Almere;2022/'23;13090.0
2760;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alphen aan den Rijn;2000/'01;
2761;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alphen aan den Rijn;2001/'02;
2762;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alphen aan den Rijn;2002/'03;
2763;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alphen aan den Rijn;2003/'04;3890.0
2764;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alphen aan den Rijn;2004/'05;3903.0
2765;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alphen aan den Rijn;2005/'06;4140.0
2766;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alphen aan den Rijn;2006/'07;4223.0
2767;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alphen aan den Rijn;2007/'08;4393.0
2768;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs;Totaal;Alphen aan den Rijn;2008/'09;4358.0
