ID;BronTechniek;Energietoepassingen;Perioden;BrutoEindverbruik_1;BrutoEindverbruikRelatief_2
167;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2021 ;263397.0;13.12
168;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2022 ;280854.0;15.13
169;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2023 ;311982.0;17.42
170;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1990;;
171;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1991;;
172;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1992;;
173;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1993;;
174;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1994;;
175;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1995;;
176;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1996;;
177;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1997;;
178;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1998;;
179;Totaal hern. energie inc. stat. overdr.;Elektriciteit;1999;;
180;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2000;;
181;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2001;;
182;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2002;;
183;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2003;;
184;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2004;;
185;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2005;;
186;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2006;;
187;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2007;;
188;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2008;;
189;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2009;;
190;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2010;;
191;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2011;;
192;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2012;;
193;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2013;;
194;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2014;;
195;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2015;;
196;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2016;;
197;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2017;;
198;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2018;;
199;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2019;;
200;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2020;;
201;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2021 ;;
202;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2022 ;;
203;Totaal hern. energie inc. stat. overdr.;Elektriciteit;2023 ;;
204;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1990;;
205;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1991;;
206;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1992;;
207;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1993;;
208;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1994;;
209;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1995;;
210;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1996;;
211;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1997;;
212;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1998;;
213;Totaal hern. energie inc. stat. overdr.;Warmte en koude;1999;;
214;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2000;;
215;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2001;;
216;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2002;;
217;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2003;;
218;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2004;;
219;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2005;;
220;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2006;;
221;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2007;;
222;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2008;;
223;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2009;;
224;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2010;;
225;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2011;;
226;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2012;;
227;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2013;;
228;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2014;;
229;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2015;;
230;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2016;;
231;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2017;;
232;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2018;;
233;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2019;;
234;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2020;;
235;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2021 ;;
236;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2022 ;;
237;Totaal hern. energie inc. stat. overdr.;Warmte en koude;2023 ;;
238;Totaal hern. energie inc. stat. overdr.;Vervoer;1990;;
239;Totaal hern. energie inc. stat. overdr.;Vervoer;1991;;
240;Totaal hern. energie inc. stat. overdr.;Vervoer;1992;;
241;Totaal hern. energie inc. stat. overdr.;Vervoer;1993;;
242;Totaal hern. energie inc. stat. overdr.;Vervoer;1994;;
243;Totaal hern. energie inc. stat. overdr.;Vervoer;1995;;
244;Totaal hern. energie inc. stat. overdr.;Vervoer;1996;;
245;Totaal hern. energie inc. stat. overdr.;Vervoer;1997;;
246;Totaal hern. energie inc. stat. overdr.;Vervoer;1998;;
247;Totaal hern. energie inc. stat. overdr.;Vervoer;1999;;
248;Totaal hern. energie inc. stat. overdr.;Vervoer;2000;;
249;Totaal hern. energie inc. stat. overdr.;Vervoer;2001;;
250;Totaal hern. energie inc. stat. overdr.;Vervoer;2002;;
251;Totaal hern. energie inc. stat. overdr.;Vervoer;2003;;
252;Totaal hern. energie inc. stat. overdr.;Vervoer;2004;;
253;Totaal hern. energie inc. stat. overdr.;Vervoer;2005;;
254;Totaal hern. energie inc. stat. overdr.;Vervoer;2006;;
255;Totaal hern. energie inc. stat. overdr.;Vervoer;2007;;
256;Totaal hern. energie inc. stat. overdr.;Vervoer;2008;;
257;Totaal hern. energie inc. stat. overdr.;Vervoer;2009;;
258;Totaal hern. energie inc. stat. overdr.;Vervoer;2010;;
259;Totaal hern. energie inc. stat. overdr.;Vervoer;2011;;
260;Totaal hern. energie inc. stat. overdr.;Vervoer;2012;;
261;Totaal hern. energie inc. stat. overdr.;Vervoer;2013;;
262;Totaal hern. energie inc. stat. overdr.;Vervoer;2014;;
263;Totaal hern. energie inc. stat. overdr.;Vervoer;2015;;
264;Totaal hern. energie inc. stat. overdr.;Vervoer;2016;;
265;Totaal hern. energie inc. stat. overdr.;Vervoer;2017;;
266;Totaal hern. energie inc. stat. overdr.;Vervoer;2018;;
267;Totaal hern. energie inc. stat. overdr.;Vervoer;2019;;
268;Totaal hern. energie inc. stat. overdr.;Vervoer;2020;;
269;Totaal hern. energie inc. stat. overdr.;Vervoer;2021 ;;
270;Totaal hern. energie inc. stat. overdr.;Vervoer;2022 ;;
271;Totaal hern. energie inc. stat. overdr.;Vervoer;2023 ;;
272;Statistische overdracht;Totaal energietoepassingen;1990;;
273;Statistische overdracht;Totaal energietoepassingen;1991;;
274;Statistische overdracht;Totaal energietoepassingen;1992;;
275;Statistische overdracht;Totaal energietoepassingen;1993;;
276;Statistische overdracht;Totaal energietoepassingen;1994;;
277;Statistische overdracht;Totaal energietoepassingen;1995;;
278;Statistische overdracht;Totaal energietoepassingen;1996;;
279;Statistische overdracht;Totaal energietoepassingen;1997;;
280;Statistische overdracht;Totaal energietoepassingen;1998;;
281;Statistische overdracht;Totaal energietoepassingen;1999;;
282;Statistische overdracht;Totaal energietoepassingen;2000;;
283;Statistische overdracht;Totaal energietoepassingen;2001;;
284;Statistische overdracht;Totaal energietoepassingen;2002;;
285;Statistische overdracht;Totaal energietoepassingen;2003;;
286;Statistische overdracht;Totaal energietoepassingen;2004;;
287;Statistische overdracht;Totaal energietoepassingen;2005;;
288;Statistische overdracht;Totaal energietoepassingen;2006;;
289;Statistische overdracht;Totaal energietoepassingen;2007;;
290;Statistische overdracht;Totaal energietoepassingen;2008;;
291;Statistische overdracht;Totaal energietoepassingen;2009;;
292;Statistische overdracht;Totaal energietoepassingen;2010;;
293;Statistische overdracht;Totaal energietoepassingen;2011;;
294;Statistische overdracht;Totaal energietoepassingen;2012;;
295;Statistische overdracht;Totaal energietoepassingen;2013;;
296;Statistische overdracht;Totaal energietoepassingen;2014;;
297;Statistische overdracht;Totaal energietoepassingen;2015;;
298;Statistische overdracht;Totaal energietoepassingen;2016;;
299;Statistische overdracht;Totaal energietoepassingen;2017;;
300;Statistische overdracht;Totaal energietoepassingen;2018;;
301;Statistische overdracht;Totaal energietoepassingen;2019;;
302;Statistische overdracht;Totaal energietoepassingen;2020;49140.0;2.53
303;Statistische overdracht;Totaal energietoepassingen;2021 ;;
304;Statistische overdracht;Totaal energietoepassingen;2022 ;;
305;Statistische overdracht;Totaal energietoepassingen;2023 ;;
306;Statistische overdracht;Elektriciteit;1990;;
307;Statistische overdracht;Elektriciteit;1991;;
308;Statistische overdracht;Elektriciteit;1992;;
309;Statistische overdracht;Elektriciteit;1993;;
310;Statistische overdracht;Elektriciteit;1994;;
311;Statistische overdracht;Elektriciteit;1995;;
312;Statistische overdracht;Elektriciteit;1996;;
313;Statistische overdracht;Elektriciteit;1997;;
314;Statistische overdracht;Elektriciteit;1998;;
315;Statistische overdracht;Elektriciteit;1999;;
316;Statistische overdracht;Elektriciteit;2000;;
317;Statistische overdracht;Elektriciteit;2001;;
318;Statistische overdracht;Elektriciteit;2002;;
319;Statistische overdracht;Elektriciteit;2003;;
320;Statistische overdracht;Elektriciteit;2004;;
321;Statistische overdracht;Elektriciteit;2005;;
322;Statistische overdracht;Elektriciteit;2006;;
323;Statistische overdracht;Elektriciteit;2007;;
324;Statistische overdracht;Elektriciteit;2008;;
325;Statistische overdracht;Elektriciteit;2009;;
326;Statistische overdracht;Elektriciteit;2010;;
327;Statistische overdracht;Elektriciteit;2011;;
328;Statistische overdracht;Elektriciteit;2012;;
329;Statistische overdracht;Elektriciteit;2013;;
330;Statistische overdracht;Elektriciteit;2014;;
331;Statistische overdracht;Elektriciteit;2015;;
332;Statistische overdracht;Elektriciteit;2016;;
333;Statistische overdracht;Elektriciteit;2017;;
334;Statistische overdracht;Elektriciteit;2018;;
335;Statistische overdracht;Elektriciteit;2019;;
336;Statistische overdracht;Elektriciteit;2020;;
337;Statistische overdracht;Elektriciteit;2021 ;;
338;Statistische overdracht;Elektriciteit;2022 ;;
339;Statistische overdracht;Elektriciteit;2023 ;;
340;Statistische overdracht;Warmte en koude;1990;;
341;Statistische overdracht;Warmte en koude;1991;;
342;Statistische overdracht;Warmte en koude;1992;;
343;Statistische overdracht;Warmte en koude;1993;;
344;Statistische overdracht;Warmte en koude;1994;;
345;Statistische overdracht;Warmte en koude;1995;;
346;Statistische overdracht;Warmte en koude;1996;;
347;Statistische overdracht;Warmte en koude;1997;;
348;Statistische overdracht;Warmte en koude;1998;;
349;Statistische overdracht;Warmte en koude;1999;;
350;Statistische overdracht;Warmte en koude;2000;;
351;Statistische overdracht;Warmte en koude;2001;;
352;Statistische overdracht;Warmte en koude;2002;;
353;Statistische overdracht;Warmte en koude;2003;;
354;Statistische overdracht;Warmte en koude;2004;;
355;Statistische overdracht;Warmte en koude;2005;;
356;Statistische overdracht;Warmte en koude;2006;;
357;Statistische overdracht;Warmte en koude;2007;;
358;Statistische overdracht;Warmte en koude;2008;;
359;Statistische overdracht;Warmte en koude;2009;;
360;Statistische overdracht;Warmte en koude;2010;;
361;Statistische overdracht;Warmte en koude;2011;;
362;Statistische overdracht;Warmte en koude;2012;;
363;Statistische overdracht;Warmte en koude;2013;;
364;Statistische overdracht;Warmte en koude;2014;;
365;Statistische overdracht;Warmte en koude;2015;;
366;Statistische overdracht;Warmte en koude;2016;;
367;Statistische overdracht;Warmte en koude;2017;;
368;Statistische overdracht;Warmte en koude;2018;;
369;Statistische overdracht;Warmte en koude;2019;;
370;Statistische overdracht;Warmte en koude;2020;;
371;Statistische overdracht;Warmte en koude;2021 ;;
372;Statistische overdracht;Warmte en koude;2022 ;;
373;Statistische overdracht;Warmte en koude;2023 ;;
374;Statistische overdracht;Vervoer;1990;;
375;Statistische overdracht;Vervoer;1991;;
376;Statistische overdracht;Vervoer;1992;;
377;Statistische overdracht;Vervoer;1993;;
378;Statistische overdracht;Vervoer;1994;;
379;Statistische overdracht;Vervoer;1995;;
380;Statistische overdracht;Vervoer;1996;;
381;Statistische overdracht;Vervoer;1997;;
382;Statistische overdracht;Vervoer;1998;;
383;Statistische overdracht;Vervoer;1999;;
384;Statistische overdracht;Vervoer;2000;;
385;Statistische overdracht;Vervoer;2001;;
386;Statistische overdracht;Vervoer;2002;;
387;Statistische overdracht;Vervoer;2003;;
388;Statistische overdracht;Vervoer;2004;;
389;Statistische overdracht;Vervoer;2005;;
390;Statistische overdracht;Vervoer;2006;;
391;Statistische overdracht;Vervoer;2007;;
