ID;BronTechniek;Energietoepassingen;Perioden;BrutoEindverbruik_1;BrutoEindverbruikRelatief_2
0;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1990;21772.0;1.2
1;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1991;22528.0;1.16
2;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1992;23188.0;1.21
3;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1993;23930.0;1.2
4;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1994;24303.0;1.24
5;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1995;25459.0;1.25
6;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1996;27993.0;1.27
7;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1997;30871.0;1.46
8;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1998;31932.0;1.51
9;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;1999;33301.0;1.6
10;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2000;34689.0;1.62
11;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2001;36562.0;1.68
12;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2002;40076.0;1.85
13;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2003;40600.0;1.84
14;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2004;47422.0;2.04
15;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2005;57143.0;2.48
16;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2006;63478.0;2.78
17;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2007;74123.0;3.3
18;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2008;82081.0;3.6
19;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2009;93660.0;4.27
20;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2010;92411.0;3.92
21;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2011;99256.0;4.53
22;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2012;102676.0;4.66
23;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2013;103463.0;4.69
24;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2014;108835.0;5.42
25;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2015;117192.0;5.73
26;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2016;122177.0;5.84
27;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2017;136815.0;6.5
28;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2018;156304.0;7.39
29;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2019;184632.0;8.89
30;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2020;223015.0;11.47
31;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2021 ;263397.0;13.12
32;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2022 ;280854.0;15.13
33;Totaal hern. energie exc. stat. overdr.;Totaal energietoepassingen;2023 ;311982.0;17.42
34;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1990;2914.0;0.16
35;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1991;3349.0;0.17
36;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1992;3534.0;0.18
37;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1993;4061.0;0.2
38;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1994;4508.0;0.23
39;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1995;5123.0;0.25
40;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1996;6628.0;0.3
41;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1997;7362.0;0.35
42;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1998;8131.0;0.38
43;Totaal hern. energie exc. stat. overdr.;Elektriciteit;1999;9108.0;0.44
44;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2000;10334.0;0.48
45;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2001;11907.0;0.55
46;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2002;14623.0;0.68
47;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2003;14573.0;0.66
48;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2004;18822.0;0.81
49;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2005;26814.0;1.17
50;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2006;28325.0;1.24
51;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2007;26359.0;1.17
52;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2008;33170.0;1.45
53;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2009;38719.0;1.76
54;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2010;42185.0;1.79
55;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2011;43147.0;1.97
56;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2012;44841.0;2.04
57;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2013;42771.0;1.94
58;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2014;42197.0;2.1
59;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2015;47347.0;2.31
60;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2016;54263.0;2.59
61;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2017;60011.0;2.85
62;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2018;66720.0;3.15
63;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2019;80197.0;3.86
64;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2020;114926.0;5.91
65;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2021 ;146543.0;7.3
66;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2022 ;167443.0;9.02
67;Totaal hern. energie exc. stat. overdr.;Elektriciteit;2023 ;193216.0;10.79
68;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1990;18858.0;1.04
69;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1991;19179.0;0.98
70;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1992;19654.0;1.02
71;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1993;19868.0;1.0
72;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1994;19795.0;1.01
73;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1995;20335.0;1.0
74;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1996;21365.0;0.97
75;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1997;23508.0;1.11
76;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1998;23801.0;1.12
77;Totaal hern. energie exc. stat. overdr.;Warmte en koude;1999;24193.0;1.16
78;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2000;24355.0;1.14
79;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2001;24655.0;1.13
80;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2002;25453.0;1.18
81;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2003;25893.0;1.17
82;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2004;28466.0;1.22
83;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2005;30228.0;1.31
84;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2006;33387.0;1.46
85;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2007;34734.0;1.55
86;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2008;36863.0;1.62
87;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2009;39335.0;1.79
88;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2010;40649.0;1.72
89;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2011;42324.0;1.93
90;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2012;44961.0;2.04
91;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2013;48264.0;2.19
92;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2014;52266.0;2.6
93;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2015;57274.0;2.8
94;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2016;58012.0;2.77
95;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2017;64113.0;3.05
96;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2018;68341.0;3.23
97;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2019;77825.0;3.75
98;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2020;84522.0;4.35
99;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2021 ;90367.0;4.5
100;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2022 ;87800.0;4.73
101;Totaal hern. energie exc. stat. overdr.;Warmte en koude;2023 ;91688.0;5.12
102;Totaal hern. energie exc. stat. overdr.;Vervoer;1990;0.0;0.0
103;Totaal hern. energie exc. stat. overdr.;Vervoer;1991;0.0;0.0
104;Totaal hern. energie exc. stat. overdr.;Vervoer;1992;0.0;0.0
105;Totaal hern. energie exc. stat. overdr.;Vervoer;1993;0.0;0.0
106;Totaal hern. energie exc. stat. overdr.;Vervoer;1994;0.0;0.0
107;Totaal hern. energie exc. stat. overdr.;Vervoer;1995;0.0;0.0
108;Totaal hern. energie exc. stat. overdr.;Vervoer;1996;0.0;0.0
109;Totaal hern. energie exc. stat. overdr.;Vervoer;1997;0.0;0.0
110;Totaal hern. energie exc. stat. overdr.;Vervoer;1998;0.0;0.0
111;Totaal hern. energie exc. stat. overdr.;Vervoer;1999;0.0;0.0
112;Totaal hern. energie exc. stat. overdr.;Vervoer;2000;0.0;0.0
113;Totaal hern. energie exc. stat. overdr.;Vervoer;2001;0.0;0.0
114;Totaal hern. energie exc. stat. overdr.;Vervoer;2002;0.0;0.0
115;Totaal hern. energie exc. stat. overdr.;Vervoer;2003;134.0;0.01
116;Totaal hern. energie exc. stat. overdr.;Vervoer;2004;134.0;0.01
117;Totaal hern. energie exc. stat. overdr.;Vervoer;2005;101.0;0.0
118;Totaal hern. energie exc. stat. overdr.;Vervoer;2006;1766.0;0.08
119;Totaal hern. energie exc. stat. overdr.;Vervoer;2007;13031.0;0.58
120;Totaal hern. energie exc. stat. overdr.;Vervoer;2008;12048.0;0.53
121;Totaal hern. energie exc. stat. overdr.;Vervoer;2009;15606.0;0.71
122;Totaal hern. energie exc. stat. overdr.;Vervoer;2010;9577.0;0.41
123;Totaal hern. energie exc. stat. overdr.;Vervoer;2011;13785.0;0.63
124;Totaal hern. energie exc. stat. overdr.;Vervoer;2012;12873.0;0.58
125;Totaal hern. energie exc. stat. overdr.;Vervoer;2013;12428.0;0.56
126;Totaal hern. energie exc. stat. overdr.;Vervoer;2014;14373.0;0.72
127;Totaal hern. energie exc. stat. overdr.;Vervoer;2015;12571.0;0.61
128;Totaal hern. energie exc. stat. overdr.;Vervoer;2016;9902.0;0.47
129;Totaal hern. energie exc. stat. overdr.;Vervoer;2017;12691.0;0.6
130;Totaal hern. energie exc. stat. overdr.;Vervoer;2018;21242.0;1.0
131;Totaal hern. energie exc. stat. overdr.;Vervoer;2019;26609.0;1.28
132;Totaal hern. energie exc. stat. overdr.;Vervoer;2020;23566.0;1.21
133;Totaal hern. energie exc. stat. overdr.;Vervoer;2021 ;26488.0;1.32
134;Totaal hern. energie exc. stat. overdr.;Vervoer;2022 ;25611.0;1.38
135;Totaal hern. energie exc. stat. overdr.;Vervoer;2023 ;27078.0;1.51
136;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1990;21772.0;1.2
137;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1991;22528.0;1.16
138;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1992;23188.0;1.21
139;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1993;23930.0;1.2
140;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1994;24303.0;1.24
141;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1995;25459.0;1.25
142;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1996;27993.0;1.27
143;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1997;30871.0;1.46
144;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1998;31932.0;1.51
145;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;1999;33301.0;1.6
146;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2000;34689.0;1.62
147;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2001;36562.0;1.68
148;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2002;40076.0;1.85
149;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2003;40600.0;1.84
150;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2004;47422.0;2.04
151;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2005;57143.0;2.48
152;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2006;63478.0;2.78
153;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2007;74123.0;3.3
154;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2008;82081.0;3.6
155;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2009;93660.0;4.27
156;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2010;92411.0;3.92
157;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2011;99256.0;4.53
158;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2012;102676.0;4.66
159;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2013;103463.0;4.69
160;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2014;108835.0;5.42
161;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2015;117192.0;5.73
162;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2016;122177.0;5.84
163;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2017;136815.0;6.5
164;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2018;156304.0;7.39
165;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2019;184632.0;8.89
166;Totaal hern. energie inc. stat. overdr.;Totaal energietoepassingen;2020;272155.0;14.0
