ID;Geslacht;Vooropleiding;Startjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositiePeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
1545;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;88.0;81.0;7.0;0.0;0.0;;4.0;4.0;0.0;0.0;0.0;
1546;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;75.0;70.0;5.0;0.0;0.0;;5.0;4.0;0.0;0.0;0.0;
1547;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;13.0;11.0;2.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1548;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;166.0;109.0;57.0;0.0;0.0;;8.0;5.0;3.0;0.0;0.0;
1549;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;128.0;91.0;37.0;0.0;0.0;;12.0;8.0;3.0;0.0;0.0;
1550;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;38.0;18.0;20.0;0.0;0.0;;4.0;2.0;2.0;0.0;0.0;
1551;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;249.0;62.0;186.0;1.0;0.0;;12.0;3.0;9.0;0.0;0.0;
1552;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;143.0;35.0;108.0;0.0;0.0;;19.0;5.0;14.0;0.0;0.0;
1553;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;106.0;27.0;78.0;1.0;0.0;;8.0;2.0;6.0;0.0;0.0;
1554;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;289.0;45.0;235.0;9.0;0.0;;13.0;2.0;11.0;0.0;0.0;
1555;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;130.0;12.0;116.0;2.0;0.0;;25.0;2.0;22.0;0.0;0.0;
1556;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;159.0;33.0;119.0;7.0;0.0;;10.0;2.0;7.0;0.0;0.0;
1557;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;303.0;36.0;232.0;32.0;3.0;;14.0;2.0;11.0;1.0;0.0;
1558;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;102.0;3.0;93.0;6.0;0.0;;28.0;1.0;25.0;2.0;0.0;
1559;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Sector zorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;201.0;33.0;139.0;26.0;3.0;;11.0;2.0;8.0;1.0;0.0;
1560;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;487.0;487.0;0.0;0.0;0.0;;23.0;23.0;0.0;0.0;0.0;
1561;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;377.0;377.0;0.0;0.0;0.0;;24.0;24.0;0.0;0.0;0.0;
1562;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;110.0;110.0;0.0;0.0;0.0;;19.0;19.0;0.0;0.0;0.0;
1563;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;619.0;614.0;5.0;0.0;0.0;;29.0;29.0;0.0;0.0;0.0;
1564;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;390.0;389.0;1.0;0.0;0.0;;35.0;35.0;0.0;0.0;0.0;
1565;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;229.0;225.0;4.0;0.0;0.0;;22.0;22.0;0.0;0.0;0.0;
1566;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;483.0;479.0;4.0;0.0;0.0;;23.0;22.0;0.0;0.0;0.0;
1567;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;210.0;209.0;1.0;0.0;0.0;;28.0;27.0;0.0;0.0;0.0;
1568;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;273.0;270.0;3.0;0.0;0.0;;20.0;20.0;0.0;0.0;0.0;
1569;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;417.0;413.0;4.0;0.0;0.0;;19.0;19.0;0.0;0.0;0.0;
1570;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;114.0;113.0;1.0;0.0;0.0;;22.0;21.0;0.0;0.0;0.0;
1571;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;303.0;300.0;3.0;0.0;0.0;;19.0;19.0;0.0;0.0;0.0;
1572;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;381.0;377.0;4.0;0.0;0.0;;18.0;18.0;0.0;0.0;0.0;
1573;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;53.0;53.0;0.0;0.0;0.0;;14.0;14.0;0.0;0.0;0.0;
1574;Totaal deelnemers startjaar;Praktijkonderwijs;2010;Combinatie van sectoren;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;328.0;324.0;4.0;0.0;0.0;;18.0;18.0;0.0;0.0;0.0;
1575;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;1607.0;814.0;796.0;18.0;0.0;0.0;793.0;51.0;50.0;1.0;0.0;0.0;49.0
1576;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;1147.0;573.0;564.0;9.0;0.0;0.0;574.0;50.0;49.0;1.0;0.0;0.0;50.0
1577;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;460.0;241.0;232.0;9.0;0.0;0.0;219.0;52.0;50.0;2.0;0.0;0.0;48.0
1578;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;1607.0;1177.0;973.0;202.0;2.0;0.0;430.0;73.0;61.0;13.0;0.0;0.0;27.0
1579;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;800.0;657.0;562.0;95.0;0.0;0.0;143.0;82.0;70.0;12.0;0.0;0.0;18.0
1580;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;807.0;520.0;411.0;107.0;2.0;0.0;287.0;64.0;51.0;13.0;0.0;0.0;36.0
1581;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;1607.0;1271.0;738.0;515.0;18.0;0.0;336.0;79.0;46.0;32.0;1.0;0.0;21.0
1582;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;542.0;491.0;252.0;233.0;6.0;0.0;51.0;91.0;46.0;43.0;1.0;0.0;9.0
1583;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;1065.0;780.0;486.0;282.0;12.0;0.0;285.0;73.0;46.0;26.0;1.0;0.0;27.0
1584;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1585;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1586;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1587;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1588;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1589;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1590;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1591;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1592;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1593;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1594;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1595;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1596;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1597;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1598;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1599;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1600;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1601;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1602;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1603;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1604;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1605;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1606;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1607;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1608;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;2.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1609;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1610;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1611;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;6.0;0.0;6.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1612;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;4.0;0.0;4.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;
1613;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1614;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1615;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1616;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1617;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1618;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1619;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Vormgeving en audiovisuele ondersteuning;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1620;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;65.0;64.0;1.0;0.0;0.0;;4.0;4.0;0.0;0.0;0.0;
1621;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;43.0;42.0;1.0;0.0;0.0;;4.0;4.0;0.0;0.0;0.0;
1622;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;22.0;22.0;0.0;0.0;0.0;;5.0;5.0;0.0;0.0;0.0;
1623;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;107.0;72.0;34.0;1.0;0.0;;7.0;4.0;2.0;0.0;0.0;
1624;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;56.0;36.0;20.0;0.0;0.0;;7.0;5.0;3.0;0.0;0.0;
1625;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;51.0;36.0;14.0;1.0;0.0;;6.0;4.0;2.0;0.0;0.0;
1626;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;148.0;58.0;84.0;6.0;0.0;;9.0;4.0;5.0;0.0;0.0;
1627;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;62.0;15.0;44.0;3.0;0.0;;11.0;3.0;8.0;1.0;0.0;
1628;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;86.0;43.0;40.0;3.0;0.0;;8.0;4.0;4.0;0.0;0.0;
1629;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1630;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1631;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1632;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1633;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1634;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Handel en administratie en jur. onderst.;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1635;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;3.0;0.0;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1636;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;2.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1637;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1638;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;11.0;0.0;10.0;1.0;0.0;;1.0;0.0;1.0;0.0;0.0;
1639;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;7.0;0.0;7.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;
1640;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4.0;0.0;3.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1641;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;18.0;0.0;13.0;5.0;0.0;;1.0;0.0;1.0;0.0;0.0;
1642;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;10.0;0.0;9.0;1.0;0.0;;2.0;0.0;2.0;0.0;0.0;
1643;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;8.0;0.0;4.0;4.0;0.0;;1.0;0.0;0.0;0.0;0.0;
1644;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1645;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1646;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1647;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1648;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1649;Totaal deelnemers startjaar;Praktijkonderwijs;2012;ICT;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1650;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;128.0;127.0;1.0;0.0;0.0;;8.0;8.0;0.0;0.0;0.0;
1651;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;90.0;90.0;0.0;0.0;0.0;;8.0;8.0;0.0;0.0;0.0;
1652;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;38.0;37.0;1.0;0.0;0.0;;8.0;8.0;0.0;0.0;0.0;
1653;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;173.0;144.0;29.0;0.0;0.0;;11.0;9.0;2.0;0.0;0.0;
1654;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;91.0;81.0;10.0;0.0;0.0;;11.0;10.0;1.0;0.0;0.0;
1655;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;82.0;63.0;19.0;0.0;0.0;;10.0;8.0;2.0;0.0;0.0;
1656;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;208.0;106.0;98.0;4.0;0.0;;13.0;7.0;6.0;0.0;0.0;
1657;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;78.0;41.0;36.0;1.0;0.0;;14.0;8.0;7.0;0.0;0.0;
1658;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;130.0;65.0;62.0;3.0;0.0;;12.0;6.0;6.0;0.0;0.0;
1659;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1660;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1661;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1662;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1663;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1664;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Techniek, industrie en bouw;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1665;Totaal deelnemers startjaar;Praktijkonderwijs;2012;Landbouw en dieren;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;46.0;46.0;0.0;0.0;0.0;;3.0;3.0;0.0;0.0;0.0;
