ID;Accuracy;OwnerOrTenant;DwellingCharacterristics;Regions;Period;TotalHousingCosts_1;NetRentOrMortgage_2;AdditionalHousingCosts_3;HousingCostRatio_4;NonSkewedRent_5;SkewedTowardsCheapRent_6;SkewedTowardsExpensiveRent_7
9506;Value;Owner;Year of construction: 1946 to 1970;Zeeland (PV);2015;748.7;528.2;220.5;29.2;;;
9507;Value;Owner;Year of construction: 1946 to 1970;Noord-Brabant (PV);2009;884.0;623.7;260.4;31.3;;;
9508;Value;Owner;Year of construction: 1946 to 1970;Noord-Brabant (PV);2012;939.8;681.8;258.0;33.4;;;
9509;Value;Owner;Year of construction: 1946 to 1970;Noord-Brabant (PV);2015;846.9;615.7;231.2;30.1;;;
9510;Value;Owner;Year of construction: 1946 to 1970;Limburg (PV);2009;825.2;560.1;265.0;31.4;;;
9511;Value;Owner;Year of construction: 1946 to 1970;Limburg (PV);2012;841.2;575.3;265.9;31.2;;;
9512;Value;Owner;Year of construction: 1946 to 1970;Limburg (PV);2015;764.5;531.9;232.6;27.7;;;
9513;Value;Owner;Year of construction: 1946 to 1970;Oost-Groningen (CR);2009;737.5;485.0;252.5;33.4;;;
9514;Value;Owner;Year of construction: 1946 to 1970;Oost-Groningen (CR);2012;792.9;537.5;255.4;30.9;;;
9515;Value;Owner;Year of construction: 1946 to 1970;Oost-Groningen (CR);2015;676.7;440.6;236.1;27.7;;;
9516;Value;Owner;Year of construction: 1946 to 1970;Delfzijl en omgeving (CR);2009;;;;;;;
9517;Value;Owner;Year of construction: 1946 to 1970;Delfzijl en omgeving (CR);2012;;;;;;;
9518;Value;Owner;Year of construction: 1946 to 1970;Delfzijl en omgeving (CR);2015;;;;;;;
9519;Value;Owner;Year of construction: 1946 to 1970;Overig Groningen (CR);2009;739.2;495.8;243.4;30.1;;;
9520;Value;Owner;Year of construction: 1946 to 1970;Overig Groningen (CR);2012;947.1;690.1;257.0;33.3;;;
9521;Value;Owner;Year of construction: 1946 to 1970;Overig Groningen (CR);2015;777.3;561.5;215.8;28.9;;;
9522;Value;Owner;Year of construction: 1946 to 1970;Noord-Friesland (CR);2009;745.0;505.1;239.9;31.1;;;
9523;Value;Owner;Year of construction: 1946 to 1970;Noord-Friesland (CR);2012;773.6;538.2;235.4;32.4;;;
9524;Value;Owner;Year of construction: 1946 to 1970;Noord-Friesland (CR);2015;686.6;469.4;217.2;27.6;;;
9525;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Friesland (CR);2009;;;;;;;
9526;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Friesland (CR);2012;;;;;;;
9527;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Friesland (CR);2015;944.6;709.9;234.7;32.0;;;
9528;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Friesland (CR);2009;871.6;609.6;262.0;29.5;;;
9529;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Friesland (CR);2012;918.0;642.8;275.2;34.3;;;
9530;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Friesland (CR);2015;752.8;547.3;205.4;32.5;;;
9531;Value;Owner;Year of construction: 1946 to 1970;Noord-Drenthe (CR);2009;835.5;584.6;251.0;30.0;;;
9532;Value;Owner;Year of construction: 1946 to 1970;Noord-Drenthe (CR);2012;925.9;656.8;269.2;33.0;;;
9533;Value;Owner;Year of construction: 1946 to 1970;Noord-Drenthe (CR);2015;827.6;579.5;248.1;28.0;;;
9534;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Drenthe (CR);2009;819.7;539.0;280.7;30.7;;;
9535;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Drenthe (CR);2012;862.1;606.3;255.9;35.5;;;
9536;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Drenthe (CR);2015;719.0;503.8;215.2;31.5;;;
9537;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Drenthe (CR);2009;815.3;552.7;262.6;31.8;;;
9538;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Drenthe (CR);2012;845.7;602.0;243.7;38.2;;;
9539;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Drenthe (CR);2015;754.1;516.9;237.2;27.4;;;
9540;Value;Owner;Year of construction: 1946 to 1970;Noord-Overijssel (CR);2009;820.8;552.3;268.5;32.7;;;
9541;Value;Owner;Year of construction: 1946 to 1970;Noord-Overijssel (CR);2012;937.5;680.1;257.4;33.7;;;
9542;Value;Owner;Year of construction: 1946 to 1970;Noord-Overijssel (CR);2015;793.2;577.9;215.3;31.9;;;
9543;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Overijssel (CR);2009;854.7;620.5;234.2;36.2;;;
9544;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Overijssel (CR);2012;813.2;566.4;246.8;32.1;;;
9545;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Overijssel (CR);2015;823.9;590.5;233.4;28.6;;;
9546;Value;Owner;Year of construction: 1946 to 1970;Twente (CR);2009;842.4;580.9;261.5;33.4;;;
9547;Value;Owner;Year of construction: 1946 to 1970;Twente (CR);2012;849.4;581.8;267.6;31.1;;;
9548;Value;Owner;Year of construction: 1946 to 1970;Twente (CR);2015;743.6;527.0;216.6;29.4;;;
9549;Value;Owner;Year of construction: 1946 to 1970;Veluwe (CR);2009;860.8;601.7;259.1;31.0;;;
9550;Value;Owner;Year of construction: 1946 to 1970;Veluwe (CR);2012;936.1;681.7;254.4;32.4;;;
9551;Value;Owner;Year of construction: 1946 to 1970;Veluwe (CR);2015;814.1;594.1;220.0;27.8;;;
9552;Value;Owner;Year of construction: 1946 to 1970;Achterhoek (CR);2009;913.6;654.3;259.3;35.1;;;
9553;Value;Owner;Year of construction: 1946 to 1970;Achterhoek (CR);2012;891.9;638.8;253.1;33.2;;;
9554;Value;Owner;Year of construction: 1946 to 1970;Achterhoek (CR);2015;808.1;584.9;223.2;29.5;;;
9555;Value;Owner;Year of construction: 1946 to 1970;Arnhem/Nijmegen (CR);2009;881.1;638.9;242.2;31.3;;;
9556;Value;Owner;Year of construction: 1946 to 1970;Arnhem/Nijmegen (CR);2012;899.5;657.4;242.1;32.7;;;
9557;Value;Owner;Year of construction: 1946 to 1970;Arnhem/Nijmegen (CR);2015;813.0;599.5;213.5;29.1;;;
9558;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Gelderland (CR);2009;865.2;573.1;292.1;29.2;;;
9559;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Gelderland (CR);2012;985.2;705.5;279.7;33.4;;;
9560;Value;Owner;Year of construction: 1946 to 1970;Zuidwest-Gelderland (CR);2015;851.4;614.5;236.9;27.5;;;
9561;Value;Owner;Year of construction: 1946 to 1970;Utrecht (CR);2009;815.9;573.3;242.6;28.5;;;
9562;Value;Owner;Year of construction: 1946 to 1970;Utrecht (CR);2012;970.8;712.1;258.7;30.7;;;
9563;Value;Owner;Year of construction: 1946 to 1970;Utrecht (CR);2015;838.9;608.8;230.1;28.5;;;
9564;Value;Owner;Year of construction: 1946 to 1970;Kop van Noord-Holland (CR);2009;1016.1;743.9;272.2;35.3;;;
9565;Value;Owner;Year of construction: 1946 to 1970;Kop van Noord-Holland (CR);2012;879.1;616.3;262.9;30.7;;;
9566;Value;Owner;Year of construction: 1946 to 1970;Kop van Noord-Holland (CR);2015;757.3;509.1;248.1;28.5;;;
9567;Value;Owner;Year of construction: 1946 to 1970;Alkmaar en omgeving (CR);2009;898.8;643.0;255.8;31.1;;;
9568;Value;Owner;Year of construction: 1946 to 1970;Alkmaar en omgeving (CR);2012;884.6;619.4;265.2;35.8;;;
9569;Value;Owner;Year of construction: 1946 to 1970;Alkmaar en omgeving (CR);2015;832.6;590.1;242.5;26.4;;;
9570;Value;Owner;Year of construction: 1946 to 1970;IJmond (CR);2009;890.7;629.1;261.6;28.6;;;
9571;Value;Owner;Year of construction: 1946 to 1970;IJmond (CR);2012;927.4;664.7;262.6;26.9;;;
9572;Value;Owner;Year of construction: 1946 to 1970;IJmond (CR);2015;796.0;567.0;229.0;27.6;;;
9573;Value;Owner;Year of construction: 1946 to 1970;Agglomeratie Haarlem (CR);2009;875.4;655.1;220.2;32.5;;;
9574;Value;Owner;Year of construction: 1946 to 1970;Agglomeratie Haarlem (CR);2012;977.0;741.7;235.3;33.0;;;
9575;Value;Owner;Year of construction: 1946 to 1970;Agglomeratie Haarlem (CR);2015;815.2;611.6;203.6;25.0;;;
9576;Value;Owner;Year of construction: 1946 to 1970;Zaanstreek (CR);2009;801.1;563.8;237.3;28.9;;;
9577;Value;Owner;Year of construction: 1946 to 1970;Zaanstreek (CR);2012;859.2;619.6;239.6;29.7;;;
9578;Value;Owner;Year of construction: 1946 to 1970;Zaanstreek (CR);2015;805.0;572.0;233.1;25.4;;;
9579;Value;Owner;Year of construction: 1946 to 1970;Groot-Amsterdam (CR);2009;887.2;654.5;232.7;29.3;;;
9580;Value;Owner;Year of construction: 1946 to 1970;Groot-Amsterdam (CR);2012;994.6;753.7;240.9;30.7;;;
9581;Value;Owner;Year of construction: 1946 to 1970;Groot-Amsterdam (CR);2015;828.3;618.3;209.9;27.9;;;
9582;Value;Owner;Year of construction: 1946 to 1970;Het Gooi en Vechtstreek (CR);2009;975.0;708.5;266.6;31.3;;;
9583;Value;Owner;Year of construction: 1946 to 1970;Het Gooi en Vechtstreek (CR);2012;942.9;682.2;260.7;31.2;;;
9584;Value;Owner;Year of construction: 1946 to 1970;Het Gooi en Vechtstreek (CR);2015;1003.7;748.5;255.1;26.0;;;
9585;Value;Owner;Year of construction: 1946 to 1970;Agglomeratie Leiden en Bollenstreek (CR);2009;873.0;625.1;247.9;29.6;;;
9586;Value;Owner;Year of construction: 1946 to 1970;Agglomeratie Leiden en Bollenstreek (CR);2012;967.3;725.3;242.0;31.4;;;
9587;Value;Owner;Year of construction: 1946 to 1970;Agglomeratie Leiden en Bollenstreek (CR);2015;919.0;696.8;222.2;29.7;;;
9588;Value;Owner;Year of construction: 1946 to 1970;Agglomeratie 's-Gravenhage (CR);2009;829.1;616.5;212.6;34.0;;;
9589;Value;Owner;Year of construction: 1946 to 1970;Agglomeratie 's-Gravenhage (CR);2012;843.4;624.7;218.8;32.1;;;
9590;Value;Owner;Year of construction: 1946 to 1970;Agglomeratie 's-Gravenhage (CR);2015;776.0;578.6;197.4;30.5;;;
9591;Value;Owner;Year of construction: 1946 to 1970;Delft en Westland (CR);2009;820.0;575.5;244.5;29.7;;;
9592;Value;Owner;Year of construction: 1946 to 1970;Delft en Westland (CR);2012;905.3;647.2;258.1;31.4;;;
9593;Value;Owner;Year of construction: 1946 to 1970;Delft en Westland (CR);2015;818.2;590.4;227.8;29.2;;;
9594;Value;Owner;Year of construction: 1946 to 1970;Oost-Zuid-Holland (CR);2009;801.7;555.0;246.7;31.2;;;
9595;Value;Owner;Year of construction: 1946 to 1970;Oost-Zuid-Holland (CR);2012;926.9;685.2;241.7;34.9;;;
9596;Value;Owner;Year of construction: 1946 to 1970;Oost-Zuid-Holland (CR);2015;778.1;556.5;221.6;28.2;;;
9597;Value;Owner;Year of construction: 1946 to 1970;Groot-Rijnmond (CR);2009;808.5;583.3;225.1;29.4;;;
9598;Value;Owner;Year of construction: 1946 to 1970;Groot-Rijnmond (CR);2012;894.9;653.7;241.3;31.3;;;
9599;Value;Owner;Year of construction: 1946 to 1970;Groot-Rijnmond (CR);2015;804.7;588.5;216.2;28.0;;;
9600;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Zuid-Holland (CR);2009;827.0;586.1;240.8;29.0;;;
9601;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Zuid-Holland (CR);2012;962.4;679.9;282.5;31.3;;;
9602;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Zuid-Holland (CR);2015;804.7;581.7;223.0;28.2;;;
9603;Value;Owner;Year of construction: 1946 to 1970;Zeeuwsch-Vlaanderen (CR);2009;711.3;464.0;247.3;31.1;;;
9604;Value;Owner;Year of construction: 1946 to 1970;Zeeuwsch-Vlaanderen (CR);2012;685.4;455.2;230.2;28.6;;;
9605;Value;Owner;Year of construction: 1946 to 1970;Zeeuwsch-Vlaanderen (CR);2015;683.2;467.4;215.8;29.2;;;
9606;Value;Owner;Year of construction: 1946 to 1970;Overig Zeeland (CR);2009;810.1;566.0;244.1;31.2;;;
9607;Value;Owner;Year of construction: 1946 to 1970;Overig Zeeland (CR);2012;920.2;671.0;249.1;33.4;;;
9608;Value;Owner;Year of construction: 1946 to 1970;Overig Zeeland (CR);2015;781.5;558.6;222.9;29.2;;;
9609;Value;Owner;Year of construction: 1946 to 1970;West-Noord-Brabant (CR);2009;875.7;612.6;263.2;31.0;;;
9610;Value;Owner;Year of construction: 1946 to 1970;West-Noord-Brabant (CR);2012;880.7;621.5;259.2;34.4;;;
9611;Value;Owner;Year of construction: 1946 to 1970;West-Noord-Brabant (CR);2015;827.7;594.8;232.9;29.4;;;
9612;Value;Owner;Year of construction: 1946 to 1970;Midden-Noord-Brabant (CR);2009;958.5;712.0;246.5;31.5;;;
9613;Value;Owner;Year of construction: 1946 to 1970;Midden-Noord-Brabant (CR);2012;912.8;662.3;250.4;33.4;;;
9614;Value;Owner;Year of construction: 1946 to 1970;Midden-Noord-Brabant (CR);2015;849.8;615.7;234.1;33.5;;;
9615;Value;Owner;Year of construction: 1946 to 1970;Noordoost-Noord-Brabant (CR);2009;893.7;623.1;270.6;33.0;;;
9616;Value;Owner;Year of construction: 1946 to 1970;Noordoost-Noord-Brabant (CR);2012;1009.2;749.2;260.0;34.6;;;
9617;Value;Owner;Year of construction: 1946 to 1970;Noordoost-Noord-Brabant (CR);2015;849.5;619.6;229.9;28.8;;;
9618;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Noord-Brabant (CR);2009;842.6;585.8;256.8;29.9;;;
9619;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Noord-Brabant (CR);2012;945.0;685.3;259.7;31.6;;;
9620;Value;Owner;Year of construction: 1946 to 1970;Zuidoost-Noord-Brabant (CR);2015;857.6;628.0;229.6;30.1;;;
9621;Value;Owner;Year of construction: 1946 to 1970;Noord-Limburg (CR);2009;891.3;599.3;291.9;31.9;;;
9622;Value;Owner;Year of construction: 1946 to 1970;Noord-Limburg (CR);2012;845.8;584.0;261.8;31.9;;;
9623;Value;Owner;Year of construction: 1946 to 1970;Noord-Limburg (CR);2015;877.3;636.7;240.5;29.7;;;
9624;Value;Owner;Year of construction: 1946 to 1970;Midden-Limburg (CR);2009;751.2;489.3;261.9;32.4;;;
9625;Value;Owner;Year of construction: 1946 to 1970;Midden-Limburg (CR);2012;865.9;589.2;276.7;31.8;;;
9626;Value;Owner;Year of construction: 1946 to 1970;Midden-Limburg (CR);2015;755.3;524.8;230.5;28.5;;;
9627;Value;Owner;Year of construction: 1946 to 1970;Zuid-Limburg (CR);2009;833.9;576.6;257.3;30.8;;;
9628;Value;Owner;Year of construction: 1946 to 1970;Zuid-Limburg (CR);2012;829.0;565.7;263.3;30.7;;;
9629;Value;Owner;Year of construction: 1946 to 1970;Zuid-Limburg (CR);2015;719.9;489.7;230.2;26.5;;;
9630;Value;Owner;Year of construction: 1946 to 1970;Flevoland (CR);2009;853.1;560.2;292.9;35.2;;;
9631;Value;Owner;Year of construction: 1946 to 1970;Flevoland (CR);2012;983.1;730.0;253.1;40.6;;;
9632;Value;Owner;Year of construction: 1946 to 1970;Flevoland (CR);2015;840.1;595.9;244.3;30.2;;;
9633;Value;Owner;Year of construction: 1946 to 1970;Almere;2009;;;;;;;
9634;Value;Owner;Year of construction: 1946 to 1970;Almere;2012;;;;;;;
9635;Value;Owner;Year of construction: 1946 to 1970;Almere;2015;;;;;;;
9636;Value;Owner;Year of construction: 1946 to 1970;Amersfoort;2009;;;;;;;
9637;Value;Owner;Year of construction: 1946 to 1970;Amersfoort;2012;;;;;;;
9638;Value;Owner;Year of construction: 1946 to 1970;Amersfoort;2015;;;;;;;
9639;Value;Owner;Year of construction: 1946 to 1970;Amsterdam;2009;866.7;659.8;206.9;30.7;;;
9640;Value;Owner;Year of construction: 1946 to 1970;Amsterdam;2012;1085.5;873.9;211.5;33.7;;;
9641;Value;Owner;Year of construction: 1946 to 1970;Amsterdam;2015;828.2;647.3;180.9;32.1;;;
9642;Value;Owner;Year of construction: 1946 to 1970;Apeldoorn;2009;843.4;605.0;238.4;31.2;;;
9643;Value;Owner;Year of construction: 1946 to 1970;Apeldoorn;2012;1011.5;745.3;266.2;32.5;;;
9644;Value;Owner;Year of construction: 1946 to 1970;Apeldoorn;2015;791.5;572.8;218.7;25.9;;;
9645;Value;Owner;Year of construction: 1946 to 1970;Arnhem;2009;812.1;611.9;200.2;33.2;;;
9646;Value;Owner;Year of construction: 1946 to 1970;Arnhem;2012;867.3;664.9;202.4;35.6;;;
9647;Value;Owner;Year of construction: 1946 to 1970;Arnhem;2015;754.4;582.6;171.8;32.0;;;
9648;Value;Owner;Year of construction: 1946 to 1970;Breda;2009;862.8;607.7;255.1;30.1;;;
9649;Value;Owner;Year of construction: 1946 to 1970;Breda;2012;933.7;684.2;249.5;31.6;;;
9650;Value;Owner;Year of construction: 1946 to 1970;Breda;2015;894.1;670.9;223.2;28.3;;;
9651;Value;Owner;Year of construction: 1946 to 1970;Dordrecht;2009;729.8;514.7;215.0;27.3;;;
9652;Value;Owner;Year of construction: 1946 to 1970;Dordrecht;2012;862.1;623.2;238.9;31.2;;;
9653;Value;Owner;Year of construction: 1946 to 1970;Dordrecht;2015;690.8;485.8;205.0;28.0;;;
9654;Value;Owner;Year of construction: 1946 to 1970;Ede;2009;909.3;654.8;254.5;27.2;;;
9655;Value;Owner;Year of construction: 1946 to 1970;Ede;2012;970.4;715.5;255.0;33.8;;;
9656;Value;Owner;Year of construction: 1946 to 1970;Ede;2015;819.2;601.3;217.9;28.0;;;
9657;Value;Owner;Year of construction: 1946 to 1970;Eindhoven;2009;870.1;647.0;223.1;30.1;;;
9658;Value;Owner;Year of construction: 1946 to 1970;Eindhoven;2012;878.9;657.2;221.7;33.3;;;
9659;Value;Owner;Year of construction: 1946 to 1970;Eindhoven;2015;801.0;612.1;188.8;30.2;;;
9660;Value;Owner;Year of construction: 1946 to 1970;Emmen;2009;816.9;531.1;285.7;30.4;;;
9661;Value;Owner;Year of construction: 1946 to 1970;Emmen;2012;;;;;;;
9662;Value;Owner;Year of construction: 1946 to 1970;Emmen;2015;705.8;487.2;218.7;33.8;;;
9663;Value;Owner;Year of construction: 1946 to 1970;Enschede;2009;825.4;584.3;241.1;32.3;;;
9664;Value;Owner;Year of construction: 1946 to 1970;Enschede;2012;822.5;589.9;232.6;32.0;;;
9665;Value;Owner;Year of construction: 1946 to 1970;Enschede;2015;734.3;532.6;201.7;30.5;;;
9666;Value;Owner;Year of construction: 1946 to 1970;'s-Gravenhage (The Hague) (municipality);2009;812.3;610.3;202.0;36.5;;;
9667;Value;Owner;Year of construction: 1946 to 1970;'s-Gravenhage (The Hague) (municipality);2012;810.5;596.5;214.0;32.8;;;
9668;Value;Owner;Year of construction: 1946 to 1970;'s-Gravenhage (The Hague) (municipality);2015;738.0;548.8;189.2;31.2;;;
9669;Value;Owner;Year of construction: 1946 to 1970;Groningen (municipality);2009;769.3;531.4;237.9;34.8;;;
9670;Value;Owner;Year of construction: 1946 to 1970;Groningen (municipality);2012;877.1;646.7;230.4;31.4;;;
9671;Value;Owner;Year of construction: 1946 to 1970;Groningen (municipality);2015;776.5;575.7;200.9;30.1;;;
9672;Value;Owner;Year of construction: 1946 to 1970;Haarlem;2009;824.2;636.4;187.8;33.4;;;
9673;Value;Owner;Year of construction: 1946 to 1970;Haarlem;2012;;;;;;;
9674;Value;Owner;Year of construction: 1946 to 1970;Haarlem;2015;;;;;;;
9675;Value;Owner;Year of construction: 1946 to 1970;Haarlemmermeer;2009;;;;;;;
9676;Value;Owner;Year of construction: 1946 to 1970;Haarlemmermeer;2012;;;;;;;
9677;Value;Owner;Year of construction: 1946 to 1970;Haarlemmermeer;2015;;;;;;;
9678;Value;Owner;Year of construction: 1946 to 1970;'s-Hertogenbosch;2009;871.5;624.2;247.3;34.3;;;
9679;Value;Owner;Year of construction: 1946 to 1970;'s-Hertogenbosch;2012;988.6;743.3;245.3;36.6;;;
9680;Value;Owner;Year of construction: 1946 to 1970;'s-Hertogenbosch;2015;875.7;659.3;216.4;30.2;;;
9681;Value;Owner;Year of construction: 1946 to 1970;Leiden;2009;848.3;639.7;208.6;32.9;;;
9682;Value;Owner;Year of construction: 1946 to 1970;Leiden;2012;;;;;;;
9683;Value;Owner;Year of construction: 1946 to 1970;Leiden;2015;;;;;;;
9684;Value;Owner;Year of construction: 1946 to 1970;Maastricht;2009;919.0;657.4;261.6;34.1;;;
9685;Value;Owner;Year of construction: 1946 to 1970;Maastricht;2012;844.8;585.1;259.7;30.3;;;
9686;Value;Owner;Year of construction: 1946 to 1970;Maastricht;2015;851.2;622.8;228.4;27.9;;;
9687;Value;Owner;Year of construction: 1946 to 1970;Nijmegen;2009;854.7;633.0;221.7;30.8;;;
9688;Value;Owner;Year of construction: 1946 to 1970;Nijmegen;2012;894.7;677.3;217.4;31.2;;;
9689;Value;Owner;Year of construction: 1946 to 1970;Nijmegen;2015;859.3;662.8;196.5;29.3;;;
9690;Value;Owner;Year of construction: 1946 to 1970;Rotterdam;2009;754.2;556.0;198.2;29.6;;;
9691;Value;Owner;Year of construction: 1946 to 1970;Rotterdam;2012;837.8;617.1;220.7;30.9;;;
9692;Value;Owner;Year of construction: 1946 to 1970;Rotterdam;2015;764.6;569.6;195.0;28.2;;;
9693;Value;Owner;Year of construction: 1946 to 1970;Tilburg;2009;849.6;618.6;231.0;30.2;;;
9694;Value;Owner;Year of construction: 1946 to 1970;Tilburg;2012;866.0;637.2;228.8;34.9;;;
9695;Value;Owner;Year of construction: 1946 to 1970;Tilburg;2015;875.5;650.6;224.9;32.1;;;
9696;Value;Owner;Year of construction: 1946 to 1970;Utrecht (municipality);2009;781.2;575.3;205.9;34.4;;;
9697;Value;Owner;Year of construction: 1946 to 1970;Utrecht (municipality);2012;836.4;617.5;218.9;31.8;;;
9698;Value;Owner;Year of construction: 1946 to 1970;Utrecht (municipality);2015;799.2;595.8;203.4;30.4;;;
9699;Value;Owner;Year of construction: 1946 to 1970;Westland;2009;842.0;585.6;256.4;29.1;;;
9700;Value;Owner;Year of construction: 1946 to 1970;Westland;2012;930.5;659.6;270.9;31.2;;;
9701;Value;Owner;Year of construction: 1946 to 1970;Westland;2015;839.4;607.4;232.0;27.5;;;
9702;Value;Owner;Year of construction: 1946 to 1970;Zaanstad;2009;773.5;540.8;232.7;30.1;;;
9703;Value;Owner;Year of construction: 1946 to 1970;Zaanstad;2012;862.5;634.2;228.3;30.5;;;
9704;Value;Owner;Year of construction: 1946 to 1970;Zaanstad;2015;807.0;576.1;230.8;26.2;;;
9705;Value;Owner;Year of construction: 1946 to 1970;Zoetermeer;2009;;;;;;;
9706;Value;Owner;Year of construction: 1946 to 1970;Zoetermeer;2012;;;;;;;
9707;Value;Owner;Year of construction: 1946 to 1970;Zoetermeer;2015;;;;;;;
9708;Value;Owner;Year of construction: 1946 to 1970;Zwolle;2009;845.8;630.7;215.1;31.2;;;
9709;Value;Owner;Year of construction: 1946 to 1970;Zwolle;2012;973.4;735.0;238.3;33.5;;;
9710;Value;Owner;Year of construction: 1946 to 1970;Zwolle;2015;;;;;;;
9711;Value;Owner;Year of construction: 1971 to 1985;Nederland ;2009;869.7;616.8;252.9;28.8;;;
9712;Value;Owner;Year of construction: 1971 to 1985;Nederland ;2012;918.2;664.9;253.3;30.2;;;
9713;Value;Owner;Year of construction: 1971 to 1985;Nederland ;2015;816.2;592.3;223.9;27.0;;;
9714;Value;Owner;Year of construction: 1971 to 1985;Noord-Nederland (LD);2009;805.8;551.8;254.0;30.7;;;
9715;Value;Owner;Year of construction: 1971 to 1985;Noord-Nederland (LD);2012;833.8;573.9;259.9;31.4;;;
9716;Value;Owner;Year of construction: 1971 to 1985;Noord-Nederland (LD);2015;755.9;527.5;228.5;27.2;;;
9717;Value;Owner;Year of construction: 1971 to 1985;Oost-Nederland (LD);2009;875.0;619.1;255.9;29.3;;;
9718;Value;Owner;Year of construction: 1971 to 1985;Oost-Nederland (LD);2012;908.5;660.4;248.1;30.6;;;
9719;Value;Owner;Year of construction: 1971 to 1985;Oost-Nederland (LD);2015;815.6;597.2;218.4;27.1;;;
9720;Value;Owner;Year of construction: 1971 to 1985;West-Nederland (LD);2009;872.5;628.0;244.5;27.4;;;
9721;Value;Owner;Year of construction: 1971 to 1985;West-Nederland (LD);2012;941.5;692.5;249.0;29.5;;;
9722;Value;Owner;Year of construction: 1971 to 1985;West-Nederland (LD);2015;837.9;615.9;221.9;27.0;;;
9723;Value;Owner;Year of construction: 1971 to 1985;Zuid-Nederland (LD);2009;888.8;625.2;263.6;29.6;;;
9724;Value;Owner;Year of construction: 1971 to 1985;Zuid-Nederland (LD);2012;926.9;665.5;261.4;30.4;;;
9725;Value;Owner;Year of construction: 1971 to 1985;Zuid-Nederland (LD);2015;809.4;579.7;229.7;26.8;;;
9726;Value;Owner;Year of construction: 1971 to 1985;Groningen (PV);2009;808.3;551.0;257.3;31.1;;;
9727;Value;Owner;Year of construction: 1971 to 1985;Groningen (PV);2012;834.6;571.3;263.2;30.4;;;
9728;Value;Owner;Year of construction: 1971 to 1985;Groningen (PV);2015;752.4;522.2;230.2;26.1;;;
9729;Value;Owner;Year of construction: 1971 to 1985;Friesland (PV);2009;760.1;518.6;241.5;28.4;;;
9730;Value;Owner;Year of construction: 1971 to 1985;Friesland (PV);2012;830.3;579.4;250.9;32.2;;;
9731;Value;Owner;Year of construction: 1971 to 1985;Friesland (PV);2015;755.3;530.7;224.7;27.5;;;
9732;Value;Owner;Year of construction: 1971 to 1985;Drenthe (PV);2009;852.8;587.9;265.0;32.9;;;
9733;Value;Owner;Year of construction: 1971 to 1985;Drenthe (PV);2012;837.7;569.3;268.5;31.1;;;
9734;Value;Owner;Year of construction: 1971 to 1985;Drenthe (PV);2015;759.9;528.7;231.1;27.9;;;
9735;Value;Owner;Year of construction: 1971 to 1985;Overijssel (PV);2009;860.8;599.1;261.7;30.1;;;
9736;Value;Owner;Year of construction: 1971 to 1985;Overijssel (PV);2012;904.3;641.7;262.6;30.5;;;
9737;Value;Owner;Year of construction: 1971 to 1985;Overijssel (PV);2015;808.1;584.9;223.2;26.6;;;
9738;Value;Owner;Year of construction: 1971 to 1985;Flevoland (PV);2009;841.3;597.4;243.9;29.0;;;
9739;Value;Owner;Year of construction: 1971 to 1985;Flevoland (PV);2012;866.3;636.7;229.6;30.1;;;
9740;Value;Owner;Year of construction: 1971 to 1985;Flevoland (PV);2015;800.3;590.3;210.0;30.3;;;
9741;Value;Owner;Year of construction: 1971 to 1985;Gelderland (PV);2009;890.2;635.0;255.2;29.0;;;
9742;Value;Owner;Year of construction: 1971 to 1985;Gelderland (PV);2012;920.1;676.6;243.5;30.8;;;
9743;Value;Owner;Year of construction: 1971 to 1985;Gelderland (PV);2015;823.1;605.6;217.5;26.7;;;
9744;Value;Owner;Year of construction: 1971 to 1985;Utrecht (PV);2009;903.4;656.2;247.2;25.9;;;
9745;Value;Owner;Year of construction: 1971 to 1985;Utrecht (PV);2012;954.3;706.3;247.9;28.1;;;
9746;Value;Owner;Year of construction: 1971 to 1985;Utrecht (PV);2015;906.8;690.8;216.0;25.4;;;
9747;Value;Owner;Year of construction: 1971 to 1985;Noord-Holland (PV);2009;856.3;611.8;244.5;27.9;;;
9748;Value;Owner;Year of construction: 1971 to 1985;Noord-Holland (PV);2012;923.9;676.5;247.3;30.2;;;
